"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5772-3.id.csv";"peptide.count.P5772-4.id.csv";"spectra.count.P5772-3.id.csv";"spectra.count.P5772-4.id.csv";"dNSAF.P5772-3.id.csv";"dNSAF.P5772-4.id.csv"
"P61604";"P61604";"P61604";"CH10_HUMAN";"10 kDa heat shock protein, mitochondrial";"HSPE1";4;8;0,00709333079412664;3;4;4;4;0,00840703276901606;0,00839580321426816
"P61981";"P61981";"P61981";"1433G_HUMAN";"14-3-3 protein gamma";"YWHAG";4;7;0,00300067434798445;2;4;2;5;0,00202517590994516;0,0050875818632491
"P62249";"P62249";"P62249";"RS16_HUMAN";"40S ribosomal protein S16";"RPS16";4;8;0,00495561466438984;4;4;4;4;0,00587340645506602;0,0058655611496942
"P62266";"P62266";"P62266";"RS23_HUMAN";"40S ribosomal protein S23";"RPS23";4;5;0,00316223663024876;3;2;3;2;0,00449746857922887;0,00299430744005368
"P62750";"P62750";"P62750";"RL23A_HUMAN";"60S ribosomal protein L23a";"RPL23A";4;7;0,00405820367548591;3;4;3;4;0,0041226795309598;0,00548956364009841
"P62826";"P62826";"P62826";"RAN_HUMAN";"GTP-binding nuclear protein Ran";"RAN";4;6;0,00251222132291985;2;4;2;4;0,0019849938482399;0,00396468485118219
"P62847-1,P62847-2,P62847-3";"P62847-1,P62847-2,P62847-3";"P62847-[1-3]";"RS24_HUMAN";"40S ribosomal protein S24";"RPS24";4;6;0,00135999951315962;2;4;2;4;NA;NA
"P62888";"P62888";"P62888";"RL30_HUMAN";"60S ribosomal protein L30";"RPL30";4;4;0,00314573800435181;NA;4;NA;4;NA;0,0074467124161335
"P63173";"P63173";"P63173";"RL38_HUMAN";"60S ribosomal protein L38";"RPL38";4;6;0,00775199722500983;3;3;3;3;0,00918768581185327;0,00917541351273592
"P78371-1,P78371-2";"P78371-1,P78371-2";"P78371-[1,2]";"TCPB_HUMAN";"T-complex protein 1 subunit beta";"CCT2";4;5;0,000422616671145395;3;2;3;2;NA;NA
"P84098";"P84098";"P84098";"RL19_HUMAN";"60S ribosomal protein L19";"RPL19";4;9;0,00415285565625526;4;4;5;4;0,00546886060229361;0,00436924452987425
"Q01813";"Q01813";"Q01813";"K6PP_HUMAN";"6-phosphofructokinase type C";"PFKP";4;6;0,000692142609375877;2;4;2;4;0,000546886060229361;0,00109231113246856
"Q02790";"Q02790";"Q02790";"FKBP4_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP4";"FKBP4";4;6;0,00118222179902111;3;3;3;3;0,00140117212816934;0,00139930053571136
"Q12906-1,Q12906-2,Q12906-3,Q12906-4,Q12906-5,Q12906-6";"Q12906-1,Q12906-2,Q12906-3,Q12906-4,Q12906-5,Q12906-6";"Q12906-[1-6]";"ILF3_HUMAN";"Interleukin enhancer-binding factor 3";"ILF3";4;6;0,00010116327474845;3;3;3;3;NA;NA
"Q14244-1,Q14244-2,Q14244-3,Q14244-4,Q14244-5";"Q14244-1,Q14244-2,Q14244-3,Q14244-4,Q14244-5";"Q14244-[1-5]";"MAP7_HUMAN";"Ensconsin";"MAP7";4;6;0,000144897144392707;2;4;2;4;NA;NA
"Q15233";"Q15233";"Q15233";"NONO_HUMAN";"Non-POU domain-containing octamer-binding protein";"NONO";4;8;0,00153613533121214;4;3;4;4;0,00182063130029647;0,0018181994221982
"Q15365";"Q15365";"Q15365";"PCBP1_HUMAN";"Poly(rC)-binding protein 1";"PCBP1";4;7;0,00231180816120377;3;4;3;4;0,00252919440888096;0,00288664694782703
"Q92945";"Q92945";"Q92945";"FUBP2_HUMAN";"Far upstream element-binding protein 2";"KHSRP";4;7;0,00108120917695285;4;3;4;3;0,00155066427204275;0,00103239533195341
"Q99798";"Q99798";"Q99798";"ACON_HUMAN";"Aconitate hydratase, mitochondrial";"ACO2";4;6;0,000695692058654728;3;3;3;3;0,00082453590619196;0,000823434546014762
"Q9Y2W1";"Q9Y2W1";"Q9Y2W1";"TR150_HUMAN";"Thyroid hormone receptor-associated protein 3";"THRAP3";4;9;0,000852313831022023;3;3;5;4;0,0011224048984812;0,00089672453178571
"Q9Y383-1,Q9Y383-2";"Q9Y383-1,Q9Y383-2";"Q9Y383-[1,2]";"LC7L2_HUMAN";"Putative RNA-binding protein Luc7-like 2";"LUC7L2";6;7;0,000807499710938523;1;6;1;6;NA;NA
"O00299";"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";3;6;0,00225161745124767;3;2;4;2;0,0035581632466375;0,00177670524451318
"O14949";"O14949";"O14949";"QCR8_HUMAN";"Cytochrome b-c1 complex subunit 8";"UQCRQ";3;3;0,00330877930335785;3;NA;3;NA;0,00784314642475279;NA
"O43175";"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";3;6;0,00101808593949472;3;3;3;3;0,00120663791150043;0,00120502616489965
"O94776";"O94776";"O94776";"MTA2_HUMAN";"Metastasis-associated protein MTA2";"MTA2";3;3;0,000406167519274467;NA;3;NA;3;NA;0,000961495427981309
"P04844-1,P04844-2";"P04844-1,P04844-2";"P04844-[1,2]";"RPN2_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2";"RPN2";3;4;0,000286655998811774;2;2;2;2;NA;NA
"P05388,Q8NHW5";"P05388,Q8NHW5";"P05388, Q8NHW5";"RLA0_HUMAN, RLA0L_HUMAN";"60S acidic ribosomal protein P0, 60S acidic ribosomal protein P0-like";"RPLP0, RPLP0P6";3;4;0,000570599164827222;2;2;2;2;0,000676275506655866;0,000675372182851224
"P06702";"P06702";"P06702";"S10A9_HUMAN";"Protein S100-A9";"S100A9";3;4;0,00317333219737244;NA;3;NA;4;NA;0,00751203445487151
"P07437";"P07437";"P07437";"TBB5_HUMAN";"Tubulin beta chain";"TUBB";3;6;0,00864242933869339;3;3;3;3;0,0107431085975687;0,00988492371679883
"P08708,P0CW22";"P08708,P0CW22";"P08708, P0CW22";"RS17_HUMAN, RS17L_HUMAN";"40S ribosomal protein S17, 40S ribosomal protein S17-like";"RPS17, RPS17L";3;5;0,0016748142152799;3;2;3;2;0,00238199261788788;0,00158587394047288
"P10599";"P10599";"P10599";"THIO_HUMAN";"Thioredoxin";"TXN";3;4;0,00344533210000437;2;2;2;2;0,00408341591637923;0,00407796156121596
"P16949-1,P16949-2";"P16949-1,P16949-2";"P16949-[1,2]";"STMN1_HUMAN";"Stathmin";"STMN1";3;6;0,00182093894547211;3;2;4;2;NA;NA
"P18077";"P18077";"P18077";"RL35A_HUMAN";"60S ribosomal protein L35a";"RPL35A";3;3;0,00246654457159404;3;NA;3;NA;0,00584670915299753;NA
"P18621";"P18621";"P18621";"RL17_HUMAN";"60S ribosomal protein L17";"RPL17";3;6;0,00294912937907983;3;3;3;3;0,0034953152545094;0,00349064644506258
"P20231,Q15661-1,Q15661-2";"P20231,Q15661-1,Q15661-2";"P20231, Q15661-[1,2]";"TRYB1_HUMAN, TRYB2_HUMAN";"Tryptase alpha/beta-1, Tryptase beta-2";"TPSAB1, TPSB2";3;3;0,000328872609545871;NA;3;NA;3;NA;0,00233555980324187
"P21291";"P21291";"P21291";"CSRP1_HUMAN";"Cysteine and glycine-rich protein 1";"CSRP1";3;5;0,00234300434261955;2;3;2;3;0,00222154751927367;0,0033278701859664
"P21796";"P21796";"P21796";"VDAC1_HUMAN";"Voltage-dependent anion-selective channel protein 1";"VDAC1";4;10;0,00319575857332561;4;4;5;5;0,0037876207704931;0,00378256151879573
"P23193-1,P23193-2";"P23193-1,P23193-2";"P23193-[1,2]";"TCEA1_HUMAN";"Transcription elongation factor A protein 1";"TCEA1";3;3;0,000450697513081967;3;NA;3;NA;NA;NA
"P23284";"P23284";"P23284";"PPIB_HUMAN";"Peptidyl-prolyl cis-trans isomerase B";"PPIB";3;6;0,00251222132291985;2;3;2;4;0,0019849938482399;0,00396468485118219
"P24752";"P24752";"P24752";"THIL_HUMAN";"Acetyl-CoA acetyltransferase, mitochondrial";"ACAT1";3;5;0,0010590160143456;2;3;2;3;0,00100411866796211;0,00150416614962884
"P25786-1,P25786-2";"P25786-1,P25786-2";"P25786-[1,2]";"PSA1_HUMAN";"Proteasome subunit alpha type-1";"PSMA1";3;5;0,000859695509744436;3;2;3;2;NA;NA
"P28062-1,P28062-2";"P28062-1,P28062-2";"P28062-[1,2]";"PSB8_HUMAN";"Proteasome subunit beta type-8";"PSMB8";3;3;0,000491521563179971;NA;3;NA;3;NA;NA
"P33991";"P33991";"P33991";"MCM4_HUMAN";"DNA replication licensing factor MCM4";"MCM4";3;3;0,000314391544467374;NA;3;NA;3;NA;0,000744239798252044
"P34932";"P34932";"P34932";"HSP74_HUMAN";"Heat shock 70 kDa protein 4";"HSPA4";3;3;0,000322999884375409;NA;3;NA;3;NA;0,000764617792727993
"P35232";"P35232";"P35232";"PHB_HUMAN";"Prohibitin";"PHB";3;3;0,000997499642924059;NA;3;NA;3;NA;0,00236131965401292
"P38117-1,P38117-2";"P38117-1,P38117-2";"P38117-[1,2]";"ETFB_HUMAN";"Electron transfer flavoprotein subunit beta";"ETFB";3;4;0,000709333079412664;2;2;2;2;NA;NA
"P39748";"P39748";"P39748";"FEN1_HUMAN";"Flap endonuclease 1";"FEN1";3;5;0,00118999957401467;2;3;2;3;0,00112831229268373;0,00169020775234609
"P40227";"P40227";"P40227";"TCPZ_HUMAN";"T-complex protein 1 subunit zeta";"CCT6A";3;3;0,000510960269068444;3;NA;3;NA;0,00121118268706164;NA
"P40429";"P40429";"P40429";"RL13A_HUMAN";"60S ribosomal protein L13a";"RPL13A";4;4;0,00178206832758847;4;NA;4;NA;0,00422422336177162;NA
"P41091,Q2VIR3-1";"P41091,Q2VIR3-1";"P41091, Q2VIR3-1";"IF2G_HUMAN, IF2GL_HUMAN";"Eukaryotic translation initiation factor 2 subunit 3, Putative eukaryotic translation initiation factor 2 subunit 3-like protein";"EIF2S3, EIF2S3L";3;3;0,000287415151351;3;NA;3;NA;0,00136258052294434;NA
"P42765";"P42765";"P42765";"THIM_HUMAN";"3-ketoacyl-CoA thiolase, mitochondrial";"ACAA2";3;3;0,000683425448048725;NA;3;NA;3;NA;0,00161783109796351
"P46783";"P46783";"P46783";"RS10_HUMAN";"40S ribosomal protein S10";"RPS10";3;3;0,00164436304772936;3;NA;3;NA;0,00389780610199836;NA
"P48047";"P48047";"P48047";"ATPO_HUMAN";"ATP synthase subunit O, mitochondrial";"ATP5O";3;5;0,00212300393486185;2;3;2;3;0,00201295150807427;0,00301539411216673
"P49736";"P49736";"P49736";"MCM2_HUMAN";"DNA replication licensing factor MCM2";"MCM2";3;3;0,000300132635924053;3;NA;3;NA;0,000711435848262974;NA
"P51991-1,P51991-2";"P51991-1,P51991-2";"P51991-[1,2]";"ROA3_HUMAN";"Heterogeneous nuclear ribonucleoprotein A3";"HNRNPA3";3;3;0,000358888760417122;3;NA;3;NA;NA;NA
"P52565";"P52565";"P52565";"GDIR1_HUMAN";"Rho GDP-dissociation inhibitor 1";"ARHGDIA";3;3;0,00132999952389874;NA;3;NA;3;NA;0,00314842620535056
"P53999";"P53999";"P53999";"TCP4_HUMAN";"Activated RNA polymerase II transcriptional coactivator p15";"SUB1";3;3;0,00213637718799483;NA;3;NA;3;NA;0,00505731453457885
"P57737-1,P57737-2";"P57737-1,P57737-2";"P57737-[1,2]";"CORO7_HUMAN";"Coronin-7";"CORO7";3;3;0,000146659406959645;3;NA;3;NA;NA;NA
"P60866-1,P60866-2";"P60866-1,P60866-2";"P60866-[1,2]";"RS20_HUMAN";"40S ribosomal protein S20";"RPS20";3;6;0,00227999918382642;3;3;3;3;NA;NA
"P61586";"P61586";"P61586";"RHOA_HUMAN";"Transforming protein RhoA";"RHOA";5;10;0,0046860086852391;4;4;6;4;0,00666464255782102;0,00443716024795519
"P62081";"P62081";"P62081";"RS7_HUMAN";"40S ribosomal protein S7";"RPS7";3;3;0,00139855620038837;3;NA;3;NA;0,00331514436510169;NA
"P62244";"P62244";"P62244";"RS15A_HUMAN";"40S ribosomal protein S15a";"RPS15A";3;6;0,00417415235192837;3;2;4;2;0,00659628724953568;0,00329373818405905
"P62277";"P62277";"P62277";"RS13_HUMAN";"40S ribosomal protein S13";"RPS13";3;6;0,00359364109768667;3;3;3;3;0,00425919209821013;0,00425350295292394
"P62906";"P62906";"P62906";"RL10A_HUMAN";"60S ribosomal protein L10a";"RPL10A";3;6;0,0025006442661322;3;3;3;3;0,00296376961672686;0,00295981081055997
"P62913-1,P62913-2";"P62913-1,P62913-2";"P62913-[1,2]";"RL11_HUMAN";"60S ribosomal protein L11";"RPL11";3;4;0,00101617941151814;2;2;2;2;NA;NA
"P67809";"P67809";"P67809";"YBOX1_HUMAN";"Nuclease-sensitive element-binding protein 1";"YBX1";3;6;0,0016748142152799;3;3;3;3;0,0019849938482399;0,00198234242559109
"Q02413";"Q02413";"Q02413";"DSG1_HUMAN";"Desmoglein-1";"DSG1";3;4;0,000344861649666786;2;2;2;2;0,000408730859122802;0,000408184903648881
"Q04446";"Q04446";"Q04446";"GLGB_HUMAN";"1,4-alpha-glucan-branching enzyme";"GBE1";3;5;0,000644159313569193;2;3;2;3;0,00061076733791997;0,000914927273349736
"Q04637-1,Q04637-3,Q04637-4,Q04637-5,Q04637-6";"Q04637-1,Q04637-3,Q04637-4,Q04637-5,Q04637-6";"Q04637-[1,3-6]";"IF4G1_HUMAN";"Eukaryotic translation initiation factor 4 gamma 1";"EIF4G1";3;5;5,65603299719291e-05;3;2;3;2;NA;NA
"Q13085-1,Q13085-4";"Q13085-1,Q13085-4";"Q13085-[1,4]";"ACACA_HUMAN";"Acetyl-CoA carboxylase 1";"ACACA";123;394;0,00759449003501602;118;109;196;198;NA;NA
"Q14498-1,Q14498-2,Q14498-3";"Q14498-1,Q14498-2,Q14498-3";"Q14498-[1-3]";"RBM39_HUMAN";"RNA-binding protein 39";"RBM39";3;4;0,000227521931132364;2;2;2;2;NA;NA
"Q15046-1,Q15046-2";"Q15046-1,Q15046-2";"Q15046-[1,2]";"SYK_HUMAN";"Lysine--tRNA ligase";"KARS";3;3;0,00022723609956059;3;NA;3;NA;NA;NA
"Q15084-1,Q15084-2";"Q15084-1,Q15084-2";"Q15084-[1,2]";"PDIA6_HUMAN";"Protein disulfide-isomerase A6";"PDIA6";3;5;0,000513863452415424;2;3;2;3;NA;NA
"Q5D862";"Q5D862";"Q5D862";"FILA2_HUMAN";"Filaggrin-2";"FLG2";3;5;0,000189125821047919;3;2;3;2;0,00026898285521946;0,000179082377217765
"Q6P1L8";"Q6P1L8";"Q6P1L8";"RM14_HUMAN";"39S ribosomal protein L14, mitochondrial";"MRPL14";3;4;0,00249489565862385;2;2;2;2;0,00295695635324013;0,00295300664777708
"Q6P2I3,Q96GK7";"Q6P2I3,Q96GK7";"Q96GK7, Q6P2I3";"FAH2A_HUMAN, FAH2B_HUMAN";"Fumarylacetoacetate hydrolase domain-containing protein 2A, Fumarylacetoacetate hydrolase domain-containing protein 2B";"FAHD2A, FAHD2B";3;5;0,00072006343650569;2;3;2;3;0,000682736737611177;0,00102273717498649
"Q8NE71-1,Q8NE71-2";"Q8NE71-1,Q8NE71-2";"Q8NE71-[1,2]";"ABCF1_HUMAN";"ATP-binding cassette sub-family F member 1";"ABCF1";3;3;0,000160544321228014;NA;3;NA;3;NA;NA
"Q92688-1,Q92688-2";"Q92688-1,Q92688-2";"Q92688-[1,2]";"AN32B_HUMAN";"Acidic leucine-rich nuclear phosphoprotein 32 family member B";"ANP32B";3;3;0,000540477894173992;NA;3;NA;3;NA;NA
"Q92841-1,Q92841-2,Q92841-3,Q92841-4";"Q92841-1,Q92841-2,Q92841-3,Q92841-4";"Q92841-[1-4]";"DDX17_HUMAN";"Probable ATP-dependent RNA helicase DDX17";"DDX17";3;4;0,000175752109010854;1;3;1;3;NA;NA
"Q96DT5";"Q96DT5";"Q96DT5";"DYH11_HUMAN";"Dynein heavy chain 11, axonemal";"DNAH11";3;3;5,99867129947698e-05;NA;3;NA;3;NA;0,000142002862235577
"Q9P258";"Q9P258";"Q9P258";"RCC2_HUMAN";"Protein RCC2";"RCC2";3;5;0,000866283214799949;2;3;2;3;0,000821376764788926;0,00123041943657378
"Q9Y266";"Q9Y266";"Q9Y266";"NUDC_HUMAN";"Nuclear migration protein nudC";"NUDC";3;3;0,000819697591768411;3;NA;3;NA;0,0019430151263738;NA
"Q9Y3U8";"Q9Y3U8";"Q9Y3U8";"RL36_HUMAN";"60S ribosomal protein L36";"RPL36";3;3;0,00258399907500328;3;NA;3;NA;0,00612512387456885;NA
"O75821";"O75821";"O75821";"EIF3G_HUMAN";"Eukaryotic translation initiation factor 3 subunit G";"EIF3G";2;2;0,000565249797656967;2;NA;2;NA;0,00133987084756194;NA
"O76094";"O76094";"O76094";"SRP72_HUMAN";"Signal recognition particle subunit SRP72";"SRP72";2;2;0,000269567712742518;2;NA;2;NA;0,000638984606884977;NA
"P00846";"P00846";"P00846";"ATP6_HUMAN";"ATP synthase subunit a";"MT-ATP6";2;2;0,000800353695797475;NA;2;NA;2;NA;0,00189462815897202
"P05141";"P05141";"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";7;12;0,00364187789094421;5;7;5;7;0,00359696871828707;0,00502902977767405
"P05198";"P05198";"P05198";"IF2A_HUMAN";"Eukaryotic translation initiation factor 2 subunit 1";"EIF2S1";2;4;0,00114844403333479;2;2;2;2;0,00136113863879308;0,00135932052040532
"P05387";"P05387";"P05387";"RLA2_HUMAN";"60S acidic ribosomal protein P2";"RPLP2";2;3;0,00235930350326386;1;2;1;2;0,00186416813573834;0,00372335620806675
"P05455";"P05455";"P05455";"LA_HUMAN";"Lupus La protein";"SSB";2;2;0,000443333174632915;NA;2;NA;2;NA;0,00104947540178352
"P08559-1,P08559-2,P08559-3,P08559-4";"P08559-1,P08559-2,P08559-3,P08559-4";"P08559-[1-4]";"ODPA_HUMAN";"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial";"PDHA1";2;3;0,000173923014663682;1;2;1;2;NA;NA
"P08729";"P08729";"P08729";"K2C7_HUMAN";"Keratin, type II cytoskeletal 7";"KRT7";2;4;0,00086738735167388;2;2;2;2;0,00110674812370221;0,000958375845252736
"P12004";"P12004";"P12004";"PCNA_HUMAN";"Proliferating cell nuclear antigen";"PCNA";2;3;0,00103953985775994;1;2;1;2;0,000821376764788926;0,00164055924876504
"P13073";"P13073";"P13073";"COX41_HUMAN";"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial";"COX4I1";2;2;0,00107029547485343;NA;2;NA;2;NA;0,0025336447569685
"P14550";"P14550";"P14550";"AK1A1_HUMAN";"Alcohol dehydrogenase [NADP(+)]";"AKR1A1";2;2;0,000556553646923782;2;NA;2;NA;0,00131925744990714;NA
"P14868";"P14868";"P14868";"SYDC_HUMAN";"Aspartate--tRNA ligase, cytoplasmic";"DARS";2;2;0,000361037794910637;NA;2;NA;2;NA;0,000854662602650052
"P20930";"P20930";"P20930";"FILA_HUMAN";"Filaggrin";"FLG";2;2;4,45407375646957e-05;NA;2;NA;2;NA;0,000105438553047938
"P21281";"P21281";"P21281";"VATB2_HUMAN";"V-type proton ATPase subunit B, brain isoform";"ATP6V1B2";2;3;0,000530958714041769;1;2;1;2;0,000419529032504715;0,000837937307099171
"P22234-1,P22234-2";"P22234-1,P22234-2";"P22234-[1,2]";"PUR6_HUMAN";"Multifunctional protein ADE2";"PAICS";2;2;0,000212799923823799;NA;2;NA;2;NA;NA
"P25205";"P25205";"P25205";"MCM3_HUMAN";"DNA replication licensing factor MCM3";"MCM3";2;3;0,000335791959004138;2;NA;3;NA;0,000795962879739763;NA
"P27635";"P27635";"P27635";"RL10_HUMAN";"60S ribosomal protein L10";"RPL10";5;11;0,00464878338259935;5;5;5;6;0,00500886298153994;0,00600260697094873
"P28074-1,P28074-2";"P28074-1,P28074-2";"P28074-[1,2]";"PSB5_HUMAN";"Proteasome subunit beta type-5";"PSMB5";2;2;0,000343878203897774;2;NA;2;NA;NA;NA
"P29966";"P29966";"P29966";"MARCS_HUMAN";"Myristoylated alanine-rich C-kinase substrate";"MARCKS";2;2;0,000544819082079004;NA;2;NA;2;NA;0,0012897167588183
"P30040";"P30040";"P30040";"ERP29_HUMAN";"Endoplasmic reticulum resident protein 29";"ERP29";2;2;0,000693026571839959;NA;2;NA;2;NA;0,00164055924876504
"P30049";"P30049";"P30049";"ATPD_HUMAN";"ATP synthase subunit delta, mitochondrial";"ATP5D";2;2;0,00107666628125136;2;NA;2;NA;0,00255213494773702;NA
"P31930";"P31930";"P31930";"QCR1_HUMAN";"Cytochrome b-c1 complex subunit 1, mitochondrial";"UQCRC1";2;2;0,000376833198437978;2;NA;2;NA;0,000893247231707957;NA
"P32969";"P32969";"P32969";"RL9_HUMAN";"60S ribosomal protein L9";"RPL9P9,RPL9P7,RPL9P8,RPL9";2;2;0,000942082996094944;NA;2;NA;2;NA;0,00223013522878998
"P33993-1";"P33993-1";"P33993-1";"MCM7_HUMAN";"DNA replication licensing factor MCM7";"MCM7";2;2;0,00025157153720477;NA;2;NA;2;NA;NA
"P37108";"P37108";"P37108";"SRP14_HUMAN";"Signal recognition particle 14 kDa protein";"SRP14";2;2;0,00132999952389874;2;NA;2;NA;0,00315263728838102;NA
"P39019";"P39019";"P39019";"RS19_HUMAN";"40S ribosomal protein S19";"RPS19";2;4;0,00249489565862385;2;2;2;2;0,00295695635324013;0,00295300664777708
"P42167-1";"P42167-1";"P42167-1";"LAP2B_HUMAN";"Lamina-associated polypeptide 2, isoforms beta/gamma";"TMPO";8;13;0,00258969070292178;7;6;7;6;NA;NA
"P42677";"P42677";"P42677";"RS27_HUMAN";"40S ribosomal protein S27";"RPS27";3;4;0,00430666512500546;3;NA;4;NA;0,0102085397909481;NA
"P42766";"P42766";"P42766";"RL35_HUMAN";"60S ribosomal protein L35";"RPL35";2;2;0,00147056857927016;NA;2;NA;2;NA;0,00348118669859899
"P45880-1,P45880-2,P45880-3";"P45880-1,P45880-2,P45880-3";"P45880-[1-3]";"VDAC2_HUMAN";"Voltage-dependent anion-selective channel protein 2";"VDAC2";2;2;0,000205079291666927;2;NA;2;NA;NA;NA
"P46776";"P46776";"P46776";"RL27A_HUMAN";"60S ribosomal protein L27a";"RPL27A";2;4;0,00244432344932742;2;2;2;2;0,00289701804878256;0,00289314840491673
"P46782";"P46782";"P46782";"RS5_HUMAN";"40S ribosomal protein S5";"RPS5";2;5;0,00221666587316457;2;2;3;2;0,00315263728838102;0,00209895080356704
"P47756-2";"P47756-2";"P47756-2";"CAPZB_HUMAN";"F-actin-capping protein subunit beta";"CAPZB";2;2;0,000652996156138012;NA;2;NA;2;NA;NA
"P49006";"P49006";"P49006";"MRP_HUMAN";"MARCKS-related protein";"MARCKSL1";2;2;0,000927589411539637;NA;2;NA;2;NA;0,00219582545603937
"P49207";"P49207";"P49207";"RL34_HUMAN";"60S ribosomal protein L34";"RPL34";2;4;0,00309196470513212;2;2;2;2;0,00366460402751982;0,00365970909339894
"P50395-1,P50395-2";"P50395-1,P50395-2";"P50395-[1,2]";"GDIB_HUMAN";"Rab GDP dissociation inhibitor beta";"GDI2";2;2;0,000203235882303628;NA;2;NA;2;NA;NA
"P51148";"P51148";"P51148";"RAB5C_HUMAN";"Ras-related protein Rab-5C";"RAB5C";2;2;0,00083740710763995;NA;2;NA;2;NA;0,00198234242559109
"P52209";"P52209";"P52209";"6PGD_HUMAN";"6-phosphogluconate dehydrogenase, decarboxylating";"PGD";2;2;0,000374492619565692;NA;2;NA;2;NA;0,000886513382873036
"P52907";"P52907";"P52907";"CAZA1_HUMAN";"F-actin-capping protein subunit alpha-1";"CAPZA1";2;2;0,000632447326049753;NA;2;NA;2;NA;0,00149715372002684
"P53597";"P53597";"P53597";"SUCA_HUMAN";"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial";"SUCLG1";2;2;0,000522774379335923;NA;2;NA;2;NA;0,00123753168765224
"P53621-1,P53621-2";"P53621-1,P53621-2";"P53621-[1,2]";"COPA_HUMAN";"Coatomer subunit alpha";"COPA";2;4;0,000147777724877638;2;2;2;2;NA;NA
"P54819-1,P54819-2,P54819-3,P54819-5";"P54819-1,P54819-2,P54819-3,P54819-5";"P54819-[1-3,5]";"KAD2_HUMAN";"Adenylate kinase 2, mitochondrial";"AK2";2;6;0,000567614859571849;2;2;3;3;NA;NA
"P60468";"P60468";"P60468";"SC61B_HUMAN";"Protein transport protein Sec61 subunit beta";"SEC61B";2;2;0,00188416599218989;NA;2;NA;2;NA;0,00446027045757996
"P60891";"P60891";"P60891";"PRPS1_HUMAN";"Ribose-phosphate pyrophosphokinase 1";"PRPS1";2;2;0,00056880482783091;2;NA;2;NA;0,00134829770823843;NA
"P61006";"P61006";"P61006";"RAB8A_HUMAN";"Ras-related protein Rab-8A";"RAB8A";2;2;0,00141474989613706;0;2;0;2;0;0,00379230724895688
"P61088,Q5JXB2";"P61088,Q5JXB2";"P61088, Q5JXB2";"UBE2N_HUMAN, UE2NL_HUMAN";"Putative ubiquitin-conjugating enzyme E2 N-like, Ubiquitin-conjugating enzyme E2 N";"UBE2N, UBE2NL";2;2;0,000593048968033539;NA;2;NA;2;NA;0,00140388840632025
"P61204,P84077";"P61204,P84077";"P84077, P61204";"ARF1_HUMAN, ARF3_HUMAN";"ADP-ribosylation factor 1, ADP-ribosylation factor 3";"ARF1, ARF3";2;2;0,000749502494130784;2;0;2;0;0,00157922162511904;0
"P61254";"P61254";"P61254";"RL26_HUMAN";"60S ribosomal protein L26";"RPL26";6;10;0,00623723914655963;3;6;4;6;0,00591391270648027;0,00885901994333123
"P61513";"P61513";"P61513";"RL37A_HUMAN";"60S ribosomal protein L37a";"RPL37A";2;4;0,00393217250543977;2;2;2;2;0,00466042033934586;0,00465419526008344
"P61803";"P61803";"P61803";"DAD1_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1";"DAD1";2;2;0,00160070739159495;2;NA;2;NA;0,0037943245240692;NA
"P62273-1";"P62273-1";"P62273-1";"RS29_HUMAN";"40S ribosomal protein S29";"RPS29";2;4;0,00645999768750819;2;2;2;2;NA;NA
"P62328";"P62328";"P62328";"TYB4_HUMAN";"Thymosin beta-4";"TMSB4X";2;6;0,0123327228579702;2;2;4;2;0,0194890305099918;0,00973149918017446
"P62851";"P62851";"P62851";"RS25_HUMAN";"40S ribosomal protein S25";"RPS25";2;3;0,00217055922300275;NA;2;NA;3;NA;0,00513823156713212
"P62854,Q5JNZ5";"P62854,Q5JNZ5";"P62854, Q5JNZ5";"RS26_HUMAN, RS26L_HUMAN";"40S ribosomal protein S26, Putative 40S ribosomal protein S26-like 1";"RPS26, RPS26P11";2;6;0,00235930350326386;2;2;3;3;0,00279625220360752;0,00279251715605006
"P62857";"P62857";"P62857";"RS28_HUMAN";"40S ribosomal protein S28";"RPS28";2;3;0,00393217250543977;2;1;2;1;0,00621389378579448;0,00310279684005563
"P62873,P62879,Q9HAV0";"P62873,P62879,Q9HAV0";"P62879, Q9HAV0, P62873";"GBB1_HUMAN, GBB2_HUMAN, GBB4_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1, Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2, Guanine nucleotide-binding protein subunit beta-4";"GNB1, GNB2, GNB4";2;2;0,000177333269853166;NA;2;NA;2;NA;0,000419790160713408
"P67936-1";"P67936-1";"P67936-1";"TPM4_HUMAN";"Tropomyosin alpha-4 chain";"TPM4";4;5;0,00237040237727115;4;1;4;1;NA;NA
