"";"accession";"name";"go_name"
"54";"P06733";"ENOA_HUMAN";"C:M band, F:transcription corepressor activity, C:cytosol, F:magnesium ion binding, P:negative regulation of cell growth, P:small molecule metabolic process, C:phosphopyruvate hydratase complex, P:negative regulation of transcription from RNA polymerase II promoter, P:glycolysis, C:plasma membrane, F:phosphopyruvate hydratase activity, C:nucleus, C:extracellular vesicular exosome, F:DNA binding, F:sequence-specific DNA binding transcription factor activity, P:gluconeogenesis, C:extracellular space, P:transcription, DNA-templated, P:response to virus"
"55";"P14625";"ENPL_HUMAN";"F:ATP binding, C:cytosol, F:RNA binding, C:melanosome, P:protein transport, C:midbody, P:ER-associated ubiquitin-dependent protein catabolic process, P:actin rod assembly, C:extracellular vesicular exosome, P:activation of signaling protein activity involved in unfolded protein response, C:perinuclear region of cytoplasm, P:protein folding, F:calcium ion binding, P:toll-like receptor signaling pathway, P:innate immune response, C:endoplasmic reticulum membrane, C:endocytic vesicle lumen, F:low-density lipoprotein particle receptor binding, P:sequestering of calcium ion, P:response to hypoxia, C:endoplasmic reticulum lumen, F:virion binding, P:regulation of phosphoprotein phosphatase activity, P:negative regulation of apoptotic process, C:plasma membrane, F:protein phosphatase binding, P:cellular response to ATP"
"56";"P50502";"F10A1_HUMAN";"C:protein complex, P:protein folding, C:cytosol, C:cytoplasm, F:dATP binding, C:extracellular vesicular exosome, P:protein homooligomerization, F:protein binding, bridging, P:chaperone cofactor-dependent protein refolding, P:negative regulation of protein refolding"
"57";"P49327";"FAS_HUMAN";"F:3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity, F:zinc ion binding, C:mitochondrion, F:3-oxoacyl-[acyl-carrier-protein] synthase activity, F:3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity, P:triglyceride biosynthetic process, C:plasma membrane, P:positive regulation of cellular metabolic process, F:drug binding, F:[acyl-carrier-protein] S-acetyltransferase activity, C:Golgi apparatus, C:glycogen granule, P:cellular response to interleukin-4, P:long-chain fatty-acyl-CoA biosynthetic process, P:fatty acid metabolic process, F:myristoyl-[acyl-carrier-protein] hydrolase activity, C:cytosol, C:extracellular vesicular exosome, F:fatty acid synthase activity, C:melanosome, F:enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity, P:fatty acid biosynthetic process, P:energy reserve metabolic process, F:enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity, F:3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity, P:pantothenate metabolic process, F:palmitoyl-[acyl-carrier-protein] hydrolase activity, P:acetyl-CoA metabolic process, F:NADPH binding, F:[acyl-carrier-protein] S-malonyltransferase activity, F:oleoyl-[acyl-carrier-protein] hydrolase activity"
"58";"Q6ZVX7";"FBX50_HUMAN";"P:positive regulation of cell proliferation, C:extracellular vesicular exosome, P:protein catabolic process, C:cytoplasm"
"59";"P20930";"FILA_HUMAN";"C:cytoplasmic membrane-bounded vesicle, F:structural molecule activity, F:calcium ion binding, P:keratinocyte differentiation, C:intermediate filament, P:establishment of skin barrier"
"60";"Q5D862";"FILA2_HUMAN";"C:cytoplasm, F:calcium ion binding, F:structural molecule activity, P:establishment of skin barrier"
"61";"Q92945";"FUBP2_HUMAN";"C:cytoplasmic stress granule, F:DNA binding, P:mRNA transport, P:transcription, DNA-templated, P:regulation of transcription, DNA-templated, C:cytosol, P:RNA splicing, via transesterification reactions, P:mRNA processing, F:RNA binding, C:nucleoplasm"
"62";"P04406";"G3P_HUMAN";"C:perinuclear region of cytoplasm, P:small molecule metabolic process, P:negative regulation of translation, F:NAD binding, P:microtubule cytoskeleton organization, F:microtubule binding, P:peptidyl-cysteine S-trans-nitrosylation, C:extracellular vesicular exosome, P:protein stabilization, F:glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity, C:lipid particle, C:nucleus, C:GAIT complex, P:neuron apoptotic process, C:cytosol, P:cellular response to interferon-gamma, C:ribonucleoprotein complex, C:microtubule cytoskeleton, P:glycolysis, F:peptidyl-cysteine S-nitrosylase activity, P:gluconeogenesis, F:NADP binding, C:plasma membrane"
"63";"P38646";"GRP75_HUMAN";"F:unfolded protein binding, P:cellular protein metabolic process, C:nucleolus, P:protein folding, P:protein targeting to mitochondrion, F:ATP binding, P:negative regulation of apoptotic process, C:extracellular vesicular exosome, C:mitochondrial nucleoid, P:protein export from nucleus"
"64";"P11021";"GRP78_HUMAN";"C:extracellular vesicular exosome, C:cell surface, F:unfolded protein binding, C:endoplasmic reticulum lumen, P:platelet activation, P:cerebellar Purkinje cell layer development, P:activation of signaling protein activity involved in unfolded protein response, F:chaperone binding, F:ATP binding, P:positive regulation of protein ubiquitination, C:midbody, F:ATPase activity, P:cellular response to interleukin-4, P:cellular response to antibiotic, F:ribosome binding, P:substantia nigra development, P:ER-associated ubiquitin-dependent protein catabolic process, C:integral component of endoplasmic reticulum membrane, P:regulation of protein folding in endoplasmic reticulum, P:ER overload response, P:cerebellum structural organization, F:calcium ion binding, C:melanosome, P:negative regulation of apoptotic process, F:misfolded protein binding, C:endoplasmic reticulum-Golgi intermediate compartment, C:endoplasmic reticulum chaperone complex, C:nucleus, P:platelet degranulation, P:negative regulation of transforming growth factor beta receptor signaling pathway, P:cellular response to glucose starvation"
"65";"P16403";"H12_HUMAN";"C:nucleus, P:nucleosome positioning, P:nucleosome assembly, C:nucleosome, F:DNA binding"
"66";"P16402";"H13_HUMAN";"F:DNA binding, P:nucleosome positioning, C:nucleosome, C:nuclear chromatin, P:nucleosome assembly"
"67";"P10412";"H14_HUMAN";"C:nucleosome, P:nucleosome positioning, P:nucleosome assembly, C:nucleus, F:DNA binding"
"68";"P0C0S8";"H2A1_HUMAN";"C:extracellular vesicular exosome, C:nucleosome, F:DNA binding, C:nucleus, P:nucleosome assembly"
"69";"Q7L7L0";"H2A3_HUMAN";"C:nucleosome, F:DNA binding, P:nucleosome assembly, C:nucleus"
"70";"P0C0S5";"H2AZ_HUMAN";"C:nucleosome, F:DNA binding, P:nucleosome assembly, C:nucleus"
"71";"P33778";"H2B1B_HUMAN";"C:nucleus, F:DNA binding, C:nucleosome, P:nucleosome assembly"
"72";"P58876";"H2B1D_HUMAN";"F:DNA binding, C:nucleus, P:nucleosome assembly, C:extracellular vesicular exosome, C:nucleosome"
"73";"Q71DI3";"H32_HUMAN";"P:nucleosome assembly, F:DNA binding, C:nucleosome, C:extracellular vesicular exosome, C:nucleoplasm, P:blood coagulation"
"74";"P62805";"H4_HUMAN";"P:negative regulation of megakaryocyte differentiation, C:nucleosome, P:phosphatidylinositol-mediated signaling, P:CENP-A containing nucleosome assembly at centromere, C:nucleolus, C:extracellular vesicular exosome, P:telomere maintenance, F:DNA binding, C:actin cytoskeleton, C:nucleoplasm"
"75";"P09429";"HMGB1_HUMAN";"C:nucleoplasm, F:chemoattractant activity, F:double-stranded DNA binding, C:condensed chromosome, P:positive regulation of DNA binding, P:myeloid dendritic cell activation, F:cytokine activity, C:cell surface, C:extracellular space, P:negative regulation of apoptotic cell clearance, P:positive regulation of apoptotic process, P:base-excision repair, DNA ligation, F:single-stranded DNA binding, F:sequence-specific DNA binding transcription factor activity, F:damaged DNA binding, P:V(D)J recombination, F:DNA binding, bending, P:dendritic cell chemotaxis, P:DNA topological change, P:innate immune response, P:positive regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:neuron projection development, P:inflammatory response to antigenic stimulus, P:positive regulation of transcription from RNA polymerase II promoter, F:RAGE receptor binding, P:apoptotic DNA fragmentation, P:negative regulation of RNA polymerase II transcriptional preinitiation complex assembly"
"76";"P26583";"HMGB2_HUMAN";"F:RAGE receptor binding, P:positive regulation of DNA binding, P:base-excision repair, DNA ligation, P:male gonad development, P:cell chemotaxis, P:positive regulation of nuclease activity, P:positive regulation of megakaryocyte differentiation, F:DNA binding, bending, C:extracellular space, F:damaged DNA binding, P:apoptotic DNA fragmentation, P:cellular response to lipopolysaccharide, C:nucleoplasm, C:condensed chromosome, P:spermatid nucleus differentiation, P:nucleosome assembly, F:double-stranded DNA binding, P:negative regulation of extrinsic apoptotic signaling pathway via death domain receptors, P:response to steroid hormone, F:sequence-specific DNA binding transcription factor activity, P:positive regulation of erythrocyte differentiation, F:transcription regulatory region DNA binding, F:chemoattractant activity, C:perinuclear region of cytoplasm, P:V(D)J recombination, P:positive regulation of endothelial cell proliferation, P:phosphatidylinositol-mediated signaling, F:single-stranded DNA binding, C:protein complex, P:DNA topological change, P:negative regulation of transcription, DNA-templated, P:positive regulation of transcription from RNA polymerase II promoter"
"77";"P31943";"HNRH1_HUMAN";"F:nucleotide binding, C:cytoplasm, P:regulation of RNA splicing, C:catalytic step 2 spliceosome, C:nucleoplasm, F:poly(U) RNA binding, P:mRNA splicing, via spliceosome, C:actin cytoskeleton"
"78";"P07910";"HNRPC_HUMAN";"F:RNA binding, C:catalytic step 2 spliceosome, C:nucleoplasm, F:nucleotide binding, P:mRNA splicing, via spliceosome, C:extracellular vesicular exosome"
"79";"Q14103";"HNRPD_HUMAN";"P:transcription, DNA-templated, C:nucleoplasm, C:ribonucleoprotein complex, P:regulation of mRNA stability, F:telomeric DNA binding, P:positive regulation of transcription, DNA-templated, F:nucleotide binding, P:RNA catabolic process, C:cytosol, P:mRNA splicing, via spliceosome, F:RNA binding"
"80";"P61978";"HNRPK_HUMAN";"P:regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter, P:regulation of low-density lipoprotein particle clearance, F:RNA binding, C:extracellular vesicular exosome, C:podosome, C:nucleoplasm, C:nuclear chromatin, P:positive regulation of receptor-mediated endocytosis, P:signal transduction, P:mRNA splicing, via spliceosome, C:cytoplasm, P:positive regulation of low-density lipoprotein particle receptor biosynthetic process, C:cell projection, F:single-stranded DNA binding, P:viral process, F:RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription, C:cell junction, F:RNA polymerase II core promoter proximal region sequence-specific DNA binding, C:catalytic step 2 spliceosome"
"81";"P14866";"HNRPL_HUMAN";"C:extracellular vesicular exosome, F:transcription regulatory region DNA binding, C:pronucleus, C:ribonucleoprotein complex, C:cytoplasm, F:nucleotide binding, P:mRNA splicing, via spliceosome, C:nucleoplasm, F:RNA binding"
"82";"P52272";"HNRPM_HUMAN";"F:RNA binding, P:alternative mRNA splicing, via spliceosome, F:nucleotide binding, C:catalytic step 2 spliceosome, C:nuclear matrix, C:integral component of plasma membrane, C:paraspeckles"
"83";"O60506";"HNRPQ_HUMAN";"C:catalytic step 2 spliceosome, C:CRD-mediated mRNA stability complex, P:negative regulation of translation, P:viral process, C:nucleoplasm, F:nucleotide binding, F:RNA binding, C:GAIT complex, P:CRD-mediated mRNA stabilization, C:histone pre-mRNA 3'end processing complex, F:poly(A) RNA binding, P:cellular response to interferon-gamma, P:mRNA splicing, via spliceosome, C:endoplasmic reticulum"
"84";"O43390";"HNRPR_HUMAN";"C:nucleoplasm, F:nucleotide binding, P:mRNA splicing, via spliceosome, C:cytoplasm, C:catalytic step 2 spliceosome, F:RNA binding"
"85";"Q00839";"HNRPU_HUMAN";"F:RNA binding, F:DNA binding, F:ATP binding, P:mRNA splicing, via spliceosome, C:cell surface, C:catalytic step 2 spliceosome, P:CRD-mediated mRNA stabilization, C:CRD-mediated mRNA stability complex, C:nucleoplasm"
"86";"Q86YZ3";"HORN_HUMAN";"C:cornified envelope, F:calcium ion binding, P:keratinization, P:establishment of skin barrier, C:extracellular vesicular exosome"
"87";"P34931";"HS71L_HUMAN";"F:ATP binding, P:response to unfolded protein, P:binding of sperm to zona pellucida, C:mitochondrial matrix, C:zona pellucida receptor complex, C:blood microparticle, C:cell body"
"88";"P07900";"HS90A_HUMAN";"C:extracellular vesicular exosome, P:protein refolding, P:innate immune response, P:regulation of nitric-oxide synthase activity, P:response to salt stress, P:skeletal muscle contraction, C:mitochondrion, F:TPR domain binding, P:positive regulation of cardiac muscle contraction, P:nitric oxide metabolic process, C:apical plasma membrane, C:basolateral plasma membrane, C:neuron projection, P:positive regulation of nitric oxide biosynthetic process, P:Fc-gamma receptor signaling pathway involved in phagocytosis, C:cell surface, F:GTP binding, F:ATP binding, C:extracellular matrix, P:protein import into mitochondrial outer membrane, P:positive regulation of lamellipodium assembly, F:dATP binding, P:cardiac muscle cell apoptotic process, P:axon guidance, C:perinuclear region of cytoplasm, C:neuronal cell body, P:chaperone-mediated protein complex assembly, P:positive regulation of cell size, F:nitric-oxide synthase regulator activity, P:neuron migration, P:response to heat, F:CTP binding, C:brush border membrane, C:cytosol, C:protein complex, F:MHC class II protein complex binding, F:protein homodimerization activity, C:endocytic vesicle lumen, F:UTP binding, C:melanosome, P:response to unfolded protein, P:positive regulation of protein import into nucleus, translocation, P:response to estrogen, F:ATPase activity, P:G2/M transition of mitotic cell cycle, F:mRNA binding, C:plasma membrane"
"89";"P08238";"HS90B_HUMAN";"C:basolateral plasma membrane, F:UTP binding, F:ATP binding, P:innate immune response, P:regulation of interferon-gamma-mediated signaling pathway, P:positive regulation of protein serine/threonine kinase activity, C:extracellular vesicular exosome, P:positive regulation of protein import into nucleus, translocation, F:nitric-oxide synthase regulator activity, C:brush border membrane, P:negative regulation of proteasomal ubiquitin-dependent protein catabolic process, C:apical plasma membrane, F:dATP binding, F:double-stranded RNA binding, P:cellular response to organic cyclic compound, P:nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway, P:regulation of type I interferon-mediated signaling pathway, P:response to unfolded protein, P:cellular response to interleukin-4, C:mitochondrion, C:melanosome, P:positive regulation of protein binding, P:protein folding, P:Fc-gamma receptor signaling pathway involved in phagocytosis, P:positive regulation of cell size, P:axon guidance, P:placenta development, F:CTP binding, F:GTP binding, C:cell surface, F:TPR domain binding, C:cytosol, F:MHC class II protein complex binding, P:response to salt stress, P:negative regulation of neuron apoptotic process, C:inclusion body, P:positive regulation of nitric oxide biosynthetic process"
"90";"P08107";"HSP71_HUMAN";"F:double-stranded RNA binding, P:protein refolding, P:mRNA catabolic process, F:unfolded protein binding, F:virus receptor activity, C:blood microparticle, C:mitochondrion, C:ribonucleoprotein complex, P:negative regulation of apoptotic process, C:perinuclear region of cytoplasm, P:response to unfolded protein, C:endoplasmic reticulum, P:response to virus, F:ATP binding, F:protein binding involved in protein folding, C:extracellular vesicular exosome, P:positive regulation of erythrocyte differentiation, C:aggresome, P:gene expression, P:negative regulation of cell growth, P:negative regulation of cell proliferation, C:cytosol, P:negative regulation of inclusion body assembly, C:nuclear speck, P:negative regulation of extrinsic apoptotic signaling pathway in absence of ligand"
"91";"P17066";"HSP76_HUMAN";"P:response to unfolded protein, C:blood microparticle, C:extracellular vesicular exosome, F:ATP binding"
"92";"P11142";"HSP7C_HUMAN";"C:clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane, C:nucleolus, P:axon guidance, C:ribonucleoprotein complex, C:extracellular vesicular exosome, F:ATP binding, C:Prp19 complex, C:cytosol, P:mRNA processing, P:gene expression, C:melanosome, C:spliceosomal complex, P:mRNA metabolic process, P:viral process, P:RNA splicing, P:negative regulation of transcription, DNA-templated, P:neurotransmitter secretion, C:plasma membrane, P:post-Golgi vesicle-mediated transport, P:regulation of cell cycle, C:blood microparticle, P:protein folding, P:response to unfolded protein, F:MHC class II protein complex binding, P:chaperone mediated protein folding requiring cofactor, F:ATPase activity, coupled, P:transcription, DNA-templated"
"93";"P48735";"IDHP_HUMAN";"P:isocitrate metabolic process, P:tricarboxylic acid cycle, C:mitochondrial matrix, F:NAD binding, C:mitochondrial inner membrane, F:magnesium ion binding, P:2-oxoglutarate metabolic process, P:carbohydrate metabolic process, P:glyoxylate cycle, F:isocitrate dehydrogenase (NADP+) activity"
"94";"P60842";"IF4A1_HUMAN";"P:organ regeneration, F:ATP-dependent helicase activity, P:nuclear-transcribed mRNA poly(A) tail shortening, F:translation initiation factor activity, F:double-stranded RNA binding, F:ATP binding, F:translation factor activity, nucleic acid binding, F:helicase activity, P:ATP catabolic process, F:RNA cap binding, C:cytosol, C:eukaryotic translation initiation factor 4F complex, P:translational initiation, C:extracellular vesicular exosome, P:cytokine-mediated signaling pathway, P:viral process, F:mRNA binding"
"95";"P63241";"IF5A1_HUMAN";"P:peptidyl-lysine modification to hypusine, F:U6 snRNA binding, C:annulate lamellae, F:translation elongation factor activity, P:positive regulation of cell proliferation, F:ribosome binding, P:mRNA export from nucleus, P:positive regulation of translational termination, C:nuclear pore, C:endoplasmic reticulum membrane, P:apoptotic process, P:protein export from nucleus, P:positive regulation of translational elongation, P:post-translational protein modification, C:cytosol, P:translational frameshifting"
"96";"P13645";"K1C10_HUMAN";"P:keratinocyte differentiation, C:cytoplasm, C:extracellular space, F:structural constituent of epidermis, P:cellular response to calcium ion, C:keratin filament, C:intermediate filament, C:extracellular vesicular exosome"
"97";"P13646";"K1C13_HUMAN";"P:cellular response to retinoic acid, F:structural molecule activity, P:response to radiation, C:extracellular vesicular exosome, P:tongue morphogenesis, C:keratin filament"
"98";"P02533";"K1C14_HUMAN";"C:keratin filament, C:cell periphery, C:cytosol, F:structural constituent of cytoskeleton, P:epithelial cell differentiation, P:epidermis development, C:extracellular vesicular exosome, P:response to ionizing radiation, P:hemidesmosome assembly, P:intermediate filament bundle assembly, P:response to zinc ion, C:nucleus"
"99";"P19012";"K1C15_HUMAN";"C:extracellular vesicular exosome, P:epidermis development, F:structural constituent of cytoskeleton, C:intermediate filament"
"100";"P08779";"K1C16_HUMAN";"C:intermediate filament, P:epidermis development, P:cell proliferation, P:intermediate filament cytoskeleton organization, F:structural constituent of cytoskeleton, C:extracellular vesicular exosome, P:cytoskeleton organization"
"101";"Q04695";"K1C17_HUMAN";"F:structural constituent of cytoskeleton, C:intermediate filament, P:positive regulation of hair follicle development, C:cell periphery, F:MHC class II receptor activity, C:cytoplasm, P:positive regulation of cell growth, P:intermediate filament organization, P:morphogenesis of an epithelium, P:keratinization, P:epidermis development, P:positive regulation of translation, C:extracellular vesicular exosome"
"102";"P08727";"K1C19_HUMAN";"C:extracellular vesicular exosome, P:sarcomere organization, C:sarcolemma, P:cell differentiation involved in embryonic placenta development, C:Z disc, P:response to estrogen, C:dystrophin-associated glycoprotein complex, P:viral process, C:costamere, C:intermediate filament, C:cell periphery, F:structural constituent of cytoskeleton, F:structural constituent of muscle"
"103";"P35527";"K1C9_HUMAN";"F:structural constituent of cytoskeleton, P:epidermis development, C:intermediate filament, C:extracellular vesicular exosome, C:extracellular space, P:intermediate filament organization"
"104";"Q15323";"K1H1_HUMAN";"P:epidermis development, C:extracellular space, F:structural constituent of cytoskeleton, C:intermediate filament"
"105";"P35908";"K22E_HUMAN";"C:keratin filament, P:keratinocyte activation, P:keratinocyte proliferation, C:intermediate filament, C:extracellular vesicular exosome, F:structural constituent of cytoskeleton, P:keratinocyte migration, P:keratinization, C:extracellular space, C:Golgi apparatus"
"106";"Q01546";"K22O_HUMAN";"C:intermediate filament, F:structural molecule activity, C:keratin filament, P:cytoskeleton organization"
"107";"P04264";"K2C1_HUMAN";"P:retina homeostasis, P:complement activation, lectin pathway, P:regulation of angiogenesis, C:extracellular vesicular exosome, F:structural molecule activity, C:keratin filament, C:plasma membrane, C:cytoskeleton, C:membrane, P:fibrinolysis, F:carbohydrate binding, C:blood microparticle, F:receptor activity, P:response to oxidative stress"
"108";"Q7Z794";"K2C1B_HUMAN";"F:structural molecule activity, C:keratin filament"
"109";"P12035";"K2C3_HUMAN";"P:intermediate filament cytoskeleton organization, F:structural molecule activity, P:epithelial cell differentiation, C:keratin filament"
"110";"P19013";"K2C4_HUMAN";"C:keratin filament, F:structural molecule activity, P:epithelial cell differentiation, C:intermediate filament, P:cytoskeleton organization, P:negative regulation of epithelial cell proliferation"
"111";"P13647";"K2C5_HUMAN";"P:hemidesmosome assembly, C:keratin filament, F:structural constituent of cytoskeleton, C:cytosol, P:epidermis development, C:plasma membrane, C:extracellular vesicular exosome, C:mitochondrion"
"112";"P04259";"K2C6B_HUMAN";"F:structural constituent of cytoskeleton, P:ectoderm development, C:keratin filament, C:extracellular vesicular exosome"
"113";"P48668";"K2C6C_HUMAN";"C:intermediate filament, C:keratin filament, F:structural molecule activity"
"114";"P08729";"K2C7_HUMAN";"P:viral process, C:nucleus, F:structural molecule activity, C:Golgi apparatus, C:intermediate filament, C:keratin filament"
"115";"Q14CN4";"K2C72_HUMAN";"F:structural molecule activity, C:keratin filament"
"116";"Q86Y46";"K2C73_HUMAN";"F:structural molecule activity, C:extracellular vesicular exosome, C:keratin filament"
"117";"O95678";"K2C75_HUMAN";"F:structural molecule activity, C:keratin filament"
"118";"Q8N1N4";"K2C78_HUMAN";"C:keratin filament, C:extracellular vesicular exosome, C:extracellular space, F:structural molecule activity"
"119";"Q5XKE5";"K2C79_HUMAN";"F:structural molecule activity, C:extracellular vesicular exosome, C:keratin filament"
"120";"P05787";"K2C8_HUMAN";"P:extrinsic apoptotic signaling pathway, C:intermediate filament, P:cell differentiation involved in embryonic placenta development, P:sarcomere organization, P:hepatocyte apoptotic process, F:structural molecule activity, P:response to other organism, C:nucleoplasm, C:keratin filament, C:Z disc, C:cytoplasm, C:nuclear matrix, P:viral process, P:tumor necrosis factor-mediated signaling pathway, P:response to hydrostatic pressure, C:sarcolemma, C:extracellular vesicular exosome, C:costamere, C:dystrophin-associated glycoprotein complex"
"121";"Q6KB66";"K2C80_HUMAN";"C:keratin filament, F:structural molecule activity"
"122";"Q5T749";"KPRP_HUMAN";"C:extracellular vesicular exosome, C:cytoplasm"
"123";"P14618";"KPYM_HUMAN";"P:programmed cell death, P:glycolysis, F:pyruvate kinase activity, C:cytosol, F:magnesium ion binding, F:ATP binding, C:mitochondrion, F:MHC class II protein complex binding, F:potassium ion binding, C:plasma membrane, C:nucleus, C:extracellular vesicular exosome, C:cilium, P:small molecule metabolic process"
"124";"O76011";"KRT34_HUMAN";"P:epidermis development, C:extracellular space, F:structural molecule activity, C:intermediate filament"
"125";"O76013";"KRT36_HUMAN";"C:intermediate filament, P:regulation of keratinocyte differentiation, F:structural constituent of epidermis"
"126";"Q9NSB2";"KRT84_HUMAN";"F:structural constituent of epidermis, C:keratin filament, P:hair follicle development, P:regulation of keratinocyte differentiation, P:nail development, F:structural constituent of cytoskeleton"
"127";"P78386";"KRT85_HUMAN";"P:epidermis development, C:keratin filament, C:extracellular space, F:structural molecule activity"
"128";"O43790";"KRT86_HUMAN";"C:extracellular space, F:structural molecule activity, C:keratin filament"
"129";"O76009";"KT33A_HUMAN";"F:structural molecule activity, C:intermediate filament, C:extracellular space"
"130";"Q14525";"KT33B_HUMAN";"C:extracellular space, C:intermediate filament, F:structural molecule activity"
"131";"P05455";"LA_HUMAN";"P:histone mRNA metabolic process, F:mRNA binding, F:nucleotide binding, C:ribonucleoprotein complex, P:tRNA modification, F:tRNA binding, C:nucleus"
"132";"P42166";"LAP2A_HUMAN";"C:nuclear inner membrane, F:lamin binding, F:DNA binding, C:chromatin, P:regulation of transcription, DNA-templated, C:nuclear envelope"
"133";"Q01650";"LAT1_HUMAN";"C:plasma membrane, P:blood coagulation, F:peptide antigen binding, C:extracellular vesicular exosome, P:cellular amino acid metabolic process, P:leukocyte migration, F:L-amino acid transmembrane transporter activity, P:cell differentiation, P:nervous system development, P:L-alpha-amino acid transmembrane transport, C:integral component of membrane, C:cytosol, F:neutral amino acid transmembrane transporter activity, C:apical plasma membrane"
"134";"P00338";"LDHA_HUMAN";"C:extracellular vesicular exosome, P:glycolysis, P:substantia nigra development, C:cilium, P:cellular response to extracellular stimulus, C:mitochondrion, P:cellular carbohydrate metabolic process, P:pyruvate metabolic process, F:L-lactate dehydrogenase activity, C:cytosol"
"135";"P07195";"LDHB_HUMAN";"P:glycolysis, F:NAD binding, P:lactate metabolic process, C:extracellular vesicular exosome, F:L-lactate dehydrogenase activity, P:pyruvate metabolic process, C:cytosol, C:mitochondrion, P:NAD metabolic process, P:cellular carbohydrate metabolic process"
"136";"P20700";"LMNB1_HUMAN";"C:lamin filament, C:nuclear envelope, C:nucleoplasm, C:nuclear inner membrane, P:cellular component disassembly involved in execution phase of apoptosis, F:structural molecule activity"
"137";"Q86UE4";"LYRIC_HUMAN";"P:lipopolysaccharide-mediated signaling pathway, P:negative regulation of transcription from RNA polymerase II promoter, C:nucleolus, P:tight junction assembly, P:positive regulation of autophagy, P:positive regulation of angiogenesis, C:intercellular canaliculus, C:tight junction, C:perinuclear region of cytoplasm, F:transcription coactivator activity, P:positive regulation of NF-kappaB transcription factor activity, F:double-stranded RNA binding, P:negative regulation of apoptotic process, P:positive regulation of protein kinase B signaling, C:endoplasmic reticulum membrane, C:integral component of membrane, C:apical plasma membrane, C:nuclear body, C:nuclear membrane, P:positive regulation of I-kappaB kinase/NF-kappaB signaling"
"138";"P61626";"LYSC_HUMAN";"P:defense response to bacterium, C:extracellular space, C:extracellular vesicular exosome, P:retina homeostasis, P:inflammatory response, P:cytolysis, P:cell wall macromolecule catabolic process, F:lysozyme activity"
"139";"P25205";"MCM3_HUMAN";"P:DNA strand elongation involved in DNA replication, C:nucleoplasm, F:DNA helicase activity, C:perinuclear region of cytoplasm, P:DNA duplex unwinding, P:G1/S transition of mitotic cell cycle, F:ATP binding, C:centrosome, C:alpha DNA polymerase:primase complex, F:DNA binding, P:DNA replication initiation, C:MCM complex"
"140";"P26038";"MOES_HUMAN";"F:double-stranded RNA binding, C:apical plasma membrane, C:apical part of cell, C:basolateral plasma membrane, F:structural constituent of cytoskeleton, P:leukocyte migration, C:filopodium, C:microvillus membrane, P:leukocyte cell-cell adhesion, C:extracellular vesicular exosome, C:cytoskeleton, C:cytoplasm, C:nucleolus, P:membrane to membrane docking, C:uropod, C:extrinsic component of membrane, C:plasma membrane, P:regulation of lymphocyte migration, C:microvillus, C:blood microparticle"
"141";"P20645";"MPRD_HUMAN";"F:mannose binding, P:receptor-mediated endocytosis, C:lysosomal membrane, P:hexose transmembrane transport, F:transmembrane signaling receptor activity, F:mannose transmembrane transporter activity, C:endosome, P:endosome to lysosome transport, C:late endosome, C:integral component of plasma membrane"
"142";"P35579";"MYH9_HUMAN";"P:angiogenesis, C:uropod, C:nucleus, P:membrane protein ectodomain proteolysis, F:ATP binding, C:ruffle, P:establishment of meiotic spindle localization, P:monocyte differentiation, C:plasma membrane, C:cleavage furrow, P:uropod organization, P:cytokinesis, P:integrin-mediated signaling pathway, P:actin filament-based movement, C:protein complex, C:actomyosin contractile ring, P:cell-cell adhesion, P:actin cytoskeleton reorganization, P:regulation of cell shape, C:myosin II complex, P:axon guidance, P:myoblast fusion, F:microfilament motor activity, C:spindle, P:establishment of T cell polarity, C:stress fiber, C:cortical cytoskeleton, C:cytosol, C:cell-cell adherens junction, P:blood vessel endothelial cell migration, C:immunological synapse, P:meiotic spindle organization, P:platelet formation, P:termination of G-protein coupled receptor signaling pathway, P:in utero embryonic development, F:actin filament binding, F:protein homodimerization activity, C:extracellular vesicular exosome, F:protein anchor, P:leukocyte migration, P:protein transport, F:ADP binding, C:neuromuscular junction, F:actin-dependent ATPase activity"
"143";"Q13765";"NACA_HUMAN";"P:positive regulation of transcription from RNA polymerase II promoter involved in heart development, C:nucleus, P:skeletal muscle tissue regeneration, F:DNA binding, C:nascent polypeptide-associated complex, P:positive regulation of cell proliferation involved in heart morphogenesis, P:transcription, DNA-templated, F:TBP-class protein binding, P:negative regulation of striated muscle cell apoptotic process, P:translation, F:transcription coactivator activity, P:viral process, P:positive regulation of skeletal muscle tissue growth, P:cardiac ventricle development, P:negative regulation of transcription from RNA polymerase II promoter involved in heart development, P:protein transport, C:extracellular vesicular exosome, P:heart trabecula morphogenesis, P:regulation of skeletal muscle fiber development"
