"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5572"	"spectra.count.P5572"	"dNSAF.P5572"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"Q13283"	"Q13283"	"G3BP1_HUMAN"	"Ras GTPase-activating protein-binding protein 1"	"G3BP1"	6	9	0.00164041815971453	6	9	0.00207713086498683	1	"negative regulation of canonical Wnt receptor signaling pathway;Ras protein signal transduction;nucleic acid phosphodiester bond hydrolysis;transport"	"cytosol;nucleus;plasma membrane;cytoplasm;cytoplasmic stress granule"	"ATP-dependent DNA helicase activity;ATP binding;mRNA binding;DNA binding;endonuclease activity;ATP-dependent RNA helicase activity"
"Q15019-1,Q15019-2"	"Q15019-[1,2]"	"SEPT2_HUMAN"	"Septin-2"	"SEPT2"	6	10	0.00107838097449172	6	10	0	0	"regulation of protein localization;cell division;neuron projection development;cilium assembly;mitosis;regulation of L-glutamate transport;smoothened signaling pathway"	"exocyst;cytoplasm;perinuclear region of cytoplasm;cleavage furrow;condensed chromosome kinetochore;actin cytoskeleton;septin complex;cell surface;synapse;cilium membrane;nucleolus;spindle;midbody"	"GTP binding;enzyme regulator activity"
"Q86XP3-1,Q86XP3-2"	"Q86XP3-[1,2]"	"DDX42_HUMAN"	"ATP-dependent RNA helicase DDX42"	"DDX42"	6	7	0.000290519053575755	6	7	0	0	"protein localization"	"nucleus;cytoplasm;Cajal body;nuclear speck"	"ATP binding;RNA binding;ATP-dependent helicase activity"
"Q86YP4-1,Q86YP4-2"	"Q86YP4-[1,2]"	"P66A_HUMAN"	"Transcriptional repressor p66-alpha"	"GATAD2A"	6	7	0.000466375637085672	6	7	0	1	"blood vessel development;in utero embryonic development;programmed cell death;negative regulation of transcription;embryonic body morphogenesis;transcription;anterior neuropore closure;neural fold formation;DNA methylation"	"NuRD complex;nuclear speck"	"protein binding;zinc ion binding;sequence-specific DNA binding;sequence-specific DNA binding transcription factor activity"
"Q96HS1-1,Q96HS1-2"	"Q96HS1-[1,2]"	"PGAM5_HUMAN"	"Serine/threonine-protein phosphatase PGAM5, mitochondrial"	"PGAM5"	6	7	0.000942930353820272	6	7	0	0	""	"integral to membrane;mitochondrial outer membrane"	"phosphoprotein phosphatase activity"
"Q9Y3I0"	"Q9Y3I0"	"RTCB_HUMAN"	"tRNA-splicing ligase RtcB homolog"	"C22orf28"	6	9	0.00138758803410836	6	9	0.00175699221351857	0	"in utero embryonic development;tRNA splicing;placenta development;cell-matrix adhesion;substrate adhesion-dependent cell spreading"	"cytoplasm;tRNA-splicing ligase complex"	"ATP binding;metal ion binding;RNA ligase (ATP) activity"
"O14737"	"O14737"	"PDCD5_HUMAN"	"Programmed cell death protein 5"	"PDCD5"	5	5	0.0031143642543321	5	5	0.00394347141256389	0	"positive regulation of apoptotic process;apoptotic process"	"cytoplasm;nucleus"	"DNA binding"
"O43175"	"O43175"	"SERA_HUMAN"	"D-3-phosphoglycerate dehydrogenase"	"PHGDH"	5	9	0.00131469410361111	5	9	0.00166469243494723	0	"neuron projection development;L-serine biosynthetic process;neural tube development;glycine metabolic process;gamma-aminobutyric acid metabolic process;spinal cord development;brain development;cell cycle process;glial cell development;threonine metabolic process;regulation of gene expression;glutamine metabolic process;cellular nitrogen compound metabolic process;taurine metabolic process"	"cytosol"	"NAD binding;phosphoglycerate dehydrogenase activity;electron carrier activity"
"O43390-1,O43390-2"	"O43390-[1,2]"	"HNRPR_HUMAN"	"Heterogeneous nuclear ribonucleoprotein R"	"HNRNPR"	5	8	0.000636706752116961	5	8	0	5	"mRNA splicing"	"nucleoplasm;cytoplasm;catalytic step 2 spliceosome"	"nucleotide binding;RNA binding"
"O60610-1,O60610-2,O60610-3"	"O60610-[1-3]"	"DIAP1_HUMAN"	"Protein diaphanous homolog 1"	"DIAPH1"	5	6	0.00012241997855079	5	6	0	0	"cytoskeleton organization;regulation of release of sequestered calcium ion into cytosol;actin filament polymerization;cellular response to histamine;neuron projection development;regulation of cell shape;protein localization to microtubule;regulation of microtubule-based process;sensory perception of sound"	"mitotic spindle;cytoplasm;neuron projection;ruffle membrane"	"receptor binding"
"O60664-1,O60664-3"	"O60664-[1,3]"	"PLIN3_HUMAN"	"Perilipin-3"	"PLIN3"	5	8	0.000717595450306935	5	8	0	0	"vesicle-mediated transport"	"lipid particle;Golgi apparatus;endosome;endosome membrane"	""
"O75083-1"	"O75083-1"	"WDR1_HUMAN"	"WD repeat-containing protein 1"	"WDR1"	5	6	0.000770882241171312	5	6	0	0	"sensory perception of sound;platelet degranulation;platelet activation"	"cytosol;podosome;extracellular region;cell projection;cell junction"	""
"O75937"	"O75937"	"DNJC8_HUMAN"	"DnaJ homolog subfamily C member 8"	"DNAJC8"	5	5	0.0015387175169625	5	5	0.00194835544099007	0	"mRNA splicing"	"nucleoplasm"	""
"P05388,Q8NHW5"	"P05388, Q8NHW5"	"RLA0L_HUMAN, RLA0_HUMAN"	"60S acidic ribosomal protein P0, 60S acidic ribosomal protein P0-like"	"RPLP0, RPLP0P6"	5	8	0.000982449291587413	5	8	0.00124399729102962	0	"modulation by virus of host morphology or physiology;translational elongation;SRP-dependent cotranslational protein targeting to membrane;viral transcription;ribosome biogenesis;translational initiation;translational termination;nuclear-transcribed mRNA catabolic process"	"nucleus;cytosolic large ribosomal subunit;ribosome;cytoplasm"	"structural constituent of ribosome;RNA binding"
"P07195"	"P07195"	"LDHB_HUMAN"	"L-lactate dehydrogenase B chain"	"LDHB"	5	10	0.00259012329867939	5	10	0.00327966684344968	2	"cellular carbohydrate metabolic process;pyruvate metabolic process;lactate metabolic process;glycolysis;NAD metabolic process"	"mitochondrion;cytosol"	"L-lactate dehydrogenase activity;NAD binding"
"P07437"	"P07437"	"TBB5_HUMAN"	"Tubulin beta chain"	"TUBB"	5	11	0.00925637281431894	5	11	0.0117206076734683	57	"natural killer cell mediated cytotoxicity;cytoskeleton-dependent intracellular transport;spindle assembly;cell division;protein polymerization;cellular component movement;microtubule-based process;G2/M transition of mitotic cell cycle"	"nuclear envelope lumen;microtubule;extracellular vesicular exosome;cell body;plasma membrane;cytosol"	"structural molecule activity;MHC class I protein binding;structural constituent of cytoskeleton;GTPase activity;GTP binding"
"P07737"	"P07737"	"PROF1_HUMAN"	"Profilin-1"	"PFN1"	5	7	0.00389295531791512	5	7	0.00492933926570487	0	"cell death;actin cytoskeleton organization;platelet degranulation;platelet activation;regulation of transcription from RNA polymerase II promoter;neural tube closure"	"cytoplasm;cytoskeleton;nucleus"	""
"P07814"	"P07814"	"SYEP_HUMAN"	"Bifunctional glutamate/proline--tRNA ligase"	"EPRS"	5	5	0.000257470589809201	5	5	0.000326014501700057	0	"tRNA aminoacylation for protein translation;cellular response to interferon-gamma;glutamyl-tRNA aminoacylation;negative regulation of translation;prolyl-tRNA aminoacylation;protein complex assembly"	"cytosol;ribonucleoprotein complex"	"glutamate-tRNA ligase activity;proline-tRNA ligase activity;ATP binding;RNA stem-loop binding"
"P09874"	"P09874"	"PARP1_HUMAN"	"Poly [ADP-ribose] polymerase 1"	"PARP1"	5	6	0.000460704771350902	5	6	0.000583353759255014	0	"transcription initiation from RNA polymerase II promoter;double-strand break repair;negative regulation of transcription from RNA polymerase II promoter;cellular response to insulin stimulus;DNA damage response;transforming growth factor beta receptor signaling pathway;regulation of growth rate;base-excision repair;protein autoprocessing;telomere maintenance;protein poly-ADP-ribosylation"	"nucleoplasm;nucleolus;transcription factor complex;nuclear envelope"	"NAD+ ADP-ribosyltransferase activity;DNA binding;NAD binding;zinc ion binding"
"P0CG47,P0CG48,P62979,P62987"	"P0CG47, P0CG48, P62979, P62987"	"RL40_HUMAN, RS27A_HUMAN, UBB_HUMAN, UBC_HUMAN"	"Polyubiquitin-B, Polyubiquitin-C, Ubiquitin-40S ribosomal protein S27a, Ubiquitin-60S ribosomal protein L40"	"RPS27A, UBA52, UBB, UBC"	5	10	0.000649909068099353	5	10	0.000822928091102649	0	"mRNA metabolic process;nucleotide-binding oligomerization domain containing signaling pathway;epidermal growth factor receptor signaling pathway;toll-like receptor TLR6:TLR2 signaling pathway;negative regulation of transforming growth factor beta receptor signaling pathway;toll-like receptor 5 signaling pathway;DNA repair;virion assembly;apoptotic signaling pathway;endosomal transport;Notch receptor processing;positive regulation of type I interferon production;TRIF-dependent toll-like receptor signaling pathway;protein polyubiquitination;activation of MAPK activity;negative regulation of type I interferon production;cytokine-mediated signaling pathway;JNK cascade;egress of virus within host cell;innate immune response;negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;neurotrophin TRK receptor signaling pathway;negative regulation of apoptotic process;G1/S transition of mitotic cell cycle;viral protein processing;T cell receptor signaling pathway;toll-like receptor 9 signaling pathway;anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process;MyD88-dependent toll-like receptor signaling pathway;negative regulation of epidermal growth factor receptor signaling pathway;negative regulation of transcription from RNA polymerase II promoter;toll-like receptor 10 signaling pathway;positive regulation of I-kappaB kinase/NF-kappaB cascade;positive regulation of transcription from RNA polymerase II promoter;toll-like receptor TLR1:TLR2 signaling pathway;ion transmembrane transport;toll-like receptor 3 signaling pathway;toll-like receptor 2 signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;positive regulation of NF-kappaB transcription factor activity;positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;Notch signaling pathway;I-kappaB kinase/NF-kappaB cascade;fibroblast growth factor receptor signaling pathway;positive regulation of apoptotic process;regulation of transcription from RNA polymerase II promoter in response to hypoxia;toll-like receptor 4 signaling pathway;transforming growth factor beta receptor signaling pathway;Fc-epsilon receptor signaling pathway;transcription initiation from RNA polymerase II promoter;DNA damage response;energy homeostasis;fat pad development;female gonad development;ubiquitin homeostasis;seminiferous tubule development;hypothalamus gonadotrophin-releasing hormone neuron development;female meiosis I;male meiosis I;SRP-dependent cotranslational protein targeting to membrane;translational initiation;nuclear-transcribed mRNA catabolic process;translational elongation;translational termination;viral transcription;translation"	"endosome membrane;cytosol;endocytic vesicle membrane;nucleoplasm;plasma membrane;cytosolic small ribosomal subunit;cytosolic large ribosomal subunit;ribosome"	"metal ion binding;structural constituent of ribosome"
"P17980"	"P17980"	"PRS6A_HUMAN"	"26S protease regulatory subunit 6A"	"PSMC3"	5	6	0.00106413357209525	5	6	0.00134742758971431	0	"gene expression;G1/S transition of mitotic cell cycle;protein polyubiquitination;anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process;modulation by virus of host morphology or physiology;apoptotic process;negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;DNA damage response;antigen processing and presentation of exogenous peptide antigen via MHC class I;negative regulation of apoptotic process;positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;viral process;regulation of cellular amino acid metabolic process;mRNA metabolic process;blastocyst development"	"cytosol;perinuclear region of cytoplasm;cytoplasmic mRNA processing body;nucleoplasm;proteasome accessory complex"	"ATP binding;transcription corepressor activity;ATPase activity;transcription coactivator activity"
"P18754-1,P18754-2"	"P18754-[1,2]"	"RCC1_HUMAN"	"Regulator of chromosome condensation"	"RCC1"	5	11	0.00101716172202058	5	11	0	0	"viral process;chromosome segregation;mitosis;G1/S transition of mitotic cell cycle;mitotic spindle organization;spindle assembly;cell division;regulation of mitosis"	"cytoplasm;condensed nuclear chromosome;nucleoplasm;nuclear chromatin;nuclear membrane"	"nucleosomal DNA binding;Ran guanyl-nucleotide exchange factor activity;histone binding"
"P18859"	"P18859"	"ATP5J_HUMAN"	"ATP synthase-coupling factor 6, mitochondrial"	"ATP5J"	5	10	0.00720917651465764	5	10	0.0091284060476016	0	"respiratory electron transport chain;mitochondrial ATP synthesis coupled proton transport;ATP catabolic process"	"mitochondrial proton-transporting ATP synthase complex;mitochondrial proton-transporting ATP synthase complex"	"transmembrane transporter activity;hydrogen ion transmembrane transporter activity"
"P22087"	"P22087"	"FBRL_HUMAN"	"rRNA 2'-O-methyltransferase fibrillarin"	"FBL"	5	6	0.00145531039922061	5	6	0.00184274365073079	0	"snoRNA metabolic process;tRNA processing;rRNA processing"	"box C/D snoRNP complex;Cajal body;granular component"	"methyltransferase activity;RNA binding"
"P25205"	"P25205"	"MCM3_HUMAN"	"DNA replication licensing factor MCM3"	"MCM3"	5	7	0.000674521961024898	5	7	0.000854093437127081	0	"DNA duplex unwinding;G1/S transition of mitotic cell cycle;DNA strand elongation involved in DNA replication;DNA replication initiation"	"nucleoplasm;perinuclear region of cytoplasm;MCM complex;alpha DNA polymerase:primase complex;centrosome"	"DNA helicase activity;DNA binding;ATP binding"
"P26373"	"P26373"	"RL13_HUMAN"	"60S ribosomal protein L13"	"RPL13"	5	9	0.00332100453661006	5	9	0.0042051235442032	0	"translational termination;translational initiation;translational elongation;nuclear-transcribed mRNA catabolic process;viral transcription;SRP-dependent cotranslational protein targeting to membrane"	"cytosolic large ribosomal subunit"	"RNA binding;structural constituent of ribosome"
"P33316-2,P33316-3"	"P33316-[2,3]"	"DUT_HUMAN"	"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial"	"DUT"	5	11	0.00169930589274073	5	11	0	0	"pyrimidine nucleoside biosynthetic process;DNA replication;pyrimidine nucleobase metabolic process;dUTP metabolic process;dUMP biosynthetic process"	"nucleoplasm;mitochondrion"	"dUTP diphosphatase activity"
"P37802"	"P37802"	"TAGL2_HUMAN"	"Transgelin-2"	"TAGLN2"	5	9	0.00352126611670715	5	9	0.00445869883330088	0	"muscle organ development"	""	""
"P46783"	"P46783"	"RS10_HUMAN"	"40S ribosomal protein S10"	"RPS10"	13	24	0.011324960924844	13	24	0.0143398960456869	0	"translational elongation;nuclear-transcribed mRNA catabolic process;viral transcription;translational initiation;translational termination;SRP-dependent cotranslational protein targeting to membrane"	"cytosolic small ribosomal subunit;nucleolus"	""
"P48643"	"P48643"	"TCPE_HUMAN"	"T-complex protein 1 subunit epsilon"	"CCT5"	5	6	0.000863502103788937	5	6	0.00109338394063694	0	"'de novo' posttranslational protein folding;binding of sperm to zona pellucida;response to virus"	"chaperonin-containing T-complex;centrosome;cytosol;zona pellucida receptor complex;nucleolus;microtubule"	"ATP binding"
"P51610-1,P51610-2"	"P51610-[1,2]"	"HCFC1_HUMAN"	"Host cell factor 1"	"HCFC1"	5	6	0.000114780009373419	5	6	0	0	"positive regulation of gene expression;positive regulation of cell cycle;histone H4-K5 acetylation;cell cycle;release from viral latency;histone H4-K8 acetylation;protein stabilization;transcription from RNA polymerase II promoter;regulation of protein complex assembly;modulation by virus of host morphology or physiology;histone H4-K16 acetylation;negative regulation of transcription from RNA polymerase II promoter"	"MLL1 complex;MLL5-L complex;Set1C/COMPASS complex;neuronal cell body;mitochondrion;histone acetyltransferase complex"	"sequence-specific DNA binding transcription factor activity;transcription coactivator activity;chromatin binding"
"P52292"	"P52292"	"IMA2_HUMAN"	"Importin subunit alpha-2"	"KPNA2"	5	10	0.00147181675535543	5	10	0.00186364433486006	0	"M phase specific microtubule process;NLS-bearing substrate import into nucleus;modulation by virus of host morphology or physiology;G2 phase of mitotic cell cycle;DNA metabolic process;regulation of DNA recombination;cytokine-mediated signaling pathway"	"nucleoplasm;cytosol"	"nuclear localization sequence binding;protein transporter activity"
"P56385"	"P56385"	"ATP5I_HUMAN"	"ATP synthase subunit e, mitochondrial"	"ATP5I"	5	9	0.0101555356119525	5	9	0.0128591459105344	0	"respiratory electron transport chain;ATP catabolic process;mitochondrial ATP synthesis coupled proton transport"	"mitochondrial proton-transporting ATP synthase complex;mitochondrial proton-transporting ATP synthase complex"	"transmembrane transporter activity;hydrogen ion transmembrane transporter activity"
"P60174-1,P60174-3"	"P60174-[1,3]"	"TPIS_HUMAN"	"Triosephosphate isomerase"	"TPI1"	5	5	0.000680586594041106	5	5	0	0	"glycolysis;glyceraldehyde-3-phosphate metabolic process;small molecule metabolic process;embryo development;gluconeogenesis;pentose-phosphate shunt"	"cytosol"	"triose-phosphate isomerase activity"
"Q00059"	"Q00059"	"TFAM_HUMAN"	"Transcription factor A, mitochondrial"	"TFAM"	5	6	0.00189900259410494	5	6	0.00240455573936823	0	"regulation of transcription from RNA polymerase I promoter;mitochondrial respiratory chain complex assembly;transcription initiation from mitochondrial promoter;DNA-dependent DNA replication;positive regulation of transcription"	"mitochondrial nucleoid"	"mitochondrial light strand promoter sense binding;chromatin binding;sequence-specific DNA binding transcription factor activity;DNA binding"
"Q02790"	"Q02790"	"FKBP4_HUMAN"	"Peptidyl-prolyl cis-trans isomerase FKBP4"	"FKBP4"	5	5	0.000848138413489134	5	5	0.00107393012324725	0	"chaperone-mediated protein folding;male sex differentiation;androgen receptor signaling pathway;embryo implantation;negative regulation of microtubule polymerization or depolymerization;prostate gland development;negative regulation of neuron projection development;negative regulation of microtubule polymerization;steroid hormone receptor complex assembly;copper ion transport;protein complex localization"	"membrane;microtubule;cytosol;mitochondrion;nucleus;neuronal cell body;axonal growth cone;perinuclear region of cytoplasm"	"GTP binding;ATP binding;protein binding;FK506 binding;peptidyl-prolyl cis-trans isomerase activity"
"Q08211-1"	"Q08211-1"	"DHX9_HUMAN"	"ATP-dependent RNA helicase A"	"DHX9"	5	5	0.000306531914796466	5	5	0	0	"innate immune response;cellular response to heat;positive regulation of type I interferon production;mRNA splicing;CRD-mediated mRNA stabilization;circadian rhythm"	"nucleoplasm;centrosome;CRD-mediated mRNA stability complex;cytosol;nucleolus;ribonucleoprotein complex"	"RNA binding;DNA binding;ATP-dependent DNA helicase activity;ATP binding;ATP-dependent RNA helicase activity"
"Q12931"	"Q12931"	"TRAP1_HUMAN"	"Heat shock protein 75 kDa, mitochondrial"	"TRAP1"	5	6	0.000689594357785767	5	6	0.000873178412708415	2	"response to stress;negative regulation of cellular respiration;protein folding"	"mitochondrial matrix;mitochondrial inner membrane"	"tumor necrosis factor receptor binding;ATP binding"
"Q15056-1,Q15056-2"	"Q15056-[1,2]"	"IF4H_HUMAN"	"Eukaryotic translation initiation factor 4H"	"EIF4H"	5	5	0.00078487002377321	5	5	0	0	"regulation of translational initiation;modulation by virus of host morphology or physiology;sexual reproduction;developmental growth"	"perinuclear region of cytoplasm;eukaryotic translation initiation factor 4F complex;cytosol"	"translation initiation factor activity;nucleotide binding"
"Q7KZF4"	"Q7KZF4"	"SND1_HUMAN"	"Staphylococcal nuclease domain-containing protein 1"	"SND1"	5	5	0.000427797287682981	5	5	0.000541685633593941	0	"modulation by virus of host morphology or physiology;transcription;gene silencing by RNA;nucleic acid phosphodiester bond hydrolysis;regulation of transcription"	"cytoplasm;nucleus;mitochondrion;melanosome;RISC complex"	"nucleic acid binding;transcription cofactor activity;nuclease activity"
"Q8N1G4"	"Q8N1G4"	"LRC47_HUMAN"	"Leucine-rich repeat-containing protein 47"	"LRRC47"	5	8	0.00106839254007962	5	8	0.00135282038166857	0	""	""	"RNA binding;phenylalanine-tRNA ligase activity"
"Q99798"	"Q99798"	"ACON_HUMAN"	"Aconitate hydratase, mitochondrial"	"ACO2"	5	7	0.000698735569882202	5	7	0.000884753201536771	0	"isocitrate metabolic process;cell death;citrate metabolic process;tricarboxylic acid cycle"	"nucleus;mitochondrial matrix"	"4 iron;iron ion binding;3 iron;aconitate hydratase activity"
"Q9Y237-1,Q9Y237-2"	"Q9Y237-[1,2]"	"PIN4_HUMAN"	"Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4"	"PIN4"	5	8	0.00237737729338328	5	8	0	0	"protein folding;rRNA processing;protein peptidyl-prolyl isomerization"	"cytoplasm;nucleolus;spindle;mitochondrial matrix;preribosome"	"DNA binding;bent DNA binding;double-stranded DNA binding;peptidyl-prolyl cis-trans isomerase activity"
"Q9Y266"	"Q9Y266"	"NUDC_HUMAN"	"Nuclear migration protein nudC"	"NUDC"	5	7	0.00164656720395202	5	7	0.0020849169099658	0	"multicellular organismal development;cell proliferation;cell division;mitotic cell cycle;mitosis"	"microtubule;nucleoplasm;cytosol"	""
"O00422"	"O00422"	"SAP18_HUMAN"	"Histone deacetylase complex subunit SAP18"	"SAP18"	4	5	0.0025444152404674	4	5	0.00322179036974174	0	"transcription;regulation of transcription from RNA polymerase II promoter"	"histone deacetylase complex;cytoplasm;plasma membrane"	"transcription corepressor activity"
"O00571-1,O00571-2"	"O00571-[1,2]"	"DDX3X_HUMAN"	"ATP-dependent RNA helicase DDX3X"	"DDX3X"	14	20	0.00123592211434655	14	20	0	3	"positive regulation of cell growth;positive regulation of translational initiation;negative regulation of intrinsic apoptotic signaling pathway;positive regulation of apoptotic process;cellular response to arsenic-containing substance;transcription;intrinsic apoptotic signaling pathway;negative regulation of translation;cellular response to osmotic stress;negative regulation of apoptotic process;positive regulation of interferon-beta production;positive regulation of cysteine-type endopeptidase activity involved in apoptotic process;positive regulation of transcription from RNA polymerase II promoter;intracellular protein kinase cascade;stress granule assembly;negative regulation of cell growth;positive regulation of chemokine (C-C motif) ligand 5 production;mature ribosome assembly;innate immune response;negative regulation of protein complex assembly;positive regulation of G1/S transition of mitotic cell cycle;extrinsic apoptotic signaling pathway via death domain receptors;negative regulation of cysteine-type endopeptidase activity involved in apoptotic process;modulation by virus of host morphology or physiology;RNA secondary structure unwinding;chromosome segregation;response to virus"	"cytoplasmic stress granule;nuclear speck;nucleus;mitochondrial outer membrane"	"ATP binding;DNA binding;transcription factor binding;eukaryotic initiation factor 4E binding;ATP-dependent DNA helicase activity;poly(A) RNA binding;mRNA 5'-UTR binding;ATP-dependent RNA helicase activity;RNA stem-loop binding;ribosomal small subunit binding"
"O43143"	"O43143"	"DHX15_HUMAN"	"Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15"	"DHX15"	4	7	0.000685551879884424	4	7	0.000868059744904001	0	"RNA splicing;mRNA processing"	"nucleolus;U12-type spliceosomal complex"	"RNA helicase activity;ATP-dependent helicase activity;ATP binding;nucleic acid binding"
"O75489"	"O75489"	"NDUS3_HUMAN"	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial"	"NDUFS3"	4	5	0.00147460428708906	4	5	0.00186717396428215	0	"negative regulation of intrinsic apoptotic signaling pathway;small molecule metabolic process;reactive oxygen species metabolic process;mitochondrial electron transport;negative regulation of cell growth"	"mitochondrial respiratory chain complex I"	"NADH dehydrogenase (ubiquinone) activity;electron carrier activity"
"O94804"	"O94804"	"STK10_HUMAN"	"Serine/threonine-protein kinase 10"	"STK10"	4	4	0.000321731844455795	4	4	0.000407383410388832	0	"cell cycle;regulation of lymphocyte migration;protein autophosphorylation;lymphocyte aggregation"	"plasma membrane"	"polo kinase kinase activity;protein homodimerization activity;ATP binding"
"P06733-1"	"P06733-1"	"ENOA_HUMAN"	"Alpha-enolase"	"ENO1"	15	27	0.00484376928957181	15	27	0	0	"transcription;negative regulation of transcription from RNA polymerase II promoter;small molecule metabolic process;negative regulation of cell growth;glycolysis;response to virus;gluconeogenesis"	"nucleus;cytosol;extracellular vesicular exosome;M band;phosphopyruvate hydratase complex;plasma membrane"	"sequence-specific DNA binding transcription factor activity;phosphopyruvate hydratase activity;transcription corepressor activity;magnesium ion binding;DNA binding"
"P07237"	"P07237"	"PDIA1_HUMAN"	"Protein disulfide-isomerase"	"P4HB"	4	4	0.000613063829592933	4	4	0.000776273900111002	0	"glycerol ether metabolic process;cell redox homeostasis;peptidyl-proline hydroxylation to 4-hydroxy-L-proline;extracellular matrix organization;lipoprotein metabolic process"	"endoplasmic reticulum lumen;plasma membrane;cell surface;extracellular region;melanosome;endoplasmic reticulum-Golgi intermediate compartment"	"procollagen-proline 4-dioxygenase activity;protein disulfide oxidoreductase activity;protein disulfide isomerase activity;electron carrier activity"
"P07954-1,P07954-2"	"P07954-[1,2]"	"FUMH_HUMAN"	"Fumarate hydratase, mitochondrial"	"FH"	4	5	0.00038166228607011	4	5	0	0	"tricarboxylic acid cycle;homeostasis of number of cells within a tissue;fumarate metabolic process"	"tricarboxylic acid cycle enzyme complex;mitochondrial matrix"	"fumarate hydratase activity"
"P08708,P0CW22"	"P08708, P0CW22"	"RS17L_HUMAN, RS17_HUMAN"	"40S ribosomal protein S17, 40S ribosomal protein S17-like"	"RPS17, RPS17L"	4	5	0.00144183530293153	4	5	0.00182568120952032	0	"erythrocyte homeostasis;translational termination;rRNA processing;SRP-dependent cotranslational protein targeting to membrane;viral transcription;nuclear-transcribed mRNA catabolic process;ribosomal small subunit assembly;translational elongation;translational initiation;translation"	"cytosolic small ribosomal subunit;ribosome"	"structural constituent of ribosome"
"P11142-1"	"P11142-1"	"HSP7C_HUMAN"	"Heat shock cognate 71 kDa protein"	"HSPA8"	25	77	0.0108801712605685	25	77	0	18	"regulation of cell cycle;transcription;RNA splicing;post-Golgi vesicle-mediated transport;negative regulation of transcription;mRNA processing;gene expression;axon guidance;modulation by virus of host morphology or physiology;mRNA metabolic process;response to unfolded protein;neurotransmitter secretion;protein folding;chaperone mediated protein folding requiring cofactor"	"Prp19 complex;spliceosomal complex;extracellular vesicular exosome;nucleolus;ribonucleoprotein complex;plasma membrane;clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane;cytosol;cell surface;melanosome"	"ATP binding;ATPase activity"
"P12956"	"P12956"	"XRCC6_HUMAN"	"X-ray repair cross-complementing protein 6"	"XRCC6"	4	4	0.000511389861138276	4	4	0.000647532251652527	0	"negative regulation of transcription;response to ionizing radiation;innate immune response;transcription;positive regulation of neurogenesis;DNA ligation;positive regulation of type I interferon production;telomere maintenance;positive regulation of transcription from RNA polymerase II promoter;establishment of integrated proviral latency;V(D)J recombination;double-strand break repair via nonhomologous end joining"	"membrane;nucleoplasm;cytosol;transcription factor complex;nuclear telomere cap complex;Ku70:Ku80 complex;nonhomologous end joining complex"	"telomeric DNA binding;ATP-dependent DNA helicase activity;double-stranded DNA binding;5'-deoxyribose-5-phosphate lyase activity;transcription regulatory region DNA binding;damaged DNA binding;ATP binding"
"P14868"	"P14868"	"SYDC_HUMAN"	"Aspartate--tRNA ligase, cytoplasmic"	"DARS"	4	4	0.000621629591683054	4	4	0.000787120042427922	0	"aspartyl-tRNA aminoacylation;protein complex assembly"	"cytosol"	"ATP binding;aspartate-tRNA ligase activity;aminoacylase activity;nucleic acid binding"
"P22570-1,P22570-2"	"P22570-[1,2]"	"ADRO_HUMAN"	"NADPH:adrenodoxin oxidoreductase, mitochondrial"	"FDXR"	4	4	0.000317145036082698	4	4	0	0	"generation of precursor metabolites and energy;NADPH oxidation;cholesterol metabolic process;small molecule metabolic process;steroid biosynthetic process"	"mitochondrial inner membrane;mitochondrial matrix"	"NADPH-adrenodoxin reductase activity;ferredoxin-NADP+ reductase activity;NADPH binding"
