"";"Protein.Acs";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5572";"Spectra.Count.P5572";"DNSAF.P5572";"Unspecific.Spectra.Count";"Go.Cc"
"98";"P11177";"P11177-1,P11177-2,P11177-3";"ODPB_HUMAN";"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial";"PDHB";"2";"4";"2.89170311451448E-4";"2";"4";"0";"0";"mitochondrial matrix, pyruvate dehydrogenase complex"
"99";"P11310";"P11310-1,P11310-2";"ACADM_HUMAN";"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial";"ACADM";"1";"1";"9.24692474564162E-5";"1";"1";"0";"0";"axon, mitochondrial matrix"
"100";"P11586";"P11586";"C1TC_HUMAN";"C-1-tetrahydrofolate synthase, cytoplasmic";"MTHFD1";"6";"8";"6.66174172049647E-4";"6";"8";"8.43523296805111E-4";"0";"extracellular vesicular exosome, mitochondrion, cytosol"
"101";"P11940";"P11940-1,P11940-2";"PABP1_HUMAN";"Polyadenylate-binding protein 1";"PABPC1";"9";"16";"0.00146903974260948";"9";"16";"0";"10";"cytosol, catalytic step 2 spliceosome, cytoplasmic stress granule"
"102";"P12268";"P12268";"IMDH2_HUMAN";"Inosine-5'-monophosphate dehydrogenase 2";"IMPDH2";"7";"10";"0.00151476860619265";"7";"10";"0.00191803084268672";"0";"nucleus, peroxisomal membrane, extracellular vesicular exosome, cytosol"
"103";"P12270";"P12270";"TPR_HUMAN";"Nucleoprotein TPR";"TPR";"8";"8";"2.63594096854177E-4";"8";"8";"3.33768210966051E-4";"0";"extrinsic component of membrane, mitotic spindle, nuclear inclusion body, kinetochore, nucleoplasm, nuclear pore nuclear basket, nuclear membrane, nuclear periphery, cytoplasmic dynein complex"
"104";"P12814";"P12814-1,P12814-2,P12814-3";"ACTN1_HUMAN";"Alpha-actinin-1";"ACTN1";"1";"1";"3.55609603862036E-5";"1";"1";"0";"2";"fascia adherens, ruffle, pseudopodium, Z disc, plasma membrane, extracellular vesicular exosome, focal adhesion, cytosol, nucleus, cytoskeleton, platelet alpha granule lumen, dendritic spine"
"105";"P12956";"P12956";"XRCC6_HUMAN";"X-ray repair cross-complementing protein 6";"XRCC6";"4";"4";"5.11389861138276E-4";"4";"4";"6.47532251652527E-4";"0";"membrane, Ku70:Ku80 complex, nonhomologous end joining complex, cytosol, nuclear telomere cap complex, nucleolus, transcription factor complex, nucleoplasm"
"106";"P13639";"P13639";"EF2_HUMAN";"Elongation factor 2";"EEF2";"18";"33";"0.00299458101378086";"18";"33";"0.00379179943515759";"0";"polysome, ribonucleoprotein complex, extracellular vesicular exosome, cytosol"
"107";"P13645";"P13645";"K1C10_HUMAN";"Keratin, type I cytoskeletal 10";"KRT10";"6";"9";"0.0011998834883985";"6";"9";"0.00151931689696383";"0";"cytoplasm, extracellular space, keratin filament, intermediate filament, extracellular vesicular exosome"
"108";"P13667";"P13667";"PDIA4_HUMAN";"Protein disulfide-isomerase A4";"PDIA4";"1";"1";"1.2071179280357E-4";"1";"1";"1.52847729169143E-4";"0";"melanosome, endoplasmic reticulum lumen, cell surface"
"109";"P13796";"P13796";"PLSL_HUMAN";"Plastin-2";"LCP1";"6";"10";"0.00124177203123289";"6";"10";"0.00157235702255339";"0";"extracellular vesicular exosome, actin filament, actin filament bundle, ruffle membrane, phagocytic cup, plasma membrane, filopodium, focal adhesion, cytosol, ruffle, extracellular space"
"110";"P13804";"P13804-1,P13804-2";"ETFA_HUMAN";"Electron transfer flavoprotein subunit alpha, mitochondrial";"ETFA";"3";"3";"3.50716695307669E-4";"3";"3";"0";"0";"mitochondrial matrix"
"111";"P13861";"P13861";"KAP2_HUMAN";"cAMP-dependent protein kinase type II-alpha regulatory subunit";"PRKAR2A";"3";"4";"7.70882241171312E-4";"3";"4";"9.76106785288092E-4";"0";"extracellular vesicular exosome, plasma membrane, cAMP-dependent protein kinase complex, centrosome, AMP-activated protein kinase complex, cytosol"
"112";"P14406";"P14406";"CX7A2_HUMAN";"Cytochrome c oxidase subunit 7A2, mitochondrial";"COX7A2";"3";"6";"0.00562836913433512";"3";"6";"0.0071267555648745";"0";"mitochondrial respiratory chain"
"113";"P14618";"P14618-1";"KPYM_HUMAN";"Pyruvate kinase isozymes M1/M2";"PKM";"22";"45";"0.00731542819505053";"22";"45";"0";"5";"cytosol, mitochondrion, plasma membrane, nucleus, extracellular vesicular exosome, cilium"
"114";"P14625";"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";"20";"33";"0.0033496747384458";"20";"33";"0.00424142633735735";"3";"cytosol, melanosome, midbody, extracellular vesicular exosome, perinuclear region of cytoplasm, endoplasmic reticulum membrane, endocytic vesicle lumen, endoplasmic reticulum lumen, plasma membrane"
"115";"P14866";"P14866-1";"HNRPL_HUMAN";"Heterogeneous nuclear ribonucleoprotein L";"HNRNPL";"6";"6";"7.93131813497139E-4";"6";"6";"0";"0";"extracellular vesicular exosome, pronucleus, ribonucleoprotein complex, cytoplasm, nucleoplasm"
"116";"P14868";"P14868";"SYDC_HUMAN";"Aspartate--tRNA ligase, cytoplasmic";"DARS";"4";"4";"6.21629591683054E-4";"4";"4";"7.87120042427922E-4";"0";"extracellular vesicular exosome, cytosol"
"117";"P14927";"P14927";"QCR7_HUMAN";"Cytochrome b-c1 complex subunit 7";"UQCRB";"7";"15";"0.0105215008592301";"7";"15";"0.0133225385559591";"0";"mitochondrial respiratory chain, mitochondrial respiratory chain complex III"
"118";"P15311";"P15311";"EZRI_HUMAN";"Ezrin";"EZR";"6";"8";"0.00133570849048645";"6";"8";"0.00169130127936233";"29";"cortical cytoskeleton, astrocyte projection, Schwann cell microvillus, nucleolus, cytosol, actin filament, uropod, microvillus, T-tubule, cell body, microspike, extracellular vesicular exosome, extrinsic component of membrane, ruffle membrane, ruffle, filopodium, microvillus membrane, apical plasma membrane, membrane raft, basolateral plasma membrane, cell tip, apical part of cell"
"119";"P15880";"P15880";"RS2_HUMAN";"40S ribosomal protein S2";"RPS2";"3";"3";"7.97192215272721E-4";"3";"3";"0.00100942101004195";"0";"cytosolic small ribosomal subunit, extracellular vesicular exosome, nucleoplasm"
"120";"P16152";"P16152";"CBR1_HUMAN";"Carbonyl reductase [NADPH] 1";"CBR1";"5";"6";"0.00168647883808597";"5";"6";"0.00213545383351835";"0";"extracellular vesicular exosome, cytosol"
"121";"P16403";"P16403";"H12_HUMAN";"Histone H1.2";"HIST1H1C";"7";"15";"0.00548303565903539";"7";"15";"0.0069427313601477";"0";"nucleus, nucleosome"
"122";"P16949";"P16949-1,P16949-2";"STMN1_HUMAN";"Stathmin";"STMN1";"7";"15";"0.00391908253481388";"7";"15";"0";"0";"membrane, microtubule, intracellular, cytosol, extracellular vesicular exosome"
"123";"P17066";"P17066";"HSP76_HUMAN";"Heat shock 70 kDa protein 6";"HSPA6";"0";"0";"0";"0";"0";"0";"24";"blood microparticle, extracellular vesicular exosome"
"124";"P17844";"P17844";"DDX5_HUMAN";"Probable ATP-dependent RNA helicase DDX5";"DDX5";"15";"24";"0.00405648096693686";"15";"24";"0.0051363987711051";"14";"catalytic step 2 spliceosome, extracellular vesicular exosome, nucleolus"
"125";"P17980";"P17980";"PRS6A_HUMAN";"26S protease regulatory subunit 6A";"PSMC3";"5";"6";"0.00106413357209525";"5";"6";"0.00134742758971431";"0";"cytoplasmic mRNA processing body, cytosol, perinuclear region of cytoplasm, proteasome accessory complex, nucleoplasm"
"126";"P17987";"P17987";"TCPA_HUMAN";"T-complex protein 1 subunit alpha";"TCP1";"8";"11";"0.0015403780034916";"8";"11";"0.00195045798283286";"0";"cell body, plasma membrane, Golgi apparatus, chaperonin-containing T-complex, extracellular vesicular exosome, nuclear heterochromatin, nucleus, microtubule, zona pellucida receptor complex, cytosol, cell junction, centrosome, acrosomal vesicle, pericentriolar material"
"127";"P18077";"P18077";"RL35A_HUMAN";"60S ribosomal protein L35a";"RPL35A";"3";"4";"0.002831240231211";"3";"4";"0.00358497401142172";"0";"cytosolic large ribosomal subunit, extracellular vesicular exosome"
"128";"P18669";"P18669";"PGAM1_HUMAN";"Phosphoglycerate mutase 1";"PGAM1";"8";"16";"0.00490451063674346";"8";"16";"0.00621019120088802";"0";"cytosol, extracellular vesicular exosome"
"129";"P18754";"P18754-1,P18754-2";"RCC1_HUMAN";"Regulator of chromosome condensation";"RCC1";"5";"11";"0.00101716172202058";"5";"11";"0";"0";"condensed nuclear chromosome, nucleoplasm, cytoplasm, nuclear chromatin, nuclear membrane"
"130";"P18859";"P18859";"ATP5J_HUMAN";"ATP synthase-coupling factor 6, mitochondrial";"ATP5J";"5";"10";"0.00720917651465764";"5";"10";"0.0091284060476016";"0";"mitochondrial proton-transporting ATP synthase complex, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
"131";"P19338";"P19338";"NUCL_HUMAN";"Nucleolin";"NCL";"12";"19";"0.00208355355043345";"12";"19";"0.00263823791685612";"0";"ribonucleoprotein complex, nucleoplasm, extracellular vesicular exosome, nucleolus, cell cortex"
"132";"P20231";"P20231,Q15661-1,Q15661-2";"TRYB1_HUMAN, TRYB2_HUMAN";"Tryptase alpha/beta-1, Tryptase beta-2";"TPSAB1, TPSB2";"4";"5";"4.718733718685E-4";"4";"5";"0.00179248700571086";"0";"extracellular region"
"133";"P20674";"P20674";"COX5A_HUMAN";"Cytochrome c oxidase subunit 5A, mitochondrial";"COX5A";"6";"10";"0.0051906070905535";"6";"10";"0.00657245235427315";"0";"mitochondrial inner membrane"
"134";"P20700";"P20700";"LMNB1_HUMAN";"Lamin-B1";"LMNB1";"24";"43";"0.00614133923256435";"24";"43";"0.00777628874489775";"6";"lamin filament, nuclear envelope, nucleoplasm, nuclear inner membrane"
"135";"P21281";"P21281";"VATB2_HUMAN";"V-type proton ATPase subunit B, brain isoform";"ATP6V1B2";"1";"1";"1.52366157256952E-4";"1";"1";"1.92929129773185E-4";"0";"integral component of membrane, microvillus, cytosol, lysosomal membrane, melanosome, extracellular vesicular exosome, plasma membrane, proton-transporting V-type ATPase, V1 domain, Golgi apparatus"
"136";"P21333";"P21333-1,P21333-2";"FLNA_HUMAN";"Filamin-A";"FLNA";"11";"15";"2.20605703697495E-4";"11";"15";"0";"0";"cytosol, plasma membrane, dendritic shaft, nucleus, cortical cytoskeleton, actin filament, perinuclear region of cytoplasm, apical dendrite, extracellular vesicular exosome, trans-Golgi network, Myb complex, actin cytoskeleton, neuronal cell body"
"137";"P21796";"P21796";"VDAC1_HUMAN";"Voltage-dependent anion-selective channel protein 1";"VDAC1";"11";"17";"0.00545655692381507";"11";"17";"0.0069092034466299";"3";"mitochondrial outer membrane, mitochondrial inner membrane, pore complex, extracellular vesicular exosome, mitochondrial nucleoid, plasma membrane"
"138";"P22087";"P22087";"FBRL_HUMAN";"rRNA 2'-O-methyltransferase fibrillarin";"FBL";"5";"6";"0.00145531039922061";"5";"6";"0.00184274365073079";"0";"box C/D snoRNP complex, extracellular vesicular exosome, granular component, Cajal body"
"139";"P22102";"P22102-1,P22102-2";"PUR2_HUMAN";"Trifunctional purine biosynthetic protein adenosine-3";"GART";"2";"2";"7.70882241171312E-5";"2";"2";"0";"0";"cytosol, extracellular vesicular exosome"
"140";"P22234";"P22234-1,P22234-2";"PUR6_HUMAN";"Multifunctional protein ADE2";"PAICS";"3";"3";"2.74796845970479E-4";"3";"3";"0";"0";"extracellular vesicular exosome, cytosol"
"141";"P22307";"P22307-1,P22307-2";"NLTP_HUMAN";"Non-specific lipid-transfer protein";"SCP2";"3";"5";"3.55846007122041E-4";"3";"5";"0";"0";"mitochondrion, protein complex, nucleus, peroxisomal matrix"
"142";"P22314";"P22314";"UBA1_HUMAN";"Ubiquitin-like modifier-activating enzyme 1";"UBA1";"9";"16";"0.00117745340428435";"9";"16";"0.00149091546788805";"0";"extracellular vesicular exosome"
"143";"P22392";"P22392-1,P22392-2";"NDKB_HUMAN";"Nucleoside diphosphate kinase B";"NME2";"7";"12";"0.00307338577730141";"7";"12";"0";"0";"ruffle, extracellular vesicular exosome, cytosol, nucleus, lamellipodium, cell periphery"
"144";"P22570";"P22570-1,P22570-2";"ADRO_HUMAN";"NADPH:adrenodoxin oxidoreductase, mitochondrial";"FDXR";"4";"4";"3.17145036082698E-4";"4";"4";"0";"0";"mitochondrial inner membrane, mitochondrial matrix"
"145";"P22626";"P22626-1";"ROA2_HUMAN";"Heterogeneous nuclear ribonucleoproteins A2/B1";"HNRNPA2B1";"15";"24";"0.00575738095542886";"15";"24";"0";"4";"nucleoplasm, cytoplasm, nucleolus, catalytic step 2 spliceosome"
"146";"P22695";"P22695";"QCR2_HUMAN";"Cytochrome b-c1 complex subunit 2, mitochondrial";"UQCRC2";"16";"31";"0.00532810661613107";"16";"31";"0.00674655705239959";"0";"mitochondrial respiratory chain complex III, mitochondrial inner membrane"
"147";"P23193";"P23193-1";"TCEA1_HUMAN";"Transcription elongation factor A protein 1";"TCEA1";"8";"12";"0.00310401752923465";"8";"12";"0";"0";"nucleolus, nucleoplasm"
"148";"P23246";"P23246-1";"SFPQ_HUMAN";"Splicing factor, proline- and glutamine-rich";"SFPQ";"16";"28";"0.00319172296344613";"16";"28";"0";"2";"paraspeckles, nuclear matrix, cytoplasm"
"149";"P23284";"P23284";"PPIB_HUMAN";"Peptidyl-prolyl cis-trans isomerase B";"PPIB";"11";"18";"0.00648825886319187";"11";"18";"0.00821556544284144";"0";"endoplasmic reticulum lumen, extracellular vesicular exosome, melanosome, macromolecular complex"
"150";"P23396";"P23396";"RS3_HUMAN";"40S ribosomal protein S3";"RPS3";"6";"7";"0.00224285491567126";"6";"7";"0.00283994854814272";"0";"ruffle membrane, nucleus, extracellular vesicular exosome, cytosolic small ribosomal subunit"
"151";"P23527";"P23527,P33778,Q16778";"H2B1B_HUMAN, H2B1O_HUMAN, H2B2E_HUMAN";"Histone H2B type 1-B, Histone H2B type 1-O, Histone H2B type 2-E";"HIST1H2BB, HIST1H2BO, HIST2H2BE";"1";"1";"0.00127705412545364";"1";"1";"0.00161703192843228";"26";"nucleosome, nucleus"
"152";"P23528";"P23528";"COF1_HUMAN";"Cofilin-1";"CFL1";"5";"7";"0.00328321532836215";"5";"7";"0.00415727407951013";"0";"ruffle membrane, extracellular space, cytoplasm, extracellular vesicular exosome, nucleus, cortical actin cytoskeleton, lamellipodium membrane, nuclear matrix"
"153";"P23588";"P23588";"IF4B_HUMAN";"Eukaryotic translation initiation factor 4B";"EIF4B";"7";"10";"0.00127428979309824";"7";"10";"0.00161353167453514";"0";"cytosol, eukaryotic translation initiation factor 4F complex"
"154";"P24539";"P24539";"AT5F1_HUMAN";"ATP synthase subunit b, mitochondrial";"ATP5F1";"2";"2";"6.08274268424238E-4";"2";"2";"7.70209260266385E-4";"0";"mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
"155";"P24752";"P24752";"THIL_HUMAN";"Acetyl-CoA acetyltransferase, mitochondrial";"ACAT1";"7";"10";"0.00182339827537008";"7";"10";"0.00230882401203975";"0";"mitochondrial matrix, mitochondrial inner membrane, extracellular vesicular exosome"
"156";"P25205";"P25205";"MCM3_HUMAN";"DNA replication licensing factor MCM3";"MCM3";"5";"7";"6.74521961024898E-4";"5";"7";"8.54093437127081E-4";"0";"nucleoplasm, perinuclear region of cytoplasm, centrosome, alpha DNA polymerase:primase complex, MCM complex"
"157";"P25398";"P25398";"RS12_HUMAN";"40S ribosomal protein S12";"RPS12";"2";"5";"0.00294920857417812";"2";"5";"0.00373434792856429";"0";"cytosolic small ribosomal subunit"
"158";"P25705";"P25705";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";"33";"78";"0.0109819354357099";"33";"78";"0.0139055501889685";"0";"mitochondrial matrix, plasma membrane, mitochondrial proton-transporting ATP synthase complex, proton-transporting ATP synthase complex, catalytic core F(1), extracellular vesicular exosome"
"159";"P25787";"P25787";"PSA2_HUMAN";"Proteasome subunit alpha type-2";"PSMA2";"2";"2";"6.65462447506859E-4";"2";"2";"8.42622096701686E-4";"0";"nucleoplasm, cytoplasmic mRNA processing body, proteasome core complex, alpha-subunit complex, proteasome core complex, extracellular vesicular exosome, cytosol"
"160";"P25789";"P25789-1";"PSA4_HUMAN";"Proteasome subunit alpha type-4";"PSMA4";"3";"3";"8.94932256991982E-4";"3";"3";"0";"0";"nucleoplasm, cytosol, proteasome core complex, extracellular vesicular exosome, cytoplasmic mRNA processing body, proteasome core complex, alpha-subunit complex"
"161";"P26038";"P26038";"MOES_HUMAN";"Moesin";"MSN";"38";"105";"0.0178046237910813";"38";"105";"0.0225445770622106";"29";"apical plasma membrane, apical part of cell, basolateral plasma membrane, filopodium, microvillus membrane, extracellular vesicular exosome, cytoskeleton, cytoplasm, nucleolus, uropod, extrinsic component of membrane, plasma membrane, microvillus, blood microparticle"
"162";"P26373";"P26373";"RL13_HUMAN";"60S ribosomal protein L13";"RPL13";"5";"9";"0.00332100453661006";"5";"9";"0.0042051235442032";"0";"cytosolic large ribosomal subunit"
"163";"P26641";"P26641";"EF1G_HUMAN";"Elongation factor 1-gamma";"EEF1G";"7";"9";"0.00160350562293987";"7";"9";"0.00203039145955807";"0";"cytosol, eukaryotic translation elongation factor 1 complex"
"164";"P27348";"P27348";"1433T_HUMAN";"14-3-3 protein theta";"YWHAQ";"2";"3";"0.00134664474772778";"2";"3";"0.00170514899089178";"6";"cytosol, protein complex, extracellular vesicular exosome, cytoplasmic vesicle membrane"
"165";"P27797";"P27797";"CALR_HUMAN";"Calreticulin";"CALR";"4";"4";"7.46849941086834E-4";"4";"4";"9.45676597737144E-4";"0";"endocytic vesicle lumen, acrosomal vesicle, nucleus, cytosol, extracellular space, endoplasmic reticulum lumen, perinuclear region of cytoplasm, Golgi apparatus, external side of plasma membrane, sarcoplasmic reticulum lumen, proteinaceous extracellular matrix, polysome, MHC class I peptide loading complex, extracellular vesicular exosome, cell surface, integral component of lumenal side of endoplasmic reticulum membrane"
"166";"P27816";"P27816-1,P27816-6";"MAP4_HUMAN";"Microtubule-associated protein 4";"MAP4";"11";"15";"5.06895223686865E-4";"11";"15";"0";"0";"microtubule associated complex, microtubule, mitotic spindle, cytoplasm, plasma membrane"
"167";"P28066";"P28066";"PSA5_HUMAN";"Proteasome subunit alpha type-5";"PSMA5";"2";"2";"6.46133662724502E-4";"2";"2";"8.18147595967612E-4";"0";"extracellular vesicular exosome, nucleoplasm, proteasome core complex, cytosol, proteasome core complex, alpha-subunit complex"
"168";"P28070";"P28070";"PSB4_HUMAN";"Proteasome subunit beta type-4";"PSMB4";"2";"2";"5.89841714835625E-4";"2";"2";"7.46869585712858E-4";"0";"proteasome core complex, cytosol, extracellular vesicular exosome, nucleoplasm"
"169";"P28072";"P28072";"PSB6_HUMAN";"Proteasome subunit beta type-6";"PSMB6";"2";"2";"6.51540638981611E-4";"2";"2";"8.24994019364831E-4";"0";"nucleoplasm, extracellular vesicular exosome, proteasome core complex, cytosol"
"170";"P28331";"P28331-1,P28331-2,P28331-3,P28331-4";"NDUS1_HUMAN";"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial";"NDUFS1";"4";"4";"1.07096432404818E-4";"4";"4";"0";"0";"mitochondrial intermembrane space, mitochondrial respiratory chain complex I"
"171";"P29401";"P29401";"TKT_HUMAN";"Transketolase";"TKT";"16";"24";"0.00299938772487843";"16";"24";"0.00379788579059123";"0";"extracellular vesicular exosome, cytosol, nucleus, peroxisome"
"172";"P29590";"P29590-1,P29590-2,P29590-3,P29590-4,P29590-5,P29590-8,P29590-9";"PML_HUMAN";"Protein PML";"PML";"12";"17";"2.14383674779906E-4";"12";"17";"0";"0";"nuclear matrix, nuclear membrane, nucleus, early endosome membrane, nucleolus, cytosol, PML body, cytoplasm, extrinsic component of endoplasmic reticulum membrane"
"173";"P29692";"P29692-1,P29692-2";"EF1D_HUMAN";"Elongation factor 1-delta";"EEF1D";"7";"12";"0.00166247202188546";"7";"12";"0";"0";"nucleus, eukaryotic translation elongation factor 1 complex, cytosol"
"174";"P30040";"P30040";"ERP29_HUMAN";"Endoplasmic reticulum resident protein 29";"ERP29";"4";"7";"0.00208817526631463";"4";"7";"0.00264409002758115";"0";"melanosome, cell surface, endoplasmic reticulum lumen, endoplasmic reticulum"
"175";"P30041";"P30041";"PRDX6_HUMAN";"Peroxiredoxin-6";"PRDX6";"3";"6";"0.00208551177745453";"3";"6";"0.00264071746377046";"0";"extracellular space, cytosol, extracellular vesicular exosome, cytoplasmic membrane-bounded vesicle, lysosome"
"176";"P30048";"P30048";"PRDX3_HUMAN";"Thioredoxin-dependent peroxide reductase, mitochondrial";"PRDX3";"1";"2";"6.08274268424238E-4";"1";"2";"7.70209260266385E-4";"0";"early endosome, mitochondrion"
"177";"P30049";"P30049";"ATPD_HUMAN";"ATP synthase subunit delta, mitochondrial";"ATP5D";"3";"4";"0.00185378824662625";"3";"4";"0.00234730441224041";"0";"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1), mitochondrial matrix"
"178";"P30050";"P30050-1";"RL12_HUMAN";"60S ribosomal protein L12";"RPL12";"7";"14";"0.006606227206159";"7";"14";"0";"0";"extracellular vesicular exosome, cytosolic large ribosomal subunit"
"179";"P30101";"P30101";"PDIA3_HUMAN";"Protein disulfide-isomerase A3";"PDIA3";"17";"24";"0.0037002347576223";"17";"24";"0.00468531256938284";"0";"endoplasmic reticulum lumen, cell surface, melanosome, extracellular vesicular exosome"
"180";"P30405";"P30405";"PPIF_HUMAN";"Peptidyl-prolyl cis-trans isomerase F, mitochondrial";"PPIF";"1";"1";"4.08837987598732E-4";"1";"1";"5.17678981905573E-4";"2";"membrane, mitochondrial matrix, mitochondrial inner membrane"
"181";"P30613";"P30613-1,P30613-2";"KPYR_HUMAN";"Pyruvate kinase isozymes R/L";"PKLR";"1";"1";"7.51934256982545E-5";"1";"1";"0";"5";"extracellular vesicular exosome, cytosol"
"182";"P31040";"P31040";"DHSA_HUMAN";"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial";"SDHA";"2";"2";"2.34515380597297E-4";"2";"2";"2.96948148536438E-4";"0";"mitochondrial respiratory chain complex II"
"183";"P31146";"P31146";"COR1A_HUMAN";"Coronin-1A";"CORO1A";"7";"9";"0.00152002593758074";"7";"9";"0.00192468778270472";"0";"phagocytic cup, immunological synapse, phagocytic vesicle, extracellular vesicular exosome, phagocytic vesicle membrane, cortical actin cytoskeleton, lamellipodium, actin filament"
"184";"P31153";"P31153";"METK2_HUMAN";"S-adenosylmethionine synthase isoform type-2";"MAT2A";"3";"3";"5.91334984999766E-4";"3";"3";"7.48760394790612E-4";"0";"cytosol, methionine adenosyltransferase complex"
"185";"P31689";"P31689";"DNJA1_HUMAN";"DnaJ homolog subfamily A member 1";"DNAJA1";"3";"5";"9.8059327907182E-4";"3";"5";"0.00124164717020274";"0";"extracellular vesicular exosome, membrane"
"186";"P31930";"P31930";"QCR1_HUMAN";"Cytochrome b-c1 complex subunit 1, mitochondrial";"UQCRC1";"17";"31";"0.0050284006189737";"17";"31";"0.00636706321820212";"0";"mitochondrial respiratory chain complex III, mitochondrial respiratory chain"
"187";"P31939";"P31939";"PUR9_HUMAN";"Bifunctional purine biosynthesis protein PURH";"ATIC";"4";"7";"9.20631325182631E-4";"4";"7";"0.00116572212364642";"0";"cytosol, extracellular vesicular exosome, mitochondrion"
"188";"P31942";"P31942-1,P31942-2,P31942-3";"HNRH3_HUMAN";"Heterogeneous nuclear ribonucleoprotein H3";"HNRNPH3";"4";"5";"3.75043864924386E-4";"4";"5";"0";"0";"spliceosomal complex"
"189";"P31943";"P31943";"HNRH1_HUMAN";"Heterogeneous nuclear ribonucleoprotein H";"HNRNPH1";"1";"1";"8.54641797442391E-4";"1";"1";"0.00108216484038701";"12";"cytoplasm, catalytic step 2 spliceosome, nucleoplasm, actin cytoskeleton"
"190";"P31946";"P31946-1,P31946-2";"1433B_HUMAN";"14-3-3 protein beta/alpha";"YWHAB";"1";"2";"5.26181968783243E-4";"1";"2";"0";"7";"melanosome, perinuclear region of cytoplasm, extracellular vesicular exosome, cytosol, cytoplasmic vesicle membrane, transcriptional repressor complex"
"191";"P31948";"P31948";"STIP1_HUMAN";"Stress-induced-phosphoprotein 1";"STIP1";"8";"10";"0.00143386936203135";"8";"10";"0.00181559457300363";"0";"Golgi apparatus, nucleus"
"192";"P32119";"P32119-1";"PRDX2_HUMAN";"Peroxiredoxin-2";"PRDX2";"3";"5";"0.00215339038749514";"3";"5";"0";"2";"cytosol, cytoplasm, extracellular vesicular exosome"
"193";"P33176";"P33176";"KINH_HUMAN";"Kinesin-1 heavy chain";"KIF5B";"4";"5";"4.04252888672391E-4";"4";"5";"5.11873236314109E-4";"0";"perinuclear region of cytoplasm, ciliary rootlet, microtubule, vesicle, neuron projection, kinesin complex"
"194";"P33316";"P33316-2,P33316-3";"DUT_HUMAN";"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial";"DUT";"5";"11";"0.00169930589274073";"5";"11";"0";"0";"nucleoplasm, extracellular vesicular exosome, mitochondrion"
"195";"P33991";"P33991";"MCM4_HUMAN";"DNA replication licensing factor MCM4";"MCM4";"15";"21";"0.00189460166109427";"15";"21";"0.00239898318840793";"0";"MCM complex, nucleoplasm"
"196";"P33993";"P33993-1";"MCM7_HUMAN";"DNA replication licensing factor MCM7";"MCM7";"21";"33";"0.00357350557694573";"21";"33";"0";"0";"cytosol, MCM complex, nucleoplasm, chromatin"
"197";"P34897";"P34897-1,P34897-3";"GLYM_HUMAN";"Serine hydroxymethyltransferase, mitochondrial";"SHMT2";"9";"12";"9.26894123313125E-4";"9";"12";"0";"0";"extracellular vesicular exosome, microtubule cytoskeleton, mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial nucleoid"
"198";"P34931";"P34931";"HS71L_HUMAN";"Heat shock 70 kDa protein 1-like";"HSPA1L";"0";"0";"0";"0";"0";"0";"29";"mitochondrial matrix, zona pellucida receptor complex, blood microparticle, cell body"
"199";"P35232";"P35232";"PHB_HUMAN";"Prohibitin";"PHB";"14";"30";"0.00858740143657748";"14";"30";"0.0108735424978784";"0";"mitochondrial inner membrane, extracellular vesicular exosome, integral component of plasma membrane, nucleoplasm"
"200";"P35249";"P35249";"RFC4_HUMAN";"Replication factor C subunit 4";"RFC4";"4";"7";"0.00150141527412704";"4";"7";"0.00190112258181455";"0";"DNA replication factor C complex, nucleoplasm"
"201";"P35527";"P35527";"K1C9_HUMAN";"Keratin, type I cytoskeletal 9";"KRT9";"7";"10";"0.00124974488536601";"7";"10";"0.00158245241274634";"0";"intermediate filament, extracellular vesicular exosome, extracellular space"
"202";"P35637";"P35637-1,P35637-2";"FUS_HUMAN";"RNA-binding protein FUS";"FUS";"3";"8";"5.92084458998498E-4";"3";"8";"0";"0";"nucleoplasm, cytoplasm"
"203";"P35908";"P35908";"K22E_HUMAN";"Keratin, type II cytoskeletal 2 epidermal";"KRT2";"2";"2";"4.06150789558177E-4";"2";"2";"5.14276397047978E-4";"3";"keratin filament, intermediate filament, extracellular vesicular exosome, extracellular space, Golgi apparatus"
"204";"P36507";"P36507";"MP2K2_HUMAN";"Dual specificity mitogen-activated protein kinase kinase 2";"MAP2K2";"1";"1";"3.89295531791512E-4";"1";"1";"4.92933926570487E-4";"2";"endoplasmic reticulum, early endosome, cytosol, late endosome, focal adhesion, Golgi apparatus, cell cortex, microtubule, extracellular region, mitochondrion, nucleus, cytoplasmic side of plasma membrane, perinuclear region of cytoplasm, cell-cell junction, peroxisomal membrane"
