"";"accession";"name";"go_name"
"176";"O75947";"ATP5H_HUMAN";"F:transmembrane transporter activity, C:mitochondrial proton-transporting ATP synthase complex, F:hydrogen ion transmembrane transporter activity, P:ATP catabolic process, P:respiratory electron transport chain, P:mitochondrial ATP synthesis coupled proton transport, C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
"177";"P56385";"ATP5I_HUMAN";"F:transmembrane transporter activity, C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o), P:mitochondrial ATP synthesis coupled proton transport, P:ATP catabolic process, C:mitochondrial proton-transporting ATP synthase complex, P:respiratory electron transport chain, F:hydrogen ion transmembrane transporter activity"
"178";"O75964";"ATP5L_HUMAN";"P:mitochondrial ATP synthesis coupled proton transport, F:hydrogen ion transmembrane transporter activity, P:respiratory electron transport chain, F:transmembrane transporter activity, P:ATP catabolic process, C:mitochondrial proton-transporting ATP synthase complex, C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
"179";"P25705";"ATPA_HUMAN";"C:mitochondrial matrix, F:MHC class I protein binding, C:plasma membrane, P:lipid metabolic process, F:ATP binding, P:negative regulation of endothelial cell proliferation, F:proton-transporting ATPase activity, rotational mechanism, P:ATP hydrolysis coupled proton transport, P:respiratory electron transport chain, P:embryo development, C:mitochondrial proton-transporting ATP synthase complex, P:mitochondrial ATP synthesis coupled proton transport, C:proton-transporting ATP synthase complex, catalytic core F(1), C:extracellular vesicular exosome, F:proton-transporting ATP synthase activity, rotational mechanism"
"180";"P06576";"ATPB_HUMAN";"P:ATP hydrolysis coupled proton transport, F:MHC class I protein binding, P:lipid metabolic process, F:ATP binding, C:mitochondrial nucleoid, C:cell surface, P:mitochondrial ATP synthesis coupled proton transport, P:negative regulation of cell adhesion involved in substrate-bound cell migration, C:mitochondrial proton-transporting ATP synthase, catalytic core, P:respiratory electron transport chain, F:proton-transporting ATP synthase activity, rotational mechanism, P:angiogenesis, F:proton-transporting ATPase activity, rotational mechanism, C:extracellular vesicular exosome, C:plasma membrane, P:regulation of intracellular pH"
"181";"P30049";"ATPD_HUMAN";"P:oxidative phosphorylation, C:mitochondrial proton-transporting ATP synthase complex, catalytic core F(1), F:proton-transporting ATP synthase activity, rotational mechanism, F:transmembrane transporter activity, C:mitochondrial matrix, P:mitochondrial ATP synthesis coupled proton transport, P:response to copper ion, P:ATP catabolic process, F:proton-transporting ATPase activity, rotational mechanism, P:respiratory electron transport chain"
"182";"P36542";"ATPG_HUMAN";"P:mitochondrial ATP synthesis coupled proton transport, C:mitochondrial matrix, C:mitochondrial proton-transporting ATP synthase complex, catalytic core F(1), P:ATP catabolic process, F:proton-transporting ATPase activity, rotational mechanism, P:respiratory electron transport chain, P:oxidative phosphorylation, F:proton-transporting ATP synthase activity, rotational mechanism, F:transmembrane transporter activity"
"183";"P56134";"ATPK_HUMAN";"F:transmembrane transporter activity, P:ATP catabolic process, C:integral component of membrane, P:mitochondrial ATP synthesis coupled proton transport, C:proton-transporting ATP synthase complex, coupling factor F(o), C:mitochondrial proton-transporting ATP synthase complex, P:respiratory electron transport chain"
"184";"P48047";"ATPO_HUMAN";"C:plasma membrane, F:proton-transporting ATP synthase activity, rotational mechanism, F:transmembrane transporter activity, P:respiratory electron transport chain, F:drug binding, P:mitochondrial ATP synthesis coupled proton transport, C:mitochondrial proton-transporting ATP synthase complex, P:ATP catabolic process"
"185";"Q9UBB4";"ATX10_HUMAN";"P:cell death, C:extracellular space, C:dendrite, C:cytosol, P:neuron projection development, C:perinuclear region of cytoplasm, C:neuronal cell body"
"186";"Q8WWM7";"ATX2L_HUMAN";"P:stress granule assembly, C:nuclear speck, P:regulation of cytoplasmic mRNA processing body assembly, C:cytoplasmic stress granule, C:membrane"
"187";"Q92843";"B2CL2_HUMAN";"C:mitochondrial outer membrane, P:negative regulation of apoptotic process, F:protein heterodimerization activity, P:intrinsic apoptotic signaling pathway in response to DNA damage, P:spermatogenesis, P:extrinsic apoptotic signaling pathway in absence of ligand, P:Sertoli cell proliferation, C:cytosol, P:negative regulation of intrinsic apoptotic signaling pathway, F:protein homodimerization activity"
"188";"P61769";"B2MG_HUMAN";"P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:endoplasmic reticulum lumen, C:plasma membrane, P:response to cadmium ion, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:ER to Golgi transport vesicle membrane, P:regulation of immune response, C:phagocytic vesicle membrane, P:retina homeostasis, C:early endosome lumen, P:positive regulation of T cell mediated cytotoxicity, C:MHC class I protein complex, C:external side of plasma membrane, C:Golgi membrane, C:early endosome membrane, P:interferon-gamma-mediated signaling pathway, P:T cell differentiation in thymus, C:extracellular space, P:response to drug, P:response to molecule of bacterial origin, P:antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent, P:viral process, C:extracellular vesicular exosome, P:regulation of defense response to virus by virus, P:protein refolding"
"189";"O00154";"BACH_HUMAN";"C:cell body, C:cytosol, F:palmitoyl-CoA hydrolase activity, C:neuron projection, P:medium-chain fatty-acyl-CoA catabolic process, P:coenzyme A biosynthetic process, P:fatty acid catabolic process, C:mitochondrion, P:palmitic acid biosynthetic process, P:medium-chain fatty acid biosynthetic process, P:long-chain fatty-acyl-CoA catabolic process, F:long-chain fatty acyl-CoA binding, C:extracellular vesicular exosome"
"190";"O75531";"BAF_HUMAN";"F:DNA binding, C:cytosol, P:mitotic nuclear envelope reassembly, P:mitotic nuclear envelope disassembly, P:establishment of integrated proviral latency, P:response to virus, P:DNA integration, C:chromosome, C:nucleoplasm"
"191";"P46379";"BAG6_HUMAN";"P:synaptonemal complex assembly, P:spermatogenesis, P:negative regulation of proteasomal ubiquitin-dependent protein catabolic process, P:immune system process, P:intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator, C:nucleus, P:internal peptidyl-lysine acetylation, P:lung development, P:intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress, P:kidney development, F:polyubiquitin binding, F:proteasome binding, P:ubiquitin-dependent protein catabolic process, C:BAT3 complex, P:embryo development, P:chromatin modification, P:cell differentiation, P:transport, P:protein stabilization, P:tail-anchored membrane protein insertion into ER membrane, P:regulation of cell proliferation, P:brain development, F:ribosome binding"
"192";"P51572";"BAP31_HUMAN";"C:Golgi membrane, C:integral component of plasma membrane, P:positive regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:negative regulation of endoplasmic reticulum calcium ion concentration, P:vesicle-mediated transport, C:lipid particle, P:cellular component disassembly involved in execution phase of apoptosis, P:positive regulation of mitochondrial calcium ion concentration, C:endoplasmic reticulum-Golgi intermediate compartment membrane, P:immune response, P:calcium-mediated signaling using intracellular calcium source, P:spermatogenesis, C:integral component of lumenal side of endoplasmic reticulum membrane, C:cytosol, P:antigen processing and presentation of peptide antigen via MHC class I, P:positive regulation of intrinsic apoptotic signaling pathway, P:intracellular protein transport, P:positive regulation of cytosolic calcium ion concentration"
"193";"P35613";"BASI_HUMAN";"C:sarcolemma, C:mitochondrion, F:mannose binding, P:cell surface receptor signaling pathway, P:embryo implantation, C:membrane raft, P:response to peptide hormone, P:response to cAMP, C:integral component of plasma membrane, P:odontogenesis of dentin-containing tooth, C:extracellular vesicular exosome, P:leukocyte migration, P:blood coagulation, P:pyruvate metabolic process, C:melanosome, C:acrosomal membrane, P:decidualization, C:Golgi membrane, P:response to mercury ion, P:protein targeting to plasma membrane"
"194";"Q07812";"BAX_HUMAN";"P:apoptotic process involved in embryonic digit morphogenesis, F:protein homodimerization activity, P:B cell receptor apoptotic signaling pathway, P:regulation of protein heterodimerization activity, P:positive regulation of apoptotic DNA fragmentation, P:response to toxic substance, P:ectopic germ cell programmed cell death, P:positive regulation of extrinsic apoptotic signaling pathway in absence of ligand, P:response to salt stress, P:protein homooligomerization, P:positive regulation of developmental pigmentation, P:B cell homeostasis, P:germ cell development, P:T cell homeostatic proliferation, C:extracellular vesicular exosome, P:viral process, P:intrinsic apoptotic signaling pathway by p53 class mediator, P:cerebral cortex development, P:development of secondary sexual characteristics, P:endoplasmic reticulum calcium ion homeostasis, P:B cell homeostatic proliferation, P:cellular response to organic substance, P:retinal cell programmed cell death, P:spermatid differentiation, P:retinal cell apoptotic process, P:hypothalamus development, C:endoplasmic reticulum membrane, C:mitochondrial outer membrane, P:establishment or maintenance of transmembrane electrochemical gradient, P:regulation of mammary gland epithelial cell proliferation, P:protein insertion into mitochondrial membrane involved in apoptotic signaling pathway, P:mitochondrial fusion, P:glycosphingolipid metabolic process, P:B cell negative selection, P:fertilization, P:vagina development, P:homeostasis of number of cells within a tissue, P:release of cytochrome c from mitochondria, C:mitochondrial permeability transition pore complex, P:regulation of nitrogen utilization, P:positive regulation of endoplasmic reticulum unfolded protein response, F:BH3 domain binding, P:odontogenesis of dentin-containing tooth, P:negative regulation of apoptotic signaling pathway, P:apoptotic process involved in patterning of blood vessels, P:extrinsic apoptotic signaling pathway in absence of ligand, P:intrinsic apoptotic signaling pathway in response to DNA damage, C:cytosol, P:negative regulation of neuron apoptotic process, P:negative regulation of endoplasmic reticulum calcium ion concentration, P:positive regulation of intrinsic apoptotic signaling pathway, P:blood vessel remodeling, P:retina development in camera-type eye, P:ovarian follicle development, P:post-embryonic camera-type eye morphogenesis, P:myeloid cell homeostasis, P:nuclear fragmentation involved in apoptotic nuclear change, P:regulation of protein homodimerization activity, P:positive regulation of apoptotic process involved in mammary gland involution, P:cellular response to UV, P:regulation of cell cycle, P:release of matrix enzymes from mitochondria, C:nucleus, P:response to acid, P:negative regulation of peptidyl-serine phosphorylation, P:positive regulation of protein oligomerization, P:positive regulation of B cell apoptotic process, P:transformed cell apoptotic process, P:neuron migration, P:positive regulation of neuron apoptotic process, P:regulation of mitochondrial membrane potential, P:negative regulation of protein binding, F:channel activity, P:thymocyte apoptotic process, P:Sertoli cell proliferation, P:mitochondrial fragmentation involved in apoptotic process, P:intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress, P:kidney development, P:negative regulation of fibroblast proliferation, C:BAX complex, P:positive regulation of release of cytochrome c from mitochondria, P:activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c, P:response to axon injury, P:extrinsic apoptotic signaling pathway via death domain receptors, P:positive regulation of release of sequestered calcium ion into cytosol, P:response to gamma radiation, P:activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway, P:positive regulation of mitochondrial outer membrane permeabilization, F:lipid binding, P:neuron apoptotic process"
"195";"P54687";"BCAT1_HUMAN";"F:L-valine transaminase activity, P:G1/S transition of mitotic cell cycle, F:branched-chain-amino-acid transaminase activity, C:mitochondrion, C:cytosol, F:L-isoleucine transaminase activity, P:branched-chain amino acid catabolic process, F:L-leucine transaminase activity, P:branched-chain amino acid biosynthetic process, P:cellular nitrogen compound metabolic process, P:cell proliferation"
"196";"O15382";"BCAT2_HUMAN";"C:mitochondrial matrix, P:isoleucine catabolic process, P:cellular nitrogen compound metabolic process, F:L-leucine transaminase activity, P:regulation of hormone levels, P:branched-chain amino acid catabolic process, F:branched-chain-amino-acid transaminase activity, F:L-isoleucine transaminase activity, P:valine metabolic process, P:leucine metabolic process, F:L-valine transaminase activity, P:branched-chain amino acid biosynthetic process"
"197";"P10415";"BCL2_HUMAN";"P:intrinsic apoptotic signaling pathway in response to oxidative stress, P:T cell homeostasis, P:negative regulation of mitotic cell cycle, P:positive regulation of smooth muscle cell migration, P:negative regulation of calcium ion transport into cytosol, P:cell growth, F:channel activity, P:cellular response to organic substance, P:axonogenesis, P:digestive tract morphogenesis, P:actin filament organization, P:positive regulation of multicellular organism growth, P:negative regulation of anoikis, P:negative regulation of autophagy, P:cell aging, F:channel inhibitor activity, P:negative regulation of G1/S transition of mitotic cell cycle, P:B cell homeostasis, P:endoplasmic reticulum calcium ion homeostasis, P:innate immune response, P:female pregnancy, C:myelin sheath, P:positive regulation of intrinsic apoptotic signaling pathway, P:response to cytokine, P:focal adhesion assembly, P:positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway, P:cellular response to glucose starvation, P:response to acid, C:nuclear membrane, F:sequence-specific DNA binding, P:oocyte development, C:mitochondrial outer membrane, P:regulation of mitochondrial membrane permeability, C:endoplasmic reticulum membrane, P:positive regulation of catalytic activity, P:peptidyl-threonine phosphorylation, P:negative regulation of intrinsic apoptotic signaling pathway, P:response to nicotine, P:B cell receptor signaling pathway, P:pigment granule organization, P:response to hydrogen peroxide, P:homeostasis of number of cells within a tissue, P:lymphoid progenitor cell differentiation, P:ear development, P:humoral immune response, P:intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress, P:CD8-positive, alpha-beta T cell lineage commitment, P:regulation of protein heterodimerization activity, P:release of cytochrome c from mitochondria, P:ossification, P:negative regulation of retinal cell programmed cell death, P:response to iron ion, P:response to ischemia, P:axon regeneration, P:intrinsic apoptotic signaling pathway in response to DNA damage, P:response to drug, P:ovarian follicle development, P:regulation of protein stability, P:regulation of nitrogen utilization, P:cell-cell adhesion, P:regulation of viral genome replication, P:regulation of cell-matrix adhesion, P:response to radiation, P:cellular response to hypoxia, P:extrinsic apoptotic signaling pathway via death domain receptors, F:protease binding, P:nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway, P:post-embryonic development, P:negative regulation of osteoblast proliferation, P:negative regulation of myeloid cell apoptotic process, P:metanephros development, P:negative regulation of neuron apoptotic process, P:B cell lineage commitment, P:negative regulation of cellular pH reduction, P:response to glucocorticoid, P:developmental growth, C:cytosol, P:T cell differentiation in thymus, P:regulation of calcium ion transport, P:extrinsic apoptotic signaling pathway in absence of ligand, P:mesenchymal cell development, P:negative regulation of cell growth, P:male gonad development, P:protein polyubiquitination, P:positive regulation of melanocyte differentiation, P:response to toxic substance, P:response to UV-B, P:thymus development, P:behavioral fear response, P:regulation of transmembrane transporter activity, P:organ growth, P:renal system process, P:negative regulation of extrinsic apoptotic signaling pathway in absence of ligand, P:positive regulation of cell growth, P:negative regulation of cell migration, P:defense response to virus, P:cochlear nucleus development, P:spleen development, P:protein dephosphorylation, P:positive regulation of skeletal muscle fiber development, P:negative regulation of mitochondrial depolarization, P:positive regulation of neuron maturation, P:peptidyl-serine phosphorylation, P:regulation of protein homodimerization activity, P:reactive oxygen species metabolic process, P:regulation of mitochondrial membrane potential, C:pore complex, P:gland morphogenesis, P:positive regulation of B cell proliferation, P:response to gamma radiation, P:B cell proliferation, P:hair follicle morphogenesis, P:neuron apoptotic process, P:positive regulation of peptidyl-serine phosphorylation, P:melanocyte differentiation, P:melanin metabolic process, C:endoplasmic reticulum, P:branching involved in ureteric bud morphogenesis, P:regulation of glycoprotein biosynthetic process, P:glomerulus development, P:negative regulation of ossification"
"198";"Q9NYF8";"BCLF1_HUMAN";"P:regulation of DNA-templated transcription in response to stress, C:nucleolus, P:negative regulation of transcription, DNA-templated, P:positive regulation of intrinsic apoptotic signaling pathway, P:positive regulation of apoptotic process, P:positive regulation of response to DNA damage stimulus, P:transcription, DNA-templated, F:DNA binding, P:positive regulation of DNA-templated transcription, initiation, C:cytoplasm, P:apoptotic process"
"199";"P16278";"BGAL_HUMAN";"C:perinuclear region of cytoplasm, P:glycosphingolipid metabolic process, F:galactoside binding, F:beta-galactosidase activity, C:extracellular vesicular exosome, P:keratan sulfate catabolic process, C:lysosomal lumen, P:carbohydrate metabolic process, P:galactose catabolic process"
"200";"P55957";"BID_HUMAN";"P:positive regulation of protein homooligomerization, P:positive regulation of intrinsic apoptotic signaling pathway, P:protein homooligomerization, P:regulation of mitochondrial membrane permeability involved in apoptotic process, P:neuron apoptotic process, P:glial cell apoptotic process, C:integral component of mitochondrial membrane, C:mitochondrial outer membrane, P:signal transduction in response to DNA damage, P:intrinsic apoptotic signaling pathway, P:regulation of cell proliferation, P:response to estradiol, P:positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway, P:positive regulation of extrinsic apoptotic signaling pathway, P:positive regulation of mitochondrial outer membrane permeabilization, P:release of cytochrome c from mitochondria, P:regulation of G1/S transition of mitotic cell cycle, P:positive regulation of release of cytochrome c from mitochondria, P:brain development, P:activation of cysteine-type endopeptidase activity involved in apoptotic process, P:extrinsic apoptotic signaling pathway via death domain receptors, C:cytosol, P:protein targeting to mitochondrion, P:establishment of protein localization to membrane, P:positive regulation of apoptotic process, F:death receptor binding"
"201";"P53004";"BIEA_HUMAN";"P:small molecule metabolic process, C:extracellular vesicular exosome, F:zinc ion binding, C:cytosol, P:heme catabolic process, F:biliverdin reductase activity"
"202";"Q9Y6D6";"BIG1_HUMAN";"C:perinuclear region of cytoplasm, P:endomembrane system organization, C:nuclear matrix, C:Golgi membrane, C:nucleolus, P:Golgi organization, P:protein transport, C:trans-Golgi network, P:positive regulation of wound healing, P:negative regulation of Rho GTPase activity, P:regulation of ARF protein signal transduction, C:cytosol, P:positive regulation of protein glycosylation in Golgi, P:exocytosis, F:ARF guanyl-nucleotide exchange factor activity, P:regulation of establishment of cell polarity, P:negative regulation of actin filament polymerization, F:protein kinase A regulatory subunit binding, C:small nuclear ribonucleoprotein complex"
"203";"Q9NR09";"BIRC6_HUMAN";"C:Golgi apparatus, F:cysteine-type endopeptidase inhibitor activity, P:apoptotic process, P:negative regulation of extrinsic apoptotic signaling pathway, C:membrane, P:spongiotrophoblast layer development, P:protein phosphorylation, F:ubiquitin-protein ligase activity, P:regulation of cell proliferation, P:regulation of cytokinesis, P:mitosis, C:trans-Golgi network, P:positive regulation of cell proliferation, P:labyrinthine layer development, C:midbody, C:endosome, C:spindle pole, C:microtubule organizing center, P:negative regulation of apoptotic process"
"204";"Q8TDH9";"BL1S5_HUMAN";"C:BLOC-1 complex, P:melanosome organization, C:transport vesicle, P:positive regulation of pigment cell differentiation, P:neuron projection development, P:anterograde axon cargo transport, P:anterograde synaptic vesicle transport, P:melanosome transport, P:endosome to melanosome transport"
"205";"Q13867";"BLMH_HUMAN";"F:carboxypeptidase activity, P:response to toxic substance, C:nucleus, F:cysteine-type endopeptidase activity, C:cytosol, P:antigen processing and presentation of peptide antigen via MHC class I, P:proteolysis, P:protein polyubiquitination, F:aminopeptidase activity, P:response to drug, C:extracellular vesicular exosome"
"206";"P30043";"BLVRB_HUMAN";"F:biliverdin reductase activity, F:riboflavin reductase (NADPH) activity, P:small molecule metabolic process, C:cytosol, C:plasma membrane, P:heme catabolic process, C:extracellular vesicular exosome, C:nucleus"
"207";"O95861";"BPNT1_HUMAN";"P:xenobiotic metabolic process, F:3'(2'),5'-bisphosphate nucleotidase activity, C:cytosol, P:phosphatidylinositol phosphorylation, F:magnesium ion binding, F:inositol-1,4-bisphosphate 1-phosphatase activity, P:3'-phosphoadenosine 5'-phosphosulfate metabolic process, P:nervous system development"
"208";"P20290";"BTF3_HUMAN";"P:in utero embryonic development, P:transcription from RNA polymerase II promoter, C:nucleus, P:regulation of transcription, DNA-templated"
"209";"Q06187";"BTK_HUMAN";"P:toll-like receptor TLR6:TLR2 signaling pathway, P:adaptive immune response, P:B cell activation, C:nucleus, P:toll-like receptor 2 signaling pathway, P:regulation of B cell cytokine production, P:innate immune response, C:membrane raft, F:metal ion binding, P:regulation of B cell apoptotic process, P:mesoderm development, F:ATP binding, P:positive regulation of NF-kappaB transcription factor activity, P:apoptotic signaling pathway, P:histamine secretion by mast cell, C:plasma membrane, P:positive regulation of B cell differentiation, P:toll-like receptor 4 signaling pathway, P:MyD88-dependent toll-like receptor signaling pathway, P:B cell receptor signaling pathway, P:I-kappaB kinase/NF-kappaB signaling, P:calcium-mediated signaling, P:transcription, DNA-templated, P:protein autophosphorylation, P:Fc-epsilon receptor signaling pathway, C:perinuclear region of cytoplasm, F:phosphatidylinositol-3,4,5-trisphosphate binding, F:non-membrane spanning protein tyrosine kinase activity, C:mast cell granule, C:cytosol, P:cell maturation, C:cytoplasmic vesicle, P:toll-like receptor TLR1:TLR2 signaling pathway, P:response to organic substance, P:response to reactive oxygen species"
"210";"O60566";"BUB1B_HUMAN";"P:protein localization to kinetochore, P:cell proliferation, P:mitotic spindle assembly checkpoint, P:metaphase/anaphase transition of mitotic cell cycle, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, F:protein serine/threonine kinase activity, C:perinuclear region of cytoplasm, P:spindle organization, C:anaphase-promoting complex, F:protein kinase activity, P:protein localization to chromosome, centromeric region, F:ATP binding, C:condensed nuclear chromosome kinetochore, C:condensed chromosome outer kinetochore, P:mitosis, C:cytosol, C:spindle midzone, P:phosphatidylinositol-mediated signaling, P:apoptotic process, C:microtubule organizing center, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process"
"211";"O43684";"BUB3_HUMAN";"P:attachment of spindle microtubules to kinetochore, C:nucleus, P:meiosis, P:mitotic spindle assembly checkpoint, C:condensed chromosome kinetochore, C:cytosol, C:kinetochore, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, P:regulation of chromosome segregation, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:mitotic sister chromatid segregation"
"212";"P41223";"BUD31_HUMAN";"C:nucleus, F:sequence-specific DNA binding transcription factor activity, P:regulation of transcription from RNA polymerase II promoter"
"213";"Q7L1Q6";"BZW1_HUMAN";"P:transcription, DNA-templated, P:regulation of transcription, DNA-templated, C:cytoplasm"
"214";"Q9Y6E2";"BZW2_HUMAN";"P:cell differentiation, P:nervous system development"
"215";"Q07021";"C1QBP_HUMAN";"P:mature ribosome assembly, C:nucleus, F:mitochondrial ribosome binding, P:positive regulation of trophoblast cell migration, P:mRNA processing, P:blood coagulation, intrinsic pathway, P:immune response, P:RNA splicing, P:positive regulation of apoptotic process, F:kininogen binding, F:transcription factor binding, C:extracellular space, P:negative regulation of MDA-5 signaling pathway, P:negative regulation of interleukin-12 production, P:positive regulation of neutrophil chemotaxis, P:phosphatidylinositol 3-kinase signaling, F:adrenergic receptor binding, P:positive regulation of protein kinase B signaling, C:nucleolus, P:negative regulation of transcription from RNA polymerase II promoter, P:negative regulation of mRNA splicing, via spliceosome, C:mitochondrion, P:transcription, DNA-templated, C:mitochondrial matrix, P:negative regulation of RIG-I signaling pathway, C:cytosol, F:mRNA binding, P:negative regulation of interferon-gamma production, P:negative regulation of defense response to virus, P:positive regulation of substrate adhesion-dependent cell spreading, P:innate immune response, F:transcription corepressor activity, F:hyaluronic acid binding, P:apoptotic process, P:regulation of complement activation, P:viral process, C:cell surface, F:complement component C1q binding, P:positive regulation of dendritic cell chemotaxis, P:positive regulation of mitochondrial translation, C:plasma membrane, P:complement activation, classical pathway"
"216";"P11586";"C1TC_HUMAN";"F:formate-tetrahydrofolate ligase activity, P:one-carbon metabolic process, P:purine nucleotide biosynthetic process, P:methionine biosynthetic process, F:methylenetetrahydrofolate dehydrogenase (NADP+) activity, P:folic acid-containing compound biosynthetic process, C:extracellular vesicular exosome, P:histidine biosynthetic process, F:methenyltetrahydrofolate cyclohydrolase activity, P:folic acid metabolic process, F:ATP binding, P:tetrahydrofolate interconversion, F:methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity, C:mitochondrion, C:cytosol"
"217";"Q6UB35";"C1TM_HUMAN";"P:tetrahydrofolate interconversion, P:formate metabolic process, F:protein homodimerization activity, P:tetrahydrofolate metabolic process, P:oxidation-reduction process, F:formate-tetrahydrofolate ligase activity, F:ATP binding, C:mitochondrion, P:folic acid-containing compound biosynthetic process, P:one-carbon metabolic process"
"218";"Q99643";"C560_HUMAN";"C:mitochondrial respiratory chain complex II, P:tricarboxylic acid cycle, F:succinate dehydrogenase activity, F:metal ion binding, P:respiratory electron transport chain, F:electron carrier activity, C:integral component of membrane, F:heme binding, P:small molecule metabolic process"
"219";"Q9Y376";"CAB39_HUMAN";"C:extracellular vesicular exosome, P:protein heterooligomerization, P:protein phosphorylation, C:protein complex, F:protein kinase activator activity, P:cell cycle arrest, C:cytosol, P:insulin receptor signaling pathway, P:activation of protein kinase activity"
"220";"Q9BRK5";"CAB45_HUMAN";"P:fat cell differentiation, P:response to ethanol, C:bleb, F:calcium ion binding, P:UV protection, F:identical protein binding, C:plasma membrane, C:late endosome, P:zymogen granule exocytosis, P:cerebellum development, C:Golgi lumen, C:extracellular vesicular exosome"
"221";"P00918";"CAH2_HUMAN";"P:response to pH, P:one-carbon metabolic process, P:regulation of anion transport, F:carbonate dehydratase activity, P:positive regulation of cellular pH reduction, P:small molecule metabolic process, C:extracellular space, C:microvillus, P:secretion, P:positive regulation of dipeptide transmembrane transport, P:odontogenesis of dentin-containing tooth, P:carbon dioxide transport, P:bicarbonate transport, P:response to estrogen, P:positive regulation of osteoclast differentiation, P:kidney development, F:zinc ion binding, P:regulation of intracellular pH, P:positive regulation of bone resorption, C:extracellular vesicular exosome, P:response to zinc ion, P:angiotensin-activated signaling pathway, P:morphogenesis of an epithelium, C:axon, C:cytosol, C:apical part of cell, C:plasma membrane, C:basolateral plasma membrane"
"222";"P35219";"CAH8_HUMAN";"P:phosphatidylinositol-mediated signaling, P:one-carbon metabolic process, F:carbonate dehydratase activity, C:cytoplasm, F:zinc ion binding"
"223";"P62158";"CALM_HUMAN";"P:glycogen catabolic process, C:spindle microtubule, P:detection of calcium ion, F:calcium ion binding, P:regulation of high voltage-gated calcium channel activity, C:cytosol, C:extracellular vesicular exosome, P:regulation of rhodopsin mediated signaling pathway, P:fibroblast growth factor receptor signaling pathway, C:spindle pole, C:centrosome, P:positive regulation of ryanodine-sensitive calcium-release channel activity, P:neurotrophin TRK receptor signaling pathway, F:protein phosphatase activator activity, P:positive regulation of cyclic-nucleotide phosphodiesterase activity, C:nucleoplasm, P:Fc-epsilon receptor signaling pathway, P:regulation of nitric-oxide synthase activity, P:epidermal growth factor receptor signaling pathway, P:substantia nigra development, C:plasma membrane, P:positive regulation of phosphoprotein phosphatase activity, P:positive regulation of nitric-oxide synthase activity, P:regulation of cytokinesis, C:growth cone, P:platelet degranulation, P:platelet activation, P:response to corticosterone, P:regulation of heart rate, P:positive regulation of cyclic nucleotide metabolic process, P:glucose metabolic process, P:regulation of cell communication by electrical coupling involved in cardiac conduction, P:synaptic transmission, P:negative regulation of ryanodine-sensitive calcium-release channel activity, P:regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion, P:innate immune response, P:activation of adenylate cyclase activity, P:nitric oxide metabolic process, P:muscle contraction, P:positive regulation of protein dephosphorylation, P:rhodopsin mediated signaling pathway, P:activation of phospholipase C activity, C:sarcomere, P:response to amphetamine, F:nitric-oxide synthase regulator activity, P:inositol phosphate metabolic process"
