"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5838.1.id.csv";"peptide.count.P5838.2.id.csv";"peptide.count.P5839.1.id.csv";"peptide.count.P5839.2.id.csv";"spectra.count.P5838.1.id.csv";"spectra.count.P5838.2.id.csv";"spectra.count.P5839.1.id.csv";"spectra.count.P5839.2.id.csv";"dNSAF.P5838.1.id.csv";"dNSAF.P5838.2.id.csv";"dNSAF.P5839.1.id.csv";"dNSAF.P5839.2.id.csv";"Go.Cc";"norm.sc"
"332";332;"P07686";"P07686";"P07686";"HEXB_HUMAN";"Beta-hexosaminidase subunit beta";"HEXB";3;7;0,000113709082992221;2;2;NA;3;2;2;NA;3;0,000171939963369415;0,000198488641910537;NA;0,000237368718155538;"membrane, lysosomal lumen, acrosomal vesicle";0,000162014535018284
"336";336;"P07858";"P07858";"P07858";"CATB_HUMAN";"Cathepsin B";"CTSB";4;14;0,00036168981936133;4;3;3;4;4;3;3;4;0,000564003655654246;0,000427277541103876;0,000389669755320761;0,000519083607844559;"mitochondrion, lysosome, intracellular, extracellular region, extracellular vesicular exosome, endolysosome lumen, intracellular membrane-bounded organelle, melanosome, perinuclear region of cytoplasm, nucleolus, extracellular space";0,000324029070036569
"337";337;"P07900";"P07900-1,P07900-2";"P07900-1,P07900-2";"HS90A_HUMAN";"Heat shock protein HSP 90-alpha";"HSP90AA1";26;178;0,00142990792275832;25;24;24;24;48;43;44;43;NA;NA;NA;NA;"perinuclear region of cytoplasm, extracellular matrix, neuron projection, neuronal cell body, melanosome, extracellular vesicular exosome, nucleus, cytosol, extracellular region, protein complex, endocytic vesicle lumen, mitochondrion, apical plasma membrane, brush border membrane, cell surface, plasma membrane, cytoplasm, basolateral plasma membrane";0,00411979817617923
"339";339;"P07948";"P07948-1,P07948-2";"P07948-1,P07948-2";"LYN_HUMAN";"Tyrosine-protein kinase Lyn";"LYN";9;21;0,00019369561931273;5;4;6;5;5;4;7;5;NA;NA;NA;NA;"postsynaptic density, mast cell granule, mitochondrial crista, membrane raft, nucleus, plasma membrane, perinuclear region of cytoplasm, Golgi apparatus, alpha2-beta1 integrin complex, cytosol, cytoplasm, mitochondrial intermembrane space";0,000486043605054854
"343";343;"P08195";"P08195-1,P08195-2,P08195-3,P08195-4";"P08195-1,P08195-2,P08195-3,P08195-4";"4F2_HUMAN";"4F2 cell-surface antigen heavy chain";"SLC3A2";20;80;0,000278033670665512;18;18;14;14;24;20;19;17;NA;NA;NA;NA;"extracellular vesicular exosome, nucleus, cytoplasm, cell junction, plasma membrane, integral component of membrane, apical plasma membrane, melanosome";0,00185159468592325
"344";344;"P08238";"P08238";"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";26;167;0,00276403866887065;23;22;20;19;45;44;37;41;0,00390019886666305;0,0040078498685809;0,00308710523114597;0,00355958887736309;"apical plasma membrane, brush border membrane, mitochondrion, cell surface, extracellular vesicular exosome, cytosol, cytoplasm, melanosome, inclusion body, basolateral plasma membrane";0,00386520390686479
"345";345;"P08240";"P08240";"P08240";"SRPR_HUMAN";"Signal recognition particle receptor subunit alpha";"SRPR";2;5;6,86368387614704e-05;1;1;1;2;1;1;1;2;7,49205483020334e-05;7,56776836124421e-05;6,90167434972507e-05;0,000137907008667167;"endoplasmic reticulum, signal recognition particle receptor complex, integral component of membrane, endoplasmic reticulum membrane, membrane, extracellular vesicular exosome";0,000115724667870203
"347";347;"P08559";"P08559-1,P08559-2,P08559-3,P08559-4";"P08559-1,P08559-2,P08559-3,P08559-4";"ODPA_HUMAN";"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial";"PDHA1";9;23;0,000129125252818695;4;4;6;6;4;4;7;8;NA;NA;NA;NA;"intracellular membrane-bounded organelle, pyruvate dehydrogenase complex, mitochondrion, mitochondrial matrix";0,000532333472202935
"348";348;"P08574";"P08574";"P08574";"CY1_HUMAN";"Cytochrome c1, heme protein, mitochondrial";"CYC1";8;26;0,00070064485007709;5;6;6;5;7;6;7;6;0,00102952359605194;0,00089136668574901;0,000948396235257605;0,000812166198735256;"mitochondrion, respiratory chain, mitochondrial inner membrane, integral component of membrane";0,000601768272925057
"349";349;"P08575";"P08575-1,P08575-2";"P08575-1,P08575-2";"PTPRC_HUMAN";"Receptor-type tyrosine-protein phosphatase C";"PTPRC";11;29;9,73864103347183e-05;6;7;6;7;6;8;6;9;NA;NA;NA;NA;"external side of plasma membrane, extracellular vesicular exosome, plasma membrane, focal adhesion, membrane raft, integral component of plasma membrane";0,000671203073647179
"354";354;"P08754";"P08754";"P08754";"GNAI3_HUMAN";"Guanine nucleotide-binding protein G(k) subunit alpha";"GNAI3";2;6;0,000210757634723223;1;1;2;2;1;1;2;2;0,000204146904315327;0,000190081221249574;0,000390927769058681;0,000315118627855395;"zymogen granule, heterotrimeric G-protein complex, extrinsic component of cytoplasmic side of plasma membrane, cytoplasm, Golgi apparatus, lysosomal membrane, midbody, extracellular vesicular exosome, centrosome, membrane raft, plasma membrane";0,000138869601444244
"355";355;"P08758";"P08758";"P08758";"ANXA5_HUMAN";"Annexin A5";"ANXA5";13;64;0,00183919273145236;12;12;11;11;16;15;16;17;0,00250946376537661;0,00237100885532196;0,00230647383744622;0,00246693132847898;"cytoplasm, external side of plasma membrane, endothelial microparticle, extracellular vesicular exosome, intracellular";0,0014812757487386
"356";356;"P08865";"P08865";"P08865";"RSSA_HUMAN";"40S ribosomal protein SA";"RPSA";10;51;0,00151410539635303;8;8;10;9;10;11;16;14;0,00162031558700669;0,00180035926641396;0,00238821328006758;0,00208777186680532;"cytosolic small ribosomal subunit, 90S preribosome, nucleus, extracellular vesicular exosome, plasma membrane, cytosol, cytoplasm";0,00118039161227607
"357";357;"P08962";"P08962";"P08962";"CD63_HUMAN";"CD63 antigen";"CD63";3;5;0,000183992870293354;3;NA;2;NA;3;NA;2;NA;0,000602512308613832;NA;0,000370022540766773;NA;"lysosomal membrane, integral component of plasma membrane, plasma membrane, endosome membrane, cell surface, late endosome membrane, platelet dense granule membrane, extracellular vesicular exosome";0,000115724667870203
"359";359;"P09104";"P09104";"P09104";"ENOG_HUMAN";"Gamma-enolase";"ENO2";1;1;2,67307889316415e-05;0;0;1;0;0;0;1;0;0;0;0,00013628658819768;0;"phosphopyruvate hydratase complex, cytosol, extracellular vesicular exosome, photoreceptor inner segment, extracellular space, perikaryon, plasma membrane";2,31449335740406e-05
"360";360;"P09211";"P09211";"P09211";"GSTP1_HUMAN";"Glutathione S-transferase P";"GSTP1";7;34;0,00141797172039411;7;6;6;6;9;8;9;8;0,00204854184928703;0,00183932808170431;0,00188711495791054;0,00167589850532672;"extracellular space, cytosol, plasma membrane, mitochondrion, cytoplasm, nucleus, intracellular, TRAF2-GSTP1 complex, extracellular vesicular exosome";0,000786927741517382
"365";365;"P09496";"P09496-2";"P09496-2";"CLCA_HUMAN";"Clathrin light chain A";"CLTA";5;9;0,000317832845297067;3;NA;2;4;3;NA;2;4;NA;NA;NA;NA;"clathrin coat of trans-Golgi network vesicle, plasma membrane, clathrin coat of coated pit, clathrin coat, clathrin-coated endocytic vesicle membrane, intracellular membrane-bounded organelle, clathrin complex, cytoplasmic membrane-bounded vesicle, cytosol, trans-Golgi network membrane";0,000208304402166366
"367";367;"P09543";"P09543-1,P09543-2";"P09543-1,P09543-2";"CN37_HUMAN";"2',3'-cyclic-nucleotide 3'-phosphodiesterase";"CNP";4;5;5,20074859023968e-05;1;3;1;NA;1;3;1;NA;NA;NA;NA;NA;"microtubule, extracellular vesicular exosome, perinuclear region of cytoplasm, pseudopodium, extracellular space, mitochondrial outer membrane, microvillus, myelin sheath adaxonal region, nucleus, plasma membrane, myelin sheath abaxonal region, cytoplasm, mitochondrial inner membrane, melanosome";0,000115724667870203
"371";371;"P09669";"P09669";"P09669";"COX6C_HUMAN";"Cytochrome c oxidase subunit 6C";"COX6C";3;8;0,00093419313343612;2;2;2;2;2;2;2;2;0,0012746482617786;0,00128752965719301;0,00117420486269989;0,0011731289537287;"mitochondrion, integral component of membrane, mitochondrial inner membrane";0,000185159468592325
"373";373;"P09936";"P09936";"P09936";"UCHL1_HUMAN";"Ubiquitin carboxyl-terminal hydrolase isozyme L1";"UCHL1";5;30;0,00117821443398614;5;5;5;4;9;8;7;6;0,00192912012713128;0,00173210267783814;0,00138219182268485;0,00118365028963658;"nucleus, axon, endoplasmic reticulum membrane, neuronal cell body, cytosol, cytoplasm";0,000694348007221219
"378";378;"P10316";"P10316";"P10316";"1A69_HUMAN";"HLA class I histocompatibility antigen, A-69 alpha chain";"HLA-A";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"early endosome membrane, ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, Golgi membrane, MHC class I protein complex, plasma membrane, extracellular vesicular exosome, integral component of lumenal side of endoplasmic reticulum membrane";0
"379";379;"P10319";"P10319";"P10319";"1B58_HUMAN";"HLA class I histocompatibility antigen, B-58 alpha chain";"HLA-B";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane, Golgi membrane, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, cell surface, MHC class I protein complex, early endosome membrane";0
"380";380;"P10321";"P10321";"P10321";"1C07_HUMAN";"HLA class I histocompatibility antigen, Cw-7 alpha chain";"HLA-C";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"plasma membrane, ER to Golgi transport vesicle membrane, cell surface, early endosome membrane, MHC class I protein complex, phagocytic vesicle membrane, Golgi membrane, extracellular vesicular exosome, integral component of lumenal side of endoplasmic reticulum membrane";0
"381";381;"P10415";"P10415-1,P10415-2";"P10415-1,P10415-2";"BCL2_HUMAN";"Apoptosis regulator Bcl-2";"BCL2";1;1;1,83223025647775e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;"nuclear membrane, mitochondrial outer membrane, membrane, nucleus, cytoplasm, endoplasmic reticulum, pore complex, myelin sheath, endoplasmic reticulum membrane, mitochondrion, cytosol";2,31449335740406e-05
"384";384;"P10619";"P10619";"P10619";"PPGB_HUMAN";"Lysosomal protective protein";"CTSA";2;3;5,47378789122727e-05;1;1;1;NA;1;1;1;NA;9,95818954514527e-05;0,000100588254468204;9,17347548984291e-05;NA;"extracellular vesicular exosome, intracellular membrane-bounded organelle, mitochondrion, lysosome, endoplasmic reticulum, lysosomal lumen, nucleus";6,94348007221219e-05
"385";385;"P10620";"P10620";"P10620";"MGST1_HUMAN";"Microsomal glutathione S-transferase 1";"MGST1";2;11;0,000621539786358709;2;2;2;2;2;2;4;3;0,000616765287957385;0,000622998221222426;0,00113632728648377;0,000851464563190188;"peroxisomal membrane, nucleus, mitochondrial outer membrane, mitochondrion, endoplasmic reticulum membrane, apical part of cell, integral component of membrane, endoplasmic reticulum, mitochondrial inner membrane";0,000254594269314447
"386";386;"P10768";"P10768";"P10768";"ESTD_HUMAN";"S-formylglutathione hydrolase";"ESD";12;38;0,00118016419782489;9;8;7;9;10;9;9;10;0,00169501098640771;0,00154092645142781;0,0014052983729121;0,00156001190655413;"cytoplasmic membrane-bounded vesicle, Golgi apparatus, extracellular vesicular exosome, nucleus, plasma membrane, cytoplasm";0,000879507475813544
"387";387;"P10809";"P10809";"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";36;309;0,00472293321714269;32;32;33;31;72;76;79;82;0,00600619599790961;0,00640394332111709;0,00607082357024159;0,00629558731713048;"secretory granule, early endosome, mitochondrial inner membrane, protein complex, extracellular vesicular exosome, extracellular space, mitochondrion, coated vesicle, cytosol, cell surface, lipopolysaccharide receptor complex, coated pit, plasma membrane, mitochondrial matrix, cytoplasm";0,00715178447437856
"388";388;"P11021";"P11021";"P11021";"GRP78_HUMAN";"78 kDa glucose-regulated protein";"HSPA5";30;134;0,00188854526728511;24;24;21;24;34;36;30;34;0,00264560083983518;0,00279320447013591;0,00212634186119129;0,00238657753897193;"nucleus, midbody, endoplasmic reticulum-Golgi intermediate compartment, cell surface, integral component of endoplasmic reticulum membrane, melanosome, endoplasmic reticulum chaperone complex, extracellular vesicular exosome, endoplasmic reticulum lumen, endoplasmic reticulum membrane, endoplasmic reticulum";0,00310142109892145
"389";389;"P11142";"P11142-1";"P11142-1";"HSP7C_HUMAN";"Heat shock cognate 71 kDa protein";"HSPA8";28;177;0,00267580491298634;23;22;23;21;40;40;43;54;NA;NA;NA;NA;"nucleus, Prp19 complex, plasma membrane, spliceosomal complex, ribonucleoprotein complex, blood microparticle, melanosome, cytosol, intracellular, extracellular vesicular exosome, clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane, nucleolus";0,00409665324260519
"390";390;"P11171";"P11171-1,P11171-2,P11171-3,P11171-4,P11171-5,P11171-6";"P11171-1,P11171-2,P11171-3,P11171-4,P11171-5,P11171-6";"41_HUMAN";"Protein 4.1";"EPB41";1;1;7,32090973106528e-06;0;1;0;0;0;1;0;0;NA;NA;NA;NA;"cortical cytoskeleton, spectrin, spectrin-associated cytoskeleton, nucleus, plasma membrane, protein complex, extrinsic component of membrane";2,31449335740406e-05
"394";394;"P11233";"P11233";"P11233";"RALA_HUMAN";"Ras-related protein Ral-A";"RALA";3;6;0,000255089144445543;2;2;2;NA;2;2;2;NA;0,000464070969094149;0,000468760797521728;0,000427501770400446;NA;"cleavage furrow, extracellular vesicular exosome, plasma membrane, midbody, cytoplasmic vesicle membrane, cell surface";0,000138869601444244
"395";395;"P11279";"P11279";"P11279";"LAMP1_HUMAN";"Lysosome-associated membrane glycoprotein 1";"LAMP1";5;17;0,000357043238948158;3;4;5;5;3;4;5;5;0,00034387992673883;0,000463140164457919;0,000527969812365059;0,00052748604034564;"neuronal cell body, dendrite, cytolytic granule, multivesicular body, endosome membrane, melanosome, alveolar lamellar body, late endosome, integral component of plasma membrane, external side of plasma membrane, cytoplasm, membrane, lysosomal membrane, extracellular vesicular exosome, lysosome, sarcolemma";0,000393463870758691
"398";398;"P11413";"P11413-1,P11413-2,P11413-3";"P11413-1,P11413-2,P11413-3";"G6PD_HUMAN";"Glucose-6-phosphate 1-dehydrogenase";"G6PD";19;67;0,000379799392841141;12;13;15;14;16;15;18;18;NA;NA;NA;NA;"extracellular vesicular exosome, cytosol, cytoplasm, cytoplasmic side of plasma membrane, nucleus";0,00155071054946072
"399";399;"P11532";"P11532-1,P11532-4";"P11532-1,P11532-4";"DMD_HUMAN";"Dystrophin";"DMD";0;0;0;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;"Z disc, cytosol, sarcolemma, nucleus, syntrophin complex, cell-substrate junction, neuron projection terminus, protein complex, membrane raft, plasma membrane, dystrophin-associated glycoprotein complex, costamere, filopodium, cell surface, cytoskeleton, postsynaptic membrane";0
"405";405;"P12074";"P12074";"P12074";"CX6A1_HUMAN";"Cytochrome c oxidase subunit 6A1, mitochondrial";"COX6A1";2;10;0,000803491800547122;NA;NA;2;1;NA;NA;6;4;NA;NA;0,00242381737713281;0,00161439764274592;"mitochondrial respiratory chain complex IV, mitochondrial inner membrane";0,000231449335740406
"407";407;"P12236";"P12236";"P12236";"ADT3_HUMAN";"ADP/ATP translocase 3";"SLC25A6";4;16;0,00073440641098496;3;4;3;2;3;7;3;3;0,000769921768859554;0,00180432866465235;0,000725370606152313;0,000637741243302181;"mitochondrion, mitochondrial inner membrane, mitochondrial inner membrane presequence translocase complex, integral component of membrane";0,00037031893718465
"408";408;"P12268";"P12268";"P12268";"IMDH2_HUMAN";"Inosine-5'-monophosphate dehydrogenase 2";"IMPDH2";15;51;0,000902413160876378;11;9;9;9;14;12;13;12;0,00130192672652483;0,0011272146804219;0,0011932147107411;0,00111264662440222;"nucleus, extracellular vesicular exosome, peroxisomal membrane, cytosol, cytoplasm";0,00118039161227607
"409";409;"P12270";"P12270";"P12270";"TPR_HUMAN";"Nucleoprotein TPR";"TPR";12;21;7,78329552032316e-05;6;7;3;3;8;7;3;3;0,000161825847877096;0,00014302858020024;5,59026860151239e-05;5,58514630954207e-05;"nuclear envelope, nucleoplasm, kinetochore, mitotic spindle, nuclear inclusion body, nucleus, cytoplasm, nuclear pore, cytoplasmic dynein complex, nuclear pore nuclear basket, nuclear membrane, nuclear periphery, extrinsic component of membrane";0,000486043605054854
"411";411;"P12532";"P12532-1,P12532-2";"P12532-1,P12532-2";"KCRU_HUMAN";"Creatine kinase U-type, mitochondrial";"CKMT1B,CKMT1A";1;2;2,10025434675387e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA;"mitochondrion, mitochondrial inner membrane";4,62898671480813e-05
"412";412;"P12814";"P12814-1,P12814-2,P12814-3";"P12814-1,P12814-2,P12814-3";"ACTN1_HUMAN";"Alpha-actinin-1";"ACTN1";21;62;0,000277526669946313;14;15;12;14;15;18;14;15;NA;NA;NA;NA;"cytosol, focal adhesion, Z disc, pseudopodium, plasma membrane, nucleus, cell projection, platelet alpha granule lumen, extracellular region, fascia adherens, cytoskeleton, ruffle, extracellular vesicular exosome, cytoplasm, dendritic spine";0,00143498588159052
"414";414;"P12956";"P12956";"P12956";"XRCC6_HUMAN";"X-ray repair cross-complementing protein 6";"XRCC6";20;83;0,0012511515179948;16;17;15;16;18;22;20;23;0,00149127567572619;0,00182347180513789;0,00151836835693952;0,00173368810895868;"nonhomologous end joining complex, nuclear telomere cap complex, cytosol, nucleoplasm, membrane, Ku70:Ku80 complex, transcription factor complex, nucleolus, nucleus";0,00192102948664537
"416";416;"P13073";"P13073";"P13073";"COX41_HUMAN";"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial";"COX4I1";7;23;0,0011919254106341;5;5;6;6;6;5;6;6;0,00169701691656914;0,0014284722528029;0,00156329049767737;0,00156185807449088;"mitochondrial inner membrane, mitochondrion, nucleus";0,000532333472202935
"417";417;"P13164";"P13164,Q01628,Q01629";"P13164,Q01628,Q01629";"IFM1_HUMAN, IFM2_HUMAN, IFM3_HUMAN";"Interferon-induced transmembrane protein 1, Interferon-induced transmembrane protein 2, Interferon-induced transmembrane protein 3";"IFITM1, IFITM2, IFITM3";1;6;0,000134739394245594;1;1;1;1;1;2;1;2;0,000122562332863326;0,000247601857152503;0,000112904313721143;0,000225601721870905;"integral component of membrane, plasma membrane";0,000138869601444244
"418";418;"P13284";"P13284";"P13284";"GILT_HUMAN";"Gamma-interferon-inducible lysosomal thiol reductase";"IFI30";1;3;0,000105096727511564;NA;NA;1;1;NA;NA;1;2;NA;NA;0,000176130729404984;0,000351938686118611;"lysosome, cell junction, extracellular region, cytoplasm, intracellular membrane-bounded organelle, plasma membrane, lysosomal lumen";6,94348007221219e-05
"419";419;"P13473";"P13473-1,P13473-2,P13473-3";"P13473-1,P13473-2,P13473-3";"LAMP2_HUMAN";"Lysosome-associated membrane glycoprotein 2";"LAMP2";4;16;0,000113925991882454;3;3;4;2;3;4;6;3;NA;NA;NA;NA;"lysosomal membrane, lysosome, late endosome membrane, phagocytic vesicle membrane, integral component of membrane, late endosome, platelet dense granule membrane, membrane, plasma membrane, extracellular vesicular exosome";0,00037031893718465
"422";422;"P13612";"P13612";"P13612";"ITA4_HUMAN";"Integrin alpha-4";"ITGA4";1;2;1,69729857092318e-05;1;1;NA;NA;1;1;NA;NA;4,63171606750943e-05;4,67852346363741e-05;NA;NA;"plasma membrane, cell surface, external side of plasma membrane, integrin complex, extracellular vesicular exosome";4,62898671480813e-05
"426";426;"P13674";"P13674-1,P13674-2,P13674-3";"P13674-1,P13674-2,P13674-3";"P4HA1_HUMAN";"Prolyl 4-hydroxylase subunit alpha-1";"P4HA1";3;4;2,18678167939167e-05;2;2;NA;NA;2;2;NA;NA;NA;NA;NA;NA;"endoplasmic reticulum, endoplasmic reticulum lumen, mitochondrion, intracellular membrane-bounded organelle";9,25797342961626e-05
"428";428;"P13796";"P13796";"P13796";"PLSL_HUMAN";"Plastin-2";"LCP1";29;167;0,00270892938639159;27;26;28;25;42;43;44;38;0,0038283200082023;0,00387484429306408;0,00352261458809968;0,00303823037699294;"plasma membrane, focal adhesion, actin cytoskeleton, actin filament, actin filament bundle, extracellular vesicular exosome, ruffle, cytosol, filopodium, cytoplasm, phagocytic cup, extracellular space, ruffle membrane";0,00386520390686479
"430";430;"P13798";"P13798";"P13798";"ACPH_HUMAN";"Acylamino-acid-releasing enzyme";"APEH";8;23;0,000275184965023447;6;4;5;6;6;6;5;6;0,000391797621448339;0,000395757066760148;0,000300769688191571;0,000360592916105134;"cytoplasm, nuclear membrane, extracellular vesicular exosome";0,000532333472202935
"432";432;"P13861";"P13861";"P13861";"KAP2_HUMAN";"cAMP-dependent protein kinase type II-alpha regulatory subunit";"PRKAR2A";2;3;6,50351036581458e-05;NA;NA;1;2;NA;NA;1;2;NA;NA;0,000108991787998134;0,000217783840419933;"cytosol, extracellular vesicular exosome, cytoplasm, cAMP-dependent protein kinase complex, centrosome, AMP-activated protein kinase complex, membrane, plasma membrane";6,94348007221219e-05
"433";433;"P13987";"P13987";"P13987";"CD59_HUMAN";"CD59 glycoprotein";"CD59";2;5;0,000342111743201704;1;NA;2;2;1;NA;2;2;0,000373432107942948;NA;0,000688010661738218;0,000687380246325412;"extracellular vesicular exosome, extracellular region, extracellular space, compact myelin, sarcolemma, plasma membrane, anchored component of external side of plasma membrane, cell surface, membrane";0,000115724667870203
"436";436;"P14209";"P14209-1";"P14209-1";"CD99_HUMAN";"CD99 antigen";"CD99";2;3;0,000142022604745356;1;2;NA;NA;1;2;NA;NA;NA;NA;NA;NA;"cytoplasm, plasma membrane, integral component of plasma membrane";6,94348007221219e-05
"438";438;"P14317";"P14317";"P14317";"HCLS1_HUMAN";"Hematopoietic lineage cell-specific protein";"HCLS1";12;50;0,000901035043823419;12;12;10;11;12;13;12;13;0,00118022987201722;0,00129150351415966;0,00108722672472212;0,00117674972210441;"cytoplasm, transcription factor complex, nucleus, mitochondrion, membrane";0,00115724667870203
"441";441;"P14550";"P14550";"P14550";"AK1A1_HUMAN";"Alcohol dehydrogenase [NADP(+)]";"AKR1A1";11;30;0,000846331820105139;6;7;8;7;6;7;9;8;0,00094548085351709;0,00103992780004051;0,00128354377704037;0,00115056878154161;"extracellular space, cytosol, apical plasma membrane, extracellular vesicular exosome";0,000694348007221219
"442";442;"P14618";"P14618-1";"P14618-1";"KPYM_HUMAN";"Pyruvate kinase isozymes M1/M2";"PKM";32;262;0,00450204189109204;28;28;29;27;52;59;70;81;NA;NA;NA;NA;"cytosol, mitochondrion, nucleus, cytoplasm, extracellular vesicular exosome, cilium, plasma membrane";0,00606397259639865
"443";443;"P14625";"P14625";"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";37;148;0,0016551832618299;32;35;29;27;41;40;33;34;0,00249731978653659;0,00246236324761162;0,00186126406807615;0,00191236089717419;"extracellular region, endoplasmic reticulum membrane, cytosol, endoplasmic reticulum, perinuclear region of cytoplasm, endocytic vesicle lumen, midbody, extracellular vesicular exosome, melanosome, plasma membrane, endoplasmic reticulum lumen";0,00342545016895802
"445";445;"P14735";"P14735-1";"P14735-1";"IDE_HUMAN";"Insulin-degrading enzyme";"IDE";6;14;0,000120326642554947;3;3;4;4;3;3;4;4;NA;NA;NA;NA;"peroxisome, nucleus, plasma membrane, peroxisomal matrix, cytoplasm, mitochondrion, cell surface, cytosolic proteasome complex, cytosol, extracellular space";0,000324029070036569
"448";448;"P14927";"P14927";"P14927";"QCR7_HUMAN";"Cytochrome b-c1 complex subunit 7";"UQCRB";7;19;0,00149912749453431;5;4;4;5;6;4;4;5;0,00258374647657823;0,00173990494215272;0,00158676332797283;0,00198163674616335;"mitochondrial respiratory chain, mitochondrial respiratory chain complex III, mitochondrial inner membrane";0,000439753737906772
"451";451;"P15144";"P15144";"P15144";"AMPN_HUMAN";"Aminopeptidase N";"ANPEP";5;8;7,24555170710538e-05;1;4;2;NA;1;4;3;NA;4,94305168735236e-05;0,000199720215696952;0,000136606046591249;NA;"cytosol, extracellular vesicular exosome, endoplasmic reticulum-Golgi intermediate compartment, integral component of plasma membrane, external side of plasma membrane, lysosomal membrane";0,000185159468592325
"452";452;"P15153";"P15153";"P15153";"RAC2_HUMAN";"Ras-related C3 botulinum toxin substrate 2";"RAC2";3;18;0,00108769462612774;3;3;3;3;4;5;4;5;0,00133891624136407;0,00165027604986898;0,00123841919112879;0,00148411644092987;"extracellular vesicular exosome, plasma membrane, cytosol, nuclear envelope";0,000416608804332732
"454";454;"P15311";"P15311";"P15311";"EZRI_HUMAN";"Ezrin";"EZR";11;42;0,000894884551430596;8;8;8;10;9;10;12;11;0,00104811637980998;0,00111904102995278;0,00129280022590201;0,00122810493646448;"actin cytoskeleton, microspike, Schwann cell microvillus, cortical cytoskeleton, ruffle membrane, cytosol, filopodium, apical plasma membrane, plasma membrane, astrocyte projection, ruffle, T-tubule, nucleolus, uropod, actin filament, apical part of cell, extracellular vesicular exosome, microvillus membrane, basolateral plasma membrane, membrane raft, cell tip, cell body, extrinsic component of membrane, microvillus";0,000972087210109707
"456";456;"P15498";"P15498";"P15498";"VAV_HUMAN";"Proto-oncogene vav";"VAV1";2;2;2,07291375762453e-05;NA;2;NA;NA;NA;2;NA;NA;NA;0,000114277780224232;NA;NA;"plasma membrane, cytosol";4,62898671480813e-05
"457";457;"P15531";"P15531-1,P15531-2";"P15531-1,P15531-2";"NDKA_HUMAN";"Nucleoside diphosphate kinase A";"NME1";1;8;0,00056213482836737;1;1;1;1;2;2;2;2;NA;NA;NA;NA;"ruffle membrane, nucleus, cytoplasm, perinuclear region of cytoplasm, cytosol, centrosome";0,000185159468592325
"461";461;"P15954";"P15954";"P15954";"COX7C_HUMAN";"Cytochrome c oxidase subunit 7C, mitochondrial";"COX7C";2;2;0,000278033670665512;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00139786293178559;NA;"integral component of membrane, mitochondrion, mitochondrial inner membrane";4,62898671480813e-05
"462";462;"P16070";"P16070-1,P16070-10,P16070-11,P16070-12,P16070-13,P16070-14,P16070-16,P16070-17,P16070-18,P16070-3,P16070-4,P16070-5,P16070-6,P16070-7,P16070-8";"P16070-1,P16070-10,P16070-11,P16070-12,P16070-13,P16070-14,P16070-16,P16070-17,P16070-18,P16070-3,P16070-4,P16070-5,P16070-6,P16070-7,P16070-8";"CD44_HUMAN";"CD44 antigen";"CD44";5;21;1,65246426904974e-05;4;3;4;4;5;5;5;6;NA;NA;NA;NA;"extracellular vesicular exosome, plasma membrane, integral component of plasma membrane, cytoplasm, Golgi apparatus, external side of plasma membrane, cell surface, basolateral plasma membrane";0,000486043605054854
"463";463;"P16150";"P16150";"P16150";"LEUK_HUMAN";"Leukosialin";"SPN";3;7;0,000153266060954364;2;NA;3;2;2;NA;3;2;0,000238996549083487;NA;0,000330245117634345;0,000219961678824132;"external side of plasma membrane, extracellular vesicular exosome, extracellular space, plasma membrane, cell surface, integral component of plasma membrane, basement membrane, uropod";0,000162014535018284
"465";465;"P16188";"P16188";"P16188";"1A30_HUMAN";"HLA class I histocompatibility antigen, A-30 alpha chain";"HLA-A";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"Golgi membrane, plasma membrane, MHC class I protein complex, early endosome membrane, extracellular vesicular exosome, integral component of lumenal side of endoplasmic reticulum membrane, phagocytic vesicle membrane, integral component of plasma membrane, ER to Golgi transport vesicle membrane";0
