"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5838.1.id.csv";"peptide.count.P5838.2.id.csv";"peptide.count.P5839.1.id.csv";"peptide.count.P5839.2.id.csv";"spectra.count.P5838.1.id.csv";"spectra.count.P5838.2.id.csv";"spectra.count.P5839.1.id.csv";"spectra.count.P5839.2.id.csv";"dNSAF.P5838.1.id.csv";"dNSAF.P5838.2.id.csv";"dNSAF.P5839.1.id.csv";"dNSAF.P5839.2.id.csv";"Go.Cc"
"292";"P04632";"P04632";"P04632";"CPNS1_HUMAN";"Calpain small subunit 1";"CAPNS1";8;23;0,000751624605959565;7;6;5;5;7;6;5;5;0,00124848943551075;0,00108094840622548;0,000821505267747126;0,000820752532925865;"membrane, plasma membrane, cytosol, extracellular vesicular exosome"
"293";"P04792";"P04792";"P04792";"HSPB1_HUMAN";"Heat shock protein beta-1";"HSPB1";7;20;0,000854444939118403;4;5;5;5;4;5;5;6;0,000932669459837996;0,00117761858889605;0,00107396786222551;0,00128758055897053;"spindle, proteasome complex, plasma membrane, cytoskeleton, cytoplasm, extracellular space, extracellular vesicular exosome, Z disc, nucleus, cytosol"
"294";"P04843";"P04843";"P04843";"RPN1_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1";"RPN1";27;102;0,00147170046762486;18;24;21;24;23;27;24;28;0,00181117648399347;0,00214765037546611;0,00174099567780874;0,0020293004965653;"oligosaccharyltransferase complex, rough endoplasmic reticulum, integral component of membrane, melanosome, endoplasmic reticulum membrane"
"295";"P04844";"P04844-1";"P04844-1";"RPN2_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2";"RPN2";18;59;0,000818899488006108;12;11;14;14;13;13;16;17;NA;NA;NA;NA;"endoplasmic reticulum membrane, nucleus, endoplasmic reticulum, rough endoplasmic reticulum, autophagic vacuole membrane, oligosaccharyltransferase complex, integral component of membrane"
"296";"P04899";"P04899-1,P04899-4";"P04899-1,P04899-4";"GNAI2_HUMAN";"Guanine nucleotide-binding protein G(i) subunit alpha-2";"GNAI2";5;24;0,000420327902490259;5;5;4;4;6;8;5;5;NA;NA;NA;NA;"heterotrimeric G-protein complex, extrinsic component of cytoplasmic side of plasma membrane, plasma membrane, cytoplasm, centrosome, extracellular vesicular exosome, nucleus, membrane raft, midbody, cytosol"
"297";"P05023";"P05023-1,P05023-3";"P05023-1,P05023-3";"AT1A1_HUMAN";"Sodium/potassium-transporting ATPase subunit alpha-1";"ATP1A1";17;57;0,000243992891339163;14;10;13;14;17;11;14;15;NA;NA;NA;NA;"basolateral plasma membrane, integral component of membrane, endosome, Golgi apparatus, endoplasmic reticulum, caveola, melanosome, T-tubule, sodium:potassium-exchanging ATPase complex, extracellular vesicular exosome, plasma membrane, membrane"
"298";"P05114";"P05114";"P05114";"HMGN1_HUMAN";"Non-histone chromosomal protein HMG-14";"HMGN1";2;6;0,000525483637557818;2;2;1;1;2;2;1;1;0,000955986196333946;0,000965647242894761;0,00044032682351246;0,000439923357648264;"nucleus, chromatin, cytoplasm"
"299";"P05141";"P05141";"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";5;73;0,00335072925011888;4;5;5;5;17;15;19;22;0,00436289002353747;0,00386641856711218;0,00459401383896465;0,00467676911754933;"mitochondrion, integral component of plasma membrane, mitochondrial nucleoid, mitochondrial inner membrane, MMXD complex"
"300";"P05166";"P05166-1,P05166-2";"P05166-1,P05166-2";"PCCB_HUMAN";"Propionyl-CoA carboxylase beta chain, mitochondrial";"PCCB";1;4;3,24974420258391e-05;1;1;1;1;1;1;1;1;NA;NA;NA;NA;"cytosol, mitochondrial matrix, mitochondrion"
"301";"P05198";"P05198";"P05198";"IF2A_HUMAN";"Eukaryotic translation initiation factor 2 subunit 1";"EIF2S1";10;28;0,000778494277863434;8;7;7;5;9;7;7;5;0,00136569456619135;0,00107294138099418;0,00097850405224991;0,000698291043886133;"nucleus, polysome, cytosol, eukaryotic translation initiation factor 2 complex, extracellular vesicular exosome, cytoplasmic stress granule"
"302";"P05204";"P05204";"P05204";"HMGN2_HUMAN";"Non-histone chromosomal protein HMG-17";"HMGN2";1;2;0,000194623569465858;1;1;NA;NA;1;1;NA;NA;0,000531103442407748;0,000536470690497089;NA;NA;"cytoplasm, nucleus, chromatin"
"303";"P05386";"P05386";"P05386";"RLA1_HUMAN";"60S acidic ribosomal protein P1";"RPLP1";1;5;0,00042253801265614;1;1;1;1;1;1;1;2;0,000471703715296355;0,000484033705711659;0,000441430399511238;0,0007717953642952;"cytosol, cytosolic large ribosomal subunit, cytoplasm"
"304";"P05387";"P05387";"P05387";"RLA2_HUMAN";"60S acidic ribosomal protein P2";"RPLP2";4;25;0,00209431884533913;4;4;4;4;7;6;6;6;0,00327321360701297;0,00287894830179804;0,00262555124578858;0,00229525230077355;"cytosol, cytosolic large ribosomal subunit, extracellular vesicular exosome"
"305";"P05388";"P05388";"P05388";"RLA0_HUMAN";"60S acidic ribosomal protein P0";"RPLP0";12;51;0,00140902552657459;11;9;11;12;13;11;13;14;0,00196022406188349;0,00167541319745148;0,00180575668948327;0,00194287918204281;"ribonucleoprotein complex, extracellular vesicular exosome, cytosolic large ribosomal subunit, nucleus, cytosol, cytoplasm"
"306";"P05455";"P05455";"P05455";"LA_HUMAN";"Lupus La protein";"SSB";26;89;0,00191045930321265;20;19;19;16;24;22;25;18;0,00281172410686455;0,00260346070388293;0,00269808102642438;0,00194083834256587;"ribonucleoprotein complex, nucleus"
"307";"P05556";"P05556-1";"P05556-1";"ITB1_HUMAN";"Integrin beta-1";"ITGB1";5;14;0,000153650186420415;2;3;2;4;3;4;2;5;NA;NA;NA;NA;"integrin complex, filopodium, plasma membrane, sarcolemma, cell surface, alpha3-beta1 integrin complex, myelin sheath abaxonal region, alpha7-beta1 integrin complex, alpha8-beta1 integrin complex, alpha9-beta1 integrin complex, hemidesmosome, cytoplasm, recycling endosome, focal adhesion, intercalated disc, lamellipodium, neuromuscular junction, basement membrane, ruffle, external side of plasma membrane, extracellular vesicular exosome, cleavage furrow, receptor complex, acrosomal vesicle, membrane raft, melanosome"
"308";"P06132";"P06132";"P06132";"DCUP_HUMAN";"Uroporphyrinogen decarboxylase";"UROD";4;5;0,000119319627056725;NA;NA;2;3;NA;NA;2;3;NA;NA;0,000239960121805155;0,000359610374099398;"cytosol"
"309";"P06396";"P06396-2";"P06396-2";"GELS_HUMAN";"Gelsolin";"GSN";6;10;0,000111995660178563;2;3;3;2;2;3;3;2;NA;NA;NA;NA;"protein complex, lamellipodium, actin cytoskeleton, cytosol, extracellular vesicular exosome, blood microparticle, ruffle, perinuclear region of cytoplasm, extracellular region"
"310";"P06400";"P06400";"P06400";"RB_HUMAN";"Retinoblastoma-associated protein";"RB1";6;11;0,000103813218626724;NA;2;5;4;NA;2;5;4;NA;0,000104056814967108;0,000237245055771799;0,000189622136917355;"nucleus, Rb-E2F complex, PML body, SWI/SNF complex, nucleoplasm, spindle, chromatin"
"311";"P06454";"P06454-1,P06454-2";"P06454-1,P06454-2";"PTMA_HUMAN";"Prothymosin alpha";"PTMA";5;22;0,000867915917888288;3;3;5;5;4;4;7;7;NA;NA;NA;NA;"nucleus"
"312";"P06493";"P06493-1";"P06493-1";"CDK1_HUMAN";"Cyclin-dependent kinase 1";"CDK1";7;15;0,000477018552612398;2;3;6;4;2;3;6;4;NA;NA;NA;NA;"spindle microtubule, nucleus, cytoplasm, nucleoplasm, cytosol, extracellular vesicular exosome, midbody, microtubule organizing center, mitochondrion"
"313";"P06576";"P06576";"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";24;189;0,00312906135785846;21;19;23;22;50;42;47;50;0,0045178931773816;0,00383338224967674;0,00391216648489331;0,00415806576227093;"plasma membrane, mitochondrial nucleoid, mitochondrial proton-transporting ATP synthase complex, extracellular vesicular exosome, mitochondrion, mitochondrial membrane, cell surface, mitochondrial matrix, mitochondrial proton-transporting ATP synthase, catalytic core"
"314";"P06730";"P06730-1,P06730-2,P06730-3";"P06730-1,P06730-2,P06730-3";"IF4E_HUMAN";"Eukaryotic translation initiation factor 4E";"EIF4E";7;21;0,000282518084708504;5;5;6;4;5;6;6;4;NA;NA;NA;NA;"cytoplasm, RISC complex, cytosol, eukaryotic translation initiation factor 4F complex, mRNA cap binding complex, extracellular vesicular exosome, cytoplasmic stress granule, chromatoid body, cytoplasmic mRNA processing body"
"315";"P06733";"P06733-1";"P06733-1";"ENOA_HUMAN";"Alpha-enolase";"ENO1";22;267;0,00713712064474829;21;19;19;20;65;64;66;72;NA;NA;NA;NA;"extracellular space, M band, extracellular vesicular exosome, phosphopyruvate hydratase complex, cytosol, nucleus, plasma membrane, cytoplasm"
"316";"P06737";"P06737";"P06737";"PYGL_HUMAN";"Glycogen phosphorylase, liver form";"PYGL";18;70;0,000792274861182772;14;13;15;15;15;16;21;18;0,000959372215919545;0,000962733706677185;0,00119096661506;0,00103331280178366;"cytosol, cytoplasm, plasma membrane"
"317";"P06744";"P06744-1";"P06744-1";"G6PI_HUMAN";"Glucose-6-phosphate isomerase";"GPI";20;91;0,0014481231764804;17;15;17;19;22;21;23;25;NA;NA;NA;NA;"cytoplasm, cytosol, extracellular space, plasma membrane, extracellular vesicular exosome, neuron projection, nucleus"
"318";"P06748";"P06748-1";"P06748-1";"NPM_HUMAN";"Nucleophosmin";"NPM1";12;63;0,00187672727699221;10;10;8;10;14;18;14;17;NA;NA;NA;NA;"cytosol, nucleus, nucleolus, spindle pole centrosome, centrosome, ribonucleoprotein complex, cytoplasm, nucleoplasm"
"319";"P06753";"P06753-2";"P06753-2";"TPM3_HUMAN";"Tropomyosin alpha-3 chain";"TPM3";10;37;0,00240241763243355;10;9;8;8;11;9;9;8;NA;NA;NA;NA;"cytosol, muscle thin filament tropomyosin, cytoskeleton, extracellular vesicular exosome, stress fiber"
"320";"P06753";"P06753-1";"P06753-1";"TPM3_HUMAN";"Tropomyosin alpha-3 chain";"TPM3";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"cytosol, muscle thin filament tropomyosin, cytoskeleton, extracellular vesicular exosome, stress fiber"
"321";"P06865";"P06865";"P06865";"HEXA_HUMAN";"Beta-hexosaminidase subunit alpha";"HEXA";10;25;0,000426831286414225;7;5;6;6;7;5;7;6;0,000632505044833424;0,000521548605398196;0,000582663093494748;0,000498967891472511;"lysosomal lumen, membrane"
"322";"P06899";"P06899,P23527,P33778,Q16778";"P06899,P23527,P33778,Q16778";"H2B1B_HUMAN, H2B1J_HUMAN, H2B1O_HUMAN, H2B2E_HUMAN";"Histone H2B type 1-B, Histone H2B type 1-J, Histone H2B type 1-O, Histone H2B type 2-E";"HIST1H2BB, HIST1H2BJ, HIST1H2BO, HIST2H2BE";1;4;0,000147194296234683;1;1;1;1;1;1;1;1;0,00018967980085991;0,000239495843971915;0,000174732866473198;0,000174572760971533;"nucleoplasm, nucleosome"
"323";"P07099";"P07099";"P07099";"HYEP_HUMAN";"Epoxide hydrolase 1";"EPHX1";2;2;3,84969697844555e-05;NA;2;NA;NA;NA;2;NA;NA;NA;0,000212230163273574;NA;NA;"integral component of membrane, endoplasmic reticulum membrane"
"324";"P07195";"P07195";"P07195";"LDHB_HUMAN";"L-lactate dehydrogenase B chain";"LDHB";18;125;0,0035225260611421;13;14;17;16;26;25;37;37;0,00410058847504846;0,00381472422134906;0,00532131490581198;0,00514414704635279;"cytoplasm, cytosol, mitochondrion, extracellular vesicular exosome"
"325";"P07203";"P07203";"P07203";"GPX1_HUMAN";"Glutathione peroxidase 1";"GPX1";7;20;0,000862863115858486;6;5;4;4;6;5;5;4;0,00141278748226692;0,00118922074248123;0,00108454882638537;0,000866844054479338;"mitochondrion, nucleus, mitochondrial matrix, cytoplasm, cytosol"
"326";"P07237";"P07237";"P07237";"PDIA1_HUMAN";"Protein disulfide-isomerase";"P4HB";25;80;0,00137922214582104;15;17;20;22;16;20;21;23;0,00150549007296684;0,00190088039939914;0,00182024867987434;0,00199177898147836;"procollagen-proline 4-dioxygenase complex, extracellular vesicular exosome, endoplasmic reticulum lumen, extracellular region, endoplasmic reticulum-Golgi intermediate compartment, endoplasmic reticulum, plasma membrane, melanosome"
"327";"P07339";"P07339";"P07339";"CATD_HUMAN";"Cathepsin D";"CTSD";8;22;0,000467663431483495;6;4;6;6;6;4;6;6;0,000696106453641223;0,000468760797521728;0,000641252655600669;0,000640665083953782;"mitochondrion, lysosomal lumen, extracellular space, melanosome, extracellular region, lysosome, extracellular vesicular exosome"
"328";"P07355";"P07355-1,P07355-2";"P07355-1,P07355-2";"ANXA2_HUMAN";"Annexin A2";"ANXA2";10;30;0,000387524806458568;4;6;6;8;4;7;8;11;NA;NA;NA;NA;"ruffle, cell cortex, lipid particle, extracellular space, sarcolemma, basement membrane, macropinosome, extracellular vesicular exosome, Schmidt-Lanterman incisure, midbody, extrinsic component of plasma membrane, cell surface, early endosome, perinuclear region of cytoplasm, melanosome, myelin sheath adaxonal region, protein complex"
"329";"P07384";"P07384";"P07384";"CAN1_HUMAN";"Calpain-1 catalytic subunit";"CAPN1";12;35;0,000429316697351158;7;9;7;8;8;10;8;9;0,000535566496545628;0,000676223559450113;0,00049336338768903;0,000554525240733106;"extracellular vesicular exosome, plasma membrane, cytosol, membrane, cytoplasm"
"330";"P07437";"P07437";"P07437";"TBB5_HUMAN";"Tubulin beta chain";"TUBB";4;62;0,00614147789588801;4;4;4;4;14;15;13;20;0,0085523802643126;0,00819498426108605;0,00679441989505486;0,00869089258674498;"cytosol, cytoskeleton, microtubule, cell body, extracellular vesicular exosome, nuclear envelope lumen"
"331";"P07602";"P07602-1,P07602-2,P07602-3";"P07602-1,P07602-2,P07602-3";"SAP_HUMAN";"Proactivator polypeptide";"PSAP";3;11;6,12841392402035e-05;3;3;2;2;4;3;2;2;NA;NA;NA;NA;"extracellular region, extracellular vesicular exosome, mitochondrion, integral component of membrane, lysosomal lumen, extracellular space, lysosomal membrane"
"332";"P07686";"P07686";"P07686";"HEXB_HUMAN";"Beta-hexosaminidase subunit beta";"HEXB";3;7;0,000113709082992221;2;2;NA;3;2;2;NA;3;0,000171939963369415;0,000198488641910537;NA;0,000237368718155538;"membrane, lysosomal lumen, acrosomal vesicle"
"333";"P07737";"P07737";"P07737";"PROF1_HUMAN";"Profilin-1";"PFN1";8;88;0,00550506667917714;6;6;8;8;19;22;24;23;0,00648704918940892;0,00758722833703026;0,00754845983164216;0,00722731230422148;"blood microparticle, nucleus, extracellular vesicular exosome, neuron projection, cytosol, synapse, cytoskeleton"
"334";"P07741";"P07741";"P07741";"APT_HUMAN";"Adenine phosphoribosyltransferase";"APRT";5;15;0,000729838385496969;3;2;4;4;3;2;4;6;0,000796655163611622;0,000536470690497089;0,00097850405224991;0,00146641119216088;"cytoplasm, cytosol, extracellular vesicular exosome, nucleus"
"335";"P07814";"P07814";"P07814";"SYEP_HUMAN";"Bifunctional glutamate/proline--tRNA ligase";"EPRS";40;131;0,000758800226191293;27;27;28;31;33;32;32;34;0,0010432389047295;0,00102184893428017;0,000931908621190391;0,000989245645505355;"cytoplasm, cytosol, ribonucleoprotein complex, GAIT complex"
"336";"P07858";"P07858";"P07858";"CATB_HUMAN";"Cathepsin B";"CTSB";4;14;0,00036168981936133;4;3;3;4;4;3;3;4;0,000564003655654246;0,000427277541103876;0,000389669755320761;0,000519083607844559;"mitochondrion, lysosome, intracellular, extracellular region, extracellular vesicular exosome, endolysosome lumen, intracellular membrane-bounded organelle, melanosome, perinuclear region of cytoplasm, nucleolus, extracellular space"
"337";"P07900";"P07900-1,P07900-2";"P07900-1,P07900-2";"HS90A_HUMAN";"Heat shock protein HSP 90-alpha";"HSP90AA1";26;178;0,00142990792275832;25;24;24;24;48;43;44;43;NA;NA;NA;NA;"perinuclear region of cytoplasm, extracellular matrix, neuron projection, neuronal cell body, melanosome, extracellular vesicular exosome, nucleus, cytosol, extracellular region, protein complex, endocytic vesicle lumen, mitochondrion, apical plasma membrane, brush border membrane, cell surface, plasma membrane, cytoplasm, basolateral plasma membrane"
"338";"P07910";"P07910-1,P07910-2";"P07910-1,P07910-2";"HNRPC_HUMAN";"Heterogeneous nuclear ribonucleoproteins C1/C2";"HNRNPC";13;65;0,000930186177594176;12;13;10;11;15;18;17;15;NA;NA;NA;NA;"catalytic step 2 spliceosome, extracellular vesicular exosome, nucleus, nucleoplasm, spliceosomal complex"
"339";"P07948";"P07948-1,P07948-2";"P07948-1,P07948-2";"LYN_HUMAN";"Tyrosine-protein kinase Lyn";"LYN";9;21;0,00019369561931273;5;4;6;5;5;4;7;5;NA;NA;NA;NA;"postsynaptic density, mast cell granule, mitochondrial crista, membrane raft, nucleus, plasma membrane, perinuclear region of cytoplasm, Golgi apparatus, alpha2-beta1 integrin complex, cytosol, cytoplasm, mitochondrial intermembrane space"
"340";"P07954";"P07954-1,P07954-2";"P07954-1,P07954-2";"FUMH_HUMAN";"Fumarate hydratase, mitochondrial";"FH";17;61;0,000523766370768413;12;12;13;13;14;13;17;17;NA;NA;NA;NA;"mitochondrion, mitochondrial matrix, tricarboxylic acid cycle enzyme complex, extracellular vesicular exosome, cytoplasm"
"341";"P08107";"P08107-1";"P08107-1";"HSP71_HUMAN";"Heat shock 70 kDa protein 1A/1B";"HSPA1B,HSPA1A";10;46;0,00129734435787495;8;8;10;10;9;11;13;13;NA;NA;NA;NA;"blood microparticle, endoplasmic reticulum, cytoplasm, perinuclear region of cytoplasm, nucleus, aggresome, inclusion body, nuclear speck, mitochondrion, extracellular vesicular exosome, ribonucleoprotein complex, cytosol"
"342";"P08133";"P08133";"P08133";"ANXA6_HUMAN";"Annexin A6";"ANXA6";32;98;0,00127531937792635;20;22;20;20;24;26;22;26;0,00170458162793571;0,00186529185105972;0,00143940417790106;0,00169955531929493;"extracellular vesicular exosome, perinuclear region of cytoplasm, melanosome"
"343";"P08195";"P08195-1,P08195-2,P08195-3,P08195-4";"P08195-1,P08195-2,P08195-3,P08195-4";"4F2_HUMAN";"4F2 cell-surface antigen heavy chain";"SLC3A2";20;80;0,000278033670665512;18;18;14;14;24;20;19;17;NA;NA;NA;NA;"extracellular vesicular exosome, nucleus, cytoplasm, cell junction, plasma membrane, integral component of membrane, apical plasma membrane, melanosome"
"344";"P08238";"P08238";"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";26;167;0,00276403866887065;23;22;20;19;45;44;37;41;0,00390019886666305;0,0040078498685809;0,00308710523114597;0,00355958887736309;"apical plasma membrane, brush border membrane, mitochondrion, cell surface, extracellular vesicular exosome, cytosol, cytoplasm, melanosome, inclusion body, basolateral plasma membrane"
"345";"P08240";"P08240";"P08240";"SRPR_HUMAN";"Signal recognition particle receptor subunit alpha";"SRPR";2;5;6,86368387614704e-05;1;1;1;2;1;1;1;2;7,49205483020334e-05;7,56776836124421e-05;6,90167434972507e-05;0,000137907008667167;"endoplasmic reticulum, signal recognition particle receptor complex, integral component of membrane, endoplasmic reticulum membrane, membrane, extracellular vesicular exosome"
"346";"P08243";"P08243";"P08243";"ASNS_HUMAN";"Asparagine synthetase [glutamine-hydrolyzing]";"ASNS";3;4;6,24460650692594e-05;NA;NA;2;2;NA;NA;2;2;NA;NA;0,000156979259719237;0,000156835421621484;"cytosol"
"347";"P08559";"P08559-1,P08559-2,P08559-3,P08559-4";"P08559-1,P08559-2,P08559-3,P08559-4";"ODPA_HUMAN";"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial";"PDHA1";9;23;0,000129125252818695;4;4;6;6;4;4;7;8;NA;NA;NA;NA;"intracellular membrane-bounded organelle, pyruvate dehydrogenase complex, mitochondrion, mitochondrial matrix"
"348";"P08574";"P08574";"P08574";"CY1_HUMAN";"Cytochrome c1, heme protein, mitochondrial";"CYC1";8;26;0,00070064485007709;5;6;6;5;7;6;7;6;0,00102952359605194;0,00089136668574901;0,000948396235257605;0,000812166198735256;"mitochondrion, respiratory chain, mitochondrial inner membrane, integral component of membrane"
"349";"P08575";"P08575-1,P08575-2";"P08575-1,P08575-2";"PTPRC_HUMAN";"Receptor-type tyrosine-protein phosphatase C";"PTPRC";11;29;9,73864103347183e-05;6;7;6;7;6;8;6;9;NA;NA;NA;NA;"external side of plasma membrane, extracellular vesicular exosome, plasma membrane, focal adhesion, membrane raft, integral component of plasma membrane"
"350";"P08579";"P08579";"P08579";"RU2B_HUMAN";"U2 small nuclear ribonucleoprotein B''";"SNRPB2";3;6;0,000384667760826638;0;1;2;3;0;1;2;3;NA;0,000375529483347963;0,000626242593439943;0,000782085969152469;"nucleolus, spliceosomal complex, U2 snRNP, nucleoplasm, catalytic step 2 spliceosome, nucleus"
"351";"P08621";"P08621-1,P08621-2";"P08621-1,P08621-2";"RU17_HUMAN";"U1 small nuclear ribonucleoprotein 70 kDa";"SNRNP70";8;15;0,000150309964976492;7;5;3;NA;7;5;3;NA;NA;NA;NA;NA;"nuclear speck, U1 snRNP, nucleus, spliceosomal complex, nucleoplasm"
"352";"P08670";"P08670";"P08670";"VIME_HUMAN";"Vimentin";"VIM";12;31;0,000673651793051253;8;8;7;6;8;8;8;7;0,000923162635944798;0,00110517567141031;0,000755925877274609;0,000755233232014187;"cytosol, extracellular vesicular exosome, cytoplasm, cytoskeleton, peroxisome, cell projection, intermediate filament, cell leading edge, intermediate filament cytoskeleton"
"353";"P08708";"P08708,P0CW22";"P08708,P0CW22";"RS17_HUMAN, RS17L_HUMAN";"40S ribosomal protein S17, 40S ribosomal protein S17-like";"RPS17, RPS17L";8;36;0,00116774141679515;5;5;7;8;8;7;10;11;0,00141627584642066;0,00125176494449321;0,00163084008708318;0,00179228034597441;"cytosolic small ribosomal subunit, cytosol, ribosome"
"354";"P08754";"P08754";"P08754";"GNAI3_HUMAN";"Guanine nucleotide-binding protein G(k) subunit alpha";"GNAI3";2;6;0,000210757634723223;1;1;2;2;1;1;2;2;0,000204146904315327;0,000190081221249574;0,000390927769058681;0,000315118627855395;"zymogen granule, heterotrimeric G-protein complex, extrinsic component of cytoplasmic side of plasma membrane, cytoplasm, Golgi apparatus, lysosomal membrane, midbody, extracellular vesicular exosome, centrosome, membrane raft, plasma membrane"
"355";"P08758";"P08758";"P08758";"ANXA5_HUMAN";"Annexin A5";"ANXA5";13;64;0,00183919273145236;12;12;11;11;16;15;16;17;0,00250946376537661;0,00237100885532196;0,00230647383744622;0,00246693132847898;"cytoplasm, external side of plasma membrane, endothelial microparticle, extracellular vesicular exosome, intracellular"
"356";"P08865";"P08865";"P08865";"RSSA_HUMAN";"40S ribosomal protein SA";"RPSA";10;51;0,00151410539635303;8;8;10;9;10;11;16;14;0,00162031558700669;0,00180035926641396;0,00238821328006758;0,00208777186680532;"cytosolic small ribosomal subunit, 90S preribosome, nucleus, extracellular vesicular exosome, plasma membrane, cytosol, cytoplasm"
"357";"P08962";"P08962";"P08962";"CD63_HUMAN";"CD63 antigen";"CD63";3;5;0,000183992870293354;3;NA;2;NA;3;NA;2;NA;0,000602512308613832;NA;0,000370022540766773;NA;"lysosomal membrane, integral component of plasma membrane, plasma membrane, endosome membrane, cell surface, late endosome membrane, platelet dense granule membrane, extracellular vesicular exosome"
"358";"P09012";"P09012";"P09012";"SNRPA_HUMAN";"U1 small nuclear ribonucleoprotein A";"SNRPA";4;11;0,000562678905464497;2;3;3;3;2;3;3;3;0,000847505493203853;0,000898873763332889;0,000749492465553123;0,000624004762621651;"nucleolus, spliceosomal complex, nucleoplasm, nucleus, cytoplasm, U1 snRNP"
"359";"P09104";"P09104";"P09104";"ENOG_HUMAN";"Gamma-enolase";"ENO2";1;1;2,67307889316415e-05;0;0;1;0;0;0;1;0;0;0;0,00013628658819768;0;"phosphopyruvate hydratase complex, cytosol, extracellular vesicular exosome, photoreceptor inner segment, extracellular space, perikaryon, plasma membrane"
"360";"P09211";"P09211";"P09211";"GSTP1_HUMAN";"Glutathione S-transferase P";"GSTP1";7;34;0,00141797172039411;7;6;6;6;9;8;9;8;0,00204854184928703;0,00183932808170431;0,00188711495791054;0,00167589850532672;"extracellular space, cytosol, plasma membrane, mitochondrion, cytoplasm, nucleus, intracellular, TRAF2-GSTP1 complex, extracellular vesicular exosome"
"361";"P09234";"P09234";"P09234";"RU1C_HUMAN";"U1 small nuclear ribonucleoprotein C";"SNRPC";2;6;0,000330492853809948;2;1;1;1;2;1;2;1;0,000601249180084243;0,000303662654998352;0,000553870218254666;0,000276681357011487;"U1 snRNP, U2-type prespliceosome, Cajal body, commitment complex, nucleus"
"362";"P09382";"P09382";"P09382";"LEG1_HUMAN";"Galectin-1";"LGALS1";6;24;0,00155698855572687;5;5;5;5;6;6;6;6;0,00212441376963099;0,00214588276198836;0,00195700810449982;0,00195521492288117;"proteinaceous extracellular matrix, cytoplasm, cell surface, extracellular space, intracellular, nucleus"
"363";"P09417";"P09417";"P09417";"DHPR_HUMAN";"Dihydropteridine reductase";"QDPR";1;4;0,00014357476436006;NA;NA;1;1;NA;NA;2;2;NA;NA;0,000360923625829885;0,000360592916105134;"neuron projection, extracellular vesicular exosome, cytoplasm, mitochondrion, cytosol"
"364";"P09429";"P09429";"P09429";"HMGB1_HUMAN";"High mobility group protein B1";"HMGB1";10;60;0,00263373916177735;9;10;8;9;14;16;15;15;0,00322779146393546;0,00384975645007878;0,00337925236649097;0,00336625524982167;"extracellular space, condensed chromosome, nucleoplasm, cell surface, nucleus, extracellular region"
"365";"P09496";"P09496-2";"P09496-2";"CLCA_HUMAN";"Clathrin light chain A";"CLTA";5;9;0,000317832845297067;3;NA;2;4;3;NA;2;4;NA;NA;NA;NA;"clathrin coat of trans-Golgi network vesicle, plasma membrane, clathrin coat of coated pit, clathrin coat, clathrin-coated endocytic vesicle membrane, intracellular membrane-bounded organelle, clathrin complex, cytoplasmic membrane-bounded vesicle, cytosol, trans-Golgi network membrane"
"366";"P09525";"P09525";"P09525";"ANXA4_HUMAN";"Annexin A4";"ANXA4";3;9;0,000259447250518358;3;3;1;1;3;3;2;1;0,00047199945430281;0,000475688296992493;0,000289213020369432;0,000145568509148677;"cytoplasm, extracellular vesicular exosome"
"367";"P09543";"P09543-1,P09543-2";"P09543-1,P09543-2";"CN37_HUMAN";"2',3'-cyclic-nucleotide 3'-phosphodiesterase";"CNP";4;5;5,20074859023968e-05;1;3;1;NA;1;3;1;NA;NA;NA;NA;NA;"microtubule, extracellular vesicular exosome, perinuclear region of cytoplasm, pseudopodium, extracellular space, mitochondrial outer membrane, microvillus, myelin sheath adaxonal region, nucleus, plasma membrane, myelin sheath abaxonal region, cytoplasm, mitochondrial inner membrane, melanosome"
"368";"P09622";"P09622";"P09622";"DLDH_HUMAN";"Dihydrolipoyl dehydrogenase, mitochondrial";"DLD";10;49;0,000843113891301017;9;9;9;9;11;13;12;13;0,00103299097835692;0,00123314480919763;0,00103809860160108;0,00112357635548673;"mitochondrial matrix, cilium, mitochondrion, nucleus, acrosomal matrix"
"369";"P09651";"P09651-1,P09651-2,P09651-3";"P09651-1,P09651-2,P09651-3";"ROA1_HUMAN";"Heterogeneous nuclear ribonucleoprotein A1";"HNRNPA1";9;73;0,000655721197792659;8;8;9;9;18;16;19;20;NA;NA;NA;NA;"extracellular vesicular exosome, nucleoplasm, cytoplasm, catalytic step 2 spliceosome, nucleus, intermediate filament cytoskeleton, spliceosomal complex, ribonucleoprotein complex"
