"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5838.1.id.csv";"peptide.count.P5838.2.id.csv";"peptide.count.P5839.1.id.csv";"peptide.count.P5839.2.id.csv";"spectra.count.P5838.1.id.csv";"spectra.count.P5838.2.id.csv";"spectra.count.P5839.1.id.csv";"spectra.count.P5839.2.id.csv";"dNSAF.P5838.1.id.csv";"dNSAF.P5838.2.id.csv";"dNSAF.P5839.1.id.csv";"dNSAF.P5839.2.id.csv";"Go.Cc";"norm.sc"
"331";331;"P07602";"P07602-1,P07602-2,P07602-3";"P07602-1,P07602-2,P07602-3";"SAP_HUMAN";"Proactivator polypeptide";"PSAP";3;11;6,12841392402035e-05;3;3;2;2;4;3;2;2;NA;NA;NA;NA;"extracellular region, extracellular vesicular exosome, mitochondrion, integral component of membrane, lysosomal lumen, extracellular space, lysosomal membrane";0,000254594269314447
"333";333;"P07737";"P07737";"P07737";"PROF1_HUMAN";"Profilin-1";"PFN1";8;88;0,00550506667917714;6;6;8;8;19;22;24;23;0,00648704918940892;0,00758722833703026;0,00754845983164216;0,00722731230422148;"blood microparticle, nucleus, extracellular vesicular exosome, neuron projection, cytosol, synapse, cytoskeleton";0,00203675415451558
"334";334;"P07741";"P07741";"P07741";"APT_HUMAN";"Adenine phosphoribosyltransferase";"APRT";5;15;0,000729838385496969;3;2;4;4;3;2;4;6;0,000796655163611622;0,000536470690497089;0,00097850405224991;0,00146641119216088;"cytoplasm, cytosol, extracellular vesicular exosome, nucleus";0,00034717400361061
"336";336;"P07858";"P07858";"P07858";"CATB_HUMAN";"Cathepsin B";"CTSB";4;14;0,00036168981936133;4;3;3;4;4;3;3;4;0,000564003655654246;0,000427277541103876;0,000389669755320761;0,000519083607844559;"mitochondrion, lysosome, intracellular, extracellular region, extracellular vesicular exosome, endolysosome lumen, intracellular membrane-bounded organelle, melanosome, perinuclear region of cytoplasm, nucleolus, extracellular space";0,000324029070036569
"337";337;"P07900";"P07900-1,P07900-2";"P07900-1,P07900-2";"HS90A_HUMAN";"Heat shock protein HSP 90-alpha";"HSP90AA1";26;178;0,00142990792275832;25;24;24;24;48;43;44;43;NA;NA;NA;NA;"perinuclear region of cytoplasm, extracellular matrix, neuron projection, neuronal cell body, melanosome, extracellular vesicular exosome, nucleus, cytosol, extracellular region, protein complex, endocytic vesicle lumen, mitochondrion, apical plasma membrane, brush border membrane, cell surface, plasma membrane, cytoplasm, basolateral plasma membrane";0,00411979817617923
"338";338;"P07910";"P07910-1,P07910-2";"P07910-1,P07910-2";"HNRPC_HUMAN";"Heterogeneous nuclear ribonucleoproteins C1/C2";"HNRNPC";13;65;0,000930186177594176;12;13;10;11;15;18;17;15;NA;NA;NA;NA;"catalytic step 2 spliceosome, extracellular vesicular exosome, nucleus, nucleoplasm, spliceosomal complex";0,00150442068231264
"339";339;"P07948";"P07948-1,P07948-2";"P07948-1,P07948-2";"LYN_HUMAN";"Tyrosine-protein kinase Lyn";"LYN";9;21;0,00019369561931273;5;4;6;5;5;4;7;5;NA;NA;NA;NA;"postsynaptic density, mast cell granule, mitochondrial crista, membrane raft, nucleus, plasma membrane, perinuclear region of cytoplasm, Golgi apparatus, alpha2-beta1 integrin complex, cytosol, cytoplasm, mitochondrial intermembrane space";0,000486043605054854
"340";340;"P07954";"P07954-1,P07954-2";"P07954-1,P07954-2";"FUMH_HUMAN";"Fumarate hydratase, mitochondrial";"FH";17;61;0,000523766370768413;12;12;13;13;14;13;17;17;NA;NA;NA;NA;"mitochondrion, mitochondrial matrix, tricarboxylic acid cycle enzyme complex, extracellular vesicular exosome, cytoplasm";0,00141184094801648
"341";341;"P08107";"P08107-1";"P08107-1";"HSP71_HUMAN";"Heat shock 70 kDa protein 1A/1B";"HSPA1B,HSPA1A";10;46;0,00129734435787495;8;8;10;10;9;11;13;13;NA;NA;NA;NA;"blood microparticle, endoplasmic reticulum, cytoplasm, perinuclear region of cytoplasm, nucleus, aggresome, inclusion body, nuclear speck, mitochondrion, extracellular vesicular exosome, ribonucleoprotein complex, cytosol";0,00106466694440587
"342";342;"P08133";"P08133";"P08133";"ANXA6_HUMAN";"Annexin A6";"ANXA6";32;98;0,00127531937792635;20;22;20;20;24;26;22;26;0,00170458162793571;0,00186529185105972;0,00143940417790106;0,00169955531929493;"extracellular vesicular exosome, perinuclear region of cytoplasm, melanosome";0,00226820349025598
"343";343;"P08195";"P08195-1,P08195-2,P08195-3,P08195-4";"P08195-1,P08195-2,P08195-3,P08195-4";"4F2_HUMAN";"4F2 cell-surface antigen heavy chain";"SLC3A2";20;80;0,000278033670665512;18;18;14;14;24;20;19;17;NA;NA;NA;NA;"extracellular vesicular exosome, nucleus, cytoplasm, cell junction, plasma membrane, integral component of membrane, apical plasma membrane, melanosome";0,00185159468592325
"344";344;"P08238";"P08238";"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";26;167;0,00276403866887065;23;22;20;19;45;44;37;41;0,00390019886666305;0,0040078498685809;0,00308710523114597;0,00355958887736309;"apical plasma membrane, brush border membrane, mitochondrion, cell surface, extracellular vesicular exosome, cytosol, cytoplasm, melanosome, inclusion body, basolateral plasma membrane";0,00386520390686479
"345";345;"P08240";"P08240";"P08240";"SRPR_HUMAN";"Signal recognition particle receptor subunit alpha";"SRPR";2;5;6,86368387614704e-05;1;1;1;2;1;1;1;2;7,49205483020334e-05;7,56776836124421e-05;6,90167434972507e-05;0,000137907008667167;"endoplasmic reticulum, signal recognition particle receptor complex, integral component of membrane, endoplasmic reticulum membrane, membrane, extracellular vesicular exosome";0,000115724667870203
"349";349;"P08575";"P08575-1,P08575-2";"P08575-1,P08575-2";"PTPRC_HUMAN";"Receptor-type tyrosine-protein phosphatase C";"PTPRC";11;29;9,73864103347183e-05;6;7;6;7;6;8;6;9;NA;NA;NA;NA;"external side of plasma membrane, extracellular vesicular exosome, plasma membrane, focal adhesion, membrane raft, integral component of plasma membrane";0,000671203073647179
"352";352;"P08670";"P08670";"P08670";"VIME_HUMAN";"Vimentin";"VIM";12;31;0,000673651793051253;8;8;7;6;8;8;8;7;0,000923162635944798;0,00110517567141031;0,000755925877274609;0,000755233232014187;"cytosol, extracellular vesicular exosome, cytoplasm, cytoskeleton, peroxisome, cell projection, intermediate filament, cell leading edge, intermediate filament cytoskeleton";0,00071749294079526
"354";354;"P08754";"P08754";"P08754";"GNAI3_HUMAN";"Guanine nucleotide-binding protein G(k) subunit alpha";"GNAI3";2;6;0,000210757634723223;1;1;2;2;1;1;2;2;0,000204146904315327;0,000190081221249574;0,000390927769058681;0,000315118627855395;"zymogen granule, heterotrimeric G-protein complex, extrinsic component of cytoplasmic side of plasma membrane, cytoplasm, Golgi apparatus, lysosomal membrane, midbody, extracellular vesicular exosome, centrosome, membrane raft, plasma membrane";0,000138869601444244
"355";355;"P08758";"P08758";"P08758";"ANXA5_HUMAN";"Annexin A5";"ANXA5";13;64;0,00183919273145236;12;12;11;11;16;15;16;17;0,00250946376537661;0,00237100885532196;0,00230647383744622;0,00246693132847898;"cytoplasm, external side of plasma membrane, endothelial microparticle, extracellular vesicular exosome, intracellular";0,0014812757487386
"356";356;"P08865";"P08865";"P08865";"RSSA_HUMAN";"40S ribosomal protein SA";"RPSA";10;51;0,00151410539635303;8;8;10;9;10;11;16;14;0,00162031558700669;0,00180035926641396;0,00238821328006758;0,00208777186680532;"cytosolic small ribosomal subunit, 90S preribosome, nucleus, extracellular vesicular exosome, plasma membrane, cytosol, cytoplasm";0,00118039161227607
"357";357;"P08962";"P08962";"P08962";"CD63_HUMAN";"CD63 antigen";"CD63";3;5;0,000183992870293354;3;NA;2;NA;3;NA;2;NA;0,000602512308613832;NA;0,000370022540766773;NA;"lysosomal membrane, integral component of plasma membrane, plasma membrane, endosome membrane, cell surface, late endosome membrane, platelet dense granule membrane, extracellular vesicular exosome";0,000115724667870203
"359";359;"P09104";"P09104";"P09104";"ENOG_HUMAN";"Gamma-enolase";"ENO2";1;1;2,67307889316415e-05;0;0;1;0;0;0;1;0;0;0;0,00013628658819768;0;"phosphopyruvate hydratase complex, cytosol, extracellular vesicular exosome, photoreceptor inner segment, extracellular space, perikaryon, plasma membrane";2,31449335740406e-05
"360";360;"P09211";"P09211";"P09211";"GSTP1_HUMAN";"Glutathione S-transferase P";"GSTP1";7;34;0,00141797172039411;7;6;6;6;9;8;9;8;0,00204854184928703;0,00183932808170431;0,00188711495791054;0,00167589850532672;"extracellular space, cytosol, plasma membrane, mitochondrion, cytoplasm, nucleus, intracellular, TRAF2-GSTP1 complex, extracellular vesicular exosome";0,000786927741517382
"362";362;"P09382";"P09382";"P09382";"LEG1_HUMAN";"Galectin-1";"LGALS1";6;24;0,00155698855572687;5;5;5;5;6;6;6;6;0,00212441376963099;0,00214588276198836;0,00195700810449982;0,00195521492288117;"proteinaceous extracellular matrix, cytoplasm, cell surface, extracellular space, intracellular, nucleus";0,000555478405776975
"363";363;"P09417";"P09417";"P09417";"DHPR_HUMAN";"Dihydropteridine reductase";"QDPR";1;4;0,00014357476436006;NA;NA;1;1;NA;NA;2;2;NA;NA;0,000360923625829885;0,000360592916105134;"neuron projection, extracellular vesicular exosome, cytoplasm, mitochondrion, cytosol";9,25797342961626e-05
"364";364;"P09429";"P09429";"P09429";"HMGB1_HUMAN";"High mobility group protein B1";"HMGB1";10;60;0,00263373916177735;9;10;8;9;14;16;15;15;0,00322779146393546;0,00384975645007878;0,00337925236649097;0,00336625524982167;"extracellular space, condensed chromosome, nucleoplasm, cell surface, nucleus, extracellular region";0,00138869601444244
"365";365;"P09496";"P09496-2";"P09496-2";"CLCA_HUMAN";"Clathrin light chain A";"CLTA";5;9;0,000317832845297067;3;NA;2;4;3;NA;2;4;NA;NA;NA;NA;"clathrin coat of trans-Golgi network vesicle, plasma membrane, clathrin coat of coated pit, clathrin coat, clathrin-coated endocytic vesicle membrane, intracellular membrane-bounded organelle, clathrin complex, cytoplasmic membrane-bounded vesicle, cytosol, trans-Golgi network membrane";0,000208304402166366
"366";366;"P09525";"P09525";"P09525";"ANXA4_HUMAN";"Annexin A4";"ANXA4";3;9;0,000259447250518358;3;3;1;1;3;3;2;1;0,00047199945430281;0,000475688296992493;0,000289213020369432;0,000145568509148677;"cytoplasm, extracellular vesicular exosome";0,000208304402166366
"367";367;"P09543";"P09543-1,P09543-2";"P09543-1,P09543-2";"CN37_HUMAN";"2',3'-cyclic-nucleotide 3'-phosphodiesterase";"CNP";4;5;5,20074859023968e-05;1;3;1;NA;1;3;1;NA;NA;NA;NA;NA;"microtubule, extracellular vesicular exosome, perinuclear region of cytoplasm, pseudopodium, extracellular space, mitochondrial outer membrane, microvillus, myelin sheath adaxonal region, nucleus, plasma membrane, myelin sheath abaxonal region, cytoplasm, mitochondrial inner membrane, melanosome";0,000115724667870203
"369";369;"P09651";"P09651-1,P09651-2,P09651-3";"P09651-1,P09651-2,P09651-3";"ROA1_HUMAN";"Heterogeneous nuclear ribonucleoprotein A1";"HNRNPA1";9;73;0,000655721197792659;8;8;9;9;18;16;19;20;NA;NA;NA;NA;"extracellular vesicular exosome, nucleoplasm, cytoplasm, catalytic step 2 spliceosome, nucleus, intermediate filament cytoskeleton, spliceosomal complex, ribonucleoprotein complex";0,00168958015090497
"374";374;"P09960";"P09960-1";"P09960-1";"LKHA4_HUMAN";"Leukotriene A-4 hydrolase";"LTA4H";18;60;0,000860038686674006;14;13;12;13;15;16;13;16;NA;NA;NA;NA;"nucleus, cytosol, cytoplasm, extracellular vesicular exosome";0,00138869601444244
"375";375;"P09972";"P09972";"P09972";"ALDOC_HUMAN";"Fructose-bisphosphate aldolase C";"ALDOC";6;22;0,00057267056660356;3;4;4;3;5;6;5;6;0,000736169856484266;0,000903412181502375;0,000630046393533167;0,000766194527108733;"cytosol, mitochondrion, axon, extracellular vesicular exosome, cytoskeleton";0,000509188538628894
"378";378;"P10316";"P10316";"P10316";"1A69_HUMAN";"HLA class I histocompatibility antigen, A-69 alpha chain";"HLA-A";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"early endosome membrane, ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, Golgi membrane, MHC class I protein complex, plasma membrane, extracellular vesicular exosome, integral component of lumenal side of endoplasmic reticulum membrane";0
"379";379;"P10319";"P10319";"P10319";"1B58_HUMAN";"HLA class I histocompatibility antigen, B-58 alpha chain";"HLA-B";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane, Golgi membrane, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, cell surface, MHC class I protein complex, early endosome membrane";0
"380";380;"P10321";"P10321";"P10321";"1C07_HUMAN";"HLA class I histocompatibility antigen, Cw-7 alpha chain";"HLA-C";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"plasma membrane, ER to Golgi transport vesicle membrane, cell surface, early endosome membrane, MHC class I protein complex, phagocytic vesicle membrane, Golgi membrane, extracellular vesicular exosome, integral component of lumenal side of endoplasmic reticulum membrane";0
"383";383;"P10599";"P10599";"P10599";"THIO_HUMAN";"Thioredoxin";"TXN";6;22;0,00183502222639238;5;5;5;5;5;6;5;6;0,00227615761031892;0,00275899212255646;0,00209679439767838;0,00251384775799008;"nucleoplasm, extracellular vesicular exosome, mitochondrion, cytoplasm, cytosol, nucleus";0,000509188538628894
"384";384;"P10619";"P10619";"P10619";"PPGB_HUMAN";"Lysosomal protective protein";"CTSA";2;3;5,47378789122727e-05;1;1;1;NA;1;1;1;NA;9,95818954514527e-05;0,000100588254468204;9,17347548984291e-05;NA;"extracellular vesicular exosome, intracellular membrane-bounded organelle, mitochondrion, lysosome, endoplasmic reticulum, lysosomal lumen, nucleus";6,94348007221219e-05
"386";386;"P10768";"P10768";"P10768";"ESTD_HUMAN";"S-formylglutathione hydrolase";"ESD";12;38;0,00118016419782489;9;8;7;9;10;9;9;10;0,00169501098640771;0,00154092645142781;0,0014052983729121;0,00156001190655413;"cytoplasmic membrane-bounded vesicle, Golgi apparatus, extracellular vesicular exosome, nucleus, plasma membrane, cytoplasm";0,000879507475813544
"387";387;"P10809";"P10809";"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";36;309;0,00472293321714269;32;32;33;31;72;76;79;82;0,00600619599790961;0,00640394332111709;0,00607082357024159;0,00629558731713048;"secretory granule, early endosome, mitochondrial inner membrane, protein complex, extracellular vesicular exosome, extracellular space, mitochondrion, coated vesicle, cytosol, cell surface, lipopolysaccharide receptor complex, coated pit, plasma membrane, mitochondrial matrix, cytoplasm";0,00715178447437856
"388";388;"P11021";"P11021";"P11021";"GRP78_HUMAN";"78 kDa glucose-regulated protein";"HSPA5";30;134;0,00188854526728511;24;24;21;24;34;36;30;34;0,00264560083983518;0,00279320447013591;0,00212634186119129;0,00238657753897193;"nucleus, midbody, endoplasmic reticulum-Golgi intermediate compartment, cell surface, integral component of endoplasmic reticulum membrane, melanosome, endoplasmic reticulum chaperone complex, extracellular vesicular exosome, endoplasmic reticulum lumen, endoplasmic reticulum membrane, endoplasmic reticulum";0,00310142109892145
"389";389;"P11142";"P11142-1";"P11142-1";"HSP7C_HUMAN";"Heat shock cognate 71 kDa protein";"HSPA8";28;177;0,00267580491298634;23;22;23;21;40;40;43;54;NA;NA;NA;NA;"nucleus, Prp19 complex, plasma membrane, spliceosomal complex, ribonucleoprotein complex, blood microparticle, melanosome, cytosol, intracellular, extracellular vesicular exosome, clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane, nucleolus";0,00409665324260519
"390";390;"P11171";"P11171-1,P11171-2,P11171-3,P11171-4,P11171-5,P11171-6";"P11171-1,P11171-2,P11171-3,P11171-4,P11171-5,P11171-6";"41_HUMAN";"Protein 4.1";"EPB41";1;1;7,32090973106528e-06;0;1;0;0;0;1;0;0;NA;NA;NA;NA;"cortical cytoskeleton, spectrin, spectrin-associated cytoskeleton, nucleus, plasma membrane, protein complex, extrinsic component of membrane";2,31449335740406e-05
"394";394;"P11233";"P11233";"P11233";"RALA_HUMAN";"Ras-related protein Ral-A";"RALA";3;6;0,000255089144445543;2;2;2;NA;2;2;2;NA;0,000464070969094149;0,000468760797521728;0,000427501770400446;NA;"cleavage furrow, extracellular vesicular exosome, plasma membrane, midbody, cytoplasmic vesicle membrane, cell surface";0,000138869601444244
"395";395;"P11279";"P11279";"P11279";"LAMP1_HUMAN";"Lysosome-associated membrane glycoprotein 1";"LAMP1";5;17;0,000357043238948158;3;4;5;5;3;4;5;5;0,00034387992673883;0,000463140164457919;0,000527969812365059;0,00052748604034564;"neuronal cell body, dendrite, cytolytic granule, multivesicular body, endosome membrane, melanosome, alveolar lamellar body, late endosome, integral component of plasma membrane, external side of plasma membrane, cytoplasm, membrane, lysosomal membrane, extracellular vesicular exosome, lysosome, sarcolemma";0,000393463870758691
"398";398;"P11413";"P11413-1,P11413-2,P11413-3";"P11413-1,P11413-2,P11413-3";"G6PD_HUMAN";"Glucose-6-phosphate 1-dehydrogenase";"G6PD";19;67;0,000379799392841141;12;13;15;14;16;15;18;18;NA;NA;NA;NA;"extracellular vesicular exosome, cytosol, cytoplasm, cytoplasmic side of plasma membrane, nucleus";0,00155071054946072
"399";399;"P11532";"P11532-1,P11532-4";"P11532-1,P11532-4";"DMD_HUMAN";"Dystrophin";"DMD";0;0;0;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;"Z disc, cytosol, sarcolemma, nucleus, syntrophin complex, cell-substrate junction, neuron projection terminus, protein complex, membrane raft, plasma membrane, dystrophin-associated glycoprotein complex, costamere, filopodium, cell surface, cytoskeleton, postsynaptic membrane";0
"400";400;"P11586";"P11586";"P11586";"C1TC_HUMAN";"C-1-tetrahydrofolate synthase, cytoplasmic";"MTHFD1";30;120;0,00112402917124667;25;22;24;28;29;26;30;35;0,00148254543816494;0,00134261113985368;0,00141281333747313;0,00164677192702559;"cytosol, extracellular vesicular exosome, mitochondrion";0,00277739202888488
"401";401;"P11766";"P11766";"P11766";"ADHX_HUMAN";"Alcohol dehydrogenase class-3";"ADH5";7;26;0,000608849134425279;6;5;6;6;7;6;6;7;0,000894639488547811;0,000774583349915584;0,000706406668736566;0,000823385963512793;"nucleus, extracellular vesicular exosome, mitochondrion";0,000601768272925057
"404";404;"P12004";"P12004";"P12004";"PCNA_HUMAN";"Proliferating cell nuclear antigen";"PCNA";13;55;0,00184556833114176;12;9;9;10;17;14;11;13;0,00311336500721783;0,00258985850584802;0,00185578354737052;0,00219118913771166;"nucleoplasm, PCNA-p21 complex, extracellular vesicular exosome, nuclear replication fork, PCNA complex, nucleus, cytoplasm, DNA replication factor C complex";0,00127297134657224
"408";408;"P12268";"P12268";"P12268";"IMDH2_HUMAN";"Inosine-5'-monophosphate dehydrogenase 2";"IMPDH2";15;51;0,000902413160876378;11;9;9;9;14;12;13;12;0,00130192672652483;0,0011272146804219;0,0011932147107411;0,00111264662440222;"nucleus, extracellular vesicular exosome, peroxisomal membrane, cytosol, cytoplasm";0,00118039161227607
"410";410;"P12277";"P12277";"P12277";"KCRB_HUMAN";"Creatine kinase B-type";"CKB";8;26;0,000597662929855786;6;5;5;5;7;6;6;7;0,000878202542563993;0,000760352159759654;0,000693428068523558;0,000808258137411508;"cytosol, extracellular vesicular exosome, mitochondrion";0,000601768272925057
"412";412;"P12814";"P12814-1,P12814-2,P12814-3";"P12814-1,P12814-2,P12814-3";"ACTN1_HUMAN";"Alpha-actinin-1";"ACTN1";21;62;0,000277526669946313;14;15;12;14;15;18;14;15;NA;NA;NA;NA;"cytosol, focal adhesion, Z disc, pseudopodium, plasma membrane, nucleus, cell projection, platelet alpha granule lumen, extracellular region, fascia adherens, cytoskeleton, ruffle, extracellular vesicular exosome, cytoplasm, dendritic spine";0,00143498588159052
"413";413;"P12955";"P12955-1,P12955-2";"P12955-1,P12955-2";"PEPD_HUMAN";"Xaa-Pro dipeptidase";"PEPD";3;5;4,4412072139775e-05;NA;NA;3;2;NA;NA;3;2;NA;NA;NA;NA;"extracellular vesicular exosome";0,000115724667870203
"417";417;"P13164";"P13164,Q01628,Q01629";"P13164,Q01628,Q01629";"IFM1_HUMAN, IFM2_HUMAN, IFM3_HUMAN";"Interferon-induced transmembrane protein 1, Interferon-induced transmembrane protein 2, Interferon-induced transmembrane protein 3";"IFITM1, IFITM2, IFITM3";1;6;0,000134739394245594;1;1;1;1;1;2;1;2;0,000122562332863326;0,000247601857152503;0,000112904313721143;0,000225601721870905;"integral component of membrane, plasma membrane";0,000138869601444244
"418";418;"P13284";"P13284";"P13284";"GILT_HUMAN";"Gamma-interferon-inducible lysosomal thiol reductase";"IFI30";1;3;0,000105096727511564;NA;NA;1;1;NA;NA;1;2;NA;NA;0,000176130729404984;0,000351938686118611;"lysosome, cell junction, extracellular region, cytoplasm, intracellular membrane-bounded organelle, plasma membrane, lysosomal lumen";6,94348007221219e-05
"419";419;"P13473";"P13473-1,P13473-2,P13473-3";"P13473-1,P13473-2,P13473-3";"LAMP2_HUMAN";"Lysosome-associated membrane glycoprotein 2";"LAMP2";4;16;0,000113925991882454;3;3;4;2;3;4;6;3;NA;NA;NA;NA;"lysosomal membrane, lysosome, late endosome membrane, phagocytic vesicle membrane, integral component of membrane, late endosome, platelet dense granule membrane, membrane, plasma membrane, extracellular vesicular exosome";0,00037031893718465
"420";420;"P13489";"P13489";"P13489";"RINI_HUMAN";"Ribonuclease inhibitor";"RNH1";13;39;0,000740920530179136;10;6;7;11;11;7;8;13;0,00114054752274115;0,000733137819985176;0,000764124639501014;0,00124056478295606;"cytoplasm, extracellular vesicular exosome, angiogenin-PRI complex";0,000902652409387585
"422";422;"P13612";"P13612";"P13612";"ITA4_HUMAN";"Integrin alpha-4";"ITGA4";1;2;1,69729857092318e-05;1;1;NA;NA;1;1;NA;NA;4,63171606750943e-05;4,67852346363741e-05;NA;NA;"plasma membrane, cell surface, external side of plasma membrane, integrin complex, extracellular vesicular exosome";4,62898671480813e-05
"423";423;"P13639";"P13639";"P13639";"EF2_HUMAN";"Elongation factor 2";"EEF2";45;230;0,00239073062161819;38;39;41;40;48;54;63;65;0,00271865538351379;0,00313225006705509;0,00327745896991265;0,0033771894122493;"cytosol, polysome, ribonucleoprotein complex, extracellular vesicular exosome";0,00532333472202935
"424";424;"P13645";"P13645";"P13645";"K1C10_HUMAN";"Keratin, type I cytoskeletal 10";"KRT10";2;6;8,99800749242838e-05;2;2;2;NA;2;2;2;NA;0,000163696266495539;0,000165350555290199;0,000150796857367281;NA;"cytoplasm, extracellular space, keratin filament, intermediate filament, extracellular vesicular exosome";0,000138869601444244
"425";425;"P13667";"P13667";"P13667";"PDIA4_HUMAN";"Protein disulfide-isomerase A4";"PDIA4";22;64;0,00086901686831267;15;17;13;15;16;18;14;16;0,00118571931328241;0,00134741475752757;0,000955748144058052;0,00109128274765461;"cell surface, melanosome, endoplasmic reticulum lumen";0,0014812757487386
"427";427;"P13693";"P13693";"P13693";"TCTP_HUMAN";"Translationally-controlled tumor protein";"TPT1";6;28;0,00142573079957547;5;4;5;5;6;5;9;8;0,00166741778430339;0,00140355703909122;0,00230403570442566;0,00204615515185239;"multivesicular body, cytoplasm, nucleoplasm, extracellular space, nucleus";0,000648058140073138
"428";428;"P13796";"P13796";"P13796";"PLSL_HUMAN";"Plastin-2";"LCP1";29;167;0,00270892938639159;27;26;28;25;42;43;44;38;0,0038283200082023;0,00387484429306408;0,00352261458809968;0,00303823037699294;"plasma membrane, focal adhesion, actin cytoskeleton, actin filament, actin filament bundle, extracellular vesicular exosome, ruffle, cytosol, filopodium, cytoplasm, phagocytic cup, extracellular space, ruffle membrane";0,00386520390686479
"430";430;"P13798";"P13798";"P13798";"ACPH_HUMAN";"Acylamino-acid-releasing enzyme";"APEH";8;23;0,000275184965023447;6;4;5;6;6;6;5;6;0,000391797621448339;0,000395757066760148;0,000300769688191571;0,000360592916105134;"cytoplasm, nuclear membrane, extracellular vesicular exosome";0,000532333472202935
"432";432;"P13861";"P13861";"P13861";"KAP2_HUMAN";"cAMP-dependent protein kinase type II-alpha regulatory subunit";"PRKAR2A";2;3;6,50351036581458e-05;NA;NA;1;2;NA;NA;1;2;NA;NA;0,000108991787998134;0,000217783840419933;"cytosol, extracellular vesicular exosome, cytoplasm, cAMP-dependent protein kinase complex, centrosome, AMP-activated protein kinase complex, membrane, plasma membrane";6,94348007221219e-05
"433";433;"P13987";"P13987";"P13987";"CD59_HUMAN";"CD59 glycoprotein";"CD59";2;5;0,000342111743201704;1;NA;2;2;1;NA;2;2;0,000373432107942948;NA;0,000688010661738218;0,000687380246325412;"extracellular vesicular exosome, extracellular region, extracellular space, compact myelin, sarcolemma, plasma membrane, anchored component of external side of plasma membrane, cell surface, membrane";0,000115724667870203
"434";434;"P13995";"P13995";"P13995";"MTDC_HUMAN";"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial";"MTHFD2";2;2;5,00460607197922e-05;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000251615327721405;NA;"mitochondrion, extracellular space";4,62898671480813e-05
"435";435;"P14174";"P14174";"P14174";"MIF_HUMAN";"Macrophage migration inhibitory factor";"MIF";2;16;0,00121851278274277;2;2;2;2;3;3;6;4;0,00124693851695732;0,00125953988203664;0,00229735734006501;0,0015301682005157;"extracellular space, cytoplasm, extracellular region, extracellular vesicular exosome, cell surface";0,00037031893718465
"436";436;"P14209";"P14209-1";"P14209-1";"CD99_HUMAN";"CD99 antigen";"CD99";2;3;0,000142022604745356;1;2;NA;NA;1;2;NA;NA;NA;NA;NA;NA;"cytoplasm, plasma membrane, integral component of plasma membrane";6,94348007221219e-05
"441";441;"P14550";"P14550";"P14550";"AK1A1_HUMAN";"Alcohol dehydrogenase [NADP(+)]";"AKR1A1";11;30;0,000846331820105139;6;7;8;7;6;7;9;8;0,00094548085351709;0,00103992780004051;0,00128354377704037;0,00115056878154161;"extracellular space, cytosol, apical plasma membrane, extracellular vesicular exosome";0,000694348007221219
"442";442;"P14618";"P14618-1";"P14618-1";"KPYM_HUMAN";"Pyruvate kinase isozymes M1/M2";"PKM";32;262;0,00450204189109204;28;28;29;27;52;59;70;81;NA;NA;NA;NA;"cytosol, mitochondrion, nucleus, cytoplasm, extracellular vesicular exosome, cilium, plasma membrane";0,00606397259639865
"443";443;"P14625";"P14625";"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";37;148;0,0016551832618299;32;35;29;27;41;40;33;34;0,00249731978653659;0,00246236324761162;0,00186126406807615;0,00191236089717419;"extracellular region, endoplasmic reticulum membrane, cytosol, endoplasmic reticulum, perinuclear region of cytoplasm, endocytic vesicle lumen, midbody, extracellular vesicular exosome, melanosome, plasma membrane, endoplasmic reticulum lumen";0,00342545016895802
"445";445;"P14735";"P14735-1";"P14735-1";"IDE_HUMAN";"Insulin-degrading enzyme";"IDE";6;14;0,000120326642554947;3;3;4;4;3;3;4;4;NA;NA;NA;NA;"peroxisome, nucleus, plasma membrane, peroxisomal matrix, cytoplasm, mitochondrion, cell surface, cytosolic proteasome complex, cytosol, extracellular space";0,000324029070036569
"446";446;"P14866";"P14866-1";"P14866-1";"HNRPL_HUMAN";"Heterogeneous nuclear ribonucleoprotein L";"HNRNPL";15;63;0,000936770491401882;14;13;10;13;17;17;12;17;NA;NA;NA;NA;"ribonucleoprotein complex, extracellular vesicular exosome, cytoplasm, nucleoplasm, nucleus, pronucleus";0,00145813081516456
