"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5838-1.id.csv";"peptide.count.P5838-2.id.csv";"peptide.count.P5839-1.id.csv";"peptide.count.P5839-2.id.csv";"spectra.count.P5838-1.id.csv";"spectra.count.P5838-2.id.csv";"spectra.count.P5839-1.id.csv";"spectra.count.P5839-2.id.csv";"dNSAF.P5838-1.id.csv";"dNSAF.P5838-2.id.csv";"dNSAF.P5839-1.id.csv";"dNSAF.P5839-2.id.csv"
"P48444";"P48444";"P48444";"COPD_HUMAN";"Coatomer subunit delta";"ARCN1";9;34;0,000582728104271553;7;7;9;7;7;8;10;9;0,000654785065982155;0,000755888252755194;0,000861696327813032;0,000774816089791463
"P49748-1,P49748-2";"P49748-1,P49748-2";"P49748-[1,2]";"ACADV_HUMAN";"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial";"ACADVL";9;17;0,00011365422186365;5;4;4;4;5;4;4;4;NA;NA;NA;NA
"P50914";"P50914";"P50914";"RL14_HUMAN";"60S ribosomal protein L14";"RPL14";9;40;0,00162940662808626;7;8;7;8;8;9;10;13;0,00177857896992362;0,00202112213629136;0,00204803173726725;0,00266000169740811
"P50995";"P50995";"P50995";"ANX11_HUMAN";"Annexin A11";"ANXA11";9;29;0,000502938134956327;6;6;6;9;6;6;6;11;0,000567912591881552;0,000573651827462234;0,000523160582391041;0,000958248897847703
"P52292";"P52292";"P52292";"IMA2_HUMAN";"Importin subunit alpha-2";"KPNA2";9;24;0,000397341124807424;6;6;5;6;6;7;5;6;0,000542147181285792;0,000638897041612791;0,00041618792392482;0,000498967891472511
"P61604";"P61604";"P61604";"CH10_HUMAN";"10 kDa heat shock protein, mitochondrial";"HSPE1";9;51;0,00437903031298181;6;7;6;7;11;14;11;15;0,00515482752925167;0,0066269908826111;0,00474862260650692;0,00646946114188623
"P62081";"P62081";"P62081";"RS7_HUMAN";"40S ribosomal protein S7";"RPS7";9;38;0,00171549641127123;9;7;8;7;11;9;9;9;0,00271027014424572;0,00223990339846723;0,00204275330495471;0,00204088155610019
"P62241";"P62241";"P62241";"RS8_HUMAN";"40S ribosomal protein S8";"RPS8";9;41;0,00172634848877168;8;7;9;8;9;10;12;10;0,00206823936706863;0,00232126741080471;0,00254034705872573;0,00211501614253973
"P62906";"P62906";"P62906";"RL10A_HUMAN";"60S ribosomal protein L10a";"RPL10A";9;40;0,00161438905547717;7;6;7;7;9;8;12;11;0,00198245985414874;0,00177999491777836;0,00243498704246521;0,00223002623692668
"P84098";"P84098";"P84098";"RL19_HUMAN";"60S ribosomal protein L19";"RPL19";9;37;0,00168132952176057;6;6;8;8;8;8;11;10;0,00195099223741622;0,00212230163273574;0,00247122196869238;0,00224450692677686
"Q00688";"Q00688";"Q00688";"FKBP3_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP3";"FKBP3";9;32;0,0012511515179948;6;6;7;8;8;7;9;8;0,00170711820773919;0,00150882381702306;0,00176917027304113;0,0015711548487438
"Q01469";"Q01469";"Q01469";"FABP5_HUMAN";"Fatty acid-binding protein, epidermal";"FABP5";10;57;0,00369784781985131;8;8;10;10;13;11;14;19;0,00460289650086715;0,00393411839697866;0,00456635224383291;0,00619151392245705
"Q09666-1";"Q09666-1";"Q09666-1";"AHNK_HUMAN";"Neuroblast differentiation-associated protein AHNAK";"AHNAK";9;24;3,56864949105479e-05;6;5;5;5;7;5;5;7;NA;NA;NA;NA
"Q13510-1,Q13510-2";"Q13510-1,Q13510-2";"Q13510-[1,2]";"ASAH1_HUMAN";"Acid ceramidase";"ASAH1";9;20;0,000221723053821864;6;5;4;5;6;5;4;5;NA;NA;NA;NA
"Q14157-1,Q14157-2,Q14157-3,Q14157-4,Q14157-5";"Q14157-1,Q14157-2,Q14157-3,Q14157-4,Q14157-5";"Q14157-[1-5]";"UBP2L_HUMAN";"Ubiquitin-associated protein 2-like";"UBAP2L";9;31;4,99539796513105e-05;6;8;6;5;6;10;8;7;NA;NA;NA;NA
"Q14166";"Q14166";"Q14166";"TTL12_HUMAN";"Tubulin--tyrosine ligase-like protein 12";"TTLL12";9;29;0,000394384717628797;6;7;7;7;7;7;7;8;0,000519557715398884;0,000524808284181935;0,000478616112513543;0,000546488643041322
"Q16836-1,Q16836-2";"Q16836-1,Q16836-2";"Q16836-[1,2]";"HCDH_HUMAN";"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial";"HADH";9;36;0,000502054430787724;7;6;9;8;8;7;10;11;NA;NA;NA;NA
"Q5VYK3";"Q5VYK3";"Q5VYK3";"ECM29_HUMAN";"Proteasome-associated protein ECM29 homolog";"ECM29";9;14;6,6456828598098e-05;NA;3;3;6;NA;3;4;7;NA;7,85079059264033e-05;9,5463809975601e-05;0,000166908590977661
"Q92820";"Q92820";"Q92820";"GGH_HUMAN";"Gamma-glutamyl hydrolase";"GGH";9;40;0,00110164284603316;8;6;8;6;12;8;11;9;0,00180374754025273;0,00121465061999341;0,00152314310020033;0,00124506610655169
"Q96G03";"Q96G03";"Q96G03";"PGM2_HUMAN";"Phosphoglucomutase-2";"PGM2";9;15;0,000224642457916304;3;3;7;2;3;3;7;2;0,000255611282442232;0,000260346070388293;0,000503641791599218;0,000143765803153027
"Q9BXP5-1,Q9BXP5-2,Q9BXP5-3,Q9BXP5-4,Q9BXP5-5";"Q9BXP5-1,Q9BXP5-2,Q9BXP5-3,Q9BXP5-4,Q9BXP5-5";"Q9BXP5-[1-5]";"SRRT_HUMAN";"Serrate RNA effector molecule homolog";"SRRT";9;22;4,39902588518721e-05;5;4;4;7;6;5;4;7;NA;NA;NA;NA
"Q9H0D6-1,Q9H0D6-2";"Q9H0D6-1,Q9H0D6-2";"Q9H0D6-[1,2]";"XRN2_HUMAN";"5'-3' exoribonuclease 2";"XRN2";9;23;0,000106018628630086;3;5;7;5;3;5;8;7;NA;NA;NA;NA
"Q9HB71-1";"Q9HB71-1";"Q9HB71-1";"CYBP_HUMAN";"Calcyclin-binding protein";"CACYBP";9;46;0,00180538969043987;8;8;9;9;10;11;12;13;NA;NA;NA;NA
"Q9UBE0";"Q9UBE0";"Q9UBE0";"SAE1_HUMAN";"SUMO-activating enzyme subunit 1";"SAE1";9;31;0,000784681732384024;4;6;7;8;6;7;9;9;0,000828889765607468;0,000976810794835741;0,00114535878948328;0,00114430931180184
"Q9ULV4";"Q9ULV4";"Q9ULV4";"COR1C_HUMAN";"Coronin-1C";"CORO1C";10;30;0,00055430763455466;6;8;4;6;7;9;6;8;0,000705896980415361;0,00091675371160895;0,000557375725965139;0,000742486679575129
"Q9Y5M8";"Q9Y5M8";"Q9Y5M8";"SRPRB_HUMAN";"Signal recognition particle receptor subunit beta";"SRPRB";9;23;0,000743304038365917;6;5;5;6;6;5;6;6;0,0010582873022147;0,000890818489755314;0,000974893336189947;0,000974000053833795
"Q9Y6C9";"Q9Y6C9";"Q9Y6C9";"MTCH2_HUMAN";"Mitochondrial carrier homolog 2";"MTCH2";9;26;0,000751516753383018;4;5;8;7;4;5;8;9;0,000631013990979502;0,000796738649253103;0,00116257907198009;0,0013067030425196
"O15355";"O15355";"O15355";"PPM1G_HUMAN";"Protein phosphatase 1G";"PPM1G";8;27;0,000433090910075124;4;5;8;6;4;6;10;7;0,000350178093895218;0,000530575408183934;0,000806459383722453;0,000564004304677261
"O60763-1,O60763-2";"O60763-1,O60763-2";"O60763-[1,2]";"USO1_HUMAN";"General vesicular transport factor p115";"USO1";8;15;6,82800984352674e-05;3;3;5;4;3;3;5;4;NA;NA;NA;NA
"O75368";"O75368";"O75368";"SH3L1_HUMAN";"SH3 domain-binding glutamic acid-rich-like protein";"SH3BGRL";8;33;0,00253522807593684;7;6;6;7;8;8;9;8;0,0033543375309963;0,00338823593998162;0,003476264396151;0,0030871814571808
"O75436";"O75436";"O75436";"VP26A_HUMAN";"Vacuolar protein sorting-associated protein 26A";"VPS26A";8;21;0,000562444260382985;6;6;4;3;6;6;5;4;0,000877051556269676;0,000885914901738313;0,000673282604759112;0,000538132547581974
"O75821";"O75821";"O75821";"EIF3G_HUMAN";"Eukaryotic translation initiation factor 3 subunit G";"EIF3G";8;30;0,00082106818368409;7;6;6;8;8;7;7;8;0,00119498274541743;0,00105617667191614;0,000963214926433505;0,00109980839412066
"O75937";"O75937";"O75937";"DNJC8_HUMAN";"DnaJ homolog subfamily C member 8";"DNAJC8";8;23;0,000796187329633057;5;5;4;5;6;6;5;6;0,0011335804699612;0,00114503625639695;0,000870211113660987;0,00104329650035161
"P00813";"P00813";"P00813";"ADA_HUMAN";"Adenosine deaminase";"ADA";8;26;0,000627299108195742;6;6;4;7;7;7;4;8;0,000921749776079563;0,000931064834747015;0,000485208620950369;0,000969528060932813
"P07339";"P07339";"P07339";"CATD_HUMAN";"Cathepsin D";"CTSD";8;22;0,000467663431483495;6;4;6;6;6;4;6;6;0,000696106453641223;0,000468760797521728;0,000641252655600669;0,000640665083953782
"P07737";"P07737";"P07737";"PROF1_HUMAN";"Profilin-1";"PFN1";8;88;0,00550506667917714;6;6;8;8;19;22;24;23;0,00648704918940892;0,00758722833703026;0,00754845983164216;0,00722731230422148
"P07948-1,P07948-2";"P07948-1,P07948-2";"P07948-[1,2]";"LYN_HUMAN";"Tyrosine-protein kinase Lyn";"LYN";9;21;0,00019369561931273;5;4;6;5;5;4;7;5;NA;NA;NA;NA
"P08574";"P08574";"P08574";"CY1_HUMAN";"Cytochrome c1, heme protein, mitochondrial";"CYC1";8;26;0,00070064485007709;5;6;6;5;7;6;7;6;0,00102952359605194;0,00089136668574901;0,000948396235257605;0,000812166198735256
"P08708,P0CW22";"P08708,P0CW22";"P08708, P0CW22";"RS17_HUMAN, RS17L_HUMAN";"40S ribosomal protein S17, 40S ribosomal protein S17-like";"RPS17, RPS17L";8;36;0,00116774141679515;5;5;7;8;8;7;10;11;0,00141627584642066;0,00125176494449321;0,00163084008708318;0,00179228034597441
"P12277";"P12277";"P12277";"KCRB_HUMAN";"Creatine kinase B-type";"CKB";8;26;0,000597662929855786;6;5;5;5;7;6;6;7;0,000878202542563993;0,000760352159759654;0,000693428068523558;0,000808258137411508
"P13798";"P13798";"P13798";"ACPH_HUMAN";"Acylamino-acid-releasing enzyme";"APEH";8;23;0,000275184965023447;6;4;5;6;6;6;5;6;0,000391797621448339;0,000395757066760148;0,000300769688191571;0,000360592916105134
"P18621";"P18621";"P18621";"RL17_HUMAN";"60S ribosomal protein L17";"RPL17";8;29;0,00138034651170079;5;4;6;7;6;7;8;8;0,00155867314619665;0,00183682899463677;0,00191446445005417;0,00191271025064463
"P18669";"P18669";"P18669";"PGAM1_HUMAN";"Phosphoglycerate mutase 1";"PGAM1";15;77;0,00265500263070551;10;10;15;14;16;12;24;25;0,00301098014593369;0,00228105647927896;0,00416056841114135;0,00432995430756165
"P19623";"P19623";"P19623";"SPEE_HUMAN";"Spermidine synthase";"SRM";8;35;0,00101500702618784;5;6;7;7;6;10;10;9;0,000949655161921139;0,00159875371340192;0,00145803583944523;0,00131102987378622
"P21283";"P21283";"P21283";"VATC1_HUMAN";"V-type proton ATPase subunit C 1";"ATP6V1C1";8;21;0,000481464065825226;4;6;5;2;4;8;7;2;0,000500516333159134;0,00101114894543954;0,000806881613766287;0,000230326365260871
"P21796";"P21796";"P21796";"VDAC1_HUMAN";"Voltage-dependent anion-selective channel protein 1";"VDAC1";8;32;0,00112235217444622;8;7;5;6;9;10;6;7;0,0016989569691655;0,00190680706869678;0,00108914761999548;0,00124359959759227
"P25398";"P25398";"P25398";"RS12_HUMAN";"40S ribosomal protein S12";"RPS12";8;35;0,00232221304476308;7;5;7;6;9;7;10;9;0,00325904385113845;0,00256042829555429;0,00333580926903378;0,00299947743851089
"P26196";"P26196";"P26196";"DDX6_HUMAN";"Probable ATP-dependent RNA helicase DDX6";"DDX6";8;35;0,000634642074345191;8;6;6;6;11;8;8;8;0,00108859711797861;0,000799707861610568;0,000729319790496827;0,000728651524055096
"P28066";"P28066";"P28066";"PSA5_HUMAN";"Proteasome subunit alpha type-5";"PSMA5";8;37;0,00134459851933881;7;6;6;7;9;8;10;10;0,00178503646618372;0,00160273401310334;0,00182708225523842;0,00182540812302184
"P30048";"P30048";"P30048";"PRDX3_HUMAN";"Thioredoxin-dependent peroxide reductase, mitochondrial";"PRDX3";8;37;0,00126581344984631;6;7;7;5;9;11;10;7;0,00168044448574326;0,00207463274840671;0,00172002665434555;0,00120291543106947
"P30086";"P30086";"P30086";"PEBP1_HUMAN";"Phosphatidylethanolamine-binding protein 1";"PEBP1";8;30;0,00140503646405834;5;5;8;7;5;5;10;10;0,00127805641221116;0,00129097224985931;0,00235468889578855;0,00235253132432227
"P30740";"P30740";"P30740";"ILEU_HUMAN";"Leukocyte elastase inhibitor";"SERPINB1";8;24;0,000554600145179755;5;4;5;5;5;4;9;6;0,000630597754837695;0,000509576381474808;0,00104563097931719;0,000696448587305959
"P31153";"P31153";"P31153";"METK2_HUMAN";"S-adenosylmethionine synthase isoform type-2";"MAT2A";8;33;0,000731686077612151;6;5;7;8;7;6;10;10;0,000847076376498433;0,00073340296928716;0,00111475145193028;0,00111373001936269
"P31689";"P31689";"P31689";"DNJA1_HUMAN";"DnaJ homolog subfamily A member 1";"DNAJA1";8;22;0,000485333334436272;5;5;5;3;6;6;6;4;0,000722407705038247;0,000729708244001079;0,000665481345358881;0,000443247715514624
"P31946-1,P31946-2";"P31946-1,P31946-2";"P31946-[1,2]";"1433B_HUMAN";"14-3-3 protein beta/alpha";"YWHAB";8;49;0,00107367209729095;7;7;8;8;9;11;14;15;NA;NA;NA;NA
"P36542-1,P36542-2";"P36542-1,P36542-2";"P36542-[1,2]";"ATPG_HUMAN";"ATP synthase subunit gamma, mitochondrial";"ATP5C1";8;24;0,000352673582253569;5;7;7;5;5;7;7;5;NA;NA;NA;NA
"P36871-1,P36871-2";"P36871-1,P36871-2";"P36871-[1,2]";"PGM1_HUMAN";"Phosphoglucomutase-1";"PGM1";8;17;0,000132461771033258;3;3;6;4;3;3;7;4;NA;NA;NA;NA
"P39687";"P39687";"P39687";"AN32A_HUMAN";"Acidic leucine-rich nuclear phosphoprotein 32 family member A";"ANP32A";9;29;0,00161502389722422;6;8;7;5;7;9;8;5;0,00212761318795875;0,00244320386756506;0,00235784108975882;0,00157045375331821
"P49721";"P49721";"P49721";"PSB2_HUMAN";"Proteasome subunit beta type-2";"PSMB2";8;24;0,00104573858220461;6;6;5;5;6;6;6;6;0,00142684506915514;0,00144126454163397;0,0013144084283954;0,00131320405268138
"P50570-1,P50570-2,P50570-3";"P50570-1,P50570-2,P50570-3";"P50570-[1-3]";"DYN2_HUMAN";"Dynamin-2";"DNM2";10;15;5,03336817584117e-05;3;5;4;3;3;5;4;3;NA;NA;NA;NA
"P51570";"P51570";"P51570";"GALK1_HUMAN";"Galactokinase";"GALK1";8;15;0,000335129870891465;5;4;4;2;5;4;4;2;0,000609685074192568;0,000492677164742225;0,000449313085216795;0,000224450692677686
"P53999";"P53999";"P53999";"TCP4_HUMAN";"Activated RNA polymerase II transcriptional coactivator p15";"SUB1";8;38;0,00262052207705998;7;7;8;8;11;10;9;8;0,00414009770065882;0,00380176079879827;0,00312042630835601;0,00277117075683946
"P55327-1,P55327-2,P55327-3,P55327-4";"P55327-1,P55327-2,P55327-3,P55327-4";"P55327-[1-4]";"TPD52_HUMAN";"Tumor protein D52";"TPD52";8;19;0,000185717803452354;4;4;4;7;4;4;4;7;NA;NA;NA;NA
"P55809";"P55809";"P55809";"SCOT1_HUMAN";"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial";"OXCT1";9;27;0,000454745455578881;5;7;7;4;6;9;8;4;0,000551530497884969;0,000835656267889697;0,000677425882326861;0,000338402582806357
"P61289-1,P61289-2";"P61289-1,P61289-2";"P61289-[1,2]";"PSME3_HUMAN";"Proteasome activator complex subunit 3";"PSME3";8;29;0,000499968027860128;6;6;7;7;7;6;8;8;NA;NA;NA;NA
"P62244";"P62244";"P62244";"RS15A_HUMAN";"40S ribosomal protein S15a";"RPS15A";8;35;0,0023579393992979;6;6;6;6;8;9;10;8;0,00294149598871983;0,00334262507155879;0,0033871294116343;0,00270722066245085
"P62826";"P62826";"P62826";"RAN_HUMAN";"GTP-binding nuclear protein Ran";"RAN";8;33;0,00133803704007778;7;7;7;6;8;9;9;7;0,00177034480802583;0,00201176508936408;0,00183469509796858;0,00142567754793419
"P62937";"P62937";"P62937";"PPIA_HUMAN";"Peptidyl-prolyl cis-trans isomerase A";"PPIA";11;107;0,00580030939715657;8;9;10;10;19;24;31;33;0,00585927023559516;0,00724235432171071;0,00827280698720378;0,00879846715296528
"P67809";"P67809";"P67809";"YBOX1_HUMAN";"Nuclease-sensitive element-binding protein 1";"YBX1";8;45;0,00159237465926611;7;7;7;7;11;10;12;12;0,00231830867717668;0,00211111151353021;0,00198030582002958;0,00195521492288117
"Q04917";"Q04917";"Q04917";"1433F_HUMAN";"14-3-3 protein eta";"YWHAH";8;23;0,00092888997685938;5;7;5;5;5;8;5;5;0,00113237370918455;0,00174943287688874;0,00101670480401853;0,00100715054406654
"Q12874";"Q12874";"Q12874";"SF3A3_HUMAN";"Splicing factor 3A subunit 3";"SF3A3";8;24;0,000419547814417419;8;6;3;4;9;6;4;5;0,000858670236228095;0,000578231881972911;0,000351558342125716;0,000439045267114036
"Q13162";"Q13162";"Q13162";"PRDX4_HUMAN";"Peroxiredoxin-4";"PRDX4";8;45;0,00160315489274402;8;8;7;6;13;12;10;10;0,00257957529914833;0,00241383074643376;0,00172329630134587;0,00178043020593274
"Q13347";"Q13347";"Q13347";"EIF3I_HUMAN";"Eukaryotic translation initiation factor 3 subunit I";"EIF3I";8;36;0,000970123638568279;5;7;5;6;7;12;8;9;0,00102952359605194;0,00178273337149802;0,00108388141172298;0,00121824929810288
"Q14444-1,Q14444-2";"Q14444-1,Q14444-2";"Q14444-[1,2]";"CAPR1_HUMAN";"Caprin-1";"CAPRIN1";8;18;0,000111174253362021;6;6;2;4;6;6;2;4;NA;NA;NA;NA
"Q14739";"Q14739";"Q14739";"LBR_HUMAN";"Lamin-B receptor";"LBR";8;27;0,000384500222603281;6;6;5;6;7;7;6;7;0,000544057184905498;0,000549555341484823;0,000429587144890204;0,000500725772932983
"Q14978-1,Q14978-2,Q14978-3";"Q14978-1,Q14978-2,Q14978-3";"Q14978-[1-3]";"NOLC1_HUMAN";"Nucleolar and coiled-body phosphoprotein 1";"NOLC1";8;23;9,60588432985996e-05;6;7;5;4;6;7;5;5;NA;NA;NA;NA
"Q8NE71-1,Q8NE71-2";"Q8NE71-1,Q8NE71-2";"Q8NE71-[1,2]";"ABCF1_HUMAN";"ATP-binding cassette sub-family F member 1";"ABCF1";8;21;0,000108827972275288;5;5;2;5;6;7;3;5;NA;NA;NA;NA
"Q8TCJ2";"Q8TCJ2";"Q8TCJ2";"STT3B_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B";"STT3B";8;21;0,000242024519877403;4;7;3;3;5;8;4;4;0,000308631540382226;0,000501027625161585;0,000234556661435208;0,000243471937819862
"Q92614-1,Q92614-2,Q92614-3,Q92614-4,Q92614-5";"Q92614-1,Q92614-2,Q92614-3,Q92614-4,Q92614-5";"Q92614-[1-5]";"MY18A_HUMAN";"Unconventional myosin-XVIIIa";"MYO18A";8;12;1,02333717148553e-05;4;1;4;2;4;1;5;2;NA;NA;NA;NA
"Q96AG4";"Q96AG4";"Q96AG4";"LRC59_HUMAN";"Leucine-rich repeat-containing protein 59";"LRRC59";8;36;0,00102700385190453;7;8;6;6;9;10;9;8;0,00140128269820937;0,00157271537930743;0,00129086039466193;0,00114638008507691
"Q9H993";"Q9H993";"Q9H993";"CF211_HUMAN";"UPF0364 protein C6orf211";"C6orf211";8;25;0,000496488697616986;5;4;6;6;6;5;7;7;0,000650330745805406;0,000547419071935805;0,000698931465892793;0,000698291043886133
"Q9UGP8";"Q9UGP8";"Q9UGP8";"SEC63_HUMAN";"Translocation protein SEC63 homolog";"SEC63";8;12;0,000138285167778373;3;2;3;4;3;2;3;4;0,000188681486118542;0,000127058847749311;0,00017381321980755;0,00023153860928856
"Q9UH65";"Q9UH65";"Q9UH65";"SWP70_HUMAN";"Switch-associated protein 70";"SWAP70";8;14;0,000209594613270924;3;4;3;4;3;4;3;4;0,000245124665726653;0,00033013580953667;0,000225808627442287;0,000300802295827873
"Q9UI08-1,Q9UI08-2";"Q9UI08-1,Q9UI08-2";"Q9UI08-[1,2]";"EVL_HUMAN";"Ena/VASP-like protein";"EVL";8;16;0,000168424242806993;4;3;3;5;4;4;3;5;NA;NA;NA;NA
"Q9UJZ1";"Q9UJZ1";"Q9UJZ1";"STML2_HUMAN";"Stomatin-like protein 2";"STOML2";8;25;0,000615032347328907;6;4;6;6;7;4;8;6;0,000939874069429442;0,000542498451064472;0,00098949847980328;0,000741443861204939
"Q9UQ35-1";"Q9UQ35-1";"Q9UQ35-1";"SRRM2_HUMAN";"Serine/arginine repetitive matrix protein 2";"SRRM2";13;35;0,000111385218716834;7;11;8;9;7;11;8;9;NA;NA;NA;NA
"O14744-1,O14744-2";"O14744-1,O14744-2";"O14744-[1,2]";"ANM5_HUMAN";"Protein arginine N-methyltransferase 5";"PRMT5";7;20;0,000137489177801627;5;5;5;5;5;5;5;5;NA;NA;NA;NA
"O14776-1,O14776-2";"O14776-1,O14776-2";"O14776-[1,2]";"TCRG1_HUMAN";"Transcription elongation regulator 1";"TCERG1";7;14;5,58346305844676e-05;2;3;6;2;2;3;7;2;NA;NA;NA;NA
"O43681";"O43681";"O43681";"ASNA_HUMAN";"ATPase ASNA1";"ASNA1";7;28;0,000704671544617763;4;4;5;6;7;7;7;7;0,000961480369876095;0,000971196939693006;0,000885714874881384;0,000884903305614324
"O75347";"O75347";"O75347";"TBCA_HUMAN";"Tubulin-specific chaperone A";"TBCA";7;25;0,00202732884860269;5;5;5;6;7;5;6;7;0,0030981034140452;0,00223529454373787;0,00244626013062477;0,00285135509586838
"O75995";"O75995";"O75995";"SASH3_HUMAN";"SAM and SH3 domain-containing protein 3";"SASH3";7;24;0,000553140671113492;5;4;4;6;6;4;5;9;0,000754725944474168;0,000508235390997243;0,000579377399358499;0,00104192374179852
"O95336";"O95336";"O95336";"6PGL_HUMAN";"6-phosphogluconolactonase";"PGLS";7;19;0,00064497345695081;5;4;3;5;5;4;3;7;0,000926343213501886;0,000748563754181985;0,000512007934316813;0,00119359050524723
"O95466-1,O95466-2,O95466-3";"O95466-1,O95466-2,O95466-3";"O95466-[1-3]";"FMNL_HUMAN";"Formin-like protein 1";"FMNL1";7;12;3,18474931853223e-05;4;2;3;3;4;2;3;3;NA;NA;NA;NA
"P00387-1,P00387-2,P00387-3";"P00387-1,P00387-2,P00387-3";"P00387-[1-3]";"NB5R3_HUMAN";"NADH-cytochrome b5 reductase 3";"CYB5R3";7;21;0,000203675828510782;5;4;5;5;5;5;5;6;NA;NA;NA;NA
"P04792";"P04792";"P04792";"HSPB1_HUMAN";"Heat shock protein beta-1";"HSPB1";7;20;0,000854444939118403;4;5;5;5;4;5;5;6;0,000932669459837996;0,00117761858889605;0,00107396786222551;0,00128758055897053
"P06730-1,P06730-2,P06730-3";"P06730-1,P06730-2,P06730-3";"P06730-[1-3]";"IF4E_HUMAN";"Eukaryotic translation initiation factor 4E";"EIF4E";7;21;0,000282518084708504;5;5;6;4;5;6;6;4;NA;NA;NA;NA
"P06733-1";"P06733-1";"P06733-1";"ENOA_HUMAN";"Alpha-enolase";"ENO1";22;267;0,00713712064474829;21;19;19;20;65;64;66;72;NA;NA;NA;NA
"P07203";"P07203";"P07203";"GPX1_HUMAN";"Glutathione peroxidase 1";"GPX1";7;20;0,000862863115858486;6;5;4;4;6;5;5;4;0,00141278748226692;0,00118922074248123;0,00108454882638537;0,000866844054479338
"P08559-1,P08559-2,P08559-3,P08559-4";"P08559-1,P08559-2,P08559-3,P08559-4";"P08559-[1-4]";"ODPA_HUMAN";"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial";"PDHA1";9;23;0,000129125252818695;4;4;6;6;4;4;7;8;NA;NA;NA;NA
"P09211";"P09211";"P09211";"GSTP1_HUMAN";"Glutathione S-transferase P";"GSTP1";7;34;0,00141797172039411;7;6;6;6;9;8;9;8;0,00204854184928703;0,00183932808170431;0,00188711495791054;0,00167589850532672
"P11766";"P11766";"P11766";"ADHX_HUMAN";"Alcohol dehydrogenase class-3";"ADH5";7;26;0,000608849134425279;6;5;6;6;7;6;6;7;0,000894639488547811;0,000774583349915584;0,000706406668736566;0,000823385963512793
"P13073";"P13073";"P13073";"COX41_HUMAN";"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial";"COX4I1";7;23;0,0011919254106341;5;5;6;6;6;5;6;6;0,00169701691656914;0,0014284722528029;0,00156329049767737;0,00156185807449088
"P14927";"P14927";"P14927";"QCR7_HUMAN";"Cytochrome b-c1 complex subunit 7";"UQCRB";7;19;0,00149912749453431;5;4;4;5;6;4;4;5;0,00258374647657823;0,00173990494215272;0,00158676332797283;0,00198163674616335
"P16615-1,P16615-2,P16615-3,P16615-4,P16615-5";"P16615-1,P16615-2,P16615-3,P16615-4,P16615-5";"P16615-[1-5]";"AT2A2_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2";"ATP2A2";9;21;4,41265050732333e-05;4;7;3;6;5;7;3;6;NA;NA;NA;NA
"P20073-1,P20073-2";"P20073-1,P20073-2";"P20073-[1,2]";"ANXA7_HUMAN";"Annexin A7";"ANXA7";7;24;0,000215362146540089;6;6;5;5;6;7;5;6;NA;NA;NA;NA
"P24534";"P24534";"P24534";"EF1B_HUMAN";"Elongation factor 1-beta";"EEF1B2";7;21;0,000868507678741393;4;6;3;3;5;8;4;4;0,0010622068848155;0,00171670620959069;0,000913270448766583;0,000912433630677881
"P25787";"P25787";"P25787";"PSA2_HUMAN";"Proteasome subunit alpha type-2";"PSMA2";7;26;0,000973117847329292;4;4;4;6;6;5;6;9;0,00122562332863326;0,00103167440480209;0,00112904313721143;0,00169201291403178
"P28062-1,P28062-2";"P28062-1,P28062-2";"P28062-[1,2]";"PSB8_HUMAN";"Proteasome subunit beta type-8";"PSMB8";7;29;0,000460115503900263;4;4;5;6;7;8;7;7;NA;NA;NA;NA
"P29966";"P29966";"P29966";"MARCS_HUMAN";"Myristoylated alanine-rich C-kinase substrate";"MARCKS";7;21;0,00055397371429288;4;6;3;6;4;7;4;6;0,000575895298996353;0,00101800161148544;0,000530514245195734;0,000795042212617344
"P31040";"P31040";"P31040";"DHSA_HUMAN";"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial";"SDHA";7;15;0,0001978477551046;5;3;3;4;5;3;3;4;0,000359934561872721;0,000218143202461166;0,0001989428419484;0,000265014070872448
"P39656";"P39656";"P39656";"OST48_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit";"DDOST";7;25;0,000480156832563795;6;6;5;7;6;6;5;8;0,000628938287061807;0,000635294238746553;0,000482814499465416;0,0007717953642952
"P43487";"P43487";"P43487";"RANG_HUMAN";"Ran-specific GTPase-activating protein";"RANBP1";7;22;0,000958593700354228;5;4;5;5;5;4;5;8;0,00118903755762929;0,000960843027755981;0,00109534035699617;0,00175093873690851
"P45880-1,P45880-2,P45880-3";"P45880-1,P45880-2,P45880-3";"P45880-[1-3]";"VDAC2_HUMAN";"Voltage-dependent anion-selective channel protein 2";"VDAC2";7;24;0,000238314574856153;5;5;5;4;7;6;6;5;NA;NA;NA;NA
