"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5573"	"spectra.count.P5573"	"dNSAF.P5573"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"P08238"	"P08238"	"HS90B_HUMAN"	"Heat shock protein HSP 90-beta"	"HSP90AB1"	2	2	0.00161661889802635	2	2	0.00197992661121462	2	"nucleotide-binding domain;positive regulation of cell size;placenta development;negative regulation of neuron apoptotic process;cellular response to organic cyclic compound;protein folding;innate immune response;regulation of type I interferon-mediated signaling pathway;positive regulation of nitric oxide biosynthetic process;positive regulation of protein serine/threonine kinase activity;negative regulation of proteasomal ubiquitin-dependent protein catabolic process;positive regulation of protein binding;positive regulation of protein import into nucleus;axon guidance;response to salt stress;response to unfolded protein;regulation of interferon-gamma-mediated signaling pathway;Fc-gamma receptor signaling pathway involved in phagocytosis;cellular response to interleukin-4"	"mitochondrion;melanosome;cytosol;apical plasma membrane;brush border membrane;basolateral plasma membrane;cell surface;inclusion body"	"TPR domain binding;ATP binding;dATP binding;GTP binding;CTP binding;nitric-oxide synthase regulator activity;UTP binding"
"P08708,P0CW22"	"P08708, P0CW22"	"RS17L_HUMAN, RS17_HUMAN"	"40S ribosomal protein S17, 40S ribosomal protein S17-like"	"RPS17, RPS17L"	2	6	0.0078028805478072	2	6	0.00955644577679592	0	"erythrocyte homeostasis;translational termination;rRNA processing;SRP-dependent cotranslational protein targeting to membrane;viral transcription;nuclear-transcribed mRNA catabolic process;ribosomal small subunit assembly;translational elongation;translational initiation;translation"	"cytosolic small ribosomal subunit;ribosome"	"structural constituent of ribosome"
"P09496-1,P09496-2,P09496-3,P09496-4"	"P09496-[1-4]"	"CLCA_HUMAN"	"Clathrin light chain A"	"CLTA"	2	3	0.00106188394551812	2	3	0	0	"negative regulation of epidermal growth factor receptor signaling pathway;intracellular protein transport;antigen processing and presentation of exogenous peptide antigen via MHC class II;axon guidance;neurotrophin TRK receptor signaling pathway;epidermal growth factor receptor signaling pathway;endocytosis;post-Golgi vesicle-mediated transport"	"clathrin coat;trans-Golgi network membrane;clathrin coat of coated pit;cytosol;plasma membrane;clathrin-coated endocytic vesicle membrane;clathrin coat of trans-Golgi network vesicle"	"peptide binding;structural molecule activity"
"P11142-1,P11142-2"	"P11142-[1,2]"	"HSP7C_HUMAN"	"Heat shock cognate 71 kDa protein"	"HSPA8"	4	7	0.00190240508712018	4	7	0	0	"regulation of cell cycle;transcription;RNA splicing;post-Golgi vesicle-mediated transport;negative regulation of transcription;mRNA processing;gene expression;axon guidance;modulation by virus of host morphology or physiology;mRNA metabolic process;response to unfolded protein;neurotransmitter secretion;protein folding;chaperone mediated protein folding requiring cofactor"	"Prp19 complex;spliceosomal complex;extracellular vesicular exosome;nucleolus;ribonucleoprotein complex;plasma membrane;clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane;cytosol;cell surface;melanosome"	"ATP binding;ATPase activity"
"P12004"	"P12004"	"PCNA_HUMAN"	"Proliferating cell nuclear antigen"	"PCNA"	2	2	0.0026906484647611	2	2	0.00329532612992963	0	"regulation of transcription involved in G1/S transition of mitotic cell cycle;positive regulation of deoxyribonuclease activity;base-excision repair;response to lipid;translesion synthesis;cell proliferation;response to cadmium ion;transcription-coupled nucleotide-excision repair;regulation of DNA replication;mismatch repair;nucleotide-excision repair;telomere maintenance via semi-conservative replication;phosphatidylinositol-mediated signaling;heart development;telomere maintenance via recombination;DNA strand elongation involved in DNA replication"	"PCNA complex;cytoplasm;nucleoplasm;nuclear replication fork;DNA replication factor C complex;microtubule cytoskeleton;PCNA-p21 complex"	"purine-specific mismatch base pair DNA N-glycosylase activity;MutLalpha complex binding;DNA polymerase processivity factor activity;dinucleotide insertion or deletion binding"
"P13639"	"P13639"	"EF2_HUMAN"	"Elongation factor 2"	"EEF2"	2	4	0.00163696794709242	2	4	0.00200484876436278	0	"translational elongation"	"cytosol;ribonucleoprotein complex;polysome"	"GTP binding;translation elongation factor activity;GTPase activity"
"P14866-1,P14866-2"	"P14866-[1,2]"	"HNRPL_HUMAN"	"Heterogeneous nuclear ribonucleoprotein L"	"HNRNPL"	2	2	0.000596145372922451	2	2	0	0	"mRNA splicing"	"ribonucleoprotein complex;cytoplasm;nucleoplasm"	"transcription regulatory region DNA binding;nucleotide binding;RNA binding"
"P15880"	"P15880"	"RS2_HUMAN"	"40S ribosomal protein S2"	"RPS2"	2	2	0.00239678924676672	2	2	0.00293542703041513	0	"translational initiation;translational elongation;translational termination;viral transcription;SRP-dependent cotranslational protein targeting to membrane;nuclear-transcribed mRNA catabolic process"	"nucleoplasm;cytosolic small ribosomal subunit"	"RNA binding;structural constituent of ribosome"
"P17844"	"P17844"	"DDX5_HUMAN"	"Probable ATP-dependent RNA helicase DDX5"	"DDX5"	2	3	0.00171561705855696	2	3	0.00210117293138021	0	"positive regulation of intracellular estrogen receptor signaling pathway;transcription;circadian rhythm;cell growth;regulation of viral genome replication;regulation of alternative mRNA splicing;regulation of androgen receptor signaling pathway;in utero embryonic development;regulation of skeletal muscle cell differentiation;negative regulation of transcription from RNA polymerase II promoter;positive regulation of DNA damage response;intrinsic apoptotic signaling pathway by p53 class mediator;regulation of osteoblast differentiation;positive regulation of transcription from RNA polymerase II promoter;mRNA splicing"	"catalytic step 2 spliceosome;nucleolus"	"androgen receptor binding;ATP-dependent RNA helicase activity;transcription coactivator activity;estrogen receptor binding;RNA helicase activity;ATP binding;pre-mRNA binding"
"P18077"	"P18077"	"RL35A_HUMAN"	"60S ribosomal protein L35a"	"RPL35A"	2	8	0.0255366999746417	2	8	0.0312756407240594	0	"translational termination;ribosomal large subunit biogenesis;translational initiation;rRNA processing;viral transcription;nuclear-transcribed mRNA catabolic process;SRP-dependent cotranslational protein targeting to membrane;translational elongation"	"cytosolic large ribosomal subunit"	"tRNA binding;structural constituent of ribosome"
"P19338"	"P19338"	"NUCL_HUMAN"	"Nucleolin"	"NCL"	2	2	0.000989097534229082	2	2	0.00121138045057976	0	"angiogenesis"	"nucleoplasm;nucleolus;cell cortex;ribonucleoprotein complex"	"telomeric DNA binding;RNA binding;nucleotide binding"
"P20290-1,P20290-2,Q96K17-1"	"P20290-[1,2], Q96K17-1"	"BT3L4_HUMAN, BTF3_HUMAN"	"Transcription factor BTF3, Transcription factor BTF3 homolog 4"	"BTF3, BTF3L4"	2	2	0.0012320337707064	2	2	0	0	"in utero embryonic development;regulation of transcription;transcription from RNA polymerase II promoter"	"nucleus"	""
"P29692-1,P29692-2"	"P29692-[1,2]"	"EF1D_HUMAN"	"Elongation factor 1-delta"	"EEF1D"	2	2	0.00124957161797624	2	2	0	0	"transcription;regulation of transcription;translational elongation;positive regulation of I-kappaB kinase/NF-kappaB cascade"	"cytosol;eukaryotic translation elongation factor 1 complex;nucleus"	"signal transducer activity;translation elongation factor activity;DNA binding;translation factor activity"
"P30101"	"P30101"	"PDIA3_HUMAN"	"Protein disulfide-isomerase A3"	"PDIA3"	2	2	0.00139061237485673	2	2	0.00170312895032006	0	"post-translational protein modification;protein import into nucleus;cell redox homeostasis;protein N-linked glycosylation via asparagine;glycerol ether metabolic process;antigen processing and presentation of exogenous peptide antigen via MHC class I;positive regulation of apoptotic process;signal transduction;protein retention in ER lumen"	"melanosome;cell surface;endoplasmic reticulum lumen"	"electron carrier activity;protein disulfide oxidoreductase activity;protein disulfide isomerase activity;phospholipase C activity;cysteine-type endopeptidase activity"
"P31943,P55795"	"P31943, P55795"	"HNRH1_HUMAN, HNRH2_HUMAN"	"Heterogeneous nuclear ribonucleoprotein H, Heterogeneous nuclear ribonucleoprotein H2"	"HNRNPH1, HNRNPH2"	2	2	0.000782025890092035	2	2	0.00095777296203968	0	"regulation of RNA splicing;mRNA splicing"	"nucleoplasm;catalytic step 2 spliceosome;cytoplasm;actin cytoskeleton;ribonucleoprotein complex"	"poly(U) RNA binding;nucleotide binding;RNA binding"
"P39023"	"P39023"	"RL3_HUMAN"	"60S ribosomal protein L3"	"RPL3"	2	4	0.00348515756477741	2	4	0.00426838769186914	0	"cellular response to interleukin-4;translational initiation;SRP-dependent cotranslational protein targeting to membrane;translational termination;translational elongation;viral transcription;nuclear-transcribed mRNA catabolic process"	"nucleolus;cytosolic large ribosomal subunit"	"structural constituent of ribosome;RNA binding"
"P39687,Q92688-1,Q92688-2"	"P39687, Q92688-[1,2]"	"AN32A_HUMAN, AN32B_HUMAN"	"Acidic leucine-rich nuclear phosphoprotein 32 family member A, Acidic leucine-rich nuclear phosphoprotein 32 family member B"	"ANP32A, ANP32B"	2	2	0.000935098867247201	2	2	0.00345413702775756	0	"nucleocytoplasmic transport;regulation of transcription;transcription;intracellular signal transduction;mRNA metabolic process;gene expression"	"nucleoplasm;endoplasmic reticulum;perinuclear region of cytoplasm;nucleus;cytoplasm"	""
"P40227"	"P40227"	"TCPZ_HUMAN"	"T-complex protein 1 subunit zeta"	"CCT6A"	4	4	0.00264504425349397	4	4	0.00323947314467658	0	"'de novo' posttranslational protein folding;binding of sperm to zona pellucida"	"acrosomal vesicle;chaperonin-containing T-complex;cytosol;microtubule;zona pellucida receptor complex"	"ATP binding;unfolded protein binding"
"P49458-1"	"P49458-1"	"SRP09_HUMAN"	"Signal recognition particle 9 kDa protein"	"SRP9"	2	3	0.0122487078366741	2	3	0	0	"translation;SRP-dependent cotranslational protein targeting to membrane;negative regulation of translational elongation"	"signal recognition particle receptor complex;signal recognition particle;cytosol"	"7S RNA binding;signal recognition particle binding;RNA binding"
"P54819-1,P54819-2,P54819-3,P54819-5"	"P54819-[1-3,5]"	"KAD2_HUMAN"	"Adenylate kinase 2, mitochondrial"	"AK2"	2	2	0.000734580804709883	2	2	0	0	"AMP metabolic process;response to thyroid hormone stimulus;ADP biosynthetic process;liver development;oxidative phosphorylation;ATP metabolic process;dATP metabolic process;brain development;nucleobase-containing small molecule interconversion"	"sperm mitochondrial sheath;mitochondrial inner membrane;cytosol;mitochondrial intermembrane space"	"ATP binding;adenylate kinase activity"
"P61978-1,P61978-2,P61978-3"	"P61978-[1-3]"	"HNRPK_HUMAN"	"Heterogeneous nuclear ribonucleoprotein K"	"HNRNPK"	2	3	0.000758379318901348	2	3	0	0	"regulation of low-density lipoprotein particle clearance;positive regulation of receptor-mediated endocytosis;modulation by virus of host morphology or physiology;mRNA splicing;regulation of apoptotic process;regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter;positive regulation of low-density lipoprotein particle receptor biosynthetic process;signal transduction"	"cell projection;cell junction;podosome;catalytic step 2 spliceosome;cytoplasm;nuclear chromatin;nucleoplasm"	"RNA binding;RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription;RNA polymerase II core promoter proximal region sequence-specific DNA binding;single-stranded DNA binding"
"P62277"	"P62277"	"RS13_HUMAN"	"40S ribosomal protein S13"	"RPS13"	2	6	0.0139521705159466	2	6	0.0170876845015556	0	"translational elongation;negative regulation of RNA splicing;translational termination;viral transcription;nuclear-transcribed mRNA catabolic process;SRP-dependent cotranslational protein targeting to membrane;translational initiation"	"cytosolic small ribosomal subunit;nucleolus"	"structural constituent of ribosome;mRNA binding"
"P62910"	"P62910"	"RL32_HUMAN"	"60S ribosomal protein L32"	"RPL32"	2	4	0.0104038407304096	2	4	0.0127419277023946	0	"translational elongation;translational termination;SRP-dependent cotranslational protein targeting to membrane;translational initiation;nuclear-transcribed mRNA catabolic process;viral transcription"	"cytosolic large ribosomal subunit"	"structural constituent of ribosome"
"P68363,Q71U36,Q9BQE3"	"P68363, Q71U36, Q9BQE3"	"TBA1A_HUMAN, TBA1B_HUMAN, TBA1C_HUMAN"	"Tubulin alpha-1A chain, Tubulin alpha-1B chain, Tubulin alpha-1C chain"	"TUBA1A, TUBA1B, TUBA1C"	2	2	0.000519806994302478	2	2	0.000636624811185516	0	"'de novo' posttranslational protein folding;microtubule cytoskeleton organization;cell division;microtubule-based process;cellular response to interleukin-4;protein polymerization;cytoskeleton-dependent intracellular transport;G2/M transition of mitotic cell cycle"	"microtubule;cytoplasmic microtubule;cytosol"	"structural constituent of cytoskeleton;GTP binding;structural molecule activity;GTPase activity"
"P82979"	"P82979"	"SARNP_HUMAN"	"SAP domain-containing ribonucleoprotein"	"SARNP"	2	4	0.00668818332669188	2	4	0.00819123923725365	0	"regulation of translation;regulation of transcription;transcription"	"nucleus"	"DNA binding;RNA binding;nucleic acid binding"
"P83881,Q969Q0"	"P83881, Q969Q0"	"RL36A_HUMAN, RL36L_HUMAN"	"60S ribosomal protein L36a, 60S ribosomal protein L36a-like"	"RPL36A, RPL36AL"	2	2	0.00331254362878607	2	2	0.00405698169769638	0	"SRP-dependent cotranslational protein targeting to membrane;translational initiation;nuclear-transcribed mRNA catabolic process;translational termination;viral transcription;translational elongation;translation"	"cytosolic large ribosomal subunit;ribosome"	"structural constituent of ribosome"
"Q01813"	"Q01813"	"K6PP_HUMAN"	"6-phosphofructokinase type C"	"PFKP"	2	2	0.000895738838396234	2	2	0.00109704096927504	0	"fructose 6-phosphate metabolic process;small molecule metabolic process;glycolysis"	"6-phosphofructokinase complex"	"metal ion binding;6-phosphofructokinase activity;ATP binding"
"Q13162"	"Q13162"	"PRDX4_HUMAN"	"Peroxiredoxin-4"	"PRDX4"	2	2	0.00259136254355221	2	2	0.00317372737974772	0	"reactive oxygen species metabolic process;I-kappaB phosphorylation"	"mitochondrion;extracellular space"	"thioredoxin peroxidase activity"
"Q13347"	"Q13347"	"EIF3I_HUMAN"	"Eukaryotic translation initiation factor 3 subunit I"	"EIF3I"	2	3	0.00324119653524299	2	3	0.0039696005534383	0	"regulation of translational initiation;formation of translation preinitiation complex"	"eukaryotic translation initiation factor 3 complex;eukaryotic 43S preinitiation complex;cytosol;eukaryotic 48S preinitiation complex"	"translation initiation factor activity"
"Q14683"	"Q14683"	"SMC1A_HUMAN"	"Structural maintenance of chromosomes protein 1A"	"SMC1A"	2	2	0.00056955332465746	2	2	0.000697550786627439	0	"mRNA splicing;mitotic cell cycle checkpoint;mitotic sister chromatid cohesion;stem cell maintenance;DNA repair;chromosome condensation;meiosis;cell division;mitotic spindle organization;negative regulation of DNA endoreduplication;DNA recombination;signal transduction in response to DNA damage;response to radiation"	"condensed nuclear chromosome;meiotic cohesin complex;condensed chromosome kinetochore;nucleoplasm;cytosol;kinetochore;cohesin core heterodimer"	"ATP binding;chromatin binding;microtubule motor activity"
"Q15004"	"Q15004"	"PAF15_HUMAN"	"PCNA-associated factor"	"KIAA0101"	2	3	0.00948998985544119	2	3	0.0116227043231302	0	"regulation of cell cycle;centrosome organization;DNA replication;translesion synthesis;response to UV"	"perinuclear region of cytoplasm;nucleus"	"chromatin binding"
"Q15233"	"Q15233"	"NONO_HUMAN"	"Non-POU domain-containing octamer-binding protein"	"NONO"	2	5	0.00372749070755121	2	5	0.00456518110356493	0	"regulation of transcription;DNA repair;transcription;DNA recombination;mRNA processing;RNA splicing"	"paraspeckles;nuclear speck;nuclear matrix;nucleolus"	"nucleotide binding;DNA binding;RNA binding"
"Q15651-1,Q15651-2"	"Q15651-[1,2]"	"HMGN3_HUMAN"	"High mobility group nucleosome-binding domain-containing protein 3"	"HMGN3"	2	3	0.00532014582805036	2	3	0	0	"positive regulation of transcription from RNA polymerase II promoter;chromatin modification;regulation of insulin secretion involved in cellular response to glucose stimulus;positive regulation of sequence-specific DNA binding transcription factor activity"	"cytoplasm;nucleus;chromatin"	"thyroid hormone receptor binding;nucleosomal DNA binding"
"Q15717"	"Q15717"	"ELAV1_HUMAN"	"ELAV-like protein 1"	"ELAVL1"	2	4	0.00430833895277698	2	4	0.0052765651528321	0	"positive regulation of translation;mRNA metabolic process;gene expression;3'-UTR-mediated mRNA stabilization;multicellular organismal development"	"nucleoplasm;cytosol"	"nucleotide binding;mRNA 3'-UTR AU-rich region binding"
"Q96PK6-1"	"Q96PK6-1"	"RBM14_HUMAN"	"RNA-binding protein 14"	"RBM14"	2	3	0.00157457230785347	2	3	0	0	"positive regulation of transcription from RNA polymerase II promoter;DNA replication;histone deacetylation;response to hormone stimulus;intracellular estrogen receptor signaling pathway;DNA recombination;DNA repair;glucocorticoid receptor signaling pathway"	"transcription factor complex;ribonucleoprotein complex;mediator complex"	"nucleotide binding;RNA binding;ligand-dependent nuclear receptor transcription coactivator activity;protein binding;RNA polymerase II transcription cofactor activity"
"Q9UQ35-1"	"Q9UQ35-1"	"SRRM2_HUMAN"	"Serine/arginine repetitive matrix protein 2"	"SRRM2"	2	2	0.000255181413264044	2	2	0	0	"mRNA splicing"	"Cajal body;nuclear speck;catalytic step 2 spliceosome"	"RNA binding;C2H2 zinc finger domain binding"
"Q9Y3Y2-1,Q9Y3Y2-3,Q9Y3Y2-4"	"Q9Y3Y2-[1,3,4]"	"CHTOP_HUMAN"	"Chromatin target of PRMT1 protein"	"CHTOP"	2	4	0.0018877936809211	2	4	0	0	"transcription;regulation of transcription"	"nucleoplasm;nucleus"	"RNA binding"
"O43768-1,O43768-3,O43768-5,O43768-7"	"O43768-[1,3,5,7]"	"ENSA_HUMAN"	"Alpha-endosulfine"	"ENSA"	1	2	0.00145094886219555	1	2	0	0	"mitosis;cell division;response to glucose stimulus;G2/M transition of mitotic cell cycle;transport;response to nutrient"	"cytoplasm;nucleoplasm"	"protein phosphatase 2A binding;protein phosphatase inhibitor activity;protein phosphatase type 2A regulator activity;ion channel inhibitor activity;receptor binding;phosphatase inhibitor activity"
"O60814,P06899,P57053"	"O60814, P06899, P57053"	"H2B1J_HUMAN, H2B1K_HUMAN, H2BFS_HUMAN"	"Histone H2B type 1-J, Histone H2B type 1-K, Histone H2B type F-S"	"H2BFS, HIST1H2BJ, HIST1H2BK"	1	2	0.0105896236005955	1	2	0.0129694621256516	27	"nucleosome assembly;defense response to bacterium"	"nucleus;nucleosome"	"DNA binding"
"P00558"	"P00558"	"PGK1_HUMAN"	"Phosphoglycerate kinase 1"	"PGK1"	1	1	0.000842037469187827	1	1	0.00103127112699237	0	"glycolysis;small molecule metabolic process;gluconeogenesis"	"cytosol"	"ATP binding;phosphoglycerate kinase activity"
"P02786"	"P02786"	"TFR1_HUMAN"	"Transferrin receptor protein 1"	"TFRC"	1	1	0.0004620126640149	1	1	0.00056584218415239	0	"positive regulation of bone resorption;proteolysis;transferrin transport;cellular iron ion homeostasis;osteoclast differentiation;modulation by virus of host morphology or physiology;transmembrane transport"	"extracellular vesicular exosome;coated pit;extracellular region;integral to plasma membrane;perinuclear region of cytoplasm;external side of plasma membrane;endosome;cytoplasmic membrane-bounded vesicle;melanosome"	"peptidase activity;transferrin receptor activity"
"P04792"	"P04792"	"HSPB1_HUMAN"	"Heat shock protein beta-1"	"HSPB1"	1	2	0.00342565487464706	1	2	0.00419551278005674	0	"response to unfolded protein;negative regulation of apoptotic process;regulation of I-kappaB kinase/NF-kappaB cascade;cell death;positive regulation of angiogenesis;gene expression;intracellular protein kinase cascade;positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway;positive regulation of blood vessel endothelial cell migration;positive regulation of interleukin-1 beta production;positive regulation of tumor necrosis factor biosynthetic process;cellular component movement;negative regulation of intrinsic apoptotic signaling pathway in response to oxidative stress;response to virus;regulation of translational initiation;mRNA metabolic process"	"cytosol;plasma membrane;Z disc;cell surface;spindle;cytoskeleton;proteasome complex;nucleus"	"protein kinase C inhibitor activity;ubiquitin binding;protein kinase C binding"
"P04908,P0C0S8,P20671,Q16777,Q6FI13,Q7L7L0,Q93077,Q96KK5,Q99878,Q9BTM1-1"	"P04908, P0C0S8, P20671, Q16777, Q6FI13, Q7L7L0, Q93077, Q96KK5, Q99878, Q9BTM1-1"	"H2A1B_HUMAN, H2A1C_HUMAN, H2A1D_HUMAN, H2A1H_HUMAN, H2A1J_HUMAN, H2A1_HUMAN, H2A2A_HUMAN, H2A2C_HUMAN, H2A3_HUMAN, H2AJ_HUMAN"	"Histone H2A type 1, Histone H2A type 1-B/E, Histone H2A type 1-C, Histone H2A type 1-D, Histone H2A type 1-H, Histone H2A type 1-J, Histone H2A type 2-A, Histone H2A type 2-C, Histone H2A type 3, Histone H2A.J"	"H2AFJ, HIST1H2AB,HIST1H2AE, HIST1H2AC, HIST1H2AD, HIST1H2AH, HIST1H2AJ, HIST1H2AM,HIST1H2AL,HIST1H2AG,HIST1H2AI,HIST1H2AK, HIST2H2AA3,HIST2H2AA4, HIST2H2AC, HIST3H2A"	2	3	0.00178317097968215	2	3	0.00242573179128971	7	"nucleosome assembly"	"nucleosome;nucleus"	"DNA binding"
"P07900-1,P07900-2"	"P07900-[1,2]"	"HS90A_HUMAN"	"Heat shock protein HSP 90-alpha"	"HSP90AA1"	1	1	0.000399737732981926	1	1	0	2	"positive regulation of cardiac muscle contraction;response to unfolded protein;G2/M transition of mitotic cell cycle;chaperone-mediated protein complex assembly;neuron migration;positive regulation of lamellipodium assembly;skeletal muscle contraction;response to salt stress;positive regulation of protein import into nucleus;protein refolding;axon guidance;innate immune response;regulation of nitric-oxide synthase activity;Fc-gamma receptor signaling pathway involved in phagocytosis;protein import into mitochondrial outer membrane;cardiac muscle cell apoptotic process;response to heat;positive regulation of nitric oxide biosynthetic process;response to estrogen stimulus;positive regulation of cell size;nitric oxide metabolic process"	"apical plasma membrane;melanosome;extracellular region;brush border membrane;endocytic vesicle lumen;plasma membrane;basolateral plasma membrane;cell surface;neuron projection;protein complex;neuronal cell body;perinuclear region of cytoplasm;extracellular matrix;cytosol"	"TPR domain binding;GTP binding;ATPase activity;CTP binding;ATP binding;dATP binding;UTP binding;nitric-oxide synthase regulator activity;protein homodimerization activity;mRNA binding"
"P07910-1,P07910-2,P07910-3"	"P07910-[1-3]"	"HNRPC_HUMAN"	"Heterogeneous nuclear ribonucleoproteins C1/C2"	"HNRNPC"	3	3	0.00114748243350106	3	3	0	0	"mRNA splicing"	"nucleoplasm;pronucleus;catalytic step 2 spliceosome"	"RNA binding;nucleotide binding;mRNA binding"
"P0C0S5,Q71UI9-1,Q71UI9-2"	"P0C0S5, Q71UI9-[1,2]"	"H2AV_HUMAN, H2AZ_HUMAN"	"Histone H2A.V, Histone H2A.Z"	"H2AFV, H2AFZ"	1	4	0.0077070862553676	1	4	0.028317370019412	7	"nucleosome assembly"	"nucleosome;nucleus"	"DNA binding"
"P12268"	"P12268"	"IMDH2_HUMAN"	"Inosine-5'-monophosphate dehydrogenase 2"	"IMPDH2"	1	1	0.000683131565469502	1	1	0.000836653813143611	0	"cellular response to interleukin-4;purine nucleobase metabolic process;retina development in camera-type eye;protein homotetramerization;lymphocyte proliferation;purine ribonucleoside monophosphate biosynthetic process;GMP biosynthetic process"	"cytosol;peroxisomal membrane;nucleus"	"metal ion binding;adenyl nucleotide binding;IMP dehydrogenase activity;RNA binding;DNA binding;nucleotide binding"
"P16403"	"P16403"	"H12_HUMAN"	"Histone H1.2"	"HIST1H1C"	8	17	0.0280244301364906	8	17	0.03432244609976	0	"nucleosome assembly"	"nucleosome;nucleus"	"DNA binding"
"P16949-1,P16949-2"	"P16949-[1,2]"	"STMN1_HUMAN"	"Stathmin"	"STMN1"	1	2	0.00235657466208942	1	2	0	0	"positive regulation of cellular component movement;microtubule depolymerization;response to virus;axonogenesis;brain development;mitotic spindle organization;negative regulation of microtubule polymerization;intracellular signal transduction"	"intracellular;cytosol;membrane;microtubule"	"signal transducer activity;tubulin binding"
"P22626-1"	"P22626-1"	"ROA2_HUMAN"	"Heterogeneous nuclear ribonucleoproteins A2/B1"	"HNRNPA2B1"	6	20	0.0198940297252875	6	20	0	0	"negative regulation of mRNA splicing;mRNA splicing;RNA transport"	"cytoplasm;nucleolus;catalytic step 2 spliceosome;nucleoplasm"	"nucleotide binding;single-stranded telomeric DNA binding;RNA binding;pre-mRNA intronic binding"
"P23381-1,P23381-2"	"P23381-[1,2]"	"SYWC_HUMAN"	"Tryptophan--tRNA ligase, cytoplasmic"	"WARS"	1	2	0.000745498141510242	1	2	0	0	"angiogenesis;negative regulation of cell proliferation;regulation of angiogenesis;tryptophanyl-tRNA aminoacylation"	"cytosol"	"ATP binding;tryptophan-tRNA ligase activity"
"P23527,Q5QNW6-1,Q5QNW6-2,Q93079"	"P23527, Q5QNW6-[1,2], Q93079"	"H2B1H_HUMAN, H2B1O_HUMAN, H2B2F_HUMAN"	"Histone H2B type 1-H, Histone H2B type 1-O, Histone H2B type 2-F"	"HIST1H2BH, HIST1H2BO, HIST2H2BF"	1	4	0.00961426353211958	1	4	0.0235498128071042	24	"nucleosome assembly"	"nucleosome;nucleus"	"DNA binding"
"P23588"	"P23588"	"IF4B_HUMAN"	"Eukaryotic translation initiation factor 4B"	"EIF4B"	1	1	0.000574680236745211	1	1	0.000703829885361402	0	"nuclear-transcribed mRNA poly(A) tail shortening;insulin receptor signaling pathway;regulation of translational initiation"	"cytosol;eukaryotic translation initiation factor 4F complex"	"translation initiation factor activity;nucleotide binding"
"P37837"	"P37837"	"TALDO_HUMAN"	"Transaldolase"	"TALDO1"	1	1	0.0010419276695885	1	1	0.00127608326396385	0	"energy reserve metabolic process;pentose-phosphate shunt;xylulose biosynthetic process"	"cytosol"	"sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity"
"P38919"	"P38919"	"IF4A3_HUMAN"	"Eukaryotic initiation factor 4A-III"	"EIF4A3"	1	1	0.00199343663630111	1	1	0.00244142775319604	4	"rRNA processing;cytokine-mediated signaling pathway;nuclear-transcribed mRNA poly(A) tail shortening;negative regulation of translation;positive regulation of translation;mRNA splicing;nuclear-transcribed mRNA catabolic process;mRNA transport"	"nuclear speck;cytosol;exon-exon junction complex;catalytic step 2 spliceosome"	"ATP-dependent RNA helicase activity;ATP binding;poly(A) RNA binding"
"P51991-1,P51991-2"	"P51991-[1,2]"	"ROA3_HUMAN"	"Heterogeneous nuclear ribonucleoprotein A3"	"HNRNPA3"	1	2	0.000928914350929428	1	2	0	0	"mRNA splicing"	"nucleolus;nucleoplasm;catalytic step 2 spliceosome"	"RNA binding;nucleotide binding"
"P58876"	"P58876"	"H2B1D_HUMAN"	"Histone H2B type 1-D"	"HIST1H2BD"	1	4	0.0384570541284783	1	4	0.0470996256142085	24	"nucleosome assembly"	"nucleus;nucleosome"	"DNA binding"
"P60842,Q14240-1,Q14240-2"	"P60842, Q14240-[1,2]"	"IF4A1_HUMAN, IF4A2_HUMAN"	"Eukaryotic initiation factor 4A-I, Eukaryotic initiation factor 4A-II"	"EIF4A1, EIF4A2"	1	2	0.00134311878281927	1	2	0.00494298919489444	4	"nuclear-transcribed mRNA poly(A) tail shortening;cytokine-mediated signaling pathway;modulation by virus of host morphology or physiology;translational initiation;regulation of translational initiation"	"cytosol;eukaryotic translation initiation factor 4F complex"	"RNA cap binding;translation factor activity;ATP binding;ATP-dependent helicase activity;translation initiation factor activity;helicase activity;mRNA binding"
"P62273-1"	"P62273-1"	"RS29_HUMAN"	"40S ribosomal protein S29"	"RPS29"	3	7	0.0438912030814155	3	7	0	0	"viral transcription;SRP-dependent cotranslational protein targeting to membrane;translational elongation;translational termination;translational initiation;nuclear-transcribed mRNA catabolic process"	"cytosolic small ribosomal subunit"	"zinc ion binding;structural constituent of ribosome"
"P62851"	"P62851"	"RS25_HUMAN"	"40S ribosomal protein S25"	"RPS25"	1	2	0.00561807399442118	1	2	0.00688064095929306	0	"translational elongation;viral transcription;SRP-dependent cotranslational protein targeting to membrane;ribosomal small subunit assembly;translational initiation;translational termination;nuclear-transcribed mRNA catabolic process"	"cytosolic small ribosomal subunit;nucleolus"	"structural constituent of ribosome;RNA binding"
