"";"X";"accession";"name";"go_name"
"105";105;"P04040";"CATA_HUMAN";"P:kidney development, P:response to hypoxia, F:NADP binding, P:cholesterol metabolic process, C:endoplasmic reticulum, P:hemoglobin metabolic process, C:peroxisomal matrix, F:aminoacylase activity, P:negative regulation of apoptotic process, P:positive regulation of NF-kappaB transcription factor activity, F:catalase activity, P:response to hyperoxia, P:hydrogen peroxide catabolic process, P:negative regulation of NF-kappaB transcription factor activity, F:protein homodimerization activity, P:triglyceride metabolic process, F:metal ion binding, C:Golgi apparatus, C:lysosome, P:positive regulation of phosphatidylinositol 3-kinase signaling, C:cytosol, P:UV protection, P:cellular response to growth factor stimulus, C:peroxisomal membrane, P:aerobic respiration, P:ureteric bud development, P:response to vitamin E, F:heme binding, P:positive regulation of cell division, P:protein homotetramerization, P:menopause, P:purine nucleobase metabolic process, C:mitochondrial intermembrane space, C:plasma membrane, P:purine nucleotide catabolic process"
"106";106;"P53634";"CATC_HUMAN";"F:cysteine-type peptidase activity, F:chloride ion binding, P:positive regulation of apoptotic signaling pathway, C:Golgi apparatus, P:immune response, P:T cell mediated cytotoxicity, P:positive regulation of peptidase activity, P:proteolysis, C:extracellular vesicular exosome, C:lysosome, P:aging, F:peptidase activator activity involved in apoptotic process, F:serine-type endopeptidase activity, C:endoplasmic reticulum, P:response to organic substance"
"107";107;"P07339";"CATD_HUMAN";"C:extracellular vesicular exosome, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, P:proteolysis, C:melanosome, P:collagen catabolic process, P:extracellular matrix disassembly, P:autophagic vacuole assembly, C:mitochondrion, C:extracellular space, C:lysosomal lumen, P:cell death, F:aspartic-type endopeptidase activity"
"108";108;"P52907";"CAZA1_HUMAN";"P:innate immune response, C:F-actin capping protein complex, P:protein complex assembly, C:WASH complex, P:cellular component movement, C:extracellular vesicular exosome, C:cytosol, P:actin cytoskeleton organization, P:blood coagulation, F:actin binding, P:actin filament capping"
"110";110;"P16070";"CD44_HUMAN";"C:extracellular vesicular exosome, P:positive regulation of heterotypic cell-cell adhesion, P:hyaluronan catabolic process, P:interferon-gamma-mediated signaling pathway, P:cellular response to fibroblast growth factor stimulus, P:branching involved in ureteric bud morphogenesis, F:hyalurononglucosaminidase activity, P:cartilage development, P:branching involved in prostate gland morphogenesis, P:Wnt signaling pathway, P:positive regulation of peptidyl-serine phosphorylation, P:positive regulation of monocyte aggregation, P:positive regulation of peptidyl-tyrosine phosphorylation, F:collagen binding, P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:carbohydrate metabolic process, F:hyaluronic acid binding, C:integral component of plasma membrane, P:cell-matrix adhesion, C:basolateral plasma membrane, P:positive regulation of ERK1 and ERK2 cascade, P:monocyte aggregation, P:wound healing involved in inflammatory response, P:negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator, P:negative regulation of DNA damage response, signal transduction by p53 class mediator, C:external side of plasma membrane, C:cell surface, P:extracellular matrix organization, P:positive regulation of gene expression, P:negative regulation of apoptotic process, P:small molecule metabolic process"
"111";111;"P13987";"CD59_HUMAN";"P:negative regulation of activation of membrane attack complex, P:blood coagulation, C:anchored component of external side of plasma membrane, C:sarcolemma, C:extracellular vesicular exosome, P:positive regulation of T cell proliferation, P:cell activation, P:regulation of complement activation, C:compact myelin, P:negative regulation of apoptotic process, P:cell surface receptor signaling pathway, F:complement binding, P:innate immune response, C:extracellular space"
"112";112;"P14209";"CD99_HUMAN";"P:cell adhesion, C:integral component of plasma membrane, C:cytoplasm"
"113";113;"P60953";"CDC42_HUMAN";"P:positive regulation of intracellular protein transport, F:protein kinase binding, P:positive regulation of phosphatidylinositol 3-kinase activity, P:cellular protein localization, P:submandibular salivary gland formation, P:T cell costimulation, P:negative regulation of gene expression, P:positive regulation of hair follicle cell proliferation, P:positive regulation of gene expression, C:extracellular vesicular exosome, P:positive regulation of synapse structural plasticity, P:positive regulation of substrate adhesion-dependent cell spreading, P:positive regulation of neuron apoptotic process, P:muscle cell differentiation, C:spindle midzone, P:regulation of protein kinase activity, P:regulation of filopodium assembly, C:secretory granule, C:filopodium, P:macrophage differentiation, C:midbody, P:keratinization, P:positive regulation of pseudopodium assembly, C:mitotic spindle, P:blood coagulation, P:Golgi organization, P:actin filament bundle assembly, P:regulation of small GTPase mediated signal transduction, F:GTP binding, C:plasma membrane, P:innate immune response, P:heart contraction, P:axon guidance, P:positive regulation of cytokinesis, P:regulation of protein stability, P:regulation of protein heterodimerization activity, P:positive regulation of DNA replication, P:positive regulation of peptidyl-serine phosphorylation, P:hair follicle placode formation, P:sprouting angiogenesis, C:microtubule organizing center, P:small GTPase mediated signal transduction, P:epithelial-mesenchymal cell signaling, P:keratinocyte development, P:adherens junction organization, P:multicellular organism growth, C:cytosol, P:hair follicle morphogenesis, P:neuron fate determination, P:negative regulation of epidermal growth factor receptor signaling pathway, P:regulation of attachment of spindle microtubules to kinetochore, P:establishment or maintenance of apical/basal cell polarity, P:organelle transport along microtubule, P:Fc-gamma receptor signaling pathway involved in phagocytosis, C:neuron projection, P:positive regulation of JNK cascade, C:Golgi membrane, F:GTPase activity, P:epidermal growth factor receptor signaling pathway, P:filopodium assembly, P:positive regulation of muscle cell differentiation, C:neuronal cell body, P:establishment or maintenance of cell polarity, P:actin cytoskeleton organization, P:negative regulation of protein complex assembly, P:nuclear migration, P:regulation of protein catabolic process, P:canonical Wnt signaling pathway, P:epithelial cell-cell adhesion, P:actin filament branching, P:cardiac conduction system development, C:apical part of cell, P:positive regulation of metalloenzyme activity, P:regulation of mitosis, P:substantia nigra development, P:establishment of Golgi localization"
"114";114;"P61604";"CH10_HUMAN";"C:extracellular vesicular exosome, F:ATP binding, C:mitochondrion, F:chaperone binding, C:mitochondrial matrix, P:activation of cysteine-type endopeptidase activity involved in apoptotic process, F:unfolded protein binding, P:protein folding, P:response to unfolded protein"
"115";115;"P10809";"CH60_HUMAN";"P:B cell proliferation, P:positive regulation of T cell activation, C:coated vesicle, P:MyD88-dependent toll-like receptor signaling pathway, C:mitochondrial matrix, P:positive regulation of interleukin-10 production, F:single-stranded DNA binding, P:positive regulation of macrophage activation, F:DNA replication origin binding, C:extracellular vesicular exosome, P:positive regulation of interleukin-6 production, C:mitochondrial inner membrane, C:cell surface, C:early endosome, C:plasma membrane, P:protein maturation, P:'de novo' protein folding, P:positive regulation of interferon-gamma production, C:secretory granule, F:ATPase activity, P:positive regulation of interleukin-12 production, P:T cell activation, P:response to unfolded protein, P:protein stabilization, C:lipopolysaccharide receptor complex, F:lipopolysaccharide binding, F:unfolded protein binding, P:positive regulation of apoptotic process, C:coated pit, F:double-stranded RNA binding, C:extracellular space, P:viral process, P:chaperone-mediated protein complex assembly, P:activation of cysteine-type endopeptidase activity involved in apoptotic process, P:isotype switching to IgG isotypes, F:ATP binding, P:positive regulation of interferon-alpha production, P:B cell cytokine production, P:negative regulation of apoptotic process, C:cytosol, P:positive regulation of T cell mediated immune response to tumor cell, P:protein refolding"
"116";116;"Q9NX63";"CHCH3_HUMAN";"P:mitochondrial fusion, F:phosphatase binding, C:mitochondrial inner membrane, C:extracellular vesicular exosome, P:inner mitochondrial membrane organization, F:protein complex scaffold, C:nucleus, F:RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription"
"119";119;"Q96FZ7";"CHMP6_HUMAN";"P:viral process, C:late endosome membrane, P:endosomal transport, C:cytosol, C:extracellular vesicular exosome, P:protein transport"
"120";120;"O75390";"CISY_HUMAN";"F:citrate (Si)-synthase activity, P:cellular carbohydrate metabolic process, P:small molecule metabolic process, C:mitochondrial matrix, P:carbohydrate metabolic process, P:tricarboxylic acid cycle, C:extracellular vesicular exosome"
"121";121;"P09496";"CLCA_HUMAN";"C:clathrin coat of coated pit, P:negative regulation of epidermal growth factor receptor signaling pathway, C:cytosol, P:endocytosis, P:epidermal growth factor receptor signaling pathway, P:axon guidance, C:clathrin coat of trans-Golgi network vesicle, C:clathrin complex, P:post-Golgi vesicle-mediated transport, C:clathrin-coated endocytic vesicle membrane, F:peptide binding, C:plasma membrane, F:structural molecule activity, C:trans-Golgi network membrane, P:intracellular protein transport, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, P:neurotrophin TRK receptor signaling pathway"
"122";122;"Q00610";"CLH1_HUMAN";"C:cytosol, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:clathrin complex, C:spindle, C:mitochondrion, C:melanosome, F:double-stranded RNA binding, P:post-Golgi vesicle-mediated transport, P:mitosis, C:trans-Golgi network membrane, C:extracellular vesicular exosome, P:receptor internalization, C:clathrin coat of coated pit, F:structural molecule activity, P:transferrin transport, C:clathrin coat of trans-Golgi network vesicle, C:clathrin-coated endocytic vesicle membrane, P:intracellular protein transport"
"126";126;"Q9Y2B0";"CNPY2_HUMAN";"P:positive regulation of low-density lipoprotein particle receptor biosynthetic process, P:negative regulation of gene expression, C:endoplasmic reticulum, P:regulation of low-density lipoprotein particle clearance, C:integral component of plasma membrane"
"128";128;"Q05707";"COEA1_HUMAN";"C:collagen type XIV, C:interstitial matrix, P:homeostasis of number of cells within a tissue, P:cell-cell adhesion, P:extracellular matrix disassembly, P:collagen catabolic process, P:ventricular cardiac muscle tissue development, C:endoplasmic reticulum lumen, F:extracellular matrix structural constituent, F:protein binding, bridging, P:regulation of cell growth involved in cardiac muscle cell development, C:extracellular space, P:collagen fibril organization, F:collagen binding"
"129";129;"P23528";"COF1_HUMAN";"P:negative regulation of apoptotic process, P:platelet activation, C:ruffle membrane, C:extracellular space, C:cytoplasm, P:response to amino acid, P:protein phosphorylation, P:neural crest cell migration, P:Rho protein signal transduction, P:neural fold formation, C:extracellular vesicular exosome, C:nucleus, P:axon guidance, P:actin filament depolymerization, P:establishment of cell polarity, C:cortical actin cytoskeleton, P:actin cytoskeleton organization, P:platelet degranulation, P:negative regulation of cell size, P:Fc-gamma receptor signaling pathway involved in phagocytosis, P:positive regulation of actin filament depolymerization, C:lamellipodium membrane, P:response to virus, P:innate immune response, P:protein import into nucleus, C:nuclear matrix, P:regulation of cell morphogenesis"
"132";132;"P31146";"COR1A_HUMAN";"P:homeostasis of number of cells within a tissue, C:phagocytic cup, P:leukocyte chemotaxis, P:T cell homeostasis, P:positive chemotaxis, C:immunological synapse, P:cell-substrate adhesion, C:phagocytic vesicle, P:phagolysosome assembly, P:calcium ion transport, P:positive regulation of T cell proliferation, P:negative regulation of actin nucleation, P:regulation of cell shape, P:actin filament organization, F:protein homodimerization activity, P:positive regulation of cell migration, F:actin filament binding, C:extracellular vesicular exosome, P:uropod organization, P:cellular response to interleukin-4, C:phagocytic vesicle membrane, F:phosphatidylinositol 3-kinase binding, P:regulation of actin filament polymerization, C:cortical actin cytoskeleton, C:lamellipodium, P:actin cytoskeleton organization, C:actin filament, P:innate immune response"
"140";140;"Q969H8";"CS010_HUMAN";"P:cellular protein metabolic process, C:endoplasmic reticulum lumen, C:endoplasmic reticulum-Golgi intermediate compartment, C:extracellular region, P:activation of signaling protein activity involved in unfolded protein response"
"144";144;"Q9Y6G9";"DC1L1_HUMAN";"P:transport, C:microtubule, C:centrosome, C:plasma membrane, C:spindle pole, C:condensed chromosome kinetochore, C:kinetochore, P:positive regulation of mitotic cell cycle spindle assembly checkpoint, P:mitosis, P:viral process, F:microtubule motor activity, P:metabolic process, C:cytoplasmic dynein complex, P:microtubule-based movement, F:ATP binding"
"146";146;"Q7Z4W1";"DCXR_HUMAN";"C:extracellular vesicular exosome, P:D-xylose metabolic process, C:membrane, F:oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor, F:L-xylulose reductase (NADP+) activity, P:xylulose metabolic process, C:brush border, P:NADP metabolic process, P:protein homotetramerization, P:glucose metabolic process, C:cytoplasmic microtubule, C:microvillus"
"148";148;"O00571";"DDX3X_HUMAN";"P:chromosome segregation, P:positive regulation of translational initiation, F:ATP binding, P:negative regulation of protein complex assembly, P:cellular response to arsenic-containing substance, P:positive regulation of transcription from RNA polymerase II promoter, P:positive regulation of interferon-beta production, F:eukaryotic initiation factor 4E binding, P:negative regulation of cell growth, F:poly(A) RNA binding, P:positive regulation of apoptotic process, F:transcription factor binding, P:positive regulation of cell growth, C:mitochondrial outer membrane, P:negative regulation of translation, F:ATP-dependent DNA helicase activity, P:positive regulation of chemokine (C-C motif) ligand 5 production, C:cytoplasmic stress granule, F:mRNA 5'-UTR binding, P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:RNA secondary structure unwinding, F:RNA stem-loop binding, F:ATP-dependent RNA helicase activity, P:viral process, P:positive regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:transcription, DNA-templated, P:extrinsic apoptotic signaling pathway via death domain receptors, P:response to virus, P:negative regulation of apoptotic process, C:extracellular vesicular exosome, P:innate immune response, F:ribosomal small subunit binding, P:cellular response to osmotic stress, P:negative regulation of intrinsic apoptotic signaling pathway, C:nucleus, P:stress granule assembly, P:positive regulation of G1/S transition of mitotic cell cycle, P:intrinsic apoptotic signaling pathway, P:mature ribosome assembly, F:DNA binding, C:nuclear speck"
"149";149;"P17844";"DDX5_HUMAN";"P:regulation of viral genome replication, P:mRNA splicing, via spliceosome, P:positive regulation of transcription from RNA polymerase II promoter, P:regulation of skeletal muscle cell differentiation, F:ATP-dependent RNA helicase activity, P:circadian rhythm, F:RNA helicase activity, P:regulation of androgen receptor signaling pathway, F:androgen receptor binding, F:pre-mRNA binding, P:regulation of osteoblast differentiation, P:regulation of alternative mRNA splicing, via spliceosome, P:intrinsic apoptotic signaling pathway by p53 class mediator, F:estrogen receptor binding, P:in utero embryonic development, C:catalytic step 2 spliceosome, C:extracellular vesicular exosome, P:ATP catabolic process, P:negative regulation of transcription from RNA polymerase II promoter, P:cell growth, C:nucleolus, F:transcription coactivator activity, F:ATP binding, P:positive regulation of DNA damage response, signal transduction by p53 class mediator, P:positive regulation of intracellular estrogen receptor signaling pathway, P:transcription, DNA-templated"
"152";152;"Q8NBQ5";"DHB11_HUMAN";"P:steroid biosynthetic process, C:lipid particle, F:estradiol 17-beta-dehydrogenase activity, C:cytoplasm, F:steroid dehydrogenase activity, P:androgen catabolic process, C:extracellular region"
"153";153;"Q53GQ0";"DHB12_HUMAN";"F:estradiol 17-beta-dehydrogenase activity, C:endoplasmic reticulum membrane, F:heparin binding, P:triglyceride biosynthetic process, C:integral component of membrane, P:long-chain fatty-acyl-CoA biosynthetic process, P:estrogen biosynthetic process, P:fatty acid biosynthetic process, P:positive regulation of cell-substrate adhesion, C:extracellular matrix, P:extracellular matrix organization, P:small molecule metabolic process"
"161";161;"P31689";"DNJA1_HUMAN";"P:response to heat, F:low-density lipoprotein particle receptor binding, P:sperm motility, P:spermatogenesis, C:extracellular vesicular exosome, F:metal ion binding, P:androgen receptor signaling pathway, C:membrane, P:response to unfolded protein, F:ATP binding, P:protein folding"
"162";162;"Q9H3Z4";"DNJC5_HUMAN";"C:synaptic vesicle, P:cell death, C:clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane, P:negative regulation of neuron apoptotic process, P:neurotransmitter secretion, C:melanosome, C:plasma membrane, C:lysosomal membrane"
"163";163;"O43598";"DNPH1_HUMAN";"P:positive regulation of cell growth, F:nucleoside deoxyribosyltransferase activity, P:epithelial cell differentiation, P:cell proliferation, C:cytoplasm, C:nucleus, P:deoxyribonucleoside monophosphate catabolic process, C:extracellular vesicular exosome, F:deoxyribonucleoside 5'-monophosphate N-glycosidase activity, P:nucleoside metabolic process, P:nucleotide metabolic process"
"166";166;"Q9UHL4";"DPP2_HUMAN";"F:aminopeptidase activity, C:cytosol, C:extracellular region, C:lysosome, P:proteolysis, C:cytoplasmic membrane-bounded vesicle, F:serine-type peptidase activity, F:dipeptidyl-peptidase activity"
"167";167;"P27487";"DPP4_HUMAN";"C:integral component of membrane, P:positive regulation of cell proliferation, C:intercellular canaliculus, P:regulation of cell-cell adhesion mediated by integrin, F:serine-type endopeptidase activity, P:negative regulation of extracellular matrix disassembly, P:endothelial cell migration, C:membrane raft, C:lamellipodium, C:endocytic vesicle, F:aminopeptidase activity, P:proteolysis, C:lysosomal membrane, C:lamellipodium membrane, C:apical plasma membrane, C:invadopodium membrane, P:cell adhesion, P:response to hypoxia, C:cell surface, F:serine-type peptidase activity, F:dipeptidyl-peptidase activity, P:T cell activation, C:extracellular vesicular exosome, P:T cell costimulation"
"168";168;"P01903";"DRA_HUMAN";"C:extracellular vesicular exosome, C:integral component of lumenal side of endoplasmic reticulum membrane, C:ER to Golgi transport vesicle membrane, P:T cell costimulation, P:T cell receptor signaling pathway, C:integral component of plasma membrane, C:trans-Golgi network membrane, F:MHC class II receptor activity, P:interferon-gamma-mediated signaling pathway, F:MHC class II protein complex binding, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:late endosome membrane, C:MHC class II protein complex, C:lysosomal membrane, C:Golgi membrane, C:clathrin-coated endocytic vesicle membrane"
"169";169;"Q16643";"DREB_HUMAN";"P:cell communication by chemical coupling, F:profilin binding, C:cytoplasm, P:maintenance of protein location in cell, C:actomyosin, P:regulation of neuronal synaptic plasticity, F:actin binding, P:cell communication by electrical coupling, P:regulation of dendrite development, C:cell cortex, C:gap junction, C:dendrite, C:plasma membrane, P:actin filament organization, P:neural precursor cell proliferation"
"171";171;"P63167";"DYL1_HUMAN";"P:regulation of transcription, DNA-templated, C:kinetochore, P:intrinsic apoptotic signaling pathway, C:centrosome, P:transport, P:positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway, P:anatomical structure morphogenesis, P:actin cytoskeleton organization, P:transcription, DNA-templated, P:substantia nigra development, C:mitochondrion, P:negative regulation of phosphorylation, P:female gamete generation, C:cytoplasmic dynein complex, P:microtubule-based process, C:nucleus, C:microtubule, C:cytosol, P:regulation of catalytic activity, F:motor activity, C:mitotic spindle, P:G2/M transition of mitotic cell cycle, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:plasma membrane, P:viral process, F:nitric-oxide synthase regulator activity"
"172";172;"Q15125";"EBP_HUMAN";"F:drug transmembrane transporter activity, F:C-8 sterol isomerase activity, C:integral component of plasma membrane, F:cholestenol delta-isomerase activity, F:transmembrane signaling receptor activity, C:endoplasmic reticulum membrane, P:hemopoiesis, P:skeletal system development, F:steroid delta-isomerase activity, P:cholesterol biosynthetic process"
"173";173;"Q13011";"ECH1_HUMAN";"F:isomerase activity, C:mitochondrion, P:fatty acid beta-oxidation, C:peroxisome, C:extracellular vesicular exosome"
"179";179;"P68104";"EF1A1_HUMAN";"C:extracellular space, P:transcription, DNA-templated, C:eukaryotic translation elongation factor 1 complex, C:nucleus, F:translation elongation factor activity, C:cytosol, F:GTP binding, C:plasma membrane, F:GTPase activity, C:extracellular vesicular exosome, P:GTP catabolic process, P:regulation of transcription, DNA-templated"
"183";183;"P13639";"EF2_HUMAN";"C:polysome, F:GTPase activity, P:positive regulation of gene expression, C:ribonucleoprotein complex, F:GTP binding, F:translation activator activity, P:translational elongation, C:extracellular vesicular exosome, F:translation elongation factor activity, C:cytosol"
"185";185;"P49411";"EFTU_HUMAN";"F:translation elongation factor activity, F:GTPase activity, C:mitochondrial nucleoid, C:extracellular vesicular exosome, P:GTP catabolic process, F:GTP binding"
"186";186;"P17813";"EGLN_HUMAN";"P:positive regulation of gene expression, P:response to corticosteroid, P:negative regulation of pathway-restricted SMAD protein phosphorylation, C:endothelial microparticle, P:positive regulation of systemic arterial blood pressure, C:extracellular space, C:external side of plasma membrane, P:chronological cell aging, F:galactose binding, P:transforming growth factor beta receptor signaling pathway, P:negative regulation of cell migration, C:transforming growth factor beta receptor homodimeric complex, F:transforming growth factor beta-activated receptor activity, P:positive regulation of BMP signaling pathway, P:negative regulation of nitric-oxide synthase activity, F:type I transforming growth factor beta receptor binding, P:cellular response to mechanical stimulus, P:positive regulation of pathway-restricted SMAD protein phosphorylation, P:negative regulation of protein autophosphorylation, P:wound healing, F:glycosaminoglycan binding, F:activin binding, P:regulation of cell proliferation, P:cell adhesion, P:BMP signaling pathway, C:cytoplasm, P:detection of hypoxia, P:heart looping, P:patterning of blood vessels, P:extracellular matrix disassembly, P:negative regulation of transcription from RNA polymerase II promoter, C:nucleus, C:cell surface, P:bone development, P:negative regulation of transforming growth factor beta receptor signaling pathway, F:type II transforming growth factor beta receptor binding, P:negative regulation of endothelial cell proliferation, P:artery morphogenesis, P:regulation of cell adhesion, P:regulation of transforming growth factor beta receptor signaling pathway, P:smooth muscle tissue development, F:transforming growth factor beta receptor, cytoplasmic mediator activity, P:positive regulation of transcription from RNA polymerase II promoter, P:central nervous system vasculogenesis, P:response to statin, P:venous blood vessel morphogenesis, P:positive regulation of collagen biosynthetic process, P:response to transforming growth factor beta, P:cell chemotaxis, P:extracellular matrix constituent secretion, F:transmembrane signaling receptor activity, P:cell migration involved in endocardial cushion formation"
"190";190;"Q9Y6C2";"EMIL1_HUMAN";"C:collagen, P:extracellular matrix organization, P:cell adhesion, F:extracellular matrix constituent conferring elasticity, P:positive regulation of cell-substrate adhesion, C:extracellular vesicular exosome"
"191";191;"P06733";"ENOA_HUMAN";"C:M band, F:transcription corepressor activity, C:cytosol, F:magnesium ion binding, P:negative regulation of cell growth, P:small molecule metabolic process, C:phosphopyruvate hydratase complex, P:negative regulation of transcription from RNA polymerase II promoter, P:glycolysis, C:plasma membrane, F:phosphopyruvate hydratase activity, C:nucleus, C:extracellular vesicular exosome, F:DNA binding, F:sequence-specific DNA binding transcription factor activity, P:gluconeogenesis, C:extracellular space, P:transcription, DNA-templated, P:response to virus"
"192";192;"P14625";"ENPL_HUMAN";"F:ATP binding, C:cytosol, F:RNA binding, C:melanosome, P:protein transport, C:midbody, P:ER-associated ubiquitin-dependent protein catabolic process, P:actin rod assembly, C:extracellular vesicular exosome, P:activation of signaling protein activity involved in unfolded protein response, C:perinuclear region of cytoplasm, P:protein folding, F:calcium ion binding, P:toll-like receptor signaling pathway, P:innate immune response, C:endoplasmic reticulum membrane, C:endocytic vesicle lumen, F:low-density lipoprotein particle receptor binding, P:sequestering of calcium ion, P:response to hypoxia, C:endoplasmic reticulum lumen, F:virion binding, P:regulation of phosphoprotein phosphatase activity, P:negative regulation of apoptotic process, C:plasma membrane, F:protein phosphatase binding, P:cellular response to ATP"
"193";193;"Q9NZ08";"ERAP1_HUMAN";"P:membrane protein ectodomain proteolysis, C:endoplasmic reticulum membrane, C:endoplasmic reticulum lumen, C:cytosol, P:response to bacterium, C:integral component of membrane, C:extracellular vesicular exosome, P:antigen processing and presentation of endogenous peptide antigen via MHC class I, F:metalloexopeptidase activity, P:positive regulation of angiogenesis, F:aminopeptidase activity, P:fat cell differentiation, P:angiogenesis, P:regulation of blood pressure, F:zinc ion binding, F:interleukin-1, Type II receptor binding, P:regulation of innate immune response"
"197";197;"P30040";"ERP29_HUMAN";"C:melanosome, P:protein secretion, C:cell surface, P:intracellular protein transport, C:endoplasmic reticulum lumen, F:protein disulfide isomerase activity, C:endoplasmic reticulum"
"198";198;"Q9BS26";"ERP44_HUMAN";"P:glycoprotein metabolic process, C:cell surface, P:response to endoplasmic reticulum stress, C:endoplasmic reticulum-Golgi intermediate compartment, F:protein disulfide isomerase activity, C:endoplasmic reticulum lumen, C:endoplasmic reticulum membrane, C:extracellular vesicular exosome, P:response to unfolded protein, P:cell redox homeostasis"
"205";205;"Q9NUQ9";"FA49B_HUMAN";"C:extracellular vesicular exosome, C:cilium"
"206";206;"P49327";"FAS_HUMAN";"F:3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity, F:zinc ion binding, C:mitochondrion, F:3-oxoacyl-[acyl-carrier-protein] synthase activity, F:3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity, P:triglyceride biosynthetic process, C:plasma membrane, P:positive regulation of cellular metabolic process, F:drug binding, F:[acyl-carrier-protein] S-acetyltransferase activity, C:Golgi apparatus, C:glycogen granule, P:cellular response to interleukin-4, P:long-chain fatty-acyl-CoA biosynthetic process, P:fatty acid metabolic process, F:myristoyl-[acyl-carrier-protein] hydrolase activity, C:cytosol, C:extracellular vesicular exosome, F:fatty acid synthase activity, C:melanosome, F:enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity, P:fatty acid biosynthetic process, P:energy reserve metabolic process, F:enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity, F:3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity, P:pantothenate metabolic process, F:palmitoyl-[acyl-carrier-protein] hydrolase activity, P:acetyl-CoA metabolic process, F:NADPH binding, F:[acyl-carrier-protein] S-malonyltransferase activity, F:oleoyl-[acyl-carrier-protein] hydrolase activity"
"209";209;"P02765";"FETUA_HUMAN";"P:regulation of inflammatory response, C:blood microparticle, P:negative regulation of endopeptidase activity, P:negative regulation of insulin receptor signaling pathway, P:ossification, F:kinase inhibitor activity, P:acute-phase response, P:skeletal system development, P:pinocytosis, P:negative regulation of bone mineralization, F:cysteine-type endopeptidase inhibitor activity, P:positive regulation of phagocytosis, C:extracellular vesicular exosome"
"212";212;"Q02790";"FKBP4_HUMAN";"F:ATP binding, C:perinuclear region of cytoplasm, P:male sex differentiation, C:microtubule, F:protein binding, bridging, P:prostate gland development, C:axonal growth cone, P:androgen receptor signaling pathway, F:FK506 binding, P:negative regulation of microtubule polymerization or depolymerization, P:copper ion transport, P:chaperone-mediated protein folding, C:extracellular vesicular exosome, C:neuronal cell body, P:protein complex localization, P:steroid hormone receptor complex assembly, C:cytosol, C:mitochondrion, C:nucleus, C:membrane, F:peptidyl-prolyl cis-trans isomerase activity, P:embryo implantation, P:negative regulation of neuron projection development, P:negative regulation of microtubule polymerization, F:GTP binding"
"213";213;"Q13451";"FKBP5_HUMAN";"F:peptidyl-prolyl cis-trans isomerase activity, P:chaperone-mediated protein folding, C:membrane, C:nucleus, C:cytoplasm, C:extracellular vesicular exosome, F:FK506 binding"
"216";216;"P02794";"FRIH_HUMAN";"C:intracellular ferritin complex, C:extracellular vesicular exosome, P:transmembrane transport, P:post-Golgi vesicle-mediated transport, F:ferric iron binding, P:intracellular sequestering of iron ion, P:negative regulation of fibroblast proliferation, F:ferroxidase activity, P:immune response, P:iron ion transport, C:mitochondrion, F:iron ion binding, C:cytosol"
"217";217;"P02792";"FRIL_HUMAN";"P:cellular iron ion homeostasis, F:iron ion binding, F:ferric iron binding, P:post-Golgi vesicle-mediated transport, C:cytosol, P:iron ion transport, C:intracellular ferritin complex, P:transmembrane transport, P:cell death, C:extracellular vesicular exosome"
"218";218;"Q16658";"FSCN1_HUMAN";"F:drug binding, C:invadopodium, F:actin filament binding, C:cytosol, C:extracellular vesicular exosome, P:actin filament bundle assembly, P:cell proliferation, C:cell junction, P:cell migration, C:filopodium, C:stress fiber"
"219";219;"P04066";"FUCO_HUMAN";"C:lysosome, P:glycoside catabolic process, P:glycosaminoglycan catabolic process, C:extracellular vesicular exosome, F:fucose binding, F:alpha-L-fucosidase activity, P:fucose metabolic process"
"220";220;"P07954";"FUMH_HUMAN";"F:fumarate hydratase activity, P:homeostasis of number of cells within a tissue, C:tricarboxylic acid cycle enzyme complex, C:extracellular vesicular exosome, P:fumarate metabolic process, C:mitochondrial matrix, P:tricarboxylic acid cycle"
"222";222;"Q13283";"G3BP1_HUMAN";"C:cytoplasm, F:ATP-dependent DNA helicase activity, P:transport, P:nucleic acid phosphodiester bond hydrolysis, C:plasma membrane, F:mRNA binding, F:ATP-dependent RNA helicase activity, F:ATP binding, C:cytosol, F:endonuclease activity, C:cytoplasmic stress granule, C:nucleus, P:Ras protein signal transduction, P:negative regulation of canonical Wnt signaling pathway, F:DNA binding"
