"";"accession";"name";"go_name"
"167";"P27487";"DPP4_HUMAN";"C:integral component of membrane, P:positive regulation of cell proliferation, C:intercellular canaliculus, P:regulation of cell-cell adhesion mediated by integrin, F:serine-type endopeptidase activity, P:negative regulation of extracellular matrix disassembly, P:endothelial cell migration, C:membrane raft, C:lamellipodium, C:endocytic vesicle, F:aminopeptidase activity, P:proteolysis, C:lysosomal membrane, C:lamellipodium membrane, C:apical plasma membrane, C:invadopodium membrane, P:cell adhesion, P:response to hypoxia, C:cell surface, F:serine-type peptidase activity, F:dipeptidyl-peptidase activity, P:T cell activation, C:extracellular vesicular exosome, P:T cell costimulation"
"168";"P01903";"DRA_HUMAN";"C:extracellular vesicular exosome, C:integral component of lumenal side of endoplasmic reticulum membrane, C:ER to Golgi transport vesicle membrane, P:T cell costimulation, P:T cell receptor signaling pathway, C:integral component of plasma membrane, C:trans-Golgi network membrane, F:MHC class II receptor activity, P:interferon-gamma-mediated signaling pathway, F:MHC class II protein complex binding, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:late endosome membrane, C:MHC class II protein complex, C:lysosomal membrane, C:Golgi membrane, C:clathrin-coated endocytic vesicle membrane"
"169";"Q16643";"DREB_HUMAN";"P:cell communication by chemical coupling, F:profilin binding, C:cytoplasm, P:maintenance of protein location in cell, C:actomyosin, P:regulation of neuronal synaptic plasticity, F:actin binding, P:cell communication by electrical coupling, P:regulation of dendrite development, C:cell cortex, C:gap junction, C:dendrite, C:plasma membrane, P:actin filament organization, P:neural precursor cell proliferation"
"170";"O00148";"DX39A_HUMAN";"C:nucleus, C:cytoplasm, P:mRNA export from nucleus, F:ATP binding, P:mRNA splicing, via spliceosome, P:ATP catabolic process, F:ATP-dependent helicase activity, F:nucleic acid binding"
"171";"P63167";"DYL1_HUMAN";"P:regulation of transcription, DNA-templated, C:kinetochore, P:intrinsic apoptotic signaling pathway, C:centrosome, P:transport, P:positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway, P:anatomical structure morphogenesis, P:actin cytoskeleton organization, P:transcription, DNA-templated, P:substantia nigra development, C:mitochondrion, P:negative regulation of phosphorylation, P:female gamete generation, C:cytoplasmic dynein complex, P:microtubule-based process, C:nucleus, C:microtubule, C:cytosol, P:regulation of catalytic activity, F:motor activity, C:mitotic spindle, P:G2/M transition of mitotic cell cycle, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:plasma membrane, P:viral process, F:nitric-oxide synthase regulator activity"
"172";"Q15125";"EBP_HUMAN";"F:drug transmembrane transporter activity, F:C-8 sterol isomerase activity, C:integral component of plasma membrane, F:cholestenol delta-isomerase activity, F:transmembrane signaling receptor activity, C:endoplasmic reticulum membrane, P:hemopoiesis, P:skeletal system development, F:steroid delta-isomerase activity, P:cholesterol biosynthetic process"
"173";"Q13011";"ECH1_HUMAN";"F:isomerase activity, C:mitochondrion, P:fatty acid beta-oxidation, C:peroxisome, C:extracellular vesicular exosome"
"174";"P40939";"ECHA_HUMAN";"P:fatty acid beta-oxidation, P:glycerophospholipid biosynthetic process, F:long-chain-3-hydroxyacyl-CoA dehydrogenase activity, F:acetyl-CoA C-acetyltransferase activity, F:enoyl-CoA hydratase activity, P:cardiolipin acyl-chain remodeling, C:nucleolus, F:fatty-acyl-CoA binding, F:3-hydroxyacyl-CoA dehydrogenase activity, P:response to insulin, F:NAD binding, C:mitochondrial nucleoid, C:mitochondrial inner membrane, C:mitochondrial fatty acid beta-oxidation multienzyme complex, F:long-chain-enoyl-CoA hydratase activity, P:response to drug"
"175";"P55084";"ECHB_HUMAN";"F:long-chain-enoyl-CoA hydratase activity, P:fatty acid beta-oxidation, F:acetyl-CoA C-acyltransferase activity, C:mitochondrial outer membrane, C:endoplasmic reticulum, C:mitochondrial inner membrane, F:enoyl-CoA hydratase activity, F:long-chain-3-hydroxyacyl-CoA dehydrogenase activity, F:fatty-acyl-CoA binding, P:cardiolipin acyl-chain remodeling, F:NAD binding, P:glycerophospholipid biosynthetic process, C:mitochondrial nucleoid, C:mitochondrial fatty acid beta-oxidation multienzyme complex, F:3-hydroxyacyl-CoA dehydrogenase activity"
"176";"P30084";"ECHM_HUMAN";"F:enoyl-CoA hydratase activity, C:mitochondrial matrix, P:fatty acid beta-oxidation"
"177";"P42126";"ECI1_HUMAN";"P:fatty acid beta-oxidation, C:mitochondrial inner membrane, F:dodecenoyl-CoA delta-isomerase activity, C:mitochondrial matrix"
"178";"O75521";"ECI2_HUMAN";"F:fatty-acyl-CoA binding, C:mitochondrion, P:fatty acid catabolic process, C:peroxisomal matrix, F:dodecenoyl-CoA delta-isomerase activity"
"179";"P68104";"EF1A1_HUMAN";"C:extracellular space, P:transcription, DNA-templated, C:eukaryotic translation elongation factor 1 complex, C:nucleus, F:translation elongation factor activity, C:cytosol, F:GTP binding, C:plasma membrane, F:GTPase activity, C:extracellular vesicular exosome, P:GTP catabolic process, P:regulation of transcription, DNA-templated"
"180";"P24534";"EF1B_HUMAN";"F:translation elongation factor activity, C:cytosol, C:eukaryotic translation elongation factor 1 complex"
"181";"P29692";"EF1D_HUMAN";"C:nucleus, F:signal transducer activity, P:positive regulation of I-kappaB kinase/NF-kappaB signaling, F:DNA binding, P:translational elongation, P:regulation of transcription, DNA-templated, P:transcription, DNA-templated, F:translation elongation factor activity, F:translation factor activity, nucleic acid binding, C:eukaryotic translation elongation factor 1 complex, C:cytosol"
"182";"P26641";"EF1G_HUMAN";"P:response to virus, C:cytosol, C:eukaryotic translation elongation factor 1 complex, P:translational elongation, F:translation elongation factor activity"
"183";"P13639";"EF2_HUMAN";"C:polysome, F:GTPase activity, P:positive regulation of gene expression, C:ribonucleoprotein complex, F:GTP binding, F:translation activator activity, P:translational elongation, C:extracellular vesicular exosome, F:translation elongation factor activity, C:cytosol"
"184";"Q96RP9";"EFGM_HUMAN";"C:mitochondrion, F:translation elongation factor activity, F:GTP binding, F:GTPase activity, P:mitochondrial translational elongation"
"185";"P49411";"EFTU_HUMAN";"F:translation elongation factor activity, F:GTPase activity, C:mitochondrial nucleoid, C:extracellular vesicular exosome, P:GTP catabolic process, F:GTP binding"
"186";"P17813";"EGLN_HUMAN";"P:positive regulation of gene expression, P:response to corticosteroid, P:negative regulation of pathway-restricted SMAD protein phosphorylation, C:endothelial microparticle, P:positive regulation of systemic arterial blood pressure, C:extracellular space, C:external side of plasma membrane, P:chronological cell aging, F:galactose binding, P:transforming growth factor beta receptor signaling pathway, P:negative regulation of cell migration, C:transforming growth factor beta receptor homodimeric complex, F:transforming growth factor beta-activated receptor activity, P:positive regulation of BMP signaling pathway, P:negative regulation of nitric-oxide synthase activity, F:type I transforming growth factor beta receptor binding, P:cellular response to mechanical stimulus, P:positive regulation of pathway-restricted SMAD protein phosphorylation, P:negative regulation of protein autophosphorylation, P:wound healing, F:glycosaminoglycan binding, F:activin binding, P:regulation of cell proliferation, P:cell adhesion, P:BMP signaling pathway, C:cytoplasm, P:detection of hypoxia, P:heart looping, P:patterning of blood vessels, P:extracellular matrix disassembly, P:negative regulation of transcription from RNA polymerase II promoter, C:nucleus, C:cell surface, P:bone development, P:negative regulation of transforming growth factor beta receptor signaling pathway, F:type II transforming growth factor beta receptor binding, P:negative regulation of endothelial cell proliferation, P:artery morphogenesis, P:regulation of cell adhesion, P:regulation of transforming growth factor beta receptor signaling pathway, P:smooth muscle tissue development, F:transforming growth factor beta receptor, cytoplasmic mediator activity, P:positive regulation of transcription from RNA polymerase II promoter, P:central nervous system vasculogenesis, P:response to statin, P:venous blood vessel morphogenesis, P:positive regulation of collagen biosynthetic process, P:response to transforming growth factor beta, P:cell chemotaxis, P:extracellular matrix constituent secretion, F:transmembrane signaling receptor activity, P:cell migration involved in endocardial cushion formation"
"187";"Q7L2H7";"EIF3M_HUMAN";"C:eukaryotic 43S preinitiation complex, P:regulation of translational initiation, P:formation of translation preinitiation complex, C:eukaryotic 48S preinitiation complex, F:translation initiation factor activity, P:translational initiation, C:eukaryotic translation initiation factor 3 complex"
"188";"Q15717";"ELAV1_HUMAN";"F:mRNA 3'-UTR AU-rich region binding, P:multicellular organismal development, P:gene expression, C:cytosol, P:positive regulation of translation, F:nucleotide binding, P:mRNA metabolic process, F:double-stranded RNA binding, P:3'-UTR-mediated mRNA stabilization, C:nucleoplasm"
"189";"P50402";"EMD_HUMAN";"C:endoplasmic reticulum, C:integral component of membrane, P:muscle organ development, P:positive regulation of protein export from nucleus, C:nuclear outer membrane, C:microtubule, P:negative regulation of fibroblast proliferation, P:muscle contraction, F:actin binding, P:skeletal muscle cell differentiation, C:nuclear inner membrane, P:mitotic nuclear envelope disassembly, P:negative regulation of catenin import into nucleus, P:mitotic nuclear envelope reassembly, P:cellular response to growth factor stimulus, F:beta-tubulin binding, P:regulation of canonical Wnt signaling pathway"
"190";"Q9Y6C2";"EMIL1_HUMAN";"C:collagen, P:extracellular matrix organization, P:cell adhesion, F:extracellular matrix constituent conferring elasticity, P:positive regulation of cell-substrate adhesion, C:extracellular vesicular exosome"
"191";"P06733";"ENOA_HUMAN";"C:M band, F:transcription corepressor activity, C:cytosol, F:magnesium ion binding, P:negative regulation of cell growth, P:small molecule metabolic process, C:phosphopyruvate hydratase complex, P:negative regulation of transcription from RNA polymerase II promoter, P:glycolysis, C:plasma membrane, F:phosphopyruvate hydratase activity, C:nucleus, C:extracellular vesicular exosome, F:DNA binding, F:sequence-specific DNA binding transcription factor activity, P:gluconeogenesis, C:extracellular space, P:transcription, DNA-templated, P:response to virus"
"192";"P14625";"ENPL_HUMAN";"F:ATP binding, C:cytosol, F:RNA binding, C:melanosome, P:protein transport, C:midbody, P:ER-associated ubiquitin-dependent protein catabolic process, P:actin rod assembly, C:extracellular vesicular exosome, P:activation of signaling protein activity involved in unfolded protein response, C:perinuclear region of cytoplasm, P:protein folding, F:calcium ion binding, P:toll-like receptor signaling pathway, P:innate immune response, C:endoplasmic reticulum membrane, C:endocytic vesicle lumen, F:low-density lipoprotein particle receptor binding, P:sequestering of calcium ion, P:response to hypoxia, C:endoplasmic reticulum lumen, F:virion binding, P:regulation of phosphoprotein phosphatase activity, P:negative regulation of apoptotic process, C:plasma membrane, F:protein phosphatase binding, P:cellular response to ATP"
"193";"Q9NZ08";"ERAP1_HUMAN";"P:membrane protein ectodomain proteolysis, C:endoplasmic reticulum membrane, C:endoplasmic reticulum lumen, C:cytosol, P:response to bacterium, C:integral component of membrane, C:extracellular vesicular exosome, P:antigen processing and presentation of endogenous peptide antigen via MHC class I, F:metalloexopeptidase activity, P:positive regulation of angiogenesis, F:aminopeptidase activity, P:fat cell differentiation, P:angiogenesis, P:regulation of blood pressure, F:zinc ion binding, F:interleukin-1, Type II receptor binding, P:regulation of innate immune response"
"194";"P48449";"ERG7_HUMAN";"F:lanosterol synthase activity, C:endoplasmic reticulum membrane, P:cholesterol biosynthetic process, C:lipid particle"
"195";"P84090";"ERH_HUMAN";"P:cell cycle, C:midbody, P:pyrimidine nucleoside metabolic process"
"196";"Q96HE7";"ERO1A_HUMAN";"P:chaperone mediated protein folding requiring cofactor, C:endoplasmic reticulum membrane, F:oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor, C:membrane, P:response to temperature stimulus, P:brown fat cell differentiation, C:endoplasmic reticulum lumen, P:endoplasmic reticulum unfolded protein response, P:release of sequestered calcium ion into cytosol, F:protein disulfide isomerase activity, P:cellular protein modification process, F:oxidoreductase activity, P:intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress"
"197";"P30040";"ERP29_HUMAN";"C:melanosome, P:protein secretion, C:cell surface, P:intracellular protein transport, C:endoplasmic reticulum lumen, F:protein disulfide isomerase activity, C:endoplasmic reticulum"
"198";"Q9BS26";"ERP44_HUMAN";"P:glycoprotein metabolic process, C:cell surface, P:response to endoplasmic reticulum stress, C:endoplasmic reticulum-Golgi intermediate compartment, F:protein disulfide isomerase activity, C:endoplasmic reticulum lumen, C:endoplasmic reticulum membrane, C:extracellular vesicular exosome, P:response to unfolded protein, P:cell redox homeostasis"
"199";"P30042";"ES1_HUMAN";"C:mitochondrion"
"200";"P13804";"ETFA_HUMAN";"F:electron carrier activity, F:flavin adenine dinucleotide binding, F:oxidoreductase activity, P:small molecule metabolic process, C:mitochondrial matrix, P:respiratory electron transport chain"
"201";"P38117";"ETFB_HUMAN";"F:electron carrier activity, P:small molecule metabolic process, C:mitochondrial matrix, P:respiratory electron transport chain"
"202";"Q16134";"ETFD_HUMAN";"F:electron carrier activity, P:response to oxidative stress, C:integral component of mitochondrial inner membrane, F:metal ion binding, F:electron-transferring-flavoprotein dehydrogenase activity, F:ubiquinone binding, F:oxidoreductase activity, oxidizing metal ions with flavin as acceptor, P:fatty acid beta-oxidation using acyl-CoA dehydrogenase, F:flavin adenine dinucleotide binding, F:4 iron, 4 sulfur cluster binding, C:mitochondrial matrix, P:respiratory electron transport chain"
"203";"O95571";"ETHE1_HUMAN";"C:nucleus, F:iron ion binding, P:sulfide oxidation, using sulfide:quinone oxidoreductase, P:sulfur amino acid catabolic process, P:hydrogen sulfide metabolic process, P:glutathione metabolic process, F:hydrolase activity, F:sulfur dioxygenase activity, C:mitochondrial matrix"
"204";"Q96A26";"F162A_HUMAN";"P:transformed cell apoptotic process, P:activation of cysteine-type endopeptidase activity involved in apoptotic process, P:positive regulation of apoptotic process, C:integral component of membrane, P:neuron apoptotic process, C:mitochondrion, P:positive regulation of release of cytochrome c from mitochondria, P:cellular response to hypoxia"
"205";"Q9NUQ9";"FA49B_HUMAN";"C:extracellular vesicular exosome, C:cilium"
"206";"P49327";"FAS_HUMAN";"F:3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity, F:zinc ion binding, C:mitochondrion, F:3-oxoacyl-[acyl-carrier-protein] synthase activity, F:3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity, P:triglyceride biosynthetic process, C:plasma membrane, P:positive regulation of cellular metabolic process, F:drug binding, F:[acyl-carrier-protein] S-acetyltransferase activity, C:Golgi apparatus, C:glycogen granule, P:cellular response to interleukin-4, P:long-chain fatty-acyl-CoA biosynthetic process, P:fatty acid metabolic process, F:myristoyl-[acyl-carrier-protein] hydrolase activity, C:cytosol, C:extracellular vesicular exosome, F:fatty acid synthase activity, C:melanosome, F:enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity, P:fatty acid biosynthetic process, P:energy reserve metabolic process, F:enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity, F:3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity, P:pantothenate metabolic process, F:palmitoyl-[acyl-carrier-protein] hydrolase activity, P:acetyl-CoA metabolic process, F:NADPH binding, F:[acyl-carrier-protein] S-malonyltransferase activity, F:oleoyl-[acyl-carrier-protein] hydrolase activity"
"207";"P37268";"FDFT_HUMAN";"F:farnesyl-diphosphate farnesyltransferase activity, C:endoplasmic reticulum membrane, P:cellular lipid metabolic process, C:integral component of membrane, F:squalene synthase activity, P:farnesyl diphosphate metabolic process, P:isoprenoid biosynthetic process, F:oxidoreductase activity, P:cholesterol biosynthetic process"
"208";"P39748";"FEN1_HUMAN";"F:double-stranded DNA exodeoxyribonuclease activity, F:double-stranded DNA binding, P:mitotic cell cycle, P:memory, C:nucleolus, F:RNA-DNA hybrid ribonuclease activity, P:base-excision repair, F:5'-3' exonuclease activity, P:phosphatidylinositol-mediated signaling, P:double-strand break repair, F:manganese ion binding, C:mitochondrion, P:UV protection, P:telomere maintenance via recombination, C:nucleoplasm, P:telomere maintenance via semi-conservative replication, F:magnesium ion binding, F:5'-flap endonuclease activity, P:DNA replication, removal of RNA primer, F:damaged DNA binding"
"209";"P02765";"FETUA_HUMAN";"P:regulation of inflammatory response, C:blood microparticle, P:negative regulation of endopeptidase activity, P:negative regulation of insulin receptor signaling pathway, P:ossification, F:kinase inhibitor activity, P:acute-phase response, P:skeletal system development, P:pinocytosis, P:negative regulation of bone mineralization, F:cysteine-type endopeptidase inhibitor activity, P:positive regulation of phagocytosis, C:extracellular vesicular exosome"
"210";"Q9Y3D6";"FIS1_HUMAN";"P:positive regulation of intrinsic apoptotic signaling pathway, P:negative regulation of endoplasmic reticulum calcium ion concentration, C:integral component of peroxisomal membrane, P:positive regulation of cytosolic calcium ion concentration, P:protein homooligomerization, P:peroxisome fission, C:protein complex, C:integral component of mitochondrial outer membrane, P:positive regulation of mitochondrial calcium ion concentration, P:release of cytochrome c from mitochondria, P:mitochondrial fragmentation involved in apoptotic process, P:calcium-mediated signaling using intracellular calcium source, P:positive regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:positive regulation of protein targeting to membrane, P:mitochondrial fusion, P:positive regulation of mitochondrial fission, P:mitochondrion morphogenesis, P:mitochondrion degradation, P:protein targeting to mitochondrion"
"211";"Q96AY3";"FKB10_HUMAN";"C:membrane, F:calcium ion binding, F:peptidyl-prolyl cis-trans isomerase activity, F:FK506 binding, P:protein folding, C:endoplasmic reticulum lumen"
"212";"Q02790";"FKBP4_HUMAN";"F:ATP binding, C:perinuclear region of cytoplasm, P:male sex differentiation, C:microtubule, F:protein binding, bridging, P:prostate gland development, C:axonal growth cone, P:androgen receptor signaling pathway, F:FK506 binding, P:negative regulation of microtubule polymerization or depolymerization, P:copper ion transport, P:chaperone-mediated protein folding, C:extracellular vesicular exosome, C:neuronal cell body, P:protein complex localization, P:steroid hormone receptor complex assembly, C:cytosol, C:mitochondrion, C:nucleus, C:membrane, F:peptidyl-prolyl cis-trans isomerase activity, P:embryo implantation, P:negative regulation of neuron projection development, P:negative regulation of microtubule polymerization, F:GTP binding"
"213";"Q13451";"FKBP5_HUMAN";"F:peptidyl-prolyl cis-trans isomerase activity, P:chaperone-mediated protein folding, C:membrane, C:nucleus, C:cytoplasm, C:extracellular vesicular exosome, F:FK506 binding"
"214";"A8MYZ6";"FOXO6_HUMAN";"C:cytoplasm, P:transcription, DNA-templated, F:sequence-specific DNA binding transcription factor activity, C:nucleus, F:sequence-specific DNA binding"
"215";"P14324";"FPPS_HUMAN";"P:cholesterol biosynthetic process, P:geranyl diphosphate biosynthetic process, F:geranyltranstransferase activity, F:metal ion binding, P:farnesyl diphosphate biosynthetic process, C:cytosol, C:nucleus, F:dimethylallyltranstransferase activity, P:viral process, C:mitochondrion"
"216";"P02794";"FRIH_HUMAN";"C:intracellular ferritin complex, C:extracellular vesicular exosome, P:transmembrane transport, P:post-Golgi vesicle-mediated transport, F:ferric iron binding, P:intracellular sequestering of iron ion, P:negative regulation of fibroblast proliferation, F:ferroxidase activity, P:immune response, P:iron ion transport, C:mitochondrion, F:iron ion binding, C:cytosol"
"217";"P02792";"FRIL_HUMAN";"P:cellular iron ion homeostasis, F:iron ion binding, F:ferric iron binding, P:post-Golgi vesicle-mediated transport, C:cytosol, P:iron ion transport, C:intracellular ferritin complex, P:transmembrane transport, P:cell death, C:extracellular vesicular exosome"
"218";"Q16658";"FSCN1_HUMAN";"F:drug binding, C:invadopodium, F:actin filament binding, C:cytosol, C:extracellular vesicular exosome, P:actin filament bundle assembly, P:cell proliferation, C:cell junction, P:cell migration, C:filopodium, C:stress fiber"
"219";"P04066";"FUCO_HUMAN";"C:lysosome, P:glycoside catabolic process, P:glycosaminoglycan catabolic process, C:extracellular vesicular exosome, F:fucose binding, F:alpha-L-fucosidase activity, P:fucose metabolic process"
"220";"P07954";"FUMH_HUMAN";"F:fumarate hydratase activity, P:homeostasis of number of cells within a tissue, C:tricarboxylic acid cycle enzyme complex, C:extracellular vesicular exosome, P:fumarate metabolic process, C:mitochondrial matrix, P:tricarboxylic acid cycle"
"221";"P35637";"FUS_HUMAN";"F:RNA binding, F:nucleotide binding, C:nucleoplasm, P:mRNA splicing, via spliceosome, F:zinc ion binding, C:cytoplasm, P:cell death, F:DNA binding"
"222";"Q13283";"G3BP1_HUMAN";"C:cytoplasm, F:ATP-dependent DNA helicase activity, P:transport, P:nucleic acid phosphodiester bond hydrolysis, C:plasma membrane, F:mRNA binding, F:ATP-dependent RNA helicase activity, F:ATP binding, C:cytosol, F:endonuclease activity, C:cytoplasmic stress granule, C:nucleus, P:Ras protein signal transduction, P:negative regulation of canonical Wnt signaling pathway, F:DNA binding"
"223";"Q9UN86";"G3BP2_HUMAN";"P:mRNA transport, P:cytoplasmic sequestering of NF-kappaB, F:nucleotide binding, C:cytoplasm, P:Ras protein signal transduction, F:receptor signaling complex scaffold activity, F:RNA binding"
"224";"P04406";"G3P_HUMAN";"C:perinuclear region of cytoplasm, P:small molecule metabolic process, P:negative regulation of translation, F:NAD binding, P:microtubule cytoskeleton organization, F:microtubule binding, P:peptidyl-cysteine S-trans-nitrosylation, C:extracellular vesicular exosome, P:protein stabilization, F:glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity, C:lipid particle, C:nucleus, C:GAIT complex, P:neuron apoptotic process, C:cytosol, P:cellular response to interferon-gamma, C:ribonucleoprotein complex, C:microtubule cytoskeleton, P:glycolysis, F:peptidyl-cysteine S-nitrosylase activity, P:gluconeogenesis, F:NADP binding, C:plasma membrane"
"225";"P11413";"G6PD_HUMAN";"P:erythrocyte maturation, C:nucleus, P:negative regulation of protein glutathionylation, P:glucose 6-phosphate metabolic process, P:cellular response to oxidative stress, P:pentose-phosphate shunt, oxidative branch, F:glucose-6-phosphate dehydrogenase activity, F:glucose binding, P:response to ethanol, P:cholesterol biosynthetic process, P:pentose biosynthetic process, P:response to food, C:extracellular vesicular exosome, P:ribose phosphate biosynthetic process, P:regulation of neuron apoptotic process, C:intracellular membrane-bounded organelle, C:cytoplasmic side of plasma membrane, P:glutathione metabolic process, C:cytosol, C:centrosome, P:substantia nigra development, F:NADP binding, P:cytokine production, P:response to organic cyclic compound"
"226";"Q14697";"GANAB_HUMAN";"P:protein N-linked glycosylation via asparagine, P:protein folding, C:glucosidase II complex, P:post-translational protein modification, C:melanosome, C:extracellular vesicular exosome, C:endoplasmic reticulum lumen, F:carbohydrate binding, C:Golgi apparatus, F:glucan 1,3-alpha-glucosidase activity"
"227";"P62873";"GBB1_HUMAN";"P:cellular response to hypoxia, C:heterotrimeric G-protein complex, P:sensory perception of taste, C:photoreceptor inner segment, P:adenylate cyclase-activating dopamine receptor signaling pathway, P:Ras protein signal transduction, P:phospholipase C-activating G-protein coupled receptor signaling pathway, P:platelet activation, F:GTPase activity, C:lysosomal membrane, P:cellular response to catecholamine stimulus, P:synaptic transmission, P:energy reserve metabolic process, P:regulation of rhodopsin mediated signaling pathway, P:cellular response to prostaglandin E stimulus, C:extracellular vesicular exosome, C:dendrite, P:cardiac muscle cell apoptotic process, P:cell proliferation, P:positive regulation of cytosolic calcium ion concentration, P:cellular response to glucagon stimulus, C:cell body, C:photoreceptor outer segment membrane, C:photoreceptor disc membrane, P:retina development in camera-type eye, P:G-protein coupled acetylcholine receptor signaling pathway, F:protein complex binding, P:rhodopsin mediated signaling pathway, F:signal transducer activity"
"228";"P62879";"GBB2_HUMAN";"F:calcium channel regulator activity, C:lysosomal membrane, P:cellular response to glucagon stimulus, C:protein complex, C:plasma membrane, C:extracellular vesicular exosome, C:cell body, P:synaptic transmission, P:G-protein coupled receptor signaling pathway, C:perinuclear region of cytoplasm, F:protein complex binding, F:signal transducer activity, P:energy reserve metabolic process, F:GTPase activity"
"229";"Q9HAV0";"GBB4_HUMAN";"P:substantia nigra development, F:protein complex binding, P:small molecule metabolic process, P:cellular response to glucagon stimulus, F:signal transducer activity, C:plasma membrane, C:lysosomal membrane, P:energy reserve metabolic process, P:cell death"
"230";"P63218";"GBG5_HUMAN";"P:cellular response to glucagon stimulus, C:heterotrimeric G-protein complex, F:PDZ domain binding, F:GTPase activity, F:signal transducer activity, C:extracellular vesicular exosome, P:energy reserve metabolic process, P:synaptic transmission, P:G-protein coupled receptor signaling pathway"
"231";"P63244";"GBLP_HUMAN";"P:positive regulation of intrinsic apoptotic signaling pathway, P:negative regulation of Wnt signaling pathway, P:negative regulation of cell growth, P:positive regulation of GTPase activity, P:positive regulation of gastrulation, P:viral process, P:positive regulation of protein homooligomerization, C:neuronal cell body, P:positive regulation of protein phosphorylation, C:mitochondrion, P:positive regulation of mitochondrial depolarization, P:positive regulation of cAMP catabolic process, C:cytoskeleton, P:negative regulation of protein kinase B signaling, P:positive regulation of proteasomal ubiquitin-dependent protein catabolic process, F:ion channel inhibitor activity, C:phagocytic cup, P:negative regulation of translation, F:protein tyrosine kinase inhibitor activity, C:cytosol, C:nucleus, C:perinuclear region of cytoplasm, C:dendrite, C:perikaryon, P:regulation of protein localization, P:positive regulation of cell migration, P:negative regulation of phagocytosis, P:gastrulation, P:positive regulation of cyclic-nucleotide phosphodiesterase activity, P:positive regulation of apoptotic process, P:regulation of establishment of protein localization to plasma membrane, P:regulation of establishment of cell polarity, F:cysteine-type endopeptidase activator activity involved in apoptotic process, C:midbody, P:regulation of cell division, F:receptor tyrosine kinase binding, F:SH2 domain binding, F:protein kinase C binding, F:protein complex scaffold, C:small ribosomal subunit, C:extracellular vesicular exosome, P:cell cycle, P:regulation of cell cycle, P:rhythmic process"
"232";"P50395";"GDIB_HUMAN";"C:membrane, F:Rab GDP-dissociation inhibitor activity, P:protein transport, C:cytosol, C:extracellular vesicular exosome, F:Rab GTPase activator activity, P:small GTPase mediated signal transduction, C:Golgi apparatus, P:vesicle-mediated transport, P:regulation of small GTPase mediated signal transduction"
"233";"P52565";"GDIR1_HUMAN";"C:immunological synapse, C:cytosol, F:Rho GDP-dissociation inhibitor activity, C:cytoskeleton, P:regulation of protein localization, C:extracellular vesicular exosome, P:negative regulation of apoptotic process, P:positive regulation of axonogenesis, P:negative regulation of cell adhesion, P:negative regulation of axonogenesis, P:positive regulation of GTPase activity, P:regulation of small GTPase mediated signal transduction, P:Rho protein signal transduction, P:cellular component movement, F:GTPase activator activity, P:neurotrophin TRK receptor signaling pathway"
"234";"P52566";"GDIR2_HUMAN";"P:regulation of small GTPase mediated signal transduction, P:actin cytoskeleton organization, C:cytosol, P:cellular component movement, C:cytoskeleton, P:multicellular organismal development, C:extracellular vesicular exosome, P:positive regulation of GTPase activity, P:Rho protein signal transduction, F:Rho GDP-dissociation inhibitor activity, C:cytoplasmic membrane-bounded vesicle, P:negative regulation of cell adhesion, P:immune response, F:GTPase activator activity"
"235";"Q92820";"GGH_HUMAN";"P:response to zinc ion, P:response to insulin, P:glutamine metabolic process, C:extracellular vesicular exosome, F:gamma-glutamyl-peptidase activity, C:lysosome, C:extracellular space, C:melanosome, C:cytosol, P:response to ethanol, P:response to drug"
"236";"Q86SX6";"GLRX5_HUMAN";"P:cell redox homeostasis, F:electron carrier activity, C:nucleus, C:mitochondrion, F:2 iron, 2 sulfur cluster binding, P:oxidation-reduction process, P:hemopoiesis, F:protein disulfide oxidoreductase activity, F:metal ion binding"
"237";"O94925";"GLSK_HUMAN";"P:suckling behavior, C:cytosol, P:glutamate biosynthetic process, P:glutamine catabolic process, P:protein homotetramerization, P:cellular nitrogen compound metabolic process, P:regulation of respiratory gaseous exchange by neurological system process, F:glutaminase activity, P:neurotransmitter secretion, P:glutamate secretion, C:mitochondrial matrix"
"238";"P14314";"GLU2B_HUMAN";"F:calcium ion binding, P:N-glycan processing, P:renal system development, P:protein folding, P:liver development, P:negative regulation of neuron projection development, F:RNA binding, P:intracellular signal transduction, P:protein heterooligomerization, P:protein N-linked glycosylation via asparagine, P:innate immune response, C:endoplasmic reticulum lumen, P:in utero embryonic development, P:nitrogen compound metabolic process, P:post-translational protein modification"
