"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5745.3.id.csv";"peptide.count.P5745.4.id.csv";"spectra.count.P5745.3.id.csv";"spectra.count.P5745.4.id.csv";"dNSAF.P5745.3.id.csv";"dNSAF.P5745.4.id.csv";"Go.Cc"
"95";"P27797";"P27797";"P27797";"CALR_HUMAN";"Calreticulin";"CALR";5;6;0,0027968945322806;2;4;2;4;0,00207030966528809;0,00390544771845123;"endocytic vesicle lumen, acrosomal vesicle, nucleus, cytosol, extracellular space, endoplasmic reticulum lumen, perinuclear region of cytoplasm, Golgi apparatus, external side of plasma membrane, sarcoplasmic reticulum lumen, proteinaceous extracellular matrix, polysome, MHC class I peptide loading complex, extracellular vesicular exosome, cell surface, integral component of lumenal side of endoplasmic reticulum membrane"
"96";"P27824";"P27824";"P27824";"CALX_HUMAN";"Calnexin";"CANX";7;11;0,00361186802352791;5;6;5;6;0,00364577335483587;0,0041264485606271;"melanosome, endoplasmic reticulum lumen, dendritic spine, protein complex, neuronal cell body, ribosome, dendrite cytoplasm, integral component of lumenal side of endoplasmic reticulum membrane, axon"
"97";"P29401";"P29401";"P29401";"TKT_HUMAN";"Transketolase";"TKT";2;2;0,000624026227908513;2;NA;2;NA;0,00138574499265671;NA;"extracellular vesicular exosome, cytosol, nucleus, peroxisome"
"98";"P29692";"P29692-1,P29692-2,P29692-3";"P29692-1,P29692-2,P29692-3";"EF1D_HUMAN";"Elongation factor 1-delta";"EEF1D";2;3;0,000691758612076519;1;2;1;2;NA;NA;"nucleus, eukaryotic translation elongation factor 1 complex, cytosol"
"99";"P30049";"P30049";"P30049";"ATPD_HUMAN";"ATP synthase subunit delta, mitochondrial";"ATP5D";1;1;0,0011570486309137;1;NA;1;NA;0,00256940217388432;NA;"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1), mitochondrial matrix"
"100";"P30101";"P30101";"P30101";"PDIA3_HUMAN";"Protein disulfide-isomerase A3";"PDIA3";3;3;0,00115475744550595;3;NA;3;NA;0,00256431424878752;NA;"endoplasmic reticulum lumen, cell surface, melanosome, extracellular vesicular exosome"
"101";"P31146";"P31146";"P31146";"COR1A_HUMAN";"Coronin-1A";"CORO1A";2;2;0,000843315271121483;2;NA;2;NA;0,00187270961046667;NA;"phagocytic cup, immunological synapse, phagocytic vesicle, extracellular vesicular exosome, phagocytic vesicle membrane, cortical actin cytoskeleton, lamellipodium, actin filament"
"102";"P31930";"P31930";"P31930";"QCR1_HUMAN";"Cytochrome b-c1 complex subunit 1, mitochondrial";"UQCRC1";3;3;0,00121490106245939;NA;3;NA;3;NA;0,00254464327905338;"mitochondrial respiratory chain complex III, mitochondrial respiratory chain"
"103";"P31943";"P31943,P55795";"P31943,P55795";"HNRH1_HUMAN, HNRH2_HUMAN";"Heterogeneous nuclear ribonucleoprotein H, Heterogeneous nuclear ribonucleoprotein H2";"HNRNPH1, HNRNPH2";3;5;0,0010823172048636;2;3;2;3;0,00096137987797899;0,00136016567254524;"cytoplasm, catalytic step 2 spliceosome, nucleoplasm, actin cytoskeleton"
"104";"P31946";"P31946-1,P31946-2";"P31946-1,P31946-2";"1433B_HUMAN";"14-3-3 protein beta/alpha";"YWHAB";1;2;0,000911745637868208;1;1;1;1;NA;NA;"melanosome, perinuclear region of cytoplasm, extracellular vesicular exosome, cytosol, cytoplasmic vesicle membrane, transcriptional repressor complex"
"105";"P34931";"P34931";"P34931";"HS71L_HUMAN";"Heat shock 70 kDa protein 1-like";"HSPA1L";0;0;NA;0;0;0;0;NA;NA;"mitochondrial matrix, zona pellucida receptor complex, blood microparticle, cell body"
"106";"P35527";"P35527";"P35527";"K1C9_HUMAN";"Keratin, type I cytoskeletal 9";"KRT9";34;106;0,0334492240573234;30;29;49;57;0,0344771205731141;0,0375265674083049;"intermediate filament, extracellular vesicular exosome, extracellular space"
"107";"P35579";"P35579-1";"P35579-1";"MYH9_HUMAN";"Myosin-9";"MYH9";11;13;0,00128928276016098;8;5;8;5;NA;NA;"uropod, nucleus, ruffle, plasma membrane, cleavage furrow, protein complex, actomyosin contractile ring, myosin II complex, spindle, stress fiber, cortical cytoskeleton, cytosol, cell-cell adherens junction, immunological synapse, extracellular vesicular exosome, neuromuscular junction"
"108";"P35908";"P35908";"P35908";"K22E_HUMAN";"Keratin, type II cytoskeletal 2 epidermal";"KRT2";31;113;0,04523060455283;29;26;59;54;0,0520426075003381;0,0456238776909314;"keratin filament, intermediate filament, extracellular vesicular exosome, extracellular space, Golgi apparatus"
"109";"P36578";"P36578";"P36578";"RL4_HUMAN";"60S ribosomal protein L4";"RPL4";2;2;0,000910464496456683;2;NA;2;NA;0,00202182466141717;NA;"cytosolic large ribosomal subunit, extracellular vesicular exosome, nucleolus"
"110";"P38159";"P38159-1,P38159-2";"P38159-1,P38159-2";"RBMX_HUMAN";"RNA-binding motif protein, X chromosome";"RBMX";3;3;0,000745719322225711;3;NA;3;NA;NA;NA;"nucleoplasm, extracellular vesicular exosome, extracellular space, catalytic step 2 spliceosome, supraspliceosomal complex, nuclear euchromatin"
"111";"P38646";"P38646";"P38646";"GRP75_HUMAN";"Stress-70 protein, mitochondrial";"HSPA9";10;12;0,00343536088353759;7;5;7;5;0,00445009861043883;0,00299810695617482;"nucleolus, extracellular vesicular exosome, mitochondrial nucleoid"
"112";"P39019";"P39019";"P39019";"RS19_HUMAN";"40S ribosomal protein S19";"RPS19";7;14;0,0187681267579933;5;7;6;8;0,0178617751122441;0,0224630579116436;"nucleolus, extracellular vesicular exosome, cytosolic small ribosomal subunit"
"113";"P39687";"P39687";"P39687";"AN32A_HUMAN";"Acidic leucine-rich nuclear phosphoprotein 32 family member A";"ANP32A";2;2;0,00156131863448596;NA;2;NA;2;NA;0,00327022429436579;"perinuclear region of cytoplasm, nucleoplasm, endoplasmic reticulum"
"114";"P42166";"P42166-1,P42167-1,P42167-2";"P42166-1,P42167-1,P42167-2";"LAP2A_HUMAN, LAP2B_HUMAN";"Lamina-associated polypeptide 2, isoform alpha, Lamina-associated polypeptide 2, isoforms beta/gamma";"TMPO";4;4;0,000485353732817733;2;2;2;2;NA;NA;"nuclear inner membrane, chromatin, nuclear envelope"
"115";"P46776";"P46776";"P46776";"RL27A_HUMAN";"60S ribosomal protein L27a";"RPL27A";2;2;0,0026268131080203;2;NA;2;NA;0,00583323736773739;NA;"cytosolic large ribosomal subunit"
"116";"P46778";"P46778";"P46778";"RL21_HUMAN";"60S ribosomal protein L21";"RPL21";2;2;0,00242980212491877;2;NA;2;NA;0,00539574456515708;NA;"cytosolic large ribosomal subunit"
"117";"P46783";"P46783";"P46783";"RS10_HUMAN";"40S ribosomal protein S10";"RPS10";4;6;0,00706851527249098;2;4;2;4;0,00523223715409172;0,00987013150663128;"nucleolus, cytosolic small ribosomal subunit"
"118";"P48735";"P48735";"P48735";"IDHP_HUMAN";"Isocitrate dehydrogenase [NADP], mitochondrial";"IDH2";3;3;0,00129016042031085;NA;3;NA;3;NA;0,00270227604855226;"mitochondrial matrix, mitochondrial inner membrane"
"119";"P49327";"P49327";"P49327";"FAS_HUMAN";"Fatty acid synthase";"FASN";3;5;0,000387065252874357;2;3;2;3;0,000343814866756325;0,000486431212244373;"mitochondrion, plasma membrane, Golgi apparatus, glycogen granule, cytosol, extracellular vesicular exosome, melanosome"
"120";"P49368";"P49368-1";"P49368-1";"TCPG_HUMAN";"T-complex protein 1 subunit gamma";"CCT3";4;4;0,00142667280729176;NA;4;NA;4;NA;NA;"cytosol, chaperonin-containing T-complex, cell body, microtubule, plasma membrane, extracellular vesicular exosome, zona pellucida receptor complex"
"121";"P49411";"P49411";"P49411";"EFTU_HUMAN";"Elongation factor Tu, mitochondrial";"TUFM";3;3;0,00129016042031085;3;NA;3;NA;0,0028649971142427;NA;"mitochondrial nucleoid, extracellular vesicular exosome"
"122";"P49755";"P49755";"P49755";"TMEDA_HUMAN";"Transmembrane emp24 domain-containing protein 10";"TMED10";2;2;0,00177519789948404;NA;2;NA;2;NA;0,00371820022510083;"trans-Golgi network transport vesicle, endoplasmic reticulum-Golgi intermediate compartment membrane, gamma-secretase complex, integral component of membrane, cis-Golgi network, COPI-coated vesicle, endoplasmic reticulum, Golgi membrane, transport vesicle membrane, zymogen granule membrane, melanosome, endoplasmic reticulum membrane, endoplasmic reticulum-Golgi intermediate compartment"
"123";"P50502";"P50502,Q8IZP2";"P50502,Q8IZP2";"F10A1_HUMAN, ST134_HUMAN";"Hsc70-interacting protein, Putative protein FAM10A4";"ST13, ST13P4";2;4;0,00127674331687029;2;2;2;2;0,00141760119938446;0,00133708678045498;"protein complex, cytosol, cytoplasm, extracellular vesicular exosome"
"124";"P50914";"P50914";"P50914";"RL14_HUMAN";"60S ribosomal protein L14";"RPL14";1;1;0,000904112418574427;NA;1;NA;1;NA;0,00189368802162112;"cytosolic large ribosomal subunit, extracellular vesicular exosome"
"125";"P51571";"P51571";"P51571";"SSRD_HUMAN";"Translocon-associated protein subunit delta";"SSR4";2;2;0,00224721583807517;2;NA;2;NA;0,00499028399089672;NA;"Sec61 translocon complex, extracellular vesicular exosome, integral component of membrane"
"126";"P51991";"P51991-1,P51991-2";"P51991-1,P51991-2";"ROA3_HUMAN";"Heterogeneous nuclear ribonucleoprotein A3";"HNRNPA3";1;1;0,000257121917980823;1;NA;1;NA;NA;NA;"nucleoplasm, nucleolus, catalytic step 2 spliceosome"
"127";"P52272";"P52272-1,P52272-2";"P52272-1,P52272-2";"HNRPM_HUMAN";"Heterogeneous nuclear ribonucleoprotein M";"HNRNPM";9;14;0,00186395779445824;6;8;6;8;NA;NA;"catalytic step 2 spliceosome, nuclear matrix, integral component of plasma membrane, paraspeckles"
"128";"P53999";"P53999";"P53999";"TCP4_HUMAN";"Activated RNA polymerase II transcriptional coactivator p15";"SUB1";2;2;0,00306116803139373;2;NA;2;NA;0,00679778842854436;NA;"nucleolus, extracellular vesicular exosome, transcription factor complex"
"129";"P57721";"P57721-1,P57721-2,P57721-3,P57721-4,P57721-5,Q15365,Q15366-1,Q15366-2,Q15366-3,Q15366-4,Q15366-5,Q15366-6";"P57721-1,P57721-2,P57721-3,P57721-4,P57721-5,Q15365,Q15366-1,Q15366-2,Q15366-3,Q15366-4,Q15366-5,Q15366-6";"PCBP1_HUMAN, PCBP2_HUMAN, PCBP3_HUMAN";"Poly(rC)-binding protein 1, Poly(rC)-binding protein 2, Poly(rC)-binding protein 3";"PCBP1, PCBP2, PCBP3";2;2;8,83363644596691e-05;NA;2;NA;2;NA;0,00228731980139629;"ribonucleoprotein complex, cytosol, nucleus, mitochondrion"
"130";"P58876";"P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"H2B1C_HUMAN, H2B1D_HUMAN, H2B1H_HUMAN, H2B1L_HUMAN, H2B1M_HUMAN, H2B1N_HUMAN, H2B2F_HUMAN";"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-D, Histone H2B type 1-H, Histone H2B type 1-L, Histone H2B type 1-M, Histone H2B type 1-N, Histone H2B type 2-F";"HIST1H2BD, HIST1H2BF,HIST1H2BE,HIST1H2BC,HIST1H2BG,HIST1H2BI, HIST1H2BH, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST2H2BF";1;2;0,00359970685173152;1;1;1;1;0,00399684782604228;0,00753968378978779;"nucleus, extracellular vesicular exosome, nucleosome"
"131";"P60842";"P60842,Q14240-1,Q14240-2";"P60842,Q14240-1,Q14240-2";"IF4A1_HUMAN, IF4A2_HUMAN";"Eukaryotic initiation factor 4A-I, Eukaryotic initiation factor 4A-II";"EIF4A1, EIF4A2";3;4;0,000637325147519678;3;NA;4;NA;0,00425280359815336;NA;"cytosol, eukaryotic translation initiation factor 4F complex, extracellular vesicular exosome"
"132";"P61313";"P61313";"P61313";"RL15_HUMAN";"60S ribosomal protein L15";"RPL15";4;6;0,00571718147039712;3;3;3;3;0,00634793478253774;0,00598739595071383;"cytosolic large ribosomal subunit"
"133";"P61626";"P61626";"P61626";"LYSC_HUMAN";"Lysozyme C";"LYZ";2;2;0,0026268131080203;NA;2;NA;2;NA;0,00550193141416947;"extracellular space, extracellular vesicular exosome"
"134";"P61978";"P61978-1,P61978-2,P61978-3";"P61978-1,P61978-2,P61978-3";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";5;8;0,00111956325410224;4;4;4;4;NA;NA;"extracellular vesicular exosome, podosome, nucleoplasm, nuclear chromatin, cytoplasm, cell projection, cell junction, catalytic step 2 spliceosome"
"135";"P61981";"P61981";"P61981";"1433G_HUMAN";"14-3-3 protein gamma";"YWHAG";1;1;0,000908054359982102;0;1;0;1;NA;0,00188383076760458;"extracellular vesicular exosome, cytosol, cytoplasmic vesicle membrane"
"136";"P62241";"P62241";"P62241";"RS8_HUMAN";"40S ribosomal protein S8";"RPS8";5;8;0,00747631423051931;3;5;3;5;0,00622585911364279;0,00978708953482068;"extracellular vesicular exosome, cytosolic small ribosomal subunit"
"137";"P62258";"P62258-1";"P62258-1";"1433E_HUMAN";"14-3-3 protein epsilon";"YWHAE";2;3;0,00263869914018328;2;1;2;1;NA;NA;"mitochondrion, cytosol, extracellular vesicular exosome, kinesin complex, cytoplasmic vesicle membrane, melanosome"
"138";"P62263";"P62263";"P62263";"RS14_HUMAN";"40S ribosomal protein S14";"RPS14";3;5;0,00643656192031463;3;2;3;2;0,0085760178519053;0,00539262151852371;"extracellular vesicular exosome, nucleolus, mitochondrion, cytosolic small ribosomal subunit"
"139";"P62266";"P62266";"P62266";"RS23_HUMAN";"40S ribosomal protein S23";"RPS23";4;7;0,00951530902066093;3;4;3;4;0,00905579507438951;0,0113886132768823;"cytosolic small ribosomal subunit"
"140";"P62269";"P62269";"P62269";"RS18_HUMAN";"40S ribosomal protein S18";"RPS18";2;2;0,00255768644728292;NA;2;NA;2;NA;0,00535714374537553;"cytosolic small ribosomal subunit, extracellular vesicular exosome"
"141";"P62750";"P62750";"P62750";"RL23A_HUMAN";"60S ribosomal protein L23a";"RPL23A";4;7;0,00872236660227252;4;3;4;3;0,0110681939798094;0,00782967162785655;"extracellular vesicular exosome, nucleus, TORC2 complex, cytosolic large ribosomal subunit"
"142";"P62753";"P62753";"P62753";"RS6_HUMAN";"40S ribosomal protein S6";"RPS6";3;6;0,00468395590345788;3;3;3;3;0,00520071765316345;0,00490533644154868;"cytosolic small ribosomal subunit, nucleolus"
"143";"P62805";"P62805";"P62805";"H4_HUMAN";"Histone H4";"HIST1H4J,HIST1H4D,HIST1H4K,HIST1H4C,HIST2H4A,HIST4H4,HIST1H4E,HIST1H4A,HIST1H4B,HIST1H4I,HIST2H4B,HIST1H4H,HIST1H4L,HIST1H4F";10;36;0,067940098250156;9;9;17;19;0,0712447826078993;0,0751040346439055;"nucleosome, nucleolus, extracellular vesicular exosome, actin cytoskeleton, nucleoplasm"
"144";"P62826";"P62826";"P62826";"RAN_HUMAN";"GTP-binding nuclear protein Ran";"RAN";2;2;0,00179985342586576;NA;2;NA;2;NA;0,00376984189489389;"melanosome, nucleoplasm, nuclear pore, extracellular vesicular exosome, cytosol"
"145";"P62854";"P62854";"P62854";"RS26_HUMAN";"40S ribosomal protein S26";"RPS26";3;6;0,0101417827822697;3;3;3;3;0,011260684309893;0,0106211197734402;"extracellular vesicular exosome, cytosolic small ribosomal subunit"
"146";"P62857";"P62857";"P62857";"RS28_HUMAN";"40S ribosomal protein S28";"RPS28";1;1;0,0028171618839638;1;NA;1;NA;0,00625593572771836;NA;"extracellular vesicular exosome, cytosolic small ribosomal subunit"
"147";"P62888";"P62888";"P62888";"RL30_HUMAN";"60S ribosomal protein L30";"RPL30";1;1;0,00169029713037828;1;NA;1;NA;0,00375356143663101;NA;"extracellular vesicular exosome, cytosolic large ribosomal subunit"
"148";"P62913";"P62913-1,P62913-2";"P62913-1,P62913-2";"RL11_HUMAN";"60S ribosomal protein L11";"RPL11";2;3;0,00163806884825985;1;2;1;2;NA;NA;"extracellular vesicular exosome, cytosolic large ribosomal subunit, nucleolus"
"149";"P62917";"P62917";"P62917";"RL8_HUMAN";"60S ribosomal protein L8";"RPL8";3;3;0,00226907591432103;3;NA;3;NA;0,00503882760948521;NA;"cytosolic large ribosomal subunit"
"150";"P62937";"P62937";"P62937";"PPIA_HUMAN";"Peptidyl-prolyl cis-trans isomerase A";"PPIA";7;12;0,014137030544982;6;6;6;6;0,0156967114622751;0,0148051972599469;"cytosol, nucleus, extracellular vesicular exosome"
"151";"P62987";"P62987";"P62987";"RL40_HUMAN";"Ubiquitin-60S ribosomal protein L40";"UBA52";5;11;0,0167048896088166;4;5;4;7;0,0134893614128927;0,0222656286917171;"ribosome, plasma membrane, lysosomal membrane, cytosol, nucleoplasm, endocytic vesicle membrane, endosome membrane, cytosolic large ribosomal subunit"
"152";"P63104";"P63104";"P63104";"1433Z_HUMAN";"14-3-3 protein zeta/delta";"YWHAZ";3;5;0,00457733524317508;2;3;2;3;0,00411104347821492;0,00569762693385713;"cytosol, blood microparticle, protein complex, mast cell granule, perinuclear region of cytoplasm, postsynaptic density, melanosome, nucleoplasm, mitochondrion, cell leading edge, extracellular vesicular exosome, cytoplasmic vesicle membrane"
"153";"P63241";"P63241-1,P63241-2";"P63241-1,P63241-2";"IF5A1_HUMAN";"Eukaryotic translation initiation factor 5A-1";"EIF5A";3;3;0,00189335230513151;NA;3;NA;3;NA;NA;"annulate lamellae, nuclear pore, endoplasmic reticulum membrane, cytosol"
"154";"P63261";"P60709,P63261";"P60709,P63261";"ACTB_HUMAN, ACTG_HUMAN";"Actin, cytoplasmic 1, Actin, cytoplasmic 2";"ACTB, ACTG1";5;10;0,00810419516589625;5;4;6;4;0,00955817608684969;0,007780953671061;"myofibril, cytoskeleton, cytosol, extracellular vesicular exosome, blood microparticle, filamentous actin"
"155";"P67809";"P67809";"P67809";"YBOX1_HUMAN";"Nuclease-sensitive element-binding protein 1";"YBX1";1;2;0,00119990228391051;1;1;1;1;0,00133228260868076;0,00125661396496463;"CRD-mediated mRNA stability complex, cytoplasmic stress granule, U12-type spliceosomal complex, nucleoplasm, histone pre-mRNA 3'end processing complex, extracellular vesicular exosome"
"156";"P68104";"P68104,Q5VTE0";"P68104,Q5VTE0";"EF1A1_HUMAN, EF1A3_HUMAN";"Elongation factor 1-alpha 1, Putative elongation factor 1-alpha-like 3";"EEF1A1, EEF1A1P5";11;22;0,00462819452365481;11;7;13;9;0,00607313241099931;0,00396567783748578;"extracellular space, eukaryotic translation elongation factor 1 complex, nucleus, cytosol, plasma membrane, extracellular vesicular exosome"
"157";"P68133";"P68032,P68133";"P68032,P68133";"ACTC_HUMAN, ACTS_HUMAN";"Actin, alpha cardiac muscle 1, Actin, alpha skeletal muscle";"ACTA1, ACTC1";1;3;0,00227774029607333;1;1;1;2;0,00150279357915516;0,00359984902430186;"blood microparticle, extracellular vesicular exosome, cytosol, striated muscle thin filament, stress fiber, actin filament"
"158";"P68363";"P68363";"P68363";"TBA1B_HUMAN";"Tubulin alpha-1B chain";"TUBA1B";12;21;0,00905114760501894;10;11;10;11;0,00957116552577753;0,00993031523533026;"microtubule, cytoplasmic microtubule"
"159";"P68371";"P68371";"P68371";"TBB4B_HUMAN";"Tubulin beta-4B chain";"TUBB4B";2;3;0,00720750293234333;2;1;2;1;0,009700214948597;0,00548956752335111;"cytosol, extracellular vesicular exosome, nucleus, microtubule, plasma membrane"
"160";"P78527";"P78527-1,P78527-2";"P78527-1,P78527-2";"PRKDC_HUMAN";"DNA-dependent protein kinase catalytic subunit";"PRKDC";6;8;0,000188356753869672;5;3;5;3;NA;NA;"nucleolus, nucleoplasm, cytosol, DNA-dependent protein kinase-DNA ligase 4 complex, transcription factor complex"
"161";"P81605";"P81605-1";"P81605-1";"DCD_HUMAN";"Dermcidin";"DCD";5;7;0,0123699017268592;3;3;3;4;NA;NA;"extracellular vesicular exosome"
"162";"P84098";"P84098";"P84098";"RL19_HUMAN";"60S ribosomal protein L19";"RPL19";2;2;0,0019835119387092;NA;2;NA;2;NA;0,00415451963927082;"cytosolic large ribosomal subunit"
"163";"P84103";"P84103";"P84103";"SRSF3_HUMAN";"Serine/arginine-rich splicing factor 3";"SRSF3";2;2;0,00237053865845734;NA;2;NA;2;NA;0,00496515761766513;"nucleoplasm, cytoplasm"
"164";"Q00610";"Q00610-1,Q00610-2";"Q00610-1,Q00610-2";"CLH1_HUMAN";"Clathrin heavy chain 1";"CLTC";1;1;5,80251253711946e-05;1;NA;1;NA;NA;NA;"cytosol, clathrin complex, spindle, mitochondrion, melanosome, trans-Golgi network membrane, extracellular vesicular exosome, clathrin coat of coated pit, clathrin coat of trans-Golgi network vesicle, clathrin-coated endocytic vesicle membrane"
"165";"Q00839";"Q00839-1,Q00839-2";"Q00839-1,Q00839-2";"HNRPU_HUMAN";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";6;10;0,0011780858787485;5;5;5;5;NA;NA;"cell surface, catalytic step 2 spliceosome, CRD-mediated mRNA stability complex, nucleoplasm"
"166";"Q01105";"Q01105-1,Q01105-2";"Q01105-1,Q01105-2";"SET_HUMAN";"Protein SET";"SET";2;2;0,000670290241356903;2;NA;2;NA;NA;NA;"nucleoplasm, protein complex, cytosol, perinuclear region of cytoplasm, endoplasmic reticulum"
"167";"Q01546";"Q01546";"Q01546";"K22O_HUMAN";"Keratin, type II cytoskeletal 2 oral";"KRT76";0;0;0;0;0;0;0;0;0;"intermediate filament, keratin filament"
"168";"Q01650";"Q01650";"Q01650";"LAT1_HUMAN";"Large neutral amino acids transporter small subunit 1";"SLC7A5";2;2;0,000766801459540442;NA;2;NA;2;NA;0,00160608648776545;"plasma membrane, extracellular vesicular exosome, integral component of membrane, cytosol, apical plasma membrane"
"169";"Q02413";"Q02413";"Q02413";"DSG1_HUMAN";"Desmoglein-1";"DSG1";8;18;0,00333547670150909;7;6;9;9;0,00370346624109924;0,00349312328106469;"apical plasma membrane, cytoplasmic side of plasma membrane, cytosol, integral component of membrane, desmosome, lateral plasma membrane"
"170";"Q04837";"Q04837";"Q04837";"SSBP_HUMAN";"Single-stranded DNA-binding protein, mitochondrial";"SSBP1";1;2;0,0026268131080203;1;1;1;1;0,00291661868386869;0,00275096570708473;"mitochondrial nucleoid, extracellular vesicular exosome"
"171";"Q06830";"Q06830";"Q06830";"PRDX1_HUMAN";"Peroxiredoxin-1";"PRDX1";4;7;0,00683763412037444;3;4;3;4;0,00650743063134522;0,00818377737987016;"extracellular space, nuclear euchromatin, melanosome, mitochondrial matrix, mitochondrion, nucleus, cytosol, extracellular vesicular exosome, peroxisomal matrix, nucleolus"
"172";"Q07020";"Q07020";"Q07020";"RL18_HUMAN";"60S ribosomal protein L18";"RPL18";5;9;0,00930562515926339;5;4;5;4;0,0114803075854406;0,00866261541805405;"cytosolic large ribosomal subunit"
"173";"Q07955";"Q07955-1";"Q07955-1";"SRSF1_HUMAN";"Serine/arginine-rich splicing factor 1";"SRSF1";4;6;0,00470284282242343;2;4;2;4;NA;NA;"catalytic step 2 spliceosome, cytoplasm, nuclear speck"
"174";"Q08211";"Q08211-1";"Q08211-1";"DHX9_HUMAN";"ATP-dependent RNA helicase A";"DHX9";4;5;0,000765292007848433;3;2;3;2;NA;NA;"CRD-mediated mRNA stability complex, ribonucleoprotein complex, nucleoplasm, cytosol, centrosome, nucleolus"
"175";"Q08554";"Q08554-1,Q08554-2";"Q08554-1,Q08554-2";"DSC1_HUMAN";"Desmocollin-1";"DSC1";4;8;0,000869727829948554;4;4;4;4;NA;NA;"integral component of membrane, membrane, gap junction, plasma membrane, desmosome"
"176";"Q13765";"Q13765";"Q13765";"NACA_HUMAN";"Nascent polypeptide-associated complex subunit alpha";"NACA";1;1;0,000904112418574427;NA;1;NA;1;NA;0,00189368802162112;"nucleus, nascent polypeptide-associated complex, extracellular vesicular exosome"
"177";"Q13835";"Q13835-1,Q13835-2";"Q13835-1,Q13835-2";"PKP1_HUMAN";"Plakophilin-1";"PKP1";3;3;0,00039032965862149;3;NA;3;NA;NA;NA;"plasma membrane, nucleus, desmosome, intermediate filament"
"178";"Q13867";"Q13867";"Q13867";"BLMH_HUMAN";"Bleomycin hydrolase";"BLMH";2;4;0,0017088718241187;2;2;2;2;0,00189740468225304;0,00178963922922435;"nucleus, cytosol, extracellular vesicular exosome"
"179";"Q14103";"Q14103-1,Q14103-2,Q14103-3,Q14103-4";"Q14103-1,Q14103-2,Q14103-3,Q14103-4";"HNRPD_HUMAN";"Heterogeneous nuclear ribonucleoprotein D0";"HNRNPD";2;3;0,000616006172514619;1;2;1;2;NA;NA;"nucleoplasm, ribonucleoprotein complex, cytosol"
"180";"Q14CN4";"Q14CN4-1,Q14CN4-2";"Q14CN4-1,Q14CN4-2";"K2C72_HUMAN";"Keratin, type II cytoskeletal 72";"KRT72";1;1;0,000216452404634981;1;0;1;0;NA;NA;"keratin filament"
"181";"Q15233";"Q15233";"Q15233";"NONO_HUMAN";"Non-POU domain-containing octamer-binding protein";"NONO";3;5;0,00206352622073781;2;3;2;3;0,0018329493214971;0,00259326703597796;"paraspeckles, nuclear speck, nuclear matrix, nucleolus"
"182";"Q5D862";"Q5D862";"Q5D862";"FILA2_HUMAN";"Filaggrin-2";"FLG2";5;8;0,000650386181492269;4;4;4;4;0,000722140636072884;0,000681125762690992;"cytoplasm"
"183";"Q5T749";"Q5T749";"Q5T749";"KPRP_HUMAN";"Keratinocyte proline-rich protein";"KPRP";7;10;0,00335723955083768;6;4;6;4;0,0044731561161924;0,00281273177650114;"extracellular vesicular exosome, cytoplasm"
"184";"Q5XKE5";"Q5XKE5";"Q5XKE5";"K2C79_HUMAN";"Keratin, type II cytoskeletal 79";"KRT79";0;0;0;0;0;0;0;0;0;"extracellular vesicular exosome, keratin filament"
"185";"Q6KB66";"Q6KB66-1,Q6KB66-2,Q6KB66-3";"Q6KB66-1,Q6KB66-2,Q6KB66-3";"K2C80_HUMAN";"Keratin, type II cytoskeletal 80";"KRT80";3;4;0,000580354990415926;2;2;2;2;NA;NA;"keratin filament"
"186";"Q71DI3";"P68431,Q16695,Q71DI3";"P68431,Q16695,Q71DI3";"H31_HUMAN, H31T_HUMAN, H32_HUMAN";"Histone H3.1, Histone H3.1t, Histone H3.2";"HIST1H3C,HIST1H3G,HIST1H3I,HIST1H3F,HIST1H3H,HIST1H3D,HIST1H3E,HIST1H3J,HIST1H3B,HIST1H3A, HIST2H3A,HIST2H3C,HIST2H3D, HIST3H3";5;14;0,00667004504879664;5;5;6;8;0,00634793478253774;0,00798319460095177;"nucleosome, extracellular vesicular exosome, nucleoplasm"
"187";"Q7L7L0";"P04908,Q7L7L0,Q93077";"P04908,Q7L7L0,Q93077";"H2A1B_HUMAN, H2A1C_HUMAN, H2A3_HUMAN";"Histone H2A type 1-B/E, Histone H2A type 1-C, Histone H2A type 3";"HIST1H2AB,HIST1H2AE, HIST1H2AC, HIST3H2A";3;8;0,00688727129114506;3;3;4;4;0,0073787959865396;0,00751648476274229;"nucleosome, nucleus"
"188";"Q7Z794";"Q7Z794";"Q7Z794";"K2C1B_HUMAN";"Keratin, type II cytoskeletal 1b";"KRT77";3;4;0,00148101672694055;3;1;3;1;0,00245770309227664;0,000778490302539038;"keratin filament"
"189";"Q86UE4";"Q86UE4";"Q86UE4";"LYRIC_HUMAN";"Protein LYRIC";"MTDH";1;1;0,000333993419232821;1;NA;1;NA;0,000741683101739805;NA;"nucleolus, intercellular canaliculus, tight junction, perinuclear region of cytoplasm, endoplasmic reticulum membrane, integral component of membrane, apical plasma membrane, nuclear body, nuclear membrane"
