"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5832.1.id.csv";"peptide.count.P5832.2.id.csv";"spectra.count.P5832.1.id.csv";"spectra.count.P5832.2.id.csv";"dNSAF.P5832.1.id.csv";"dNSAF.P5832.2.id.csv";"Go.Cc"
"182";"P11021";"P11021";"P11021";"GRP78_HUMAN";"78 kDa glucose-regulated protein";"HSPA5";19;40;0,00339813932242366;16;18;18;22;0,00361132097252364;0,00480620934398134;"nucleus, midbody, endoplasmic reticulum-Golgi intermediate compartment, cell surface, integral component of endoplasmic reticulum membrane, melanosome, endoplasmic reticulum chaperone complex, extracellular vesicular exosome, endoplasmic reticulum lumen, endoplasmic reticulum membrane, endoplasmic reticulum"
"183";"P11142";"P11142-1";"P11142-1";"HSP7C_HUMAN";"Heat shock cognate 71 kDa protein";"HSPA8";20;46;0,00449261813387957;16;18;22;24;NA;NA;"nucleus, Prp19 complex, plasma membrane, spliceosomal complex, ribonucleoprotein complex, blood microparticle, melanosome, cytosol, intracellular, extracellular vesicular exosome, clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane, nucleolus"
"184";"P11169";"P11169,Q8TDB8-1,Q8TDB8-2,Q8TDB8-3";"P11169,Q8TDB8-1,Q8TDB8-2,Q8TDB8-3";"GTR14_HUMAN, GTR3_HUMAN";"Solute carrier family 2, facilitated glucose transporter member 14, Solute carrier family 2, facilitated glucose transporter member 3";"SLC2A14, SLC2A3";1;2;5,16952821147985e-05;NA;1;NA;2;NA;0,000552585926445452;"integral component of membrane, plasma membrane, extracellular vesicular exosome"
"185";"P11279";"P11279";"P11279";"LAMP1_HUMAN";"Lysosome-associated membrane glycoprotein 1";"LAMP1";2;2;0,000254881295031237;NA;2;NA;2;NA;0,000657272468865574;"neuronal cell body, dendrite, cytolytic granule, multivesicular body, endosome membrane, melanosome, alveolar lamellar body, late endosome, integral component of plasma membrane, external side of plasma membrane, cytoplasm, membrane, lysosomal membrane, extracellular vesicular exosome, lysosome, sarcolemma"
"186";"P11388";"P11388-4";"P11388-4";"TOP2A_HUMAN";"DNA topoisomerase 2-alpha";"TOP2A";3;3;0,000104133409563709;2;1;2;1;NA;NA;"DNA topoisomerase complex (ATP-hydrolyzing), synaptonemal complex, nucleus, nucleolus, cytoplasm, protein complex, nucleoplasm"
"187";"P11586";"P11586";"P11586";"C1TC_HUMAN";"C-1-tetrahydrofolate synthase, cytoplasmic";"MTHFD1";16;27;0,00153460347634048;12;14;12;15;0,00160562582988104;0,00219852368596479;"cytosol, extracellular vesicular exosome, mitochondrion"
"188";"P11717";"P11717";"P11717";"MPRI_HUMAN";"Cation-independent mannose-6-phosphate receptor";"IGF2R";1;1;2,13339020529959e-05;1;NA;1;NA;5,02228071369856e-05;NA;"integral component of plasma membrane, extracellular space, extracellular vesicular exosome, perinuclear region of cytoplasm, cell surface, nuclear envelope lumen, lysosomal membrane, late endosome, clathrin coat, trans-Golgi network transport vesicle, endocytic vesicle, endosome"
"189";"P11940";"P11940-1,P11940-2";"P11940-1,P11940-2";"PABP1_HUMAN";"Polyadenylate-binding protein 1";"PABPC1";9;15;0,000626683372806755;8;6;8;7;NA;NA;"catalytic step 2 spliceosome, ribonucleoprotein complex, nucleus, cytosol, cytoplasm, cytoplasmic stress granule"
"190";"P12235";"P12235";"P12235";"ADT1_HUMAN";"ADP/ATP translocase 1";"SLC25A4";0;0;0;0;0;0;0;NA;0;"integral component of plasma membrane, mitochondrial inner membrane, mitochondrion"
"191";"P12236";"P12236";"P12236";"ADT3_HUMAN";"ADP/ATP translocase 3";"SLC25A6";2;2;0,00124831963120164;0;2;0;2;NA;0,00229935083487369;"mitochondrion, mitochondrial inner membrane, mitochondrial inner membrane presequence translocase complex, integral component of membrane"
"192";"P12268";"P12268";"P12268";"IMDH2_HUMAN";"Inosine-5'-monophosphate dehydrogenase 2";"IMPDH2";4;5;0,000516952821147985;2;3;2;3;0,000486789932211016;0,000799852002481355;"nucleus, extracellular vesicular exosome, peroxisomal membrane, cytosol, cytoplasm"
"193";"P12270";"P12270";"P12270";"TPR_HUMAN";"Nucleoprotein TPR";"TPR";3;5;0,00011244763016084;2;3;2;3;0,000105886595495752;0,000173983888817358;"nuclear envelope, nucleoplasm, kinetochore, mitotic spindle, nuclear inclusion body, nucleus, cytoplasm, nuclear pore, cytoplasmic dynein complex, nuclear pore nuclear basket, nuclear membrane, nuclear periphery, extrinsic component of membrane"
"194";"P12814";"P12814-1,P12814-2,P12814-3";"P12814-1,P12814-2,P12814-3";"ACTN1_HUMAN";"Alpha-actinin-1";"ACTN1";1;2;6,45418301739693e-05;1;1;1;1;NA;NA;"cytosol, focal adhesion, Z disc, pseudopodium, plasma membrane, nucleus, cell projection, platelet alpha granule lumen, extracellular region, fascia adherens, cytoskeleton, ruffle, extracellular vesicular exosome, cytoplasm, dendritic spine"
"195";"P12956";"P12956";"P12956";"XRCC6_HUMAN";"X-ray repair cross-complementing protein 6";"XRCC6";24;46;0,0040140665035215;20;19;23;23;0,0047248198510662;0,00517561596788975;"nonhomologous end joining complex, nuclear telomere cap complex, cytosol, nucleoplasm, membrane, Ku70:Ku80 complex, transcription factor complex, nucleolus, nucleus"
"196";"P13010";"P13010";"P13010";"XRCC5_HUMAN";"X-ray repair cross-complementing protein 5";"XRCC5";23;40;0,00290397541060179;19;19;20;20;0,00341816974257462;0,00374429808083257;"cytosol, Ku70:Ku80 complex, nucleoplasm, nonhomologous end joining complex, nuclear telomere cap complex, nuclear chromosome, telomeric region, nucleus"
"197";"P13473";"P13473-1,P13473-2,P13473-3";"P13473-1,P13473-2,P13473-3";"LAMP2_HUMAN";"Lysosome-associated membrane glycoprotein 2";"LAMP2";1;2;8,64109756325412e-05;1;1;1;1;NA;NA;"lysosomal membrane, lysosome, late endosome membrane, phagocytic vesicle membrane, integral component of membrane, late endosome, platelet dense granule membrane, membrane, plasma membrane, extracellular vesicular exosome"
"198";"P13612";"P13612";"P13612";"ITA4_HUMAN";"Integrin alpha-4";"ITGA4";17;30;0,00154484738412828;16;12;18;12;0,00218206417287612;0,0015935036018427;"plasma membrane, cell surface, external side of plasma membrane, integrin complex, extracellular vesicular exosome"
"199";"P13639";"P13639";"P13639";"EF2_HUMAN";"Elongation factor 2";"EEF2";23;47;0,00291108304272565;20;17;24;23;0,00349944091127919;0,00367360154364203;"cytosol, polysome, ribonucleoprotein complex, extracellular vesicular exosome"
"200";"P13645";"P13645";"P13645";"K1C10_HUMAN";"Keratin, type I cytoskeletal 10";"KRT10";17;36;0,00377848092814329;15;12;20;16;0,00485114022826365;0,0044309287301037;"cytoplasm, extracellular space, keratin filament, intermediate filament, extracellular vesicular exosome"
"201";"P13647";"P13647";"P13647";"K2C5_HUMAN";"Keratin, type II cytoskeletal 5";"KRT5";1;1;0,000113424576301095;1;0;1;0;0,000268224567022718;0;"plasma membrane, cytosol, intermediate filament, extracellular vesicular exosome, mitochondrion, cytoplasm, keratin filament"
"202";"P13674";"P13674-1,P13674-2";"P13674-1,P13674-2";"P4HA1_HUMAN";"Prolyl 4-hydroxylase subunit alpha-1";"P4HA1";4;5;0,000248795646133019;4;1;4;1;NA;NA;"endoplasmic reticulum, endoplasmic reticulum lumen, mitochondrion, intracellular membrane-bounded organelle"
"203";"P13761";"P13761,P79483,Q9TQE0";"P13761,P79483,Q9TQE0";"2B17_HUMAN, 2B19_HUMAN, DRB3_HUMAN";"HLA class II histocompatibility antigen, DR beta 3 chain, HLA class II histocompatibility antigen, DRB1-7 beta chain, HLA class II histocompatibility antigen, DRB1-9 beta chain";"HLA-DRB1, HLA-DRB3";0;0;NA;0;0;0;0;NA;NA;"clathrin-coated endocytic vesicle membrane, external side of plasma membrane, membrane, endocytic vesicle membrane, plasma membrane, transport vesicle membrane, MHC class II protein complex, Golgi membrane, late endosome membrane, ER to Golgi transport vesicle membrane, trans-Golgi network membrane, lysosomal membrane, integral component of lumenal side of endoplasmic reticulum membrane"
"204";"P13987";"P13987";"P13987";"CD59_HUMAN";"CD59 glycoprotein";"CD59";3;7;0,00290624414139133;3;3;4;3;0,00390953164306972;0,00321190569746419;"extracellular vesicular exosome, extracellular region, extracellular space, compact myelin, sarcolemma, plasma membrane, anchored component of external side of plasma membrane, cell surface, membrane"
"205";"P14136";"P14136-1,P14136-2,P14136-3";"P14136-1,P14136-2,P14136-3";"GFAP_HUMAN";"Glial fibrillary acidic protein";"GFAP";0;0;0;NA;0;NA;0;NA;NA;"cytoplasm, cytosol, astrocyte projection, intermediate filament, cell body, membrane"
"206";"P14209";"P14209-1";"P14209-1";"CD99_HUMAN";"CD99 antigen";"CD99";2;3;0,00086177432455156;2;1;2;1;NA;NA;"cytoplasm, plasma membrane, integral component of plasma membrane"
"207";"P14314";"P14314-1,P14314-2";"P14314-1,P14314-2";"GLU2B_HUMAN";"Glucosidase 2 subunit beta";"PRKCSH";5;12;0,000603894886522873;4;4;6;6;NA;NA;"endoplasmic reticulum, endoplasmic reticulum lumen, intracellular"
"208";"P14406";"P14406";"P14406";"CX7A2_HUMAN";"Cytochrome c oxidase subunit 7A2, mitochondrial";"COX7A2";1;1;0,000640274096554372;1;NA;1;NA;0,00150728930817146;NA;"mitochondrial respiratory chain"
"209";"P14618";"P14618-1";"P14618-1";"KPYM_HUMAN";"Pyruvate kinase isozymes M1/M2";"PKM";29;68;0,00680547457806567;26;26;34;34;NA;NA;"cytosol, mitochondrion, nucleus, cytoplasm, extracellular vesicular exosome, cilium, plasma membrane"
"210";"P14625";"P14625";"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";31;55;0,00373697876810867;27;26;27;28;0,00420651972554451;0,00503002775543976;"extracellular region, endoplasmic reticulum membrane, cytosol, endoplasmic reticulum, perinuclear region of cytoplasm, endocytic vesicle lumen, midbody, extracellular vesicular exosome, melanosome, plasma membrane, endoplasmic reticulum lumen"
"211";"P14678";"P14678-1,P14678-2,P14678-3,P63162";"P14678-1,P14678-2,P14678-3,P63162";"RSMB_HUMAN, RSMN_HUMAN";"Small nuclear ribonucleoprotein-associated protein N, Small nuclear ribonucleoprotein-associated proteins B and B'";"SNRPB, SNRPN";1;1;5,53570312645967e-05;1;NA;1;NA;0,00052127088574263;NA;"U4 snRNP, catalytic step 2 spliceosome, U12-type spliceosomal complex, SMN-Sm protein complex, histone pre-mRNA 3'end processing complex, methylosome, small nuclear ribonucleoprotein complex, U7 snRNP, cytosol, spliceosomal complex, nucleoplasm, U1 snRNP"
"212";"P14866";"P14866-1";"P14866-1";"HNRPL_HUMAN";"Heterogeneous nuclear ribonucleoprotein L";"HNRNPL";11;22;0,0019849584045981;11;9;12;10;NA;NA;"ribonucleoprotein complex, extracellular vesicular exosome, cytoplasm, nucleoplasm, nucleus, pronucleus"
"213";"P14868";"P14868";"P14868";"SYDC_HUMAN";"Aspartate--tRNA ligase, cytoplasmic";"DARS";5;7;0,00074251347324968;3;3;3;4;0,000749131811845695;0,00109414219368042;"cytoplasm, extracellular vesicular exosome, cytosol"
"214";"P15151";"P15151-1,P15151-2,P15151-3,P15151-4";"P15151-1,P15151-2,P15151-3,P15151-4";"PVR_HUMAN";"Poliovirus receptor";"PVR";1;1;3,18601618789046e-05;1;NA;1;NA;NA;NA;"cell surface, integral component of membrane, plasma membrane, extracellular space, cytoplasm"
"215";"P15153";"P15153,P63000-1,P63000-2";"P15153,P63000-1,P63000-2";"RAC1_HUMAN, RAC2_HUMAN";"Ras-related C3 botulinum toxin substrate 1, Ras-related C3 botulinum toxin substrate 2";"RAC1, RAC2";2;4;0,000369046875097311;2;2;2;2;0,00130317721435657;0,00142751364331742;"extracellular vesicular exosome, plasma membrane, cytosol, nuclear envelope"
"216";"P15311";"P15311";"P15311";"EZRI_HUMAN";"Ezrin";"EZR";1;1;0,00011626575219658;0;1;0;1;0;0,000283092340977623;"actin cytoskeleton, microspike, Schwann cell microvillus, cortical cytoskeleton, ruffle membrane, cytosol, filopodium, apical plasma membrane, plasma membrane, astrocyte projection, ruffle, T-tubule, nucleolus, uropod, actin filament, apical part of cell, extracellular vesicular exosome, microvillus membrane, basolateral plasma membrane, membrane raft, cell tip, cell body, extrinsic component of membrane, microvillus"
"217";"P15529";"P15529-16,P15529-2,P15529-3,P15529-4,P15529-5,P15529-6,P15529-7";"P15529-16,P15529-2,P15529-3,P15529-4,P15529-5,P15529-6,P15529-7";"MCP_HUMAN";"Membrane cofactor protein";"CD46";2;4;7,74675656180945e-05;2;2;2;2;NA;NA;"inner acrosomal membrane, plasma membrane, Golgi apparatus, extracellular vesicular exosome, cell surface, basolateral plasma membrane, integral component of plasma membrane"
"218";"P15531";"P15531-1,P15531-2";"P15531-1,P15531-2";"NDKA_HUMAN";"Nucleoside diphosphate kinase A";"NME1";1;2;0,000524435033033021;1;1;1;1;NA;NA;"ruffle membrane, nucleus, cytoplasm, perinuclear region of cytoplasm, cytosol, centrosome"
"219";"P15880";"P15880";"P15880";"RS2_HUMAN";"40S ribosomal protein S2";"RPS2";12;24;0,00435298976223996;9;12;10;14;0,00426979565113417;0,00654804893043894;"cytosol, nucleoplasm, extracellular vesicular exosome, cytosolic small ribosomal subunit"
"220";"P15927";"P15927-1,P15927-2,P15927-3";"P15927-1,P15927-2,P15927-3";"RFA2_HUMAN";"Replication protein A 32 kDa subunit";"RPA2";2;3;0,000196825000051899;1;2;1;2;NA;NA;"nucleoplasm, DNA replication factor A complex, PML body, nucleus"
"221";"P16070";"P16070-1,P16070-10,P16070-11,P16070-12,P16070-13,P16070-14,P16070-16,P16070-17,P16070-18,P16070-3,P16070-4,P16070-5,P16070-6,P16070-7,P16070-8";"P16070-1,P16070-10,P16070-11,P16070-12,P16070-13,P16070-14,P16070-16,P16070-17,P16070-18,P16070-3,P16070-4,P16070-5,P16070-6,P16070-7,P16070-8";"CD44_HUMAN";"CD44 antigen";"CD44";7;14;6,68462264327206e-05;6;5;7;7;NA;NA;"extracellular vesicular exosome, plasma membrane, integral component of plasma membrane, cytoplasm, Golgi apparatus, external side of plasma membrane, cell surface, basolateral plasma membrane"
"222";"P16104";"P16104";"P16104";"H2AX_HUMAN";"Histone H2A.x";"H2AFX";0;0;0;0;0;0;0;0;NA;"nucleoplasm, male germ cell nucleus, nucleus, nucleosome, XY body, condensed nuclear chromosome, site of double-strand break, nuclear chromatin, replication fork"
"223";"P16150";"P16150";"P16150";"LEUK_HUMAN";"Leukosialin";"SPN";4;9;0,00119571187531529;3;4;4;5;0,00125105012578231;0,0017130163719809;"external side of plasma membrane, extracellular vesicular exosome, extracellular space, plasma membrane, cell surface, integral component of plasma membrane, basement membrane, uropod"
"224";"P16188";"P16188";"P16188";"1A30_HUMAN";"HLA class I histocompatibility antigen, A-30 alpha chain";"HLA-A";0;0;NA;0;0;0;0;NA;NA;"Golgi membrane, plasma membrane, MHC class I protein complex, early endosome membrane, extracellular vesicular exosome, integral component of lumenal side of endoplasmic reticulum membrane, phagocytic vesicle membrane, integral component of plasma membrane, ER to Golgi transport vesicle membrane"
"225";"P16190";"P16190";"P16190";"1A33_HUMAN";"HLA class I histocompatibility antigen, A-33 alpha chain";"HLA-A";0;0;NA;0;0;0;0;NA;NA;"integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, Golgi membrane, plasma membrane, early endosome membrane, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane"
"226";"P16284";"P16284-1,P16284-2,P16284-3,P16284-6";"P16284-1,P16284-2,P16284-3,P16284-6";"PECA1_HUMAN";"Platelet endothelial cell adhesion molecule";"PECAM1";6;11;0,00019802515249124;4;6;4;7;NA;NA;"integral component of membrane, plasma membrane, cell junction, extracellular vesicular exosome, extracellular space, platelet alpha granule membrane"
"227";"P16402";"P16402";"P16402";"H13_HUMAN";"Histone H1.3";"HIST1H1D";2;2;0,0011804642125696;0;2;0;2;0;0,00289378331315024;"nucleosome, nuclear chromatin"
"228";"P16403";"P16403";"P16403";"H12_HUMAN";"Histone H1.2";"HIST1H1C";4;8;0,00489920358643908;3;3;4;4;0,00610841375968828;0,00600494002071552;"nucleus, nucleosome"
"229";"P16615";"P16615-1,P16615-4";"P16615-1,P16615-4";"AT2A2_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2";"ATP2A2";3;3;7,65010796746826e-05;3;NA;3;NA;NA;NA;"sarcoplasmic reticulum, sarcoplasmic reticulum membrane, endoplasmic reticulum membrane, membrane, integral component of plasma membrane, intracellular membrane-bounded organelle, platelet dense tubular network membrane"
"230";"P16989";"P16989-1,P16989-2,P16989-3";"P16989-1,P16989-2,P16989-3";"DBPA_HUMAN";"DNA-binding protein A";"CSDA";1;2;0,000134453510471886;1;1;1;1;NA;NA;"perinuclear region of cytoplasm, nucleus, polysome, cytoplasm, tight junction"
"231";"P17066";"P17066";"P17066";"HSP76_HUMAN";"Heat shock 70 kDa protein 6";"HSPA6";0;0;0;0;0;0;0;0;0;"blood microparticle, extracellular vesicular exosome"
"232";"P17096";"P17096-1";"P17096-1";"HMGA1_HUMAN";"High mobility group protein HMG-I/HMG-Y";"HMGA1";3;7;0,00347662850558963;1;3;2;5;NA;NA;"senescence-associated heterochromatin focus, nucleoplasm, cytosol, transcription factor complex, nucleus"
"233";"P17301";"P17301";"P17301";"ITA2_HUMAN";"Integrin alpha-2";"ITGA2";4;5;0,000224990474233755;2;3;2;3;0,000211862849412754;0,000348115096761572;"cell surface, basal part of cell, cell outer membrane, plasma membrane, nucleus, external side of plasma membrane, perinuclear region of cytoplasm, integrin complex, focal adhesion, axon terminus"
"234";"P17813";"P17813-1,P17813-2";"P17813-1,P17813-2";"EGLN_HUMAN";"Endoglin";"ENG";8;17;0,000686494491062476;8;4;9;8;NA;NA;"endothelial microparticle, external side of plasma membrane, cell surface, cytoplasm, transforming growth factor beta receptor homodimeric complex, extracellular space, nucleus"
"235";"P17844";"P17844";"P17844";"DDX5_HUMAN";"Probable ATP-dependent RNA helicase DDX5";"DDX5";4;6;0,000908792956265692;3;2;4;2;0,00140775554574261;0,000793579788684601;"ribonucleoprotein complex, extracellular vesicular exosome, nucleolus, nucleus, catalytic step 2 spliceosome"
"236";"P17858";"P17858-1,P17858-2";"P17858-1,P17858-2";"K6PL_HUMAN";"6-phosphofructokinase, liver type";"PFKL";6;8;0,000272526923148784;5;3;5;3;NA;NA;"cytosol, 6-phosphofructokinase complex, extracellular vesicular exosome"
"237";"P17987";"P17987";"P17987";"TCPA_HUMAN";"T-complex protein 1 subunit alpha";"TCP1";14;24;0,00229393165528113;12;10;14;10;0,00315012621599863;0,0024647717582459;"chaperonin-containing T-complex, pericentriolar material, cytosol, microtubule, zona pellucida receptor complex, nuclear heterochromatin, Golgi apparatus, extracellular vesicular exosome, acrosomal vesicle, cell body, centrosome"
"238";"P18077";"P18077";"P18077";"RL35A_HUMAN";"60S ribosomal protein L35a";"RPL35A";5;8;0,00386492727374639;4;4;4;4;0,00454927318466295;0,00498332035485353;"cytosolic large ribosomal subunit, extracellular vesicular exosome, cytosol"
"239";"P18124";"P18124";"P18124";"RL7_HUMAN";"60S ribosomal protein L7";"RPL7";11;21;0,00449999092860593;8;9;10;11;0,00504455695879964;0,00607844519089997;"cytosolic large ribosomal subunit, ribonucleoprotein complex, cytosol"
"240";"P18463";"P18463";"P18463";"1B37_HUMAN";"HLA class I histocompatibility antigen, B-37 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, Golgi membrane, phagocytic vesicle membrane, cell surface, plasma membrane, early endosome membrane"
"241";"P18465";"P18465";"P18465";"1B57_HUMAN";"HLA class I histocompatibility antigen, B-57 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"ER to Golgi transport vesicle membrane, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, Golgi membrane, plasma membrane, phagocytic vesicle membrane, cell surface"
"242";"P18621";"P18621";"P18621";"RL17_HUMAN";"60S ribosomal protein L17";"RPL17";5;10;0,00288819293554418;4;4;5;5;0,00339959273310411;0,00372394863474109;"cytosol, cytosolic large ribosomal subunit"
"243";"P18669";"P18669";"P18669";"PGAM1_HUMAN";"Phosphoglycerate mutase 1";"PGAM1";5;7;0,00146456397676413;4;3;4;3;0,00197015767839734;0,00161859814675361;"cytoplasm, extracellular vesicular exosome, cytosol"
"244";"P18754";"P18754-1,P18754-2";"P18754-1,P18754-2";"RCC1_HUMAN";"Regulator of chromosome condensation";"RCC1";2;3;0,000189344715014298;2;1;2;1;NA;NA;"nucleoplasm, nucleus, condensed nuclear chromosome, nuclear membrane, cytoplasm, nuclear chromatin"
"245";"P18859";"P18859";"P18859";"ATP5J_HUMAN";"ATP synthase-coupling factor 6, mitochondrial";"ATP5J";4;8;0,00393650000103799;4;2;5;3;0,00579189873047366;0,00380670304884645;"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o), mitochondrial inner membrane, mitochondrion, mitochondrial proton-transporting ATP synthase complex"
"246";"P19013";"P19013";"P19013";"K2C4_HUMAN";"Keratin, type II cytoskeletal 4";"KRT4";0;0;0;0;0;0;0;0;0;"intermediate filament, keratin filament"
"247";"P19338";"P19338";"P19338";"NUCL_HUMAN";"Nucleolin";"NCL";21;40;0,00299395774726833;18;18;19;21;0,00334788061829069;0,00405333451398298;"nucleoplasm, cell cortex, nucleus, ribonucleoprotein complex, extracellular vesicular exosome, nucleolus"
"248";"P20039";"P20039";"P20039";"2B1B_HUMAN";"HLA class II histocompatibility antigen, DRB1-11 beta chain";"HLA-DRB1";1;1;0,00229752490662086;1;0;1;0;0,00282191757695258;NA;"lysosomal membrane, clathrin-coated endocytic vesicle membrane, endocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane, transport vesicle membrane, ER to Golgi transport vesicle membrane, trans-Golgi network membrane, Golgi membrane, integral component of plasma membrane, late endosome membrane, MHC class II protein complex"
"249";"P20042";"P20042";"P20042";"IF2B_HUMAN";"Eukaryotic translation initiation factor 2 subunit 2";"EIF2S2";1;1;0,000159587837879918;NA;1;NA;1;NA;0,000411535464740156;"cytosol, eukaryotic translation initiation factor 2 complex"
"250";"P20231";"P20231,Q15661-1,Q15661-2";"P20231,Q15661-1,Q15661-2";"TRYB1_HUMAN, TRYB2_HUMAN";"Tryptase alpha/beta-1, Tryptase beta-2";"TPSAB1, TPSB2";3;7;0,000450908181937079;3;2;4;3;0,00181970927386518;0,00149499610645606;"extracellular region"
"251";"P20645";"P20645";"P20645";"MPRD_HUMAN";"Cation-dependent mannose-6-phosphate receptor";"M6PR";3;5;0,000959255415415394;1;3;2;3;0,00090328528937351;0,00148420191074157;"lysosomal membrane, integral component of plasma membrane, late endosome, endosome"
"252";"P20700";"P20700";"P20700";"LMNB1_HUMAN";"Lamin-B1";"LMNB1";6;9;0,000964582958678173;4;5;4;5;0,0010247509562722;0,00136417686050811;"nuclear envelope, nucleoplasm, nuclear membrane, lamin filament, nuclear inner membrane"
"253";"P20701";"P20701-1,P20701-2";"P20701-1,P20701-2";"ITAL_HUMAN";"Integrin alpha-L";"ITGAL";21;37;0,000840291346375417;17;17;19;18;NA;NA;"integrin complex, extracellular vesicular exosome, immunological synapse, plasma membrane, external side of plasma membrane"
"254";"P21281";"P21281";"P21281";"VATB2_HUMAN";"V-type proton ATPase subunit B, brain isoform";"ATP6V1B2";1;1;0,000103997553843469;1;NA;1;NA;0,000244823899370315;NA;"plasma membrane, endomembrane system, microvillus, extracellular vesicular exosome, melanosome, lysosomal membrane, intracellular membrane-bounded organelle, proton-transporting V-type ATPase, V1 domain, integral component of membrane, cytosol"
"255";"P21333";"P21333-1,P21333-2";"P21333-1,P21333-2";"FLNA_HUMAN";"Filamin-A";"FLNA";5;6;6,02297884556247e-05;3;3;3;3;NA;NA;"cortical cytoskeleton, nucleus, neuronal cell body, plasma membrane, perinuclear region of cytoplasm, dendritic shaft, extracellular vesicular exosome, actin filament, trans-Golgi network, cytosol, cytoplasm, extracellular region, apical dendrite, Myb complex, actin cytoskeleton"
"256";"P22061";"P22061-1,P22061-2";"P22061-1,P22061-2";"PIMT_HUMAN";"Protein-L-isoaspartate(D-aspartate) O-methyltransferase";"PCMT1";4;6;0,000702327092696205;3;3;3;3;NA;NA;"endoplasmic reticulum, cytoplasm"
"257";"P22087";"P22087";"P22087";"FBRL_HUMAN";"rRNA 2'-O-methyltransferase fibrillarin";"FBL";5;10;0,00165553738361411;3;5;3;7;0,0011692057250302;0,0029884397766645;"Cajal body, nucleolus, box C/D snoRNP complex, granular component, extracellular vesicular exosome"
"258";"P22234";"P22234-1";"P22234-1";"PUR6_HUMAN";"Multifunctional protein ADE2";"PAICS";10;15;0,00187562647108281;7;8;7;8;NA;NA;"extracellular vesicular exosome, cytosol"
"259";"P22314";"P22314";"P22314";"UBA1_HUMAN";"Ubiquitin-like modifier-activating enzyme 1";"UBA1";2;2;0,00010045888471458;2;NA;2;NA;0,000236493407520286;NA;"extracellular vesicular exosome"
"260";"P22392";"P22392-1,P22392-2";"P22392-1,P22392-2";"NDKB_HUMAN";"Nucleoside diphosphate kinase B";"NME2";3;4;0,00104887006606604;2;2;2;2;NA;NA;"nucleus, cell periphery, cytosol, extracellular vesicular exosome, ruffle, lamellipodium, cytoplasm"
"261";"P22626";"P22626-1";"P22626-1";"ROA2_HUMAN";"Heterogeneous nuclear ribonucleoproteins A2/B1";"HNRNPA2B1";16;31;0,00531311695498564;12;15;14;17;NA;NA;"catalytic step 2 spliceosome, spliceosomal complex, ribonucleoprotein complex, nucleoplasm, cytoplasm"
"262";"P22695";"P22695";"P22695";"QCR2_HUMAN";"Cytochrome b-c1 complex subunit 2, mitochondrial";"UQCRC2";3;4;0,000469251655752873;2;2;2;2;0,000552340011382919;0,000605038895180892;"mitochondrial inner membrane, mitochondrion, mitochondrial respiratory chain complex III"
"263";"P23193";"P23193-1,P23193-2";"P23193-1,P23193-2";"TCEA1_HUMAN";"Transcription elongation factor A protein 1";"TCEA1";4;5;0,000441384966893794;3;2;3;2;NA;NA;"nucleolus, nucleoplasm, nucleus"
"264";"P23246";"P23246-1";"P23246-1";"SFPQ_HUMAN";"Splicing factor, proline- and glutamine-rich";"SFPQ";8;11;0,000913866988255562;7;3;8;3;NA;NA;"nucleus, nuclear matrix, nucleoplasm, cytoplasm, paraspeckles"
"265";"P23284";"P23284";"P23284";"PPIB_HUMAN";"Peptidyl-prolyl cis-trans isomerase B";"PPIB";10;18;0,00442856250116774;9;8;9;9;0,0052127088574263;0,00571005457326967;"endoplasmic reticulum, endoplasmic reticulum lumen, macromolecular complex, melanosome, extracellular vesicular exosome"
"266";"P23368";"P23368-1";"P23368-1";"MAOM_HUMAN";"NAD-dependent malic enzyme, mitochondrial";"ME2";4;5;0,000454989298065178;2;3;2;3;NA;NA;"mitochondrial matrix, intracellular membrane-bounded organelle, mitochondrion"
"267";"P23396";"P23396";"P23396";"RS3_HUMAN";"40S ribosomal protein S3";"RPS3";12;21;0,00459258333454432;10;9;11;10;0,00566318986979647;0,00563956007236511;"extracellular vesicular exosome, ribonucleoprotein complex, cytosol, cytosolic small ribosomal subunit, cytoplasm, nucleus, ruffle membrane"
"268";"P23528";"P23528";"P23528";"COF1_HUMAN";"Cofilin-1";"CFL1";6;7;0,0022409593379403;3;4;3;4;0,00226093396225719;0,00330220023514391;"cytoplasm, lamellipodium membrane, extracellular vesicular exosome, nucleus, cortical actin cytoskeleton, nuclear matrix, ruffle membrane, extracellular space"
