"";"accession";"name";"go_name"
"160";"Q93034";"CUL5_HUMAN";"P:ubiquitin-dependent protein catabolic process, P:viral process, C:nucleus, F:ubiquitin protein ligase binding, F:receptor activity, P:cytosolic calcium ion homeostasis, P:response to osmotic stress, P:cell proliferation, C:cytosol, F:calcium channel activity, P:intrinsic apoptotic signaling pathway, P:cell cycle arrest, P:negative regulation of cell proliferation, C:Cul5-RING ubiquitin ligase complex, P:protein ubiquitination, C:plasma membrane, P:G1/S transition of mitotic cell cycle"
"161";"P14406";"CX7A2_HUMAN";"P:oxidation-reduction process, F:electron carrier activity, P:hydrogen ion transmembrane transport, F:cytochrome-c oxidase activity, C:mitochondrial respiratory chain"
"162";"P08574";"CY1_HUMAN";"P:small molecule metabolic process, F:heme binding, P:response to glucagon, C:integral component of membrane, C:cell junction, F:iron ion binding, C:mitochondrial inner membrane, C:respiratory chain, P:respiratory electron transport chain, F:electron transporter, transferring electrons from CoQH2-cytochrome c reductase complex and cytochrome c oxidase complex activity"
"163";"O43169";"CYB5B_HUMAN";"C:mitochondrial outer membrane, F:heme binding, C:integral component of membrane, F:metal ion binding, P:oxidation-reduction process"
"164";"Q9HB71";"CYBP_HUMAN";"P:negative regulation of cell death, P:cardiac muscle cell differentiation, P:response to growth hormone, C:nuclear envelope lumen, C:cell body, C:neuron projection, P:aging, C:extracellular vesicular exosome, P:cellular response to calcium ion, P:positive regulation of DNA replication, C:beta-catenin destruction complex"
"165";"P99999";"CYC_HUMAN";"C:respiratory chain, C:mitochondrial inner membrane, C:nucleus, F:electron transporter, transferring electrons from CoQH2-cytochrome c reductase complex and cytochrome c oxidase complex activity, F:heme binding, P:small molecule metabolic process, P:dephosphorylation, P:apoptotic DNA fragmentation, P:activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c, P:intrinsic apoptotic signaling pathway, P:respiratory electron transport chain, F:iron ion binding, C:mitochondrial intermembrane space, C:protein phosphatase type 2A complex, C:cytosol"
"166";"Q9NR28";"DBLOH_HUMAN";"P:neuron apoptotic process, C:mitochondrial intermembrane space, P:positive regulation of apoptotic process, P:extrinsic apoptotic signaling pathway via death domain receptors, P:intrinsic apoptotic signaling pathway in response to oxidative stress, C:cytoplasmic side of plasma membrane, P:intrinsic apoptotic signaling pathway, C:cytosol, C:CD40 receptor complex, P:activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c"
"167";"P81605";"DCD_HUMAN";"P:proteolysis, P:killing of cells of other organism, P:defense response to fungus, C:extracellular vesicular exosome, F:peptidase activity, P:defense response to bacterium"
"168";"Q92841";"DDX17_HUMAN";"C:nucleus, P:regulation of skeletal muscle cell differentiation, P:RNA processing, C:nucleolus, F:RNA helicase activity, F:estrogen receptor binding, F:ATP binding, F:transcription coactivator activity, P:transcription, DNA-templated, F:ATP-dependent helicase activity, P:positive regulation of transcription from RNA polymerase II promoter, P:positive regulation of intracellular estrogen receptor signaling pathway, F:RNA binding, F:RNA-dependent ATPase activity"
"169";"Q9NR30";"DDX21_HUMAN";"P:response to exogenous dsRNA, C:nucleolus, F:double-stranded RNA binding, F:ATP binding, F:ATP-dependent RNA helicase activity, P:response to virus"
"170";"Q9BUQ8";"DDX23_HUMAN";"F:nucleic acid binding, F:ATP-dependent RNA helicase activity, C:nucleoplasm, C:plasma membrane, C:mitochondrion, F:ATP binding, C:catalytic step 2 spliceosome, C:U5 snRNP, P:cis assembly of pre-catalytic spliceosome, C:extracellular vesicular exosome"
"171";"O00571";"DDX3X_HUMAN";"P:chromosome segregation, P:positive regulation of translational initiation, F:ATP binding, P:negative regulation of protein complex assembly, P:cellular response to arsenic-containing substance, P:positive regulation of transcription from RNA polymerase II promoter, P:positive regulation of interferon-beta production, F:eukaryotic initiation factor 4E binding, P:negative regulation of cell growth, F:poly(A) RNA binding, P:positive regulation of apoptotic process, F:transcription factor binding, P:positive regulation of cell growth, C:mitochondrial outer membrane, P:negative regulation of translation, F:ATP-dependent DNA helicase activity, P:positive regulation of chemokine (C-C motif) ligand 5 production, C:cytoplasmic stress granule, F:mRNA 5'-UTR binding, P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:RNA secondary structure unwinding, F:RNA stem-loop binding, F:ATP-dependent RNA helicase activity, P:viral process, P:positive regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:transcription, DNA-templated, P:extrinsic apoptotic signaling pathway via death domain receptors, P:response to virus, P:negative regulation of apoptotic process, C:extracellular vesicular exosome, P:innate immune response, F:ribosomal small subunit binding, P:cellular response to osmotic stress, P:negative regulation of intrinsic apoptotic signaling pathway, C:nucleus, P:stress granule assembly, P:positive regulation of G1/S transition of mitotic cell cycle, P:intrinsic apoptotic signaling pathway, P:mature ribosome assembly, F:DNA binding, C:nuclear speck"
"172";"P17844";"DDX5_HUMAN";"P:regulation of viral genome replication, P:mRNA splicing, via spliceosome, P:positive regulation of transcription from RNA polymerase II promoter, P:regulation of skeletal muscle cell differentiation, F:ATP-dependent RNA helicase activity, P:circadian rhythm, F:RNA helicase activity, P:regulation of androgen receptor signaling pathway, F:androgen receptor binding, F:pre-mRNA binding, P:regulation of osteoblast differentiation, P:regulation of alternative mRNA splicing, via spliceosome, P:intrinsic apoptotic signaling pathway by p53 class mediator, F:estrogen receptor binding, P:in utero embryonic development, C:catalytic step 2 spliceosome, C:extracellular vesicular exosome, P:ATP catabolic process, P:negative regulation of transcription from RNA polymerase II promoter, P:cell growth, C:nucleolus, F:transcription coactivator activity, F:ATP binding, P:positive regulation of DNA damage response, signal transduction by p53 class mediator, P:positive regulation of intracellular estrogen receptor signaling pathway, P:transcription, DNA-templated"
"173";"P26196";"DDX6_HUMAN";"P:gene expression, P:exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay, F:ATP binding, C:cytosol, P:ATP catabolic process, F:ATP-dependent helicase activity, F:RNA helicase activity, C:RISC complex, C:cytoplasmic stress granule, C:cytoplasmic mRNA processing body, P:cytoplasmic mRNA processing body assembly, F:RNA binding"
"174";"Q16698";"DECR_HUMAN";"P:protein homotetramerization, C:mitochondrial matrix, F:oxidoreductase activity, acting on NAD(P)H, C:nucleus, P:fatty acid beta-oxidation, F:NADPH binding, F:2,4-dienoyl-CoA reductase (NADPH) activity"
"175";"P35659";"DEK_HUMAN";"P:regulation of double-strand break repair via nonhomologous end joining, P:chromatin modification, P:regulation of double-strand break repair, P:viral genome replication, P:transcription from RNA polymerase II promoter, C:nucleus, P:regulation of transcription from RNA polymerase II promoter, F:histone binding, P:signal transduction, F:DNA binding"
"176";"Q8NBQ5";"DHB11_HUMAN";"P:steroid biosynthetic process, C:lipid particle, F:estradiol 17-beta-dehydrogenase activity, C:cytoplasm, F:steroid dehydrogenase activity, P:androgen catabolic process, C:extracellular region"
"177";"P51659";"DHB4_HUMAN";"F:3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA hydratase activity, P:fatty acid beta-oxidation using acyl-CoA oxidase, F:sterol binding, P:bile acid biosynthetic process, P:very long-chain fatty-acyl-CoA metabolic process, F:long-chain-enoyl-CoA hydratase activity, P:alpha-linolenic acid metabolic process, C:peroxisomal membrane, P:medium-chain fatty-acyl-CoA metabolic process, P:androgen metabolic process, P:estrogen metabolic process, F:3-hydroxyacyl-CoA dehydrogenase activity, P:Sertoli cell development, F:17-beta-hydroxysteroid dehydrogenase (NAD+) activity, C:mitochondrion, P:very long-chain fatty acid metabolic process, F:isomerase activity, C:peroxisomal matrix, F:protein homodimerization activity"
"178";"P00367";"DHE3_HUMAN";"F:ATP binding, C:mitochondrial matrix, P:glutamate catabolic process, F:ADP binding, P:positive regulation of insulin secretion, F:GTP binding, P:glutamine metabolic process, F:glutamate dehydrogenase (NAD+) activity, F:NAD+ binding, P:cellular nitrogen compound metabolic process, F:identical protein binding, P:glutamate biosynthetic process, F:leucine binding, P:tricarboxylic acid metabolic process, F:glutamate dehydrogenase [NAD(P)+] activity"
"179";"O43143";"DHX15_HUMAN";"P:RNA splicing, F:ATP binding, P:mRNA processing, F:RNA helicase activity, C:nucleolus, F:ATP-dependent helicase activity, P:ATP catabolic process, C:U12-type spliceosomal complex, F:double-stranded RNA binding"
"180";"Q08211";"DHX9_HUMAN";"P:innate immune response, P:positive regulation of type I interferon production, P:cellular response to heat, C:CRD-mediated mRNA stability complex, C:ribonucleoprotein complex, C:nucleoplasm, F:ATP-dependent DNA helicase activity, P:CRD-mediated mRNA stabilization, P:mRNA splicing, via spliceosome, F:ATP binding, F:DNA binding, C:cytosol, C:centrosome, F:RNA binding, F:ATP-dependent RNA helicase activity, C:nucleolus, P:circadian rhythm"
"181";"O60832";"DKC1_HUMAN";"P:pseudouridine synthesis, F:pseudouridine synthase activity, P:cell proliferation, C:telomerase holoenzyme complex, P:rRNA processing, C:cytoplasm, C:Cajal body, C:nucleolus, F:telomerase activity, F:RNA binding, P:telomere maintenance via telomerase, C:nucleoplasm"
"182";"P09622";"DLDH_HUMAN";"P:pyruvate metabolic process, P:gastrulation, P:tricarboxylic acid cycle, P:regulation of membrane potential, P:mitochondrial electron transport, NADH to ubiquinone, C:nucleus, C:acrosomal matrix, P:sperm capacitation, P:lysine catabolic process, P:branched-chain amino acid catabolic process, C:mitochondrial matrix, F:dihydrolipoyl dehydrogenase activity, C:cilium, P:cellular nitrogen compound metabolic process, P:proteolysis, P:cell redox homeostasis, P:regulation of acetyl-CoA biosynthetic process from pyruvate, F:flavin adenine dinucleotide binding"
"183";"P31689";"DNJA1_HUMAN";"P:response to heat, F:low-density lipoprotein particle receptor binding, P:sperm motility, P:spermatogenesis, C:extracellular vesicular exosome, F:metal ion binding, P:androgen receptor signaling pathway, C:membrane, P:response to unfolded protein, F:ATP binding, P:protein folding"
"184";"O60884";"DNJA2_HUMAN";"C:membrane, P:response to heat, P:positive regulation of cell proliferation, P:protein folding, F:metal ion binding, C:extracellular vesicular exosome, F:ATP binding"
"185";"P01903";"DRA_HUMAN";"C:extracellular vesicular exosome, C:integral component of lumenal side of endoplasmic reticulum membrane, C:ER to Golgi transport vesicle membrane, P:T cell costimulation, P:T cell receptor signaling pathway, C:integral component of plasma membrane, C:trans-Golgi network membrane, F:MHC class II receptor activity, P:interferon-gamma-mediated signaling pathway, F:MHC class II protein complex binding, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:late endosome membrane, C:MHC class II protein complex, C:lysosomal membrane, C:Golgi membrane, C:clathrin-coated endocytic vesicle membrane"
"186";"P33316";"DUT_HUMAN";"F:dUTP diphosphatase activity, C:nucleoplasm, P:dUTP metabolic process, P:pyrimidine nucleobase metabolic process, P:DNA replication, P:pyrimidine nucleoside biosynthetic process, P:dUMP biosynthetic process, C:extracellular vesicular exosome, C:mitochondrion"
"187";"O00148";"DX39A_HUMAN";"C:nucleus, C:cytoplasm, P:mRNA export from nucleus, F:ATP binding, P:mRNA splicing, via spliceosome, P:ATP catabolic process, F:ATP-dependent helicase activity, F:nucleic acid binding"
"188";"Q13838";"DX39B_HUMAN";"F:U4 snRNA binding, P:RNA secondary structure unwinding, C:spliceosomal complex, P:negative regulation of DNA damage checkpoint, C:nuclear speck, P:viral mRNA export from host cell nucleus, P:positive regulation of DNA-templated transcription, elongation, P:spliceosomal complex assembly, F:ATP-dependent RNA helicase activity, C:cytoplasm, F:ATP binding, F:ATP-dependent protein binding, C:transcription export complex, F:U6 snRNA binding"
"189";"P63167";"DYL1_HUMAN";"P:regulation of transcription, DNA-templated, C:kinetochore, P:intrinsic apoptotic signaling pathway, C:centrosome, P:transport, P:positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway, P:anatomical structure morphogenesis, P:actin cytoskeleton organization, P:transcription, DNA-templated, P:substantia nigra development, C:mitochondrion, P:negative regulation of phosphorylation, P:female gamete generation, C:cytoplasmic dynein complex, P:microtubule-based process, C:nucleus, C:microtubule, C:cytosol, P:regulation of catalytic activity, F:motor activity, C:mitotic spindle, P:G2/M transition of mitotic cell cycle, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:plasma membrane, P:viral process, F:nitric-oxide synthase regulator activity"
"190";"Q15125";"EBP_HUMAN";"F:drug transmembrane transporter activity, F:C-8 sterol isomerase activity, C:integral component of plasma membrane, F:cholestenol delta-isomerase activity, F:transmembrane signaling receptor activity, C:endoplasmic reticulum membrane, P:hemopoiesis, P:skeletal system development, F:steroid delta-isomerase activity, P:cholesterol biosynthetic process"
"191";"Q13011";"ECH1_HUMAN";"F:isomerase activity, C:mitochondrion, P:fatty acid beta-oxidation, C:peroxisome, C:extracellular vesicular exosome"
"192";"P40939";"ECHA_HUMAN";"P:fatty acid beta-oxidation, P:glycerophospholipid biosynthetic process, F:long-chain-3-hydroxyacyl-CoA dehydrogenase activity, F:acetyl-CoA C-acetyltransferase activity, F:enoyl-CoA hydratase activity, P:cardiolipin acyl-chain remodeling, C:nucleolus, F:fatty-acyl-CoA binding, F:3-hydroxyacyl-CoA dehydrogenase activity, P:response to insulin, F:NAD binding, C:mitochondrial nucleoid, C:mitochondrial inner membrane, C:mitochondrial fatty acid beta-oxidation multienzyme complex, F:long-chain-enoyl-CoA hydratase activity, P:response to drug"
"193";"P55084";"ECHB_HUMAN";"F:long-chain-enoyl-CoA hydratase activity, P:fatty acid beta-oxidation, F:acetyl-CoA C-acyltransferase activity, C:mitochondrial outer membrane, C:endoplasmic reticulum, C:mitochondrial inner membrane, F:enoyl-CoA hydratase activity, F:long-chain-3-hydroxyacyl-CoA dehydrogenase activity, F:fatty-acyl-CoA binding, P:cardiolipin acyl-chain remodeling, F:NAD binding, P:glycerophospholipid biosynthetic process, C:mitochondrial nucleoid, C:mitochondrial fatty acid beta-oxidation multienzyme complex, F:3-hydroxyacyl-CoA dehydrogenase activity"
"194";"P42126";"ECI1_HUMAN";"P:fatty acid beta-oxidation, C:mitochondrial inner membrane, F:dodecenoyl-CoA delta-isomerase activity, C:mitochondrial matrix"
"195";"P68104";"EF1A1_HUMAN";"C:extracellular space, P:transcription, DNA-templated, C:eukaryotic translation elongation factor 1 complex, C:nucleus, F:translation elongation factor activity, C:cytosol, F:GTP binding, C:plasma membrane, F:GTPase activity, C:extracellular vesicular exosome, P:GTP catabolic process, P:regulation of transcription, DNA-templated"
"196";"P29692";"EF1D_HUMAN";"C:nucleus, F:signal transducer activity, P:positive regulation of I-kappaB kinase/NF-kappaB signaling, F:DNA binding, P:translational elongation, P:regulation of transcription, DNA-templated, P:transcription, DNA-templated, F:translation elongation factor activity, F:translation factor activity, nucleic acid binding, C:eukaryotic translation elongation factor 1 complex, C:cytosol"
"197";"P26641";"EF1G_HUMAN";"P:response to virus, C:cytosol, C:eukaryotic translation elongation factor 1 complex, P:translational elongation, F:translation elongation factor activity"
"198";"P13639";"EF2_HUMAN";"C:polysome, F:GTPase activity, P:positive regulation of gene expression, C:ribonucleoprotein complex, F:GTP binding, F:translation activator activity, P:translational elongation, C:extracellular vesicular exosome, F:translation elongation factor activity, C:cytosol"
"199";"P98172";"EFNB1_HUMAN";"P:cell adhesion, C:extracellular vesicular exosome, P:cell-cell signaling, P:neural crest cell migration, C:synapse, C:membrane raft, C:integral component of plasma membrane, F:ephrin receptor binding, P:positive regulation of T cell proliferation, P:axon guidance, C:cytoplasm, C:nucleus, P:embryonic pattern specification"
"200";"P49411";"EFTU_HUMAN";"F:translation elongation factor activity, F:GTPase activity, C:mitochondrial nucleoid, C:extracellular vesicular exosome, P:GTP catabolic process, F:GTP binding"
"201";"P17813";"EGLN_HUMAN";"P:positive regulation of gene expression, P:response to corticosteroid, P:negative regulation of pathway-restricted SMAD protein phosphorylation, C:endothelial microparticle, P:positive regulation of systemic arterial blood pressure, C:extracellular space, C:external side of plasma membrane, P:chronological cell aging, F:galactose binding, P:transforming growth factor beta receptor signaling pathway, P:negative regulation of cell migration, C:transforming growth factor beta receptor homodimeric complex, F:transforming growth factor beta-activated receptor activity, P:positive regulation of BMP signaling pathway, P:negative regulation of nitric-oxide synthase activity, F:type I transforming growth factor beta receptor binding, P:cellular response to mechanical stimulus, P:positive regulation of pathway-restricted SMAD protein phosphorylation, P:negative regulation of protein autophosphorylation, P:wound healing, F:glycosaminoglycan binding, F:activin binding, P:regulation of cell proliferation, P:cell adhesion, P:BMP signaling pathway, C:cytoplasm, P:detection of hypoxia, P:heart looping, P:patterning of blood vessels, P:extracellular matrix disassembly, P:negative regulation of transcription from RNA polymerase II promoter, C:nucleus, C:cell surface, P:bone development, P:negative regulation of transforming growth factor beta receptor signaling pathway, F:type II transforming growth factor beta receptor binding, P:negative regulation of endothelial cell proliferation, P:artery morphogenesis, P:regulation of cell adhesion, P:regulation of transforming growth factor beta receptor signaling pathway, P:smooth muscle tissue development, F:transforming growth factor beta receptor, cytoplasmic mediator activity, P:positive regulation of transcription from RNA polymerase II promoter, P:central nervous system vasculogenesis, P:response to statin, P:venous blood vessel morphogenesis, P:positive regulation of collagen biosynthetic process, P:response to transforming growth factor beta, P:cell chemotaxis, P:extracellular matrix constituent secretion, F:transmembrane signaling receptor activity, P:cell migration involved in endocardial cushion formation"
"202";"Q14152";"EIF3A_HUMAN";"C:eukaryotic 43S preinitiation complex, C:cytosol, F:translation initiation factor activity, C:eukaryotic 48S preinitiation complex, C:eukaryotic translation initiation factor 3 complex, P:formation of translation initiation complex, P:formation of translation preinitiation complex, P:regulation of translational initiation, F:structural molecule activity, C:nucleolus"
"203";"P55884";"EIF3B_HUMAN";"C:eukaryotic translation initiation factor 3 complex, F:protein complex scaffold, C:extracellular vesicular exosome, P:formation of translation preinitiation complex, F:nucleotide binding, P:regulation of translational initiation, C:eukaryotic 48S preinitiation complex, F:translation initiation factor activity, C:eukaryotic 43S preinitiation complex, C:cytosol"
"204";"Q99613";"EIF3C_HUMAN";"P:translational initiation, C:eukaryotic 43S preinitiation complex, C:eukaryotic translation initiation factor 3 complex, P:regulation of translational initiation, C:cytosol, C:eukaryotic 48S preinitiation complex, P:formation of translation preinitiation complex, F:translation initiation factor activity"
"205";"O15371";"EIF3D_HUMAN";"C:cytosol, C:eukaryotic 48S preinitiation complex, C:eukaryotic 43S preinitiation complex, P:formation of translation preinitiation complex, F:translation initiation factor activity, P:translational initiation, P:formation of translation initiation complex, P:regulation of translational initiation, C:eukaryotic translation initiation factor 3 complex"
"206";"P60228";"EIF3E_HUMAN";"C:eukaryotic 43S preinitiation complex, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:nucleoplasm, C:eukaryotic 48S preinitiation complex, P:formation of translation preinitiation complex, C:cytosol, C:eukaryotic translation initiation factor 3 complex, C:PML body, F:translation initiation factor activity, C:extracellular vesicular exosome, P:negative regulation of translational initiation"
"207";"O00303";"EIF3F_HUMAN";"F:cysteine-type peptidase activity, C:eukaryotic 48S preinitiation complex, C:cytosol, C:eukaryotic 43S preinitiation complex, P:proteolysis, C:eukaryotic translation initiation factor 3 complex, F:translation initiation factor activity, P:formation of translation preinitiation complex, P:regulation of translational initiation"
"208";"O75821";"EIF3G_HUMAN";"C:cytosol, P:regulation of translational initiation, P:translational initiation, C:perinuclear region of cytoplasm, P:formation of translation preinitiation complex, C:eukaryotic 48S preinitiation complex, F:translation initiation factor activity, C:eukaryotic translation initiation factor 3 complex, C:nucleus, F:nucleotide binding, C:eukaryotic 43S preinitiation complex"
"209";"O15372";"EIF3H_HUMAN";"C:cytosol, C:eukaryotic 48S preinitiation complex, C:eukaryotic 43S preinitiation complex, C:extracellular vesicular exosome, P:translational initiation, C:eukaryotic translation initiation factor 3 complex, P:formation of translation preinitiation complex, P:regulation of translational initiation, F:translation initiation factor activity"
"210";"Q13347";"EIF3I_HUMAN";"C:eukaryotic 48S preinitiation complex, C:eukaryotic 43S preinitiation complex, F:translation initiation factor activity, P:regulation of translational initiation, C:extracellular vesicular exosome, C:cytosol, P:formation of translation preinitiation complex, C:eukaryotic translation initiation factor 3 complex"
"211";"O75822";"EIF3J_HUMAN";"C:eukaryotic 48S preinitiation complex, P:regulation of translational initiation, C:eukaryotic 43S preinitiation complex, C:eukaryotic translation initiation factor 3 complex, F:translation initiation factor activity, P:translational initiation, C:cytosol, P:formation of translation preinitiation complex"
"212";"Q9UBQ5";"EIF3K_HUMAN";"P:translational initiation, C:eukaryotic 48S preinitiation complex, F:ribosome binding, F:translation initiation factor activity, C:nucleus, C:eukaryotic 43S preinitiation complex, P:formation of translation preinitiation complex, C:cytosol, P:regulation of translational initiation, C:eukaryotic translation initiation factor 3 complex"
"213";"Q9Y262";"EIF3L_HUMAN";"F:translation initiation factor activity, P:formation of translation preinitiation complex, C:eukaryotic 43S preinitiation complex, P:translational initiation, C:fibrillar center, C:nucleoplasm, C:eukaryotic 48S preinitiation complex, C:eukaryotic translation initiation factor 3 complex, P:regulation of translational initiation"
"214";"Q7L2H7";"EIF3M_HUMAN";"C:eukaryotic 43S preinitiation complex, P:regulation of translational initiation, P:formation of translation preinitiation complex, C:eukaryotic 48S preinitiation complex, F:translation initiation factor activity, P:translational initiation, C:eukaryotic translation initiation factor 3 complex"
"215";"Q15717";"ELAV1_HUMAN";"F:mRNA 3'-UTR AU-rich region binding, P:multicellular organismal development, P:gene expression, C:cytosol, P:positive regulation of translation, F:nucleotide binding, P:mRNA metabolic process, F:double-stranded RNA binding, P:3'-UTR-mediated mRNA stabilization, C:nucleoplasm"
"216";"P06733";"ENOA_HUMAN";"C:M band, F:transcription corepressor activity, C:cytosol, F:magnesium ion binding, P:negative regulation of cell growth, P:small molecule metabolic process, C:phosphopyruvate hydratase complex, P:negative regulation of transcription from RNA polymerase II promoter, P:glycolysis, C:plasma membrane, F:phosphopyruvate hydratase activity, C:nucleus, C:extracellular vesicular exosome, F:DNA binding, F:sequence-specific DNA binding transcription factor activity, P:gluconeogenesis, C:extracellular space, P:transcription, DNA-templated, P:response to virus"
"217";"P14625";"ENPL_HUMAN";"F:ATP binding, C:cytosol, F:RNA binding, C:melanosome, P:protein transport, C:midbody, P:ER-associated ubiquitin-dependent protein catabolic process, P:actin rod assembly, C:extracellular vesicular exosome, P:activation of signaling protein activity involved in unfolded protein response, C:perinuclear region of cytoplasm, P:protein folding, F:calcium ion binding, P:toll-like receptor signaling pathway, P:innate immune response, C:endoplasmic reticulum membrane, C:endocytic vesicle lumen, F:low-density lipoprotein particle receptor binding, P:sequestering of calcium ion, P:response to hypoxia, C:endoplasmic reticulum lumen, F:virion binding, P:regulation of phosphoprotein phosphatase activity, P:negative regulation of apoptotic process, C:plasma membrane, F:protein phosphatase binding, P:cellular response to ATP"
"218";"Q9NZ08";"ERAP1_HUMAN";"P:membrane protein ectodomain proteolysis, C:endoplasmic reticulum membrane, C:endoplasmic reticulum lumen, C:cytosol, P:response to bacterium, C:integral component of membrane, C:extracellular vesicular exosome, P:antigen processing and presentation of endogenous peptide antigen via MHC class I, F:metalloexopeptidase activity, P:positive regulation of angiogenesis, F:aminopeptidase activity, P:fat cell differentiation, P:angiogenesis, P:regulation of blood pressure, F:zinc ion binding, F:interleukin-1, Type II receptor binding, P:regulation of innate immune response"
"219";"P62495";"ERF1_HUMAN";"P:protein methylation, F:translation release factor activity, codon specific, F:translation release factor activity, P:regulation of translational termination, F:ribosome binding, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:cytosol"
"220";"P84090";"ERH_HUMAN";"P:cell cycle, C:midbody, P:pyrimidine nucleoside metabolic process"
"221";"Q9BSJ8";"ESYT1_HUMAN";"C:integral component of membrane"
"222";"Q01844";"EWS_HUMAN";"F:RNA binding, P:transcription, DNA-templated, P:regulation of transcription, DNA-templated, F:zinc ion binding, C:plasma membrane, C:nucleus, C:cytoplasm, F:nucleotide binding"
"223";"P15311";"EZRI_HUMAN";"C:cortical cytoskeleton, C:astrocyte projection, P:actin filament bundle assembly, C:Schwann cell microvillus, C:nucleolus, C:cytosol, C:actin filament, C:uropod, C:microvillus, P:establishment or maintenance of apical/basal cell polarity, C:T-tubule, P:regulation of cell shape, C:cell body, P:epithelial cell differentiation, P:receptor internalization, C:microspike, P:cytoskeletal anchoring at plasma membrane, C:extracellular vesicular exosome, C:extrinsic component of membrane, C:ruffle membrane, P:filopodium assembly, C:ruffle, C:filopodium, C:microvillus membrane, F:actin filament binding, C:apical plasma membrane, P:leukocyte cell-cell adhesion, C:membrane raft, P:membrane to membrane docking, C:basolateral plasma membrane, C:cell tip, C:apical part of cell, P:axon guidance"
"224";"Q96A26";"F162A_HUMAN";"P:transformed cell apoptotic process, P:activation of cysteine-type endopeptidase activity involved in apoptotic process, P:positive regulation of apoptotic process, C:integral component of membrane, P:neuron apoptotic process, C:mitochondrion, P:positive regulation of release of cytochrome c from mitochondria, P:cellular response to hypoxia"
"225";"Q52LJ0";"FA98B_HUMAN";"C:tRNA-splicing ligase complex"
"226";"O95864";"FADS2_HUMAN";"P:unsaturated fatty acid biosynthetic process, C:integral component of plasma membrane, F:heme binding, F:stearoyl-CoA 9-desaturase activity, C:endoplasmic reticulum membrane, P:linoleic acid metabolic process, P:alpha-linolenic acid metabolic process, F:iron ion binding"
"227";"P49327";"FAS_HUMAN";"F:3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity, F:zinc ion binding, C:mitochondrion, F:3-oxoacyl-[acyl-carrier-protein] synthase activity, F:3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity, P:triglyceride biosynthetic process, C:plasma membrane, P:positive regulation of cellular metabolic process, F:drug binding, F:[acyl-carrier-protein] S-acetyltransferase activity, C:Golgi apparatus, C:glycogen granule, P:cellular response to interleukin-4, P:long-chain fatty-acyl-CoA biosynthetic process, P:fatty acid metabolic process, F:myristoyl-[acyl-carrier-protein] hydrolase activity, C:cytosol, C:extracellular vesicular exosome, F:fatty acid synthase activity, C:melanosome, F:enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity, P:fatty acid biosynthetic process, P:energy reserve metabolic process, F:enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity, F:3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity, P:pantothenate metabolic process, F:palmitoyl-[acyl-carrier-protein] hydrolase activity, P:acetyl-CoA metabolic process, F:NADPH binding, F:[acyl-carrier-protein] S-malonyltransferase activity, F:oleoyl-[acyl-carrier-protein] hydrolase activity"
"228";"P22087";"FBRL_HUMAN";"F:histone-glutamine methyltransferase activity, P:snoRNA metabolic process, F:RNA binding, P:rRNA processing, C:box C/D snoRNP complex, P:tRNA processing, P:histone glutamine methylation, C:extracellular vesicular exosome, C:granular component, C:Cajal body"
"229";"P37268";"FDFT_HUMAN";"F:farnesyl-diphosphate farnesyltransferase activity, C:endoplasmic reticulum membrane, P:cellular lipid metabolic process, C:integral component of membrane, F:squalene synthase activity, P:farnesyl diphosphate metabolic process, P:isoprenoid biosynthetic process, F:oxidoreductase activity, P:cholesterol biosynthetic process"
"230";"P02765";"FETUA_HUMAN";"P:regulation of inflammatory response, C:blood microparticle, P:negative regulation of endopeptidase activity, P:negative regulation of insulin receptor signaling pathway, P:ossification, F:kinase inhibitor activity, P:acute-phase response, P:skeletal system development, P:pinocytosis, P:negative regulation of bone mineralization, F:cysteine-type endopeptidase inhibitor activity, P:positive regulation of phagocytosis, C:extracellular vesicular exosome"
"231";"Q4L180";"FIL1L_HUMAN";"C:membrane, C:nucleus, C:cytoplasm"
"232";"Q00688";"FKBP3_HUMAN";"F:receptor activity, P:protein folding, C:nucleus, C:membrane, F:peptidyl-prolyl cis-trans isomerase activity, F:FK506 binding"
"233";"Q14318";"FKBP8_HUMAN";"P:viral process, P:protein folding, C:mitochondrial membrane, C:mitochondrial envelope, C:integral component of endoplasmic reticulum membrane, F:peptidyl-prolyl cis-trans isomerase activity, F:FK506 binding, P:apoptotic process, F:metal ion binding, P:intracellular signal transduction"
