"";"X";"accession";"name";"go_name"
"124";124;"P27797";"CALR_HUMAN";"F:unfolded protein binding, P:cell cycle arrest, C:endocytic vesicle lumen, P:positive regulation of gene expression, P:protein localization to nucleus, P:protein export from nucleus, P:negative regulation of transcription from RNA polymerase II promoter, F:protein binding involved in protein folding, P:chaperone-mediated protein folding, P:response to testosterone, P:peptide antigen assembly with MHC class I protein complex, F:zinc ion binding, F:hormone binding, C:acrosomal vesicle, P:regulation of meiosis, P:negative regulation of translation, F:mRNA binding, C:nucleus, P:cardiac muscle cell differentiation, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:cytosol, P:positive regulation of cell cycle, C:extracellular space, C:endoplasmic reticulum lumen, C:perinuclear region of cytoplasm, P:activation of signaling protein activity involved in unfolded protein response, F:chaperone binding, P:response to estradiol, C:Golgi apparatus, P:protein maturation by protein folding, P:cellular senescence, P:positive regulation of DNA replication, C:external side of plasma membrane, P:response to drug, P:positive regulation of dendritic cell chemotaxis, F:complement component C1q binding, P:positive regulation of cell proliferation, P:post-translational protein modification, F:iron ion binding, F:androgen receptor binding, P:protein N-linked glycosylation via asparagine, P:positive regulation of substrate adhesion-dependent cell spreading, C:sarcoplasmic reticulum lumen, P:negative regulation of retinoic acid receptor signaling pathway, C:proteinaceous extracellular matrix, F:carbohydrate binding, P:negative regulation of intracellular steroid hormone receptor signaling pathway, C:polysome, F:calcium ion binding, F:DNA binding, P:cortical actin cytoskeleton organization, P:sequestering of calcium ion, C:MHC class I peptide loading complex, P:protein stabilization, P:positive regulation of phagocytosis, P:cellular response to lithium ion, C:extracellular vesicular exosome, P:spermatogenesis, F:peptide binding, C:cell surface, P:regulation of apoptotic process, P:glucocorticoid receptor signaling pathway, P:negative regulation of neuron differentiation, C:integral component of lumenal side of endoplasmic reticulum membrane"
"126";126;"Q01518";"CAP1_HUMAN";"C:cortical actin cytoskeleton, P:signal transduction, P:establishment or maintenance of cell polarity, P:ameboidal cell migration, P:platelet degranulation, P:platelet activation, P:actin cytoskeleton organization, C:plasma membrane, P:receptor-mediated endocytosis, P:axon guidance, C:extracellular vesicular exosome, P:activation of adenylate cyclase activity"
"127";127;"Q14444";"CAPR1_HUMAN";"C:cytosol, C:cytoplasmic mRNA processing body, P:negative regulation of translation, C:dendrite, C:cytoplasmic stress granule, F:RNA binding, P:positive regulation of dendritic spine morphogenesis, P:positive regulation of dendrite morphogenesis, C:integral component of plasma membrane"
"128";128;"P47756";"CAPZB_HUMAN";"F:actin binding, P:blood coagulation, P:neuron projection development, P:cytoskeleton organization, P:actin cytoskeleton organization, P:regulation of cell morphogenesis, C:F-actin capping protein complex, C:Z disc, C:extracellular vesicular exosome, P:negative regulation of microtubule polymerization, C:cortical cytoskeleton, C:cytosol, C:lamellipodium, C:intercalated disc, C:acrosomal vesicle, C:WASH complex, P:barbed-end actin filament capping, P:cellular component movement, P:muscle fiber development, P:lamellipodium assembly, C:membrane, P:regulation of protein kinase C signaling"
"129";129;"P04040";"CATA_HUMAN";"P:kidney development, P:response to hypoxia, F:NADP binding, P:cholesterol metabolic process, C:endoplasmic reticulum, P:hemoglobin metabolic process, C:peroxisomal matrix, F:aminoacylase activity, P:negative regulation of apoptotic process, P:positive regulation of NF-kappaB transcription factor activity, F:catalase activity, P:response to hyperoxia, P:hydrogen peroxide catabolic process, P:negative regulation of NF-kappaB transcription factor activity, F:protein homodimerization activity, P:triglyceride metabolic process, F:metal ion binding, C:Golgi apparatus, C:lysosome, P:positive regulation of phosphatidylinositol 3-kinase signaling, C:cytosol, P:UV protection, P:cellular response to growth factor stimulus, C:peroxisomal membrane, P:aerobic respiration, P:ureteric bud development, P:response to vitamin E, F:heme binding, P:positive regulation of cell division, P:protein homotetramerization, P:menopause, P:purine nucleobase metabolic process, C:mitochondrial intermembrane space, C:plasma membrane, P:purine nucleotide catabolic process"
"130";130;"P52907";"CAZA1_HUMAN";"P:innate immune response, C:F-actin capping protein complex, P:protein complex assembly, C:WASH complex, P:cellular component movement, C:extracellular vesicular exosome, C:cytosol, P:actin cytoskeleton organization, P:blood coagulation, F:actin binding, P:actin filament capping"
"134";134;"Q6YHK3";"CD109_HUMAN";"C:anchored component of membrane, C:extracellular space, F:serine-type endopeptidase inhibitor activity, C:plasma membrane, P:negative regulation of transforming growth factor beta receptor signaling pathway, P:negative regulation of endopeptidase activity, P:negative regulation of wound healing"
"135";135;"Q13740";"CD166_HUMAN";"C:extracellular vesicular exosome, P:axon guidance, P:motor neuron axon guidance, P:signal transduction, C:axon, C:neuronal cell body, C:integral component of membrane, C:external side of plasma membrane, P:cell adhesion, F:receptor binding"
"136";136;"P28906";"CD34_HUMAN";"P:positive regulation of vasculogenesis, P:glomerular filtration, P:hematopoietic stem cell proliferation, P:negative regulation of nitric oxide biosynthetic process, C:integral component of plasma membrane, P:regulation of blood pressure, P:positive regulation of odontogenesis, P:negative regulation of tumor necrosis factor production, P:tissue homeostasis, P:negative regulation of interleukin-2 secretion, P:signal transduction, P:extracellular vesicular exosome assembly, P:positive regulation of granulocyte colony-stimulating factor production, P:positive regulation of transforming growth factor beta production, P:metanephric glomerular mesangial cell differentiation, P:positive regulation of interleukin-10 production, P:glutamate metabolic process, P:glomerular endothelium development, P:paracrine signaling, P:negative regulation of necrotic cell death, F:carbohydrate binding, P:negative regulation of cellular response to heat, P:vascular wound healing, C:perinuclear region of cytoplasm, F:sulfate binding, P:mesangial cell-matrix adhesion, P:negative regulation of gene expression, P:leukocyte migration, P:transdifferentiation, C:apical plasma membrane, P:endothelial cell proliferation, P:positive regulation of angiogenesis, P:endothelium development, C:glomerular endothelium fenestra, C:lysosome, C:intercellular bridge, P:positive regulation of gene expression, C:external side of plasma membrane, P:negative regulation of cellular response to hypoxia, P:regulation of immune response, P:negative regulation of blood coagulation, P:cell-cell adhesion, P:positive regulation of glial cell line-derived neurotrophic factor secretion, C:basal plasma membrane"
"137";137;"P16070";"CD44_HUMAN";"C:extracellular vesicular exosome, P:positive regulation of heterotypic cell-cell adhesion, P:hyaluronan catabolic process, P:interferon-gamma-mediated signaling pathway, P:cellular response to fibroblast growth factor stimulus, P:branching involved in ureteric bud morphogenesis, F:hyalurononglucosaminidase activity, P:cartilage development, P:branching involved in prostate gland morphogenesis, P:Wnt signaling pathway, P:positive regulation of peptidyl-serine phosphorylation, P:positive regulation of monocyte aggregation, P:positive regulation of peptidyl-tyrosine phosphorylation, F:collagen binding, P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:carbohydrate metabolic process, F:hyaluronic acid binding, C:integral component of plasma membrane, P:cell-matrix adhesion, C:basolateral plasma membrane, P:positive regulation of ERK1 and ERK2 cascade, P:monocyte aggregation, P:wound healing involved in inflammatory response, P:negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator, P:negative regulation of DNA damage response, signal transduction by p53 class mediator, C:external side of plasma membrane, C:cell surface, P:extracellular matrix organization, P:positive regulation of gene expression, P:negative regulation of apoptotic process, P:small molecule metabolic process"
"138";138;"P13987";"CD59_HUMAN";"P:negative regulation of activation of membrane attack complex, P:blood coagulation, C:anchored component of external side of plasma membrane, C:sarcolemma, C:extracellular vesicular exosome, P:positive regulation of T cell proliferation, P:cell activation, P:regulation of complement activation, C:compact myelin, P:negative regulation of apoptotic process, P:cell surface receptor signaling pathway, F:complement binding, P:innate immune response, C:extracellular space"
"139";139;"P60033";"CD81_HUMAN";"P:regulation of immune response, P:positive regulation of peptidyl-tyrosine phosphorylation, P:positive regulation of 1-phosphatidylinositol 4-kinase activity, P:receptor-mediated virion attachment to host cell, C:extracellular vesicular exosome, P:viral entry into host cell, P:cell proliferation, P:protein localization, P:positive regulation of cell proliferation, P:phosphatidylinositol biosynthetic process, C:immunological synapse, P:activation of MAPK activity, F:MHC class II protein complex binding, C:integral component of plasma membrane"
"140";140;"P42081";"CD86_HUMAN";"C:plasma membrane, P:positive regulation of cell proliferation, P:T cell costimulation, P:neurotrophin TRK receptor signaling pathway, P:B cell activation, P:positive regulation of activated T cell proliferation, P:cellular response to lipopolysaccharide, P:response to drug, P:negative regulation of T cell anergy, P:cellular response to cytokine stimulus, P:positive regulation of interleukin-2 biosynthetic process, P:viral process, P:positive regulation of interleukin-4 biosynthetic process, P:positive regulation of lymphotoxin A biosynthetic process, P:fibroblast growth factor receptor signaling pathway, P:T cell activation, C:integral component of membrane, P:positive regulation of transcription, DNA-templated, P:Fc-epsilon receptor signaling pathway, P:positive regulation of T-helper 2 cell differentiation, P:myeloid dendritic cell differentiation, P:toll-like receptor signaling pathway, P:innate immune response, P:epidermal growth factor receptor signaling pathway, F:coreceptor activity, P:aging, C:intracellular membrane-bounded organelle, C:external side of plasma membrane, P:phosphatidylinositol-mediated signaling, P:cell-cell signaling, P:defense response to virus, P:cellular response to metal ion, P:response to interferon-gamma, C:extracellular vesicular exosome, P:response to yeast, P:T cell proliferation involved in immune response"
"141";141;"P14209";"CD99_HUMAN";"P:cell adhesion, C:integral component of plasma membrane, C:cytoplasm"
"142";142;"P60953";"CDC42_HUMAN";"P:positive regulation of intracellular protein transport, F:protein kinase binding, P:positive regulation of phosphatidylinositol 3-kinase activity, P:cellular protein localization, P:submandibular salivary gland formation, P:T cell costimulation, P:negative regulation of gene expression, P:positive regulation of hair follicle cell proliferation, P:positive regulation of gene expression, C:extracellular vesicular exosome, P:positive regulation of synapse structural plasticity, P:positive regulation of substrate adhesion-dependent cell spreading, P:positive regulation of neuron apoptotic process, P:muscle cell differentiation, C:spindle midzone, P:regulation of protein kinase activity, P:regulation of filopodium assembly, C:secretory granule, C:filopodium, P:macrophage differentiation, C:midbody, P:keratinization, P:positive regulation of pseudopodium assembly, C:mitotic spindle, P:blood coagulation, P:Golgi organization, P:actin filament bundle assembly, P:regulation of small GTPase mediated signal transduction, F:GTP binding, C:plasma membrane, P:innate immune response, P:heart contraction, P:axon guidance, P:positive regulation of cytokinesis, P:regulation of protein stability, P:regulation of protein heterodimerization activity, P:positive regulation of DNA replication, P:positive regulation of peptidyl-serine phosphorylation, P:hair follicle placode formation, P:sprouting angiogenesis, C:microtubule organizing center, P:small GTPase mediated signal transduction, P:epithelial-mesenchymal cell signaling, P:keratinocyte development, P:adherens junction organization, P:multicellular organism growth, C:cytosol, P:hair follicle morphogenesis, P:neuron fate determination, P:negative regulation of epidermal growth factor receptor signaling pathway, P:regulation of attachment of spindle microtubules to kinetochore, P:establishment or maintenance of apical/basal cell polarity, P:organelle transport along microtubule, P:Fc-gamma receptor signaling pathway involved in phagocytosis, C:neuron projection, P:positive regulation of JNK cascade, C:Golgi membrane, F:GTPase activity, P:epidermal growth factor receptor signaling pathway, P:filopodium assembly, P:positive regulation of muscle cell differentiation, C:neuronal cell body, P:establishment or maintenance of cell polarity, P:actin cytoskeleton organization, P:negative regulation of protein complex assembly, P:nuclear migration, P:regulation of protein catabolic process, P:canonical Wnt signaling pathway, P:epithelial cell-cell adhesion, P:actin filament branching, P:cardiac conduction system development, C:apical part of cell, P:positive regulation of metalloenzyme activity, P:regulation of mitosis, P:substantia nigra development, P:establishment of Golgi localization"
"143";143;"P06493";"CDK1_HUMAN";"F:ATP binding, P:positive regulation of cardiac muscle cell proliferation, P:response to toxic substance, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:Ras protein signal transduction, P:cell migration, P:neurotrophin TRK receptor signaling pathway, P:toll-like receptor 3 signaling pathway, C:midbody, P:response to activity, P:positive regulation of DNA replication, P:organ regeneration, P:TRIF-dependent toll-like receptor signaling pathway, P:DNA repair, P:G2/M transition of mitotic cell cycle, P:cellular response to hydrogen peroxide, P:toll-like receptor 4 signaling pathway, F:histone kinase activity, P:response to cadmium ion, P:mitosis, P:mitotic nuclear envelope disassembly, C:cytosol, P:regulation of transcription involved in G1/S transition of mitotic cell cycle, P:activation of MAPK activity, P:epithelial cell differentiation, P:toll-like receptor TLR6:TLR2 signaling pathway, P:fibroblast growth factor receptor signaling pathway, P:activation of MAPKK activity, P:response to ethanol, P:protein complex assembly, C:extracellular vesicular exosome, P:MyD88-dependent toll-like receptor signaling pathway, P:positive regulation of protein import into nucleus, translocation, P:ventricular cardiac muscle cell development, F:cyclin-dependent protein serine/threonine kinase activity, P:regulation of embryonic development, P:stress-activated MAPK cascade, P:toll-like receptor TLR1:TLR2 signaling pathway, C:nucleoplasm, P:regulation of Schwann cell differentiation, P:positive regulation of gene expression, P:epidermal growth factor receptor signaling pathway, P:toll-like receptor 10 signaling pathway, P:protein localization to kinetochore, C:mitochondrion, P:apoptotic process, P:Fc-epsilon receptor signaling pathway, P:response to copper ion, P:pronuclear fusion, F:RNA polymerase II carboxy-terminal domain kinase activity, P:negative regulation of apoptotic process, P:toll-like receptor 5 signaling pathway, P:response to drug, P:insulin receptor signaling pathway, P:chromosome condensation, P:positive regulation of mitotic cell cycle, P:response to amine, P:cell aging, P:centrosome cycle, P:response to axon injury, P:DNA replication, C:microtubule organizing center, P:axon guidance, P:innate immune response, P:mitotic G2 DNA damage checkpoint, P:toll-like receptor 2 signaling pathway, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, P:toll-like receptor 9 signaling pathway, P:response to organic cyclic compound, C:spindle microtubule"
"144";144;"P61604";"CH10_HUMAN";"C:extracellular vesicular exosome, F:ATP binding, C:mitochondrion, F:chaperone binding, C:mitochondrial matrix, P:activation of cysteine-type endopeptidase activity involved in apoptotic process, F:unfolded protein binding, P:protein folding, P:response to unfolded protein"
"145";145;"P10809";"CH60_HUMAN";"P:B cell proliferation, P:positive regulation of T cell activation, C:coated vesicle, P:MyD88-dependent toll-like receptor signaling pathway, C:mitochondrial matrix, P:positive regulation of interleukin-10 production, F:single-stranded DNA binding, P:positive regulation of macrophage activation, F:DNA replication origin binding, C:extracellular vesicular exosome, P:positive regulation of interleukin-6 production, C:mitochondrial inner membrane, C:cell surface, C:early endosome, C:plasma membrane, P:protein maturation, P:'de novo' protein folding, P:positive regulation of interferon-gamma production, C:secretory granule, F:ATPase activity, P:positive regulation of interleukin-12 production, P:T cell activation, P:response to unfolded protein, P:protein stabilization, C:lipopolysaccharide receptor complex, F:lipopolysaccharide binding, F:unfolded protein binding, P:positive regulation of apoptotic process, C:coated pit, F:double-stranded RNA binding, C:extracellular space, P:viral process, P:chaperone-mediated protein complex assembly, P:activation of cysteine-type endopeptidase activity involved in apoptotic process, P:isotype switching to IgG isotypes, F:ATP binding, P:positive regulation of interferon-alpha production, P:B cell cytokine production, P:negative regulation of apoptotic process, C:cytosol, P:positive regulation of T cell mediated immune response to tumor cell, P:protein refolding"
"147";147;"Q99653";"CHP1_HUMAN";"C:endoplasmic reticulum-Golgi intermediate compartment, P:negative regulation of protein import into nucleus, P:protein stabilization, P:cytoplasmic microtubule organization, P:potassium ion transport, F:kinase binding, F:potassium channel regulator activity, P:transcytosis, C:transport vesicle, P:negative regulation of NF-kappaB transcription factor activity, F:calcium ion binding, P:negative regulation of protein autophosphorylation, F:protein kinase inhibitor activity, C:plasma membrane, P:microtubule bundle formation, F:calcium-dependent protein binding, F:transporter activity, P:calcium ion-dependent exocytosis, C:endoplasmic reticulum, P:positive regulation of sodium:hydrogen antiporter activity, C:cytosol, P:negative regulation of protein ubiquitination, P:protein export from nucleus, P:negative regulation of calcineurin-NFAT signaling cascade, P:protein oligomerization, P:membrane fusion, P:positive regulation of protein targeting to membrane, C:microtubule cytoskeleton, C:Golgi membrane, P:negative regulation of phosphatase activity, C:nucleus, P:membrane docking, P:negative regulation of protein kinase activity, F:microtubule binding, P:positive regulation of protein glycosylation, C:extracellular vesicular exosome, P:small GTPase mediated signal transduction, P:regulation of intracellular pH, P:cellular response to acidity"
"148";148;"O75390";"CISY_HUMAN";"F:citrate (Si)-synthase activity, P:cellular carbohydrate metabolic process, P:small molecule metabolic process, C:mitochondrial matrix, P:carbohydrate metabolic process, P:tricarboxylic acid cycle, C:extracellular vesicular exosome"
"149";149;"Q00610";"CLH1_HUMAN";"C:cytosol, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:clathrin complex, C:spindle, C:mitochondrion, C:melanosome, F:double-stranded RNA binding, P:post-Golgi vesicle-mediated transport, P:mitosis, C:trans-Golgi network membrane, C:extracellular vesicular exosome, P:receptor internalization, C:clathrin coat of coated pit, F:structural molecule activity, P:transferrin transport, C:clathrin coat of trans-Golgi network vesicle, C:clathrin-coated endocytic vesicle membrane, P:intracellular protein transport"
"150";150;"Q9UGN4";"CLM8_HUMAN";"P:negative regulation of fibroblast proliferation, P:negative regulation of phagocytosis, engulfment, C:plasma membrane, P:negative regulation of NK T cell activation, P:negative regulation of activation of JAK2 kinase activity, P:negative regulation of eosinophil activation, P:negative regulation of B cell proliferation, P:positive regulation of phosphoprotein phosphatase activity, P:negative regulation of eosinophil migration, P:regulation of T cell receptor signaling pathway, P:negative regulation of MAP kinase activity, F:signaling receptor activity, P:negative regulation of mast cell degranulation, F:phosphatidylserine binding, P:negative regulation of B cell receptor signaling pathway, C:membrane, F:phosphatidylethanolamine binding, P:immune system process, P:negative regulation of neutrophil activation, P:cell adhesion, C:extracellular vesicular exosome, C:integral component of membrane"
"154";154;"P23528";"COF1_HUMAN";"P:negative regulation of apoptotic process, P:platelet activation, C:ruffle membrane, C:extracellular space, C:cytoplasm, P:response to amino acid, P:protein phosphorylation, P:neural crest cell migration, P:Rho protein signal transduction, P:neural fold formation, C:extracellular vesicular exosome, C:nucleus, P:axon guidance, P:actin filament depolymerization, P:establishment of cell polarity, C:cortical actin cytoskeleton, P:actin cytoskeleton organization, P:platelet degranulation, P:negative regulation of cell size, P:Fc-gamma receptor signaling pathway involved in phagocytosis, P:positive regulation of actin filament depolymerization, C:lamellipodium membrane, P:response to virus, P:innate immune response, P:protein import into nucleus, C:nuclear matrix, P:regulation of cell morphogenesis"
"156";156;"P31146";"COR1A_HUMAN";"P:homeostasis of number of cells within a tissue, C:phagocytic cup, P:leukocyte chemotaxis, P:T cell homeostasis, P:positive chemotaxis, C:immunological synapse, P:cell-substrate adhesion, C:phagocytic vesicle, P:phagolysosome assembly, P:calcium ion transport, P:positive regulation of T cell proliferation, P:negative regulation of actin nucleation, P:regulation of cell shape, P:actin filament organization, F:protein homodimerization activity, P:positive regulation of cell migration, F:actin filament binding, C:extracellular vesicular exosome, P:uropod organization, P:cellular response to interleukin-4, C:phagocytic vesicle membrane, F:phosphatidylinositol 3-kinase binding, P:regulation of actin filament polymerization, C:cortical actin cytoskeleton, C:lamellipodium, P:actin cytoskeleton organization, C:actin filament, P:innate immune response"
"160";160;"Q93034";"CUL5_HUMAN";"P:ubiquitin-dependent protein catabolic process, P:viral process, C:nucleus, F:ubiquitin protein ligase binding, F:receptor activity, P:cytosolic calcium ion homeostasis, P:response to osmotic stress, P:cell proliferation, C:cytosol, F:calcium channel activity, P:intrinsic apoptotic signaling pathway, P:cell cycle arrest, P:negative regulation of cell proliferation, C:Cul5-RING ubiquitin ligase complex, P:protein ubiquitination, C:plasma membrane, P:G1/S transition of mitotic cell cycle"
"164";164;"Q9HB71";"CYBP_HUMAN";"P:negative regulation of cell death, P:cardiac muscle cell differentiation, P:response to growth hormone, C:nuclear envelope lumen, C:cell body, C:neuron projection, P:aging, C:extracellular vesicular exosome, P:cellular response to calcium ion, P:positive regulation of DNA replication, C:beta-catenin destruction complex"
"166";166;"Q9NR28";"DBLOH_HUMAN";"P:neuron apoptotic process, C:mitochondrial intermembrane space, P:positive regulation of apoptotic process, P:extrinsic apoptotic signaling pathway via death domain receptors, P:intrinsic apoptotic signaling pathway in response to oxidative stress, C:cytoplasmic side of plasma membrane, P:intrinsic apoptotic signaling pathway, C:cytosol, C:CD40 receptor complex, P:activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c"
"167";167;"P81605";"DCD_HUMAN";"P:proteolysis, P:killing of cells of other organism, P:defense response to fungus, C:extracellular vesicular exosome, F:peptidase activity, P:defense response to bacterium"
"170";170;"Q9BUQ8";"DDX23_HUMAN";"F:nucleic acid binding, F:ATP-dependent RNA helicase activity, C:nucleoplasm, C:plasma membrane, C:mitochondrion, F:ATP binding, C:catalytic step 2 spliceosome, C:U5 snRNP, P:cis assembly of pre-catalytic spliceosome, C:extracellular vesicular exosome"
"171";171;"O00571";"DDX3X_HUMAN";"P:chromosome segregation, P:positive regulation of translational initiation, F:ATP binding, P:negative regulation of protein complex assembly, P:cellular response to arsenic-containing substance, P:positive regulation of transcription from RNA polymerase II promoter, P:positive regulation of interferon-beta production, F:eukaryotic initiation factor 4E binding, P:negative regulation of cell growth, F:poly(A) RNA binding, P:positive regulation of apoptotic process, F:transcription factor binding, P:positive regulation of cell growth, C:mitochondrial outer membrane, P:negative regulation of translation, F:ATP-dependent DNA helicase activity, P:positive regulation of chemokine (C-C motif) ligand 5 production, C:cytoplasmic stress granule, F:mRNA 5'-UTR binding, P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:RNA secondary structure unwinding, F:RNA stem-loop binding, F:ATP-dependent RNA helicase activity, P:viral process, P:positive regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:transcription, DNA-templated, P:extrinsic apoptotic signaling pathway via death domain receptors, P:response to virus, P:negative regulation of apoptotic process, C:extracellular vesicular exosome, P:innate immune response, F:ribosomal small subunit binding, P:cellular response to osmotic stress, P:negative regulation of intrinsic apoptotic signaling pathway, C:nucleus, P:stress granule assembly, P:positive regulation of G1/S transition of mitotic cell cycle, P:intrinsic apoptotic signaling pathway, P:mature ribosome assembly, F:DNA binding, C:nuclear speck"
"172";172;"P17844";"DDX5_HUMAN";"P:regulation of viral genome replication, P:mRNA splicing, via spliceosome, P:positive regulation of transcription from RNA polymerase II promoter, P:regulation of skeletal muscle cell differentiation, F:ATP-dependent RNA helicase activity, P:circadian rhythm, F:RNA helicase activity, P:regulation of androgen receptor signaling pathway, F:androgen receptor binding, F:pre-mRNA binding, P:regulation of osteoblast differentiation, P:regulation of alternative mRNA splicing, via spliceosome, P:intrinsic apoptotic signaling pathway by p53 class mediator, F:estrogen receptor binding, P:in utero embryonic development, C:catalytic step 2 spliceosome, C:extracellular vesicular exosome, P:ATP catabolic process, P:negative regulation of transcription from RNA polymerase II promoter, P:cell growth, C:nucleolus, F:transcription coactivator activity, F:ATP binding, P:positive regulation of DNA damage response, signal transduction by p53 class mediator, P:positive regulation of intracellular estrogen receptor signaling pathway, P:transcription, DNA-templated"
"176";176;"Q8NBQ5";"DHB11_HUMAN";"P:steroid biosynthetic process, C:lipid particle, F:estradiol 17-beta-dehydrogenase activity, C:cytoplasm, F:steroid dehydrogenase activity, P:androgen catabolic process, C:extracellular region"
"183";183;"P31689";"DNJA1_HUMAN";"P:response to heat, F:low-density lipoprotein particle receptor binding, P:sperm motility, P:spermatogenesis, C:extracellular vesicular exosome, F:metal ion binding, P:androgen receptor signaling pathway, C:membrane, P:response to unfolded protein, F:ATP binding, P:protein folding"
"184";184;"O60884";"DNJA2_HUMAN";"C:membrane, P:response to heat, P:positive regulation of cell proliferation, P:protein folding, F:metal ion binding, C:extracellular vesicular exosome, F:ATP binding"
"185";185;"P01903";"DRA_HUMAN";"C:extracellular vesicular exosome, C:integral component of lumenal side of endoplasmic reticulum membrane, C:ER to Golgi transport vesicle membrane, P:T cell costimulation, P:T cell receptor signaling pathway, C:integral component of plasma membrane, C:trans-Golgi network membrane, F:MHC class II receptor activity, P:interferon-gamma-mediated signaling pathway, F:MHC class II protein complex binding, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:late endosome membrane, C:MHC class II protein complex, C:lysosomal membrane, C:Golgi membrane, C:clathrin-coated endocytic vesicle membrane"
"186";186;"P33316";"DUT_HUMAN";"F:dUTP diphosphatase activity, C:nucleoplasm, P:dUTP metabolic process, P:pyrimidine nucleobase metabolic process, P:DNA replication, P:pyrimidine nucleoside biosynthetic process, P:dUMP biosynthetic process, C:extracellular vesicular exosome, C:mitochondrion"
"189";189;"P63167";"DYL1_HUMAN";"P:regulation of transcription, DNA-templated, C:kinetochore, P:intrinsic apoptotic signaling pathway, C:centrosome, P:transport, P:positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway, P:anatomical structure morphogenesis, P:actin cytoskeleton organization, P:transcription, DNA-templated, P:substantia nigra development, C:mitochondrion, P:negative regulation of phosphorylation, P:female gamete generation, C:cytoplasmic dynein complex, P:microtubule-based process, C:nucleus, C:microtubule, C:cytosol, P:regulation of catalytic activity, F:motor activity, C:mitotic spindle, P:G2/M transition of mitotic cell cycle, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:plasma membrane, P:viral process, F:nitric-oxide synthase regulator activity"
"190";190;"Q15125";"EBP_HUMAN";"F:drug transmembrane transporter activity, F:C-8 sterol isomerase activity, C:integral component of plasma membrane, F:cholestenol delta-isomerase activity, F:transmembrane signaling receptor activity, C:endoplasmic reticulum membrane, P:hemopoiesis, P:skeletal system development, F:steroid delta-isomerase activity, P:cholesterol biosynthetic process"
"191";191;"Q13011";"ECH1_HUMAN";"F:isomerase activity, C:mitochondrion, P:fatty acid beta-oxidation, C:peroxisome, C:extracellular vesicular exosome"
"195";195;"P68104";"EF1A1_HUMAN";"C:extracellular space, P:transcription, DNA-templated, C:eukaryotic translation elongation factor 1 complex, C:nucleus, F:translation elongation factor activity, C:cytosol, F:GTP binding, C:plasma membrane, F:GTPase activity, C:extracellular vesicular exosome, P:GTP catabolic process, P:regulation of transcription, DNA-templated"
"198";198;"P13639";"EF2_HUMAN";"C:polysome, F:GTPase activity, P:positive regulation of gene expression, C:ribonucleoprotein complex, F:GTP binding, F:translation activator activity, P:translational elongation, C:extracellular vesicular exosome, F:translation elongation factor activity, C:cytosol"
"199";199;"P98172";"EFNB1_HUMAN";"P:cell adhesion, C:extracellular vesicular exosome, P:cell-cell signaling, P:neural crest cell migration, C:synapse, C:membrane raft, C:integral component of plasma membrane, F:ephrin receptor binding, P:positive regulation of T cell proliferation, P:axon guidance, C:cytoplasm, C:nucleus, P:embryonic pattern specification"
"200";200;"P49411";"EFTU_HUMAN";"F:translation elongation factor activity, F:GTPase activity, C:mitochondrial nucleoid, C:extracellular vesicular exosome, P:GTP catabolic process, F:GTP binding"
