"";"X";"Protein.Acs";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5134";"Peptide.Count.P5136";"Spectra.Count.P5134";"Spectra.Count.P5136";"DNSAF.P5134";"DNSAF.P5136";"Unspecific.Spectra.Count";"Go.Cc";"norm.sc"
"627";627;"P30291";"P30291";"WEE1_HUMAN";"Wee1-like protein kinase";"WEE1";2;2;"5.68358673487298E-5";0;2;0;2;"0";"2.37775976454243E-4";0;"cytoplasm, nucleoplasm";9,87654320987654e-05
"652";652;"P31930";"P31930";"QCR1_HUMAN";"Cytochrome b-c1 complex subunit 1, mitochondrial";"UQCRC1";2;5;"1.9122901201708E-4";2;0;5;0;"3.84393978189284E-4";"0";0;"mitochondrial respiratory chain complex III, mitochondrial respiratory chain";0,000246913580246914
"653";653;"P31942";"P31942-3";"HNRH3_HUMAN";"Heterogeneous nuclear ribonucleoprotein H3";"HNRNPH3";1;2;"4.36842228607804E-4";0;1;0;2;"0";"0";16;"spliceosomal complex";9,87654320987654e-05
"654";654;"P31942";"P31942-1,P31942-2";"HNRH3_HUMAN";"Heterogeneous nuclear ribonucleoprotein H3";"HNRNPH3";1;2;"2.18421114303902E-4";1;0;2;0;"0";"0";16;"spliceosomal complex";9,87654320987654e-05
"655";655;"P31942";"P31942-5";"HNRH3_HUMAN";"Heterogeneous nuclear ribonucleoprotein H3";"HNRNPH3";1;1;"1.1495848121258E-4";1;0;1;0;"0";"0";7;"spliceosomal complex";4,93827160493827e-05
"656";656;"P31942";"P31942-4";"HNRH3_HUMAN";"Heterogeneous nuclear ribonucleoprotein H3";"HNRNPH3";1;1;"1.78627793884163E-4";1;0;1;0;"0";"0";13;"spliceosomal complex";4,93827160493827e-05
"657";657;"P31943";"P31943";"HNRH1_HUMAN";"Heterogeneous nuclear ribonucleoprotein H";"HNRNPH1";3;7;"7.48535286374208E-4";3;1;6;1;"0.00115765817370299";"9.57882374633484E-4";25;"cytoplasm, catalytic step 2 spliceosome, nucleoplasm, actin cytoskeleton";0,000345679012345679
"658";658;"P31948";"P31948";"STIP1_HUMAN";"Stress-induced-phosphoprotein 1";"STIP1";7;14;"4.73318217589238E-4";5;5;9;5;"6.11632407284606E-4";"7.0719742536575E-4";0;"Golgi apparatus, nucleus";0,000691358024691358
"660";660;"P32780";"P32780";"TF2H1_HUMAN";"General transcription factor IIH subunit 1";"GTF2H1";2;3;"1.00499918724305E-4";0;2;0;3;"0";"4.20446936467448E-4";0;"core TFIIH complex, holo TFIIH complex";0,000148148148148148
"662";662;"P32969";"P32969";"RL9_HUMAN";"60S ribosomal protein L9";"RPL9,RPL9P8,RPL9P7,RPL9P9";5;18;"0.00172106110815372";5;2;16;2;"0.00307515182551427";"8.00017087445005E-4";0;"cytosolic large ribosomal subunit, nucleolus";0,000888888888888889
"663";663;"P33176";"P33176";"KINH_HUMAN";"Kinesin-1 heavy chain";"KIF5B";8;11;"2.09696611308449E-4";4;5;4;7;"1.53278595664263E-4";"5.58267375662558E-4";0;"perinuclear region of cytoplasm, ciliary rootlet, microtubule, vesicle, neuron projection, kinesin complex";0,00054320987654321
"666";666;"P33991";"P33991";"MCM4_HUMAN";"DNA replication licensing factor MCM4";"MCM4";5;14;"2.97812041889868E-4";4;3;9;5;"3.84839394154741E-4";"4.44968947825727E-4";0;"MCM complex, nucleoplasm";0,000691358024691358
"667";667;"P33992";"P33992";"MCM5_HUMAN";"DNA replication licensing factor MCM5";"MCM5";9;15;"3.75163184338686E-4";9;0;15;0;"7.54124425875434E-4";"0";0;"nucleoplasm, MCM complex";0,000740740740740741
"668";668;"P33993";"P33993-1";"MCM7_HUMAN";"DNA replication licensing factor MCM7";"MCM7";14;34;"8.68110563593533E-4";11;7;21;13;"0";"0";0;"cytosol, MCM complex, nucleoplasm, chromatin";0,00167901234567901
"670";670;"P34931";"P34931";"HS71L_HUMAN";"Heat shock 70 kDa protein 1-like";"HSPA1L";1;4;"2.0007715542047E-4";1;1;2;2;"2.06339395183956E-4";"3.94534836438223E-4";24;"mitochondrial matrix, zona pellucida receptor complex, blood microparticle, cell body";0,000197530864197531
"674";674;"P35249";"P35249";"RFC4_HUMAN";"Replication factor C subunit 4";"RFC4";2;2;"1.01145923711514E-4";2;0;2;0;"2.03315823174497E-4";"0";0;"DNA replication factor C complex, nucleoplasm";9,87654320987654e-05
"682";682;"P35606";"P35606";"COPB2_HUMAN";"Coatomer subunit beta'";"COPB2";3;3;"6.07880303100653E-5";0;3;0;3;"0";"2.54310067532187E-4";0;"actin cytoskeleton, COPI vesicle coat, cytosol";0,000148148148148148
"686";686;"P35637";"P35637-1,P35637-2";"FUS_HUMAN";"RNA-binding protein FUS";"FUS";5;15;"4.54632912299963E-4";5;1;14;1;"0";"0";14;"nucleoplasm, cytoplasm";0,000740740740740741
"687";687;"P35658";"P35658-1";"NU214_HUMAN";"Nuclear pore complex protein Nup214";"NUP214";2;2;"3.16214098340206E-5";1;1;1;1;"0";"0";4;"nuclear pore, cytosol, nucleoplasm";9,87654320987654e-05
"688";688;"P35658";"P35658-3";"NU214_HUMAN";"Nuclear pore complex protein Nup214";"NUP214";1;1;"1.58107049170103E-5";0;1;0;1;"0";"0";4;"nuclear pore, cytosol, nucleoplasm";4,93827160493827e-05
"689";689;"P35658";"P35658-2";"NU214_HUMAN";"Nuclear pore complex protein Nup214";"NUP214";1;1;"1.58107049170103E-5";1;0;1;0;"0";"0";4;"nuclear pore, cytosol, nucleoplasm";4,93827160493827e-05
"690";690;"P35658";"P35658-4";"NU214_HUMAN";"Nuclear pore complex protein Nup214";"NUP214";1;1;"1.58107049170103E-5";1;0;1;0;"0";"0";4;"nuclear pore, cytosol, nucleoplasm";4,93827160493827e-05
"691";691;"P35659";"P35659-1";"DEK_HUMAN";"Protein DEK";"DEK";6;14;"6.85364779069216E-4";6;0;14;0;"0";"0";0;"nucleus";0,000691358024691358
"693";693;"P35711";"P35711-4";"SOX5_HUMAN";"Transcription factor SOX-5";"SOX5";2;2;"4.8120537755281E-5";2;0;2;0;"0";"0";0;"nucleus";9,87654320987654e-05
"694";694;"P35749";"P35749-1";"MYH11_HUMAN";"Myosin-11";"MYH11";1;1;"1.26997542486261E-5";0;1;0;1;"0";"0";30;"melanosome, smooth muscle contractile fiber, stress fiber, muscle myosin complex, myosin filament, cytosol";4,93827160493827e-05
"695";695;"P35749";"P35749-3";"MYH11_HUMAN";"Myosin-11";"MYH11";1;1;"1.26997542486261E-5";0;1;0;1;"0";"0";30;"melanosome, smooth muscle contractile fiber, stress fiber, muscle myosin complex, myosin filament, cytosol";4,93827160493827e-05
"696";696;"P35749";"P35749-2";"MYH11_HUMAN";"Myosin-11";"MYH11";1;1;"1.26997542486261E-5";0;1;0;1;"0";"0";30;"melanosome, smooth muscle contractile fiber, stress fiber, muscle myosin complex, myosin filament, cytosol";4,93827160493827e-05
"698";698;"P35998";"P35998";"PRS7_HUMAN";"26S protease regulatory subunit 7";"PSMC2";11;31;"0.00131431302485642";8;9;16;15;"0.00136357771477769";"0.00266056490974782";0;"proteasome accessory complex, cytoplasmic mRNA processing body, cytosol, mitochondrion, nucleoplasm";0,00153086419753086
"700";700;"P36402";"P36402-3";"TCF7_HUMAN";"Transcription factor 7";"TCF7";2;2;"9.56145060085402E-5";2;0;2;0;"0";"0";0;"nucleus, transcription factor complex";9,87654320987654e-05
"701";701;"P36402";"P36402-15";"TCF7_HUMAN";"Transcription factor 7";"TCF7";2;2;"9.56145060085402E-5";0;2;0;2;"0";"0";0;"nucleus, transcription factor complex";9,87654320987654e-05
"702";702;"P36542";"P36542-1,P36542-2";"ATPG_HUMAN";"ATP synthase subunit gamma, mitochondrial";"ATP5C1";7;16;"4.92831816205093E-4";7;2;13;3;"0";"0";0;"mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)";0,000790123456790123
"704";704;"P36776";"P36776";"LONM_HUMAN";"Lon protease homolog, mitochondrial";"LONP1";5;7;"1.33999891632407E-4";0;5;0;7;"0";"5.6059591528993E-4";0;"mitochondrial nucleoid";0,000345679012345679
"706";706;"P36957";"P36957";"ODO2_HUMAN";"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial";"DLST";5;15;"6.07880303100653E-4";3;5;5;10;"4.07304877551559E-4";"0.00169540045021458";0;"nucleus, oxoglutarate dehydrogenase complex, mitochondrial matrix";0,000740740740740741
"707";707;"P37108";"P37108";"SRP14_HUMAN";"Signal recognition particle 14 kDa protein";"SRP14";2;6;"8.09911109719399E-4";1;2;1;5;"2.71336925780671E-4";"0.00282358972039413";0;"signal recognition particle, endoplasmic reticulum targeting, cytosol";0,000296296296296296
"714";714;"P38919";"P38919";"IF4A3_HUMAN";"Eukaryotic initiation factor 4A-III";"EIF4A3";7;18;"8.43218830272217E-4";7;2;13;5;"0.00126447848786353";"9.34326525483217E-4";2;"nuclear speck, catalytic step 2 spliceosome, cytosol, exon-exon junction complex";0,000888888888888889
"719";719;"P39687";"P39687";"AN32A_HUMAN";"Acidic leucine-rich nuclear phosphoprotein 32 family member A";"ANP32A";7;22;"0.00288353894425755";7;4;15;7;"0.00417924248093988";"0.00333676349287029";28;"perinuclear region of cytoplasm, nucleoplasm, endoplasmic reticulum";0,00108641975308642
"720";720;"P39748";"P39748";"FEN1_HUMAN";"Flap endonuclease 1";"FEN1";4;10;"4.83104872464203E-4";4;2;7;3;"6.79770403534733E-4";"6.06328739958319E-4";0;"nucleolus, mitochondrion, nucleoplasm";0,000493827160493827
"724";724;"P40429";"P40429";"RL13A_HUMAN";"60S ribosomal protein L13a";"RPL13A";2;2;"1.80866848804332E-4";2;0;2;0;"3.63564747844052E-4";"0";0;"GAIT complex, cytosolic large ribosomal subunit";9,87654320987654e-05
"726";726;"P40938";"P40938";"RFC3_HUMAN";"Replication factor C subunit 3";"RFC3";1;2;"1.03134748054156E-4";1;0;2;0;"2.07313606214445E-4";"0";0;"DNA replication factor C complex, nucleoplasm";9,87654320987654e-05
"732";732;"P42025";"P42025,P61163";"ACTY_HUMAN, ACTZ_HUMAN";"Alpha-centractin, Beta-centractin";"ACTR1A, ACTR1B";1;2;"4.88244286001056E-5";1;0;2;0;"9.81431433674767E-5";"0";0;"dynactin complex, centrosome, cytosol";9,87654320987654e-05
"740";740;"P42677";"P42677";"RS27_HUMAN";"40S ribosomal protein S27";"RPS27";1;3;"0.00104902772306513";1;1;1;2;"8.78614807289791E-4";"0.00274291572838287";3;"nucleus, cytosolic small ribosomal subunit";0,000148148148148148
"741";741;"P42695";"P42695";"CNDD3_HUMAN";"Condensin-2 complex subunit D3";"NCAPD3";2;2;"2.4509993529559E-5";2;0;2;0;"4.92681200349416E-5";"0";0;"nuclear condensin complex, germinal vesicle, nuclear centromeric heterochromatin";9,87654320987654e-05
"744";744;"P42766";"P42766";"RL35_HUMAN";"60S ribosomal protein L35";"RPL35";1;1;"1.49251911818209E-4";1;0;1;0;"3.00014812245295E-4";"0";0;"cytosolic large ribosomal subunit, nucleolus";4,93827160493827e-05
"751";751;"P43487";"P43487";"RANG_HUMAN";"Ran-specific GTPase-activating protein";"RANBP1";4;9;"8.21999335237599E-4";4;0;9;0;"0.00165232038385841";"0";0;"cytoplasm, nuclear envelope, centrosome";0,000444444444444444
"752";752;"P46013";"P46013-1";"KI67_HUMAN";"Antigen KI-67";"MKI67";6;6;"3.38292109710805E-5";3;3;3;3;"0";"0";0;"chromosome, centromeric region, cytoplasm, condensed chromosome, nucleolus";0,000296296296296296
"755";755;"P46087";"P46087-1,P46087-2";"NOP2_HUMAN";"Putative ribosomal RNA methyltransferase NOP2";"NOP2";2;2;"2.26083561005415E-5";2;0;2;0;"0";"0";0;"nucleolus";9,87654320987654e-05
"756";756;"P46100";"P46100-1";"ATRX_HUMAN";"Transcriptional regulator ATRX";"ATRX";2;2;"1.96447139150773E-5";2;0;2;0;"0";"0";1;"nuclear heterochromatin";9,87654320987654e-05
"757";757;"P46100";"P46100-5";"ATRX_HUMAN";"Transcriptional regulator ATRX";"ATRX";0;0;"0";0;0;0;0;"0";"0";2;"nuclear heterochromatin";0
"758";758;"P46100";"P46100-4";"ATRX_HUMAN";"Transcriptional regulator ATRX";"ATRX";1;1;"9.82235695753863E-6";1;0;1;0;"0";"0";1;"nuclear heterochromatin";4,93827160493827e-05
"759";759;"P46776";"P46776";"RL27A_HUMAN";"60S ribosomal protein L27a";"RPL27A";2;5;"6.20202201136477E-4";2;0;5;0;"0.00124668317250579";"0";0;"cytosolic large ribosomal subunit";0,000246913580246914
"761";761;"P46778";"P46778";"RL21_HUMAN";"60S ribosomal protein L21";"RPL21";4;10;"0.00114737407210248";4;0;10;0;"0.0023063638691357";"0";0;"cytosolic large ribosomal subunit";0,000493827160493827
"765";765;"P46783";"P46783";"RS10_HUMAN";"40S ribosomal protein S10";"RPS10";9;31;"0.00344907599856261";8;7;19;12;"0.00424930070434699";"0.00558557384688876";0;"nucleolus, cytosolic small ribosomal subunit";0,00153086419753086
"768";768;"P46976";"P46976-1,P46976-2,P46976-3";"GLYG_HUMAN";"Glycogenin-1";"GYG1";2;2;"3.49675907688375E-5";0;2;0;2;"0";"0";0;"cytosol";9,87654320987654e-05
"770";770;"P47813";"P47813";"IF1AX_HUMAN";"Eukaryotic translation initiation factor 1A, X-chromosomal";"EIF1AX";3;10;"0.00127486008011387";2;3;2;8;"5.12525304252378E-4";"0.00426675779970669";0;"cytosol";0,000493827160493827
"771";771;"P47897";"P47897";"SYQ_HUMAN";"Glutamine--tRNA ligase";"QARS";4;7;"1.67488948941646E-4";3;2;5;2;"2.38076270362395E-4";"2.02161737297071E-4";1;"mitochondrial matrix, cytosol";0,000345679012345679
"773";773;"P48436";"P48436";"SOX9_HUMAN";"Transcription factor SOX-9";"SOX9";2;2;"7.21335369494684E-5";0;2;0;2;"0";"3.01774618446839E-4";0;"protein complex, nucleus, transcription factor complex";9,87654320987654e-05
"774";774;"P48444";"P48444";"COPD_HUMAN";"Coatomer subunit delta";"ARCN1";7;16;"5.74809711268562E-4";2;7;5;11;"3.6107457833827E-4";"0.00165326427464173";0;"cytosol, COPI vesicle coat, endoplasmic reticulum, clathrin adaptor complex";0,000790123456790123
"775";775;"P48556";"P48556";"PSMD8_HUMAN";"26S proteasome non-ATPase regulatory subunit 8";"PSMD8";5;8;"4.19611089226051E-4";3;3;5;3;"5.27168884373875E-4";"6.5829977481189E-4";0;"proteasome regulatory particle, nucleoplasm, cytosol";0,000395061728395062
"780";780;"P48668";"P48668";"K2C6C_HUMAN";"Keratin, type II cytoskeletal 6C";"KRT6C";0;0;"0";0;0;0;0;"0";"0";73;"intermediate filament, keratin filament";0
"782";782;"P48741";"P48741";"HSP77_HUMAN";"Putative heat shock 70 kDa protein 7";"HSPA7";1;1;"7.84231290654968E-5";0;1;0;1;"0";"3.81168125742579E-4";15;"blood microparticle";4,93827160493827e-05
"786";786;"P49321";"P49321-3";"NASP_HUMAN";"Nuclear autoantigenic sperm protein";"NASP";11;18;"4.19344838534917E-4";9;3;11;7;"0";"0";0;"cytoplasm, nucleus";0,000888888888888889
"791";791;"P49454";"P49454";"CENPF_HUMAN";"Centromere protein F";"CENPF";5;6;"3.43139909413826E-5";5;0;6;0;"6.89753680489182E-5";"0";0;"midbody, perinuclear region of cytoplasm, cytosol, nuclear envelope, nuclear matrix, spindle pole, condensed chromosome outer kinetochore, pronucleus";0,000296296296296296
"792";792;"P49458";"P49458-1";"SRP09_HUMAN";"Signal recognition particle 9 kDa protein";"SRP9";3;8;"0.00170771954917579";2;2;5;3;"0";"0";0;"cytosol, signal recognition particle receptor complex, signal recognition particle, endoplasmic reticulum targeting";0,000395061728395062
"793";793;"P49642";"P49642";"PRI1_HUMAN";"DNA primase small subunit";"PRIM1";2;3;"1.31128465383141E-4";0;2;0;3;"0";"5.48583145676575E-4";0;"nucleoplasm, primosome complex";0,000148148148148148
"796";796;"P49736";"P49736";"MCM2_HUMAN";"DNA replication licensing factor MCM2";"MCM2";8;17;"3.45227596915791E-4";5;4;8;9;"3.26564795629834E-4";"7.64618101274872E-4";0;"nuclear origin of replication recognition complex, nucleoplasm, chromatin, MCM complex";0,000839506172839506
"797";797;"P49750";"P49750-4";"YLPM1_HUMAN";"YLP motif-containing protein 1";"YLPM1";2;2;"1.88190519258224E-5";2;0;2;0;"0";"0";0;"nuclear speck, nucleus";9,87654320987654e-05
"799";799;"P49756";"P49756-1";"RBM25_HUMAN";"RNA-binding protein 25";"RBM25";5;5;"1.08884846700117E-4";3;2;3;2;"0";"0";0;"nuclear speck, spliceosomal complex, cytoplasm";0,000246913580246914
"800";800;"P49770";"P49770";"EI2BB_HUMAN";"Translation initiation factor eIF-2B subunit beta";"EIF2B2";2;2;"1.04603904009343E-4";2;0;2;0;"2.10266791488155E-4";"0";0;"cytosol, eukaryotic translation initiation factor 2B complex";9,87654320987654e-05
"805";805;"P49821";"P49821-1,P49821-2";"NDUV1_HUMAN";"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial";"NDUFV1";2;5;"9.89115579398691E-5";2;0;5;0;"0";"0";0;"mitochondrial respiratory chain complex I";0,000246913580246914
"806";806;"P49915";"P49915";"GUAA_HUMAN";"GMP synthase [glutamine-hydrolyzing]";"GMPS";2;3;"7.94717972019035E-5";0;2;0;3;"0";"3.32474633743379E-4";0;"cytosol";0,000148148148148148
"817";817;"P51531";"P51531-1";"SMCA2_HUMAN";"Probable global transcription activator SNF2L2";"SMARCA2";1;1;"1.7318853918528E-5";1;0;1;0;"0";"0";2;"intermediate filament cytoskeleton, nucleoplasm, npBAF complex, WINAC complex, nuclear chromatin, SWI/SNF complex, nBAF complex";4,93827160493827e-05
"827";827;"P51816";"P51816-5";"AFF2_HUMAN";"AF4/FMR2 family member 2";"AFF2";3;3;"4.20091193447133E-5";0;3;0;3;"0";"0";0;"nuclear speck";0,000148148148148148
"828";828;"P51825";"P51825";"AFF1_HUMAN";"AF4/FMR2 family member 1";"AFF1";2;2;"3.03437771134541E-5";0;2;0;2;"0";"1.26944860156563E-4";0;"nucleus";9,87654320987654e-05
"829";829;"P51991";"P51991-1";"ROA3_HUMAN";"Heterogeneous nuclear ribonucleoprotein A3";"HNRNPA3";12;37;"0.00179694563673193";12;3;32;5;"0";"0";0;"nucleoplasm, nucleolus, catalytic step 2 spliceosome";0,00182716049382716
"832";832;"P52292";"P52292";"IMA2_HUMAN";"Importin subunit alpha-2";"KPNA2";4;14;"4.85844597638858E-4";3;3;10;4;"6.9757697365163E-4";"5.80730740224729E-4";0;"cytosol, nucleoplasm";0,000691358024691358
"833";833;"P52298";"P52298-1";"NCBP2_HUMAN";"Nuclear cap-binding protein subunit 2";"NCBP2";2;3;"3.53038176031533E-4";0;2;0;3;"0";"0";0;"nucleoplasm, nuclear cap binding complex, cytosol, mRNA cap binding complex";0,000148148148148148
"835";835;"P52597";"P52597";"HNRPF_HUMAN";"Heterogeneous nuclear ribonucleoprotein F";"HNRNPF";4;13;"8.84722176079022E-4";4;1;9;4;"0.00121185329082573";"0.00118441083982219";11;"catalytic step 2 spliceosome, nucleoplasm, cytoplasm";0,000641975308641975
"836";836;"P52701";"P52701-2";"MSH6_HUMAN";"DNA mismatch repair protein Msh6";"MSH6";3;11;"1.48483703448556E-4";0;3;0;11;"0";"0";0;"nuclear chromosome, nuclear chromatin, MutSalpha complex";0,00054320987654321
"838";838;"P52815";"P52815";"RM12_HUMAN";"39S ribosomal protein L12, mitochondrial";"MRPL12";4;12;"0.00111260516082665";3;3;5;7;"9.31864189549779E-4";"0.00271520950890426";0;"mitochondrial large ribosomal subunit";0,000592592592592593
"840";840;"P53350";"P53350";"PLK1_HUMAN";"Serine/threonine-protein kinase PLK1";"PLK1";2;2;"6.08888396472296E-5";2;0;2;0;"1.22394102508031E-4";"0";0;"spindle pole, nucleoplasm, centrosome, midbody, cytosol, spindle midzone, condensed nuclear chromosome outer kinetochore, spindle microtubule";9,87654320987654e-05
"844";844;"P53675";"P53675-2";"CLH2_HUMAN";"Clathrin heavy chain 2";"CLTCL1";2;2;"4.42158788761444E-5";2;0;2;0;"0";"0";39;"clathrin coat of coated pit, coated pit, spindle, clathrin-coated vesicle, trans-Golgi network, clathrin coat of trans-Golgi network vesicle";9,87654320987654e-05
"845";845;"P53675";"P53675-1";"CLH2_HUMAN";"Clathrin heavy chain 2";"CLTCL1";1;1;"2.21079394380722E-5";0;1;0;1;"0";"0";39;"clathrin coat of coated pit, coated pit, spindle, clathrin-coated vesicle, trans-Golgi network, clathrin coat of trans-Golgi network vesicle";4,93827160493827e-05
"846";846;"P53804";"P53804-3";"TTC3_HUMAN";"E3 ubiquitin-protein ligase TTC3";"TTC3";2;2;"1.81313433616195E-5";2;0;2;0;"0";"0";0;"nucleus, vacuole, mitochondrion";9,87654320987654e-05
"849";849;"P54132";"P54132";"BLM_HUMAN";"Bloom syndrome protein";"BLM";2;3;"3.88665881869578E-5";2;0;3;0;"7.81266518832136E-5";"0";0;"replication fork, pronucleus, nuclear matrix, nucleolus, male germ cell nucleus, cytoplasm, PML body, lateral element";0,000148148148148148
"857";857;"P55036";"P55036-1";"PSMD4_HUMAN";"26S proteasome non-ATPase regulatory subunit 4";"PSMD4";2;4;"1.94779683327742E-4";2;0;4;0;"0";"0";0;"proteasome regulatory particle, base subcomplex, cytosol, nucleoplasm, proteasome accessory complex";0,000197530864197531
"860";860;"P55209";"P55209";"NP1L1_HUMAN";"Nucleosome assembly protein 1-like 1";"NAP1L1";4;11;"6.79559283517421E-4";4;1;7;4;"8.49402550269926E-4";"0.00109997234324919";6;"melanosome, nucleus";0,00054320987654321
"861";861;"P55265";"P55265-3";"DSRAD_HUMAN";"Double-stranded RNA-specific adenosine deaminase";"ADAR";6;10;"1.49738867484826E-4";6;0;10;0;"0";"0";0;"nucleolus, nucleus, nucleoplasm, supraspliceosomal complex, cytoplasm";0,000493827160493827
"864";864;"P55316";"P55316";"FOXG1_HUMAN";"Forkhead box protein G1";"FOXG1";2;2;"7.50837838594671E-5";2;0;2;0;"1.50927696957756E-4";"0";0;"nucleus";9,87654320987654e-05
"866";866;"P55769";"P55769";"NH2L1_HUMAN";"NHP2-like protein 1";"NHP2L1";2;4;"5.73687036051241E-4";2;0;4;0;"0.00115318193456785";"0";0;"nucleoplasm, box C/D snoRNP complex, spliceosomal complex";0,000197530864197531
"867";867;"P55795";"P55795";"HNRH2_HUMAN";"Heterogeneous nuclear ribonucleoprotein H2";"HNRNPH2";3;6;"5.18942530469514E-4";3;0;6;0;"9.27535453575414E-4";"0";15;"nucleoplasm, actin cytoskeleton, cytoplasm, ribonucleoprotein complex";0,000296296296296296
"868";868;"P55809";"P55809";"SCOT1_HUMAN";"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial";"OXCT1";3;4;"1.41215270412613E-4";3;0;4;0;"2.8386016850901E-4";"0";0;"mitochondrial matrix, mitochondrion";0,000197530864197531
"874";874;"P57721";"P57721-5";"PCBP3_HUMAN";"Poly(rC)-binding protein 3";"PCBP3";1;1;"1.40200246007132E-4";0;1;0;1;"0";"0";14;"ribonucleoprotein complex, cytosol, nucleus, mitochondrion";4,93827160493827e-05
"875";875;"P57721";"P57721-4";"PCBP3_HUMAN";"Poly(rC)-binding protein 3";"PCBP3";1;2;"2.80400492014263E-4";1;0;2;0;"0";"0";14;"ribonucleoprotein complex, cytosol, nucleus, mitochondrion";9,87654320987654e-05
"878";878;"P59046";"P59046-3";"NAL12_HUMAN";"NACHT, LRR and PYD domains-containing protein 12";"NLRP12";2;3;"5.19075923288588E-5";0;2;0;3;"0";"0";0;"cytoplasm";0,000148148148148148
"890";890;"P60891";"P60891";"PRPS1_HUMAN";"Ribose-phosphate pyrophosphokinase 1";"PRPS1";4;14;"0.00125986172623018";3;4;5;9;"0.00124332284050442";"0.00265666051679851";8;"cytosol";0,000691358024691358
"895";895;"P61221";"P61221";"ABCE1_HUMAN";"ATP-binding cassette sub-family E member 1";"ABCE1";9;23;"7.04897593545431E-4";8;4;15;8;"9.24085690471734E-4";"0.00102573142430345";0;"mitochondrion";0,0011358024691358
"898";898;"P61313";"P61313";"RL15_HUMAN";"60S ribosomal protein L15";"RPL15";6;13;"0.00116987160292802";4;4;7;6;"0.00126623898697646";"0.00225887177631531";0;"cytosolic large ribosomal subunit";0,000641975308641975
"906";906;"P62081";"P62081";"RS7_HUMAN";"40S ribosomal protein S7";"RPS7";7;27;"0.00255497731519728";4;5;15;12;"0.00285323365253901";"0.00475061693163219";0;"microtubule organizing center, 90S preribosome, cytosolic small ribosomal subunit, nucleolus, small-subunit processome";0,00133333333333333
"910";910;"P62191";"P62191";"PRS4_HUMAN";"26S protease regulatory subunit 4";"PSMC1";5;11;"4.75947763242511E-4";3;2;5;6;"4.193388852974E-4";"0.00113456968764928";1;"proteasome accessory complex, cytosol, nucleoplasm";0,00054320987654321
"917";917;"P62266";"P62266";"RS23_HUMAN";"40S ribosomal protein S23";"RPS23";4;9;"0.00115539766701229";4;1;8;1;"0.00206443758915643";"5.37074408354689E-4";0;"cytosolic small ribosomal subunit";0,000444444444444444
"922";922;"P62304";"P62304";"RUXE_HUMAN";"Small nuclear ribonucleoprotein E";"SNRPE";2;6;"0.00119725990132433";2;0;6;0;"0.00240664055909812";"0";0;"nucleoplasm, U7 snRNP, U4 snRNP, U12-type spliceosomal complex, SMN-Sm protein complex, methylosome, catalytic step 2 spliceosome, U1 snRNP, cytosol, pICln-Sm protein complex";0,000296296296296296
"923";923;"P62306";"P62306";"RUXF_HUMAN";"Small nuclear ribonucleoprotein F";"SNRPF";1;2;"4.26929887293947E-4";1;1;1;1;"4.2909095239734E-4";"8.93042330171168E-4";0;"U7 snRNP, cytosol, nucleoplasm, U1 snRNP, pICln-Sm protein complex, U12-type spliceosomal complex, methylosome, catalytic step 2 spliceosome, SMN-Sm protein complex, U4 snRNP";9,87654320987654e-05
"924";924;"P62308";"P62308";"RUXG_HUMAN";"Small nuclear ribonucleoprotein G";"SNRPG";5;13;"0.00314018167101732";5;2;10;3;"0.00485550288239095";"0.0030316436997916";0;"nucleoplasm, methylosome, U12-type spliceosomal complex, cytosol, U7 snRNP, catalytic step 2 spliceosome, U4 snRNP, SMN-Sm protein complex, U1 snRNP";0,000641975308641975
"925";925;"P62314";"P62314";"SMD1_HUMAN";"Small nuclear ribonucleoprotein Sm D1";"SNRPD1";3;13;"0.00200549417644804";3;0;13;0;"0.0040312914687414";"0";0;"pICln-Sm protein complex, SMN-Sm protein complex, catalytic step 2 spliceosome, methylosome, U12-type spliceosomal complex, cytosol, U4 snRNP, nucleoplasm, U1 snRNP";0,000641975308641975
"927";927;"P62318";"P62318";"SMD3_HUMAN";"Small nuclear ribonucleoprotein Sm D3";"SNRPD3";4;11;"0.00160268124357172";3;2;8;3;"0.00234297281943944";"0.00182861048558858";0;"methylosome, U1 snRNP, U7 snRNP, nucleoplasm, U4 snRNP, SMN-Sm protein complex, pICln-Sm protein complex, catalytic step 2 spliceosome, cytosol, U12-type spliceosomal complex";0,00054320987654321
"931";931;"P62495";"P62495";"ERF1_HUMAN";"Eukaryotic peptide chain release factor subunit 1";"ETF1";7;13;"5.46118551481273E-4";5;2;8;5;"6.75548227115263E-4";"8.78737304287419E-4";0;"cytosol";0,000641975308641975
"935";935;"P62753";"P62753";"RS6_HUMAN";"40S ribosomal protein S6";"RPS6";7;26;"0.00191689804817121";7;5;15;11;"0.00222300131964887";"0.003392843551574";0;"cytosolic small ribosomal subunit, nucleolus";0,00128395061728395
