"";"protein.acs";"X.1";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5134.1.id.csv";"peptide.count.P5134.2.id.csv";"spectra.count.P5134.1.id.csv";"spectra.count.P5134.2.id.csv";"dNSAF.P5134.1.id.csv";"dNSAF.P5134.2.id.csv";"Go.Cc";"norm.sc";"Go.Mf"
"201";"P15151";351;351;"P15151-1,P15151-2,P15151-3";"PVR_HUMAN";"Poliovirus receptor";"PVR";3;5;0,000109995515646646;2;3;2;3;NA;NA;"integral component of membrane, cytoplasm, extracellular space, cell surface, plasma membrane, extracellular vesicular exosome";0,000362950058072009;"protein binding, cell adhesion molecule binding, receptor activity, virus receptor activity"
"202";"P15311";352;352;"P15311";"EZRI_HUMAN";"Ezrin";"EZR";7;9;0,000499194459695145;3;5;3;6;0,00046761630876654;0,000870218267249786;"ruffle membrane, microspike, cell body, actin cytoskeleton, plasma membrane, extrinsic component of membrane, cytosol, T-tubule, microvillus membrane, extracellular vesicular exosome, ruffle, extracellular space, apical plasma membrane, astrocyte projection, nucleolus, Schwann cell microvillus, filopodium, cortical cytoskeleton, apical part of cell, actin filament, basolateral plasma membrane, uropod, microvillus, cell tip, membrane raft";0,000653310104529617;"poly(A) RNA binding, cell adhesion molecule binding, actin filament binding, protein binding"
"203";"P15313";353;353;"P15313";"VATB1_HUMAN";"V-type proton ATPase subunit B, kidney isoform";"ATP6V1B1";1;1;8,04704035520202e-05;NA;1;NA;1;NA;0,000215377607534401;"microvillus, extracellular vesicular exosome, endomembrane system, vacuolar proton-transporting V-type ATPase complex, cytosol, basolateral plasma membrane, apical plasma membrane, proton-transporting V-type ATPase, V1 domain, cytoplasm, lateral plasma membrane";7,25900116144019e-05;"hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances, ATP binding, hydrogen ion transmembrane transporter activity"
"204";"P15531";354;354;"P15531-1,P15531-2";"NDKA_HUMAN";"Nucleoside diphosphate kinase A";"NME1";4;9;0,000814762835964205;4;4;5;4;NA;NA;"cytoplasm, extracellular vesicular exosome, nucleus, ruffle membrane, cytosol, mitochondrion, perinuclear region of cytoplasm, centrosome";0,000653310104529617;"identical protein binding, single-stranded DNA binding, magnesium ion binding, GTP binding, protein binding, poly(A) RNA binding, RNA polymerase II regulatory region sequence-specific DNA binding, deoxyribonuclease activity, ribosomal small subunit binding, ATP binding, nucleoside diphosphate kinase activity"
"205";"P15880";355;355;"P15880";"RS2_HUMAN";"40S ribosomal protein S2";"RPS2";10;22;0,00206641404889215;9;9;11;11;0,00282078224965623;0,00276536027148265;"extracellular vesicular exosome, cytosol, cytosolic small ribosomal subunit, nucleus, nucleoplasm";0,00159698025551684;"protein binding, mRNA binding, structural constituent of ribosome, enzyme binding, fibroblast growth factor binding, poly(A) RNA binding"
"206";"P16070";357;357;"P16070-14";"CD44_HUMAN";"CD44 antigen";"CD44";2;2;0,000699413919513362;1;1;1;1;NA;NA;"external side of plasma membrane, integral component of plasma membrane, cell surface, extracellular vesicular exosome, plasma membrane, cytoplasm, basolateral plasma membrane, Golgi apparatus";0,000145180023228804;"protein binding, hyaluronic acid binding, collagen binding, hyalurononglucosaminidase activity"
"207";"P16070";359;359;"P16070-4";"CD44_HUMAN";"CD44 antigen";"CD44";1;1;0,000349706959756681;0;1;0;1;NA;NA;"external side of plasma membrane, integral component of plasma membrane, cell surface, extracellular vesicular exosome, plasma membrane, cytoplasm, basolateral plasma membrane, Golgi apparatus";7,25900116144019e-05;"protein binding, hyaluronic acid binding, collagen binding, hyalurononglucosaminidase activity"
"208";"P16070";362;362;"P16070-3";"CD44_HUMAN";"CD44 antigen";"CD44";1;1;0,000349706959756681;1;0;1;0;NA;NA;"external side of plasma membrane, integral component of plasma membrane, cell surface, extracellular vesicular exosome, plasma membrane, cytoplasm, basolateral plasma membrane, Golgi apparatus";7,25900116144019e-05;"protein binding, hyaluronic acid binding, collagen binding, hyalurononglucosaminidase activity"
"209";"P16070";361;361;"P16070-6";"CD44_HUMAN";"CD44 antigen";"CD44";1;1;0,000349706959756681;1;0;1;0;NA;NA;"external side of plasma membrane, integral component of plasma membrane, cell surface, extracellular vesicular exosome, plasma membrane, cytoplasm, basolateral plasma membrane, Golgi apparatus";7,25900116144019e-05;"protein binding, hyaluronic acid binding, collagen binding, hyalurononglucosaminidase activity"
"210";"P16070";358;358;"P16070-1";"CD44_HUMAN";"CD44 antigen";"CD44";1;1;0,000349706959756681;0;1;0;1;NA;NA;"external side of plasma membrane, integral component of plasma membrane, cell surface, extracellular vesicular exosome, plasma membrane, cytoplasm, basolateral plasma membrane, Golgi apparatus";7,25900116144019e-05;"protein binding, hyaluronic acid binding, collagen binding, hyalurononglucosaminidase activity"
"211";"P16070";360;360;"P16070-8";"CD44_HUMAN";"CD44 antigen";"CD44";1;1;0,000349706959756681;1;0;1;0;NA;NA;"external side of plasma membrane, integral component of plasma membrane, cell surface, extracellular vesicular exosome, plasma membrane, cytoplasm, basolateral plasma membrane, Golgi apparatus";7,25900116144019e-05;"protein binding, hyaluronic acid binding, collagen binding, hyalurononglucosaminidase activity"
"212";"P16144";364;364;"P16144-3";"ITB4_HUMAN";"Integrin beta-4";"ITGB4";2;2;3,02095258120647e-05;NA;2;NA;2;NA;NA;"extracellular vesicular exosome, receptor complex, cell leading edge, basement membrane, hemidesmosome, cell surface, plasma membrane, integrin complex, basal plasma membrane";0,000145180023228804;"protein binding, receptor activity"
"213";"P16150";365;365;"P16150";"LEUK_HUMAN";"Leukosialin";"SPN";8;27;0,00185765926599839;7;7;13;14;0,0024418999065774;0,00257806996218678;"extracellular vesicular exosome, plasma membrane, basement membrane, uropod, integral component of plasma membrane, extracellular space, cell surface, external side of plasma membrane";0,00195993031358885;"transmembrane signaling receptor activity, protein binding"
"214";"P16157";367;367;"P16157-10";"ANK1_HUMAN";"Ankyrin-1";"ANK1";1;1;1,82887280800046e-05;NA;1;NA;1;NA;NA;"spectrin-associated cytoskeleton, plasma membrane, nucleus, Z disc, basolateral plasma membrane, cytosol, sarcoplasmic reticulum, postsynaptic membrane, axolemma, cortical cytoskeleton, M band, sarcolemma, cytoskeleton";7,25900116144019e-05;"enzyme binding, protein binding, spectrin binding, structural molecule activity, cytoskeletal adaptor activity, ATPase binding, structural constituent of cytoskeleton"
"215";"P16157";366;366;"P16157-13";"ANK1_HUMAN";"Ankyrin-1";"ANK1";1;1;1,82887280800046e-05;NA;1;NA;1;NA;NA;"spectrin-associated cytoskeleton, plasma membrane, nucleus, Z disc, basolateral plasma membrane, cytosol, sarcoplasmic reticulum, postsynaptic membrane, axolemma, cortical cytoskeleton, M band, sarcolemma, cytoskeleton";7,25900116144019e-05;"enzyme binding, protein binding, spectrin binding, structural molecule activity, cytoskeletal adaptor activity, ATPase binding, structural constituent of cytoskeleton"
"216";"P16157";369;369;"P16157-1";"ANK1_HUMAN";"Ankyrin-1";"ANK1";1;1;1,82887280800046e-05;NA;1;NA;1;NA;NA;"spectrin-associated cytoskeleton, plasma membrane, nucleus, Z disc, basolateral plasma membrane, cytosol, sarcoplasmic reticulum, postsynaptic membrane, axolemma, cortical cytoskeleton, M band, sarcolemma, cytoskeleton";7,25900116144019e-05;"enzyme binding, protein binding, spectrin binding, structural molecule activity, cytoskeletal adaptor activity, ATPase binding, structural constituent of cytoskeleton"
"217";"P16157";368;368;"P16157-8";"ANK1_HUMAN";"Ankyrin-1";"ANK1";1;1;1,93337982560049e-05;NA;1;NA;1;NA;NA;"spectrin-associated cytoskeleton, plasma membrane, nucleus, Z disc, basolateral plasma membrane, cytosol, sarcoplasmic reticulum, postsynaptic membrane, axolemma, cortical cytoskeleton, M band, sarcolemma, cytoskeleton";7,25900116144019e-05;"enzyme binding, protein binding, spectrin binding, structural molecule activity, cytoskeletal adaptor activity, ATPase binding, structural constituent of cytoskeleton"
"218";"P16188";370;370;"P16188";"1A30_HUMAN";"HLA class I histocompatibility antigen, A-30 alpha chain";"HLA-A";0;0;0;0;0;0;0;0;0;"cell surface, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, phagocytic vesicle membrane, extracellular vesicular exosome, MHC class I protein complex, integral component of plasma membrane, plasma membrane, Golgi apparatus, endoplasmic reticulum, early endosome membrane, ER to Golgi transport vesicle membrane";0;"peptide antigen binding, beta-2-microglobulin binding, TAP binding"
"219";"P16190";371;371;"P16190";"1A33_HUMAN";"HLA class I histocompatibility antigen, A-33 alpha chain";"HLA-A";0;0;0;0;0;0;0;0;0;"early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, Golgi apparatus, Golgi membrane, ER to Golgi transport vesicle membrane, cell surface, plasma membrane, endoplasmic reticulum, phagocytic vesicle membrane";0;"beta-2-microglobulin binding, peptide antigen binding"
"220";"P16234";372;372;"P16234-3";"PGFRA_HUMAN";"Platelet-derived growth factor receptor alpha";"PDGFRA";2;2;5,05433939665582e-05;NA;2;NA;2;NA;NA;"cytoplasm, external side of plasma membrane, plasma membrane, intrinsic component of plasma membrane, integral component of plasma membrane, nucleus";0,000145180023228804;"transmembrane receptor protein tyrosine kinase activity, ATP binding, protein homodimerization activity, protein binding, platelet-derived growth factor alpha-receptor activity, vascular endothelial growth factor-activated receptor activity, platelet-derived growth factor binding, platelet-derived growth factor receptor binding, vascular endothelial growth factor binding"
"221";"P16284";374;374;"P16284-2";"PECA1_HUMAN";"Platelet endothelial cell adhesion molecule";"PECAM1";1;1;0,00018645581310834;0;1;0;1;NA;NA;"platelet alpha granule membrane, plasma membrane, cell junction, extracellular vesicular exosome, extracellular space, integral component of membrane";7,25900116144019e-05;"protein binding"
"222";"P16284";373;373;"P16284-3";"PECA1_HUMAN";"Platelet endothelial cell adhesion molecule";"PECAM1";1;1;0,00018645581310834;0;1;0;1;NA;NA;"platelet alpha granule membrane, plasma membrane, cell junction, extracellular vesicular exosome, extracellular space, integral component of membrane";7,25900116144019e-05;"protein binding"
"223";"P16284";375;375;"P16284-1";"PECA1_HUMAN";"Platelet endothelial cell adhesion molecule";"PECAM1";1;1;0,00018645581310834;0;1;0;1;NA;NA;"platelet alpha granule membrane, plasma membrane, cell junction, extracellular vesicular exosome, extracellular space, integral component of membrane";7,25900116144019e-05;"protein binding"
"224";"P16615";377;377;"P16615-1";"AT2A2_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2";"ATP2A2";4;6;0,000299331366763561;3;3;3;3;NA;NA;"endoplasmic reticulum membrane, membrane, platelet dense tubular network membrane, sarcoplasmic reticulum membrane, integral component of plasma membrane, sarcoplasmic reticulum, intracellular membrane-bounded organelle";0,000435540069686411;"S100 protein binding, protein C-terminus binding, calcium-transporting ATPase activity involved in regulation of cardiac muscle cell membrane potential, ATP binding, metal ion binding, enzyme binding, calcium-transporting ATPase activity, protein binding"
"225";"P16885";378;378;"P16885";"PLCG2_HUMAN";"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2";"PLCG2";1;1;4,35112695886022e-05;1;0;1;0;0,000118791117376827;NA;"plasma membrane, cytosol, extracellular vesicular exosome";7,25900116144019e-05;"phosphatidylinositol phospholipase C activity, signal transducer activity, phospholipase C activity, protein binding"
"226";"P17066";381;381;"P17066";"HSP76_HUMAN";"Heat shock 70 kDa protein 6";"HSPA6";1;1;6,64814409908514e-05;0;1;0;1;0;0,000161841731359352;"extracellular vesicular exosome, cytosol, blood microparticle, cytoplasm, centriole";7,25900116144019e-05;"heat shock protein binding, enzyme binding, ATPase activity, coupled, ATP binding, unfolded protein binding"
"227";"P17081";382;382;"P17081";"RHOQ_HUMAN";"Rho-related GTP-binding protein RhoQ";"RHOQ";2;2;0,000268496370876009;2;NA;2;NA;0,000733028114544811;NA;"membrane raft, actin filament, plasma membrane, cytosol";0,000145180023228804;"GTPase activity, profilin binding, GBD domain binding, GTP binding"
"228";"P17301";383;383;"P17301";"ITA2_HUMAN";"Integrin alpha-2";"ITGA2";6;11;0,000256333326132684;6;4;7;4;0,000445340958667148;0,000249480581801068;"cell outer membrane, plasma membrane, focal adhesion, external side of plasma membrane, basal part of cell, integrin complex, nucleus, cell surface, axon terminus, perinuclear region of cytoplasm";0,00079849012775842;"metal ion binding, protein binding, collagen binding, virus receptor activity"
"229";"P17342";384;384;"P17342-1,P17342-2";"ANPRC_HUMAN";"Atrial natriuretic peptide receptor 3";"NPR3";7;12;0,000305222307003226;5;7;5;7;NA;NA;"integral component of plasma membrane, extracellular vesicular exosome";0,000871080139372822;"G-protein coupled peptide receptor activity, hormone binding, peptide hormone binding, natriuretic peptide receptor activity"
"230";"P17693";386;386;"P17693";"HLAG_HUMAN";"HLA class I histocompatibility antigen, alpha chain G";"HLA-G";1;8;0,000925150860286257;1;1;5;3;0,00148196019212708;0,000993405008977353;"integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane, MHC class I protein complex, phagocytic vesicle membrane, early endosome membrane, ER to Golgi transport vesicle membrane, Golgi membrane";0,000580720092915215;"receptor binding, protein homodimerization activity, peptide antigen binding"
"231";"P17813";387;387;"P17813-1,P17813-2";"EGLN_HUMAN";"Endoglin";"ENG";12;31;0,000648288159922886;11;11;15;16;NA;NA;"transforming growth factor beta receptor homodimeric complex, cell surface, external side of plasma membrane, cytoplasm, nucleus, extracellular space, endothelial microparticle";0,00225029036004646;"type I transforming growth factor beta receptor binding, transmembrane signaling receptor activity, type II transforming growth factor beta receptor binding, activin binding, glycosaminoglycan binding, transforming growth factor beta binding, transforming growth factor beta receptor, cytoplasmic mediator activity, transforming growth factor beta-activated receptor activity, protein homodimerization activity, galactose binding, protein binding"
"232";"P17844";388;388;"P17844";"DDX5_HUMAN";"Probable ATP-dependent RNA helicase DDX5";"DDX5";12;25;0,00138489882799872;12;8;14;11;0,00209974933020012;0,00164473176284098;"extracellular vesicular exosome, nucleus, nucleolus, ribonucleoprotein complex, catalytic step 2 spliceosome";0,00181475029036005;"pre-mRNA binding, androgen receptor binding, ATP-dependent RNA helicase activity, poly(A) RNA binding, ATP binding, transcription coactivator activity, RNA helicase activity, estrogen receptor binding, protein binding"
"233";"P17858";389;389;"P17858-1";"K6PL_HUMAN";"6-phosphofructokinase, liver type";"PFKL";3;5;0,000228302909624962;3;2;3;2;NA;NA;"cytosol, extracellular vesicular exosome, 6-phosphofructokinase complex";0,000362950058072009;"metal ion binding, ATP binding, kinase binding, 6-phosphofructokinase activity, identical protein binding, protein binding, fructose binding, fructose-6-phosphate binding"
"234";"P17987";391;391;"P17987";"TCPA_HUMAN";"T-complex protein 1 subunit alpha";"TCP1";20;44;0,0021779112098036;17;18;23;21;0,00310811830942337;0,00278208988725192;"microtubule, zona pellucida receptor complex, cell body, centrosome, extracellular vesicular exosome, acrosomal vesicle, nuclear heterochromatin, pericentriolar material, cytosol, Golgi apparatus, chaperonin-containing T-complex";0,00319396051103368;"ATP binding, poly(A) RNA binding, unfolded protein binding"
"235";"P18077";392;392;"P18077";"RL35A_HUMAN";"60S ribosomal protein L35a";"RPL35A";4;8;0,0020015184010757;3;3;4;4;0,00273219569966702;0,00267851424642783;"extracellular vesicular exosome, cytosol, cytosolic large ribosomal subunit";0,000580720092915215;"tRNA binding, poly(A) RNA binding, structural constituent of ribosome"
"236";"P18124";393;393;"P18124";"RL7_HUMAN";"60S ribosomal protein L7";"RPL7";7;16;0,00188651179940099;7;6;8;8;0,0024237219916401;0,00267311401609229;"cytosolic large ribosomal subunit, cytosol, ribonucleoprotein complex, nucleus, extracellular vesicular exosome";0,00116144018583043;"poly(A) RNA binding, mRNA binding, protein homodimerization activity, structural constituent of ribosome, protein binding, RNA binding, DNA binding"
"237";"P18465";394;394;"P18465";"1B57_HUMAN";"HLA class I histocompatibility antigen, B-57 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"early endosome membrane, plasma membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, endoplasmic reticulum, phagocytic vesicle membrane, Golgi apparatus, Golgi membrane, cell surface";0;"peptide antigen binding"
"238";"P18669";397;397;"P18669";"PGAM1_HUMAN";"Phosphoglycerate mutase 1";"PGAM1";4;7;0,000758449394108411;3;3;4;3;0,00118323435812351;0,000869989863505101;"extracellular vesicular exosome, cytoplasm, cytosol";0,000508130081300813;"bisphosphoglycerate mutase activity, phosphoglycerate mutase activity, bisphosphoglycerate 2-phosphatase activity, protein binding, protein kinase binding"
"239";"P19012";400;400;"P19012";"K1C15_HUMAN";"Keratin, type I cytoskeletal 15";"KRT15";0;0;0;0;0;0;0;0;0;"nucleus, extracellular vesicular exosome, intermediate filament";0;"structural constituent of cytoskeleton, scaffold protein binding, protein binding"
"240";"P19013";401;401;"P19013";"K2C4_HUMAN";"Keratin, type II cytoskeletal 4";"KRT4";0;0;0;0;NA;0;NA;0;NA;"intermediate filament cytoskeleton, keratin filament, intermediate filament, cell surface, nucleus";0;"protein binding, structural molecule activity"
"241";"P19021";402;402;"P19021-5";"AMD_HUMAN";"Peptidyl-glycine alpha-amidating monooxygenase";"PAM";2;2;5,6569122332561e-05;NA;2;NA;2;NA;NA;"trans-Golgi network, plasma membrane, perinuclear region of cytoplasm, extracellular space, extracellular vesicular exosome, neuron projection, integral component of membrane, cell surface, perikaryon, secretory granule membrane";0,000145180023228804;"zinc ion binding, peptidylamidoglycolate lyase activity, copper ion binding, protein binding, calcium ion binding, L-ascorbic acid binding, peptidylglycine monooxygenase activity"
"242";"P19087";403;403;"P19087";"GNAT2_HUMAN";"Guanine nucleotide-binding protein G(t) subunit alpha-2";"GNAT2";1;1;9,8341058143538e-05;1;0;1;0;0,000266150800714133;0;"heterotrimeric G-protein complex, extrinsic component of cytoplasmic side of plasma membrane, photoreceptor outer segment, photoreceptor inner segment, plasma membrane, photoreceptor outer segment membrane";7,25900116144019e-05;"GTP binding, G-protein coupled receptor binding, GTPase activity, signal transducer activity, metal ion binding, G-protein beta/gamma-subunit complex binding, G-protein coupled photoreceptor activity"
"243";"P19174";404;404;"P19174-2";"PLCG1_HUMAN";"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1";"PLCG1";1;1;4,26680279299084e-05;0;1;0;1;NA;NA;"lamellipodium, ruffle, cytosol, cell projection, COP9 signalosome, cytoplasm, plasma membrane";7,25900116144019e-05;"receptor signaling protein activity, phosphatidylinositol phospholipase C activity, protein kinase binding, protein binding, neurotrophin TRKA receptor binding, calcium ion binding, phospholipase C activity"
"244";"P19338";405;405;"P19338";"NUCL_HUMAN";"Nucleolin";"NCL";18;54;0,00209313720112494;13;16;23;31;0,00243396307047802;0,00321610337335172;"ribonucleoprotein complex, cell cortex, nucleus, nucleolus, extracellular vesicular exosome, nucleoplasm";0,0039198606271777;"nucleotide binding, protein C-terminus binding, poly(A) RNA binding, RNA binding, telomeric DNA binding, identical protein binding, protein binding"
"245";"P19634";406;406;"P19634-1";"SL9A1_HUMAN";"Sodium/hydrogen exchanger 1";"SLC9A1";2;3;0,000101303845453218;NA;2;NA;3;NA;NA;"mitochondrion, extracellular vesicular exosome, cytoplasm, nucleus, endoplasmic reticulum, integral component of membrane, plasma membrane, endoplasmic reticulum membrane, basolateral plasma membrane, membrane raft";0,000217770034843206;"solute:proton antiporter activity, calcium-dependent protein binding, sodium:proton antiporter activity, protein binding"
"246";"P20020";407;407;"P20020-5";"AT2B1_HUMAN";"Plasma membrane calcium-transporting ATPase 1";"ATP2B1";2;2;7,98454958076698e-05;2;0;2;0;NA;NA;"integral component of plasma membrane, extracellular vesicular exosome, plasma membrane";0,000145180023228804;"ATP binding, metal ion binding, protein binding, calcium-transporting ATPase activity"
"247";"P20020";408;408;"P20020-3";"AT2B1_HUMAN";"Plasma membrane calcium-transporting ATPase 1";"ATP2B1";2;2;7,98454958076698e-05;2;0;2;0;NA;NA;"integral component of plasma membrane, extracellular vesicular exosome, plasma membrane";0,000145180023228804;"ATP binding, metal ion binding, protein binding, calcium-transporting ATPase activity"
"248";"P20039";409;409;"P20039";"2B1B_HUMAN";"HLA class II histocompatibility antigen, DRB1-11 beta chain";"HLA-DRB1";0;0;0;0;0;0;0;0;NA;"integral component of lumenal side of endoplasmic reticulum membrane, lysosomal membrane, MHC class II protein complex, late endosome membrane, endocytic vesicle membrane, trans-Golgi network membrane, transport vesicle membrane, ER to Golgi transport vesicle membrane, Golgi membrane, plasma membrane, extracellular vesicular exosome, clathrin-coated endocytic vesicle membrane, integral component of plasma membrane";0;"MHC class II receptor activity"
"249";"P20231";411;411;"P20231,Q15661-1,Q15661-2";"TRYB1_HUMAN, TRYB2_HUMAN";"Tryptase alpha/beta-1, Tryptase beta-2";"TPSAB1, TPSB2";3;9;0,000300227760161355;3;2;5;4;0,00136609784983351;0,00107140569857113;"extracellular region";0,000653310104529617;"serine-type endopeptidase activity, serine-type peptidase activity"
"250";"P20337";412;412;"O95716,P20337";"RAB3B_HUMAN, RAB3D_HUMAN";"Ras-related protein Rab-3B, Ras-related protein Rab-3D";"RAB3B, RAB3D";1;1;9,42495822424346e-05;1;0;1;0;0,000257312951167271;0;"cytosol, perinuclear region of cytoplasm, vesicle, secretory granule, extracellular vesicular exosome, plasma membrane, cytoplasm, synaptic vesicle";7,25900116144019e-05;"GTP binding, GDP binding"
"251";"P20338";413;413;"P20338";"RAB4A_HUMAN";"Ras-related protein Rab-4A";"RAB4A";1;1;0,000189363839551314;0;1;0;1;NA;0,000506828957179577;"perinuclear region of cytoplasm, extracellular vesicular exosome, vesicle, endosome, membrane";7,25900116144019e-05;"GDP binding, protein transporter activity, GTP binding, GTPase activity, protein binding"
"252";"P20618";414;414;"P20618";"PSB1_HUMAN";"Proteasome subunit beta type-1";"PSMB1";2;5;0,000570972572920973;2;2;3;2;0,000935295208392238;0,000611279184869421;"nucleus, proteasome complex, nucleoplasm, extracellular vesicular exosome, cytosol, proteasome core complex";0,000362950058072009;"protein binding, threonine-type endopeptidase activity"
"253";"P20645";415;415;"P20645";"MPRD_HUMAN";"Cation-dependent mannose-6-phosphate receptor";"M6PR";1;2;0,000198706700467804;NA;1;NA;2;NA;0,000531834958677005;"endosome, lysosomal membrane, late endosome, integral component of plasma membrane";0,000145180023228804;"transmembrane signaling receptor activity, mannose binding, mannose transmembrane transporter activity"
"254";"P20701";418;418;"P20701-3";"ITAL_HUMAN";"Integrin alpha-L";"ITGAL";3;4;0,00116042448609375;3;0;4;0;NA;NA;"immunological synapse, plasma membrane, external side of plasma membrane, integrin complex, extracellular vesicular exosome";0,000290360046457607;"metal ion binding, cell adhesion molecule binding, protein binding"
"255";"P20701";419;419;"P20701-2";"ITAL_HUMAN";"Integrin alpha-L";"ITGAL";1;1;0,000446920241265835;0;1;0;1;NA;NA;"immunological synapse, plasma membrane, external side of plasma membrane, integrin complex, extracellular vesicular exosome";7,25900116144019e-05;"metal ion binding, cell adhesion molecule binding, protein binding"
"256";"P20701";417;417;"P20701-1";"ITAL_HUMAN";"Integrin alpha-L";"ITGAL";1;1;0,000446920241265835;0;1;0;1;NA;NA;"immunological synapse, plasma membrane, external side of plasma membrane, integrin complex, extracellular vesicular exosome";7,25900116144019e-05;"metal ion binding, cell adhesion molecule binding, protein binding"
"257";"P20908";421;421;"P20908";"CO5A1_HUMAN";"Collagen alpha-1(V) chain";"COL5A1";2;2;2,99465484382926e-05;NA;2;NA;2;NA;8,01514056330416e-05;"collagen type V trimer, extracellular matrix, basement membrane, extracellular vesicular exosome, endoplasmic reticulum lumen, extracellular region";0,000145180023228804;"integrin binding, metal ion binding, heparin binding, platelet-derived growth factor binding, extracellular matrix structural constituent, proteoglycan binding"
"258";"P20929";422;422;"P20929";"NEBU_HUMAN";"Nebulin";"NEB";8;11;4,53935609780627e-05;7;4;7;4;7,88645482360027e-05;4,41800220583387e-05;"actin cytoskeleton, cytosol, extracellular vesicular exosome, Z disc";0,00079849012775842;"structural constituent of muscle, protein binding"
"259";"P21281";423;423;"P21281";"VATB2_HUMAN";"V-type proton ATPase subunit B, brain isoform";"ATP6V1B2";1;1;8,07853562078011e-05;NA;1;NA;1;NA;0,000216220572730231;"melanosome, endomembrane system, intracellular membrane-bounded organelle, microvillus, plasma membrane, extracellular vesicular exosome, lysosomal membrane, proton-transporting V-type ATPase, V1 domain, integral component of membrane, cytosol";7,25900116144019e-05;"proton-transporting ATPase activity, rotational mechanism, hydrogen ion transmembrane transporter activity, ATP binding"
"260";"P21333";424;424;"P21333-1,P21333-2";"FLNA_HUMAN";"Filamin-A";"FLNA";8;13;7,18043308612202e-05;5;7;5;8;NA;NA;"cortical cytoskeleton, extracellular vesicular exosome, cytosol, plasma membrane, cytoplasm, actin filament, extracellular region, nucleus, apical dendrite, Myb complex, actin cytoskeleton, dendritic shaft, perinuclear region of cytoplasm, neuronal cell body, trans-Golgi network";0,000943670150987224;"actin filament binding, transcription factor binding, poly(A) RNA binding, Rho GTPase binding, small GTPase binding, protein binding, glycoprotein binding, Ral GTPase binding, protein homodimerization activity, Rac GTPase binding, signal transducer activity, Fc-gamma receptor I complex binding"
"261";"P21796";425;425;"P21796,Q9Y277-1,Q9Y277-2";"VDAC1_HUMAN, VDAC3_HUMAN";"Voltage-dependent anion-selective channel protein 1, Voltage-dependent anion-selective channel protein 3";"VDAC1, VDAC3";1;1;3,24156395933933e-05;NA;1;NA;1;NA;0,000260279652921432;"mitochondrial nucleoid, mitochondrial outer membrane, membrane, plasma membrane, nucleus, mitochondrial inner membrane, mitochondrion, extracellular vesicular exosome, pore complex";7,25900116144019e-05;"voltage-gated anion channel activity, protein binding, porin activity"
"262";"P21802";426;426;"P21802-22";"FGFR2_HUMAN";"Fibroblast growth factor receptor 2";"FGFR2";1;1;3,62028602387018e-05;1;0;1;0;NA;NA;"membrane, nucleus, cytoplasmic membrane-bounded vesicle, extracellular region, excitatory synapse, cell surface, intracellular membrane-bounded organelle, integral component of membrane, cytoplasm, Golgi apparatus, cell cortex, plasma membrane, integral component of plasma membrane";7,25900116144019e-05;"ATP binding, fibroblast growth factor binding, protein tyrosine kinase activity, protein homodimerization activity, protein binding, fibroblast growth factor-activated receptor activity, heparin binding"
"263";"P22061";428;428;"P22061-2";"PIMT_HUMAN";"Protein-L-isoaspartate(D-aspartate) O-methyltransferase";"PCMT1";9;24;0,0029096963539867;7;8;10;14;NA;NA;"endoplasmic reticulum, extracellular vesicular exosome, cytoplasm";0,00174216027874564;"protein-L-isoaspartate (D-aspartate) O-methyltransferase activity"
"264";"P22087";429;429;"P22087";"FBRL_HUMAN";"rRNA 2'-O-methyltransferase fibrillarin";"FBL";5;8;0,000685878579807873;5;2;5;3;0,00117033304892279;0,000688403194175376;"membrane, Cajal body, nucleus, extracellular vesicular exosome, nucleolus, granular component, box C/D snoRNP complex";0,000580720092915215;"poly(A) RNA binding, protein binding, RNA binding, histone-glutamine methyltransferase activity"
"265";"P22102";430;430;"P22102-1";"PUR2_HUMAN";"Trifunctional purine biosynthetic protein adenosine-3";"GART";6;8;0,000217987152592403;5;2;5;3;NA;NA;"extracellular vesicular exosome, cytosol";0,000580720092915215;"methyltransferase activity, phosphoribosylglycinamide formyltransferase activity, phosphoribosylamine-glycine ligase activity, ATP binding, phosphoribosylformylglycinamidine cyclo-ligase activity, metal ion binding"
"266";"P22234";431;431;"P22234-1,P22234-2";"PUR6_HUMAN";"Multifunctional protein ADE2";"PAICS";9;21;0,00067992757448307;9;8;10;11;NA;NA;"cytosol, extracellular vesicular exosome";0,00152439024390244;"ATP binding, protein binding, phosphoribosylaminoimidazolesuccinocarboxamide synthase activity, identical protein binding, phosphoribosylaminoimidazole carboxylase activity"
