"";"X";"Protein.Acs";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5134";"Peptide.Count.P5136";"Spectra.Count.P5134";"Spectra.Count.P5136";"DNSAF.P5134";"DNSAF.P5136";"Unspecific.Spectra.Count";"Go.Cc";"norm.sc"
"458";458;"P16070";"P16070-1";"CD44_HUMAN";"CD44 antigen";"CD44";2;2;"3.28383463909752E-4";1;1;1;1;"0";"0";62;"extracellular vesicular exosome, integral component of plasma membrane, basolateral plasma membrane, external side of plasma membrane, cell surface";9,87654320987654e-05
"459";459;"P16070";"P16070-6";"CD44_HUMAN";"CD44 antigen";"CD44";1;1;"1.64191731954876E-4";1;0;1;0;"0";"0";62;"extracellular vesicular exosome, integral component of plasma membrane, basolateral plasma membrane, external side of plasma membrane, cell surface";4,93827160493827e-05
"460";460;"P16070";"P16070-8";"CD44_HUMAN";"CD44 antigen";"CD44";1;2;"3.28383463909752E-4";1;1;1;1;"0";"0";62;"extracellular vesicular exosome, integral component of plasma membrane, basolateral plasma membrane, external side of plasma membrane, cell surface";9,87654320987654e-05
"461";461;"P16070";"P16070-3";"CD44_HUMAN";"CD44 antigen";"CD44";1;3;"4.92575195864628E-4";1;1;1;2;"0";"0";62;"extracellular vesicular exosome, integral component of plasma membrane, basolateral plasma membrane, external side of plasma membrane, cell surface";0,000148148148148148
"462";462;"P16070";"P16070-14";"CD44_HUMAN";"CD44 antigen";"CD44";2;2;"3.28383463909752E-4";2;0;2;0;"0";"0";62;"extracellular vesicular exosome, integral component of plasma membrane, basolateral plasma membrane, external side of plasma membrane, cell surface";9,87654320987654e-05
"463";463;"P16070";"P16070-4";"CD44_HUMAN";"CD44 antigen";"CD44";1;1;"1.64191731954876E-4";1;0;1;0;"0";"0";62;"extracellular vesicular exosome, integral component of plasma membrane, basolateral plasma membrane, external side of plasma membrane, cell surface";4,93827160493827e-05
"465";465;"P16144";"P16144-3";"ITB4_HUMAN";"Integrin beta-4";"ITGB4";2;2;"2.0151465591262E-5";2;0;2;0;"0";"0";0;"integrin complex, hemidesmosome, cell leading edge, basement membrane, cell surface, extracellular vesicular exosome, basal plasma membrane";9,87654320987654e-05
"466";466;"P16150";"P16150";"LEUK_HUMAN";"Leukosialin";"SPN";8;28;"0.00132937133871184";8;1;27;1;"0.00249087297866656";"2.88006151480202E-4";1;"integral component of plasma membrane, uropod, cell surface, basement membrane, extracellular space, external side of plasma membrane, extracellular vesicular exosome";0,00138271604938272
"467";467;"P16152";"P16152";"CBR1_HUMAN";"Carbonyl reductase [NADPH] 1";"CBR1";4;5;"4.41828764227189E-4";0;4;0;5;"0";"0.00184841493128088";2;"extracellular vesicular exosome, cytosol";0,000246913580246914
"468";468;"P16157";"P16157-8";"ANK1_HUMAN";"Ankyrin-1";"ANK1";1;1;"1.28095988910963E-5";1;0;1;0;"0";"0";2;"cortical cytoskeleton, spectrin-associated cytoskeleton, postsynaptic membrane, sarcoplasmic reticulum, cytosol, basolateral plasma membrane, axolemma, sarcolemma, nucleus, M band, Z disc";4,93827160493827e-05
"469";469;"P16157";"P16157-1";"ANK1_HUMAN";"Ankyrin-1";"ANK1";1;1;"1.21996179915203E-5";1;0;1;0;"0";"0";1;"cortical cytoskeleton, spectrin-associated cytoskeleton, postsynaptic membrane, sarcoplasmic reticulum, cytosol, basolateral plasma membrane, axolemma, sarcolemma, nucleus, M band, Z disc";4,93827160493827e-05
"470";470;"P16157";"P16157-13";"ANK1_HUMAN";"Ankyrin-1";"ANK1";1;1;"1.21996179915203E-5";1;0;1;0;"0";"0";1;"cortical cytoskeleton, spectrin-associated cytoskeleton, postsynaptic membrane, sarcoplasmic reticulum, cytosol, basolateral plasma membrane, axolemma, sarcolemma, nucleus, M band, Z disc";4,93827160493827e-05
"471";471;"P16157";"P16157-10";"ANK1_HUMAN";"Ankyrin-1";"ANK1";1;1;"1.21996179915203E-5";1;0;1;0;"0";"0";1;"cortical cytoskeleton, spectrin-associated cytoskeleton, postsynaptic membrane, sarcoplasmic reticulum, cytosol, basolateral plasma membrane, axolemma, sarcolemma, nucleus, M band, Z disc";4,93827160493827e-05
"472";472;"P16188";"P16188";"1A30_HUMAN";"HLA class I histocompatibility antigen, A-30 alpha chain";"HLA-A";0;0;"0";0;0;0;0;"0";"0";79;"extracellular vesicular exosome, integral component of lumenal side of endoplasmic reticulum membrane, phagocytic vesicle membrane, early endosome membrane, Golgi membrane, integral component of plasma membrane, ER to Golgi transport vesicle membrane, MHC class I protein complex";0
"473";473;"P16190";"P16190";"1A33_HUMAN";"HLA class I histocompatibility antigen, A-33 alpha chain";"HLA-A";0;0;"0";0;0;0;0;"0";"0";93;"Golgi membrane, plasma membrane, phagocytic vesicle membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, early endosome membrane";0
"474";474;"P16234";"P16234-3";"PGFRA_HUMAN";"Platelet-derived growth factor receptor alpha";"PDGFRA";2;2;"3.37153079038379E-5";2;0;2;0;"0";"0";0;"integral component of plasma membrane, cytoplasm, nucleus, external side of plasma membrane";9,87654320987654e-05
"475";475;"P16284";"P16284-2";"PECA1_HUMAN";"Platelet endothelial cell adhesion molecule";"PECAM1";1;1;"1.24376593181841E-4";1;0;1;0;"0";"0";12;"cell junction, extracellular space, extracellular vesicular exosome, integral component of membrane, plasma membrane, platelet alpha granule membrane";4,93827160493827e-05
"476";476;"P16284";"P16284-1";"PECA1_HUMAN";"Platelet endothelial cell adhesion molecule";"PECAM1";1;1;"1.24376593181841E-4";1;0;1;0;"0";"0";12;"cell junction, extracellular space, extracellular vesicular exosome, integral component of membrane, plasma membrane, platelet alpha granule membrane";4,93827160493827e-05
"477";477;"P16284";"P16284-3";"PECA1_HUMAN";"Platelet endothelial cell adhesion molecule";"PECAM1";1;1;"1.24376593181841E-4";1;0;1;0;"0";"0";12;"cell junction, extracellular space, extracellular vesicular exosome, integral component of membrane, plasma membrane, platelet alpha granule membrane";4,93827160493827e-05
"480";480;"P16615";"P16615-4";"AT2A2_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2";"ATP2A2";1;1;"8.33710252555958E-5";0;1;0;1;"0";"0";17;"platelet dense tubular network membrane, integral component of plasma membrane, sarcoplasmic reticulum membrane";4,93827160493827e-05
"481";481;"P16615";"P16615-1";"AT2A2_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2";"ATP2A2";1;1;"8.33710252555958E-5";1;0;1;0;"0";"0";17;"platelet dense tubular network membrane, integral component of plasma membrane, sarcoplasmic reticulum membrane";4,93827160493827e-05
"482";482;"P16885";"P16885";"PLCG2_HUMAN";"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2";"PLCG2";1;1;"2.90244824563474E-5";1;0;1;0;"5.83428014326818E-5";"0";2;"plasma membrane, cytosol, extracellular vesicular exosome";4,93827160493827e-05
"485";485;"P17066";"P17066";"HSP76_HUMAN";"Heat shock 70 kDa protein 6";"HSPA6";1;1;"6.54417724171463E-5";1;0;1;0;"1.12030250528228E-4";"0";24;"blood microparticle, extracellular vesicular exosome";4,93827160493827e-05
"486";486;"P17081";"P17081";"RHOQ_HUMAN";"Rho-related GTP-binding protein RhoQ";"RHOQ";2;2;"1.79102294181851E-4";2;0;2;0;"3.60017774694354E-4";"0";0;"plasma membrane, cytosol, membrane raft, actin filament";9,87654320987654e-05
"487";487;"P17301";"P17301";"ITA2_HUMAN";"Integrin alpha-2";"ITGA2";6;11;"1.70988854098253E-4";6;0;11;0;"3.43708756111671E-4";"0";0;"integrin complex, external side of plasma membrane, perinuclear region of cytoplasm, basal part of cell, axon terminus, cell surface, cell outer membrane, focal adhesion, nucleus";0,00054320987654321
"488";488;"P17342";"P17342-1,P17342-2";"ANPRC_HUMAN";"Atrial natriuretic peptide receptor 3";"NPR3";7;12;"2.03600574716891E-4";7;0;12;0;"0";"0";0;"integral component of plasma membrane";0,000592592592592593
"490";490;"P17693";"P17693";"HLAG_HUMAN";"HLA class I histocompatibility antigen, alpha chain G";"HLA-G";1;8;"6.00088499097471E-4";1;0;8;0;"0.00124050374643848";"0";7;"Golgi membrane, early endosome membrane, plasma membrane, phagocytic vesicle membrane, MHC class I protein complex, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane";0,000395061728395062
"491";491;"P17813";"P17813-1,P17813-2";"EGLN_HUMAN";"Endoglin";"ENG";12;31;"4.32444939029507E-4";12;0;31;0;"0";"0";0;"endothelial microparticle, extracellular space, external side of plasma membrane, transforming growth factor beta receptor homodimeric complex, cytoplasm, nucleus, cell surface";0,00153086419753086
"492";492;"P17844";"P17844";"DDX5_HUMAN";"Probable ATP-dependent RNA helicase DDX5";"DDX5";12;37;"0.00137953623699432";12;7;25;12;"0.0018767343330321";"0.00186236333928566";20;"catalytic step 2 spliceosome, extracellular vesicular exosome, nucleolus";0,00182716049382716
"493";493;"P17858";"P17858-1";"K6PL_HUMAN";"6-phosphofructokinase, liver type";"PFKL";4;9;"2.74585248024526E-4";3;3;5;4;"0";"0";8;"6-phosphofructokinase complex, extracellular vesicular exosome";0,000444444444444444
"495";495;"P17987";"P17987";"TCPA_HUMAN";"T-complex protein 1 subunit alpha";"TCP1";22;72;"0.00237729304147852";20;15;44;28;"0.00292028806451715";"0.00386770850908664";0;"cell body, plasma membrane, Golgi apparatus, chaperonin-containing T-complex, extracellular vesicular exosome, nuclear heterochromatin, nucleus, microtubule, zona pellucida receptor complex, cytosol, cell junction, centrosome, acrosomal vesicle, pericentriolar material";0,00355555555555556
"496";496;"P18077";"P18077";"RL35A_HUMAN";"60S ribosomal protein L35a";"RPL35A";5;15;"0.00250336161185996";4;4;8;7;"0.00268376886590336";"0.00488737711602766";0;"cytosolic large ribosomal subunit, extracellular vesicular exosome";0,000740740740740741
"498";498;"P18464";"P18464,P30490,P30498";"1B51_HUMAN, 1B52_HUMAN, 1B78_HUMAN";"HLA class I histocompatibility antigen, B-51 alpha chain, HLA class I histocompatibility antigen, B-52 alpha chain, HLA class I histocompatibility antigen, B-78 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";72;"cell surface, Golgi membrane, ER to Golgi transport vesicle membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, phagocytic vesicle membrane";0
"499";499;"P18465";"P18465";"1B57_HUMAN";"HLA class I histocompatibility antigen, B-57 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";79;"ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane, cell surface, MHC class I protein complex";0
"506";506;"P18669";"P18669";"PGAM1_HUMAN";"Phosphoglycerate mutase 1";"PGAM1";4;7;"5.05928724706606E-4";4;0;7;0;"0.00101697934387086";"0";0;"cytosol, extracellular vesicular exosome";0,000345679012345679
"509";509;"P19012";"P19012";"K1C15_HUMAN";"Keratin, type I cytoskeletal 15";"KRT15";0;0;"0";0;0;0;0;"0";"0";36;"extracellular vesicular exosome, intermediate filament";0
"511";511;"P19021";"P19021-5";"AMD_HUMAN";"Peptidyl-glycine alpha-amidating monooxygenase";"PAM";2;2;"3.77348101821988E-5";2;0;2;0;"0";"0";0;"plasma membrane, neuron projection, extracellular vesicular exosome, perinuclear region of cytoplasm, secretory granule membrane, integral component of membrane, cell surface, extracellular space, perikaryon, trans-Golgi network";9,87654320987654e-05
"513";513;"P19174";"P19174-2";"PLCG1_HUMAN";"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1";"PLCG1";1;1;"2.84619924862631E-5";1;0;1;0;"0";"0";2;"plasma membrane, cytosol, lamellipodium, COP9 signalosome, ruffle";4,93827160493827e-05
"514";514;"P19338";"P19338";"NUCL_HUMAN";"Nucleolin";"NCL";22;94;"0.00243049380907343";18;14;54;40;"0.00280661744075105";"0.00432685297998425";0;"ribonucleoprotein complex, nucleoplasm, extracellular vesicular exosome, nucleolus, cell cortex";0,00464197530864198
"517";517;"P19526";"P19526";"FUT1_HUMAN";"Galactoside 2-alpha-L-fucosyltransferase 1";"FUT1";2;3;"1.50887549207998E-4";0;2;0;3;"0";"6.31246359408661E-4";0;"Golgi apparatus, Golgi cisterna membrane, integral component of plasma membrane";0,000148148148148148
"518";518;"P19634";"P19634-1";"SL9A1_HUMAN";"Sodium/hydrogen exchanger 1";"SLC9A1";2;3;"6.75754054735204E-5";2;0;3;0;"0";"0";0;"mitochondrion, extracellular vesicular exosome, plasma membrane, endoplasmic reticulum membrane, endoplasmic reticulum, integral component of membrane, membrane raft, basolateral plasma membrane";0,000148148148148148
"519";519;"P20020";"P20020-3";"AT2B1_HUMAN";"Plasma membrane calcium-transporting ATPase 1";"ATP2B1";2;2;"5.20911049349275E-5";2;0;2;0;"0";"0";11;"extracellular vesicular exosome, integral component of plasma membrane";9,87654320987654e-05
"520";520;"P20020";"P20020-5";"AT2B1_HUMAN";"Plasma membrane calcium-transporting ATPase 1";"ATP2B1";2;2;"5.20911049349275E-5";2;0;2;0;"0";"0";11;"extracellular vesicular exosome, integral component of plasma membrane";9,87654320987654e-05
"521";521;"P20039";"P20039";"2B1B_HUMAN";"HLA class II histocompatibility antigen, DRB1-11 beta chain";"HLA-DRB1";0;0;"0";0;0;0;0;"0";"0";24;"integral component of plasma membrane, lysosomal membrane, MHC class II protein complex, trans-Golgi network membrane, clathrin-coated endocytic vesicle membrane, Golgi membrane, late endosome membrane, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane";0
"523";523;"P20231";"P20231,Q15661-1,Q15661-2";"TRYB1_HUMAN, TRYB2_HUMAN";"Tryptase alpha/beta-1, Tryptase beta-2";"TPSAB1, TPSB2";2;10;"3.43896140619146E-4";2;1;8;2;"0.00120769598965651";"0.00148948635917034";6;"extracellular region";0,000493827160493827
"524";524;"P20338";"P20338";"RAB4A_HUMAN";"Ras-related protein Rab-4A";"RAB4A";1;2;"2.4898675743069E-4";1;1;1;1;"2.59871985254727E-4";"5.04799514331496E-4";4;"extracellular vesicular exosome, membrane, perinuclear region of cytoplasm, endosome";9,87654320987654e-05
"525";525;"P20618";"P20618";"PSB1_HUMAN";"Proteasome subunit beta type-1";"PSMB1";5;16;"0.00121878739609226";2;5;5;11;"7.65597964858324E-4";"0.00350546906365944";0;"proteasome core complex, extracellular vesicular exosome, nucleoplasm, cytosol";0,000790123456790123
"526";526;"P20645";"P20645";"MPRD_HUMAN";"Cation-dependent mannose-6-phosphate receptor";"M6PR";1;2;"1.32548629268157E-4";1;0;2;0;"2.66439147336976E-4";"0";0;"lysosomal membrane, endosome, late endosome, integral component of plasma membrane";9,87654320987654e-05
"528";528;"P20701";"P20701-2";"ITAL_HUMAN";"Integrin alpha-L";"ITGAL";1;1;"2.39492325389133E-4";1;0;1;0;"0";"0";85;"integrin complex, immunological synapse, extracellular vesicular exosome, external side of plasma membrane";4,93827160493827e-05
"529";529;"P20701";"P20701-1";"ITAL_HUMAN";"Integrin alpha-L";"ITGAL";1;1;"2.39492325389133E-4";1;0;1;0;"0";"0";85;"integrin complex, immunological synapse, extracellular vesicular exosome, external side of plasma membrane";4,93827160493827e-05
"530";530;"P20701";"P20701-3";"ITAL_HUMAN";"Integrin alpha-L";"ITGAL";6;7;"9.51895526485022E-4";3;3;4;3;"0";"0";69;"integrin complex, immunological synapse, extracellular vesicular exosome, external side of plasma membrane";0,000345679012345679
"533";533;"P20929";"P20929";"NEBU_HUMAN";"Nebulin";"NEB";13;16;"4.40437490565655E-5";8;5;11;5;"6.08667027992028E-5";"5.75810769191186E-5";0;"Z disc, actin cytoskeleton, extracellular vesicular exosome, cytosol";0,000790123456790123
"534";534;"P21281";"P21281";"VATB2_HUMAN";"V-type proton ATPase subunit B, brain isoform";"ATP6V1B2";1;1;"5.38884104314277E-5";1;0;1;0;"1.08322373501481E-4";"0";1;"integral component of membrane, microvillus, cytosol, lysosomal membrane, melanosome, extracellular vesicular exosome, plasma membrane, proton-transporting V-type ATPase, V1 domain, Golgi apparatus";4,93827160493827e-05
"535";535;"P21333";"P21333-1,P21333-2";"FLNA_HUMAN";"Filamin-A";"FLNA";12;31;"1.25620819466685E-4";7;9;11;20;"0";"0";6;"cytosol, plasma membrane, dendritic shaft, nucleus, cortical cytoskeleton, actin filament, perinuclear region of cytoplasm, apical dendrite, extracellular vesicular exosome, trans-Golgi network, Myb complex, actin cytoskeleton, neuronal cell body";0,00153086419753086
"536";536;"P21796";"P21796,Q9Y277-1,Q9Y277-2";"VDAC1_HUMAN, VDAC3_HUMAN";"Voltage-dependent anion-selective channel protein 1, Voltage-dependent anion-selective channel protein 3";"VDAC1, VDAC3";1;1;"2.1623068496631E-5";1;0;1;0;"1.30395130410499E-4";"0";0;"mitochondrial outer membrane, mitochondrial inner membrane, pore complex, extracellular vesicular exosome, mitochondrial nucleoid, plasma membrane";4,93827160493827e-05
"537";537;"P21802";"P21802-22";"FGFR2_HUMAN";"Fibroblast growth factor receptor 2";"FGFR2";1;1;"2.41493592764079E-5";1;0;1;0;"0";"0";2;"Golgi apparatus, excitatory synapse, cell cortex, cytoplasmic membrane-bounded vesicle, nucleus, integral component of plasma membrane, extracellular region, cell surface";4,93827160493827e-05
"540";540;"P22087";"P22087";"FBRL_HUMAN";"rRNA 2'-O-methyltransferase fibrillarin";"FBL";5;8;"4.57519879218435E-4";5;0;8;0;"9.19671573985576E-4";"0";0;"box C/D snoRNP complex, extracellular vesicular exosome, granular component, Cajal body";0,000395061728395062
"541";541;"P22102";"P22102-1";"PUR2_HUMAN";"Trifunctional purine biosynthetic protein adenosine-3";"GART";9;12;"2.18114675092749E-4";6;4;8;4;"0";"0";0;"cytosol, extracellular vesicular exosome";0,000592592592592593
"542";542;"P22234";"P22234-2";"PUR6_HUMAN";"Multifunctional protein ADE2";"PAICS";10;34;"0.00146863881229118";9;7;21;13;"0";"0";0;"extracellular vesicular exosome, cytosol";0,00167901234567901
"543";543;"P22314";"P22314";"UBA1_HUMAN";"Ubiquitin-like modifier-activating enzyme 1";"UBA1";6;7;"1.21461149409715E-4";6;0;7;0;"2.44151940778071E-4";"0";0;"extracellular vesicular exosome";0,000345679012345679
"550";550;"P23276";"P23276";"KELL_HUMAN";"Kell blood group glycoprotein";"KEL";2;2;"5.01584293815293E-5";2;0;2;0;"1.00824650016861E-4";"0";0;"integral component of membrane, plasma membrane";9,87654320987654e-05
"551";551;"P23284";"P23284";"PPIB_HUMAN";"Peptidyl-prolyl cis-trans isomerase B";"PPIB";12;54;"0.00458949628840993";10;8;33;21;"0.00563777834677616";"0.00746682614948671";0;"endoplasmic reticulum lumen, extracellular vesicular exosome, melanosome, macromolecular complex";0,00266666666666667
"552";552;"P23396";"P23396";"RS3_HUMAN";"40S ribosomal protein S3";"RPS3";15;87;"0.00657261196858706";14;11;47;40;"0.00713738942218127";"0.0126422453324643";0;"ruffle membrane, nucleus, extracellular vesicular exosome, cytosolic small ribosomal subunit";0,0042962962962963
"553";553;"P23443";"P23443-2";"KS6B1_HUMAN";"Ribosomal protein S6 kinase beta-1";"RPS6KB1";1;2;"6.99351815376751E-5";1;0;2;0;"0";"0";0;"perinuclear region of cytoplasm, cell surface, cell junction, neuron projection, cytosol, mitochondrial outer membrane, mitochondrion, nucleus, synapse, cytoplasm";9,87654320987654e-05
"555";555;"P23528";"P23528";"COF1_HUMAN";"Cofilin-1";"CFL1";5;10;"0.00110590272009878";5;2;8;2;"0.0017784010557191";"9.2532096861109E-4";0;"ruffle membrane, extracellular space, cytoplasm, extracellular vesicular exosome, nucleus, cortical actin cytoskeleton, lamellipodium membrane, nuclear matrix";0,000493827160493827
"557";557;"P23634";"P23634-1,P23634-6,P23634-7,P23634-8";"AT2B4_HUMAN";"Plasma membrane calcium-transporting ATPase 4";"ATP2B4";1;1;"1.10179086184585E-5";1;0;1;0;"0";"0";19;"protein complex, integral component of plasma membrane";4,93827160493827e-05
"558";558;"P23634";"P23634-4";"AT2B4_HUMAN";"Plasma membrane calcium-transporting ATPase 4";"ATP2B4";1;5;"2.2035817236917E-4";1;0;5;0;"0";"0";19;"protein complex, integral component of plasma membrane";0,000246913580246914
"564";564;"P24752";"P24752";"THIL_HUMAN";"Acetyl-CoA acetyltransferase, mitochondrial";"ACAT1";16;53;"0.00227862579190376";16;4;46;7;"0.00397537191495053";"0.00125904328515935";0;"mitochondrial matrix, mitochondrial inner membrane, extracellular vesicular exosome";0,00261728395061728
"565";565;"P24821";"P24821-5";"TENA_HUMAN";"Tenascin";"TNC";3;194;"0.00161810500672699";1;3;61;133;"0";"0";0;"basement membrane, interstitial matrix, extracellular space";0,00958024691358025
"566";566;"P24821";"P24821-4";"TENA_HUMAN";"Tenascin";"TNC";3;5;"4.17037372867781E-5";3;0;5;0;"0";"0";0;"basement membrane, interstitial matrix, extracellular space";0,000246913580246914
"567";567;"P25054";"P25054-1";"APC_HUMAN";"Adenomatous polyposis coli protein";"APC";2;2;"1.29145164640448E-5";2;0;2;0;"0";"0";0;"centrosome, nucleus, lamellipodium, microtubule plus-end, adherens junction, ruffle membrane, lateral plasma membrane, axonal growth cone, beta-catenin destruction complex, cytosol, cytoplasmic microtubule, tight junction, kinetochore";9,87654320987654e-05
"568";568;"P25098";"P25098";"ARBK1_HUMAN";"Beta-adrenergic receptor kinase 1";"ADRBK1";3;5;"1.33221953219446E-4";3;0;5;0;"2.67792611800952E-4";"0";0;"plasma membrane, cytosol";0,000246913580246914
"571";571;"P25445";"P25445-1,P25445-6";"TNR6_HUMAN";"Tumor necrosis factor receptor superfamily member 6";"FAS";5;8;"2.19199822730026E-4";5;0;8;0;"0";"0";0;"integral component of membrane, CD95 death-inducing signaling complex, extracellular vesicular exosome, membrane raft, cytosol, nucleus, cell surface, external side of plasma membrane";0,000395061728395062
"572";572;"P25685";"P25685";"DNJB1_HUMAN";"DnaJ homolog subfamily B member 1";"DNAJB1";2;2;"1.07988147962587E-4";0;2;0;2;"0";"4.51774355263061E-4";0;"extracellular vesicular exosome, nucleolus, cytoplasm";9,87654320987654e-05
"573";573;"P25705";"P25705";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";24;97;"0.00322011674485181";20;15;63;34;"0.00420400502728533";"0.0047219815070895";0;"mitochondrial matrix, plasma membrane, mitochondrial proton-transporting ATP synthase complex, proton-transporting ATP synthase complex, catalytic core F(1), extracellular vesicular exosome";0,00479012345679012
"574";574;"P25786";"P25786-1,P25786-2";"PSA1_HUMAN";"Proteasome subunit alpha type-1";"PSMA1";7;18;"6.2822002426904E-4";7;3;12;6;"0";"0";0;"centrosome, extracellular vesicular exosome, proteasome core complex, alpha-subunit complex, cytosol, nucleoplasm, proteasome core complex, polysome";0,000888888888888889
"575";575;"P25787";"P25787";"PSA2_HUMAN";"Proteasome subunit alpha type-2";"PSMA2";2;3;"2.35358784021022E-4";1;2;1;2;"1.57700093616116E-4";"6.56424276877953E-4";0;"nucleoplasm, cytoplasmic mRNA processing body, proteasome core complex, alpha-subunit complex, proteasome core complex, extracellular vesicular exosome, cytosol";0,000148148148148148
"576";576;"P25788";"P25788-1,P25788-2";"PSA3_HUMAN";"Proteasome subunit alpha type-3";"PSMA3";10;22;"7.91913085058968E-4";9;5;15;7;"0";"0";0;"extracellular vesicular exosome, proteasome core complex, alpha-subunit complex, proteasome core complex, cytosol, nucleoplasm";0,00108641975308642
"577";577;"P25789";"P25789-1";"PSA4_HUMAN";"Proteasome subunit alpha type-4";"PSMA4";7;18;"0.00126606794163032";5;3;10;8;"0";"0";0;"nucleoplasm, cytosol, proteasome core complex, extracellular vesicular exosome, cytoplasmic mRNA processing body, proteasome core complex, alpha-subunit complex";0,000888888888888889
"578";578;"P26038";"P26038";"MOES_HUMAN";"Moesin";"MSN";24;164;"0.00609237046877177";23;16;103;61;"0.00777986028981627";"0.00927932669290012";30;"apical plasma membrane, apical part of cell, basolateral plasma membrane, filopodium, microvillus membrane, extracellular vesicular exosome, cytoskeleton, cytoplasm, nucleolus, uropod, extrinsic component of membrane, plasma membrane, microvillus, blood microparticle";0,00809876543209877
"580";580;"P26232";"P26232-3";"CTNA2_HUMAN";"Catenin alpha-2";"CTNNA2";2;2;"3.85267264504506E-5";0;2;0;2;"0";"0";0;"cell-cell adherens junction, basolateral plasma membrane, axon, cytosol, lamellipodium, actin cytoskeleton, adherens junction";9,87654320987654e-05
"583";583;"P26583";"P26583";"HMGB2_HUMAN";"High mobility group protein B2";"HMGB2";8;17;"0.00149323324216208";8;0;17;0;"0.0030015836000235";"0";0;"extracellular space, nucleoplasm, condensed chromosome, perinuclear region of cytoplasm, protein complex";0,000839506172839506
"584";584;"P26599";"P26599-1,P26599-2,P26599-3";"PTBP1_HUMAN";"Polypyrimidine tract-binding protein 1";"PTBP1";9;23;"3.26222344707104E-4";9;3;20;3;"0";"0";6;"nucleoplasm, nucleolus, extracellular vesicular exosome";0,0011358024691358
"585";585;"P26639";"P26639";"SYTC_HUMAN";"Threonine--tRNA ligase, cytoplasmic";"TARS";9;14;"3.55479657193577E-4";9;0;14;0;"7.14558100534436E-4";"0";0;"actin cytoskeleton, cytosol, extracellular vesicular exosome";0,000691358024691358
"588";588;"P26951";"P26951-1,P26951-2";"IL3RA_HUMAN";"Interleukin-3 receptor subunit alpha";"IL3RA";2;2;"4.85660982900521E-5";2;0;2;0;"0";"0";0;"integral component of membrane, plasma membrane";9,87654320987654e-05
"589";589;"P27105";"P27105-1";"STOM_HUMAN";"Erythrocyte band 7 integral membrane protein";"STOM";8;18;"0.00114737407210248";8;0;18;0;"0";"0";0;"extracellular vesicular exosome, blood microparticle, melanosome, integral component of plasma membrane, cytoskeleton, cytoplasm, membrane raft";0,000888888888888889
"590";590;"P27348";"P27348";"1433T_HUMAN";"14-3-3 protein theta";"YWHAQ";3;3;"2.68861481366042E-4";3;0;3;0;"5.85927111674574E-4";"0";8;"cytosol, protein complex, extracellular vesicular exosome, cytoplasmic vesicle membrane";0,000148148148148148
"591";591;"P27487";"P27487";"DPP4_HUMAN";"Dipeptidyl peptidase 4";"DPP4";6;8;"1.91728304476655E-4";6;0;8;0;"3.85397617819021E-4";"0";0;"integral component of membrane, intercellular canaliculus, membrane raft, lamellipodium, endocytic vesicle, lysosomal membrane, lamellipodium membrane, apical plasma membrane, invadopodium membrane, cell surface, extracellular vesicular exosome";0,000395061728395062
"595";595;"P27708";"P27708";"PYR1_HUMAN";"CAD protein";"CAD";14;30;"2.47523395329974E-4";10;6;18;12;"2.98531592948801E-4";"4.14211094263661E-4";0;"neuronal cell body, terminal bouton, nuclear matrix, protein complex, extracellular vesicular exosome, cytosol";0,00148148148148148
"596";596;"P27797";"P27797";"CALR_HUMAN";"Calreticulin";"CALR";10;32;"0.00140876624680209";9;4;24;8;"0.00212384586510338";"0.00147341276536634";0;"endocytic vesicle lumen, acrosomal vesicle, nucleus, cytosol, extracellular space, endoplasmic reticulum lumen, perinuclear region of cytoplasm, Golgi apparatus, external side of plasma membrane, sarcoplasmic reticulum lumen, proteinaceous extracellular matrix, polysome, MHC class I peptide loading complex, extracellular vesicular exosome, cell surface, integral component of lumenal side of endoplasmic reticulum membrane";0,00158024691358025
"598";598;"P27816";"P27816-4";"MAP4_HUMAN";"Microtubule-associated protein 4";"MAP4";1;1;"7.96787550071168E-5";0;1;0;1;"0";"0";8;"microtubule associated complex, microtubule, mitotic spindle, cytoplasm, plasma membrane";4,93827160493827e-05
