"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5836.1.id.csv";"peptide.count.P5836.2.id.csv";"peptide.count.P5837.1.id.csv";"peptide.count.P5837.2.id.csv";"spectra.count.P5836.1.id.csv";"spectra.count.P5836.2.id.csv";"spectra.count.P5837.1.id.csv";"spectra.count.P5837.2.id.csv";"dNSAF.P5836.1.id.csv";"dNSAF.P5836.2.id.csv";"dNSAF.P5837.1.id.csv";"dNSAF.P5837.2.id.csv";"Go.Cc"
"473";"P22695";"P22695";"P22695";"QCR2_HUMAN";"Cytochrome b-c1 complex subunit 2, mitochondrial";"UQCRC2";14;60;0,00117704876363293;11;12;13;12;13;15;17;15;0,0013453306839397;0,00156898988594745;0,00179425621383552;0,00155053383642111;"mitochondrial respiratory chain complex III, mitochondrial inner membrane"
"474";"P22830";"P22830-1,P22830-2";"P22830-1,P22830-2";"HEMH_HUMAN";"Ferrochelatase, mitochondrial";"FECH";2;4;4,20175799783857e-05;1;1;2;NA;1;1;2;NA;NA;NA;NA;NA;"mitochondrial matrix, mitochondrial inner membrane"
"475";"P23193";"P23193-1";"P23193-1";"TCEA1_HUMAN";"Transcription elongation factor A protein 1";"TCEA1";13;44;0,00129905514710584;11;11;12;8;11;11;14;8;NA;NA;NA;NA;"nucleolus, nucleoplasm"
"476";"P23246";"P23246-1";"P23246-1";"SFPQ_HUMAN";"Splicing factor, proline- and glutamine-rich";"SFPQ";21;90;0,00115954703077905;18;18;19;17;24;22;23;21;NA;NA;NA;NA;"paraspeckles, nuclear matrix, cytoplasm"
"477";"P23284";"P23284";"P23284";"PPIB_HUMAN";"Peptidyl-prolyl cis-trans isomerase B";"PPIB";11;57;0,00234510618254365;11;11;11;11;15;14;15;13;0,00325552777684127;0,00307115242490084;0,00332025353295544;0,00281823881564319;"endoplasmic reticulum lumen, extracellular vesicular exosome, melanosome, macromolecular complex"
"478";"P23368";"P23368-1,P23368-2";"P23368-1,P23368-2";"MAOM_HUMAN";"NAD-dependent malic enzyme, mitochondrial";"ME2";4;12;9,13018989598827e-05;3;4;2;3;3;4;2;3;NA;NA;NA;NA;"mitochondrial matrix, mitochondrion"
"479";"P23381";"P23381-1";"P23381-1";"SYWC_HUMAN";"Tryptophan--tRNA ligase, cytoplasmic";"WARS";11;31;0,000584900770973007;7;7;9;7;7;7;10;7;NA;NA;NA;NA;"extracellular vesicular exosome, cytosol"
"480";"P23396";"P23396";"P23396";"RS3_HUMAN";"40S ribosomal protein S3";"RPS3";19;94;0,0034376605248983;17;17;17;18;26;23;22;23;0,00501592427839247;0,004484857509379;0,00432862682814931;0,0044321020690457;"ruffle membrane, nucleus, extracellular vesicular exosome, cytosolic small ribosomal subunit"
"481";"P23434";"P23434";"P23434";"GCSH_HUMAN";"Glycine cleavage system H protein, mitochondrial";"GCSH";2;3;0,000154104939284889;1;2;NA;NA;1;2;NA;NA;0,000270980346742857;0,000547786064226739;NA;NA;"glycine cleavage complex, mitochondrion"
"482";"P23526";"P23526";"P23526";"SAHH_HUMAN";"Adenosylhomocysteinase";"AHCY";19;88;0,00189071328869407;16;17;15;17;20;24;19;25;0,0022737019393812;0,00273771301876874;0,00221350235530363;0,00281823881564319;"cytosol, melanosome, extracellular vesicular exosome"
"483";"P23528";"P23528";"P23528";"COF1_HUMAN";"Cofilin-1";"CFL1";12;110;0,00604512868060927;11;10;11;12;28;25;25;32;0,00818007145589364;0,00713606845717062;0,00747749405475599;0,00930025932522642;"ruffle membrane, extracellular space, cytoplasm, extracellular vesicular exosome, nucleus, cortical actin cytoskeleton, lamellipodium membrane, nuclear matrix"
"484";"P23588";"P23588";"P23588";"IF4B_HUMAN";"Eukaryotic translation initiation factor 4B";"EIF4B";11;36;0,000523603688961422;8;11;8;8;8;12;8;8;0,000613808183129483;0,000930608731043134;0,000626011795411565;0,000613107978525926;"cytosol, eukaryotic translation initiation factor 4F complex"
"485";"P23919";"P23919";"P23919";"KTHY_HUMAN";"Thymidylate kinase";"DTYMK";4;11;0,000461103301036389;2;3;4;2;2;3;4;2;0,000442260377231267;0,000670521149371881;0,000902106620274685;0,000441755866602996;"mitochondrial intermembrane space, mitochondrial matrix, cytosol"
"486";"P23921";"P23921";"P23921";"RIR1_HUMAN";"Ribonucleoside-diphosphate reductase large subunit";"RRM1";7;23;0,000258073886117244;5;6;6;4;6;6;6;5;0,00035514848474632;0,000358965867845552;0,000362209476322411;0,000295619456186348;"neuronal cell body, ribonucleoside-diphosphate reductase complex, nucleoplasm, cytosol, nuclear envelope, cell projection"
"487";"P24534";"P24534";"P24534";"EF1B_HUMAN";"Elongation factor 1-beta";"EEF1B2";7;21;0,000881266218071668;5;3;5;4;6;4;6;5;0,00125012266630705;0,000962712270336262;0,00145711697903416;0,00104058048577595;"cytosol, eukaryotic translation elongation factor 1 complex"
"488";"P24539";"P24539";"P24539";"AT5F1_HUMAN";"ATP synthase subunit b, mitochondrial";"ATP5F1";6;19;0,000659561113840403;3;5;5;5;3;5;6;5;0,000549370312341964;0,000925458878039314;0,00112058556737246;0,000914572692576515;"mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
"489";"P24666";"P24666-1";"P24666-1";"PPAC_HUMAN";"Low molecular weight phosphotyrosine protein phosphatase";"ACP1";5;14;0,000787430723518989;2;2;5;4;3;2;5;4;NA;NA;NA;NA;"cytoplasm, cytoplasmic side of plasma membrane, nucleus, extracellular vesicular exosome"
"490";"P24752";"P24752";"P24752";"THIL_HUMAN";"Acetyl-CoA acetyltransferase, mitochondrial";"ACAT1";12;46;0,000957351371451323;9;11;10;10;10;13;11;12;0,00109788290366544;0,00144258882722006;0,0012316818726467;0,00131595658622719;"mitochondrial matrix, mitochondrial inner membrane, extracellular vesicular exosome"
"491";"P25098";"P25098";"P25098";"ARBK1_HUMAN";"Beta-adrenergic receptor kinase 1";"ADRBK1";5;12;0,000154775933215012;3;3;3;3;3;3;3;3;0,000204120174106738;0,000206314199806732;0,00020817845083262;0,000203887323047537;"plasma membrane, cytosol"
"492";"P25205";"P25205";"P25205";"MCM3_HUMAN";"DNA replication licensing factor MCM3";"MCM3";27;98;0,00107784452996535;22;19;19;25;24;22;23;29;0,00139246336593607;0,00129014465374194;0,00136097521053817;0,00168064051229902;"nucleoplasm, perinuclear region of cytoplasm, centrosome, alpha DNA polymerase:primase complex, MCM complex"
"493";"P25398";"P25398";"P25398";"RS12_HUMAN";"40S ribosomal protein S12";"RPS12";6;34;0,00228900316382251;6;6;6;5;10;9;8;7;0,0035514848474632;0,00323069281060997;0,00289767581057929;0,00248320343196533;"cytosolic small ribosomal subunit"
"494";"P25490";"P25490";"P25490";"TYY1_HUMAN";"Transcriptional repressor protein YY1";"YY1";1;4;8,58620112601796e-05;1;1;1;1;1;1;1;1;0,000113235748759696;0,000114452885400031;0,000115487079407146;0,000113106574540864;"PcG protein complex, nuclear matrix, plasma membrane, Ino80 complex, transcription factor complex"
"495";"P25685";"P25685";"P25685";"DNJB1_HUMAN";"DnaJ homolog subfamily B member 1";"DNAJB1";2;4;0,00010454962547563;NA;2;NA;2;NA;2;NA;2;NA;0,000278726438562429;NA;0,000275447775646574;"extracellular vesicular exosome, nucleolus, cytoplasm"
"496";"P25705";"P25705";"P25705";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";23;132;0,00212124194907156;22;21;22;21;33;33;33;33;0,0027975168165551;0,00282758647438558;0,00285313648980185;0,00279432553594445;"mitochondrial matrix, plasma membrane, mitochondrial proton-transporting ATP synthase complex, proton-transporting ATP synthase complex, catalytic core F(1), extracellular vesicular exosome"
"497";"P25786";"P25786-1,P25786-2";"P25786-1,P25786-2";"PSA1_HUMAN";"Proteasome subunit alpha type-1";"PSMA1";17;69;0,00116574820040793;14;13;14;15;20;15;17;17;NA;NA;NA;NA;"centrosome, extracellular vesicular exosome, proteasome core complex, alpha-subunit complex, cytosol, nucleoplasm, proteasome core complex, polysome"
"498";"P25787";"P25787";"P25787";"PSA2_HUMAN";"Proteasome subunit alpha type-2";"PSMA2";9;30;0,00113932284172161;4;5;9;5;6;7;11;6;0,00120204102529524;0,00141745496533885;0,00224755623769291;0,00120066979127994;"nucleoplasm, cytoplasmic mRNA processing body, proteasome core complex, alpha-subunit complex, proteasome core complex, extracellular vesicular exosome, cytosol"
"499";"P25788";"P25788-1,P25788-2";"P25788-1,P25788-2";"PSA3_HUMAN";"Proteasome subunit alpha type-3";"PSMA3";14;54;0,000940946629280674;12;10;12;12;14;11;14;15;NA;NA;NA;NA;"extracellular vesicular exosome, proteasome core complex, alpha-subunit complex, proteasome core complex, cytosol, nucleoplasm"
"500";"P25789";"P25789-1";"P25789-1";"PSA4_HUMAN";"Proteasome subunit alpha type-4";"PSMA4";13;53;0,00180458261596826;9;10;10;13;11;12;13;17;NA;NA;NA;NA;"nucleoplasm, cytosol, proteasome core complex, extracellular vesicular exosome, cytoplasmic mRNA processing body, proteasome core complex, alpha-subunit complex"
"501";"P26038";"P26038";"P26038";"MOES_HUMAN";"Moesin";"MSN";35;229;0,00478526016748094;32;30;31;33;52;55;62;60;0,00580408715835964;0,00632712336583967;0,00687813097560319;0,00644013363820435;"apical plasma membrane, apical part of cell, basolateral plasma membrane, filopodium, microvillus membrane, extracellular vesicular exosome, cytoskeleton, cytoplasm, nucleolus, uropod, extrinsic component of membrane, plasma membrane, microvillus, blood microparticle"
"502";"P26196";"P26196";"P26196";"DDX6_HUMAN";"Probable ATP-dependent RNA helicase DDX6";"DDX6";8;39;0,000717561094102929;7;7;6;8;10;9;8;12;0,000970592132225968;0,00088292225880024;0,000791911401648999;0,00116338190956317;"cytosol, RISC complex, cytoplasmic stress granule, cytoplasmic mRNA processing body"
"503";"P26358";"P26358-1";"P26358-1";"DNMT1_HUMAN";"DNA (cytosine-5)-methyltransferase 1";"DNMT1";4;10;5,49920678553749e-05;3;3;2;2;3;3;2;2;NA;NA;NA;NA;"centromeric heterochromatin, replication fork, nucleus"
"504";"P26368";"P26368-1,P26368-2";"P26368-1,P26368-2";"U2AF2_HUMAN";"Splicing factor U2AF 65 kDa subunit";"U2AF2";11;39;0,000364823166791279;8;9;7;7;11;11;8;9;NA;NA;NA;NA;"spliceosomal complex, nuclear speck"
"505";"P26373";"P26373";"P26373";"RL13_HUMAN";"60S ribosomal protein L13";"RPL13";11;44;0,00185315449895193;10;11;10;11;10;11;12;11;0,00222178198988219;0,0024702295739893;0,00271914602130189;0,00244117222966395;"cytosolic large ribosomal subunit"
"506";"P26440";"P26440";"P26440";"IVD_HUMAN";"Isovaleryl-CoA dehydrogenase, mitochondrial";"IVD";1;1;2,10087899891929e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000113029907504866;NA;"mitochondrial matrix"
"507";"P26447";"P26447";"P26447";"S10A4_HUMAN";"Protein S100-A4";"S100A4";4;13;0,0011438350113918;3;4;2;2;3;5;2;3;0,00139246336593607;0,00234571755225806;0,00094676536385264;0,00139087490673022;"extracellular space, nucleus, extracellular vesicular exosome, neuron projection, perinuclear region of cytoplasm"
"508";"P26583";"P26583";"P26583";"HMGB2_HUMAN";"High mobility group protein B2";"HMGB2";10;52;0,00236621086382435;8;9;8;9;12;14;12;14;0,00289103327933847;0,00352668221041244;0,00284683939284983;0,00332677971746551;"extracellular space, nucleoplasm, condensed chromosome, perinuclear region of cytoplasm, protein complex"
"509";"P26599";"P26599-1,P26599-2,P26599-3";"P26599-1,P26599-2,P26599-3";"PTBP1_HUMAN";"Polypyrimidine tract-binding protein 1";"PTBP1";15;73;0,000467773588982918;12;14;13;13;16;19;18;20;NA;NA;NA;NA;"nucleoplasm, nucleolus, extracellular vesicular exosome"
"510";"P26639";"P26639";"P26639";"SYTC_HUMAN";"Threonine--tRNA ligase, cytoplasmic";"TARS";28;97;0,00119227062523731;23;22;23;20;25;24;26;22;0,00162100968141474;0,00157289608483362;0,00171936780461759;0,00142486124608325;"actin cytoskeleton, cytosol, extracellular vesicular exosome"
"511";"P26640";"P26640";"P26640";"SYVC_HUMAN";"Valine--tRNA ligase";"VARS";13;41;0,00028825588985963;9;9;11;10;9;9;12;11;0,000333794620157143;0,00033738247705737;0,000453908077923022;0,000407505807325232;"mitochondrion, cytosol"
"512";"P26641";"P26641";"P26641";"EF1G_HUMAN";"Elongation factor 1-gamma";"EEF1G";24;104;0,00211491690893495;23;22;22;20;27;26;26;25;0,00289645125774802;0,00281915528248498;0,00284462911381811;0,00267883992333625;"cytosol, eukaryotic translation elongation factor 1 complex"
"513";"P26885";"P26885";"P26885";"FKBP2_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP2";"FKBP2";3;10;0,000625825222917506;3;3;1;3;3;3;1;3;0,000990414084222132;0,00100105974413267;0,000336701766722242;0,000989284264646146;"endoplasmic reticulum, membrane, endoplasmic reticulum membrane"
"514";"P27144";"P27144";"P27144";"KAD4_HUMAN";"Adenylate kinase isoenzyme 4, mitochondrial";"AK4";2;3;0,000119552262315183;NA;NA;1;2;NA;NA;1;2;NA;NA;0,000214402021859006;0,000419965218474597;"mitochondrial matrix"
"515";"P27348";"P27348";"P27348";"1433T_HUMAN";"14-3-3 protein theta";"YWHAQ";13;57;0,00244473785256756;13;11;12;12;16;13;14;14;0,0036131187861975;0,00301330581842916;0,003243918501823;0,00311623194543905;"cytosol, protein complex, extracellular vesicular exosome, cytoplasmic vesicle membrane"
"516";"P27449";"P27449";"P27449";"VATL_HUMAN";"V-type proton ATPase 16 kDa proteolipid subunit";"ATP6V0C";1;4;0,000229334662333641;1;1;1;1;1;1;1;1;0,00030244903217106;0,000305699964874922;0,000308462263706828;0,000302104011999468;"endosome membrane, proton-transporting V-type ATPase, V0 domain, lysosomal membrane, phagocytic vesicle membrane, extracellular vesicular exosome, integral component of membrane"
"517";"P27635";"P27635";"P27635";"RL10_HUMAN";"60S ribosomal protein L10";"RPL10";11;38;0,00157801537516956;8;7;9;10;9;7;10;12;0,00197157196204967;0,00154992739200603;0,00223418929320366;0,0026257638426122;"endoplasmic reticulum, cytosolic large ribosomal subunit"
"518";"P27694";"P27694";"P27694";"RFA1_HUMAN";"Replication protein A 70 kDa DNA-binding subunit";"RPA1";9;14;0,000201970867396104;2;2;5;5;2;2;5;5;0,000152206493462709;0,000153842514790951;0,000388081581774012;0,000380082157953876;"cytoplasm, male germ cell nucleus, actin cytoskeleton, DNA replication factor A complex, lateral element, PML body"
"519";"P27695";"P27695";"P27695";"APEX1_HUMAN";"DNA-(apurinic or apyrimidinic site) lyase";"APEX1";15;62;0,00173263058571249;13;12;12;13;18;14;14;16;0,0026535622633876;0,00208606579804585;0,0021049154473076;0,00235603128854931;"endoplasmic reticulum, ribosome, nuclear speck, centrosome, mitochondrion, nucleolus, transcription factor complex, perinuclear region of cytoplasm"
"520";"P27707";"P27707";"P27707";"DCK_HUMAN";"Deoxycytidine kinase";"DCK";3;11;0,000375976537768132;3;3;3;2;3;3;3;2;0,000540918461382857;0,000546732629487841;0,000551672894706442;0,000360200937383981;"cytosol, nucleus"
"521";"P27708";"P27708";"P27708";"PYR1_HUMAN";"CAD protein";"CAD";21;54;0,000215677654351975;14;12;12;15;14;12;13;15;0,00029497276396009;0,000255551431311171;0,000279348971401914;0,000315681720403939;"neuronal cell body, terminal bouton, nuclear matrix, protein complex, extracellular vesicular exosome, cytosol"
"522";"P27797";"P27797";"P27797";"CALR_HUMAN";"Calreticulin";"CALR";21;134;0,00285568401479;18;20;20;20;35;32;31;36;0,00393473860798081;0,00363614346709739;0,00355434335038683;0,00404254289438137;"endocytic vesicle lumen, acrosomal vesicle, nucleus, cytosol, extracellular space, endoplasmic reticulum lumen, perinuclear region of cytoplasm, Golgi apparatus, external side of plasma membrane, sarcoplasmic reticulum lumen, proteinaceous extracellular matrix, polysome, MHC class I peptide loading complex, extracellular vesicular exosome, cell surface, integral component of lumenal side of endoplasmic reticulum membrane"
"523";"P27816";"P27816-1,P27816-6";"P27816-1,P27816-6";"MAP4_HUMAN";"Microtubule-associated protein 4";"MAP4";10;20;7,71416507415676e-05;8;5;3;4;8;5;3;4;NA;NA;NA;NA;"microtubule associated complex, microtubule, mitotic spindle, cytoplasm, plasma membrane"
"524";"P27824";"P27824";"P27824";"CALX_HUMAN";"Calnexin";"CANX";16;62;0,000930703591649615;13;15;12;11;15;19;15;13;0,001187827702361;0,00152075404823758;0,00121144385661888;0,00102827632462657;"melanosome, endoplasmic reticulum lumen, dendritic spine, protein complex, neuronal cell body, ribosome, dendrite cytoplasm, integral component of lumenal side of endoplasmic reticulum membrane, axon"
"525";"P28062";"P28062-1,P28062-2";"P28062-1,P28062-2";"PSB8_HUMAN";"Proteasome subunit beta type-8";"PSMB8";6;24;0,000386379050670808;6;5;5;2;7;7;7;3;NA;NA;NA;NA;"proteasome core complex, nucleoplasm, cytosol, extracellular vesicular exosome, spermatoproteasome complex"
"526";"P28065";"P28065-1,P28065-2";"P28065-1,P28065-2";"PSB9_HUMAN";"Proteasome subunit beta type-9";"PSMB9";5;18;0,000365207595839531;2;4;4;4;3;4;5;6;NA;NA;NA;NA;"proteasome core complex, extracellular vesicular exosome, nucleoplasm, cytosol, spermatoproteasome complex"
"527";"P28066";"P28066";"P28066";"PSA5_HUMAN";"Proteasome subunit alpha type-5";"PSMA5";7;38;0,00140122527089745;7;7;7;6;10;10;11;7;0,00194521161769769;0,00196612010604203;0,0021822745212454;0,00136009482580673;"extracellular vesicular exosome, nucleoplasm, proteasome core complex, cytosol, proteasome core complex, alpha-subunit complex"
"528";"P28070";"P28070";"P28070";"PSB4_HUMAN";"Proteasome subunit beta type-4";"PSMB4";6;34;0,00114450158191126;6;6;6;5;8;10;8;8;0,00142059393898528;0,00179482933922776;0,00144883790528965;0,00141897338969447;"proteasome core complex, cytosol, extracellular vesicular exosome, nucleoplasm"
"529";"P28072";"P28072";"P28072";"PSB6_HUMAN";"Proteasome subunit beta type-6";"PSMB6";3;9;0,000334646290748357;2;2;2;3;2;2;2;3;0,000392297907836939;0,00039651459879174;0,000400097496858228;0,000587775588199802;"nucleoplasm, extracellular vesicular exosome, proteasome core complex, cytosol"
"530";"P28074";"P28074-1";"P28074-1";"PSB5_HUMAN";"Proteasome subunit beta type-5";"PSMB5";8;26;0,000878534875669746;7;6;6;5;8;7;6;5;NA;NA;NA;NA;"extracellular vesicular exosome, cytosol, nucleoplasm, proteasome core complex"
"531";"P28331";"P28331-1,P28331-2,P28331-3,P28331-4";"P28331-1,P28331-2,P28331-3,P28331-4";"NDUS1_HUMAN";"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial";"NDUFS1";11;22;6,72310177577128e-05;5;8;4;4;5;8;5;4;NA;NA;NA;NA;"mitochondrial intermembrane space, mitochondrial respiratory chain complex I"
"532";"P28340";"P28340";"P28340";"DPOD1_HUMAN";"DNA polymerase delta catalytic subunit";"POLD1";2;3;2,43515840753869e-05;0;1;0;2;0;1;0;2;NA;4,32637710000642e-05;NA;8,54633052031016e-05;"delta DNA polymerase complex, nucleotide-excision repair complex, nucleoplasm"
"533";"P28482";"P28482";"P28482";"MK01_HUMAN";"Mitogen-activated protein kinase 1";"MAPK1";7;14;0,000345594595322223;4;3;3;4;4;3;3;4;0,000520884444294603;0,000394862454630107;0,000398430423954653;0,000520290242887973;"microtubule organizing center, Golgi apparatus, caveola, early endosome, mitochondrion, mitotic spindle, late endosome, nucleoplasm, focal adhesion, perikaryon, pseudopodium, dendrite cytoplasm, cytosol"
"534";"P28838";"P28838-1,P28838-2";"P28838-1,P28838-2";"AMPL_HUMAN";"Cytosol aminopeptidase";"LAP3";18;51;0,000436630661307185;12;11;10;14;14;12;10;15;NA;NA;NA;NA;"cytoplasm, mitochondrion, extracellular vesicular exosome, trans-Golgi network, nucleus"
"535";"P29144";"P29144";"P29144";"TPP2_HUMAN";"Tripeptidyl-peptidase 2";"TPP2";14;38;0,000270372530253232;8;9;8;9;9;12;8;9;0,000337803362592977;0,000455245744329347;0,000306239557242968;0,000337418011800847;"cytosol, nucleus"
"536";"P29218";"P29218-1";"P29218-1";"IMPA1_HUMAN";"Inositol monophosphatase 1";"IMPA1";4;10;0,000320820150376483;2;3;3;2;2;3;3;2;NA;NA;NA;NA;"mitochondrion, cytosol, nucleus"
"537";"P29350";"P29350-1,P29350-3";"P29350-1,P29350-3";"PTN6_HUMAN";"Tyrosine-protein phosphatase non-receptor type 6";"PTPN6";15;48;0,00035845585877359;13;7;11;10;16;10;12;10;NA;NA;NA;NA;"membrane, cytosol, extracellular vesicular exosome, nucleus, alpha-beta T cell receptor complex"
"538";"P29353";"P29353-1,P29353-2,P29353-3,P29353-5,P29353-6,P29353-7";"P29353-1,P29353-2,P29353-3,P29353-5,P29353-6,P29353-7";"SHC1_HUMAN";"SHC-transforming protein 1";"SHC1";1;1;2,54051405529691e-06;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;"cytosol, mitochondrial matrix, Shc-EGFR complex"
"539";"P29401";"P29401";"P29401";"TKT_HUMAN";"Transketolase";"TKT";30;154;0,00219671684988122;25;27;27;29;37;41;39;37;0,0027841817006437;0,00311833591778512;0,00299302469359193;0,00278100563212994;"extracellular vesicular exosome, cytosol, nucleus, peroxisome"
"540";"P29590";"P29590-1,P29590-2,P29590-3,P29590-4,P29590-5,P29590-8,P29590-9";"P29590-1,P29590-2,P29590-3,P29590-4,P29590-5,P29590-8,P29590-9";"PML_HUMAN";"Protein PML";"PML";6;16;2,30300438365496e-05;5;3;4;4;5;3;4;4;NA;NA;NA;NA;"nuclear matrix, nuclear membrane, nucleus, early endosome membrane, nucleolus, cytosol, PML body, cytoplasm, extrinsic component of endoplasmic reticulum membrane"
"541";"P29692";"P29692-1,P29692-2";"P29692-1,P29692-2";"EF1D_HUMAN";"Elongation factor 1-delta";"EEF1D";2;7;0,000419484866491286;1;1;1;1;2;2;1;2;NA;NA;NA;NA;"nucleus, eukaryotic translation elongation factor 1 complex, cytosol"
"542";"P29692";"P29692-3";"P29692-3";"EF1D_HUMAN";"Elongation factor 1-delta";"EEF1D";1;4;0,000479411275990041;1;1;0;1;1;1;0;2;NA;NA;NA;NA;"nucleus, eukaryotic translation elongation factor 1 complex, cytosol"
"543";"P29762";"P29762";"P29762";"RABP1_HUMAN";"Cellular retinoic acid-binding protein 1";"CRABP1";6;21;0,0013621976749927;5;3;5;4;6;4;6;5;0,0020531211672926;0,00138345969505439;0,00209394091421423;0,00170898254963203;"cytosol"
"544";"P29803";"P29803";"P29803";"ODPAT_HUMAN";"Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial";"PDHA2";1;1;3,34015394963488e-05;0;0;0;1;0;0;0;1;0;0;0;0,000155167561391479;"mitochondrial matrix"
"545";"P30040";"P30040";"P30040";"ERP29_HUMAN";"Endoplasmic reticulum resident protein 29";"ERP29";10;48;0,00163433897295238;9;9;8;9;12;12;11;13;0,00215538390742594;0,00217855147382128;0,00201505042000054;0,00233233557156678;"melanosome, cell surface, endoplasmic reticulum lumen, endoplasmic reticulum"
"546";"P30041";"P30041";"P30041";"PRDX6_HUMAN";"Peroxiredoxin-6";"PRDX6";13;67;0,00265808087983801;12;13;12;12;14;17;17;19;0,00292997499915714;0,00359606878323848;0,00362856278958701;0,00397185855061801;"extracellular space, cytosol, extracellular vesicular exosome, cytoplasmic membrane-bounded vesicle, lysosome"
"547";"P30042";"P30042-1,P30042-2";"P30042-1,P30042-2";"ES1_HUMAN";"ES1 protein homolog, mitochondrial";"C21orf33";5;15;0,000248695471047442;5;4;4;2;5;4;4;2;NA;NA;NA;NA;"mitochondrion"
"548";"P30043";"P30043";"P30043";"BLVRB_HUMAN";"Flavin reductase (NADPH)";"BLVRB";4;15;0,000647091128550625;4;4;3;4;4;4;3;4;0,000910283494883772;0,000920067855448794;0,00069628617778483;0,000909245084658593;"cytosol, plasma membrane, extracellular vesicular exosome, nucleus"
"549";"P30044";"P30044-1,P30044-2";"P30044-1,P30044-2";"PRDX5_HUMAN";"Peroxiredoxin-5, mitochondrial";"PRDX5";6;28;0,000581374085588786;6;6;6;5;7;8;8;5;NA;NA;NA;NA;"extracellular space, mitochondrion, cytoplasmic vesicle, peroxisome, extracellular vesicular exosome, peroxisomal matrix, perinuclear region of cytoplasm, cytosol, nucleus"
"550";"P30046";"P30046";"P30046";"DOPD_HUMAN";"D-dopachrome decarboxylase";"DDT";5;17;0,00128028990518886;4;4;4;4;4;4;4;5;0,0015891389825937;0,00160622015442756;0,00162073392795113;0,00198415770592871;"extracellular vesicular exosome, cytoplasm"
"551";"P30048";"P30048";"P30048";"PRDX3_HUMAN";"Thioredoxin-dependent peroxide reductase, mitochondrial";"PRDX3";8;37;0,0012844084848471;7;6;6;6;10;9;8;10;0,00183123437447321;0,00166582598047077;0,00149411408982995;0,00182914538515303;"early endosome, mitochondrion"
"552";"P30049";"P30049";"P30049";"ATPD_HUMAN";"ATP synthase subunit delta, mitochondrial";"ATP5D";3;8;0,000423177055496599;3;2;1;1;3;2;2;1;0,000837135714044898;0,000564089220900153;0,000569186319935218;0,000278726915832843;"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1), mitochondrial matrix"
"553";"P30050";"P30050-1";"P30050-1";"RL12_HUMAN";"60S ribosomal protein L12";"RPL12";7;41;0,00220821481686407;7;7;7;7;11;10;10;10;NA;NA;NA;NA;"extracellular vesicular exosome, cytosolic large ribosomal subunit"
"554";"P30084";"P30084";"P30084";"ECHM_HUMAN";"Enoyl-CoA hydratase, mitochondrial";"ECHS1";7;28;0,000858027960800001;5;4;4;6;8;6;6;8;0,00129323034445557;0,000980348163219577;0,000989206569818448;0,00129175508579083;"mitochondrial matrix"
"555";"P30085";"P30085";"P30085";"KCY_HUMAN";"UMP-CMP kinase";"CMPK1";4;12;0,000544084785638485;2;3;3;3;3;3;3;3;0,000717544897752769;0,000725257569728769;0,000731810982773852;0,000716726354998738;"nucleus, extracellular vesicular exosome, cytosol"
"556";"P30086";"P30086";"P30086";"PEBP1_HUMAN";"Phosphatidylethanolamine-binding protein 1";"PEBP1";8;37;0,00175833461027197;7;7;6;8;9;9;8;11;0,00225623743250603;0,00228048904278351;0,00204541821923244;0,00275447775646574;"extracellular vesicular exosome, cytoplasm"
"557";"P30101";"P30101";"P30101";"PDIA3_HUMAN";"Protein disulfide-isomerase A3";"PDIA3";29;101;0,00177734363308572;25;22;25;20;28;24;27;22;0,00259926494974733;0,00225188885016774;0,00255626648240213;0,00203994986320433;"endoplasmic reticulum lumen, cell surface, melanosome, extracellular vesicular exosome"
"558";"P30153";"P30153";"P30153";"2AAA_HUMAN";"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform";"PPP2R1A";25;110;0,0016596587405724;22;22;20;19;28;29;27;26;0,00222857181599728;0,00233297341615072;0,00219170555791693;0,00206702745052268;"chromosome, centromeric region, nucleus, membrane, microtubule cytoskeleton, protein phosphatase type 2A complex, cytosol, mitochondrion"
"559";"P30405";"P30405";"P30405";"PPIF_HUMAN";"Peptidyl-prolyl cis-trans isomerase F, mitochondrial";"PPIF";3;6;0,000361540397413399;2;2;2;0;2;2;2;0;0,000691334045059198;0,00062349571856017;0,000628762987883349;NA;"membrane, mitochondrial matrix, mitochondrial inner membrane"
"560";"P30419";"P30419-1,P30419-2";"P30419-1,P30419-2";"NMT1_HUMAN";"Glycylpeptide N-tetradecanoyltransferase 1";"NMT1";6;22;0,000197084475442973;4;4;4;4;7;5;5;5;NA;NA;NA;NA;"cytosol, cell junction, actin cytoskeleton, plasma membrane"
