"";"protein.acs";"X.1";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6157.1.id.csv";"peptide.count.P6157.2.id.csv";"spectra.count.P6157.1.id.csv";"spectra.count.P6157.2.id.csv";"dNSAF.P6157.1.id.csv";"dNSAF.P6157.2.id.csv";"Go.Cc";"norm.sc";"Go.Mf"
"65";"P07737";116;116;"P07737";"PROF1_HUMAN";"Profilin-1";"PFN1";2;5;0,00250857078188316;2;2;2;3;0,00253155156443495;0,00422125636668081;"extracellular vesicular exosome, synapse, nucleus, cytosol, cytoskeleton, neuron projection, blood microparticle";0,000966183574879227;"protein binding, actin binding, proline-rich region binding, adenyl-nucleotide exchange factor activity, phosphatidylinositol-4,5-bisphosphate binding, poly(A) RNA binding"
"66";"P07858";118;118;"P07858";"CATB_HUMAN";"Cathepsin B";"CTSB";2;2;0,000414395173408428;2;NA;2;NA;0,00104547852218553;NA;"melanosome, endolysosome lumen, extracellular space, mitochondrion, intracellular, nucleolus, extracellular region, intracellular membrane-bounded organelle, lysosome, extracellular vesicular exosome, perinuclear region of cytoplasm";0,000386473429951691;"collagen binding, proteoglycan binding, cysteine-type endopeptidase activity, peptidase activity, cysteine-type peptidase activity, protein binding"
"67";"P07900";119;119;"P07900-1,P07900-2";"HS90A_HUMAN";"Heat shock protein HSP 90-alpha";"HSP90AA1";9;14;0,00102729642433917;7;6;7;7;NA;NA;"cytosol, plasma membrane, mitochondrion, extracellular vesicular exosome, melanosome, nucleus, extracellular region, endocytic vesicle lumen, cytoplasm";0,00270531400966184;"MHC class II protein complex binding, nitric-oxide synthase regulator activity, protein homodimerization activity, TPR domain binding, ATP binding, ATPase activity, identical protein binding, poly(A) RNA binding, protein binding, nucleotide binding"
"68";"P07910";120;120;"P07910-2";"HNRPC_HUMAN";"Heterogeneous nuclear ribonucleoproteins C1/C2";"HNRNPC";11;20;0,00459084848972082;9;8;10;10;NA;NA;"spliceosomal complex, extracellular vesicular exosome, catalytic step 2 spliceosome, nucleus, nucleoplasm";0,00386473429951691;"identical protein binding, mRNA 3'-UTR binding, RNA binding, poly(U) RNA binding, nucleotide binding, RNA polymerase II distal enhancer sequence-specific DNA binding, nucleosomal DNA binding, poly(A) RNA binding, protein binding, RNA polymerase II core promoter proximal region sequence-specific DNA binding"
"69";"P07948";121;121;"P07948-1,P07948-2,P08631-1,P08631-2,P08631-3,P08631-4";"HCK_HUMAN, LYN_HUMAN";"Tyrosine-protein kinase HCK, Tyrosine-protein kinase Lyn";"HCK, LYN";1;1;2,24552371779823e-05;1;NA;1;NA;NA;NA;"mast cell granule, cytosol, membrane raft, mitochondrial intermembrane space, plasma membrane, cytoplasm, nucleus, postsynaptic density, perinuclear region of cytoplasm, alpha2-beta1 integrin complex, Golgi apparatus, mitochondrial crista";0,000193236714975845;"ion channel binding, enzyme binding, glycosphingolipid binding, protein binding, receptor signaling protein tyrosine kinase activity, ATP binding, protein tyrosine kinase activity, non-membrane spanning protein tyrosine kinase activity"
"70";"P07954";122;122;"P07954-1,P07954-2";"FUMH_HUMAN";"Fumarate hydratase, mitochondrial";"FH";2;2;0,000137725454691625;2;NA;2;NA;NA;NA;"extracellular vesicular exosome, tricarboxylic acid cycle enzyme complex, cytoplasm, mitochondrial matrix, mitochondrion";0,000386473429951691;"fumarate hydratase activity"
"71";"P08107";123;123;"P08107-1,P08107-2";"HSP71_HUMAN";"Heat shock 70 kDa protein 1A/1B";"HSPA1A,HSPA1B";2;2;0,000236690110590162;1;1;1;1;NA;NA;"nucleus, cytosol, blood microparticle, nuclear speck, inclusion body, perinuclear region of cytoplasm, extracellular vesicular exosome, ribonucleoprotein complex, aggresome, endoplasmic reticulum, mitochondrion, cytoplasm";0,000386473429951691;"ATPase activity, coupled, enzyme binding, protein binding, poly(A) RNA binding, ATPase activity, virus receptor activity, heat shock protein binding, protein N-terminus binding, ubiquitin protein ligase binding, unfolded protein binding, ATP binding, double-stranded RNA binding, protein binding involved in protein folding"
"72";"P08195";124;124;"P08195-1,P08195-2,P08195-3,P08195-4";"4F2_HUMAN";"4F2 cell-surface antigen heavy chain";"SLC3A2";23;46;0,00128215839962917;21;15;27;19;NA;NA;"integral component of membrane, apical plasma membrane, cytoplasm, nucleus, melanosome, cell junction, plasma membrane, extracellular vesicular exosome";0,00888888888888889;"poly(A) RNA binding, double-stranded RNA binding, calcium:sodium antiporter activity, catalytic activity, neutral amino acid transmembrane transporter activity, protein binding, cation binding"
"73";"P08238";125;125;"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";12;20;0,00306145202930189;8;8;9;11;0,0034301824374457;0,00476658475891146;"brush border membrane, inclusion body, cytosol, basolateral plasma membrane, apical plasma membrane, extracellular vesicular exosome, cell surface, mitochondrion, cytoplasm, melanosome";0,00386473429951691;"TPR domain binding, GTP binding, poly(A) RNA binding, dATP binding, CTP binding, MHC class II protein complex binding, ATP binding, nitric-oxide synthase regulator activity, UTP binding, double-stranded RNA binding, protein binding"
"74";"P08575";128;128;"P08575-1,P08575-2";"PTPRC_HUMAN";"Receptor-type tyrosine-protein phosphatase C";"PTPRC";37;70;0,00188527558761158;29;30;37;33;NA;NA;"external side of plasma membrane, membrane raft, plasma membrane, integral component of plasma membrane, extracellular vesicular exosome, focal adhesion";0,0135265700483092;"protein kinase binding, protein binding, transmembrane receptor protein tyrosine phosphatase activity, protein tyrosine phosphatase activity"
"75";"P08648";130;130;"P08648";"ITA5_HUMAN";"Integrin alpha-5";"ITGA5";7;11;0,000736548904499537;4;6;4;7;0,000675723963814859;0,00131453169346908;"ruffle, external side of plasma membrane, alphav-beta3 integrin-vitronectin complex, integrin complex, synapse, plasma membrane, cytoplasm";0,0021256038647343;"metal ion binding, platelet-derived growth factor receptor binding, protein binding, vascular endothelial growth factor receptor 2 binding"
"76";"P08670";131;131;"P08670";"VIME_HUMAN";"Vimentin";"VIM";6;7;0,001507295748771;4;3;4;3;0,00228165591644352;0,00169091814402093;"cell leading edge, cell projection, intermediate filament, intermediate filament cytoskeleton, peroxisome, cytoplasm, extracellular vesicular exosome, cytoskeleton, cytosol";0,00135265700483092;"protein C-terminus binding, protein binding, structural constituent of cytoskeleton, double-stranded RNA binding, scaffold protein binding, identical protein binding, glycoprotein binding, structural constituent of eye lens"
"77";"P08865";133;133;"P08865";"RSSA_HUMAN";"40S ribosomal protein SA";"RPSA";7;9;0,00214291470181206;6;3;6;3;0,00360424290529722;0,0020033081062214;"plasma membrane, cytoplasm, nucleus, 90S preribosome, cytosol, cytosolic small ribosomal subunit, extracellular vesicular exosome";0,00173913043478261;"poly(A) RNA binding, ribosome binding, structural constituent of ribosome, protein binding, laminin receptor activity"
"78";"P09382";135;135;"P09382";"LEG1_HUMAN";"Galectin-1";"LGALS1";6;10;0,0052029616216836;4;5;4;6;0,0052506254669762;0,0087551983901528;"extracellular space, proteinaceous extracellular matrix, cell surface, nucleus, cytoplasm, intracellular";0,00193236714975845;"lactose binding, galactoside binding, protein binding, signal transducer activity, poly(A) RNA binding"
"79";"P09429";136;136;"P09429";"HMGB1_HUMAN";"High mobility group protein B1";"HMGB1";6;13;0,00477795225665654;5;5;6;7;0,0054659203912647;0,00740041366609516;"nucleoplasm, condensed chromosome, cell surface, nucleus, extracellular region, extracellular space";0,00251207729468599;"single-stranded DNA binding, repressing transcription factor binding, double-stranded DNA binding, chemoattractant activity, protein binding, poly(A) RNA binding, RAGE receptor binding, DNA binding, bending, transcription factor binding, sequence-specific DNA binding transcription factor activity, damaged DNA binding, cytokine activity"
"80";"P09651";138;138;"P09651-1,P09651-2,P09651-3";"ROA1_HUMAN";"Heterogeneous nuclear ribonucleoprotein A1";"HNRNPA1";13;32;0,00235931531600768;12;10;18;14;NA;NA;"spliceosomal complex, extracellular vesicular exosome, intermediate filament cytoskeleton, cytoplasm, ribonucleoprotein complex, nucleus, nucleoplasm, catalytic step 2 spliceosome";0,00618357487922705;"single-stranded RNA binding, single-stranded DNA binding, protein binding, poly(A) RNA binding, nucleotide binding, RNA binding"
"81";"P09972";141;141;"P09972";"ALDOC_HUMAN";"Fructose-bisphosphate aldolase C";"ALDOC";2;3;0,000578900949665346;2;NA;3;NA;0,00146051051794324;NA;"axon, mitochondrion, cytosol, cytoskeleton, extracellular vesicular exosome";0,000579710144927536;"cytoskeletal protein binding, protein binding, fructose-bisphosphate aldolase activity"
"82";"P0C0S8";143;143;"P0C0S8,P20671,Q96KK5,Q99878,Q9BTM1-1";"H2A1_HUMAN, H2A1D_HUMAN, H2A1H_HUMAN, H2A1J_HUMAN, H2AJ_HUMAN";"Histone H2A type 1, Histone H2A type 1-D, Histone H2A type 1-H, Histone H2A type 1-J, Histone H2A.J";"H2AFJ, HIST1H2AD, HIST1H2AH, HIST1H2AJ, HIST1H2AK,HIST1H2AI,HIST1H2AG,HIST1H2AL,HIST1H2AM";0;0;0;0;0;0;0;0;NA;"nucleus, extracellular vesicular exosome, nucleosome";0;"enzyme binding, DNA binding, protein binding"
"83";"P10319";144;144;"P10319";"1B58_HUMAN";"HLA class I histocompatibility antigen, B-58 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane, Golgi membrane, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, cell surface, MHC class I protein complex, early endosome membrane";0;"peptide antigen binding"
"84";"P10321";145;145;"P10321";"1C07_HUMAN";"HLA class I histocompatibility antigen, Cw-7 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;NA;"extracellular vesicular exosome, integral component of lumenal side of endoplasmic reticulum membrane, phagocytic vesicle membrane, early endosome membrane, MHC class I protein complex, ER to Golgi transport vesicle membrane, Golgi membrane, cell surface, plasma membrane";0;"receptor binding, peptide antigen binding"
"85";"P10599";147;147;"P10599-1,P10599-2";"THIO_HUMAN";"Thioredoxin";"TXN";2;2;0,000668952208502177;2;NA;2;NA;NA;NA;"mitochondrion, extracellular vesicular exosome, cytoplasm, nucleus, nucleoplasm, cytosol";0,000386473429951691;"protein disulfide oxidoreductase activity, poly(A) RNA binding, protein binding, peptide disulfide oxidoreductase activity"
"86";"P10809";149;149;"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";33;53;0,00649689186791381;30;20;32;21;0,00989646684875096;0,00721960076674903;"mitochondrion, coated pit, secretory granule, mitochondrial matrix, extracellular space, protein complex, mitochondrial inner membrane, plasma membrane, extracellular vesicular exosome, early endosome, cytoplasm, cell surface, coated vesicle, cytosol, lipopolysaccharide receptor complex";0,0102415458937198;"double-stranded RNA binding, DNA replication origin binding, protein binding, ATPase activity, lipopolysaccharide binding, poly(A) RNA binding, ATP binding, chaperone binding, p53 binding, single-stranded DNA binding, unfolded protein binding"
"87";"P11021";150;150;"P11021";"GRP78_HUMAN";"78 kDa glucose-regulated protein";"HSPA5";17;25;0,00290429079054414;9;13;11;14;0,00322398639983456;0,00456133787688809;"endoplasmic reticulum chaperone complex, endoplasmic reticulum, cell surface, nucleus, midbody, melanosome, integral component of endoplasmic reticulum membrane, extracellular vesicular exosome, endoplasmic reticulum-Golgi intermediate compartment, endoplasmic reticulum lumen, endoplasmic reticulum membrane";0,00483091787439614;"calcium ion binding, ATPase activity, chaperone binding, glycoprotein binding, ATP binding, ribosome binding, enzyme binding, misfolded protein binding, protein domain specific binding, unfolded protein binding, ubiquitin protein ligase binding, protein binding"
"88";"P11142";151;151;"P11142-1";"HSP7C_HUMAN";"Heat shock cognate 71 kDa protein";"HSPA8";13;23;0,00300513317783054;10;9;13;10;NA;NA;"extracellular vesicular exosome, intracellular, plasma membrane, ribonucleoprotein complex, nucleolus, blood microparticle, Prp19 complex, cytosol, melanosome, spliceosomal complex, clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane, nucleus";0,00444444444444444;"heat shock protein binding, MHC class II protein complex binding, enzyme binding, ATP binding, unfolded protein binding, ATPase activity, coupled, protein binding, ATPase activity, poly(A) RNA binding"
"89";"P11169";152;152;"P11169,Q8TDB8-1,Q8TDB8-2,Q8TDB8-3";"GTR14_HUMAN, GTR3_HUMAN";"Solute carrier family 2, facilitated glucose transporter member 14, Solute carrier family 2, facilitated glucose transporter member 3";"SLC2A14, SLC2A3";1;1;3,4163415317475e-05;NA;1;NA;1;NA;0,000397161217295238;"extracellular vesicular exosome, integral component of membrane, plasma membrane";0,000193236714975845;"glucose transmembrane transporter activity"
"90";"P11586";155;155;"P11586";"C1TC_HUMAN";"C-1-tetrahydrofolate synthase, cytoplasmic";"MTHFD1";15;20;0,00150245950572681;9;11;9;11;0,00170575132149093;0,00231755251504045;"extracellular vesicular exosome, mitochondrion, cytosol";0,00386473429951691;"methenyltetrahydrofolate cyclohydrolase activity, formate-tetrahydrofolate ligase activity, methylenetetrahydrofolate dehydrogenase (NADP+) activity, methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity, ATP binding"
"91";"P12004";158;158;"P12004";"PCNA_HUMAN";"Proliferating cell nuclear antigen";"PCNA";1;1;0,000269118704569841;NA;1;NA;1;NA;0,000754758481909724;"cytoplasm, extracellular vesicular exosome, nuclear replication fork, PCNA complex, nucleoplasm, nucleus, PCNA-p21 complex, DNA replication factor C complex";0,000193236714975845;"identical protein binding, DNA polymerase binding, dinucleotide insertion or deletion binding, purine-specific mismatch base pair DNA N-glycosylase activity, protein binding, DNA polymerase processivity factor activity, MutLalpha complex binding, receptor tyrosine kinase binding"
"92";"P12268";160;160;"P12268";"IMDH2_HUMAN";"Inosine-5'-monophosphate dehydrogenase 2";"IMPDH2";2;5;0,0006832683063495;2;1;3;2;0,00103429149519716;0,000766505695635945;"cytoplasm, nucleus, peroxisomal membrane, cytosol, extracellular vesicular exosome";0,000966183574879227;"adenyl nucleotide binding, IMP dehydrogenase activity, DNA binding, nucleotide binding, RNA binding, metal ion binding"
"93";"P12814";161;161;"P12814-1,P12814-2,P12814-3,P12814-4";"ACTN1_HUMAN";"Alpha-actinin-1";"ACTN1";1;1;2,95291403697009e-05;1;NA;1;NA;NA;NA;"dendritic spine, extracellular region, pseudopodium, fascia adherens, cytosol, Z disc, focal adhesion, ruffle, cytoskeleton, cell projection, platelet alpha granule lumen, cytoplasm, nucleus, extracellular vesicular exosome, plasma membrane";0,000193236714975845;"ion channel binding, double-stranded RNA binding, protein binding, integrin binding, calcium ion binding, vinculin binding"
"94";"P13598";164;164;"P13598";"ICAM2_HUMAN";"Intercellular adhesion molecule 2";"ICAM2";1;1;0,000255418115973558;NA;1;NA;1;NA;0,000716334413739774;"plasma membrane, uropod, integral component of plasma membrane";0,000193236714975845;"integrin binding"
"95";"P13612";165;165;"P13612";"ITA4_HUMAN";"Integrin alpha-4";"ITGA4";18;29;0,00197379794078404;13;13;15;14;0,00257570653358208;0,00267237160164548;"plasma membrane, extracellular vesicular exosome, integrin complex, cell surface, external side of plasma membrane";0,00560386473429952;"cell adhesion molecule binding, metal ion binding, protein binding"
"96";"P13639";166;166;"P13639";"EF2_HUMAN";"Elongation factor 2";"EEF2";22;35;0,00286526732662646;18;16;19;16;0,00392419997750407;0,00367350981405012;"polysome, cytosol, extracellular vesicular exosome, ribonucleoprotein complex";0,00676328502415459;"GTPase activity, translation activator activity, translation elongation factor activity, GTP binding, poly(A) RNA binding, protein kinase binding"
"97";"P13645";167;167;"P13645";"K1C10_HUMAN";"Keratin, type I cytoskeletal 10";"KRT10";15;22;0,0027105639520916;14;8;14;8;0,00424815159785318;0,00284054742290466;"extracellular vesicular exosome, cytoplasm, extracellular space, intermediate filament, keratin filament";0,0042512077294686;"structural constituent of epidermis"
"98";"P13647";168;168;"P13647";"K2C5_HUMAN";"Keratin, type II cytoskeletal 5";"KRT5";1;1;0,000135471619080073;1;0;1;0;0,000331969741277376;NA;"plasma membrane, cytosol, extracellular vesicular exosome, intermediate filament, cytoplasm, mitochondrion, keratin filament";0,000193236714975845;"structural constituent of cytoskeleton, scaffold protein binding, protein binding"
"99";"P13796";169;169;"P13796";"PLSL_HUMAN";"Plastin-2";"LCP1";1;1;0,000112025489462087;1;NA;1;NA;0,000282629361260681;NA;"cytosol, extracellular space, ruffle, actin filament, actin filament bundle, actin cytoskeleton, ruffle membrane, plasma membrane, extracellular vesicular exosome, phagocytic cup, focal adhesion, filopodium, cytoplasm";0,000193236714975845;"actin filament binding, calcium ion binding, actin binding"
"100";"P13987";171;171;"P13987";"CD59_HUMAN";"CD59 glycoprotein";"CD59";5;10;0,00548749858536942;3;5;4;6;0,00553776904720146;0,00923399830211428;"extracellular space, sarcolemma, anchored component of external side of plasma membrane, compact myelin, membrane, cell surface, extracellular vesicular exosome, extracellular region, plasma membrane";0,00193236714975845;"complement binding, protein binding"
"101";"P14618";174;174;"P14618-1";"KPYM_HUMAN";"Pyruvate kinase PKM";"PKM";29;54;0,0071430490060402;23;25;26;28;NA;NA;"cilium, cytosol, mitochondrion, plasma membrane, extracellular vesicular exosome, nucleus, cytoplasm";0,0104347826086957;"ATP binding, pyruvate kinase activity, protein binding, MHC class II protein complex binding, magnesium ion binding, poly(A) RNA binding, potassium ion binding"
"102";"P14625";175;175;"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";27;42;0,00385158780715762;23;15;26;16;0,00606563537979185;0,00407049489288964;"extracellular vesicular exosome, melanosome, midbody, cytosol, endoplasmic reticulum, endoplasmic reticulum lumen, perinuclear region of cytoplasm, plasma membrane, endoplasmic reticulum membrane, endocytic vesicle lumen, extracellular region";0,00811594202898551;"low-density lipoprotein particle receptor binding, RNA binding, calcium ion binding, ATP binding, protein binding, virion binding, protein phosphatase binding"
"103";"P14866";176;176;"P14866-1,P14866-2";"HNRPL_HUMAN";"Heterogeneous nuclear ribonucleoprotein L";"HNRNPL";10;23;0,00137140881454394;10;9;11;12;NA;NA;"nucleoplasm, ribonucleoprotein complex, extracellular vesicular exosome, cytoplasm, nucleus";0,00444444444444444;"RNA binding, transcription regulatory region DNA binding, nucleotide binding, poly(A) RNA binding, protein binding"
"104";"P14868";177;177;"P14868";"SYDC_HUMAN";"Aspartate--tRNA ligase, cytoplasmic";"DARS";3;3;0,000420598693968435;3;NA;3;NA;0,00106112939826615;NA;"cytoplasm, extracellular vesicular exosome, cytosol";0,000579710144927536;"protein binding, aminoacylase activity, aspartate-tRNA ligase activity, ATP binding, poly(A) RNA binding"
"105";"P15144";178;178;"P15144";"AMPN_HUMAN";"Aminopeptidase N";"ANPEP";1;1;7,26370029914463e-05;1;NA;1;NA;0,000183256059473058;NA;"extracellular vesicular exosome, integral component of plasma membrane, cytosol, external side of plasma membrane, lysosomal membrane, endoplasmic reticulum-Golgi intermediate compartment";0,000193236714975845;"metallopeptidase activity, aminopeptidase activity, receptor activity, virus receptor activity, zinc ion binding"
"106";"P15151";179;179;"P15151-1,P15151-2,P15151-3,P15151-4";"PVR_HUMAN";"Poliovirus receptor";"PVR";3;3;0,000126330902684764;NA;3;NA;3;NA;NA;"integral component of membrane, extracellular space, cell surface, plasma membrane, cytoplasm";0,000579710144927536;"protein binding, cell adhesion molecule binding, receptor activity, virus receptor activity"
"107";"P15311";180;180;"P15311";"EZRI_HUMAN";"Ezrin";"EZR";5;7;0,00113264003312439;5;2;5;2;0,00184802304191782;0,00106994057173507;"Schwann cell microvillus, nucleolus, plasma membrane, actin filament, filopodium, cell tip, uropod, microspike, apical plasma membrane, microvillus membrane, extrinsic component of membrane, ruffle, apical part of cell, basolateral plasma membrane, microvillus, cell body, actin cytoskeleton, cytosol, cortical cytoskeleton, membrane raft, ruffle membrane, T-tubule, extracellular vesicular exosome, astrocyte projection";0,00135265700483092;"poly(A) RNA binding, cell adhesion molecule binding, actin filament binding, protein binding"
"108";"P15529";181;181;"P15529-16,P15529-2,P15529-3,P15529-4,P15529-5,P15529-6,P15529-7";"MCP_HUMAN";"Membrane cofactor protein";"CD46";1;1;2,55976610396241e-05;NA;1;NA;1;NA;NA;"cell surface, plasma membrane, Golgi apparatus, extracellular vesicular exosome, integral component of plasma membrane, basolateral plasma membrane, inner acrosomal membrane";0,000193236714975845;"receptor activity, cadherin binding, protein binding"
"109";"P15880";183;183;"P15880";"RS2_HUMAN";"40S ribosomal protein S2";"RPS2";10;18;0,00431508421183998;9;5;11;7;0,00665288295090415;0,00470629264999681;"extracellular vesicular exosome, cytosol, nucleoplasm, cytosolic small ribosomal subunit";0,00347826086956522;"protein binding, mRNA binding, structural constituent of ribosome, enzyme binding, fibroblast growth factor binding, poly(A) RNA binding"
"110";"P16070";185;185;"P16070-1,P16070-10,P16070-11,P16070-12,P16070-13,P16070-14,P16070-16,P16070-17,P16070-18,P16070-3,P16070-4,P16070-5,P16070-6,P16070-7,P16070-8";"CD44_HUMAN";"CD44 antigen";"CD44";8;16;0,00010097391826448;5;6;7;9;NA;NA;"external side of plasma membrane, extracellular vesicular exosome, integral component of plasma membrane, cell surface, Golgi apparatus, cytoplasm, plasma membrane, basolateral plasma membrane";0,00309178743961353;"protein binding, hyaluronic acid binding, collagen binding, hyalurononglucosaminidase activity"
"111";"P16150";187;187;"P16150";"LEUK_HUMAN";"Leukosialin";"SPN";5;8;0,00140479963785457;4;4;4;4;0,00177208609510447;0,00196991963778438;"extracellular vesicular exosome, plasma membrane, uropod, basement membrane, integral component of plasma membrane, external side of plasma membrane, extracellular space, cell surface";0,00154589371980676;"transmembrane signaling receptor activity, protein binding"
"112";"P16188";188;188;"P16188";"1A30_HUMAN";"HLA class I histocompatibility antigen, A-30 alpha chain";"HLA-A";0;0;NA;0;0;0;0;NA;0;"integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, ER to Golgi transport vesicle membrane, extracellular vesicular exosome, phagocytic vesicle membrane, MHC class I protein complex, plasma membrane, Golgi membrane, integral component of plasma membrane";0;"peptide antigen binding, beta-2-microglobulin binding, TAP binding"
"113";"P16284";189;189;"P16284-1,P16284-2,P16284-3,P16284-4,P16284-5,P16284-6";"PECA1_HUMAN";"Platelet endothelial cell adhesion molecule";"PECAM1";4;5;7,93134393549329e-05;3;2;3;2;NA;NA;"extracellular vesicular exosome, integral component of membrane, plasma membrane, cell junction, extracellular space, platelet alpha granule membrane";0,000966183574879227;"protein binding"
"114";"P16615";191;191;"P16615-1,P16615-2,P16615-3,P16615-4,P16615-5";"AT2A2_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2";"ATP2A2";6;6;8,08905741566932e-05;3;3;3;3;NA;NA;"sarcoplasmic reticulum membrane, sarcoplasmic reticulum, integral component of plasma membrane, membrane, endoplasmic reticulum membrane, intracellular membrane-bounded organelle, platelet dense tubular network membrane";0,00115942028985507;"S100 protein binding, protein C-terminus binding, calcium-transporting ATPase activity involved in regulation of cardiac muscle cell membrane potential, ATP binding, metal ion binding, enzyme binding, calcium-transporting ATPase activity, protein binding"
"115";"P16949";192;192;"P16949-1,P16949-2";"STMN1_HUMAN";"Stathmin";"STMN1";3;4;0,000942818548895686;2;2;2;2;NA;NA;"extracellular vesicular exosome, microtubule, membrane, intracellular, cytosol";0,000772946859903382;"tubulin binding, signal transducer activity"
"116";"P17301";195;195;"P17301";"ITA2_HUMAN";"Integrin alpha-2";"ITGA2";2;2;0,000118950011672699;NA;2;NA;2;NA;0,000333601970835627;"plasma membrane, focal adhesion, integrin complex, nucleus, axon terminus, cell outer membrane, basal part of cell, cell surface, external side of plasma membrane, perinuclear region of cytoplasm";0,000386473429951691;"metal ion binding, protein binding, collagen binding, virus receptor activity"
"117";"P17342";196;196;"P17342-1,P17342-2";"ANPRC_HUMAN";"Atrial natriuretic peptide receptor 3";"NPR3";2;4;0,000259667215869607;2;2;2;2;NA;NA;"integral component of plasma membrane";0,000772946859903382;"G-protein coupled peptide receptor activity, hormone binding, peptide hormone binding, natriuretic peptide receptor activity"
"118";"P17813";197;197;"P17813-1,P17813-2";"EGLN_HUMAN";"Endoglin";"ENG";7;13;0,000693860003499599;5;7;5;8;NA;NA;"cell surface, external side of plasma membrane, endothelial microparticle, transforming growth factor beta receptor homodimeric complex, cytoplasm, nucleus, extracellular space";0,00251207729468599;"type I transforming growth factor beta receptor binding, transmembrane signaling receptor activity, type II transforming growth factor beta receptor binding, activin binding, glycosaminoglycan binding, transforming growth factor beta binding, transforming growth factor beta receptor, cytoplasmic mediator activity, transforming growth factor beta-activated receptor activity, protein homodimerization activity, galactose binding, protein binding"
"119";"P17844";198;198;"P17844";"DDX5_HUMAN";"Probable ATP-dependent RNA helicase DDX5";"DDX5";4;5;0,0010119766872543;3;2;3;2;0,00129876016742184;0,0014116687958064;"catalytic step 2 spliceosome, nucleus, ribonucleoprotein complex, nucleolus, extracellular vesicular exosome";0,000966183574879227;"pre-mRNA binding, androgen receptor binding, ATP-dependent RNA helicase activity, poly(A) RNA binding, ATP binding, transcription coactivator activity, RNA helicase activity, estrogen receptor binding, protein binding"
"120";"P17987";199;199;"P17987";"TCPA_HUMAN";"T-complex protein 1 subunit alpha";"TCP1";13;20;0,00252661805369527;10;9;10;10;0,00318720520702242;0,00354302093126687;"extracellular vesicular exosome, microtubule, pericentriolar material, acrosomal vesicle, nuclear heterochromatin, chaperonin-containing T-complex, centrosome, zona pellucida receptor complex, cell body, Golgi apparatus, cytosol";0,00386473429951691;"ATP binding, poly(A) RNA binding, unfolded protein binding"
"121";"P18077";200;200;"P18077";"RL35A_HUMAN";"60S ribosomal protein L35a";"RPL35A";4;7;0,00446981702953727;3;4;3;4;0,00483296207755764;0,00716334413739774;"cytosol, extracellular vesicular exosome, cytosolic large ribosomal subunit";0,00135265700483092;"tRNA binding, poly(A) RNA binding, structural constituent of ribosome"
"122";"P18463";202;202;"P18463";"1B37_HUMAN";"HLA class I histocompatibility antigen, B-37 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"Golgi membrane, phagocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, early endosome membrane, cell surface, plasma membrane, MHC class I protein complex";0;"peptide antigen binding"
"123";"P18465";203;203;"P18465";"1B57_HUMAN";"HLA class I histocompatibility antigen, B-57 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"ER to Golgi transport vesicle membrane, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, Golgi membrane, plasma membrane, phagocytic vesicle membrane, cell surface";0;"peptide antigen binding"
"124";"P18669";205;205;"P18669";"PGAM1_HUMAN";"Phosphoglycerate mutase 1";"PGAM1";3;4;0,00110614144712958;1;3;1;3;0,000697671690986011;0,00232667673754061;"cytoplasm, cytosol, extracellular vesicular exosome";0,000772946859903382;"bisphosphoglycerate mutase activity, phosphoglycerate mutase activity, bisphosphoglycerate 2-phosphatase activity, protein binding, protein kinase binding"
"125";"P19256";209;209;"P19256-1,P19256-2,P19256-3";"LFA3_HUMAN";"Lymphocyte function-associated antigen 3";"CD58";1;1;9,36533091903048e-05;NA;1;NA;1;NA;NA;"plasma membrane, integral component of plasma membrane, anchored component of membrane, cell surface, extracellular vesicular exosome";0,000193236714975845;"receptor binding, protein binding"
"126";"P19338";210;210;"P19338";"NUCL_HUMAN";"Nucleolin";"NCL";18;30;0,00296788655884769;14;14;15;15;0,00374384386289676;0,00416180205165714;"nucleolus, extracellular vesicular exosome, nucleus, nucleoplasm, ribonucleoprotein complex, cell cortex";0,00579710144927536;"nucleotide binding, protein C-terminus binding, poly(A) RNA binding, RNA binding, telomeric DNA binding, identical protein binding, protein binding"
