"";"accession";"name";"go_name"
"82";"P35613";"BASI_HUMAN";"C:sarcolemma, C:mitochondrion, F:mannose binding, P:cell surface receptor signaling pathway, P:embryo implantation, C:membrane raft, P:response to peptide hormone, P:response to cAMP, C:integral component of plasma membrane, P:odontogenesis of dentin-containing tooth, C:extracellular vesicular exosome, P:leukocyte migration, P:blood coagulation, P:pyruvate metabolic process, C:melanosome, C:acrosomal membrane, P:decidualization, C:Golgi membrane, P:response to mercury ion, P:protein targeting to plasma membrane"
"83";"Q9UIG0";"BAZ1B_HUMAN";"P:heart morphogenesis, F:zinc ion binding, F:histone acetyl-lysine binding, F:chromatin binding, P:chromatin-mediated maintenance of transcription, F:non-membrane spanning protein tyrosine kinase activity, F:ATP binding, F:histone kinase activity, F:vitamin D receptor activator activity, P:DNA replication-dependent nucleosome disassembly, F:protein complex scaffold, P:double-strand break repair, P:transcription, DNA-templated, C:WINAC complex, F:protein tyrosine kinase activity, C:centromeric heterochromatin, C:condensed chromosome, P:ATP-dependent chromatin remodeling"
"84";"P50895";"BCAM_HUMAN";"F:laminin binding, F:transmembrane signaling receptor activity, C:integral component of plasma membrane, F:laminin receptor activity, P:cell-matrix adhesion, C:extracellular vesicular exosome, C:external side of plasma membrane"
"85";"Q02338";"BDH_HUMAN";"P:ketone body biosynthetic process, P:response to growth hormone, P:response to estradiol, P:liver development, C:mitochondrial inner membrane, P:response to ethanol, P:brain development, P:cellular lipid metabolic process, P:ketone body catabolic process, P:response to cadmium ion, P:response to toxic substance, C:nucleus, P:response to nutrient, P:adipose tissue development, P:response to insulin, F:phospholipid binding, P:response to drug, F:3-hydroxybutyrate dehydrogenase activity, P:response to corticosterone, P:response to starvation, C:mitochondrial matrix"
"86";"P20290";"BTF3_HUMAN";"P:in utero embryonic development, P:transcription from RNA polymerase II promoter, C:nucleus, P:regulation of transcription, DNA-templated"
"87";"O43684";"BUB3_HUMAN";"P:attachment of spindle microtubules to kinetochore, C:nucleus, P:meiosis, P:mitotic spindle assembly checkpoint, C:condensed chromosome kinetochore, C:cytosol, C:kinetochore, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, P:regulation of chromosome segregation, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:mitotic sister chromatid segregation"
"88";"Q9Y6E2";"BZW2_HUMAN";"P:cell differentiation, P:nervous system development"
"89";"Q07021";"C1QBP_HUMAN";"P:mature ribosome assembly, C:nucleus, F:mitochondrial ribosome binding, P:positive regulation of trophoblast cell migration, P:mRNA processing, P:blood coagulation, intrinsic pathway, P:immune response, P:RNA splicing, P:positive regulation of apoptotic process, F:kininogen binding, F:transcription factor binding, C:extracellular space, P:negative regulation of MDA-5 signaling pathway, P:negative regulation of interleukin-12 production, P:positive regulation of neutrophil chemotaxis, P:phosphatidylinositol 3-kinase signaling, F:adrenergic receptor binding, P:positive regulation of protein kinase B signaling, C:nucleolus, P:negative regulation of transcription from RNA polymerase II promoter, P:negative regulation of mRNA splicing, via spliceosome, C:mitochondrion, P:transcription, DNA-templated, C:mitochondrial matrix, P:negative regulation of RIG-I signaling pathway, C:cytosol, F:mRNA binding, P:negative regulation of interferon-gamma production, P:negative regulation of defense response to virus, P:positive regulation of substrate adhesion-dependent cell spreading, P:innate immune response, F:transcription corepressor activity, F:hyaluronic acid binding, P:apoptotic process, P:regulation of complement activation, P:viral process, C:cell surface, F:complement component C1q binding, P:positive regulation of dendritic cell chemotaxis, P:positive regulation of mitochondrial translation, C:plasma membrane, P:complement activation, classical pathway"
"90";"P11586";"C1TC_HUMAN";"F:formate-tetrahydrofolate ligase activity, P:one-carbon metabolic process, P:purine nucleotide biosynthetic process, P:methionine biosynthetic process, F:methylenetetrahydrofolate dehydrogenase (NADP+) activity, P:folic acid-containing compound biosynthetic process, C:extracellular vesicular exosome, P:histidine biosynthetic process, F:methenyltetrahydrofolate cyclohydrolase activity, P:folic acid metabolic process, F:ATP binding, P:tetrahydrofolate interconversion, F:methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity, C:mitochondrion, C:cytosol"
"91";"P62158";"CALM_HUMAN";"P:glycogen catabolic process, C:spindle microtubule, P:detection of calcium ion, F:calcium ion binding, P:regulation of high voltage-gated calcium channel activity, C:cytosol, C:extracellular vesicular exosome, P:regulation of rhodopsin mediated signaling pathway, P:fibroblast growth factor receptor signaling pathway, C:spindle pole, C:centrosome, P:positive regulation of ryanodine-sensitive calcium-release channel activity, P:neurotrophin TRK receptor signaling pathway, F:protein phosphatase activator activity, P:positive regulation of cyclic-nucleotide phosphodiesterase activity, C:nucleoplasm, P:Fc-epsilon receptor signaling pathway, P:regulation of nitric-oxide synthase activity, P:epidermal growth factor receptor signaling pathway, P:substantia nigra development, C:plasma membrane, P:positive regulation of phosphoprotein phosphatase activity, P:positive regulation of nitric-oxide synthase activity, P:regulation of cytokinesis, C:growth cone, P:platelet degranulation, P:platelet activation, P:response to corticosterone, P:regulation of heart rate, P:positive regulation of cyclic nucleotide metabolic process, P:glucose metabolic process, P:regulation of cell communication by electrical coupling involved in cardiac conduction, P:synaptic transmission, P:negative regulation of ryanodine-sensitive calcium-release channel activity, P:regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion, P:innate immune response, P:activation of adenylate cyclase activity, P:nitric oxide metabolic process, P:muscle contraction, P:positive regulation of protein dephosphorylation, P:rhodopsin mediated signaling pathway, P:activation of phospholipase C activity, C:sarcomere, P:response to amphetamine, F:nitric-oxide synthase regulator activity, P:inositol phosphate metabolic process"
"92";"P27797";"CALR_HUMAN";"F:unfolded protein binding, P:cell cycle arrest, C:endocytic vesicle lumen, P:positive regulation of gene expression, P:protein localization to nucleus, P:protein export from nucleus, P:negative regulation of transcription from RNA polymerase II promoter, F:protein binding involved in protein folding, P:chaperone-mediated protein folding, P:response to testosterone, P:peptide antigen assembly with MHC class I protein complex, F:zinc ion binding, F:hormone binding, C:acrosomal vesicle, P:regulation of meiosis, P:negative regulation of translation, F:mRNA binding, C:nucleus, P:cardiac muscle cell differentiation, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:cytosol, P:positive regulation of cell cycle, C:extracellular space, C:endoplasmic reticulum lumen, C:perinuclear region of cytoplasm, P:activation of signaling protein activity involved in unfolded protein response, F:chaperone binding, P:response to estradiol, C:Golgi apparatus, P:protein maturation by protein folding, P:cellular senescence, P:positive regulation of DNA replication, C:external side of plasma membrane, P:response to drug, P:positive regulation of dendritic cell chemotaxis, F:complement component C1q binding, P:positive regulation of cell proliferation, P:post-translational protein modification, F:iron ion binding, F:androgen receptor binding, P:protein N-linked glycosylation via asparagine, P:positive regulation of substrate adhesion-dependent cell spreading, C:sarcoplasmic reticulum lumen, P:negative regulation of retinoic acid receptor signaling pathway, C:proteinaceous extracellular matrix, F:carbohydrate binding, P:negative regulation of intracellular steroid hormone receptor signaling pathway, C:polysome, F:calcium ion binding, F:DNA binding, P:cortical actin cytoskeleton organization, P:sequestering of calcium ion, C:MHC class I peptide loading complex, P:protein stabilization, P:positive regulation of phagocytosis, P:cellular response to lithium ion, C:extracellular vesicular exosome, P:spermatogenesis, F:peptide binding, C:cell surface, P:regulation of apoptotic process, P:glucocorticoid receptor signaling pathway, P:negative regulation of neuron differentiation, C:integral component of lumenal side of endoplasmic reticulum membrane"
"93";"P27824";"CALX_HUMAN";"P:aging, C:melanosome, P:protein secretion, C:endoplasmic reticulum lumen, C:dendritic spine, P:chaperone-mediated protein folding, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, P:protein N-linked glycosylation via asparagine, F:calcium ion binding, P:clathrin-mediated endocytosis, C:protein complex, C:neuronal cell body, C:ribosome, C:dendrite cytoplasm, P:synaptic vesicle endocytosis, C:integral component of lumenal side of endoplasmic reticulum membrane, P:post-translational protein modification, P:protein folding, P:antigen processing and presentation of peptide antigen via MHC class I, C:axon"
"94";"Q01518";"CAP1_HUMAN";"C:cortical actin cytoskeleton, P:signal transduction, P:establishment or maintenance of cell polarity, P:ameboidal cell migration, P:platelet degranulation, P:platelet activation, P:actin cytoskeleton organization, C:plasma membrane, P:receptor-mediated endocytosis, P:axon guidance, C:extracellular vesicular exosome, P:activation of adenylate cyclase activity"
"95";"P47756";"CAPZB_HUMAN";"F:actin binding, P:blood coagulation, P:neuron projection development, P:cytoskeleton organization, P:actin cytoskeleton organization, P:regulation of cell morphogenesis, C:F-actin capping protein complex, C:Z disc, C:extracellular vesicular exosome, P:negative regulation of microtubule polymerization, C:cortical cytoskeleton, C:cytosol, C:lamellipodium, C:intercalated disc, C:acrosomal vesicle, C:WASH complex, P:barbed-end actin filament capping, P:cellular component movement, P:muscle fiber development, P:lamellipodium assembly, C:membrane, P:regulation of protein kinase C signaling"
"96";"Q9NXV6";"CARF_HUMAN";"P:positive regulation of signal transduction, C:granular component, F:RNA binding, F:p53 binding, P:regulation of protein stability, C:nucleoplasm, P:negative regulation of cell growth"
"97";"P04040";"CATA_HUMAN";"P:kidney development, P:response to hypoxia, F:NADP binding, P:cholesterol metabolic process, C:endoplasmic reticulum, P:hemoglobin metabolic process, C:peroxisomal matrix, F:aminoacylase activity, P:negative regulation of apoptotic process, P:positive regulation of NF-kappaB transcription factor activity, F:catalase activity, P:response to hyperoxia, P:hydrogen peroxide catabolic process, P:negative regulation of NF-kappaB transcription factor activity, F:protein homodimerization activity, P:triglyceride metabolic process, F:metal ion binding, C:Golgi apparatus, C:lysosome, P:positive regulation of phosphatidylinositol 3-kinase signaling, C:cytosol, P:UV protection, P:cellular response to growth factor stimulus, C:peroxisomal membrane, P:aerobic respiration, P:ureteric bud development, P:response to vitamin E, F:heme binding, P:positive regulation of cell division, P:protein homotetramerization, P:menopause, P:purine nucleobase metabolic process, C:mitochondrial intermembrane space, C:plasma membrane, P:purine nucleotide catabolic process"
"98";"P52907";"CAZA1_HUMAN";"P:innate immune response, C:F-actin capping protein complex, P:protein complex assembly, C:WASH complex, P:cellular component movement, C:extracellular vesicular exosome, C:cytosol, P:actin cytoskeleton organization, P:blood coagulation, F:actin binding, P:actin filament capping"
"99";"Q13185";"CBX3_HUMAN";"C:nuclear inner membrane, P:chromatin remodeling, P:negative regulation of transcription, DNA-templated, C:spindle, C:nuclear euchromatin, C:nuclear centromeric heterochromatin, C:condensed chromosome, centromeric region, P:transcription, DNA-templated"
"100";"Q96CT7";"CC124_HUMAN";"P:cell cycle, P:cell division, C:cytoplasm, C:microtubule organizing center, C:midbody"
"101";"Q8N163";"CCAR2_HUMAN";"P:positive regulation of DNA damage checkpoint, F:enzyme inhibitor activity, P:negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage, C:nuclear chromatin, F:RNA polymerase II core binding, P:cellular response to DNA damage stimulus, C:mitochondrial matrix, P:mitochondrial fragmentation involved in apoptotic process, P:regulation of DNA-templated transcription, elongation, P:mRNA processing, P:cell cycle, P:RNA splicing, P:response to UV, P:positive regulation of apoptotic process, C:DBIRD complex"
"102";"P16070";"CD44_HUMAN";"C:extracellular vesicular exosome, P:positive regulation of heterotypic cell-cell adhesion, P:hyaluronan catabolic process, P:interferon-gamma-mediated signaling pathway, P:cellular response to fibroblast growth factor stimulus, P:branching involved in ureteric bud morphogenesis, F:hyalurononglucosaminidase activity, P:cartilage development, P:branching involved in prostate gland morphogenesis, P:Wnt signaling pathway, P:positive regulation of peptidyl-serine phosphorylation, P:positive regulation of monocyte aggregation, P:positive regulation of peptidyl-tyrosine phosphorylation, F:collagen binding, P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:carbohydrate metabolic process, F:hyaluronic acid binding, C:integral component of plasma membrane, P:cell-matrix adhesion, C:basolateral plasma membrane, P:positive regulation of ERK1 and ERK2 cascade, P:monocyte aggregation, P:wound healing involved in inflammatory response, P:negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator, P:negative regulation of DNA damage response, signal transduction by p53 class mediator, C:external side of plasma membrane, C:cell surface, P:extracellular matrix organization, P:positive regulation of gene expression, P:negative regulation of apoptotic process, P:small molecule metabolic process"
"103";"P48960";"CD97_HUMAN";"P:cell adhesion, P:immune response, P:neuropeptide signaling pathway, C:extracellular space, F:calcium ion binding, P:cell-cell signaling, P:inflammatory response, C:extracellular vesicular exosome, C:integral component of plasma membrane, P:cellular component movement, F:G-protein coupled receptor activity"
"104";"P06493";"CDK1_HUMAN";"F:ATP binding, P:positive regulation of cardiac muscle cell proliferation, P:response to toxic substance, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:Ras protein signal transduction, P:cell migration, P:neurotrophin TRK receptor signaling pathway, P:toll-like receptor 3 signaling pathway, C:midbody, P:response to activity, P:positive regulation of DNA replication, P:organ regeneration, P:TRIF-dependent toll-like receptor signaling pathway, P:DNA repair, P:G2/M transition of mitotic cell cycle, P:cellular response to hydrogen peroxide, P:toll-like receptor 4 signaling pathway, F:histone kinase activity, P:response to cadmium ion, P:mitosis, P:mitotic nuclear envelope disassembly, C:cytosol, P:regulation of transcription involved in G1/S transition of mitotic cell cycle, P:activation of MAPK activity, P:epithelial cell differentiation, P:toll-like receptor TLR6:TLR2 signaling pathway, P:fibroblast growth factor receptor signaling pathway, P:activation of MAPKK activity, P:response to ethanol, P:protein complex assembly, C:extracellular vesicular exosome, P:MyD88-dependent toll-like receptor signaling pathway, P:positive regulation of protein import into nucleus, translocation, P:ventricular cardiac muscle cell development, F:cyclin-dependent protein serine/threonine kinase activity, P:regulation of embryonic development, P:stress-activated MAPK cascade, P:toll-like receptor TLR1:TLR2 signaling pathway, C:nucleoplasm, P:regulation of Schwann cell differentiation, P:positive regulation of gene expression, P:epidermal growth factor receptor signaling pathway, P:toll-like receptor 10 signaling pathway, P:protein localization to kinetochore, C:mitochondrion, P:apoptotic process, P:Fc-epsilon receptor signaling pathway, P:response to copper ion, P:pronuclear fusion, F:RNA polymerase II carboxy-terminal domain kinase activity, P:negative regulation of apoptotic process, P:toll-like receptor 5 signaling pathway, P:response to drug, P:insulin receptor signaling pathway, P:chromosome condensation, P:positive regulation of mitotic cell cycle, P:response to amine, P:cell aging, P:centrosome cycle, P:response to axon injury, P:DNA replication, C:microtubule organizing center, P:axon guidance, P:innate immune response, P:mitotic G2 DNA damage checkpoint, P:toll-like receptor 2 signaling pathway, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, P:toll-like receptor 9 signaling pathway, P:response to organic cyclic compound, C:spindle microtubule"
"105";"Q03188";"CENPC_HUMAN";"P:mitosis, F:centromeric DNA binding, P:kinetochore assembly, P:chromosome segregation, F:DNA binding, C:condensed chromosome kinetochore, P:mitotic cell cycle, C:cytosol, C:condensed nuclear chromosome, centromeric region, C:kinetochore, C:centromeric heterochromatin"
"106";"P61604";"CH10_HUMAN";"C:extracellular vesicular exosome, F:ATP binding, C:mitochondrion, F:chaperone binding, C:mitochondrial matrix, P:activation of cysteine-type endopeptidase activity involved in apoptotic process, F:unfolded protein binding, P:protein folding, P:response to unfolded protein"
"107";"P10809";"CH60_HUMAN";"P:B cell proliferation, P:positive regulation of T cell activation, C:coated vesicle, P:MyD88-dependent toll-like receptor signaling pathway, C:mitochondrial matrix, P:positive regulation of interleukin-10 production, F:single-stranded DNA binding, P:positive regulation of macrophage activation, F:DNA replication origin binding, C:extracellular vesicular exosome, P:positive regulation of interleukin-6 production, C:mitochondrial inner membrane, C:cell surface, C:early endosome, C:plasma membrane, P:protein maturation, P:'de novo' protein folding, P:positive regulation of interferon-gamma production, C:secretory granule, F:ATPase activity, P:positive regulation of interleukin-12 production, P:T cell activation, P:response to unfolded protein, P:protein stabilization, C:lipopolysaccharide receptor complex, F:lipopolysaccharide binding, F:unfolded protein binding, P:positive regulation of apoptotic process, C:coated pit, F:double-stranded RNA binding, C:extracellular space, P:viral process, P:chaperone-mediated protein complex assembly, P:activation of cysteine-type endopeptidase activity involved in apoptotic process, P:isotype switching to IgG isotypes, F:ATP binding, P:positive regulation of interferon-alpha production, P:B cell cytokine production, P:negative regulation of apoptotic process, C:cytosol, P:positive regulation of T cell mediated immune response to tumor cell, P:protein refolding"
"108";"Q5T1J5";"CHCH9_HUMAN";"C:mitochondrion"
"109";"Q14839";"CHD4_HUMAN";"F:ATP binding, F:zinc ion binding, F:DNA binding, P:regulation of transcription from RNA polymerase II promoter, C:cytoplasm, C:NuRD complex, P:chromatin modification, F:ATP-dependent DNA helicase activity, C:centrosome, P:transcription, DNA-templated"
"110";"Q99653";"CHP1_HUMAN";"C:endoplasmic reticulum-Golgi intermediate compartment, P:negative regulation of protein import into nucleus, P:protein stabilization, P:cytoplasmic microtubule organization, P:potassium ion transport, F:kinase binding, F:potassium channel regulator activity, P:transcytosis, C:transport vesicle, P:negative regulation of NF-kappaB transcription factor activity, F:calcium ion binding, P:negative regulation of protein autophosphorylation, F:protein kinase inhibitor activity, C:plasma membrane, P:microtubule bundle formation, F:calcium-dependent protein binding, F:transporter activity, P:calcium ion-dependent exocytosis, C:endoplasmic reticulum, P:positive regulation of sodium:hydrogen antiporter activity, C:cytosol, P:negative regulation of protein ubiquitination, P:protein export from nucleus, P:negative regulation of calcineurin-NFAT signaling cascade, P:protein oligomerization, P:membrane fusion, P:positive regulation of protein targeting to membrane, C:microtubule cytoskeleton, C:Golgi membrane, P:negative regulation of phosphatase activity, C:nucleus, P:membrane docking, P:negative regulation of protein kinase activity, F:microtubule binding, P:positive regulation of protein glycosylation, C:extracellular vesicular exosome, P:small GTPase mediated signal transduction, P:regulation of intracellular pH, P:cellular response to acidity"
"111";"O75390";"CISY_HUMAN";"F:citrate (Si)-synthase activity, P:cellular carbohydrate metabolic process, P:small molecule metabolic process, C:mitochondrial matrix, P:carbohydrate metabolic process, P:tricarboxylic acid cycle, C:extracellular vesicular exosome"
"112";"P09496";"CLCA_HUMAN";"C:clathrin coat of coated pit, P:negative regulation of epidermal growth factor receptor signaling pathway, C:cytosol, P:endocytosis, P:epidermal growth factor receptor signaling pathway, P:axon guidance, C:clathrin coat of trans-Golgi network vesicle, C:clathrin complex, P:post-Golgi vesicle-mediated transport, C:clathrin-coated endocytic vesicle membrane, F:peptide binding, C:plasma membrane, F:structural molecule activity, C:trans-Golgi network membrane, P:intracellular protein transport, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, P:neurotrophin TRK receptor signaling pathway"
"113";"Q00610";"CLH1_HUMAN";"C:cytosol, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:clathrin complex, C:spindle, C:mitochondrion, C:melanosome, F:double-stranded RNA binding, P:post-Golgi vesicle-mediated transport, P:mitosis, C:trans-Golgi network membrane, C:extracellular vesicular exosome, P:receptor internalization, C:clathrin coat of coated pit, F:structural molecule activity, P:transferrin transport, C:clathrin coat of trans-Golgi network vesicle, C:clathrin-coated endocytic vesicle membrane, P:intracellular protein transport"
"114";"Q9Y224";"CN166_HUMAN";"C:nucleus, P:transcription, DNA-templated, P:viral process, F:RNA polymerase II core binding, P:positive regulation of transcription from RNA polymerase II promoter, C:tRNA-splicing ligase complex, C:perinuclear region of cytoplasm, C:microtubule organizing center"
"115";"Q6P4Q7";"CNNM4_HUMAN";"C:plasma membrane, P:ion transport, F:adenyl nucleotide binding, P:visual perception, C:integral component of membrane, P:response to stimulus, P:biomineral tissue development"
"116";"P23528";"COF1_HUMAN";"P:negative regulation of apoptotic process, P:platelet activation, C:ruffle membrane, C:extracellular space, C:cytoplasm, P:response to amino acid, P:protein phosphorylation, P:neural crest cell migration, P:Rho protein signal transduction, P:neural fold formation, C:extracellular vesicular exosome, C:nucleus, P:axon guidance, P:actin filament depolymerization, P:establishment of cell polarity, C:cortical actin cytoskeleton, P:actin cytoskeleton organization, P:platelet degranulation, P:negative regulation of cell size, P:Fc-gamma receptor signaling pathway involved in phagocytosis, P:positive regulation of actin filament depolymerization, C:lamellipodium membrane, P:response to virus, P:innate immune response, P:protein import into nucleus, C:nuclear matrix, P:regulation of cell morphogenesis"
"117";"Q9Y678";"COPG1_HUMAN";"P:COPI coating of Golgi vesicle, C:COPI vesicle coat, C:cytosol, P:establishment of Golgi localization, P:retrograde vesicle-mediated transport, Golgi to ER, P:organelle transport along microtubule, P:intracellular protein transport, C:nucleus, F:structural molecule activity"
"118";"P31146";"COR1A_HUMAN";"P:homeostasis of number of cells within a tissue, C:phagocytic cup, P:leukocyte chemotaxis, P:T cell homeostasis, P:positive chemotaxis, C:immunological synapse, P:cell-substrate adhesion, C:phagocytic vesicle, P:phagolysosome assembly, P:calcium ion transport, P:positive regulation of T cell proliferation, P:negative regulation of actin nucleation, P:regulation of cell shape, P:actin filament organization, F:protein homodimerization activity, P:positive regulation of cell migration, F:actin filament binding, C:extracellular vesicular exosome, P:uropod organization, P:cellular response to interleukin-4, C:phagocytic vesicle membrane, F:phosphatidylinositol 3-kinase binding, P:regulation of actin filament polymerization, C:cortical actin cytoskeleton, C:lamellipodium, P:actin cytoskeleton organization, C:actin filament, P:innate immune response"
"119";"Q16850";"CP51A_HUMAN";"P:cholesterol biosynthetic process via 24,25-dihydrolanosterol, C:endoplasmic reticulum membrane, P:xenobiotic metabolic process, C:integral component of membrane, F:heme binding, F:iron ion binding, P:cholesterol biosynthetic process, F:sterol 14-demethylase activity"
"120";"O75131";"CPNE3_HUMAN";"P:vesicle-mediated transport, C:extracellular vesicular exosome, C:cytosol, P:lipid metabolic process, F:transporter activity, F:protein serine/threonine kinase activity, F:calcium-dependent phospholipid binding"
"121";"Q16630";"CPSF6_HUMAN";"C:ribonucleoprotein complex, P:mRNA polyadenylation, F:nucleotide binding, P:protein tetramerization, C:mRNA cleavage factor complex, C:paraspeckles, F:mRNA binding"
"122";"P50416";"CPT1A_HUMAN";"P:triglyceride metabolic process, P:fatty acid beta-oxidation, P:cellular response to fatty acid, P:protein homooligomerization, P:eating behavior, P:carnitine shuttle, P:carnitine metabolic process, P:response to organic cyclic compound, P:long-chain fatty acid metabolic process, P:positive regulation of fatty acid beta-oxidation, P:regulation of insulin secretion, C:integral component of mitochondrial outer membrane, P:epithelial cell differentiation, P:glucose metabolic process, C:mitochondrial inner membrane, P:response to drug, F:carnitine O-palmitoyltransferase activity"
"123";"Q6JBY9";"CPZIP_HUMAN";"P:skeletal muscle contraction, C:actin filament, P:cellular hyperosmotic response"
"124";"P46109";"CRKL_HUMAN";"P:parathyroid gland development, P:anterior/posterior pattern specification, P:JNK cascade, F:signal transducer activity, F:SH3/SH2 adaptor activity, P:thymus development, P:neurotrophin TRK receptor signaling pathway, P:activation of MAPKK activity, P:organ morphogenesis, C:endosome, P:blood vessel development, C:cytosol, P:Ras protein signal transduction, P:heart development"
"125";"Q5TZA2";"CROCC_HUMAN";"C:plasma membrane, P:cell cycle, C:actin cytoskeleton, C:centriole, P:centrosome organization, F:structural molecule activity, C:ciliary rootlet, C:extracellular vesicular exosome, F:kinesin binding, P:cell projection organization, P:protein localization"
"126";"P41240";"CSK_HUMAN";"P:adherens junction organization, P:oligodendrocyte differentiation, C:plasma membrane, F:protein tyrosine kinase activity, P:brain development, F:protein C-terminus binding, C:centrosome, P:negative regulation of Golgi to plasma membrane protein transport, P:epidermal growth factor receptor signaling pathway, C:extracellular vesicular exosome, P:negative regulation of bone resorption, P:T cell receptor signaling pathway, P:negative regulation of interleukin-6 production, C:cell-cell junction, C:membrane raft, P:protein autophosphorylation, P:negative regulation of cell proliferation, P:negative regulation of ERK1 and ERK2 cascade, P:T cell costimulation, P:negative regulation of low-density lipoprotein particle clearance, F:non-membrane spanning protein tyrosine kinase activity, P:platelet activation, F:ATP binding, P:regulation of Fc receptor mediated stimulatory signaling pathway, P:cellular response to peptide hormone stimulus, C:cytosol, P:negative regulation of kinase activity, P:negative regulation of phagocytosis, P:positive regulation of MAP kinase activity, C:Golgi apparatus"
"127";"P81605";"DCD_HUMAN";"P:proteolysis, P:killing of cells of other organism, P:defense response to fungus, C:extracellular vesicular exosome, F:peptidase activity, P:defense response to bacterium"
"128";"Q9NUU7";"DD19A_HUMAN";"P:ATP catabolic process, C:nuclear membrane, P:positive regulation of apoptotic process, F:RNA binding, C:cytoplasm, P:protein transport, P:mRNA transport, F:ATP-dependent helicase activity, F:ATP binding, C:nuclear pore, P:response to zinc ion"
"129";"Q92841";"DDX17_HUMAN";"C:nucleus, P:regulation of skeletal muscle cell differentiation, P:RNA processing, C:nucleolus, F:RNA helicase activity, F:estrogen receptor binding, F:ATP binding, F:transcription coactivator activity, P:transcription, DNA-templated, F:ATP-dependent helicase activity, P:positive regulation of transcription from RNA polymerase II promoter, P:positive regulation of intracellular estrogen receptor signaling pathway, F:RNA binding, F:RNA-dependent ATPase activity"
"130";"Q9NR30";"DDX21_HUMAN";"P:response to exogenous dsRNA, C:nucleolus, F:double-stranded RNA binding, F:ATP binding, F:ATP-dependent RNA helicase activity, P:response to virus"
"131";"Q9BUQ8";"DDX23_HUMAN";"F:nucleic acid binding, F:ATP-dependent RNA helicase activity, C:nucleoplasm, C:plasma membrane, C:mitochondrion, F:ATP binding, C:catalytic step 2 spliceosome, C:U5 snRNP, P:cis assembly of pre-catalytic spliceosome, C:extracellular vesicular exosome"
"132";"O00571";"DDX3X_HUMAN";"P:chromosome segregation, P:positive regulation of translational initiation, F:ATP binding, P:negative regulation of protein complex assembly, P:cellular response to arsenic-containing substance, P:positive regulation of transcription from RNA polymerase II promoter, P:positive regulation of interferon-beta production, F:eukaryotic initiation factor 4E binding, P:negative regulation of cell growth, F:poly(A) RNA binding, P:positive regulation of apoptotic process, F:transcription factor binding, P:positive regulation of cell growth, C:mitochondrial outer membrane, P:negative regulation of translation, F:ATP-dependent DNA helicase activity, P:positive regulation of chemokine (C-C motif) ligand 5 production, C:cytoplasmic stress granule, F:mRNA 5'-UTR binding, P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:RNA secondary structure unwinding, F:RNA stem-loop binding, F:ATP-dependent RNA helicase activity, P:viral process, P:positive regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:transcription, DNA-templated, P:extrinsic apoptotic signaling pathway via death domain receptors, P:response to virus, P:negative regulation of apoptotic process, C:extracellular vesicular exosome, P:innate immune response, F:ribosomal small subunit binding, P:cellular response to osmotic stress, P:negative regulation of intrinsic apoptotic signaling pathway, C:nucleus, P:stress granule assembly, P:positive regulation of G1/S transition of mitotic cell cycle, P:intrinsic apoptotic signaling pathway, P:mature ribosome assembly, F:DNA binding, C:nuclear speck"
"133";"P17844";"DDX5_HUMAN";"P:regulation of viral genome replication, P:mRNA splicing, via spliceosome, P:positive regulation of transcription from RNA polymerase II promoter, P:regulation of skeletal muscle cell differentiation, F:ATP-dependent RNA helicase activity, P:circadian rhythm, F:RNA helicase activity, P:regulation of androgen receptor signaling pathway, F:androgen receptor binding, F:pre-mRNA binding, P:regulation of osteoblast differentiation, P:regulation of alternative mRNA splicing, via spliceosome, P:intrinsic apoptotic signaling pathway by p53 class mediator, F:estrogen receptor binding, P:in utero embryonic development, C:catalytic step 2 spliceosome, C:extracellular vesicular exosome, P:ATP catabolic process, P:negative regulation of transcription from RNA polymerase II promoter, P:cell growth, C:nucleolus, F:transcription coactivator activity, F:ATP binding, P:positive regulation of DNA damage response, signal transduction by p53 class mediator, P:positive regulation of intracellular estrogen receptor signaling pathway, P:transcription, DNA-templated"
"134";"P26196";"DDX6_HUMAN";"P:gene expression, P:exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay, F:ATP binding, C:cytosol, P:ATP catabolic process, F:ATP-dependent helicase activity, F:RNA helicase activity, C:RISC complex, C:cytoplasmic stress granule, C:cytoplasmic mRNA processing body, P:cytoplasmic mRNA processing body assembly, F:RNA binding"
