"";"X";"accession";"name";"go_name"
"94";94;"Q01518";"CAP1_HUMAN";"C:cortical actin cytoskeleton, P:signal transduction, P:establishment or maintenance of cell polarity, P:ameboidal cell migration, P:platelet degranulation, P:platelet activation, P:actin cytoskeleton organization, C:plasma membrane, P:receptor-mediated endocytosis, P:axon guidance, C:extracellular vesicular exosome, P:activation of adenylate cyclase activity"
"95";95;"P47756";"CAPZB_HUMAN";"F:actin binding, P:blood coagulation, P:neuron projection development, P:cytoskeleton organization, P:actin cytoskeleton organization, P:regulation of cell morphogenesis, C:F-actin capping protein complex, C:Z disc, C:extracellular vesicular exosome, P:negative regulation of microtubule polymerization, C:cortical cytoskeleton, C:cytosol, C:lamellipodium, C:intercalated disc, C:acrosomal vesicle, C:WASH complex, P:barbed-end actin filament capping, P:cellular component movement, P:muscle fiber development, P:lamellipodium assembly, C:membrane, P:regulation of protein kinase C signaling"
"97";97;"P04040";"CATA_HUMAN";"P:kidney development, P:response to hypoxia, F:NADP binding, P:cholesterol metabolic process, C:endoplasmic reticulum, P:hemoglobin metabolic process, C:peroxisomal matrix, F:aminoacylase activity, P:negative regulation of apoptotic process, P:positive regulation of NF-kappaB transcription factor activity, F:catalase activity, P:response to hyperoxia, P:hydrogen peroxide catabolic process, P:negative regulation of NF-kappaB transcription factor activity, F:protein homodimerization activity, P:triglyceride metabolic process, F:metal ion binding, C:Golgi apparatus, C:lysosome, P:positive regulation of phosphatidylinositol 3-kinase signaling, C:cytosol, P:UV protection, P:cellular response to growth factor stimulus, C:peroxisomal membrane, P:aerobic respiration, P:ureteric bud development, P:response to vitamin E, F:heme binding, P:positive regulation of cell division, P:protein homotetramerization, P:menopause, P:purine nucleobase metabolic process, C:mitochondrial intermembrane space, C:plasma membrane, P:purine nucleotide catabolic process"
"98";98;"P52907";"CAZA1_HUMAN";"P:innate immune response, C:F-actin capping protein complex, P:protein complex assembly, C:WASH complex, P:cellular component movement, C:extracellular vesicular exosome, C:cytosol, P:actin cytoskeleton organization, P:blood coagulation, F:actin binding, P:actin filament capping"
"102";102;"P16070";"CD44_HUMAN";"C:extracellular vesicular exosome, P:positive regulation of heterotypic cell-cell adhesion, P:hyaluronan catabolic process, P:interferon-gamma-mediated signaling pathway, P:cellular response to fibroblast growth factor stimulus, P:branching involved in ureteric bud morphogenesis, F:hyalurononglucosaminidase activity, P:cartilage development, P:branching involved in prostate gland morphogenesis, P:Wnt signaling pathway, P:positive regulation of peptidyl-serine phosphorylation, P:positive regulation of monocyte aggregation, P:positive regulation of peptidyl-tyrosine phosphorylation, F:collagen binding, P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:carbohydrate metabolic process, F:hyaluronic acid binding, C:integral component of plasma membrane, P:cell-matrix adhesion, C:basolateral plasma membrane, P:positive regulation of ERK1 and ERK2 cascade, P:monocyte aggregation, P:wound healing involved in inflammatory response, P:negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator, P:negative regulation of DNA damage response, signal transduction by p53 class mediator, C:external side of plasma membrane, C:cell surface, P:extracellular matrix organization, P:positive regulation of gene expression, P:negative regulation of apoptotic process, P:small molecule metabolic process"
"103";103;"P48960";"CD97_HUMAN";"P:cell adhesion, P:immune response, P:neuropeptide signaling pathway, C:extracellular space, F:calcium ion binding, P:cell-cell signaling, P:inflammatory response, C:extracellular vesicular exosome, C:integral component of plasma membrane, P:cellular component movement, F:G-protein coupled receptor activity"
"104";104;"P06493";"CDK1_HUMAN";"F:ATP binding, P:positive regulation of cardiac muscle cell proliferation, P:response to toxic substance, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:Ras protein signal transduction, P:cell migration, P:neurotrophin TRK receptor signaling pathway, P:toll-like receptor 3 signaling pathway, C:midbody, P:response to activity, P:positive regulation of DNA replication, P:organ regeneration, P:TRIF-dependent toll-like receptor signaling pathway, P:DNA repair, P:G2/M transition of mitotic cell cycle, P:cellular response to hydrogen peroxide, P:toll-like receptor 4 signaling pathway, F:histone kinase activity, P:response to cadmium ion, P:mitosis, P:mitotic nuclear envelope disassembly, C:cytosol, P:regulation of transcription involved in G1/S transition of mitotic cell cycle, P:activation of MAPK activity, P:epithelial cell differentiation, P:toll-like receptor TLR6:TLR2 signaling pathway, P:fibroblast growth factor receptor signaling pathway, P:activation of MAPKK activity, P:response to ethanol, P:protein complex assembly, C:extracellular vesicular exosome, P:MyD88-dependent toll-like receptor signaling pathway, P:positive regulation of protein import into nucleus, translocation, P:ventricular cardiac muscle cell development, F:cyclin-dependent protein serine/threonine kinase activity, P:regulation of embryonic development, P:stress-activated MAPK cascade, P:toll-like receptor TLR1:TLR2 signaling pathway, C:nucleoplasm, P:regulation of Schwann cell differentiation, P:positive regulation of gene expression, P:epidermal growth factor receptor signaling pathway, P:toll-like receptor 10 signaling pathway, P:protein localization to kinetochore, C:mitochondrion, P:apoptotic process, P:Fc-epsilon receptor signaling pathway, P:response to copper ion, P:pronuclear fusion, F:RNA polymerase II carboxy-terminal domain kinase activity, P:negative regulation of apoptotic process, P:toll-like receptor 5 signaling pathway, P:response to drug, P:insulin receptor signaling pathway, P:chromosome condensation, P:positive regulation of mitotic cell cycle, P:response to amine, P:cell aging, P:centrosome cycle, P:response to axon injury, P:DNA replication, C:microtubule organizing center, P:axon guidance, P:innate immune response, P:mitotic G2 DNA damage checkpoint, P:toll-like receptor 2 signaling pathway, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, P:toll-like receptor 9 signaling pathway, P:response to organic cyclic compound, C:spindle microtubule"
"106";106;"P61604";"CH10_HUMAN";"C:extracellular vesicular exosome, F:ATP binding, C:mitochondrion, F:chaperone binding, C:mitochondrial matrix, P:activation of cysteine-type endopeptidase activity involved in apoptotic process, F:unfolded protein binding, P:protein folding, P:response to unfolded protein"
"107";107;"P10809";"CH60_HUMAN";"P:B cell proliferation, P:positive regulation of T cell activation, C:coated vesicle, P:MyD88-dependent toll-like receptor signaling pathway, C:mitochondrial matrix, P:positive regulation of interleukin-10 production, F:single-stranded DNA binding, P:positive regulation of macrophage activation, F:DNA replication origin binding, C:extracellular vesicular exosome, P:positive regulation of interleukin-6 production, C:mitochondrial inner membrane, C:cell surface, C:early endosome, C:plasma membrane, P:protein maturation, P:'de novo' protein folding, P:positive regulation of interferon-gamma production, C:secretory granule, F:ATPase activity, P:positive regulation of interleukin-12 production, P:T cell activation, P:response to unfolded protein, P:protein stabilization, C:lipopolysaccharide receptor complex, F:lipopolysaccharide binding, F:unfolded protein binding, P:positive regulation of apoptotic process, C:coated pit, F:double-stranded RNA binding, C:extracellular space, P:viral process, P:chaperone-mediated protein complex assembly, P:activation of cysteine-type endopeptidase activity involved in apoptotic process, P:isotype switching to IgG isotypes, F:ATP binding, P:positive regulation of interferon-alpha production, P:B cell cytokine production, P:negative regulation of apoptotic process, C:cytosol, P:positive regulation of T cell mediated immune response to tumor cell, P:protein refolding"
"110";110;"Q99653";"CHP1_HUMAN";"C:endoplasmic reticulum-Golgi intermediate compartment, P:negative regulation of protein import into nucleus, P:protein stabilization, P:cytoplasmic microtubule organization, P:potassium ion transport, F:kinase binding, F:potassium channel regulator activity, P:transcytosis, C:transport vesicle, P:negative regulation of NF-kappaB transcription factor activity, F:calcium ion binding, P:negative regulation of protein autophosphorylation, F:protein kinase inhibitor activity, C:plasma membrane, P:microtubule bundle formation, F:calcium-dependent protein binding, F:transporter activity, P:calcium ion-dependent exocytosis, C:endoplasmic reticulum, P:positive regulation of sodium:hydrogen antiporter activity, C:cytosol, P:negative regulation of protein ubiquitination, P:protein export from nucleus, P:negative regulation of calcineurin-NFAT signaling cascade, P:protein oligomerization, P:membrane fusion, P:positive regulation of protein targeting to membrane, C:microtubule cytoskeleton, C:Golgi membrane, P:negative regulation of phosphatase activity, C:nucleus, P:membrane docking, P:negative regulation of protein kinase activity, F:microtubule binding, P:positive regulation of protein glycosylation, C:extracellular vesicular exosome, P:small GTPase mediated signal transduction, P:regulation of intracellular pH, P:cellular response to acidity"
"111";111;"O75390";"CISY_HUMAN";"F:citrate (Si)-synthase activity, P:cellular carbohydrate metabolic process, P:small molecule metabolic process, C:mitochondrial matrix, P:carbohydrate metabolic process, P:tricarboxylic acid cycle, C:extracellular vesicular exosome"
"112";112;"P09496";"CLCA_HUMAN";"C:clathrin coat of coated pit, P:negative regulation of epidermal growth factor receptor signaling pathway, C:cytosol, P:endocytosis, P:epidermal growth factor receptor signaling pathway, P:axon guidance, C:clathrin coat of trans-Golgi network vesicle, C:clathrin complex, P:post-Golgi vesicle-mediated transport, C:clathrin-coated endocytic vesicle membrane, F:peptide binding, C:plasma membrane, F:structural molecule activity, C:trans-Golgi network membrane, P:intracellular protein transport, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, P:neurotrophin TRK receptor signaling pathway"
"113";113;"Q00610";"CLH1_HUMAN";"C:cytosol, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:clathrin complex, C:spindle, C:mitochondrion, C:melanosome, F:double-stranded RNA binding, P:post-Golgi vesicle-mediated transport, P:mitosis, C:trans-Golgi network membrane, C:extracellular vesicular exosome, P:receptor internalization, C:clathrin coat of coated pit, F:structural molecule activity, P:transferrin transport, C:clathrin coat of trans-Golgi network vesicle, C:clathrin-coated endocytic vesicle membrane, P:intracellular protein transport"
"115";115;"Q6P4Q7";"CNNM4_HUMAN";"C:plasma membrane, P:ion transport, F:adenyl nucleotide binding, P:visual perception, C:integral component of membrane, P:response to stimulus, P:biomineral tissue development"
"116";116;"P23528";"COF1_HUMAN";"P:negative regulation of apoptotic process, P:platelet activation, C:ruffle membrane, C:extracellular space, C:cytoplasm, P:response to amino acid, P:protein phosphorylation, P:neural crest cell migration, P:Rho protein signal transduction, P:neural fold formation, C:extracellular vesicular exosome, C:nucleus, P:axon guidance, P:actin filament depolymerization, P:establishment of cell polarity, C:cortical actin cytoskeleton, P:actin cytoskeleton organization, P:platelet degranulation, P:negative regulation of cell size, P:Fc-gamma receptor signaling pathway involved in phagocytosis, P:positive regulation of actin filament depolymerization, C:lamellipodium membrane, P:response to virus, P:innate immune response, P:protein import into nucleus, C:nuclear matrix, P:regulation of cell morphogenesis"
"118";118;"P31146";"COR1A_HUMAN";"P:homeostasis of number of cells within a tissue, C:phagocytic cup, P:leukocyte chemotaxis, P:T cell homeostasis, P:positive chemotaxis, C:immunological synapse, P:cell-substrate adhesion, C:phagocytic vesicle, P:phagolysosome assembly, P:calcium ion transport, P:positive regulation of T cell proliferation, P:negative regulation of actin nucleation, P:regulation of cell shape, P:actin filament organization, F:protein homodimerization activity, P:positive regulation of cell migration, F:actin filament binding, C:extracellular vesicular exosome, P:uropod organization, P:cellular response to interleukin-4, C:phagocytic vesicle membrane, F:phosphatidylinositol 3-kinase binding, P:regulation of actin filament polymerization, C:cortical actin cytoskeleton, C:lamellipodium, P:actin cytoskeleton organization, C:actin filament, P:innate immune response"
"120";120;"O75131";"CPNE3_HUMAN";"P:vesicle-mediated transport, C:extracellular vesicular exosome, C:cytosol, P:lipid metabolic process, F:transporter activity, F:protein serine/threonine kinase activity, F:calcium-dependent phospholipid binding"
"125";125;"Q5TZA2";"CROCC_HUMAN";"C:plasma membrane, P:cell cycle, C:actin cytoskeleton, C:centriole, P:centrosome organization, F:structural molecule activity, C:ciliary rootlet, C:extracellular vesicular exosome, F:kinesin binding, P:cell projection organization, P:protein localization"
"126";126;"P41240";"CSK_HUMAN";"P:adherens junction organization, P:oligodendrocyte differentiation, C:plasma membrane, F:protein tyrosine kinase activity, P:brain development, F:protein C-terminus binding, C:centrosome, P:negative regulation of Golgi to plasma membrane protein transport, P:epidermal growth factor receptor signaling pathway, C:extracellular vesicular exosome, P:negative regulation of bone resorption, P:T cell receptor signaling pathway, P:negative regulation of interleukin-6 production, C:cell-cell junction, C:membrane raft, P:protein autophosphorylation, P:negative regulation of cell proliferation, P:negative regulation of ERK1 and ERK2 cascade, P:T cell costimulation, P:negative regulation of low-density lipoprotein particle clearance, F:non-membrane spanning protein tyrosine kinase activity, P:platelet activation, F:ATP binding, P:regulation of Fc receptor mediated stimulatory signaling pathway, P:cellular response to peptide hormone stimulus, C:cytosol, P:negative regulation of kinase activity, P:negative regulation of phagocytosis, P:positive regulation of MAP kinase activity, C:Golgi apparatus"
"127";127;"P81605";"DCD_HUMAN";"P:proteolysis, P:killing of cells of other organism, P:defense response to fungus, C:extracellular vesicular exosome, F:peptidase activity, P:defense response to bacterium"
"131";131;"Q9BUQ8";"DDX23_HUMAN";"F:nucleic acid binding, F:ATP-dependent RNA helicase activity, C:nucleoplasm, C:plasma membrane, C:mitochondrion, F:ATP binding, C:catalytic step 2 spliceosome, C:U5 snRNP, P:cis assembly of pre-catalytic spliceosome, C:extracellular vesicular exosome"
"132";132;"O00571";"DDX3X_HUMAN";"P:chromosome segregation, P:positive regulation of translational initiation, F:ATP binding, P:negative regulation of protein complex assembly, P:cellular response to arsenic-containing substance, P:positive regulation of transcription from RNA polymerase II promoter, P:positive regulation of interferon-beta production, F:eukaryotic initiation factor 4E binding, P:negative regulation of cell growth, F:poly(A) RNA binding, P:positive regulation of apoptotic process, F:transcription factor binding, P:positive regulation of cell growth, C:mitochondrial outer membrane, P:negative regulation of translation, F:ATP-dependent DNA helicase activity, P:positive regulation of chemokine (C-C motif) ligand 5 production, C:cytoplasmic stress granule, F:mRNA 5'-UTR binding, P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:RNA secondary structure unwinding, F:RNA stem-loop binding, F:ATP-dependent RNA helicase activity, P:viral process, P:positive regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:transcription, DNA-templated, P:extrinsic apoptotic signaling pathway via death domain receptors, P:response to virus, P:negative regulation of apoptotic process, C:extracellular vesicular exosome, P:innate immune response, F:ribosomal small subunit binding, P:cellular response to osmotic stress, P:negative regulation of intrinsic apoptotic signaling pathway, C:nucleus, P:stress granule assembly, P:positive regulation of G1/S transition of mitotic cell cycle, P:intrinsic apoptotic signaling pathway, P:mature ribosome assembly, F:DNA binding, C:nuclear speck"
"133";133;"P17844";"DDX5_HUMAN";"P:regulation of viral genome replication, P:mRNA splicing, via spliceosome, P:positive regulation of transcription from RNA polymerase II promoter, P:regulation of skeletal muscle cell differentiation, F:ATP-dependent RNA helicase activity, P:circadian rhythm, F:RNA helicase activity, P:regulation of androgen receptor signaling pathway, F:androgen receptor binding, F:pre-mRNA binding, P:regulation of osteoblast differentiation, P:regulation of alternative mRNA splicing, via spliceosome, P:intrinsic apoptotic signaling pathway by p53 class mediator, F:estrogen receptor binding, P:in utero embryonic development, C:catalytic step 2 spliceosome, C:extracellular vesicular exosome, P:ATP catabolic process, P:negative regulation of transcription from RNA polymerase II promoter, P:cell growth, C:nucleolus, F:transcription coactivator activity, F:ATP binding, P:positive regulation of DNA damage response, signal transduction by p53 class mediator, P:positive regulation of intracellular estrogen receptor signaling pathway, P:transcription, DNA-templated"
"137";137;"Q8NBQ5";"DHB11_HUMAN";"P:steroid biosynthetic process, C:lipid particle, F:estradiol 17-beta-dehydrogenase activity, C:cytoplasm, F:steroid dehydrogenase activity, P:androgen catabolic process, C:extracellular region"
"143";143;"P31689";"DNJA1_HUMAN";"P:response to heat, F:low-density lipoprotein particle receptor binding, P:sperm motility, P:spermatogenesis, C:extracellular vesicular exosome, F:metal ion binding, P:androgen receptor signaling pathway, C:membrane, P:response to unfolded protein, F:ATP binding, P:protein folding"
"144";144;"Q99615";"DNJC7_HUMAN";"C:nucleus, C:cytoplasm, C:extracellular vesicular exosome, P:chaperone cofactor-dependent protein refolding, C:cytoskeleton"
"146";146;"P27487";"DPP4_HUMAN";"C:integral component of membrane, P:positive regulation of cell proliferation, C:intercellular canaliculus, P:regulation of cell-cell adhesion mediated by integrin, F:serine-type endopeptidase activity, P:negative regulation of extracellular matrix disassembly, P:endothelial cell migration, C:membrane raft, C:lamellipodium, C:endocytic vesicle, F:aminopeptidase activity, P:proteolysis, C:lysosomal membrane, C:lamellipodium membrane, C:apical plasma membrane, C:invadopodium membrane, P:cell adhesion, P:response to hypoxia, C:cell surface, F:serine-type peptidase activity, F:dipeptidyl-peptidase activity, P:T cell activation, C:extracellular vesicular exosome, P:T cell costimulation"
"147";147;"P01903";"DRA_HUMAN";"C:extracellular vesicular exosome, C:integral component of lumenal side of endoplasmic reticulum membrane, C:ER to Golgi transport vesicle membrane, P:T cell costimulation, P:T cell receptor signaling pathway, C:integral component of plasma membrane, C:trans-Golgi network membrane, F:MHC class II receptor activity, P:interferon-gamma-mediated signaling pathway, F:MHC class II protein complex binding, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:late endosome membrane, C:MHC class II protein complex, C:lysosomal membrane, C:Golgi membrane, C:clathrin-coated endocytic vesicle membrane"
"148";148;"Q16643";"DREB_HUMAN";"P:cell communication by chemical coupling, F:profilin binding, C:cytoplasm, P:maintenance of protein location in cell, C:actomyosin, P:regulation of neuronal synaptic plasticity, F:actin binding, P:cell communication by electrical coupling, P:regulation of dendrite development, C:cell cortex, C:gap junction, C:dendrite, C:plasma membrane, P:actin filament organization, P:neural precursor cell proliferation"
"149";149;"Q14126";"DSG2_HUMAN";"P:regulation of heart rate by cardiac conduction, P:bundle of His cell to Purkinje myocyte communication, P:maternal process involved in female pregnancy, C:plasma membrane, C:desmosome, P:cellular component disassembly involved in execution phase of apoptosis, P:cell adhesion, C:extracellular vesicular exosome, C:cell-cell junction, C:lateral plasma membrane, P:ventricular cardiac muscle cell action potential, C:integral component of membrane, P:response to progesterone, C:apical plasma membrane, F:calcium ion binding, P:homophilic cell adhesion"
"153";153;"P63167";"DYL1_HUMAN";"P:regulation of transcription, DNA-templated, C:kinetochore, P:intrinsic apoptotic signaling pathway, C:centrosome, P:transport, P:positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway, P:anatomical structure morphogenesis, P:actin cytoskeleton organization, P:transcription, DNA-templated, P:substantia nigra development, C:mitochondrion, P:negative regulation of phosphorylation, P:female gamete generation, C:cytoplasmic dynein complex, P:microtubule-based process, C:nucleus, C:microtubule, C:cytosol, P:regulation of catalytic activity, F:motor activity, C:mitotic spindle, P:G2/M transition of mitotic cell cycle, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:plasma membrane, P:viral process, F:nitric-oxide synthase regulator activity"
"154";154;"Q13011";"ECH1_HUMAN";"F:isomerase activity, C:mitochondrion, P:fatty acid beta-oxidation, C:peroxisome, C:extracellular vesicular exosome"
"160";160;"P68104";"EF1A1_HUMAN";"C:extracellular space, P:transcription, DNA-templated, C:eukaryotic translation elongation factor 1 complex, C:nucleus, F:translation elongation factor activity, C:cytosol, F:GTP binding, C:plasma membrane, F:GTPase activity, C:extracellular vesicular exosome, P:GTP catabolic process, P:regulation of transcription, DNA-templated"
"164";164;"P13639";"EF2_HUMAN";"C:polysome, F:GTPase activity, P:positive regulation of gene expression, C:ribonucleoprotein complex, F:GTP binding, F:translation activator activity, P:translational elongation, C:extracellular vesicular exosome, F:translation elongation factor activity, C:cytosol"
"165";165;"P98172";"EFNB1_HUMAN";"P:cell adhesion, C:extracellular vesicular exosome, P:cell-cell signaling, P:neural crest cell migration, C:synapse, C:membrane raft, C:integral component of plasma membrane, F:ephrin receptor binding, P:positive regulation of T cell proliferation, P:axon guidance, C:cytoplasm, C:nucleus, P:embryonic pattern specification"
"166";166;"P49411";"EFTU_HUMAN";"F:translation elongation factor activity, F:GTPase activity, C:mitochondrial nucleoid, C:extracellular vesicular exosome, P:GTP catabolic process, F:GTP binding"
"167";167;"P17813";"EGLN_HUMAN";"P:positive regulation of gene expression, P:response to corticosteroid, P:negative regulation of pathway-restricted SMAD protein phosphorylation, C:endothelial microparticle, P:positive regulation of systemic arterial blood pressure, C:extracellular space, C:external side of plasma membrane, P:chronological cell aging, F:galactose binding, P:transforming growth factor beta receptor signaling pathway, P:negative regulation of cell migration, C:transforming growth factor beta receptor homodimeric complex, F:transforming growth factor beta-activated receptor activity, P:positive regulation of BMP signaling pathway, P:negative regulation of nitric-oxide synthase activity, F:type I transforming growth factor beta receptor binding, P:cellular response to mechanical stimulus, P:positive regulation of pathway-restricted SMAD protein phosphorylation, P:negative regulation of protein autophosphorylation, P:wound healing, F:glycosaminoglycan binding, F:activin binding, P:regulation of cell proliferation, P:cell adhesion, P:BMP signaling pathway, C:cytoplasm, P:detection of hypoxia, P:heart looping, P:patterning of blood vessels, P:extracellular matrix disassembly, P:negative regulation of transcription from RNA polymerase II promoter, C:nucleus, C:cell surface, P:bone development, P:negative regulation of transforming growth factor beta receptor signaling pathway, F:type II transforming growth factor beta receptor binding, P:negative regulation of endothelial cell proliferation, P:artery morphogenesis, P:regulation of cell adhesion, P:regulation of transforming growth factor beta receptor signaling pathway, P:smooth muscle tissue development, F:transforming growth factor beta receptor, cytoplasmic mediator activity, P:positive regulation of transcription from RNA polymerase II promoter, P:central nervous system vasculogenesis, P:response to statin, P:venous blood vessel morphogenesis, P:positive regulation of collagen biosynthetic process, P:response to transforming growth factor beta, P:cell chemotaxis, P:extracellular matrix constituent secretion, F:transmembrane signaling receptor activity, P:cell migration involved in endocardial cushion formation"
"169";169;"P55884";"EIF3B_HUMAN";"C:eukaryotic translation initiation factor 3 complex, F:protein complex scaffold, C:extracellular vesicular exosome, P:formation of translation preinitiation complex, F:nucleotide binding, P:regulation of translational initiation, C:eukaryotic 48S preinitiation complex, F:translation initiation factor activity, C:eukaryotic 43S preinitiation complex, C:cytosol"
"173";173;"Q13347";"EIF3I_HUMAN";"C:eukaryotic 48S preinitiation complex, C:eukaryotic 43S preinitiation complex, F:translation initiation factor activity, P:regulation of translational initiation, C:extracellular vesicular exosome, C:cytosol, P:formation of translation preinitiation complex, C:eukaryotic translation initiation factor 3 complex"
"177";177;"P06733";"ENOA_HUMAN";"C:M band, F:transcription corepressor activity, C:cytosol, F:magnesium ion binding, P:negative regulation of cell growth, P:small molecule metabolic process, C:phosphopyruvate hydratase complex, P:negative regulation of transcription from RNA polymerase II promoter, P:glycolysis, C:plasma membrane, F:phosphopyruvate hydratase activity, C:nucleus, C:extracellular vesicular exosome, F:DNA binding, F:sequence-specific DNA binding transcription factor activity, P:gluconeogenesis, C:extracellular space, P:transcription, DNA-templated, P:response to virus"
"178";178;"P14625";"ENPL_HUMAN";"F:ATP binding, C:cytosol, F:RNA binding, C:melanosome, P:protein transport, C:midbody, P:ER-associated ubiquitin-dependent protein catabolic process, P:actin rod assembly, C:extracellular vesicular exosome, P:activation of signaling protein activity involved in unfolded protein response, C:perinuclear region of cytoplasm, P:protein folding, F:calcium ion binding, P:toll-like receptor signaling pathway, P:innate immune response, C:endoplasmic reticulum membrane, C:endocytic vesicle lumen, F:low-density lipoprotein particle receptor binding, P:sequestering of calcium ion, P:response to hypoxia, C:endoplasmic reticulum lumen, F:virion binding, P:regulation of phosphoprotein phosphatase activity, P:negative regulation of apoptotic process, C:plasma membrane, F:protein phosphatase binding, P:cellular response to ATP"
"181";181;"P30040";"ERP29_HUMAN";"C:melanosome, P:protein secretion, C:cell surface, P:intracellular protein transport, C:endoplasmic reticulum lumen, F:protein disulfide isomerase activity, C:endoplasmic reticulum"
"182";182;"Q01844";"EWS_HUMAN";"F:RNA binding, P:transcription, DNA-templated, P:regulation of transcription, DNA-templated, F:zinc ion binding, C:plasma membrane, C:nucleus, C:cytoplasm, F:nucleotide binding"
"184";184;"P15311";"EZRI_HUMAN";"C:cortical cytoskeleton, C:astrocyte projection, P:actin filament bundle assembly, C:Schwann cell microvillus, C:nucleolus, C:cytosol, C:actin filament, C:uropod, C:microvillus, P:establishment or maintenance of apical/basal cell polarity, C:T-tubule, P:regulation of cell shape, C:cell body, P:epithelial cell differentiation, P:receptor internalization, C:microspike, P:cytoskeletal anchoring at plasma membrane, C:extracellular vesicular exosome, C:extrinsic component of membrane, C:ruffle membrane, P:filopodium assembly, C:ruffle, C:filopodium, C:microvillus membrane, F:actin filament binding, C:apical plasma membrane, P:leukocyte cell-cell adhesion, C:membrane raft, P:membrane to membrane docking, C:basolateral plasma membrane, C:cell tip, C:apical part of cell, P:axon guidance"
"186";186;"P49327";"FAS_HUMAN";"F:3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity, F:zinc ion binding, C:mitochondrion, F:3-oxoacyl-[acyl-carrier-protein] synthase activity, F:3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity, P:triglyceride biosynthetic process, C:plasma membrane, P:positive regulation of cellular metabolic process, F:drug binding, F:[acyl-carrier-protein] S-acetyltransferase activity, C:Golgi apparatus, C:glycogen granule, P:cellular response to interleukin-4, P:long-chain fatty-acyl-CoA biosynthetic process, P:fatty acid metabolic process, F:myristoyl-[acyl-carrier-protein] hydrolase activity, C:cytosol, C:extracellular vesicular exosome, F:fatty acid synthase activity, C:melanosome, F:enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity, P:fatty acid biosynthetic process, P:energy reserve metabolic process, F:enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity, F:3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity, P:pantothenate metabolic process, F:palmitoyl-[acyl-carrier-protein] hydrolase activity, P:acetyl-CoA metabolic process, F:NADPH binding, F:[acyl-carrier-protein] S-malonyltransferase activity, F:oleoyl-[acyl-carrier-protein] hydrolase activity"
"189";189;"P02765";"FETUA_HUMAN";"P:regulation of inflammatory response, C:blood microparticle, P:negative regulation of endopeptidase activity, P:negative regulation of insulin receptor signaling pathway, P:ossification, F:kinase inhibitor activity, P:acute-phase response, P:skeletal system development, P:pinocytosis, P:negative regulation of bone mineralization, F:cysteine-type endopeptidase inhibitor activity, P:positive regulation of phagocytosis, C:extracellular vesicular exosome"
"192";192;"P21333";"FLNA_HUMAN";"C:cytosol, C:plasma membrane, C:dendritic shaft, F:signal transducer activity, C:nucleus, C:cortical cytoskeleton, P:establishment of protein localization, P:platelet activation, P:positive regulation of transcription factor import into nucleus, P:negative regulation of sequence-specific DNA binding transcription factor activity, P:adenylate cyclase-inhibiting dopamine receptor signaling pathway, C:actin filament, P:spindle assembly involved in mitosis, P:actin crosslink formation, P:epithelial to mesenchymal transition, P:negative regulation of protein catabolic process, P:early endosome to late endosome transport, P:mRNA transcription from RNA polymerase II promoter, F:Ral GTPase binding, P:actin cytoskeleton reorganization, P:receptor clustering, P:platelet degranulation, F:Rac GTPase binding, F:glycoprotein binding, C:perinuclear region of cytoplasm, P:cytoplasmic sequestering of protein, F:actin filament binding, C:apical dendrite, F:protein homodimerization activity, C:extracellular vesicular exosome, P:cilium assembly, C:trans-Golgi network, C:Myb complex, P:protein localization to cell surface, P:positive regulation of I-kappaB kinase/NF-kappaB signaling, C:actin cytoskeleton, C:neuronal cell body, P:cell junction assembly, P:protein stabilization, F:Fc-gamma receptor I complex binding"
"196";196;"P07954";"FUMH_HUMAN";"F:fumarate hydratase activity, P:homeostasis of number of cells within a tissue, C:tricarboxylic acid cycle enzyme complex, C:extracellular vesicular exosome, P:fumarate metabolic process, C:mitochondrial matrix, P:tricarboxylic acid cycle"
"198";198;"Q13283";"G3BP1_HUMAN";"C:cytoplasm, F:ATP-dependent DNA helicase activity, P:transport, P:nucleic acid phosphodiester bond hydrolysis, C:plasma membrane, F:mRNA binding, F:ATP-dependent RNA helicase activity, F:ATP binding, C:cytosol, F:endonuclease activity, C:cytoplasmic stress granule, C:nucleus, P:Ras protein signal transduction, P:negative regulation of canonical Wnt signaling pathway, F:DNA binding"
