"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5574"	"spectra.count.P5574"	"dNSAF.P5574"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"Q86Y82"	"Q86Y82"	"STX12_HUMAN"	"Syntaxin-12"	"STX12"	5	8	0.000948610467598083	5	8	0.00125816290814247	0	"cholesterol efflux;intracellular protein transport;protein stabilization;synaptic vesicle exocytosis"	"phagocytic vesicle;SNARE complex;integral to membrane;Golgi membrane;endosome membrane;membrane raft"	"SNAP receptor activity;SNARE binding"
"Q8IXI1-1"	"Q8IXI1-1"	"MIRO2_HUMAN"	"Mitochondrial Rho GTPase 2"	"RHOT2"	9	21	0.00119151921597575	9	21	0	2	"GTP catabolic process;cellular homeostasis;small GTPase mediated signal transduction;mitochondrion transport along microtubule;mitochondrial outer membrane permeabilization;regulation of small GTPase mediated signal transduction"	"plasma membrane;integral to mitochondrial outer membrane;cytosol"	"calcium ion binding;GTPase activity;GTP binding"
"Q8N0U8"	"Q8N0U8"	"VKORL_HUMAN"	"Vitamin K epoxide reductase complex subunit 1-like protein 1"	"VKORC1L1"	5	9	0.0016735428988023	5	9	0.00221965672146725	0	""	"integral to membrane"	""
"Q8TC12-1,Q8TC12-2"	"Q8TC12-[1,2]"	"RDH11_HUMAN"	"Retinol dehydrogenase 11"	"RDH11"	5	9	0.000463118789605668	5	9	0	0	"phototransduction;retinol metabolic process;retinal metabolic process"	"integral to membrane;endoplasmic reticulum membrane"	"NADP-retinol dehydrogenase activity;retinol dehydrogenase activity"
"Q8WVM8"	"Q8WVM8"	"SCFD1_HUMAN"	"Sec1 family domain-containing protein 1"	"SCFD1"	5	9	0.000458790576618699	5	9	0.000608504023330586	0	"vesicle docking involved in exocytosis;response to toxic substance;response to hypoxia;post-Golgi vesicle-mediated transport;protein transport;regulation of ER to Golgi vesicle-mediated transport;retrograde vesicle-mediated transport"	"Golgi-associated vesicle;plasma membrane;Golgi cisterna membrane;cis-Golgi network;Golgi transport complex;endoplasmic reticulum membrane"	"syntaxin binding"
"Q96A26"	"Q96A26"	"F162A_HUMAN"	"Protein FAM162A"	"FAM162A"	5	13	0.00276267399167364	5	13	0.00366419522273959	0	"transformed cell apoptotic process;positive regulation of release of cytochrome c from mitochondria;positive regulation of apoptotic process;cellular response to hypoxia;activation of cysteine-type endopeptidase activity involved in apoptotic process;neuron apoptotic process"	"mitochondrion;integral to membrane"	""
"Q96G23"	"Q96G23"	"CERS2_HUMAN"	"Ceramide synthase 2"	"CERS2"	5	9	0.000775114605761065	5	9	0.00102805153415325	0	"small molecule metabolic process;ceramide biosynthetic process;sphingolipid biosynthetic process"	"endoplasmic reticulum membrane;nuclear membrane;integral to membrane"	"sphingosine N-acyltransferase activity;sequence-specific DNA binding;sequence-specific DNA binding transcription factor activity"
"Q99442"	"Q99442"	"SEC62_HUMAN"	"Translocation protein SEC62"	"SEC62"	5	12	0.000984272515252146	5	12	0.00130546226559143	0	"cotranslational protein targeting to membrane;posttranslational protein targeting to membrane"	"endoplasmic reticulum membrane;intermediate filament cytoskeleton;integral to membrane;rough endoplasmic reticulum;aggresome"	"receptor activity;protein transporter activity"
"Q99653"	"Q99653"	"CHP1_HUMAN"	"Calcineurin B homologous protein 1"	"CHP1"	5	10	0.00167831082728892	5	10	0.00222598052979052	0	"calcium ion-dependent exocytosis;negative regulation of protein import into nucleus;transcytosis;positive regulation of protein targeting to membrane;negative regulation of protein ubiquitination;potassium ion transport;membrane docking;positive regulation of protein glycosylation;cellular response to acidity;protein stabilization;regulation of intracellular pH;negative regulation of NF-kappaB transcription factor activity;positive regulation of sodium:hydrogen antiporter activity;membrane fusion;negative regulation of phosphatase activity;cytoplasmic microtubule organization;small GTPase mediated signal transduction;protein export from nucleus;negative regulation of calcineurin-NFAT signaling cascade;protein oligomerization;negative regulation of protein kinase activity;microtubule bundle formation;negative regulation of protein autophosphorylation"	"endoplasmic reticulum;Golgi membrane;nucleus;microtubule cytoskeleton;endoplasmic reticulum-Golgi intermediate compartment;transport vesicle;plasma membrane;cytosol"	"protein kinase inhibitor activity;kinase binding;potassium channel regulator activity;microtubule binding;calcium ion binding;transporter activity;calcium-dependent protein binding"
"Q9BRR6-1,Q9BRR6-2"	"Q9BRR6-[1,2]"	"ADPGK_HUMAN"	"ADP-dependent glucokinase"	"ADPGK"	8	15	0.000493869131772644	8	15	0	0	"glycolysis"	"extracellular region"	"ADP-specific glucokinase activity;metal ion binding"
"Q9BV40"	"Q9BV40"	"VAMP8_HUMAN"	"Vesicle-associated membrane protein 8"	"VAMP8"	5	16	0.00523632978114142	5	16	0.00694505925294642	0	"protein complex assembly;autophagic vacuole fusion;vesicle fusion;regulation of endocytosis;protein transport;post-Golgi vesicle-mediated transport"	"recycling endosome;plasma membrane;lysosomal membrane;SNARE complex;mitochondrion;early endosome;secretory granule membrane;integral to membrane;late endosome membrane"	""
"Q9BVK6"	"Q9BVK6"	"TMED9_HUMAN"	"Transmembrane emp24 domain-containing protein 9"	"TMED9"	5	11	0.00229785748374557	5	11	0.0030476988742983	8	"protein transport;COPI coating of Golgi vesicle;positive regulation of organelle organization;Golgi organization"	"endoplasmic reticulum membrane;trans-Golgi network transport vesicle;integral to membrane;endoplasmic reticulum;endoplasmic reticulum-Golgi intermediate compartment;endoplasmic reticulum-Golgi intermediate compartment membrane"	""
"Q9H7Z7"	"Q9H7Z7"	"PGES2_HUMAN"	"Prostaglandin E synthase 2"	"PTGES2"	5	8	0.000694473445774723	5	8	0.000921095391637456	0	"cell redox homeostasis;prostaglandin biosynthetic process;secretion;positive regulation of transcription"	"Golgi membrane;cytosol;integral to membrane;perinuclear region of cytoplasm;nucleus;mitochondrion"	"DNA binding;prostaglandin-E synthase activity;protein disulfide oxidoreductase activity;electron carrier activity"
"Q9H9P8-1,Q9H9P8-2"	"Q9H9P8-[1,2]"	"L2HDH_HUMAN"	"L-2-hydroxyglutarate dehydrogenase, mitochondrial"	"L2HGDH"	5	7	0.000247396790415699	5	7	0	0	"cellular protein metabolic process;2-oxoglutarate metabolic process"	"integral to mitochondrial inner membrane"	"2-hydroxyglutarate dehydrogenase activity"
"Q9HCU5"	"Q9HCU5"	"PREB_HUMAN"	"Prolactin regulatory element-binding protein"	"PREB"	5	9	0.000706339448894975	5	9	0.00093683353232191	0	"regulation of transcription;transcription;protein transport;activation of signaling protein activity involved in unfolded protein response;post-translational protein modification;COPII vesicle coating;protein N-linked glycosylation via asparagine"	"integral to membrane;nucleus;endoplasmic reticulum membrane"	"DNA binding"
"Q9NZ45"	"Q9NZ45"	"CISD1_HUMAN"	"CDGSH iron-sulfur domain-containing protein 1"	"CISD1"	5	17	0.00515148184487292	5	17	0.00683252357060701	0	"regulation of cellular respiration"	"mitochondrion;integral to membrane;mitochondrial outer membrane"	"metal ion binding;2 iron"
"Q9P035"	"Q9P035"	"HACD3_HUMAN"	"Very-long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase 3"	"PTPLAD1"	5	9	0.000813656215992278	5	9	0.00107917011872441	0	"Rac protein signal transduction;fatty acid biosynthetic process;I-kappaB kinase/NF-kappaB cascade;activation of JUN kinase activity;Rho protein signal transduction"	"endoplasmic reticulum membrane;integral to membrane"	"lyase activity;GTPase activator activity"
"Q9Y320-1,Q9Y320-2"	"Q9Y320-[1,2]"	"TMX2_HUMAN"	"Thioredoxin-related transmembrane protein 2"	"TMX2"	5	11	0.000608104176441676	5	11	0	0	"cell redox homeostasis"	"integral to membrane"	""
"Q9Y4W6"	"Q9Y4W6"	"AFG32_HUMAN"	"AFG3-like protein 2"	"AFG3L2"	5	8	0.000328502495680139	5	8	0.000435700078603916	0	"regulation of multicellular organism growth;protein catabolic process;axonogenesis;mitochondrial protein processing;myelination;mitochondrial fusion;neuromuscular junction development;proteolysis;cristae formation;nerve development;cell death;righting reflex"	"mitochondrion;mitochondrial inner membrane;integral to membrane"	"unfolded protein binding;zinc ion binding;nucleoside-triphosphatase activity;ATP binding;metalloendopeptidase activity"
"Q9Y5K5-1,Q9Y5K5-2,Q9Y5K5-3,Q9Y5K5-4"	"Q9Y5K5-[1-4]"	"UCHL5_HUMAN"	"Ubiquitin carboxyl-terminal hydrolase isozyme L5"	"UCHL5"	5	7	0.000174080112404967	5	7	0	0	"transforming growth factor beta receptor signaling pathway;negative regulation of transforming growth factor beta receptor signaling pathway;protein deubiquitination;regulation of proteasomal protein catabolic process;forebrain morphogenesis;lateral ventricle development;ubiquitin-dependent protein catabolic process;DNA recombination;DNA repair;transcription;regulation of transcription;midbrain development"	"proteasome complex;cytosol;Ino80 complex"	"endopeptidase inhibitor activity;proteasome binding;omega peptidase activity;ubiquitin thiolesterase activity;ubiquitin-specific protease activity"
"Q9Y6N5"	"Q9Y6N5"	"SQRD_HUMAN"	"Sulfide:quinone oxidoreductase, mitochondrial"	"SQRDL"	5	7	0.000509087617610971	5	7	0.000675214094036458	0	"sulfide oxidation;sulfur amino acid catabolic process;cellular nitrogen compound metabolic process"	"mitochondrial inner membrane"	"sulfide:quinone oxidoreductase activity"
"136429"	"136429"	"136429"	"trypsin [Sus scrofa]"	""	4	25	0.00354188973291492	4	25	0.00469768618299947	0	""	""	""
"A6NDJ8,Q86YS6-1"	"A6NDJ8, Q86YS6-1"	"RAB43_HUMAN, RB43L_HUMAN"	"Putative Rab-43-like protein ENSP00000330714, Ras-related protein Rab-43"	"RAB43"	4	7	0.000619818724697868	4	7	0.00178495648329101	10	"small GTPase mediated signal transduction;protein transport;retrograde transport;Golgi organization;phagosome maturation"	"phagocytic vesicle membrane;phagocytic vesicle;Golgi apparatus"	"GTP binding;GTPase activity"
"O14949"	"O14949"	"QCR8_HUMAN"	"Cytochrome b-c1 complex subunit 8"	"UQCRQ"	4	9	0.0035919945145025	4	9	0.00476414125583215	0	"thalamus development;small molecule metabolic process;cerebellar Purkinje cell layer development;subthalamus development;midbrain development;hypothalamus development;pons development;hippocampus development;pyramidal neuron development;respiratory electron transport chain"	"mitochondrial inner membrane;respiratory chain"	"ubiquinol-cytochrome-c reductase activity"
"O15228"	"O15228"	"GNPAT_HUMAN"	"Dihydroxyacetone phosphate acyltransferase"	"GNPAT"	4	4	0.00019251212430667	4	4	0.000255333060770089	0	"response to nutrient;response to starvation;phosphatidic acid biosynthetic process;response to fatty acid;ether lipid biosynthetic process;paranodal junction assembly;cerebellum morphogenesis;synapse assembly;response to drug"	"peroxisomal membrane;peroxisomal matrix;mitochondrion"	"glycerone-phosphate O-acyltransferase activity;glycerol-3-phosphate O-acyltransferase activity;palmitoyl-CoA hydrolase activity"
"O15400-1,O15400-2"	"O15400-[1,2]"	"STX7_HUMAN"	"Syntaxin-7"	"STX7"	4	8	0.000501564155281745	4	8	0	0	"synaptic vesicle exocytosis;post-Golgi vesicle-mediated transport;intracellular protein transport"	"perinuclear region of cytoplasm;SNARE complex;early endosome membrane;integral to membrane"	"SNAP receptor activity;SNARE binding"
"O43278-1,O43278-2"	"O43278-[1,2]"	"SPIT1_HUMAN"	"Kunitz-type protease inhibitor 1"	"SPINT1"	4	7	0.000216530650212606	4	7	0	0	"placenta blood vessel development;extracellular matrix organization;branching involved in labyrinthine layer morphogenesis"	"membrane;extracellular region"	"serine-type endopeptidase inhibitor activity"
"O43765"	"O43765"	"SGTA_HUMAN"	"Small glutamine-rich tetratricopeptide repeat-containing protein alpha"	"SGTA"	4	7	0.000731915105191492	4	7	0.000970755087272862	0	"modulation by virus of host morphology or physiology"	"cytoplasm"	""
"O43852-1,O43852-2,O43852-3,O43852-4"	"O43852-[1-4]"	"CALU_HUMAN"	"Calumenin"	"CALU"	4	6	0.000155843148248256	4	6	0	0	"platelet activation;platelet degranulation"	"endoplasmic reticulum;Golgi apparatus;sarcoplasmic reticulum lumen;extracellular region;melanosome"	"calcium ion binding"
"O60884"	"O60884"	"DNJA2_HUMAN"	"DnaJ homolog subfamily A member 2"	"DNAJA2"	4	7	0.000556042300788682	4	7	0.000737491122127199	0	"protein folding;positive regulation of cell proliferation;response to heat"	"membrane"	"metal ion binding;ATP binding"
"O75915"	"O75915"	"PRAF3_HUMAN"	"PRA1 family protein 3"	"ARL6IP5"	4	9	0.00156672101164471	4	9	0.00207797650520338	0	"L-glutamate transport;negative regulation of transport"	"endoplasmic reticulum;integral to membrane;endoplasmic reticulum membrane"	""
"O95169"	"O95169"	"NDUB8_HUMAN"	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial"	"NDUFB8"	4	7	0.00123166359099428	4	7	0.00163358248557208	0	"small molecule metabolic process;mitochondrial electron transport"	"integral to membrane;endoplasmic reticulum;mitochondrial respiratory chain complex I"	"NADH dehydrogenase (ubiquinone) activity"
"P03915"	"P03915"	"NU5M_HUMAN"	"NADH-ubiquinone oxidoreductase chain 5"	"MT-ND5"	4	10	0.000542737332207858	4	10	0.000719844449932258	0	"small molecule metabolic process;mitochondrial electron transport"	"integral to membrane;mitochondrial respiratory chain complex I"	"NADH dehydrogenase (ubiquinone) activity"
"P07237"	"P07237"	"PDIA1_HUMAN"	"Protein disulfide-isomerase"	"P4HB"	4	4	0.000257693394741211	4	4	0.00034178441205445	0	"glycerol ether metabolic process;cell redox homeostasis;peptidyl-proline hydroxylation to 4-hydroxy-L-proline;extracellular matrix organization;lipoprotein metabolic process"	"endoplasmic reticulum lumen;plasma membrane;cell surface;extracellular region;melanosome;endoplasmic reticulum-Golgi intermediate compartment"	"procollagen-proline 4-dioxygenase activity;protein disulfide oxidoreductase activity;protein disulfide isomerase activity;electron carrier activity"
"P07437"	"P07437"	"TBB5_HUMAN"	"Tubulin beta chain"	"TUBB"	4	14	0.00504321063662297	4	14	0.00668892108793066	81	"natural killer cell mediated cytotoxicity;cytoskeleton-dependent intracellular transport;spindle assembly;cell division;protein polymerization;cellular component movement;microtubule-based process;G2/M transition of mitotic cell cycle"	"nuclear envelope lumen;microtubule;extracellular vesicular exosome;cell body;plasma membrane;cytosol"	"structural molecule activity;MHC class I protein binding;structural constituent of cytoskeleton;GTPase activity;GTP binding"
"P08754"	"P08754"	"GNAI3_HUMAN"	"Guanine nucleotide-binding protein G(k) subunit alpha"	"GNAI3"	4	10	0.00140995226317054	4	10	0.00187005066923245	23	"synaptic transmission;vesicle fusion;cell division;negative regulation of adenylate cyclase activity;cell cycle;platelet activation;adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway;transport"	"zymogen granule;membrane raft;cytoplasm;midbody;Golgi apparatus;centrosome;heterotrimeric G-protein complex"	"G-protein coupled serotonin receptor binding;metal ion binding;G-protein beta/gamma-subunit complex binding;GTP binding;signal transducer activity;GTPase activity"
"P08865"	"P08865"	"RSSA_HUMAN"	"40S ribosomal protein SA"	"RPSA"	4	6	0.000665635141670519	4	6	0.000882846515205054	0	"viral transcription;translational termination;rRNA export from nucleus;nuclear-transcribed mRNA catabolic process;translational elongation;SRP-dependent cotranslational protein targeting to membrane;cell adhesion;endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA;endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA;ribosomal small subunit assembly;translational initiation"	"plasma membrane;nucleus;90S preribosome;cytosolic small ribosomal subunit"	"structural constituent of ribosome;ribosome binding;laminin receptor activity"
"P11233"	"P11233"	"RALA_HUMAN"	"Ras-related protein Ral-A"	"RALA"	4	8	0.00157000179046216	4	8	0.0020823278742415	4	"actin cytoskeleton reorganization;neurotrophin TRK receptor signaling pathway;exocytosis;positive regulation of filopodium assembly;Ras protein signal transduction;chemotaxis;cytokinesis;regulation of exocytosis;modulation by virus of host morphology or physiology;membrane raft localization"	"cleavage furrow;midbody;cell surface;plasma membrane;cytoplasmic vesicle membrane"	"GTPase activity;GTP binding;Edg-2 lysophosphatidic acid receptor binding"
"P11234"	"P11234"	"RALB_HUMAN"	"Ras-related protein Ral-B"	"RALB"	4	9	0.00176625201426993	4	9	0.00234261885852169	4	"neurotrophin TRK receptor signaling pathway;regulation of exocyst localization;apoptotic process;regulation of exocyst assembly;Ras protein signal transduction;cytokinesis"	"plasma membrane;midbody"	"GTPase activity;GTP binding"
"P13987"	"P13987"	"CD59_HUMAN"	"CD59 glycoprotein"	"CD59"	4	10	0.00255680165094796	4	10	0.00339114221335274	0	"negative regulation of apoptotic process;cell activation;regulation of complement activation;blood coagulation;innate immune response;cell surface receptor signaling pathway;negative regulation of activation of membrane attack complex;positive regulation of T cell proliferation"	"compact myelin;extracellular space;sarcolemma;extracellular region;anchored to external side of plasma membrane"	"complement binding"
"P15153"	"P15153"	"RAC2_HUMAN"	"Ras-related C3 botulinum toxin substrate 2"	"RAC2"	7	15	0.00266796694011961	7	15	0.00353858317915069	2	"cell projection assembly;small GTPase mediated signal transduction;regulation of small GTPase mediated signal transduction;regulation of hydrogen peroxide metabolic process;positive regulation of cell proliferation;actin cytoskeleton organization;regulation of respiratory burst;axon guidance;platelet activation;bone resorption"	"nuclear envelope;plasma membrane;cytosol"	"GTPase activity;GTP binding"
"P15880"	"P15880"	"RS2_HUMAN"	"40S ribosomal protein S2"	"RPS2"	4	7	0.000781875180631184	4	7	0.0010370182331618	0	"translational initiation;translational elongation;translational termination;viral transcription;SRP-dependent cotranslational protein targeting to membrane;nuclear-transcribed mRNA catabolic process"	"nucleoplasm;cytosolic small ribosomal subunit"	"RNA binding;structural constituent of ribosome"
"P17813-1,P17813-2"	"P17813-[1,2]"	"EGLN_HUMAN"	"Endoglin"	"ENG"	4	6	0.000149211524918543	4	6	0	0	"detection of hypoxia;negative regulation of endothelial cell proliferation;negative regulation of transforming growth factor beta receptor signaling pathway;wound healing;venous blood vessel morphogenesis;transforming growth factor beta receptor signaling pathway;cell adhesion;regulation of cell adhesion;negative regulation of pathway-restricted SMAD protein phosphorylation;BMP signaling pathway;regulation of cell proliferation;negative regulation of cell migration;heart looping;positive regulation of transcription from RNA polymerase II promoter;positive regulation of BMP signaling pathway;positive regulation of pathway-restricted SMAD protein phosphorylation;positive regulation of systemic arterial blood pressure;chronological cell aging;negative regulation of nitric-oxide synthase activity;extracellular matrix disassembly;cell migration involved in endocardial cushion formation;patterning of blood vessels;artery morphogenesis;cell chemotaxis;smooth muscle tissue development;regulation of transforming growth factor beta receptor signaling pathway;central nervous system vasculogenesis;negative regulation of transcription from RNA polymerase II promoter;negative regulation of protein autophosphorylation"	"cell surface;transforming growth factor beta receptor homodimeric complex;extracellular space;external side of plasma membrane;nucleus;endothelial microparticle;cytoplasm"	"transforming growth factor beta receptor;galactose binding;type I transforming growth factor beta receptor binding;glycosaminoglycan binding;transforming growth factor beta-activated receptor activity;transmembrane signaling receptor activity;activin binding;type II transforming growth factor beta receptor binding"
"P18124"	"P18124"	"RL7_HUMAN"	"60S ribosomal protein L7"	"RPL7"	4	5	0.000659819780889795	4	5	0.000875133474413612	0	"translational elongation;SRP-dependent cotranslational protein targeting to membrane;ribosomal large subunit biogenesis;viral transcription;rRNA processing;nuclear-transcribed mRNA catabolic process;translational termination;translational initiation"	"cytosolic large ribosomal subunit"	"mRNA binding;structural constituent of ribosome;DNA binding"
"P23528"	"P23528"	"COF1_HUMAN"	"Cofilin-1"	"CFL1"	4	6	0.00118290582405303	4	6	0.0015689139878644	0	"negative regulation of apoptotic process;regulation of cell morphogenesis;innate immune response;response to amino acid stimulus;actin filament depolymerization;protein phosphorylation;neural fold formation;platelet activation;axon guidance;Rho protein signal transduction;response to virus;positive regulation of actin filament depolymerization;Fc-gamma receptor signaling pathway involved in phagocytosis;neural crest cell migration;cytokinesis;platelet degranulation;establishment of cell polarity;actin cytoskeleton organization"	"lamellipodium membrane;ruffle membrane;cortical actin cytoskeleton;nuclear matrix;cytoplasm;nucleus"	""
"P23634-1,P23634-2,P23634-3,P23634-4,P23634-5,P23634-6,P23634-7,P23634-8"	"P23634-[1-8]"	"AT2B4_HUMAN"	"Plasma membrane calcium-transporting ATPase 4"	"ATP2B4"	4	5	2.26630283323348e-05	4	5	0	3	"regulation of sodium ion transmembrane transport;negative regulation of peptidyl-cysteine S-nitrosylation;blood coagulation"	"protein complex;integral to plasma membrane"	"metal ion binding;scaffold protein binding;ATP binding;calcium-transporting ATPase activity"
"P26373"	"P26373"	"RL13_HUMAN"	"60S ribosomal protein L13"	"RPL13"	4	8	0.00124083644102877	4	8	0.00164574863813896	0	"translational termination;translational initiation;translational elongation;nuclear-transcribed mRNA catabolic process;viral transcription;SRP-dependent cotranslational protein targeting to membrane"	"cytosolic large ribosomal subunit"	"RNA binding;structural constituent of ribosome"
"P26447"	"P26447"	"S10A4_HUMAN"	"Protein S100-A4"	"S100A4"	4	9	0.00291627277415054	4	9	0.00386791666315085	0	"epithelial to mesenchymal transition;positive regulation of I-kappaB kinase/NF-kappaB cascade"	"neuron projection;nucleus;perinuclear region of cytoplasm"	"calcium ion binding"
"P26583"	"P26583"	"HMGB2_HUMAN"	"High mobility group protein B2"	"HMGB2"	4	5	0.000782944046223298	4	5	0.00103843589308409	0	"male gonad development;spermatid nucleus differentiation;nucleosome assembly;positive regulation of transcription from RNA polymerase II promoter;response to steroid hormone stimulus;apoptotic DNA fragmentation;base-excision repair;negative regulation of transcription;cell chemotaxis;positive regulation of DNA binding;cellular response to lipopolysaccharide;positive regulation of endothelial cell proliferation;positive regulation of nuclease activity;V(D)J recombination;positive regulation of megakaryocyte differentiation;negative regulation of apoptotic process;phosphatidylinositol-mediated signaling;positive regulation of erythrocyte differentiation;DNA topological change"	"extracellular space;condensed chromosome;perinuclear region of cytoplasm;nucleoplasm;protein complex"	"transcription regulatory region DNA binding;double-stranded DNA binding;DNA binding;chemoattractant activity;RAGE receptor binding;damaged DNA binding;sequence-specific DNA binding transcription factor activity;single-stranded DNA binding"
"P32942"	"P32942"	"ICAM3_HUMAN"	"Intercellular adhesion molecule 3"	"ICAM3"	4	8	0.000478640747819142	4	8	0.000634831741585596	0	"regulation of immune response;cell-cell adhesion"	"integral to plasma membrane"	"integrin binding"
"P35813-1,P35813-2"	"P35813-[1,2]"	"PPM1A_HUMAN"	"Protein phosphatase 1A"	"PPM1A"	4	6	0.000257018804702622	4	6	0	0	"negative regulation of I-kappaB kinase/NF-kappaB cascade;Wnt receptor signaling pathway;negative regulation of transcription from RNA polymerase II promoter;negative regulation of NF-kappaB import into nucleus;negative regulation of SMAD protein complex assembly;cell cycle arrest;N-terminal protein myristoylation;transforming growth factor beta receptor signaling pathway;peptidyl-threonine dephosphorylation;transcription initiation from RNA polymerase II promoter;positive regulation of Wnt receptor signaling pathway;positive regulation of transcription;negative regulation of transforming growth factor beta receptor signaling pathway;insulin receptor signaling pathway;positive regulation of I-kappaB kinase/NF-kappaB cascade"	"neuron projection;voltage-gated calcium channel complex;cytosol;nucleoplasm;membrane"	"magnesium ion binding;signal transducer activity;calmodulin-dependent protein phosphatase activity;manganese ion binding"
"P36578"	"P36578"	"RL4_HUMAN"	"60S ribosomal protein L4"	"RPL4"	4	4	0.000306576685078537	4	4	0.00040661939420061	0	"nuclear-transcribed mRNA catabolic process;SRP-dependent cotranslational protein targeting to membrane;translational elongation;translational initiation;viral transcription;translational termination"	"nucleolus;cytosolic large ribosomal subunit"	"RNA binding;structural constituent of ribosome"
"P39019"	"P39019"	"RS19_HUMAN"	"40S ribosomal protein S19"	"RPS19"	4	7	0.0015799270891375	4	7	0.00209549201597521	0	"translational elongation;protein tetramerization;nuclear-transcribed mRNA catabolic process;monocyte chemotaxis;ribosomal small subunit assembly;translational termination;erythrocyte differentiation;maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA;response to extracellular stimulus;translational initiation;negative regulation of respiratory burst involved in inflammatory response;nucleolus organization;SRP-dependent cotranslational protein targeting to membrane;positive regulation of respiratory burst involved in inflammatory response;positive regulation of cellular component movement;viral transcription"	"cytosolic small ribosomal subunit;nucleolus"	"structural constituent of ribosome;protein homodimerization activity"
"P46781"	"P46781"	"RS9_HUMAN"	"40S ribosomal protein S9"	"RPS9"	4	6	0.00101217714841651	4	6	0.00134247279373964	0	"nuclear-transcribed mRNA catabolic process;translational termination;positive regulation of cell proliferation;SRP-dependent cotranslational protein targeting to membrane;translational elongation;viral transcription;translational initiation"	"cytosolic small ribosomal subunit;nucleolus"	"translation regulator activity;rRNA binding;structural constituent of ribosome"
"P46783"	"P46783"	"RS10_HUMAN"	"40S ribosomal protein S10"	"RPS10"	9	13	0.00257849572556206	9	13	0.00341991554122362	0	"translational elongation;nuclear-transcribed mRNA catabolic process;viral transcription;translational initiation;translational termination;SRP-dependent cotranslational protein targeting to membrane"	"cytosolic small ribosomal subunit;nucleolus"	""
"P53985"	"P53985"	"MOT1_HUMAN"	"Monocarboxylate transporter 1"	"SLC16A1"	4	12	0.000785449467171212	4	12	0.00104175888794196	0	"pyruvate metabolic process;leukocyte migration;blood coagulation"	"integral to membrane;plasma membrane;mitochondrion"	"secondary active monocarboxylate transmembrane transporter activity;mevalonate transmembrane transporter activity;symporter activity"
"P56192"	"P56192"	"SYMC_HUMAN"	"Methionine--tRNA ligase, cytoplasmic"	"MARS"	4	5	0.000181817006289632	4	5	0.000241147890727306	0	"methionyl-tRNA aminoacylation;tRNA aminoacylation for protein translation"	"cytosol;mitochondrion"	"tRNA binding;methionine-tRNA ligase activity;ATP binding"
"P61009"	"P61009"	"SPCS3_HUMAN"	"Signal peptidase complex subunit 3"	"SPCS3"	4	8	0.00145453605031706	4	8	0.00192918312581845	0	"proteolysis;translation;regulation of insulin secretion;SRP-dependent cotranslational protein targeting to membrane;signal peptide processing"	"endoplasmic reticulum membrane;signal peptidase complex;integral to membrane"	"peptidase activity"
"P61204,P84077"	"P61204, P84077"	"ARF1_HUMAN, ARF3_HUMAN"	"ADP-ribosylation factor 1, ADP-ribosylation factor 3"	"ARF1, ARF3"	4	11	0.00145618632306555	4	11	0.00193137191882821	10	"protein transport;phosphatidylinositol biosynthetic process;vesicle-mediated transport;small GTPase mediated signal transduction;retrograde vesicle-mediated transport;antigen processing and presentation of exogenous peptide antigen via MHC class II;COPI coating of Golgi vesicle;cellular copper ion homeostasis;post-Golgi vesicle-mediated transport;regulation of defense response to virus by virus;viral process"	"Golgi membrane;perinuclear region of cytoplasm;cytosol;plasma membrane;sarcomere"	"GTPase activity;GTP binding;receptor signaling protein activity"
"P61313"	"P61313"	"RL15_HUMAN"	"60S ribosomal protein L15"	"RPL15"	4	7	0.00112298739178891	4	7	0.00148944285449219	0	"nuclear-transcribed mRNA catabolic process;viral transcription;SRP-dependent cotranslational protein targeting to membrane;translational termination;translational initiation;translational elongation"	"cytosolic large ribosomal subunit"	"RNA binding;structural constituent of ribosome"
"P61978-1,P61978-2,P61978-3"	"P61978-[1-3]"	"HNRPK_HUMAN"	"Heterogeneous nuclear ribonucleoprotein K"	"HNRNPK"	4	7	0.000164931193610466	4	7	0	0	"regulation of low-density lipoprotein particle clearance;positive regulation of receptor-mediated endocytosis;modulation by virus of host morphology or physiology;mRNA splicing;regulation of apoptotic process;regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter;positive regulation of low-density lipoprotein particle receptor biosynthetic process;signal transduction"	"cell projection;cell junction;podosome;catalytic step 2 spliceosome;cytoplasm;nuclear chromatin;nucleoplasm"	"RNA binding;RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription;RNA polymerase II core promoter proximal region sequence-specific DNA binding;single-stranded DNA binding"
