"";"protein.acs";"X.1";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6287.1.id.csv";"peptide.count.P6287.2.id.csv";"spectra.count.P6287.1.id.csv";"spectra.count.P6287.2.id.csv";"dNSAF.P6287.1.id.csv";"dNSAF.P6287.2.id.csv";"Go.Cc";"norm.sc";"Go.Mf"
"62";"P07900";107;107;"P07900-1,P07900-2";"HS90A_HUMAN";"Heat shock protein HSP 90-alpha";"HSP90AA1";16;25;0,00173026305969986;13;8;16;9;NA;NA;"cytoplasm, nucleus, plasma membrane, extracellular region, melanosome, extracellular vesicular exosome, mitochondrion, cytosol, endocytic vesicle lumen";0,00479110770410119;"MHC class II protein complex binding, nitric-oxide synthase regulator activity, protein homodimerization activity, TPR domain binding, ATP binding, ATPase activity, identical protein binding, poly(A) RNA binding, protein binding, nucleotide binding"
"63";"P07910";108;108;"P07910-1,P07910-2";"HNRPC_HUMAN";"Heterogeneous nuclear ribonucleoproteins C1/C2";"HNRNPC";10;20;0,00218057829503638;10;8;11;9;NA;NA;"membrane, catalytic step 2 spliceosome, extracellular vesicular exosome, nucleoplasm, nuclear chromatin, cytosol, nucleus, protein complex, spliceosomal complex";0,00383288616328095;"identical protein binding, mRNA 3'-UTR binding, RNA binding, poly(U) RNA binding, nucleotide binding, RNA polymerase II distal enhancer sequence-specific DNA binding, nucleosomal DNA binding, poly(A) RNA binding, protein binding, RNA polymerase II core promoter proximal region sequence-specific DNA binding"
"64";"P07954";110;110;"P07954-1,P07954-2";"FUMH_HUMAN";"Fumarate hydratase, mitochondrial";"FH";5;8;0,000523338790808732;4;4;4;4;NA;NA;"extracellular vesicular exosome, cytoplasm, mitochondrial matrix, mitochondrion, tricarboxylic acid cycle enzyme complex";0,00153315446531238;"fumarate hydratase activity"
"65";"P08107";111;111;"P08107-1,P08107-2";"HSP71_HUMAN";"Heat shock 70 kDa protein 1A/1B";"HSPA1A,HSPA1B";2;2;0,000538284428186125;0;2;0;2;NA;NA;"cytosol, cytoplasm, aggresome, nuclear speck, perinuclear region of cytoplasm, mitochondrion, extracellular vesicular exosome, inclusion body, endoplasmic reticulum, ribonucleoprotein complex, centriole, nucleus, blood microparticle";0,000383288616328095;"ATPase activity, coupled, enzyme binding, protein binding, poly(A) RNA binding, ATPase activity, virus receptor activity, heat shock protein binding, protein N-terminus binding, ubiquitin protein ligase binding, unfolded protein binding, ATP binding, double-stranded RNA binding, protein binding involved in protein folding"
"66";"P08195";112;112;"P08195-1,P08195-2,P08195-3,P08195-4";"4F2_HUMAN";"4F2 cell-surface antigen heavy chain";"SLC3A2";27;55;0,0014563147898993;20;24;24;31;NA;NA;"cell junction, extracellular vesicular exosome, integral component of membrane, nucleus, apical plasma membrane, plasma membrane, cytoplasm, melanosome";0,0105404369490226;"poly(A) RNA binding, double-stranded RNA binding, calcium:sodium antiporter activity, catalytic activity, neutral amino acid transmembrane transporter activity, protein binding, cation binding"
"67";"P08238";113;113;"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";16;29;0,00413834873088656;11;14;13;16;0,00444860649392678;0,0071055940547442;"cytoplasm, melanosome, mitochondrion, inclusion body, cytosol, brush border membrane, extracellular vesicular exosome, cell surface, apical plasma membrane, basolateral plasma membrane";0,00555768493675738;"TPR domain binding, GTP binding, poly(A) RNA binding, dATP binding, CTP binding, MHC class II protein complex binding, ATP binding, nitric-oxide synthase regulator activity, UTP binding, double-stranded RNA binding, protein binding"
"68";"P08575";114;114;"P08575-1,P08575-2";"PTPRC_HUMAN";"Receptor-type tyrosine-protein phosphatase C";"PTPRC";42;81;0,00207238549159401;33;29;40;41;NA;NA;"focal adhesion, plasma membrane, integral component of plasma membrane, membrane raft, extracellular vesicular exosome, external side of plasma membrane";0,0155231889612878;"protein kinase binding, protein binding, transmembrane receptor protein tyrosine phosphatase activity, protein tyrosine phosphatase activity"
"69";"P08648";117;117;"P08648";"ITA5_HUMAN";"Integrin alpha-5";"ITGA5";6;11;0,000699697477701856;4;6;4;7;0,000637137622824952;0,00132392709115223;"ruffle, integrin complex, external side of plasma membrane, alphav-beta3 integrin-vitronectin complex, plasma membrane, cytoplasm, synapse";0,00210808738980452;"metal ion binding, platelet-derived growth factor receptor binding, protein binding, vascular endothelial growth factor receptor 2 binding"
"70";"P08670";118;118;"P08670";"VIME_HUMAN";"Vimentin";"VIM";8;10;0,00171825826166815;7;3;7;3;0,00286848655082994;0,00170300370155572;"extracellular vesicular exosome, intermediate filament cytoskeleton, cytoplasm, cytoskeleton, cell leading edge, peroxisome, intermediate filament, cell projection, cytosol";0,00191644308164048;"protein C-terminus binding, protein binding, structural constituent of cytoskeleton, double-stranded RNA binding, scaffold protein binding, identical protein binding, glycoprotein binding, structural constituent of eye lens"
"71";"P08865";120;120;"P08865";"RSSA_HUMAN";"40S ribosomal protein SA";"RPSA";5;7;0,00158332159592133;3;4;3;4;0,00169921364324587;0,00269016855906768;"plasma membrane, 90S preribosome, extracellular vesicular exosome, cytosolic small ribosomal subunit, cytosol, nucleus, cytoplasm";0,00134151015714833;"poly(A) RNA binding, ribosome binding, structural constituent of ribosome, protein binding, laminin receptor activity"
"72";"P09211";123;123;"P09211";"GSTP1_HUMAN";"Glutathione S-transferase P";"GSTP1";1;1;0,000317741408705302;1;NA;1;NA;0,000795663531361161;NA;"TRAF2-GSTP1 complex, extracellular space, mitochondrion, nucleus, cytosol, plasma membrane, cytoplasm, extracellular vesicular exosome, intracellular";0,000191644308164048;"protein binding, kinase regulator activity, glutathione transferase activity, dinitrosyl-iron complex binding, JUN kinase binding, nitric oxide binding, S-nitrosoglutathione binding"
"73";"P09382";124;124;"P09382";"LEG1_HUMAN";"Galectin-1";"LGALS1";4;4;0,00197705765416632;4;NA;4;NA;0,00495079530624722;NA;"proteinaceous extracellular matrix, extracellular space, cytoplasm, nucleus, cell surface, intracellular";0,00076657723265619;"lactose binding, galactoside binding, protein binding, signal transducer activity, poly(A) RNA binding"
"74";"P09429";125;125;"P09429";"HMGB1_HUMAN";"High mobility group protein B1";"HMGB1";7;16;0,00514954551782856;6;5;9;7;0,007253490797525;0,0066987745945432;"extracellular space, condensed chromosome, extracellular region, nucleus, cell surface, nucleoplasm";0,00306630893062476;"single-stranded DNA binding, repressing transcription factor binding, double-stranded DNA binding, chemoattractant activity, protein binding, poly(A) RNA binding, RAGE receptor binding, DNA binding, bending, transcription factor binding, sequence-specific DNA binding transcription factor activity, damaged DNA binding, cytokine activity"
"75";"P09651";127;127;"P09651-1,P09651-2,P09651-3";"ROA1_HUMAN";"Heterogeneous nuclear ribonucleoprotein A1";"HNRNPA1";14;41;0,00298457214030678;13;13;23;18;NA;NA;"cytoplasm, extracellular vesicular exosome, catalytic step 2 spliceosome, intermediate filament cytoskeleton, spliceosomal complex, ribonucleoprotein complex, nucleoplasm, nucleus";0,00785741663472595;"single-stranded RNA binding, single-stranded DNA binding, protein binding, poly(A) RNA binding, nucleotide binding, RNA binding"
"76";"P09960";130;130;"P09960-1,P09960-2,P09960-3,P09960-4";"LKHA4_HUMAN";"Leukotriene A-4 hydrolase";"LTA4H";1;1;2,73018395368713e-05;1;NA;1;NA;NA;NA;"nucleus, cytosol, cytoplasm, extracellular vesicular exosome";0,000191644308164048;"peptidase activity, leukotriene-A4 hydrolase activity, zinc ion binding, metallopeptidase activity, aminopeptidase activity, epoxide hydrolase activity, poly(A) RNA binding"
"77";"P09972";131;131;"P09972";"ALDOC_HUMAN";"Fructose-bisphosphate aldolase C";"ALDOC";2;7;0,00138189310886625;2;2;4;3;0,00194106927430964;0,00179868069522828;"cytoskeleton, mitochondrion, extracellular vesicular exosome, cytosol, axon";0,00134151015714833;"cytoskeletal protein binding, protein binding, fructose-bisphosphate aldolase activity"
"78";"P0C0S8";133;133;"P0C0S8,P20671,Q96KK5,Q99878,Q9BTM1-1";"H2A1_HUMAN, H2A1D_HUMAN, H2A1H_HUMAN, H2A1J_HUMAN, H2AJ_HUMAN";"Histone H2A type 1, Histone H2A type 1-D, Histone H2A type 1-H, Histone H2A type 1-J, Histone H2A.J";"H2AFJ, HIST1H2AD, HIST1H2AH, HIST1H2AJ, HIST1H2AK,HIST1H2AI,HIST1H2AG,HIST1H2AL,HIST1H2AM";0;0;0;0;0;0;0;NA;NA;"extracellular vesicular exosome, nucleus, nucleosome";0;"enzyme binding, DNA binding, protein binding"
"79";"P10316";134;134;"P10316";"1A69_HUMAN";"HLA class I histocompatibility antigen, A-69 alpha chain";"HLA-A";0;0;0;0;0;0;0;NA;0;"Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, extracellular vesicular exosome, MHC class I protein complex, phagocytic vesicle membrane, endoplasmic reticulum, Golgi apparatus, early endosome membrane, plasma membrane, cell surface, ER to Golgi transport vesicle membrane";0;"peptide antigen binding, beta-2-microglobulin binding, poly(A) RNA binding"
"80";"P10319";135;135;"P10319";"1B58_HUMAN";"HLA class I histocompatibility antigen, B-58 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"cell surface, endoplasmic reticulum, phagocytic vesicle membrane, plasma membrane, MHC class I protein complex, early endosome membrane, Golgi membrane, Golgi apparatus, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane";0;"peptide antigen binding"
"81";"P10321";136;136;"P10321";"1C07_HUMAN";"HLA class I histocompatibility antigen, Cw-7 alpha chain";"HLA-C";0;0;0;0;0;0;0;NA;0;"Golgi apparatus, endoplasmic reticulum, extracellular vesicular exosome, early endosome membrane, ER to Golgi transport vesicle membrane, Golgi membrane, plasma membrane, cell surface, integral component of lumenal side of endoplasmic reticulum membrane, phagocytic vesicle membrane, MHC class I protein complex";0;"receptor binding, peptide antigen binding"
"82";"P10586";137;137;"P10586-1,P10586-2";"PTPRF_HUMAN";"Receptor-type tyrosine-protein phosphatase F";"PTPRF";1;1;1,74949386020224e-05;NA;1;NA;1;NA;NA;"integral component of plasma membrane, extracellular vesicular exosome";0,000191644308164048;"heparin binding, protein tyrosine phosphatase activity, transmembrane receptor protein tyrosine phosphatase activity"
"83";"P10599";138;138;"P10599-1,P10599-2";"THIO_HUMAN";"Thioredoxin";"TXN";3;6;0,00190644845223181;3;2;4;2;NA;NA;"nucleus, cytoplasm, nucleoplasm, mitochondrion, cytosol, extracellular vesicular exosome";0,00114986584898429;"protein disulfide oxidoreductase activity, poly(A) RNA binding, protein binding, peptide disulfide oxidoreductase activity"
"84";"P10809";139;139;"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";30;60;0,00698698385634695;25;21;31;29;0,00903973750289905;0,0100411832560314;"secretory granule, coated vesicle, protein complex, cytosol, cytoplasm, mitochondrial matrix, early endosome, mitochondrial inner membrane, coated pit, mitochondrion, extracellular space, cell surface, plasma membrane, lipopolysaccharide receptor complex, extracellular vesicular exosome";0,0114986584898429;"double-stranded RNA binding, DNA replication origin binding, protein binding, ATPase activity, lipopolysaccharide binding, poly(A) RNA binding, ATP binding, chaperone binding, p53 binding, single-stranded DNA binding, unfolded protein binding"
"85";"P11021";140;140;"P11021";"GRP78_HUMAN";"78 kDa glucose-regulated protein";"HSPA5";24;36;0,00382966964937615;16;16;16;20;0,00420804242166183;0,00640460736998587;"endoplasmic reticulum chaperone complex, midbody, extracellular vesicular exosome, cell surface, endoplasmic reticulum membrane, melanosome, endoplasmic reticulum lumen, integral component of endoplasmic reticulum membrane, endoplasmic reticulum-Golgi intermediate compartment, endoplasmic reticulum, nucleus";0,00689919509390571;"calcium ion binding, ATPase activity, chaperone binding, glycoprotein binding, ATP binding, ribosome binding, enzyme binding, misfolded protein binding, protein domain specific binding, unfolded protein binding, ubiquitin protein ligase binding, protein binding"
"86";"P11142";141;141;"P11142-1";"HSP7C_HUMAN";"Heat shock cognate 71 kDa protein";"HSPA8";17;33;0,00404094574213506;16;10;18;15;NA;NA;"Prp19 complex, blood microparticle, spliceosomal complex, nucleus, intracellular, plasma membrane, nucleolus, cytosol, clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane, melanosome, extracellular vesicular exosome, ribonucleoprotein complex";0,00632426216941357;"heat shock protein binding, MHC class II protein complex binding, enzyme binding, ATP binding, unfolded protein binding, ATPase activity, coupled, protein binding, ATPase activity, poly(A) RNA binding"
"87";"P11586";143;143;"P11586";"C1TC_HUMAN";"C-1-tetrahydrofolate synthase, cytoplasmic";"MTHFD1";12;18;0,00128455885016689;9;8;9;9;0,0016083466035001;0,00190973195837558;"mitochondrion, cytosol, extracellular vesicular exosome";0,00344959754695286;"methenyltetrahydrofolate cyclohydrolase activity, formate-tetrahydrofolate ligase activity, methylenetetrahydrofolate dehydrogenase (NADP+) activity, methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity, ATP binding"
"88";"P12004";146;146;"P12004";"PCNA_HUMAN";"Proliferating cell nuclear antigen";"PCNA";4;4;0,00102261602801706;4;NA;4;NA;0,00256075619288649;NA;"cytoplasm, DNA replication factor C complex, PCNA-p21 complex, nucleus, extracellular vesicular exosome, centrosome, nucleoplasm, nuclear replication fork, PCNA complex";0,00076657723265619;"identical protein binding, DNA polymerase binding, dinucleotide insertion or deletion binding, purine-specific mismatch base pair DNA N-glycosylase activity, protein binding, DNA polymerase processivity factor activity, MutLalpha complex binding, receptor tyrosine kinase binding"
"89";"P12268";148;148;"P12268";"IMDH2_HUMAN";"Inosine-5'-monophosphate dehydrogenase 2";"IMPDH2";12;21;0,00272614710581786;11;8;13;8;0,00422599502065363;0,00308793667285978;"cytoplasm, peroxisomal membrane, cytosol, extracellular vesicular exosome, nucleus";0,004024530471445;"adenyl nucleotide binding, IMP dehydrogenase activity, DNA binding, nucleotide binding, RNA binding, metal ion binding"
"90";"P12814";150;150;"P12814-1,P12814-2,P12814-3,P12814-4";"ACTN1_HUMAN";"Alpha-actinin-1";"ACTN1";2;2;0,000121557461570274;1;1;1;1;NA;NA;"focal adhesion, Z disc, platelet alpha granule lumen, ruffle, cytoskeleton, fascia adherens, cell projection, nucleus, extracellular vesicular exosome, pseudopodium, cytosol, plasma membrane, extracellular region, cytoplasm, dendritic spine";0,000383288616328095;"ion channel binding, double-stranded RNA binding, protein binding, integrin binding, calcium ion binding, vinculin binding"
"91";"P13598";153;153;"P13598";"ICAM2_HUMAN";"Intercellular adhesion molecule 2";"ICAM2";2;2;0,000485277787840824;2;NA;2;NA;0,00121519521153341;NA;"uropod, plasma membrane, integral component of plasma membrane";0,000383288616328095;"integrin binding"
"92";"P13612";154;154;"P13612";"ITA4_HUMAN";"Integrin alpha-4";"ITGA4";19;29;0,00187504377811559;13;14;15;14;0,00242862415095703;0,00269147193530753;"external side of plasma membrane, cell surface, integrin complex, extracellular vesicular exosome, plasma membrane";0,00555768493675738;"cell adhesion molecule binding, metal ion binding, protein binding"
"93";"P13639";155;155;"P13639";"EF2_HUMAN";"Elongation factor 2";"EEF2";24;44;0,00342183055528786;20;18;23;21;0,00447908491430583;0,00485594237279261;"nucleus, polysome, cytosol, extracellular vesicular exosome, ribonucleoprotein complex";0,00843234955921809;"GTPase activity, translation activator activity, translation elongation factor activity, GTP binding, poly(A) RNA binding, protein kinase binding"
"94";"P13645";156;156;"P13645";"K1C10_HUMAN";"Keratin, type I cytoskeletal 10";"KRT10";9;10;0,00145417145329014;4;6;4;6;0,00160222656315193;0,00237808136749775;"nucleus, extracellular vesicular exosome, intermediate filament, cytoplasm, extracellular space, keratin filament";0,00191644308164048;"structural constituent of epidermis"
"95";"P13667";157;157;"P13667";"PDIA4_HUMAN";"Protein disulfide-isomerase A4";"PDIA4";6;7;0,000724154838444641;6;NA;7;NA;0,00181337269938125;NA;"endoplasmic reticulum, melanosome, cell surface, endoplasmic reticulum lumen";0,00134151015714833;"protein binding, protein disulfide isomerase activity, poly(A) RNA binding"
"96";"P13760";158;158;"P13760";"2B14_HUMAN";"HLA class II histocompatibility antigen, DRB1-4 beta chain";"HLA-DRB1";0;0;NA;0;0;0;0;NA;NA;"endocytic vesicle membrane, plasma membrane, external side of plasma membrane, MHC class II protein complex, integral component of plasma membrane, lysosomal membrane, Golgi membrane, trans-Golgi network membrane, clathrin-coated endocytic vesicle membrane, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, transport vesicle membrane, late endosome membrane";0;"peptide antigen binding, protein binding, MHC class II receptor activity"
"97";"P13796";159;159;"P13796";"PLSL_HUMAN";"Plastin-2";"LCP1";11;17;0,0018091496476522;11;4;13;4;0,00346437231358209;0,00126570929015146;"focal adhesion, filopodium, extracellular vesicular exosome, actin filament, plasma membrane, ruffle membrane, cytoplasm, phagocytic cup, cytosol, extracellular space, actin cytoskeleton, ruffle, actin filament bundle";0,00325795323878881;"actin filament binding, calcium ion binding, actin binding"
"98";"P13929";160;160;"P13929-1,P13929-2,P13929-3";"ENOB_HUMAN";"Beta-enolase";"ENO3";1;2;0,000122996674337536;1;1;1;1;NA;NA;"extracellular space, cytoplasm, plasma membrane, cytosol, phosphopyruvate hydratase complex";0,000383288616328095;"phosphopyruvate hydratase activity, magnesium ion binding"
"99";"P13987";161;161;"P13987";"CD59_HUMAN";"CD59 glycoprotein";"CD59";4;11;0,00573423948522849;4;4;5;6;0,00652692740569702;0,00929999677646443;"extracellular space, plasma membrane, extracellular vesicular exosome, anchored component of external side of plasma membrane, cell surface, sarcolemma, compact myelin, membrane, extracellular region";0,00210808738980452;"complement binding, protein binding"
"100";"P14174";162;162;"P14174";"MIF_HUMAN";"Macrophage migration inhibitory factor";"MIF";1;4;0,00232089376793438;1;1;2;2;0,00290590159279728;0,00345043358663028;"extracellular region, cell surface, extracellular space, cytoplasm, extracellular vesicular exosome";0,00076657723265619;"dopachrome isomerase activity, receptor binding, chemoattractant activity, protein binding, phenylpyruvate tautomerase activity, cytokine receptor binding, cytokine activity"
"101";"P14618";165;165;"P14618-1";"KPYM_HUMAN";"Pyruvate kinase PKM";"PKM";27;49;0,0061573617619163;21;22;25;24;NA;NA;"cytosol, cytoplasm, cilium, plasma membrane, mitochondrion, extracellular vesicular exosome, nucleus";0,00939057110003833;"ATP binding, pyruvate kinase activity, protein binding, MHC class II protein complex binding, magnesium ion binding, poly(A) RNA binding, potassium ion binding"
"102";"P14625";166;166;"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";24;38;0,00325188703669659;18;16;21;17;0,00436970880859616;0,00445480807134565;"endoplasmic reticulum, endoplasmic reticulum membrane, perinuclear region of cytoplasm, midbody, endoplasmic reticulum lumen, melanosome, extracellular vesicular exosome, extracellular region, nucleus, cytosol, plasma membrane, endocytic vesicle lumen";0,00728248371023381;"low-density lipoprotein particle receptor binding, RNA binding, calcium ion binding, ATP binding, protein binding, virion binding, protein phosphatase binding"
"103";"P14866";169;169;"P14866-1,P14866-2";"HNRPL_HUMAN";"Heterogeneous nuclear ribonucleoprotein L";"HNRNPL";8;12;0,000679718463444278;5;7;5;7;NA;NA;"extracellular vesicular exosome, nucleus, ribonucleoprotein complex, cytoplasm, nucleoplasm";0,00229973169796857;"RNA binding, transcription regulatory region DNA binding, nucleotide binding, poly(A) RNA binding, protein binding"
"104";"P15144";170;170;"P15144";"AMPN_HUMAN";"Aminopeptidase N";"ANPEP";3;5;0,00034501393913192;2;3;2;3;0,000345582919515706;0,000615511679104161;"lysosomal membrane, integral component of plasma membrane, endoplasmic reticulum-Golgi intermediate compartment, cytosol, external side of plasma membrane, extracellular vesicular exosome";0,000958221540820238;"metallopeptidase activity, aminopeptidase activity, receptor activity, virus receptor activity, zinc ion binding"
"105";"P15151";171;171;"P15151-1,P15151-2,P15151-3,P15151-4";"PVR_HUMAN";"Poliovirus receptor";"PVR";1;2;8,00068295301119e-05;1;1;1;1;NA;NA;"integral component of membrane, plasma membrane, extracellular space, cytoplasm, cell surface";0,000383288616328095;"protein binding, cell adhesion molecule binding, receptor activity, virus receptor activity"
"106";"P15153";172;172;"P15153";"RAC2_HUMAN";"Ras-related C3 botulinum toxin substrate 2";"RAC2";5;9;0,00336836445286149;5;4;5;4;0,00483476104125705;0,00413333190065086;"extracellular vesicular exosome, cytosol, plasma membrane, nuclear envelope";0,00172479877347643;"GTPase activity, GTP binding"
"107";"P15311";173;173;"P15311";"EZRI_HUMAN";"Ezrin";"EZR";3;4;0,000632074572168518;2;1;2;2;0,000802603334630522;0,000923363006040526;"cell tip, microspike, actin cytoskeleton, astrocyte projection, basolateral plasma membrane, microvillus membrane, cortical cytoskeleton, ruffle, ruffle membrane, actin filament, apical part of cell, cell body, cytosol, T-tubule, membrane raft, extracellular vesicular exosome, filopodium, extrinsic component of membrane, uropod, plasma membrane, apical plasma membrane, nucleolus, Schwann cell microvillus, microvillus";0,00076657723265619;"poly(A) RNA binding, cell adhesion molecule binding, actin filament binding, protein binding"
"108";"P15880";174;174;"P15880";"RS2_HUMAN";"40S ribosomal protein S2";"RPS2";6;9;0,00204959475239939;4;5;4;5;0,00228108316158148;0,00338566435548193;"extracellular vesicular exosome, cytosol, cytosolic small ribosomal subunit, nucleoplasm, nucleus";0,00172479877347643;"protein binding, mRNA binding, structural constituent of ribosome, enzyme binding, fibroblast growth factor binding, poly(A) RNA binding"
"109";"P16070";175;175;"P16070-1,P16070-10,P16070-11,P16070-12,P16070-13,P16070-14,P16070-16,P16070-17,P16070-18,P16070-3,P16070-4,P16070-5,P16070-6,P16070-7,P16070-8";"CD44_HUMAN";"CD44 antigen";"CD44";9;26;0,000155873143893167;9;9;14;12;NA;NA;"plasma membrane, basolateral plasma membrane, Golgi apparatus, extracellular vesicular exosome, cytoplasm, cell surface, integral component of plasma membrane, external side of plasma membrane";0,00498275201226524;"protein binding, hyaluronic acid binding, collagen binding, hyalurononglucosaminidase activity"
"110";"P16150";177;177;"P16150";"LEUK_HUMAN";"Leukosialin";"SPN";5;12;0,0020017708748434;5;3;7;5;0,00292406347775227;0,00247999914039051;"plasma membrane, cell surface, uropod, extracellular space, external side of plasma membrane, basement membrane, extracellular vesicular exosome, integral component of plasma membrane";0,00229973169796857;"transmembrane signaling receptor activity, protein binding"
"111";"P16188";178;178;"P16188";"1A30_HUMAN";"HLA class I histocompatibility antigen, A-30 alpha chain";"HLA-A";0;0;0;0;0;0;0;NA;0;"cell surface, endoplasmic reticulum, integral component of plasma membrane, extracellular vesicular exosome, plasma membrane, ER to Golgi transport vesicle membrane, MHC class I protein complex, Golgi membrane, phagocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, Golgi apparatus, early endosome membrane";0;"peptide antigen binding, beta-2-microglobulin binding, TAP binding"
"112";"P16190";179;179;"P16190";"1A33_HUMAN";"HLA class I histocompatibility antigen, A-33 alpha chain";"HLA-A";0;0;NA;0;0;0;0;NA;NA;"MHC class I protein complex, endoplasmic reticulum, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, cell surface, plasma membrane, Golgi apparatus, integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, Golgi membrane";0;"beta-2-microglobulin binding, peptide antigen binding"
"113";"P16284";180;180;"P16284-1,P16284-2,P16284-3";"PECA1_HUMAN";"Platelet endothelial cell adhesion molecule";"PECAM1";3;4;0,000120552295985751;2;2;2;2;NA;NA;"extracellular vesicular exosome, plasma membrane, extracellular space, cell junction, integral component of membrane, platelet alpha granule membrane";0,00076657723265619;"protein binding"
"114";"P16949";183;183;"P16949-1";"STMN1_HUMAN";"Stathmin";"STMN1";3;3;0,00134347038580094;3;NA;3;NA;NA;NA;"microtubule, extracellular vesicular exosome, membrane, cytosol, intracellular";0,000574932924492143;"tubulin binding, signal transducer activity"
"115";"P17301";187;187;"P17301";"ITA2_HUMAN";"Integrin alpha-2";"ITGA2";1;1;5,64993190754558e-05;NA;1;NA;1;NA;0,000167993167850331;"cell outer membrane, nucleus, basal part of cell, axon terminus, perinuclear region of cytoplasm, cell surface, focal adhesion, external side of plasma membrane, plasma membrane, integrin complex";0,000191644308164048;"metal ion binding, protein binding, collagen binding, virus receptor activity"
"116";"P17813";188;188;"P17813-1,P17813-2";"EGLN_HUMAN";"Endoglin";"ENG";10;17;0,000861958076806935;9;7;9;8;NA;NA;"transforming growth factor beta receptor homodimeric complex, cell surface, external side of plasma membrane, cytoplasm, nucleus, extracellular space, endothelial microparticle";0,00325795323878881;"type I transforming growth factor beta receptor binding, transmembrane signaling receptor activity, type II transforming growth factor beta receptor binding, activin binding, glycosaminoglycan binding, transforming growth factor beta binding, transforming growth factor beta receptor, cytoplasmic mediator activity, transforming growth factor beta-activated receptor activity, protein homodimerization activity, galactose binding, protein binding"
"117";"P17844";189;189;"P17844";"DDX5_HUMAN";"Probable ATP-dependent RNA helicase DDX5";"DDX5";3;4;0,0008693901736562;2;2;2;2;0,00145137321681515;0,00107708974609794;"catalytic step 2 spliceosome, nucleolus, nucleus, extracellular vesicular exosome, ribonucleoprotein complex";0,00076657723265619;"pre-mRNA binding, androgen receptor binding, ATP-dependent RNA helicase activity, poly(A) RNA binding, ATP binding, transcription coactivator activity, RNA helicase activity, estrogen receptor binding, protein binding"
"118";"P17987";190;190;"P17987";"TCPA_HUMAN";"T-complex protein 1 subunit alpha";"TCP1";9;13;0,00156013317583718;8;5;8;5;0,00240416318828552;0,00178417204344641;"extracellular vesicular exosome, acrosomal vesicle, chaperonin-containing T-complex, Golgi apparatus, zona pellucida receptor complex, nuclear heterochromatin, cytosol, microtubule, pericentriolar material, cell body, centrosome";0,00249137600613262;"ATP binding, poly(A) RNA binding, unfolded protein binding"
"119";"P18077";191;191;"P18077";"RL35A_HUMAN";"60S ribosomal protein L35a";"RPL35A";2;2;0,00121319446960206;NA;2;NA;2;NA;0,00360727147693166;"cytosol, cytosolic large ribosomal subunit, extracellular vesicular exosome";0,000383288616328095;"tRNA binding, poly(A) RNA binding, structural constituent of ribosome"
"120";"P18085";192;192;"P18085";"ARF4_HUMAN";"ADP-ribosylation factor 4";"ARF4";2;4;0,00197705765416632;2;2;2;2;0,00232068529980338;0,00330666552052068;"Golgi apparatus, extracellular vesicular exosome, ruffle membrane, cytosol";0,00076657723265619;"GTP binding, epidermal growth factor receptor binding, protein binding"
"121";"P18463";194;194;"P18463";"1B37_HUMAN";"HLA class I histocompatibility antigen, B-37 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, endoplasmic reticulum, cell surface, Golgi apparatus, phagocytic vesicle membrane, plasma membrane, early endosome membrane, MHC class I protein complex, Golgi membrane";0;"peptide antigen binding"
"122";"P18465";195;195;"P18465";"1B57_HUMAN";"HLA class I histocompatibility antigen, B-57 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"plasma membrane, Golgi membrane, MHC class I protein complex, ER to Golgi transport vesicle membrane, endoplasmic reticulum, phagocytic vesicle membrane, Golgi apparatus, integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, cell surface";0;"peptide antigen binding"
"123";"P18669";197;197;"P18669";"PGAM1_HUMAN";"Phosphoglycerate mutase 1";"PGAM1";6;9;0,00236429630887016;6;3;6;3;0,00394699232092544;0,00234330627438474;"cytosol, cytoplasm, extracellular vesicular exosome";0,00172479877347643;"bisphosphoglycerate mutase activity, phosphoglycerate mutase activity, bisphosphoglycerate 2-phosphatase activity, protein binding, protein kinase binding"
"124";"P19013";199;199;"P19013";"K2C4_HUMAN";"Keratin, type II cytoskeletal 4";"KRT4";1;1;0,000180489813933723;0;1;0;1;0;0,000536662319185629;"keratin filament, intermediate filament, intermediate filament cytoskeleton, nucleus, cell surface";0,000191644308164048;"protein binding, structural molecule activity"
