"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5834.1.id.csv";"peptide.count.P5834.2.id.csv";"peptide.count.P5835.1.id.csv";"peptide.count.P5835.2.id.csv";"spectra.count.P5834.1.id.csv";"spectra.count.P5834.2.id.csv";"spectra.count.P5835.1.id.csv";"spectra.count.P5835.2.id.csv";"dNSAF.P5834.1.id.csv";"dNSAF.P5834.2.id.csv";"dNSAF.P5835.1.id.csv";"dNSAF.P5835.2.id.csv";"Go.Cc"
"413";413;"P17706";"P17706-1,P17706-2,P17706-3";"P17706-1,P17706-2,P17706-3";"PTN2_HUMAN";"Tyrosine-protein phosphatase non-receptor type 2";"PTPN2";1;1;7,71561303879874e-06;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;"endoplasmic reticulum, nucleoplasm, plasma membrane, endoplasmic reticulum-Golgi intermediate compartment, nucleus"
"414";414;"P17813";"P17813-1,P17813-2";"P17813-1,P17813-2";"EGLN_HUMAN";"Endoglin";"ENG";3;9;6,56941064587689e-05;3;2;1;1;3;2;2;2;NA;NA;NA;NA;"cell surface, external side of plasma membrane, endothelial microparticle, transforming growth factor beta receptor homodimeric complex, cytoplasm, nucleus, extracellular space"
"415";415;"P17844";"P17844";"P17844";"DDX5_HUMAN";"Probable ATP-dependent RNA helicase DDX5";"DDX5";7;17;0,00046129386243443;3;3;3;7;3;3;3;8;0,000547482229158715;0,000775156089509239;0,000444537646417208;0,000924131005094613;"catalytic step 2 spliceosome, nucleus, ribonucleoprotein complex, nucleolus, extracellular vesicular exosome"
"416";416;"P17858";"P17858-1";"P17858-1";"K6PL_HUMAN";"6-phosphofructokinase, liver type";"PFKL";12;33;0,000445916684013971;9;9;7;7;9;9;8;7;NA;NA;NA;NA;"cytosol, extracellular vesicular exosome, 6-phosphofructokinase complex"
"417";417;"P17931";"P17931";"P17931";"LEG3_HUMAN";"Galectin-3";"LGALS3";1;2;7,68475058664354e-05;NA;NA;NA;1;NA;NA;NA;2;NA;NA;NA;0,000433531659828205;"proteinaceous extracellular matrix, immunological synapse, mitochondrial inner membrane, nucleus, extracellular space, cytoplasm, extracellular vesicular exosome, spliceosomal complex, plasma membrane"
"418";418;"P17987";"P17987";"P17987";"TCPA_HUMAN";"T-complex protein 1 subunit alpha";"TCP1";11;29;0,000501029152456526;7;6;6;8;7;6;6;10;0,000641235726216524;0,00054473853379835;0,000593658941559671;0,000974666501412332;"extracellular vesicular exosome, microtubule, pericentriolar material, acrosomal vesicle, nuclear heterochromatin, chaperonin-containing T-complex, centrosome, zona pellucida receptor complex, cell body, Golgi apparatus, cytosol"
"420";420;"P18077";"P18077";"P18077";"RL35A_HUMAN";"60S ribosomal protein L35a";"RPL35A";7;27;0,00235782120272018;5;6;6;7;6;7;6;8;0,00277813296449133;0,00321230662658057;0,0030006761046107;0,00394119690752914;"cytosol, extracellular vesicular exosome, cytosolic large ribosomal subunit"
"421";421;"P18085";"P18085";"P18085";"ARF4_HUMAN";"ADP-ribosylation factor 4";"ARF4";5;22;0,00177082018215916;5;4;5;5;6;4;6;6;0,00256088867338381;0,0018762735795088;0,00273606621884256;0,00250832711680163;"Golgi apparatus, ruffle membrane, extracellular vesicular exosome, cytosol"
"423";423;"P18464";"P18464,P30490,P30498";"P18464,P30490,P30498";"1B51_HUMAN, 1B52_HUMAN, 1B78_HUMAN";"HLA class I histocompatibility antigen, B-51 alpha chain, HLA class I histocompatibility antigen, B-52 alpha chain, HLA class I histocompatibility antigen, B-78 alpha chain";"HLA-B";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"Golgi membrane, phagocytic vesicle membrane, early endosome membrane, ER to Golgi transport vesicle membrane, plasma membrane, MHC class I protein complex, cell surface, integral component of lumenal side of endoplasmic reticulum membrane"
"424";424;"P18465";"P18465";"P18465";"1B57_HUMAN";"HLA class I histocompatibility antigen, B-57 alpha chain";"HLA-B";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"ER to Golgi transport vesicle membrane, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, Golgi membrane, plasma membrane, phagocytic vesicle membrane, cell surface"
"426";426;"P18669";"P18669";"P18669";"PGAM1_HUMAN";"Phosphoglycerate mutase 1";"PGAM1";2;2;7,56373089236569e-05;NA;2;NA;NA;NA;2;NA;NA;NA;0,000397473260881736;NA;NA;"cytoplasm, cytosol, extracellular vesicular exosome"
"427";427;"P18827";"P18827";"P18827";"SDC1_HUMAN";"Syndecan-1";"SDC1";1;1;3,09868975267885e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000174811153156534;"plasma membrane, Golgi lumen, focal adhesion, cytoplasm, integral component of plasma membrane, protein complex, extracellular vesicular exosome, external side of plasma membrane, lysosomal lumen"
"429";429;"P19012";"P19012";"P19012";"K1C15_HUMAN";"Keratin, type I cytoskeletal 15";"KRT15";1;1;2,19082801812206e-05;1;0;NA;NA;1;0;NA;NA;0,000121847937039093;NA;NA;NA;"intermediate filament, extracellular vesicular exosome"
"430";430;"P19256";"P19256-1,P19256-2,P19256-3";"P19256-1,P19256-2,P19256-3";"LFA3_HUMAN";"Lymphocyte function-associated antigen 3";"CD58";1;2;2,56158352888118e-05;1;1;NA;NA;1;1;NA;NA;NA;NA;NA;NA;"plasma membrane, integral component of plasma membrane, anchored component of membrane, cell surface, extracellular vesicular exosome"
"431";431;"P19338";"P19338";"P19338";"NUCL_HUMAN";"Nucleolin";"NCL";11;44;0,000595297580655486;10;10;10;8;11;11;13;9;0,000789094104937678;0,00078207062739688;0,00100726920882472;0,000686933968037649;"nucleolus, extracellular vesicular exosome, nucleus, nucleoplasm, ribonucleoprotein complex, cell cortex"
"434";434;"P20020";"P20020-1,P20020-3,P20020-4,P20020-6";"P20020-1,P20020-3,P20020-4,P20020-6";"AT2B1_HUMAN";"Plasma membrane calcium-transporting ATPase 1";"ATP2B1";11;27;8,20857201971563e-05;6;7;9;5;6;7;9;5;NA;NA;NA;NA;"extracellular vesicular exosome, plasma membrane, integral component of plasma membrane"
"436";436;"P20231";"P20231,Q15661-1,Q15661-2";"P20231,Q15661-1,Q15661-2";"TRYB1_HUMAN, TRYB2_HUMAN";"Tryptase alpha/beta-1, Tryptase beta-2";"TPSAB1, TPSB2";5;26;0,000302732598867776;4;4;3;4;7;6;7;6;0,00129646205009595;0,00110136227197048;0,00140031551548499;0,00118235907225874;"extracellular region"
"437";437;"P20336";"P20336";"P20336";"RAB3A_HUMAN";"Ras-related protein Rab-3A";"RAB3A";1;4;0,000386649555317907;1;1;1;1;1;1;1;1;0,000724483975297127;0,000599989528841434;0,000360765433814834;0,000518668337614224;"cytosol, clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane, clathrin-sculpted acetylcholine transport vesicle membrane, synaptic vesicle, plasma membrane, clathrin-sculpted glutamate transport vesicle membrane, clathrin-sculpted monoamine transport vesicle membrane, protein complex, acrosomal vesicle"
"438";438;"P20338";"P20338";"P20338";"RAB4A_HUMAN";"Ras-related protein Rab-4A";"RAB4A";4;9;0,000450437554675267;3;2;2;2;3;2;2;2;0,00074494898018592;0,000491981522413074;0,00053616407090962;0,00069827823590808;"extracellular vesicular exosome, vesicle, perinuclear region of cytoplasm, membrane, endosome"
"439";439;"P20339";"P20339";"P20339";"RAB5A_HUMAN";"Ras-related protein Rab-5A";"RAB5A";6;29;0,00149575365171802;6;6;6;6;8;7;7;7;0,00222475359744907;0,00180003006982256;0,0020739066998003;0,00212081203098952;"early endosome membrane, early endosome, plasma membrane, endosome membrane, ruffle, cytosol, melanosome, actin cytoskeleton, membrane raft, endocytic vesicle, extracellular vesicular exosome, cytoplasm"
"440";440;"P20340";"P20340-2";"P20340-2";"RAB6A_HUMAN";"Ras-related protein Rab-6A";"RAB6A";6;26;0,00219281649838829;6;4;4;5;8;5;6;7;NA;NA;NA;NA;"trans-Golgi network, Golgi membrane, extracellular vesicular exosome, Golgi apparatus, cytosol, cytoplasmic vesicle, membrane"
"441";441;"P20645";"P20645";"P20645";"MPRD_HUMAN";"Cation-dependent mannose-6-phosphate receptor";"M6PR";7;34;0,00117906823080271;6;6;5;3;10;11;7;6;0,00183871616181737;0,00200458536264182;0,00139020493414575;0,00117382218365038;"late endosome, integral component of plasma membrane, endosome, lysosomal membrane"
"444";444;"P20701";"P20701-1,P20701-2,P20701-3";"P20701-1,P20701-2,P20701-3";"ITAL_HUMAN";"Integrin alpha-L";"ITGAL";3;6;1,64204072364178e-05;NA;2;2;2;NA;2;2;2;NA;NA;NA;NA;"plasma membrane, external side of plasma membrane, extracellular vesicular exosome, integrin complex, immunological synapse"
"446";446;"P20929";"P20929";"P20929";"NEBU_HUMAN";"Nebulin";"NEB";3;4;5,76154639874309e-06;NA;3;NA;NA;NA;4;NA;NA;NA;3,02768655762366e-05;NA;NA;"actin cytoskeleton, Z disc, extracellular vesicular exosome, cytosol"
"447";447;"P21359";"P21359-1,P21359-2";"P21359-1,P21359-2";"NF1_HUMAN";"Neurofibromin";"NF1";4;11;1,86096020722699e-05;2;1;3;4;2;1;4;4;NA;NA;NA;NA;"cytoplasm, axon, intrinsic component of the cytoplasmic side of the plasma membrane, dendrite, nucleus"
"449";449;"P21796";"P21796";"P21796";"VDAC1_HUMAN";"Voltage-dependent anion-selective channel protein 1";"VDAC1";14;212;0,00805207979616951;14;14;13;13;51;53;54;54;0,0104024554701036;0,0104232924088777;0,0117082646049705;0,0116329718792241;"extracellular vesicular exosome, membrane, plasma membrane, mitochondrial inner membrane, mitochondrial nucleoid, pore complex, mitochondrion, mitochondrial outer membrane"
"451";451;"P21964";"P21964-1,P21964-2";"P21964-1,P21964-2";"COMT_HUMAN";"Catechol O-methyltransferase";"COMT";11;59;0,00104566486303498;11;11;8;5;21;20;11;7;NA;NA;NA;NA;"plasma membrane, cytosol, mitochondrion, extracellular vesicular exosome, integral component of membrane"
"452";452;"P22087";"P22087";"P22087";"FBRL_HUMAN";"rRNA 2'-O-methyltransferase fibrillarin";"FBL";1;1;2,99250412252474e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000171378178352636;NA;"extracellular vesicular exosome, Cajal body, box C/D snoRNP complex, nucleolus, granular component"
"454";454;"P22314";"P22314";"P22314";"UBA1_HUMAN";"Ubiquitin-like modifier-activating enzyme 1";"UBA1";5;15;0,000136190050566698;3;4;2;5;3;4;2;6;0,000144420900800589;0,00019084727460106;0,00010399318573005;0,000307323955454777;"extracellular vesicular exosome"
"461";461;"P23284";"P23284";"P23284";"PPIB_HUMAN";"Peptidyl-prolyl cis-trans isomerase B";"PPIB";9;34;0,00151204583302014;6;6;9;9;7;6;10;11;0,00165058825822401;0,00140219733699946;0,00254687015051834;0,00275975014936936;"macromolecular complex, extracellular vesicular exosome, melanosome, endoplasmic reticulum, endoplasmic reticulum lumen"
"462";462;"P23396";"P23396";"P23396";"RS3_HUMAN";"40S ribosomal protein S3";"RPS3";13;47;0,00185793867063913;12;12;11;9;12;12;14;9;0,00251518210776993;0,00249279526577681;0,00316943840953394;0,00200709101772317;"cytoplasm, nucleus, cytosol, extracellular vesicular exosome, ruffle membrane, cytosolic small ribosomal subunit, ribonucleoprotein complex"
"463";463;"P23526";"P23526";"P23526";"SAHH_HUMAN";"Adenosylhomocysteinase";"AHCY";2;4;8,89438725305965e-05;2;1;NA;NA;2;2;NA;NA;0,000235798322603431;0,000233699556166576;NA;NA;"melanosome, extracellular vesicular exosome, cytosol, cytoplasm"
"464";464;"P23528";"P23528";"P23528";"COF1_HUMAN";"Cofilin-1";"CFL1";6;20;0,00115734195581981;5;6;3;3;6;6;4;4;0,00184093148249425;0,00182454593248122;0,00132559988557099;0,00130581825249459;"cortical actin cytoskeleton, cytoplasm, lamellipodium membrane, extracellular vesicular exosome, nucleus, nuclear matrix, extracellular space, ruffle membrane"
"465";465;"P23634";"P23634-1,P23634-6";"P23634-1,P23634-6";"AT2B4_HUMAN";"Plasma membrane calcium-transporting ATPase 4";"ATP2B4";10;27;0,000166420364235331;8;8;4;4;9;9;5;4;NA;NA;NA;NA;"protein complex, plasma membrane, integral component of plasma membrane"
"475";475;"P25445";"P25445-1,P25445-6";"P25445-1,P25445-6";"TNR6_HUMAN";"Tumor necrosis factor receptor superfamily member 6";"FAS";2;3;4,30116637312138e-05;NA;1;1;1;NA;1;1;1;NA;NA;NA;NA;"CD95 death-inducing signaling complex, cell surface, membrane raft, integral component of membrane, cytoplasm, cytosol, plasma membrane, external side of plasma membrane, nucleus, extracellular vesicular exosome, death-inducing signaling complex"
"476";476;"P25705";"P25705";"P25705";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";31;338;0,00587126061999439;28;28;29;29;67;81;95;95;0,00617083783854765;0,00739386516218882;0,00945059231259247;0,00930956321963822;"mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, extracellular vesicular exosome, plasma membrane, mitochondrial inner membrane, proton-transporting ATP synthase complex, catalytic core F(1), mitochondrion"
"477";477;"P26038";"P26038";"P26038";"MOES_HUMAN";"Moesin";"MSN";9;22;0,000366257610281971;5;6;5;4;5;6;6;5;0,000441355612498622;0,000524912694613315;0,000572052636927517;0,000469596685255855;"microvillus, blood microparticle, plasma membrane, basolateral plasma membrane, extracellular vesicular exosome, apical part of cell, cytoskeleton, filopodium, uropod, apical plasma membrane, microvillus membrane, cytoplasm, extrinsic component of membrane"
"481";481;"P26447";"P26447";"P26447";"S10A4_HUMAN";"Protein S100-A4";"S100A4";2;4;0,000380433197358591;2;2;NA;NA;2;2;NA;NA;0,00100856312242259;0,000999586220435257;NA;NA;"perinuclear region of cytoplasm, neuron projection, extracellular vesicular exosome, nucleus, extracellular space"
"482";482;"P26583";"P26583";"P26583";"HMGB2_HUMAN";"High mobility group protein B2";"HMGB2";5;20;0,000980510441677007;5;3;4;4;7;4;4;5;0,0018277190555864;0,000966107256114459;0,00114060787602161;0,00141430511035735;"extracellular space, cytoplasm, nucleoplasm, protein complex, condensed chromosome, perinuclear region of cytoplasm, nucleus"
"483";483;"P26599";"P26599-1,P26599-2,P26599-3";"P26599-1,P26599-2,P26599-3";"PTBP1_HUMAN";"Polypyrimidine tract-binding protein 1";"PTBP1";7;17;0,000102511581899671;5;3;3;6;5;3;3;6;NA;NA;NA;NA;"extracellular vesicular exosome, nucleolus, nucleoplasm"
"484";484;"P26639";"P26639";"P26639";"SYTC_HUMAN";"Threonine--tRNA ligase, cytoplasmic";"TARS";1;1;1,32862216228277e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;7,49536064709899e-05;"extracellular vesicular exosome, actin cytoskeleton, cytoplasm, cytosol"
"487";487;"P27105";"P27105-1";"P27105-1";"STOM_HUMAN";"Erythrocyte band 7 integral membrane protein";"STOM";13;75;0,00250154641492303;13;12;11;11;22;17;18;18;NA;NA;NA;NA;"blood microparticle, melanosome, membrane raft, cytoplasm, integral component of plasma membrane, extracellular vesicular exosome, cytoskeleton"
"488";488;"P27348";"P27348";"P27348";"1433T_HUMAN";"14-3-3 protein theta";"YWHAQ";6;23;0,00103793617013832;5;5;5;5;6;6;6;5;0,00143236772490818;0,0014040360296013;0,00155125331448854;0,00129865119189417;"extracellular vesicular exosome, cytosol, cytoplasmic vesicle membrane, cytoplasm"
"489";489;"P27449";"P27449";"P27449";"VATL_HUMAN";"V-type proton ATPase 16 kDa proteolipid subunit";"ATP6V0C";1;3;0,000185921385160731;1;1;NA;1;1;1;NA;1;0,000328596372144136;0,000325671639561164;NA;0,000349622306313069;"extracellular vesicular exosome, endosome membrane, phagocytic vesicle membrane, lysosomal membrane, integral component of membrane, proton-transporting V-type ATPase, V0 domain"
"490";490;"P27487";"P27487";"P27487";"DPP4_HUMAN";"Dipeptidyl peptidase 4";"DPP4";20;73;0,00091544842171178;18;19;16;12;20;19;18;16;0,00132982866011334;0,00125209266123711;0,00129271947065474;0,00113193644863761;"intercellular canaliculus, membrane raft, lamellipodium, lysosomal membrane, apical plasma membrane, cell surface, extracellular vesicular exosome, invadopodium membrane, plasma membrane, endocytic vesicle, integral component of membrane, lamellipodium membrane"
"494";494;"P27701";"P27701";"P27701";"CD82_HUMAN";"CD82 antigen";"CD82";2;6;0,000215863780523695;1;2;NA;2;2;2;NA;2;0,000381516387133641;0,000378120630202101;NA;0,000405928520438395;"integral component of plasma membrane, extracellular vesicular exosome, plasma membrane"
"495";495;"P27708";"P27708";"P27708";"PYR1_HUMAN";"CAD protein";"CAD";6;7;3,02209292733173e-05;NA;NA;4;3;NA;NA;4;3;NA;NA;9,88986880920381e-05;7,3067133678911e-05;"terminal bouton, nuclear matrix, nucleus, protein complex, extracellular vesicular exosome, cytosol, cell projection, neuronal cell body"
"496";496;"P27797";"P27797";"P27797";"CALR_HUMAN";"Calreticulin";"CALR";9;33;0,000760182162347832;7;7;7;7;8;9;8;8;0,000977121106615655;0,0010894770675967;0,00105539367388386;0,00103964426817315;"external side of plasma membrane, MHC class I peptide loading complex, cytoplasm, extracellular space, cell surface, Golgi apparatus, extracellular vesicular exosome, intracellular, integral component of lumenal side of endoplasmic reticulum membrane, polysome, sarcoplasmic reticulum lumen, endoplasmic reticulum lumen, extracellular region, endoplasmic reticulum, proteinaceous extracellular matrix, perinuclear region of cytoplasm, nucleus, cytosol, endocytic vesicle lumen, acrosomal vesicle"
"498";498;"P28066";"P28066";"P28066";"PSA5_HUMAN";"Proteasome subunit alpha type-5";"PSMA5";1;1;3,98586648684831e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000228267200212432;NA;"proteasome core complex, cytosol, proteasome core complex, alpha-subunit complex, extracellular vesicular exosome, nucleus, cytoplasm, nucleoplasm, proteasome complex"
"502";502;"P28838";"P28838-1,P28838-2";"P28838-1,P28838-2";"AMPL_HUMAN";"Cytosol aminopeptidase";"LAP3";4;6;5,55256545277712e-05;3;1;NA;2;3;1;NA;2;NA;NA;NA;NA;"mitochondrion, extracellular vesicular exosome, cytoplasm, trans-Golgi network, nucleus"
"503";503;"P29320";"P29320-1";"P29320-1";"EPHA3_HUMAN";"Ephrin type-A receptor 3";"EPHA3";2;2;1,95441266191341e-05;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;"early endosome, extracellular region, integral component of plasma membrane"
"505";505;"P29966";"P29966";"P29966";"MARCS_HUMAN";"Myristoylated alanine-rich C-kinase substrate";"MARCKS";7;27;0,000781205820178372;6;6;7;7;6;6;8;7;0,000920465741247127;0,000912272966240611;0,00132559988557099;0,00114259097093277;"germinal vesicle, extracellular vesicular exosome, plasma membrane, centrosome, actin cytoskeleton, cell cortex"
"508";508;"P30050";"P30050-1";"P30050-1";"RL12_HUMAN";"60S ribosomal protein L12";"RPL12";10;26;0,00151366299433888;7;7;6;3;8;8;7;3;NA;NA;NA;NA;"cytosolic large ribosomal subunit, extracellular vesicular exosome, cytosol"
"509";509;"P30101";"P30101";"P30101";"PDIA3_HUMAN";"Protein disulfide-isomerase A3";"PDIA3";9;22;0,00041847651709445;5;5;4;6;5;6;5;6;0,000504281561211297;0,000599751732261154;0,000544677180704913;0,000643858900734958;"melanosome, cell surface, endoplasmic reticulum lumen, extracellular vesicular exosome, endoplasmic reticulum"
"513";513;"P30447";"P30447";"P30447";"1A23_HUMAN";"HLA class I histocompatibility antigen, A-23 alpha chain";"HLA-A";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, plasma membrane, early endosome membrane, MHC class I protein complex, phagocytic vesicle membrane, Golgi membrane"
"514";514;"P30453";"P30453";"P30453";"1A34_HUMAN";"HLA class I histocompatibility antigen, A-34 alpha chain";"HLA-A";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"Golgi membrane, ER to Golgi transport vesicle membrane, early endosome membrane, MHC class I protein complex, phagocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane"
"515";515;"P30460";"P30460,P30480";"P30460,P30480";"1B08_HUMAN, 1B42_HUMAN";"HLA class I histocompatibility antigen, B-42 alpha chain, HLA class I histocompatibility antigen, B-8 alpha chain";"HLA-B";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"phagocytic vesicle membrane, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, cell surface, early endosome membrane, plasma membrane, integral component of plasma membrane, ER to Golgi transport vesicle membrane"
"516";516;"P30464";"P30464,P30484";"P30464,P30484";"1B15_HUMAN, 1B46_HUMAN";"HLA class I histocompatibility antigen, B-15 alpha chain, HLA class I histocompatibility antigen, B-46 alpha chain";"HLA-B";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"integral component of lumenal side of endoplasmic reticulum membrane, cell surface, MHC class I protein complex, early endosome membrane, plasma membrane, phagocytic vesicle membrane, Golgi membrane, ER to Golgi transport vesicle membrane"
"517";517;"P30466";"P30466";"P30466";"1B18_HUMAN";"HLA class I histocompatibility antigen, B-18 alpha chain";"HLA-B";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"plasma membrane, cell surface, phagocytic vesicle membrane, MHC class I protein complex, early endosome membrane, Golgi membrane, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane"
"518";518;"P30475";"P30475,Q29836,Q95365";"P30475,Q29836,Q95365";"1B38_HUMAN, 1B39_HUMAN, 1B67_HUMAN";"HLA class I histocompatibility antigen, B-38 alpha chain, HLA class I histocompatibility antigen, B-39 alpha chain, HLA class I histocompatibility antigen, B-67 alpha chain";"HLA-B";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"MHC class I protein complex, early endosome membrane, phagocytic vesicle membrane, plasma membrane, Golgi membrane, extracellular vesicular exosome, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, integral component of plasma membrane, cell surface"
"519";519;"P30479";"P30479";"P30479";"1B41_HUMAN";"HLA class I histocompatibility antigen, B-41 alpha chain";"HLA-B";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane, phagocytic vesicle membrane, Golgi membrane, MHC class I protein complex, ER to Golgi transport vesicle membrane, cell surface, early endosome membrane"
"520";520;"P30486";"P30486,Q31610";"P30486,Q31610";"1B48_HUMAN, 1B81_HUMAN";"HLA class I histocompatibility antigen, B-48 alpha chain, HLA class I histocompatibility antigen, B-81 alpha chain";"HLA-B";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"cell surface, integral component of membrane, MHC class I protein complex"
"521";521;"P30487";"P30487,P30488";"P30487,P30488";"1B49_HUMAN, 1B50_HUMAN";"HLA class I histocompatibility antigen, B-49 alpha chain, HLA class I histocompatibility antigen, B-50 alpha chain";"HLA-B";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"Golgi membrane, plasma membrane, phagocytic vesicle membrane, cell surface, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, MHC class I protein complex, early endosome membrane"
"522";522;"P30491";"P30491,P30685";"P30491,P30685";"1B35_HUMAN, 1B53_HUMAN";"HLA class I histocompatibility antigen, B-35 alpha chain, HLA class I histocompatibility antigen, B-53 alpha chain";"HLA-B";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"cell surface, Golgi membrane, plasma membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, ER to Golgi transport vesicle membrane, phagocytic vesicle membrane"
"523";523;"P30492";"P30492";"P30492";"1B54_HUMAN";"HLA class I histocompatibility antigen, B-54 alpha chain";"HLA-B";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"phagocytic vesicle membrane, MHC class I protein complex, cell surface, early endosome membrane, ER to Golgi transport vesicle membrane, plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane"
"524";524;"P30495";"P30495";"P30495";"1B56_HUMAN";"HLA class I histocompatibility antigen, B-56 alpha chain";"HLA-B";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"Golgi membrane, phagocytic vesicle membrane, MHC class I protein complex, early endosome membrane, ER to Golgi transport vesicle membrane, plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, cell surface"
"525";525;"P30499";"P30499";"P30499";"1C01_HUMAN";"HLA class I histocompatibility antigen, Cw-1 alpha chain";"HLA-C";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"MHC class I protein complex, integral component of plasma membrane, cell surface, phagocytic vesicle membrane, Golgi membrane, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, plasma membrane"
"526";526;"P30501";"P30501";"P30501";"1C02_HUMAN";"HLA class I histocompatibility antigen, Cw-2 alpha chain";"HLA-C";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"integral component of plasma membrane, ER to Golgi transport vesicle membrane, Golgi membrane, plasma membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, cell surface, phagocytic vesicle membrane, early endosome membrane"
"527";527;"P30508";"P30508";"P30508";"1C12_HUMAN";"HLA class I histocompatibility antigen, Cw-12 alpha chain";"HLA-C";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane, cell surface, MHC class I protein complex, phagocytic vesicle membrane, integral component of plasma membrane, early endosome membrane, ER to Golgi transport vesicle membrane"
"528";528;"P30519";"P30519";"P30519";"HMOX2_HUMAN";"Heme oxygenase 2";"HMOX2";13;60;0,00182391232277932;11;11;9;9;15;17;13;15;0,00241767900390859;0,00271564800710021;0,0022631681590682;0,00257237931068951;"endoplasmic reticulum membrane, plasma membrane"
"529";529;"P30536";"P30536-1";"P30536-1";"TSPOA_HUMAN";"Translocator protein";"TSPO";3;13;0,000738918325638802;3;3;2;2;4;3;3;3;NA;NA;NA;NA;"cytoplasm, mitochondrial outer membrane, nuclear membrane, integral component of membrane, intracellular membrane-bounded organelle, mitochondrion, extracellular vesicular exosome"
"530";530;"P30679";"P30679";"P30679";"GNA15_HUMAN";"Guanine nucleotide-binding protein subunit alpha-15";"GNA15";5;12;0,000308211921924206;4;2;2;4;4;2;2;4;0,000544731953821829;0,000269941733326099;0,000294183931824579;0,000579587780518991;"heterotrimeric G-protein complex, extrinsic component of cytoplasmic side of plasma membrane, plasma membrane"
"531";531;"P30825";"P30825";"P30825";"CTR1_HUMAN";"High affinity cationic amino acid transporter 1";"SLC7A1";2;5;0,000101811745980969;2;2;0;1;2;2;0;1;0,000202434172028382;0,000200632369363992;0;0,000129232410521126;"plasma membrane, integral component of plasma membrane"
"535";535;"P31146";"P31146";"P31146";"COR1A_HUMAN";"Coronin-1A";"CORO1A";2;2;4,1674352422145e-05;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000238665489159203;NA;"cytoplasm, extracellular vesicular exosome, immunological synapse, lamellipodium, phagocytic vesicle, actin filament, phagocytic vesicle membrane, protein complex, plasma membrane, phagocytic cup, cortical actin cytoskeleton"
"537";537;"P31641";"P31641";"P31641";"SC6A6_HUMAN";"Sodium- and chloride-dependent taurine transporter";"SLC6A6";1;3;4,64803462901827e-05;1;1;1;NA;1;1;1;NA;8,21490930360339e-05;8,14179098902911e-05;8,87296697599939e-05;NA;"integral component of plasma membrane, integral component of membrane, plasma membrane"
