"";"X.1";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5826.1.id.csv";"peptide.count.P5826.2.id.csv";"spectra.count.P5826.1.id.csv";"spectra.count.P5826.2.id.csv";"dNSAF.P5826.1.id.csv";"dNSAF.P5826.2.id.csv";"Go.Cc";"norm.sc"
"244";244;"P16615";"P16615-1,P16615-4";"P16615-1,P16615-4";"AT2A2_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2";"ATP2A2";9;17;0,000307887295739065;8;7;9;8;NA;NA;"platelet dense tubular network membrane, integral component of plasma membrane, sarcoplasmic reticulum membrane";0,00174717368961973
"248";248;"P17301";"P17301";"P17301";"ITA2_HUMAN";"Integrin alpha-2";"ITGA2";7;16;0,000511341036465776;7;7;9;7;0,000714860516235552;0,000566918953806602;"integrin complex, external side of plasma membrane, perinuclear region of cytoplasm, basal part of cell, axon terminus, cell surface, cell outer membrane, focal adhesion, nucleus";0,00164439876670093
"249";249;"P17342";"P17342-1,P17342-2";"P17342-1,P17342-2";"ANPRC_HUMAN";"Atrial natriuretic peptide receptor 3";"NPR3";2;4;0,00013953183088403;2;2;2;2;NA;NA;"integral component of plasma membrane";0,000411099691675231
"251";251;"P17813";"P17813-1,P17813-2";"P17813-1,P17813-2";"EGLN_HUMAN";"Endoglin";"ENG";10;20;0,000573607298694986;6;8;9;11;NA;NA;"endothelial microparticle, extracellular space, external side of plasma membrane, transforming growth factor beta receptor homodimeric complex, cytoplasm, nucleus, cell surface";0,00205549845837616
"255";255;"P17987";"P17987";"P17987";"TCPA_HUMAN";"T-complex protein 1 subunit alpha";"TCP1";13;27;0,00183286101953509;13;11;14;13;0,00236201114617079;0,00223635834989536;"cell body, plasma membrane, Golgi apparatus, chaperonin-containing T-complex, extracellular vesicular exosome, nuclear heterochromatin, nucleus, microtubule, zona pellucida receptor complex, cytosol, cell junction, centrosome, acrosomal vesicle, pericentriolar material";0,00277492291880781
"259";259;"P18465";"P18465";"P18465";"1B57_HUMAN";"HLA class I histocompatibility antigen, B-57 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane, cell surface, MHC class I protein complex";0
"266";266;"P19256";"P19256-1,P19256-2,P19256-3";"P19256-1,P19256-2,P19256-3";"LFA3_HUMAN";"Lymphocyte function-associated antigen 3";"CD58";1;2;0,00010064896067768;1;1;1;1;NA;NA;"extracellular vesicular exosome, anchored component of membrane, integral component of plasma membrane";0,000205549845837616
"269";269;"P20020";"P20020-1,P20020-2,P20020-3,P20020-4,P20020-5,P20020-6";"P20020-1,P20020-2,P20020-3,P20020-4,P20020-5,P20020-6";"AT2B1_HUMAN";"Plasma membrane calcium-transporting ATPase 1";"ATP2B1";2;2;1,75015581464567e-05;2;0;2;0;NA;NA;"extracellular vesicular exosome, integral component of plasma membrane";0,000205549845837616
"272";272;"P20645";"P20645";"P20645";"MPRD_HUMAN";"Cation-dependent mannose-6-phosphate receptor";"M6PR";2;4;0,000545030472983828;2;2;2;2;0,000677296646349127;0,000690594414074881;"lysosomal membrane, endosome, late endosome, integral component of plasma membrane";0,000411099691675231
"273";273;"P20648";"P20648";"P20648";"ATP4A_HUMAN";"Potassium-transporting ATPase alpha chain 1";"ATP4A";3;4;0,000158002880324049;3;1;3;1;0,000296824437271386;9,94500630735727e-05;"integral component of plasma membrane, extracellular space";0,000411099691675231
"275";275;"P20701";"P20701-1,P20701-2";"P20701-1,P20701-2";"ITAL_HUMAN";"Integrin alpha-L";"ITGAL";18;33;0,00053227815743004;15;15;17;16;NA;NA;"integrin complex, immunological synapse, extracellular vesicular exosome, external side of plasma membrane";0,00339157245632066
"276";276;"P21281";"P21281";"P21281";"VATB2_HUMAN";"V-type proton ATPase subunit B, brain isoform";"ATP6V1B2";2;3;0,000221585285249296;1;2;1;2;0,000183572574401867;0,000374353527786188;"integral component of membrane, microvillus, cytosol, lysosomal membrane, melanosome, extracellular vesicular exosome, plasma membrane, proton-transporting V-type ATPase, V1 domain, Golgi apparatus";0,000308324768756423
"277";277;"P21333";"P21333-1,P21333-2";"P21333-1,P21333-2";"FLNA_HUMAN";"Filamin-A";"FLNA";5;10;7,12945981377599e-05;4;5;5;5;NA;NA;"cytosol, plasma membrane, dendritic shaft, nucleus, cortical cytoskeleton, actin filament, perinuclear region of cytoplasm, apical dendrite, extracellular vesicular exosome, trans-Golgi network, Myb complex, actin cytoskeleton, neuronal cell body";0,00102774922918808
"278";278;"P21964";"P21964-1,P21964-2";"P21964-1,P21964-2";"COMT_HUMAN";"Catechol O-methyltransferase";"COMT";1;2;0,000139274392081661;1;1;1;1;NA;NA;"extracellular vesicular exosome, plasma membrane, integral component of membrane, cytosol, mitochondrion, intracellular membrane-bounded organelle";0,000205549845837616
"294";294;"P23634";"P23634-1,P23634-2,P23634-3,P23634-4,P23634-5,P23634-6,P23634-7,P23634-8";"P23634-1,P23634-2,P23634-3,P23634-4,P23634-5,P23634-6,P23634-7,P23634-8";"AT2B4_HUMAN";"Plasma membrane calcium-transporting ATPase 4";"ATP2B4";3;6;3,99179374162335e-05;3;3;3;3;NA;NA;"protein complex, integral component of plasma membrane";0,000616649537512847
"300";300;"P25098";"P25098";"P25098";"ARBK1_HUMAN";"Beta-adrenergic receptor kinase 1";"ADRBK1";2;3;0,000164339739858331;1;2;1;2;0,00013614743907018;0,000277641005368276;"plasma membrane, cytosol";0,000308324768756423
"303";303;"P25445";"P25445-1,P25445-6";"P25445-1,P25445-6";"TNR6_HUMAN";"Tumor necrosis factor receptor superfamily member 6";"FAS";1;1;5,6333373513627e-05;1;NA;1;NA;NA;NA;"integral component of membrane, CD95 death-inducing signaling complex, extracellular vesicular exosome, membrane raft, cytosol, nucleus, cell surface, external side of plasma membrane";0,000102774922918808
"305";305;"P25705";"P25705";"P25705";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";24;75;0,00511890057696159;22;21;36;39;0,00610669272820388;0,00674547147852707;"mitochondrial matrix, plasma membrane, mitochondrial proton-transporting ATP synthase complex, proton-transporting ATP synthase complex, catalytic core F(1), extracellular vesicular exosome";0,00770811921891059
"310";310;"P26038";"P26038";"P26038";"MOES_HUMAN";"Moesin";"MSN";24;59;0,00501142471829198;22;22;29;30;0,00614335198480303;0,00643564434606839;"apical plasma membrane, apical part of cell, basolateral plasma membrane, filopodium, microvillus membrane, extracellular vesicular exosome, cytoskeleton, cytoplasm, nucleolus, uropod, extrinsic component of membrane, plasma membrane, microvillus, blood microparticle";0,00606372045220966
"319";319;"P27105";"P27105-1";"P27105-1";"STOM_HUMAN";"Erythrocyte band 7 integral membrane protein";"STOM";7;14;0,00183474667902021;7;5;9;5;NA;NA;"extracellular vesicular exosome, blood microparticle, melanosome, integral component of plasma membrane, cytoskeleton, cytoplasm, membrane raft";0,00143884892086331
"321";321;"P27487";"P27487";"P27487";"DPP4_HUMAN";"Dipeptidyl peptidase 4";"DPP4";4;6;0,000295639897551933;3;3;3;3;0,000367384799684154;0,000374597883874821;"integral component of membrane, intercellular canaliculus, membrane raft, lamellipodium, endocytic vesicle, lysosomal membrane, lamellipodium membrane, apical plasma membrane, invadopodium membrane, cell surface, extracellular vesicular exosome";0,000616649537512847
"326";326;"P27797";"P27797";"P27797";"CALR_HUMAN";"Calreticulin";"CALR";7;14;0,00126716317399957;5;7;6;8;0,00134972065495473;0,00183496069735004;"endocytic vesicle lumen, acrosomal vesicle, nucleus, cytosol, extracellular space, endoplasmic reticulum lumen, perinuclear region of cytoplasm, Golgi apparatus, external side of plasma membrane, sarcoplasmic reticulum lumen, proteinaceous extracellular matrix, polysome, MHC class I peptide loading complex, extracellular vesicular exosome, cell surface, integral component of lumenal side of endoplasmic reticulum membrane";0,00143884892086331
"327";327;"P27816";"P27816-1,P27816-4,P27816-5,P27816-6";"P27816-1,P27816-4,P27816-5,P27816-6";"MAP4_HUMAN";"Microtubule-associated protein 4";"MAP4";3;6;4,91450003308986e-05;3;3;3;3;NA;NA;"microtubule associated complex, microtubule, mitotic spindle, cytoplasm, plasma membrane";0,000616649537512847
"332";332;"P28906";"P28906-1";"P28906-1";"CD34_HUMAN";"Hematopoietic progenitor cell antigen CD34";"CD34";4;6;0,000588208211752677;3;3;3;3;NA;NA;"integral component of plasma membrane, perinuclear region of cytoplasm, apical plasma membrane, glomerular endothelium fenestra, lysosome, intercellular bridge, external side of plasma membrane, basal plasma membrane";0,000616649537512847
"336";336;"P29966";"P29966";"P29966";"MARCS_HUMAN";"Myristoylated alanine-rich C-kinase substrate";"MARCKS";2;4;0,000454739280170242;2;2;2;2;0,000565093888670808;0,000576188712948018;"plasma membrane, extracellular vesicular exosome, centrosome, cell cortex, actin cytoskeleton, germinal vesicle";0,000411099691675231
"337";337;"P30040";"P30040";"P30040";"ERP29_HUMAN";"Endoplasmic reticulum resident protein 29";"ERP29";3;6;0,000867663454117933;3;2;4;2;0,00143763349454949;0,000732929703826597;"melanosome, cell surface, endoplasmic reticulum lumen, endoplasmic reticulum";0,000616649537512847
"344";344;"P30101";"P30101";"P30101";"PDIA3_HUMAN";"Protein disulfide-isomerase A3";"PDIA3";16;28;0,00209270116260523;12;15;12;16;0,00222904361630148;0,00303041033978205;"endoplasmic reticulum lumen, cell surface, melanosome, extracellular vesicular exosome";0,00287769784172662
"346";346;"P30419";"P30419-1,P30419-2";"P30419-1,P30419-2";"NMT1_HUMAN";"Glycylpeptide N-tetradecanoyltransferase 1";"NMT1";2;2;7,60954843833268e-05;2;NA;2;NA;NA;NA;"cytosol, cell junction, actin cytoskeleton, plasma membrane";0,000205549845837616
"347";347;"P30453";"P30453";"P30453";"1A34_HUMAN";"HLA class I histocompatibility antigen, A-34 alpha chain";"HLA-A";0;0;NA;0;0;0;0;NA;NA;"early endosome membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane, ER to Golgi transport vesicle membrane, Golgi membrane, phagocytic vesicle membrane";0
"348";348;"P30464";"P30464";"P30464";"1B15_HUMAN";"HLA class I histocompatibility antigen, B-15 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"integral component of lumenal side of endoplasmic reticulum membrane, cell surface, early endosome membrane, ER to Golgi transport vesicle membrane, Golgi membrane, MHC class I protein complex, phagocytic vesicle membrane";0
"349";349;"P30479";"P30479";"P30479";"1B41_HUMAN";"HLA class I histocompatibility antigen, B-41 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"phagocytic vesicle membrane, cell surface, integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, ER to Golgi transport vesicle membrane, MHC class I protein complex, Golgi membrane";0
"350";350;"P30486";"P30486";"P30486";"1B48_HUMAN";"HLA class I histocompatibility antigen, B-48 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"integral component of membrane, cell surface, MHC class I protein complex";0
"351";351;"P30490";"P30490";"P30490";"1B52_HUMAN";"HLA class I histocompatibility antigen, B-52 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"MHC class I protein complex, ER to Golgi transport vesicle membrane, Golgi membrane, phagocytic vesicle membrane, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, cell surface";0
"352";352;"P30492";"P30492";"P30492";"1B54_HUMAN";"HLA class I histocompatibility antigen, B-54 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, MHC class I protein complex, phagocytic vesicle membrane, cell surface, ER to Golgi transport vesicle membrane";0
"353";353;"P30493";"P30493,Q29940";"P30493,Q29940";"1B55_HUMAN, 1B59_HUMAN";"HLA class I histocompatibility antigen, B-55 alpha chain, HLA class I histocompatibility antigen, B-59 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"cell surface, ER to Golgi transport vesicle membrane, early endosome membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane, phagocytic vesicle membrane";0
"354";354;"P30501";"P30501";"P30501";"1C02_HUMAN";"HLA class I histocompatibility antigen, Cw-2 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;NA;"phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, early endosome membrane, cell surface, integral component of plasma membrane, MHC class I protein complex, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane";0
"355";355;"P30508";"P30508";"P30508";"1C12_HUMAN";"HLA class I histocompatibility antigen, Cw-12 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;NA;"Golgi membrane, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, cell surface, early endosome membrane, integral component of plasma membrane";0
"368";368;"P32942";"P32942";"P32942";"ICAM3_HUMAN";"Intercellular adhesion molecule 3";"ICAM3";6;13;0,000897008561798339;6;5;7;6;0,00120043710902281;0,00104914800383222;"extracellular vesicular exosome, integral component of plasma membrane";0,0013360739979445
"373";373;"P35232";"P35232";"P35232";"PHB_HUMAN";"Prohibitin";"PHB";5;8;0,00111009883100383;2;5;3;5;0,00103462042852229;0,00175822291083402;"mitochondrial inner membrane, extracellular vesicular exosome, integral component of plasma membrane, nucleoplasm";0,000822199383350463
"379";379;"P35579";"P35579-1";"P35579-1";"MYH9_HUMAN";"Myosin-9";"MYH9";34;62;0,00156336953558081;30;28;32;30;NA;NA;"uropod, nucleus, ruffle, plasma membrane, cleavage furrow, protein complex, actomyosin contractile ring, myosin II complex, spindle, stress fiber, cortical cytoskeleton, cytosol, cell-cell adherens junction, immunological synapse, extracellular vesicular exosome, neuromuscular junction";0,00637204522096608
"380";380;"P35580";"P35580-1,P35580-2,P35580-3";"P35580-1,P35580-2,P35580-3";"MYH10_HUMAN";"Myosin-10";"MYH10";2;2;1,58906820213087e-05;0;2;0;2;NA;NA;"neuronal cell body, lamellipodium, myosin complex, axon, dendritic spine, growth cone, midbody, cell cortex, plasma membrane, spindle, neuromuscular junction, stress fiber, cleavage furrow, myosin II complex";0,000205549845837616
"381";381;"P35613";"P35613-1,P35613-2";"P35613-1,P35613-2";"BASI_HUMAN";"Basigin";"BSG";11;31;0,00151953788036108;10;9;15;16;NA;NA;"sarcolemma, mitochondrion, membrane raft, integral component of plasma membrane, extracellular vesicular exosome, melanosome, acrosomal membrane, Golgi membrane";0,00318602261048304
"395";395;"P38606";"P38606";"P38606";"VATA_HUMAN";"V-type proton ATPase catalytic subunit A";"ATP6V1A";5;7;0,000428206680354798;5;2;5;2;0,000760174923171427;0,000310039955751608;"proton-transporting two-sector ATPase complex, proton-transporting V-type ATPase, V1 domain, microvillus, mitochondrion, lysosomal membrane, cytosol, apical plasma membrane, integral component of plasma membrane, extracellular vesicular exosome";0,000719424460431655
"404";404;"P40926";"P40926";"P40926";"MDHM_HUMAN";"Malate dehydrogenase, mitochondrial";"MDH2";21;58;0,00647667128621167;20;21;30;28;0,00832593954313793;0,00792344715320233;"plasma membrane, mitochondrial matrix, nucleus, mitochondrial inner membrane, extracellular vesicular exosome";0,00596094552929085
"409";409;"P42081";"P42081-1,P42081-3";"P42081-1,P42081-3";"CD86_HUMAN";"T-lymphocyte activation antigen CD86";"CD86";3;6;0,000344164379216992;3;3;3;3;NA;NA;"plasma membrane, integral component of membrane, intracellular membrane-bounded organelle, external side of plasma membrane, extracellular vesicular exosome";0,000616649537512847
"417";417;"P43007";"P43007-1,P43007-2";"P43007-1,P43007-2";"SATT_HUMAN";"Neutral amino acid transporter A";"SLC1A4";1;1;3,5473082945611e-05;NA;1;NA;1;NA;NA;"melanosome, neuronal cell body, intermediate filament, dendrite, integral component of plasma membrane, extracellular vesicular exosome";0,000102774922918808
"418";418;"P43121";"P43121-1";"P43121-1";"MUC18_HUMAN";"Cell surface glycoprotein MUC18";"MCAM";11;21;0,00122695133953054;10;10;11;10;NA;NA;"integral component of membrane, external side of plasma membrane";0,00215827338129496
"427";427;"P46459";"P46459";"P46459";"NSF_HUMAN";"Vesicle-fusing ATPase";"NSF";3;4;0,000202921291688871;NA;3;NA;4;NA;0,00051423293736221;"cytosol, plasma membrane, lysosomal membrane";0,000411099691675231
"435";435;"P46940";"P46940";"P46940";"IQGA1_HUMAN";"Ras GTPase-activating-like protein IQGAP1";"IQGAP1";8;18;0,000410006327443779;8;8;9;9;0,000509505292501018;0,000519508712820965;"cell leading edge, actin filament, neuron projection, midbody, cytoplasm, extrinsic component of cytoplasmic side of plasma membrane, nucleus, ribonucleoprotein complex, microtubule, slit diaphragm, lateral plasma membrane, extracellular vesicular exosome";0,00184994861253854
"439";439;"P48047";"P48047";"P48047";"ATPO_HUMAN";"ATP synthase subunit O, mitochondrial";"ATP5O";7;18;0,00318957973978564;7;6;9;9;0,00396361628955017;0,00404143632462131;"plasma membrane, mitochondrial proton-transporting ATP synthase complex";0,00184994861253854
"446";446;"P49327";"P49327";"P49327";"FAS_HUMAN";"Fatty acid synthase";"FASN";24;49;0,000736529132796645;23;17;28;21;0,00104602006951092;0,000799917902563437;"mitochondrion, plasma membrane, Golgi apparatus, glycogen granule, cytosol, extracellular vesicular exosome, melanosome";0,00503597122302158
"447";447;"P49368";"P49368-1";"P49368-1";"TCPG_HUMAN";"T-complex protein 1 subunit gamma";"CCT3";17;31;0,00214687003280373;15;15;15;16;NA;NA;"cytosol, chaperonin-containing T-complex, cell body, microtubule, plasma membrane, extracellular vesicular exosome, zona pellucida receptor complex";0,00318602261048304
"459";459;"P50552";"P50552";"P50552";"VASP_HUMAN";"Vasodilator-stimulated phosphoprotein";"VASP";2;4;0,000397298528990843;2;1;3;1;0,000740570411994901;0,000251703490393081;"tight junction, actin cytoskeleton, plasma membrane, extracellular vesicular exosome, lamellipodium membrane, filopodium membrane, cytosol, focal adhesion";0,000411099691675231
"460";460;"P50895";"P50895";"P50895";"BCAM_HUMAN";"Basal cell adhesion molecule";"BCAM";10;19;0,00114191695036381;9;8;10;9;0,0014937195146394;0,00137074193812793;"integral component of plasma membrane, extracellular vesicular exosome, external side of plasma membrane";0,00195272353545735
"466";466;"P51148";"P51148";"P51148";"RAB5C_HUMAN";"Ras-related protein Rab-5C";"RAB5C";3;6;0,00104842667372584;2;2;3;3;0,00130285535443547;0,00132843508818571;"extracellular vesicular exosome, melanosome, lysosomal membrane, plasma membrane, lipid particle, endocytic vesicle, early endosome membrane";0,000616649537512847
"469";469;"P51572";"P51572-1,P51572-2";"P51572-1,P51572-2";"BAP31_HUMAN";"B-cell receptor-associated protein 31";"BCAP31";8;17;0,0013041404965858;7;8;8;9;NA;NA;"Golgi membrane, integral component of plasma membrane, lipid particle, endoplasmic reticulum-Golgi intermediate compartment membrane, integral component of lumenal side of endoplasmic reticulum membrane, cytosol";0,00174717368961973
"473";473;"P51809";"P51809-1,P51809-2,P51809-3";"P51809-1,P51809-2,P51809-3";"VAMP7_HUMAN";"Vesicle-associated membrane protein 7";"VAMP7";1;1;5,71869094759547e-05;1;NA;1;NA;NA;NA;"phagocytic vesicle membrane, extracellular vesicular exosome, integral component of membrane, Golgi apparatus, transport vesicle membrane, neuron projection, endoplasmic reticulum membrane, phagocytic vesicle, perinuclear region of cytoplasm, synapse, apical part of cell, SNARE complex, plasma membrane, lysosomal membrane, late endosome membrane, cell junction";0,000102774922918808
"478";478;"P52272";"P52272-1,P52272-2";"P52272-1,P52272-2";"HNRPM_HUMAN";"Heterogeneous nuclear ribonucleoprotein M";"HNRNPM";19;39;0,0010082130478843;15;19;18;21;NA;NA;"catalytic step 2 spliceosome, nuclear matrix, integral component of plasma membrane, paraspeckles";0,0040082219938335
"488";488;"P53396";"P53396-1,P53396-2";"P53396-1,P53396-2";"ACLY_HUMAN";"ATP-citrate synthase";"ACLY";14;29;0,000497074226780097;13;13;15;14;NA;NA;"plasma membrane, mitochondrion, citrate lyase complex, nucleus, extracellular vesicular exosome, cytosol";0,00298047276464543
"489";489;"P53618";"P53618";"P53618";"COPB_HUMAN";"Coatomer subunit beta";"COPB1";2;2;7,92095703129698e-05;2;NA;2;NA;0,000196863768141352;NA;"COPI vesicle coat, endoplasmic reticulum-Golgi intermediate compartment, plasma membrane, cytosol";0,000205549845837616
"490";490;"P53985";"P53985";"P53985";"MOT1_HUMAN";"Monocarboxylate transporter 1";"SLC16A1";2;5;0,000377433602541301;2;2;3;2;0,000562833513116124;0,000382589305397484;"integral component of plasma membrane, centrosome, mitochondrion, extracellular vesicular exosome";0,000513874614594039
"495";495;"P54578";"P54578";"P54578";"UBP14_HUMAN";"Ubiquitin carboxyl-terminal hydrolase 14";"USP14";1;1;7,64035632674698e-05;NA;1;NA;1;NA;0,00019361806953314;"plasma membrane, synapse, cytoplasmic membrane-bounded vesicle, proteasome complex, cell surface";0,000102774922918808
"523";523;"P60953";"P60953-2";"P60953-2";"CDC42_HUMAN";"Cell division control protein 42 homolog";"CDC42";2;6;0,00150901583119797;2;2;3;3;NA;NA;"extracellular vesicular exosome, spindle midzone, secretory granule, filopodium, midbody, mitotic spindle, plasma membrane, microtubule organizing center, cytosol, neuron projection, Golgi membrane, neuronal cell body, apical part of cell";0,000616649537512847
"524";524;"P61006";"P61006";"P61006";"RAB8A_HUMAN";"Ras-related protein Rab-8A";"RAB8A";1;2;0,000364670147382899;NA;1;NA;2;NA;0,000924128756998753;"neuronal cell body, extracellular vesicular exosome, Golgi membrane, dendrite, phagocytic vesicle, postsynaptic density, phagocytic vesicle membrane, recycling endosome membrane, nonmotile primary cilium, cytoplasmic vesicle membrane, plasma membrane";0,000205549845837616
"530";530;"P61224";"P61224";"P61224";"RAP1B_HUMAN";"Ras-related protein Rap-1b";"RAP1B";1;1;0,000547005221074349;1;0;1;0;0,00127453241194775;0;"cell-cell junction, plasma membrane, cytosol, extracellular vesicular exosome, lipid particle";0,000102774922918808
"538";538;"P61769";"P61769";"P61769";"B2MG_HUMAN";"Beta-2-microglobulin";"B2M";7;23;0,007294935175168;6;7;10;13;0,00788282231255076;0,0104488675843851;"endoplasmic reticulum lumen, plasma membrane, ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, early endosome lumen, MHC class I protein complex, external side of plasma membrane, Golgi membrane, early endosome membrane, extracellular space, extracellular vesicular exosome";0,00236382322713258
"545";545;"P62158";"P62158";"P62158";"CALM_HUMAN";"Calmodulin";"CALM2,CALM1,CALM3";3;6;0,00151986685587101;2;3;3;3;0,00188870306414807;0,00192578509428264;"spindle microtubule, cytosol, extracellular vesicular exosome, spindle pole, centrosome, nucleoplasm, plasma membrane, growth cone, sarcomere";0,000616649537512847
"563";563;"P62333";"P62333";"P62333";"PRS10_HUMAN";"26S protease regulatory subunit 10B";"PSMC6";2;2;0,000194053266088072;2;NA;2;NA;0,000482290928120072;NA;"plasma membrane, cytosolic proteasome complex, extracellular vesicular exosome, cytosol, inclusion body, proteasome accessory complex, nucleoplasm";0,000205549845837616
"565";565;"P62491";"P62491,Q15907";"P62491,Q15907";"RB11A_HUMAN, RB11B_HUMAN";"Ras-related protein Rab-11A, Ras-related protein Rab-11B";"RAB11A, RAB11B";2;3;0,000260898803599978;2;1;2;1;0,000432283804236655;0,000220385544583804;"extracellular vesicular exosome, cytoplasmic vesicle membrane, protein complex, plasma membrane, cleavage furrow, perinuclear region of cytoplasm, mitochondrion, trans-Golgi network, transport vesicle, phagocytic vesicle, axon, recycling endosome membrane, phagocytic vesicle membrane, recycling endosome";0,000308324768756423
"574";574;"P62834";"P62834";"P62834";"RAP1A_HUMAN";"Ras-related protein Rap-1A";"RAP1A";1;2;0,0010940104421487;1;1;1;1;0,00127453241194775;0,0015594672774354;"late endosome, cell junction, perinuclear region of cytoplasm, early endosome, extracellular vesicular exosome, cytosol, plasma membrane, guanyl-nucleotide exchange factor complex";0,000205549845837616
"580";580;"P62879";"P62879";"P62879";"GBB2_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2";"GNB2";5;9;0,000999088947903444;5;4;5;4;0,00137949390469638;0,00112526266293378;"lysosomal membrane, protein complex, plasma membrane, extracellular vesicular exosome, cell body, perinuclear region of cytoplasm";0,00092497430626927
"588";588;"P62979";"P62979";"P62979";"RS27A_HUMAN";"Ubiquitin-40S ribosomal protein S27a";"RPS27A";2;4;0,00290333540416385;1;2;2;2;0,00300658927946648;0,00449624183693624;"endocytic vesicle membrane, extracellular vesicular exosome, nucleoplasm, plasma membrane, cytosolic small ribosomal subunit, endosome membrane";0,000411099691675231
"589";589;"P62987";"P62987";"P62987";"RL40_HUMAN";"Ubiquitin-60S ribosomal protein L40";"UBA52";1;3;0,00265383001786852;1;1;2;1;0,00366428068434977;0,00273989736938302;"ribosome, plasma membrane, lysosomal membrane, cytosol, nucleoplasm, endocytic vesicle membrane, endosome membrane, cytosolic large ribosomal subunit";0,000308324768756423
"594";594;"P63167";"P63167";"P63167";"DYL1_HUMAN";"Dynein light chain 1, cytoplasmic";"DYNLL1";2;4;0,00169633079793843;1;2;1;3;0,00105399534291409;0,00322406718031587;"kinetochore, centrosome, mitochondrion, cytoplasmic dynein complex, nucleus, microtubule, cytosol, mitotic spindle, plasma membrane";0,000411099691675231
"604";604;"P68104";"P68104";"P68104";"EF1A1_HUMAN";"Elongation factor 1-alpha 1";"EEF1A1";17;61;0,00498343068290462;15;16;31;30;0,00629431417987008;0,00621086534736175;"extracellular space, eukaryotic translation elongation factor 1 complex, nucleus, cytosol, plasma membrane, extracellular vesicular exosome";0,00626927029804728
"607";607;"P68371";"P68371";"P68371";"TBB4B_HUMAN";"Tubulin beta-4B chain";"TUBB4B";1;3;0,00136460341066465;1;1;2;1;0,00173875256639368;0,00156160281093003;"cytosol, extracellular vesicular exosome, nucleus, microtubule, plasma membrane";0,000308324768756423
"611";611;"P78324";"P78324-1,P78324-2,P78324-4";"P78324-1,P78324-2,P78324-4";"SHPS1_HUMAN";"Tyrosine-protein phosphatase non-receptor type substrate 1";"SIRPA";2;3;7,48876195518454e-05;1;2;1;2;NA;NA;"integral component of membrane, plasma membrane, extracellular vesicular exosome";0,000308324768756423
"625";625;"P98172";"P98172";"P98172";"EFNB1_HUMAN";"Ephrin-B1";"EFNB1";7;14;0,00152718798716133;7;7;7;7;0,00189780086310832;0,00193506151573872;"extracellular vesicular exosome, synapse, membrane raft, integral component of plasma membrane, cytoplasm, nucleus";0,00143884892086331
"626";626;"Q00325";"Q00325-1,Q00325-2";"Q00325-1,Q00325-2";"MPCP_HUMAN";"Phosphate carrier protein, mitochondrial";"SLC25A3";8;17;0,000886239121989242;8;6;10;7;NA;NA;"mitochondrial inner membrane, extracellular vesicular exosome, integral component of plasma membrane";0,00174717368961973
"627";627;"Q00341";"Q00341";"Q00341";"VIGLN_HUMAN";"Vigilin";"HDLBP";3;5;0,000148830284913762;3;2;3;2;0,000221937505171973;0,000150863290771878;"plasma membrane, high-density lipoprotein particle, nucleus, cytoplasm";0,000513874614594039
"631";631;"Q00839";"Q00839-1";"Q00839-1";"HNRPU_HUMAN";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";23;52;0,00237897543419971;21;23;25;27;NA;NA;"cell surface, catalytic step 2 spliceosome, CRD-mediated mRNA stability complex, nucleoplasm";0,00534429599177801
"636";636;"Q01518";"Q01518-1,Q01518-2";"Q01518-1,Q01518-2";"CAP1_HUMAN";"Adenylyl cyclase-associated protein 1";"CAP1";6;11;0,000437028381889927;4;6;5;6;NA;NA;"cortical actin cytoskeleton, plasma membrane, extracellular vesicular exosome";0,00113052415210689
