"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5826.1.id.csv";"peptide.count.P5826.2.id.csv";"spectra.count.P5826.1.id.csv";"spectra.count.P5826.2.id.csv";"dNSAF.P5826.1.id.csv";"dNSAF.P5826.2.id.csv";"Go.Cc"
"242";"P16402";"P16402";"P16402";"H13_HUMAN";"Histone H1.3";"HIST1H1D";2;3;0,00215188388779203;2;1;2;1;0,00311270419521235;0,00216396665948803;"nucleosome, nuclear chromatin"
"243";"P16403";"P16403";"P16403";"H12_HUMAN";"Histone H1.2";"HIST1H1C";1;2;0,0014884705452333;1;1;1;1;0,0016148066364834;0,00224524240256739;"nucleus, nucleosome"
"244";"P16615";"P16615-1,P16615-4";"P16615-1,P16615-4";"AT2A2_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2";"ATP2A2";9;17;0,000307887295739065;8;7;9;8;NA;NA;"platelet dense tubular network membrane, integral component of plasma membrane, sarcoplasmic reticulum membrane"
"245";"P16989";"P16989-1,P16989-2,P16989-3";"P16989-1,P16989-2,P16989-3";"DBPA_HUMAN";"DNA-binding protein A";"CSDA";2;4;0,00019325837303702;2;2;2;2;NA;NA;"nucleus, tight junction, perinuclear region of cytoplasm, polysome"
"246";"P17066";"P17066";"P17066";"HSP76_HUMAN";"Heat shock 70 kDa protein 6";"HSPA6";0;0;0;0;0;0;0;0;0;"blood microparticle, extracellular vesicular exosome"
"247";"P17096";"P17096-1";"P17096-1";"HMGA1_HUMAN";"High mobility group protein HMG-I/HMG-Y";"HMGA1";3;8;0,00282193347694431;3;3;4;4;NA;NA;"nucleoplasm, cytosol, transcription factor complex, senescence-associated heterochromatin focus"
"248";"P17301";"P17301";"P17301";"ITA2_HUMAN";"Integrin alpha-2";"ITGA2";7;16;0,000511341036465776;7;7;9;7;0,000714860516235552;0,000566918953806602;"integrin complex, external side of plasma membrane, perinuclear region of cytoplasm, basal part of cell, axon terminus, cell surface, cell outer membrane, focal adhesion, nucleus"
"249";"P17342";"P17342-1,P17342-2";"P17342-1,P17342-2";"ANPRC_HUMAN";"Atrial natriuretic peptide receptor 3";"NPR3";2;4;0,00013953183088403;2;2;2;2;NA;NA;"integral component of plasma membrane"
"250";"P17661";"P17661";"P17661";"DESM_HUMAN";"Desmin";"DES";1;1;8,67294235626819e-05;1;0;1;0;0,000214939148489518;0;"Z disc, sarcolemma, intermediate filament, fascia adherens, cytosol, neuromuscular junction"
"251";"P17813";"P17813-1,P17813-2";"P17813-1,P17813-2";"EGLN_HUMAN";"Endoglin";"ENG";10;20;0,000573607298694986;6;8;9;11;NA;NA;"endothelial microparticle, extracellular space, external side of plasma membrane, transforming growth factor beta receptor homodimeric complex, cytoplasm, nucleus, cell surface"
"252";"P17844";"P17844";"P17844";"DDX5_HUMAN";"Probable ATP-dependent RNA helicase DDX5";"DDX5";11;20;0,00199298365302318;11;8;11;9;0,00264549077177439;0,00235025618610329;"catalytic step 2 spliceosome, extracellular vesicular exosome, nucleolus"
"253";"P17858";"P17858-1";"P17858-1";"K6PL_HUMAN";"6-phosphofructokinase, liver type";"PFKL";3;6;0,000325525484709281;3;3;3;3;NA;NA;"6-phosphofructokinase complex, extracellular vesicular exosome"
"254";"P17980";"P17980";"P17980";"PRS6A_HUMAN";"26S protease regulatory subunit 6A";"PSMC3";1;1;8,59757636768339e-05;NA;1;NA;1;NA;0,000217875458654604;"cytoplasmic mRNA processing body, cytosol, perinuclear region of cytoplasm, proteasome accessory complex, nucleoplasm"
"255";"P17987";"P17987";"P17987";"TCPA_HUMAN";"T-complex protein 1 subunit alpha";"TCP1";13;27;0,00183286101953509;13;11;14;13;0,00236201114617079;0,00223635834989536;"cell body, plasma membrane, Golgi apparatus, chaperonin-containing T-complex, extracellular vesicular exosome, nuclear heterochromatin, nucleus, microtubule, zona pellucida receptor complex, cytosol, cell junction, centrosome, acrosomal vesicle, pericentriolar material"
"256";"P18077";"P18077";"P18077";"RL35A_HUMAN";"60S ribosomal protein L35a";"RPL35A";5;8;0,00274497165484582;4;4;4;4;0,00341111220070378;0,00347808459452258;"cytosolic large ribosomal subunit, extracellular vesicular exosome"
"257";"P18085";"P18085";"P18085";"ARF4_HUMAN";"ADP-ribosylation factor 4";"ARF4";2;4;0,000838741338980669;2;2;2;2;0,00104228428354838;0,00106274807054857;"extracellular vesicular exosome, Golgi apparatus, cytosol, ruffle membrane"
"258";"P18124";"P18124";"P18124";"RL7_HUMAN";"60S ribosomal protein L7";"RPL7";7;14;0,00213067356273315;6;5;7;7;0,00264773830094951;0,0026997229211516;"cytosolic large ribosomal subunit"
"259";"P18465";"P18465";"P18465";"1B57_HUMAN";"HLA class I histocompatibility antigen, B-57 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane, cell surface, MHC class I protein complex"
"260";"P18621";"P18621";"P18621";"RL17_HUMAN";"60S ribosomal protein L17";"RPL17";6;13;0,00266665045273745;5;5;7;6;0,00356869075345369;0,00311893455487079;"cytosolic large ribosomal subunit"
"261";"P18669";"P18669";"P18669";"PGAM1_HUMAN";"Phosphoglycerate mutase 1";"PGAM1";4;8;0,00118876725209859;3;4;4;4;0,00147725331526542;0,00150625710786411;"cytosol, extracellular vesicular exosome"
"262";"P18754";"P18754-1,P18754-2";"P18754-1,P18754-2";"RCC1_HUMAN";"Regulator of chromosome condensation";"RCC1";2;4;0,000179303374128884;2;2;2;2;NA;NA;"condensed nuclear chromosome, nucleoplasm, cytoplasm, nuclear chromatin, nuclear membrane"
"263";"P18859";"P18859";"P18859";"ATP5J_HUMAN";"ATP synthase-coupling factor 6, mitochondrial";"ATP5J";5;11;0,00384423113699473;3;5;5;6;0,00434285118145158;0,00531374035274283;"mitochondrial proton-transporting ATP synthase complex, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
"264";"P19012";"P19012";"P19012";"K1C15_HUMAN";"Keratin, type I cytoskeletal 15";"KRT15";1;2;0,000301096907460851;0;1;0;2;0;0,000720068559104146;"extracellular vesicular exosome, intermediate filament"
"265";"P19013";"P19013";"P19013";"K2C4_HUMAN";"Keratin, type II cytoskeletal 4";"KRT4";2;3;0,000228352222799404;2;1;2;1;0,000380609429385644;0,000191908760733088;"keratin filament, intermediate filament"
"266";"P19256";"P19256-1,P19256-2,P19256-3";"P19256-1,P19256-2,P19256-3";"LFA3_HUMAN";"Lymphocyte function-associated antigen 3";"CD58";1;2;0,00010064896067768;1;1;1;1;NA;NA;"extracellular vesicular exosome, anchored component of membrane, integral component of plasma membrane"
"267";"P19338";"P19338";"P19338";"NUCL_HUMAN";"Nucleolin";"NCL";21;47;0,00249850412949875;20;20;24;23;0,00317089303164014;0,003098434515543;"ribonucleoprotein complex, nucleoplasm, extracellular vesicular exosome, nucleolus, cell cortex"
"268";"P19525";"P19525";"P19525";"E2AK2_HUMAN";"Interferon-induced, double-stranded RNA-activated protein kinase";"EIF2AK2";1;1;6,84997463777316e-05;NA;1;NA;1;NA;0,000173588614064194;"perinuclear region of cytoplasm, cytosol, nucleus"
"269";"P20020";"P20020-1,P20020-2,P20020-3,P20020-4,P20020-5,P20020-6";"P20020-1,P20020-2,P20020-3,P20020-4,P20020-5,P20020-6";"AT2B1_HUMAN";"Plasma membrane calcium-transporting ATPase 1";"ATP2B1";2;2;1,75015581464567e-05;2;0;2;0;NA;NA;"extracellular vesicular exosome, integral component of plasma membrane"
"270";"P20042";"P20042";"P20042";"IF2B_HUMAN";"Eukaryotic translation initiation factor 2 subunit 2";"EIF2S2";1;1;0,000113343424186577;NA;1;NA;1;NA;0,000287229208256369;"eukaryotic translation initiation factor 2 complex, cytosol"
"271";"P20231";"P20231,Q15661-1,Q15661-2";"P20231,Q15661-1,Q15661-2";"TRYB1_HUMAN, TRYB2_HUMAN";"Tryptase alpha/beta-1, Tryptase beta-2";"TPSAB1, TPSB2";3;10;0,000457495275807637;3;3;5;5;0,00170555610035189;0,00173904229726129;"extracellular region"
"272";"P20645";"P20645";"P20645";"MPRD_HUMAN";"Cation-dependent mannose-6-phosphate receptor";"M6PR";2;4;0,000545030472983828;2;2;2;2;0,000677296646349127;0,000690594414074881;"lysosomal membrane, endosome, late endosome, integral component of plasma membrane"
"273";"P20648";"P20648";"P20648";"ATP4A_HUMAN";"Potassium-transporting ATPase alpha chain 1";"ATP4A";3;4;0,000158002880324049;3;1;3;1;0,000296824437271386;9,94500630735727e-05;"integral component of plasma membrane, extracellular space"
"274";"P20700";"P20700";"P20700";"LMNB1_HUMAN";"Lamin-B1";"LMNB1";20;40;0,00268835330493878;18;18;21;19;0,00349609895519231;0,0032488690406336;"lamin filament, nuclear envelope, nucleoplasm, nuclear inner membrane"
"275";"P20701";"P20701-1,P20701-2";"P20701-1,P20701-2";"ITAL_HUMAN";"Integrin alpha-L";"ITGAL";18;33;0,00053227815743004;15;15;17;16;NA;NA;"integrin complex, immunological synapse, extracellular vesicular exosome, external side of plasma membrane"
"276";"P21281";"P21281";"P21281";"VATB2_HUMAN";"V-type proton ATPase subunit B, brain isoform";"ATP6V1B2";2;3;0,000221585285249296;1;2;1;2;0,000183572574401867;0,000374353527786188;"integral component of membrane, microvillus, cytosol, lysosomal membrane, melanosome, extracellular vesicular exosome, plasma membrane, proton-transporting V-type ATPase, V1 domain, Golgi apparatus"
"277";"P21333";"P21333-1,P21333-2";"P21333-1,P21333-2";"FLNA_HUMAN";"Filamin-A";"FLNA";5;10;7,12945981377599e-05;4;5;5;5;NA;NA;"cytosol, plasma membrane, dendritic shaft, nucleus, cortical cytoskeleton, actin filament, perinuclear region of cytoplasm, apical dendrite, extracellular vesicular exosome, trans-Golgi network, Myb complex, actin cytoskeleton, neuronal cell body"
"278";"P21964";"P21964-1,P21964-2";"P21964-1,P21964-2";"COMT_HUMAN";"Catechol O-methyltransferase";"COMT";1;2;0,000139274392081661;1;1;1;1;NA;NA;"extracellular vesicular exosome, plasma membrane, integral component of membrane, cytosol, mitochondrion, intracellular membrane-bounded organelle"
"279";"P22061";"P22061-1,P22061-2";"P22061-1,P22061-2";"PIMT_HUMAN";"Protein-L-isoaspartate(D-aspartate) O-methyltransferase";"PCMT1";7;14;0,00116389216642692;5;7;6;8;NA;NA;"endoplasmic reticulum"
"280";"P22087";"P22087";"P22087";"FBRL_HUMAN";"rRNA 2'-O-methyltransferase fibrillarin";"FBL";6;10;0,00117580561539346;5;4;6;4;0,0017533754302683;0,00119186699500774;"box C/D snoRNP complex, extracellular vesicular exosome, granular component, Cajal body"
"281";"P22102";"P22102-1";"P22102-1";"PUR2_HUMAN";"Trifunctional purine biosynthetic protein adenosine-3";"GART";4;6;0,000224217981707704;4;2;4;2;NA;NA;"cytosol, extracellular vesicular exosome"
"282";"P22234";"P22234-1,P22234-2";"P22234-1,P22234-2";"PUR6_HUMAN";"Multifunctional protein ADE2";"PAICS";8;18;0,000799271158322755;8;7;10;8;NA;NA;"extracellular vesicular exosome, cytosol"
"283";"P22314";"P22314";"P22314";"UBA1_HUMAN";"Ubiquitin-like modifier-activating enzyme 1";"UBA1";2;2;7,13485070966542e-05;2;NA;2;NA;0,000177326248618817;NA;"extracellular vesicular exosome"
"284";"P22626";"P22626-1";"P22626-1";"ROA2_HUMAN";"Heterogeneous nuclear ribonucleoproteins A2/B1";"HNRNPA2B1";15;54;0,00652797413741416;15;14;29;25;NA;NA;"nucleoplasm, cytoplasm, nucleolus, catalytic step 2 spliceosome"
"285";"P22695";"P22695";"P22695";"QCR2_HUMAN";"Cytochrome b-c1 complex subunit 2, mitochondrial";"UQCRC2";5;10;0,000833186760576823;5;4;5;5;0,00103538173862422;0,00105571000385619;"mitochondrial respiratory chain complex III, mitochondrial inner membrane"
"286";"P23193";"P23193-1";"P23193-1";"TCEA1_HUMAN";"Transcription elongation factor A protein 1";"TCEA1";5;8;0,00100314578748519;5;3;5;3;NA;NA;"nucleolus, nucleoplasm"
"287";"P23246";"P23246-1";"P23246-1";"SFPQ_HUMAN";"Splicing factor, proline- and glutamine-rich";"SFPQ";10;19;0,00105842028632208;8;9;9;10;NA;NA;"paraspeckles, nuclear matrix, cytoplasm"
"288";"P23284";"P23284";"P23284";"PPIB_HUMAN";"Peptidyl-prolyl cis-trans isomerase B";"PPIB";15;39;0,00681477337921793;13;15;20;19;0,00868570236290315;0,00841342222517615;"endoplasmic reticulum lumen, extracellular vesicular exosome, melanosome, macromolecular complex"
"289";"P23368";"P23368-1";"P23368-1";"MAOM_HUMAN";"NAD-dependent malic enzyme, mitochondrial";"ME2";4;7;0,000452403290717313;4;2;5;2;NA;NA;"mitochondrial matrix, mitochondrion"
"290";"P23396";"P23396";"P23396";"RS3_HUMAN";"40S ribosomal protein S3";"RPS3";15;40;0,00621289880726421;15;14;20;20;0,00772062432258058;0,00787220792998938;"ruffle membrane, nucleus, extracellular vesicular exosome, cytosolic small ribosomal subunit"
"291";"P23526";"P23526";"P23526";"SAHH_HUMAN";"Adenosylhomocysteinase";"AHCY";2;2;0,000174737778954306;2;NA;2;NA;0,000434285118145158;NA;"cytosol, melanosome, extracellular vesicular exosome"
"292";"P23528";"P23528";"P23528";"COF1_HUMAN";"Cofilin-1";"CFL1";5;12;0,00272843568102145;5;5;6;6;0,00339056333202485;0,00345713227768811;"ruffle membrane, extracellular space, cytoplasm, extracellular vesicular exosome, nucleus, cortical actin cytoskeleton, lamellipodium membrane, nuclear matrix"
"293";"P23588";"P23588";"P23588";"IF4B_HUMAN";"Eukaryotic translation initiation factor 4B";"EIF4B";8;14;0,000864823311878595;6;7;7;7;0,00107469574244759;0,00109579588288968;"cytosol, eukaryotic translation initiation factor 4F complex"
"294";"P23634";"P23634-1,P23634-2,P23634-3,P23634-4,P23634-5,P23634-6,P23634-7,P23634-8";"P23634-1,P23634-2,P23634-3,P23634-4,P23634-5,P23634-6,P23634-7,P23634-8";"AT2B4_HUMAN";"Plasma membrane calcium-transporting ATPase 4";"ATP2B4";3;6;3,99179374162335e-05;3;3;3;3;NA;NA;"protein complex, integral component of plasma membrane"
"295";"P23919";"P23919";"P23919";"KTHY_HUMAN";"Thymidylate kinase";"DTYMK";2;2;0,000356069436359718;2;NA;2;NA;0,00088495835395617;NA;"mitochondrial intermembrane space, mitochondrial matrix, cytosol"
"296";"P24534";"P24534";"P24534";"EF1B_HUMAN";"Elongation factor 1-beta";"EEF1B2";3;7;0,00117423787457294;3;3;3;4;0,00125074114025805;0,00170039691287771;"cytosol, eukaryotic translation elongation factor 1 complex"
"297";"P24539";"P24539";"P24539";"AT5F1_HUMAN";"ATP synthase subunit b, mitochondrial";"ATP5F1";8;17;0,00250639501687583;7;8;8;9;0,00293142454747981;0,00336260131697007;"mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
"298";"P24557";"P24557";"P24557";"THAS_HUMAN";"Thromboxane-A synthase";"TBXAS1";6;11;0,00077894364501957;6;5;6;5;0,0010559728201053;0,000897254468568208;"endoplasmic reticulum membrane, integral component of membrane"
"299";"P24752";"P24752";"P24752";"THIL_HUMAN";"Acetyl-CoA acetyltransferase, mitochondrial";"ACAT1";9;19;0,00167944694339221;9;9;9;10;0,00197716690790208;0,00223998422363866;"mitochondrial matrix, mitochondrial inner membrane, extracellular vesicular exosome"
"300";"P25098";"P25098";"P25098";"ARBK1_HUMAN";"Beta-adrenergic receptor kinase 1";"ADRBK1";2;3;0,000164339739858331;1;2;1;2;0,00013614743907018;0,000277641005368276;"plasma membrane, cytosol"
"301";"P25205";"P25205";"P25205";"MCM3_HUMAN";"DNA replication licensing factor MCM3";"MCM3";4;7;0,000326984556657068;3;4;3;4;0,000348288065047107;0,000473501615590945;"nucleoplasm, perinuclear region of cytoplasm, centrosome, alpha DNA polymerase:primase complex, MCM complex"
"302";"P25398";"P25398";"P25398";"RS12_HUMAN";"40S ribosomal protein S12";"RPS12";4;11;0,00314528002117751;4;3;6;5;0,00426389025087973;0,00362300478596102;"cytosolic small ribosomal subunit"
"303";"P25445";"P25445-1,P25445-6";"P25445-1,P25445-6";"TNR6_HUMAN";"Tumor necrosis factor receptor superfamily member 6";"FAS";1;1;5,6333373513627e-05;1;NA;1;NA;NA;NA;"integral component of membrane, CD95 death-inducing signaling complex, extracellular vesicular exosome, membrane raft, cytosol, nucleus, cell surface, external side of plasma membrane"
"304";"P25685";"P25685";"P25685";"DNJB1_HUMAN";"DnaJ homolog subfamily B member 1";"DNAJB1";2;2;0,000222019766200765;2;NA;2;NA;0,000551797561878553;NA;"extracellular vesicular exosome, nucleolus, cytoplasm"
"305";"P25705";"P25705";"P25705";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";24;75;0,00511890057696159;22;21;36;39;0,00610669272820388;0,00674547147852707;"mitochondrial matrix, plasma membrane, mitochondrial proton-transporting ATP synthase complex, proton-transporting ATP synthase complex, catalytic core F(1), extracellular vesicular exosome"
"306";"P25786";"P25786-1,P25786-2";"P25786-1,P25786-2";"PSA1_HUMAN";"Proteasome subunit alpha type-1";"PSMA1";3;5;0,000358777188727472;2;3;2;3;NA;NA;"centrosome, extracellular vesicular exosome, proteasome core complex, alpha-subunit complex, cytosol, nucleoplasm, proteasome core complex, polysome"
"307";"P25787";"P25787";"P25787";"PSA2_HUMAN";"Proteasome subunit alpha type-2";"PSMA2";2;2;0,000322592822684873;2;NA;2;NA;0,000801757141191061;NA;"nucleoplasm, cytoplasmic mRNA processing body, proteasome core complex, alpha-subunit complex, proteasome core complex, extracellular vesicular exosome, cytosol"
"308";"P25788";"P25788-1,P25788-2";"P25788-1,P25788-2";"PSA3_HUMAN";"Proteasome subunit alpha type-3";"PSMA3";4;6;0,00044403953240153;2;4;2;4;NA;NA;"extracellular vesicular exosome, proteasome core complex, alpha-subunit complex, proteasome core complex, cytosol, nucleoplasm"
"309";"P25789";"P25789-1,P25789-2";"P25789-1,P25789-2";"PSA4_HUMAN";"Proteasome subunit alpha type-4";"PSMA4";4;10;0,000723052878431611;3;4;4;6;NA;NA;"nucleoplasm, cytosol, proteasome core complex, extracellular vesicular exosome, cytoplasmic mRNA processing body, proteasome core complex, alpha-subunit complex"
"310";"P26038";"P26038";"P26038";"MOES_HUMAN";"Moesin";"MSN";24;59;0,00501142471829198;22;22;29;30;0,00614335198480303;0,00643564434606839;"apical plasma membrane, apical part of cell, basolateral plasma membrane, filopodium, microvillus membrane, extracellular vesicular exosome, cytoskeleton, cytoplasm, nucleolus, uropod, extrinsic component of membrane, plasma membrane, microvillus, blood microparticle"
"311";"P26196";"P26196";"P26196";"DDX6_HUMAN";"Probable ATP-dependent RNA helicase DDX6";"DDX6";5;11;0,000859579633116834;5;4;6;5;0,00116528677663794;0,000990137953927235;"cytosol, RISC complex, cytoplasmic stress granule, cytoplasmic mRNA processing body"
"312";"P26368";"P26368-1,P26368-2";"P26368-1,P26368-2";"U2AF2_HUMAN";"Splicing factor U2AF 65 kDa subunit";"U2AF2";5;8;0,000317838823192674;4;4;4;4;NA;NA;"spliceosomal complex, nuclear speck"
"313";"P26373";"P26373";"P26373";"RL13_HUMAN";"60S ribosomal protein L13";"RPL13";7;16;0,00286205575386768;6;7;8;8;0,00355660987751105;0,00362643891372023;"cytosolic large ribosomal subunit"
"314";"P26447";"P26447";"P26447";"S10A4_HUMAN";"Protein S100-A4";"S100A4";1;2;0,000747393272359012;1;1;1;1;0,000928768173458951;0,000947003231181891;"extracellular space, nucleus, extracellular vesicular exosome, neuron projection, perinuclear region of cytoplasm"
"315";"P26583";"P26583";"P26583";"HMGB2_HUMAN";"High mobility group protein B2";"HMGB2";8;16;0,00288944384720613;7;7;9;7;0,00403947497451764;0,00320349896863922;"extracellular space, nucleoplasm, condensed chromosome, perinuclear region of cytoplasm, protein complex"
"316";"P26599";"P26599-1,P26599-2,P26599-3";"P26599-1,P26599-2,P26599-3";"PTBP1_HUMAN";"Polypyrimidine tract-binding protein 1";"PTBP1";6;10;0,000280011232838949;6;4;6;4;NA;NA;"nucleoplasm, nucleolus, extracellular vesicular exosome"
"317";"P26639";"P26639";"P26639";"SYTC_HUMAN";"Threonine--tRNA ligase, cytoplasmic";"TARS";5;8;0,000417630542231038;4;4;4;4;0,000518979726248155;0,000529169163758622;"actin cytoskeleton, cytosol, extracellular vesicular exosome"
"318";"P26641";"P26641";"P26641";"EF1G_HUMAN";"Elongation factor 1-gamma";"EEF1G";10;21;0,00181375415408863;10;8;11;10;0,00236123899476635;0,0021887260034181;"cytosol, eukaryotic translation elongation factor 1 complex"
"319";"P27105";"P27105-1";"P27105-1";"STOM_HUMAN";"Erythrocyte band 7 integral membrane protein";"STOM";7;14;0,00183474667902021;7;5;9;5;NA;NA;"extracellular vesicular exosome, blood microparticle, melanosome, integral component of plasma membrane, cytoskeleton, cytoplasm, membrane raft"
"320";"P27348";"P27348";"P27348";"1433T_HUMAN";"14-3-3 protein theta";"YWHAQ";6;13;0,00242719612636919;6;5;8;5;0,00368585756435231;0,00238404645010532;"cytosol, protein complex, extracellular vesicular exosome, cytoplasmic vesicle membrane"
"321";"P27487";"P27487";"P27487";"DPP4_HUMAN";"Dipeptidyl peptidase 4";"DPP4";4;6;0,000295639897551933;3;3;3;3;0,000367384799684154;0,000374597883874821;"integral component of membrane, intercellular canaliculus, membrane raft, lamellipodium, endocytic vesicle, lysosomal membrane, lamellipodium membrane, apical plasma membrane, invadopodium membrane, cell surface, extracellular vesicular exosome"
"322";"P27635";"P27635";"P27635";"RL10_HUMAN";"60S ribosomal protein L10";"RPL10";10;18;0,00317467516156234;8;9;9;9;0,00394509471810368;0,00402255110815111;"endoplasmic reticulum, cytosolic large ribosomal subunit"
"323";"P27694";"P27694";"P27694";"RFA1_HUMAN";"Replication protein A 70 kDa DNA-binding subunit";"RPA1";13;20;0,00122543377448474;9;10;10;10;0,00152281794674276;0,00155271633684044;"cytoplasm, male germ cell nucleus, actin cytoskeleton, DNA replication factor A complex, lateral element, PML body"
"324";"P27695";"P27695";"P27695";"APEX1_HUMAN";"DNA-(apurinic or apyrimidinic site) lyase";"APEX1";4;7;0,000830828684839342;4;3;4;3;0,00117994447194156;0,000902333267446896;"endoplasmic reticulum, ribosome, nuclear speck, centrosome, mitochondrion, nucleolus, transcription factor complex, perinuclear region of cytoplasm"
"325";"P27708";"P27708";"P27708";"PYR1_HUMAN";"CAD protein";"CAD";8;12;0,000203559695752612;6;5;7;5;0,000295118696015945;0,000214937812021058;"neuronal cell body, terminal bouton, nuclear matrix, protein complex, extracellular vesicular exosome, cytosol"
"326";"P27797";"P27797";"P27797";"CALR_HUMAN";"Calreticulin";"CALR";7;14;0,00126716317399957;5;7;6;8;0,00134972065495473;0,00183496069735004;"endocytic vesicle lumen, acrosomal vesicle, nucleus, cytosol, extracellular space, endoplasmic reticulum lumen, perinuclear region of cytoplasm, Golgi apparatus, external side of plasma membrane, sarcoplasmic reticulum lumen, proteinaceous extracellular matrix, polysome, MHC class I peptide loading complex, extracellular vesicular exosome, cell surface, integral component of lumenal side of endoplasmic reticulum membrane"
"327";"P27816";"P27816-1,P27816-4,P27816-5,P27816-6";"P27816-1,P27816-4,P27816-5,P27816-6";"MAP4_HUMAN";"Microtubule-associated protein 4";"MAP4";3;6;4,91450003308986e-05;3;3;3;3;NA;NA;"microtubule associated complex, microtubule, mitotic spindle, cytoplasm, plasma membrane"
"328";"P27824";"P27824";"P27824";"CALX_HUMAN";"Calnexin";"CANX";17;42;0,00267773839640788;15;16;19;23;0,00301065223795224;0,00371602788181678;"melanosome, endoplasmic reticulum lumen, dendritic spine, protein complex, neuronal cell body, ribosome, dendrite cytoplasm, integral component of lumenal side of endoplasmic reticulum membrane, axon"
"329";"P28066";"P28066";"P28066";"PSA5_HUMAN";"Proteasome subunit alpha type-5";"PSMA5";3;7;0,00109628017335648;3;3;3;4;0,00116770438405835;0,00158750749127587;"extracellular vesicular exosome, nucleoplasm, proteasome core complex, cytosol, proteasome core complex, alpha-subunit complex"
"330";"P28070";"P28070";"P28070";"PSB4_HUMAN";"Proteasome subunit beta type-4";"PSMB4";4;6;0,00085780364213932;2;4;2;4;0,000710648375146622;0,00144920191438441;"proteasome core complex, cytosol, extracellular vesicular exosome, nucleoplasm"
"331";"P28838";"P28838-1,P28838-2";"P28838-1,P28838-2";"AMPL_HUMAN";"Cytosol aminopeptidase";"LAP3";1;1;3,63616187419365e-05;NA;1;NA;1;NA;NA;"cytoplasm, mitochondrion, extracellular vesicular exosome, trans-Golgi network, nucleus"
"332";"P28906";"P28906-1";"P28906-1";"CD34_HUMAN";"Hematopoietic progenitor cell antigen CD34";"CD34";4;6;0,000588208211752677;3;3;3;3;NA;NA;"integral component of plasma membrane, perinuclear region of cytoplasm, apical plasma membrane, glomerular endothelium fenestra, lysosome, intercellular bridge, external side of plasma membrane, basal plasma membrane"
"333";"P29144";"P29144";"P29144";"TPP2_HUMAN";"Tripeptidyl-peptidase 2";"TPP2";1;1;3,02188632939392e-05;NA;1;NA;1;NA;7,6579124379e-05;"cytosol, nucleus"
"334";"P29401";"P29401";"P29401";"TKT_HUMAN";"Transketolase";"TKT";3;4;0,000242332971134062;2;2;2;2;0,000301141526546883;0,00030705401717294;"extracellular vesicular exosome, cytosol, nucleus, peroxisome"
"335";"P29692";"P29692-1,P29692-2";"P29692-1,P29692-2";"EF1D_HUMAN";"Elongation factor 1-delta";"EEF1D";4;9;0,000604431036098169;4;4;4;5;NA;NA;"nucleus, eukaryotic translation elongation factor 1 complex, cytosol"
"336";"P29966";"P29966";"P29966";"MARCS_HUMAN";"Myristoylated alanine-rich C-kinase substrate";"MARCKS";2;4;0,000454739280170242;2;2;2;2;0,000565093888670808;0,000576188712948018;"plasma membrane, extracellular vesicular exosome, centrosome, cell cortex, actin cytoskeleton, germinal vesicle"
"337";"P30040";"P30040";"P30040";"ERP29_HUMAN";"Endoplasmic reticulum resident protein 29";"ERP29";3;6;0,000867663454117933;3;2;4;2;0,00143763349454949;0,000732929703826597;"melanosome, cell surface, endoplasmic reticulum lumen, endoplasmic reticulum"
"338";"P30041";"P30041";"P30041";"PRDX6_HUMAN";"Peroxiredoxin-6";"PRDX6";3;6;0,00101098286394991;3;3;3;3;0,00125632480606278;0,00128099097789336;"extracellular space, cytosol, extracellular vesicular exosome, cytoplasmic membrane-bounded vesicle, lysosome"
"339";"P30042";"P30042-1,P30042-2";"P30042-1,P30042-2";"ES1_HUMAN";"ES1 protein homolog, mitochondrial";"C21orf33";1;1;7,04167168920338e-05;NA;1;NA;1;NA;NA;"mitochondrion"
"340";"P30048";"P30048";"P30048";"PRDX3_HUMAN";"Thioredoxin-dependent peroxide reductase, mitochondrial";"PRDX3";6;13;0,00191665501290504;6;6;6;7;0,00219856841060986;0,00261535657986561;"early endosome, mitochondrion"
"341";"P30049";"P30049";"P30049";"ATPD_HUMAN";"ATP synthase subunit delta, mitochondrial";"ATP5D";2;5;0,00149775239103691;2;2;2;3;0,00167509974141704;0,0021349849631556;"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1), mitochondrial matrix"
"342";"P30050";"P30050-1";"P30050-1";"RL12_HUMAN";"60S ribosomal protein L12";"RPL12";8;20;0,00457495275807638;8;8;10;10;NA;NA;"extracellular vesicular exosome, cytosolic large ribosomal subunit"
"343";"P30084";"P30084";"P30084";"ECHM_HUMAN";"Enoyl-CoA hydratase, mitochondrial";"ECHS1";1;1;0,00013014951811769;1;NA;1;NA;0,000323467536273635;NA;"mitochondrial matrix"
