"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5826.1.id.csv";"peptide.count.P5826.2.id.csv";"spectra.count.P5826.1.id.csv";"spectra.count.P5826.2.id.csv";"dNSAF.P5826.1.id.csv";"dNSAF.P5826.2.id.csv";"Go.Cc";"norm.sc"
"167";167;"P08238";"P08238";"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";14;25;0,00195850794950268;13;10;13;12;0,00253213371993356;0,00238140361937517;"basolateral plasma membrane, extracellular vesicular exosome, brush border membrane, apical plasma membrane, mitochondrion, melanosome, cell surface, cytosol, inclusion body";0,0025693730729702
"169";169;"P08575";"P08575-1,P08575-2";"P08575-1,P08575-2";"PTPRC_HUMAN";"Receptor-type tyrosine-protein phosphatase C";"PTPRC";50;143;0,002069517069149;47;49;69;74;NA;NA;"integral component of plasma membrane, membrane raft, extracellular vesicular exosome, focal adhesion, external side of plasma membrane";0,0146968139773895
"172";172;"P08648";"P08648";"P08648";"ITA5_HUMAN";"Integrin alpha-5";"ITGA5";11;19;0,000683626162848877;9;8;10;9;0,000894238184169248;0,000820615764675251;"synapse, alphav-beta3 integrin-vitronectin complex, ruffle, cytoplasm, external side of plasma membrane, integrin complex";0,00195272353545735
"173";173;"P08670";"P08670";"P08670";"VIME_HUMAN";"Vimentin";"VIM";13;24;0,00224336310065559;11;11;12;12;0,00278722439641527;0,00284420314404935;"cell projection, peroxisome, cytosol, extracellular vesicular exosome, intermediate filament, cell leading edge";0,00246659815005139
"175";175;"P08754";"P08754";"P08754";"GNAI3_HUMAN";"Guanine nucleotide-binding protein G(k) subunit alpha";"GNAI3";2;3;0,000573080681824715;1;2;1;2;0,000567830420819335;0,000816574788670085;"centrosome, heterotrimeric G-protein complex, lysosomal membrane, midbody, Golgi apparatus, extracellular vesicular exosome, membrane raft, zymogen granule";0,000308324768756423
"176";176;"P08758";"P08758";"P08758";"ANXA5_HUMAN";"Annexin A5";"ANXA5";1;1;0,000117948000794157;NA;1;NA;1;NA;0,000298897894841784;"external side of plasma membrane, endothelial microparticle, cytoplasm, extracellular vesicular exosome";0,000102774922918808
"177";177;"P08865";"P08865";"P08865";"RSSA_HUMAN";"40S ribosomal protein SA";"RPSA";8;14;0,00179121031714516;7;7;7;7;0,00222589524961179;0,00226959757439185;"cytosolic small ribosomal subunit, 90S preribosome, nucleus, plasma membrane, extracellular vesicular exosome";0,00143884892086331
"180";180;"P09382";"P09382";"P09382";"LEG1_HUMAN";"Galectin-1";"LGALS1";2;4;0,00111832178530756;2;2;2;2;0,0013897123780645;0,00141699742739809;"nucleus, proteinaceous extracellular matrix, cell surface, cytoplasm, extracellular space";0,000411099691675231
"181";181;"P09429";"P09429";"P09429";"HMGB1_HUMAN";"High mobility group protein B1";"HMGB1";7;15;0,00263325769214861;7;6;8;7;0,00349044039141783;0,00311409899742138;"nucleoplasm, condensed chromosome, cell surface, extracellular space";0,00154162384378212
"182";182;"P09496";"P09496-2";"P09496-2";"CLCA_HUMAN";"Clathrin light chain A";"CLTA";1;2;0,000304381937533307;1;1;1;1;NA;NA;"clathrin coat of coated pit, cytosol, clathrin coat of trans-Golgi network vesicle, clathrin complex, clathrin-coated endocytic vesicle membrane, plasma membrane, trans-Golgi network membrane";0,000205549845837616
"183";183;"P09543";"P09543-1,P09543-2";"P09543-1,P09543-2";"CN37_HUMAN";"2',3'-cyclic-nucleotide 3'-phosphodiesterase";"CNP";3;6;0,000268955061193326;3;3;3;3;NA;NA;"pseudopodium, melanosome, mitochondrial outer membrane, myelin sheath abaxonal region, microtubule, extracellular vesicular exosome, myelin sheath adaxonal region, microvillus, mitochondrial inner membrane, plasma membrane, extracellular space, cytoplasm, perinuclear region of cytoplasm";0,000616649537512847
"185";185;"P09651";"P09651-1,P09651-2,P09651-3";"P09651-1,P09651-2,P09651-3";"ROA1_HUMAN";"Heterogeneous nuclear ribonucleoprotein A1";"HNRNPA1";10;36;0,00137656802300311;10;10;18;18;NA;NA;"extracellular vesicular exosome, intermediate filament cytoskeleton, nucleolus, catalytic step 2 spliceosome, cytoplasm, nucleoplasm";0,00369989722507708
"188";188;"P09972";"P09972";"P09972";"ALDOC_HUMAN";"Fructose-bisphosphate aldolase C";"ALDOC";2;6;0,000738795169809552;2;2;3;3;0,000918083512122799;0,000936108791537456;"mitochondrion, cytoskeleton, axon, extracellular vesicular exosome, cytosol";0,000616649537512847
"190";190;"P0C0S8";"P0C0S8,Q6FI13,Q96KK5";"P0C0S8,Q6FI13,Q96KK5";"H2A1_HUMAN, H2A1H_HUMAN, H2A2A_HUMAN";"Histone H2A type 1, Histone H2A type 1-H, Histone H2A type 2-A";"HIST1H2AH, HIST1H2AM,HIST1H2AL,HIST1H2AG,HIST1H2AI,HIST1H2AK, HIST2H2AA3,HIST2H2AA4";1;7;0,00145199782663516;1;1;2;5;0,00120883486494013;0,00237269462915643;"extracellular vesicular exosome, nucleosome, nucleus";0,000719424460431655
"191";191;"P10316";"P10316";"P10316";"1A69_HUMAN";"HLA class I histocompatibility antigen, A-69 alpha chain";"HLA-A";0;0;NA;0;0;0;0;NA;NA;"plasma membrane, early endosome membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, phagocytic vesicle membrane, Golgi membrane, extracellular vesicular exosome, ER to Golgi transport vesicle membrane";0
"192";192;"P10319";"P10319";"P10319";"1B58_HUMAN";"HLA class I histocompatibility antigen, B-58 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, early endosome membrane, Golgi membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, cell surface";0
"193";193;"P10321";"P10321";"P10321";"1C07_HUMAN";"HLA class I histocompatibility antigen, Cw-7 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;NA;"integral component of lumenal side of endoplasmic reticulum membrane, phagocytic vesicle membrane, extracellular vesicular exosome, cell surface, MHC class I protein complex, Golgi membrane, ER to Golgi transport vesicle membrane, early endosome membrane";0
"195";195;"P10586";"P10586-1,P10586-2";"P10586-1,P10586-2";"PTPRF_HUMAN";"Receptor-type tyrosine-protein phosphatase F";"PTPRF";4;6;5,93760255702099e-05;3;3;3;3;NA;NA;"extracellular vesicular exosome, integral component of plasma membrane";0,000616649537512847
"196";196;"P10599";"P10599";"P10599";"THIO_HUMAN";"Thioredoxin";"TXN";2;6;0,00215676344309315;2;2;3;3;0,00268015958626726;0,00273278075283917;"extracellular vesicular exosome, mitochondrion, nucleoplasm, cytosol";0,000616649537512847
"197";197;"P10809";"P10809";"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";38;144;0,00948524236753008;38;34;73;71;0,011950798853251;0,0118515884307248;"coated vesicle, mitochondrial matrix, extracellular vesicular exosome, mitochondrial inner membrane, cell surface, early endosome, plasma membrane, secretory granule, lipopolysaccharide receptor complex, coated pit, extracellular space, cytosol";0,0147995889003083
"198";198;"P11021";"P11021";"P11021";"GRP78_HUMAN";"78 kDa glucose-regulated protein";"HSPA5";25;42;0,00253187848683249;19;22;19;23;0,00287884308742883;0,00347790028628398;"extracellular vesicular exosome, cell surface, endoplasmic reticulum lumen, midbody, integral component of endoplasmic reticulum membrane, melanosome, endoplasmic reticulum-Golgi intermediate compartment, endoplasmic reticulum chaperone complex, nucleus";0,00431654676258993
"199";199;"P11142";"P11142-1";"P11142-1";"HSP7C_HUMAN";"Heat shock cognate 71 kDa protein";"HSPA8";24;65;0,00455985577034011;22;22;31;34;NA;NA;"clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane, nucleolus, ribonucleoprotein complex, extracellular vesicular exosome, Prp19 complex, cytosol, melanosome, spliceosomal complex, plasma membrane, blood microparticle";0,00668036998972251
"200";200;"P11169";"P11169,Q8TDB8-1,Q8TDB8-2";"P11169,Q8TDB8-1,Q8TDB8-2";"GTR14_HUMAN, GTR3_HUMAN";"Solute carrier family 2, facilitated glucose transporter member 14, Solute carrier family 2, facilitated glucose transporter member 3";"SLC2A14, SLC2A3";3;6;0,000147435000992696;3;3;3;3;0,000567372493060609;0,000578512054532486;"integral component of membrane, extracellular vesicular exosome, plasma membrane";0,000616649537512847
"201";201;"P11171";"P11171-1,P11171-2,P11171-3,P11171-4,P11171-5,P11171-6";"P11171-1,P11171-2,P11171-3,P11171-4,P11171-5,P11171-6";"41_HUMAN";"Protein 4.1";"EPB41";2;2;1,45614815795255e-05;NA;2;NA;2;NA;NA;"Golgi apparatus, spectrin, protein complex, extrinsic component of membrane, plasma membrane, spectrin-associated cytoskeleton, nucleus";0,000205549845837616
"203";203;"P11233";"P11233";"P11233";"RALA_HUMAN";"Ras-related protein Ral-A";"RALA";3;5;0,000916100977041993;3;2;3;2;0,00136610075999059;0,000928614818925932;"cytoplasmic vesicle membrane, extracellular vesicular exosome, midbody, cell surface, plasma membrane, cleavage furrow";0,000513874614594039
"205";205;"P11586";"P11586";"P11586";"C1TC_HUMAN";"C-1-tetrahydrofolate synthase, cytoplasmic";"MTHFD1";16;31;0,00125138413676795;14;15;16;15;0,00160522927091943;0,00153444908581879;"extracellular vesicular exosome, mitochondrion, cytosol";0,00318602261048304
"206";206;"P11717";"P11717";"P11717";"MPRI_HUMAN";"Cation-independent mannose-6-phosphate receptor";"IGF2R";3;4;6,06075636356967e-05;3;NA;4;NA;0,000150631209184029;NA;"nuclear envelope lumen, extracellular vesicular exosome, endosome, late endosome, lysosomal membrane, clathrin coat, integral component of plasma membrane, extracellular space, trans-Golgi network transport vesicle, perinuclear region of cytoplasm, cell surface, endocytic vesicle";0,000411099691675231
"208";208;"P12004";"P12004";"P12004";"PCNA_HUMAN";"Proliferating cell nuclear antigen";"PCNA";4;8;0,00115688460549058;4;4;4;4;0,00143763349454949;0,00146585940765319;"extracellular vesicular exosome, PCNA complex, nucleoplasm, microtubule cytoskeleton, cytoplasm, DNA replication factor C complex, nuclear replication fork, PCNA-p21 complex";0,000822199383350463
"210";210;"P12268";"P12268";"P12268";"IMDH2_HUMAN";"Inosine-5'-monophosphate dehydrogenase 2";"IMPDH2";3;5;0,000367153309865079;3;2;3;2;0,000547503417428137;0,000372168585017008;"nucleus, peroxisomal membrane, extracellular vesicular exosome, cytosol";0,000513874614594039
"212";212;"P12814";"P12814-1,P12814-2,P12814-3";"P12814-1,P12814-2,P12814-3";"ACTN1_HUMAN";"Alpha-actinin-1";"ACTN1";1;2;4,83579247330302e-05;1;1;1;1;NA;NA;"fascia adherens, ruffle, pseudopodium, Z disc, plasma membrane, extracellular vesicular exosome, focal adhesion, cytosol, nucleus, cytoskeleton, platelet alpha granule lumen, dendritic spine";0,000205549845837616
"216";216;"P13164";"P13164,Q01628,Q01629";"P13164,Q01628,Q01629";"IFM1_HUMAN, IFM2_HUMAN, IFM3_HUMAN";"Interferon-induced transmembrane protein 1, Interferon-induced transmembrane protein 2, Interferon-induced transmembrane protein 3";"IFITM1, IFITM2, IFITM3";2;4;0,000387111387221847;2;2;2;2;0,000481054284714636;0,000490499109483954;"plasma membrane, integral component of membrane";0,000411099691675231
"217";217;"P13473";"P13473-1,P13473-2,P13473-3";"P13473-1,P13473-2,P13473-3";"LAMP2_HUMAN";"Lysosome-associated membrane glycoprotein 2";"LAMP2";2;3;9,20569762295856e-05;2;1;2;1;NA;NA;"extracellular vesicular exosome, integral component of membrane, lysosomal membrane, plasma membrane, phagocytic vesicle membrane, late endosome membrane, platelet dense granule membrane";0,000308324768756423
"218";218;"P13612";"P13612";"P13612";"ITA4_HUMAN";"Integrin alpha-4";"ITGA4";11;25;0,000914325587551601;11;8;13;12;0,00118165950751124;0,00111217821336478;"extracellular vesicular exosome, integrin complex, plasma membrane, external side of plasma membrane, cell surface";0,0025693730729702
"219";219;"P13639";"P13639";"P13639";"EF2_HUMAN";"Elongation factor 2";"EEF2";29;61;0,00275792424545363;27;28;31;30;0,00348339182176571;0,00343720966873225;"polysome, ribonucleoprotein complex, extracellular vesicular exosome, cytosol";0,00626927029804728
"220";220;"P13645";"P13645";"P13645";"K1C10_HUMAN";"Keratin, type I cytoskeletal 10";"KRT10";23;54;0,00398412243788939;20;20;26;28;0,00486722284073839;0,00513612567094315;"cytoplasm, extracellular space, keratin filament, intermediate filament, extracellular vesicular exosome";0,00554984583761562
"221";221;"P13646";"P13646-1,P13646-3";"P13646-1,P13646-3";"K1C13_HUMAN";"Keratin, type I cytoskeletal 13";"KRT13";0;0;0;0;0;0;0;NA;NA;"extracellular vesicular exosome, keratin filament";0
"222";222;"P13647";"P13647";"P13647";"K2C5_HUMAN";"Keratin, type II cytoskeletal 5";"KRT5";2;3;0,000331730757811747;1;2;1;2;0,000393847760562577;0,000432865734039856;"keratin filament, cytosol, plasma membrane, extracellular vesicular exosome, mitochondrion";0,000308324768756423
"223";223;"P13796";"P13796";"P13796";"PLSL_HUMAN";"Plastin-2";"LCP1";4;6;0,000361180480900766;3;3;3;3;0,000448830552724182;0,000457642709805603;"extracellular vesicular exosome, actin filament, actin filament bundle, ruffle membrane, phagocytic cup, plasma membrane, filopodium, focal adhesion, cytosol, ruffle, extracellular space";0,000616649537512847
"224";224;"P13987";"P13987";"P13987";"CD59_HUMAN";"CD59 glycoprotein";"CD59";1;4;0,00117948000794157;1;1;2;2;0,00146571227373991;0,00149448947420892;"anchored component of external side of plasma membrane, sarcolemma, extracellular vesicular exosome, compact myelin, extracellular space";0,000411099691675231
"225";225;"P14209";"P14209-1";"P14209-1";"CD99_HUMAN";"CD99 antigen";"CD99";2;4;0,000816072654143353;2;2;2;2;NA;NA;"integral component of plasma membrane, cytoplasm";0,000411099691675231
"227";227;"P14618";"P14618-1";"P14618-1";"KPYM_HUMAN";"Pyruvate kinase isozymes M1/M2";"PKM";30;81;0,00575746173368086;30;28;40;41;NA;NA;"cytosol, mitochondrion, plasma membrane, nucleus, extracellular vesicular exosome, cilium";0,00832476875642343
"228";228;"P14625";"P14625";"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";27;58;0,00285755218896518;23;27;28;30;0,00343048704447658;0,00374353527786188;"cytosol, melanosome, midbody, extracellular vesicular exosome, perinuclear region of cytoplasm, endoplasmic reticulum membrane, endocytic vesicle lumen, endoplasmic reticulum lumen, plasma membrane";0,00596094552929085
"230";230;"P14866";"P14866-1";"P14866-1";"HNRPL_HUMAN";"Heterogeneous nuclear ribonucleoprotein L";"HNRNPL";14;30;0,00192241223705247;12;12;15;15;NA;NA;"extracellular vesicular exosome, pronucleus, ribonucleoprotein complex, cytoplasm, nucleoplasm";0,00308324768756423
"231";231;"P14868";"P14868";"P14868";"SYDC_HUMAN";"Aspartate--tRNA ligase, cytoplasmic";"DARS";7;11;0,00082869653252581;5;4;7;4;0,00131065688350395;0,00076365130817861;"extracellular vesicular exosome, cytosol";0,00113052415210689
"233";233;"P15151";"P15151-1,P15151-2,P15151-3,P15151-4";"P15151-1,P15151-2,P15151-3,P15151-4";"PVR_HUMAN";"Poliovirus receptor";"PVR";4;7;0,000158395396749946;4;3;4;3;NA;NA;"plasma membrane, extracellular space, cell surface, cytoplasm, nucleus, integral component of membrane, cell junction";0,000719424460431655
"234";234;"P15153";"P15153";"P15153";"RAC2_HUMAN";"Ras-related C3 botulinum toxin substrate 2";"RAC2";3;5;0,00125096364478651;2;3;2;3;0,00117256981899193;0,00199265263227856;"extracellular vesicular exosome, cytosol, nuclear envelope, plasma membrane";0,000513874614594039
"235";235;"P15311";"P15311";"P15311";"EZRI_HUMAN";"Ezrin";"EZR";5;8;0,000669078975520211;4;4;4;4;0,000834344850001495;0,000844907118926385;"cortical cytoskeleton, astrocyte projection, Schwann cell microvillus, nucleolus, cytosol, actin filament, uropod, microvillus, T-tubule, cell body, microspike, extracellular vesicular exosome, extrinsic component of membrane, ruffle membrane, ruffle, filopodium, microvillus membrane, apical plasma membrane, membrane raft, basolateral plasma membrane, cell tip, apical part of cell";0,000822199383350463
"237";237;"P15880";"P15880";"P15880";"RS2_HUMAN";"40S ribosomal protein S2";"RPS2";9;21;0,00270515551309465;8;8;10;11;0,00320155581977318;0,00359085525543714;"cytosolic small ribosomal subunit, extracellular vesicular exosome, nucleoplasm";0,00215827338129496
"239";239;"P16070";"P16070-1,P16070-10,P16070-11,P16070-12,P16070-13,P16070-14,P16070-16,P16070-17,P16070-18,P16070-3,P16070-4,P16070-5,P16070-6,P16070-7,P16070-8";"P16070-1,P16070-10,P16070-11,P16070-12,P16070-13,P16070-14,P16070-16,P16070-17,P16070-18,P16070-3,P16070-4,P16070-5,P16070-6,P16070-7,P16070-8";"CD44_HUMAN";"CD44 antigen";"CD44";8;22;7,46050247610837e-05;8;8;12;10;NA;NA;"extracellular vesicular exosome, integral component of plasma membrane, basolateral plasma membrane, external side of plasma membrane, cell surface";0,00226104830421377
"240";240;"P16150";"P16150";"P16150";"LEUK_HUMAN";"Leukosialin";"SPN";5;11;0,00103794240698858;5;4;6;5;0,00140708378279031;0,00119559157936714;"integral component of plasma membrane, uropod, cell surface, basement membrane, extracellular space, external side of plasma membrane, extracellular vesicular exosome";0,00113052415210689
"241";241;"P16188";"P16188";"P16188";"1A30_HUMAN";"HLA class I histocompatibility antigen, A-30 alpha chain";"HLA-A";0;0;NA;0;0;0;0;NA;NA;"extracellular vesicular exosome, integral component of lumenal side of endoplasmic reticulum membrane, phagocytic vesicle membrane, early endosome membrane, Golgi membrane, integral component of plasma membrane, ER to Golgi transport vesicle membrane, MHC class I protein complex";0
"244";244;"P16615";"P16615-1,P16615-4";"P16615-1,P16615-4";"AT2A2_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2";"ATP2A2";9;17;0,000307887295739065;8;7;9;8;NA;NA;"platelet dense tubular network membrane, integral component of plasma membrane, sarcoplasmic reticulum membrane";0,00174717368961973
"246";246;"P17066";"P17066";"P17066";"HSP76_HUMAN";"Heat shock 70 kDa protein 6";"HSPA6";0;0;0;0;0;0;0;0;0;"blood microparticle, extracellular vesicular exosome";0
"248";248;"P17301";"P17301";"P17301";"ITA2_HUMAN";"Integrin alpha-2";"ITGA2";7;16;0,000511341036465776;7;7;9;7;0,000714860516235552;0,000566918953806602;"integrin complex, external side of plasma membrane, perinuclear region of cytoplasm, basal part of cell, axon terminus, cell surface, cell outer membrane, focal adhesion, nucleus";0,00164439876670093
"249";249;"P17342";"P17342-1,P17342-2";"P17342-1,P17342-2";"ANPRC_HUMAN";"Atrial natriuretic peptide receptor 3";"NPR3";2;4;0,00013953183088403;2;2;2;2;NA;NA;"integral component of plasma membrane";0,000411099691675231
"251";251;"P17813";"P17813-1,P17813-2";"P17813-1,P17813-2";"EGLN_HUMAN";"Endoglin";"ENG";10;20;0,000573607298694986;6;8;9;11;NA;NA;"endothelial microparticle, extracellular space, external side of plasma membrane, transforming growth factor beta receptor homodimeric complex, cytoplasm, nucleus, cell surface";0,00205549845837616
"252";252;"P17844";"P17844";"P17844";"DDX5_HUMAN";"Probable ATP-dependent RNA helicase DDX5";"DDX5";11;20;0,00199298365302318;11;8;11;9;0,00264549077177439;0,00235025618610329;"catalytic step 2 spliceosome, extracellular vesicular exosome, nucleolus";0,00205549845837616
"253";253;"P17858";"P17858-1";"P17858-1";"K6PL_HUMAN";"6-phosphofructokinase, liver type";"PFKL";3;6;0,000325525484709281;3;3;3;3;NA;NA;"6-phosphofructokinase complex, extracellular vesicular exosome";0,000616649537512847
"255";255;"P17987";"P17987";"P17987";"TCPA_HUMAN";"T-complex protein 1 subunit alpha";"TCP1";13;27;0,00183286101953509;13;11;14;13;0,00236201114617079;0,00223635834989536;"cell body, plasma membrane, Golgi apparatus, chaperonin-containing T-complex, extracellular vesicular exosome, nuclear heterochromatin, nucleus, microtubule, zona pellucida receptor complex, cytosol, cell junction, centrosome, acrosomal vesicle, pericentriolar material";0,00277492291880781
"256";256;"P18077";"P18077";"P18077";"RL35A_HUMAN";"60S ribosomal protein L35a";"RPL35A";5;8;0,00274497165484582;4;4;4;4;0,00341111220070378;0,00347808459452258;"cytosolic large ribosomal subunit, extracellular vesicular exosome";0,000822199383350463
"257";257;"P18085";"P18085";"P18085";"ARF4_HUMAN";"ADP-ribosylation factor 4";"ARF4";2;4;0,000838741338980669;2;2;2;2;0,00104228428354838;0,00106274807054857;"extracellular vesicular exosome, Golgi apparatus, cytosol, ruffle membrane";0,000411099691675231
"259";259;"P18465";"P18465";"P18465";"1B57_HUMAN";"HLA class I histocompatibility antigen, B-57 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane, cell surface, MHC class I protein complex";0
"261";261;"P18669";"P18669";"P18669";"PGAM1_HUMAN";"Phosphoglycerate mutase 1";"PGAM1";4;8;0,00118876725209859;3;4;4;4;0,00147725331526542;0,00150625710786411;"cytosol, extracellular vesicular exosome";0,000822199383350463
"264";264;"P19012";"P19012";"P19012";"K1C15_HUMAN";"Keratin, type I cytoskeletal 15";"KRT15";1;2;0,000301096907460851;0;1;0;2;0;0,000720068559104146;"extracellular vesicular exosome, intermediate filament";0,000205549845837616
"266";266;"P19256";"P19256-1,P19256-2,P19256-3";"P19256-1,P19256-2,P19256-3";"LFA3_HUMAN";"Lymphocyte function-associated antigen 3";"CD58";1;2;0,00010064896067768;1;1;1;1;NA;NA;"extracellular vesicular exosome, anchored component of membrane, integral component of plasma membrane";0,000205549845837616
"267";267;"P19338";"P19338";"P19338";"NUCL_HUMAN";"Nucleolin";"NCL";21;47;0,00249850412949875;20;20;24;23;0,00317089303164014;0,003098434515543;"ribonucleoprotein complex, nucleoplasm, extracellular vesicular exosome, nucleolus, cell cortex";0,00483042137718397
"269";269;"P20020";"P20020-1,P20020-2,P20020-3,P20020-4,P20020-5,P20020-6";"P20020-1,P20020-2,P20020-3,P20020-4,P20020-5,P20020-6";"AT2B1_HUMAN";"Plasma membrane calcium-transporting ATPase 1";"ATP2B1";2;2;1,75015581464567e-05;2;0;2;0;NA;NA;"extracellular vesicular exosome, integral component of plasma membrane";0,000205549845837616
"271";271;"P20231";"P20231,Q15661-1,Q15661-2";"P20231,Q15661-1,Q15661-2";"TRYB1_HUMAN, TRYB2_HUMAN";"Tryptase alpha/beta-1, Tryptase beta-2";"TPSAB1, TPSB2";3;10;0,000457495275807637;3;3;5;5;0,00170555610035189;0,00173904229726129;"extracellular region";0,00102774922918808
"272";272;"P20645";"P20645";"P20645";"MPRD_HUMAN";"Cation-dependent mannose-6-phosphate receptor";"M6PR";2;4;0,000545030472983828;2;2;2;2;0,000677296646349127;0,000690594414074881;"lysosomal membrane, endosome, late endosome, integral component of plasma membrane";0,000411099691675231
"273";273;"P20648";"P20648";"P20648";"ATP4A_HUMAN";"Potassium-transporting ATPase alpha chain 1";"ATP4A";3;4;0,000158002880324049;3;1;3;1;0,000296824437271386;9,94500630735727e-05;"integral component of plasma membrane, extracellular space";0,000411099691675231
"275";275;"P20701";"P20701-1,P20701-2";"P20701-1,P20701-2";"ITAL_HUMAN";"Integrin alpha-L";"ITGAL";18;33;0,00053227815743004;15;15;17;16;NA;NA;"integrin complex, immunological synapse, extracellular vesicular exosome, external side of plasma membrane";0,00339157245632066
"276";276;"P21281";"P21281";"P21281";"VATB2_HUMAN";"V-type proton ATPase subunit B, brain isoform";"ATP6V1B2";2;3;0,000221585285249296;1;2;1;2;0,000183572574401867;0,000374353527786188;"integral component of membrane, microvillus, cytosol, lysosomal membrane, melanosome, extracellular vesicular exosome, plasma membrane, proton-transporting V-type ATPase, V1 domain, Golgi apparatus";0,000308324768756423
"277";277;"P21333";"P21333-1,P21333-2";"P21333-1,P21333-2";"FLNA_HUMAN";"Filamin-A";"FLNA";5;10;7,12945981377599e-05;4;5;5;5;NA;NA;"cytosol, plasma membrane, dendritic shaft, nucleus, cortical cytoskeleton, actin filament, perinuclear region of cytoplasm, apical dendrite, extracellular vesicular exosome, trans-Golgi network, Myb complex, actin cytoskeleton, neuronal cell body";0,00102774922918808
"278";278;"P21964";"P21964-1,P21964-2";"P21964-1,P21964-2";"COMT_HUMAN";"Catechol O-methyltransferase";"COMT";1;2;0,000139274392081661;1;1;1;1;NA;NA;"extracellular vesicular exosome, plasma membrane, integral component of membrane, cytosol, mitochondrion, intracellular membrane-bounded organelle";0,000205549845837616
"280";280;"P22087";"P22087";"P22087";"FBRL_HUMAN";"rRNA 2'-O-methyltransferase fibrillarin";"FBL";6;10;0,00117580561539346;5;4;6;4;0,0017533754302683;0,00119186699500774;"box C/D snoRNP complex, extracellular vesicular exosome, granular component, Cajal body";0,00102774922918808
"281";281;"P22102";"P22102-1";"P22102-1";"PUR2_HUMAN";"Trifunctional purine biosynthetic protein adenosine-3";"GART";4;6;0,000224217981707704;4;2;4;2;NA;NA;"cytosol, extracellular vesicular exosome";0,000616649537512847
"282";282;"P22234";"P22234-1,P22234-2";"P22234-1,P22234-2";"PUR6_HUMAN";"Multifunctional protein ADE2";"PAICS";8;18;0,000799271158322755;8;7;10;8;NA;NA;"extracellular vesicular exosome, cytosol";0,00184994861253854
"283";283;"P22314";"P22314";"P22314";"UBA1_HUMAN";"Ubiquitin-like modifier-activating enzyme 1";"UBA1";2;2;7,13485070966542e-05;2;NA;2;NA;0,000177326248618817;NA;"extracellular vesicular exosome";0,000205549845837616
"288";288;"P23284";"P23284";"P23284";"PPIB_HUMAN";"Peptidyl-prolyl cis-trans isomerase B";"PPIB";15;39;0,00681477337921793;13;15;20;19;0,00868570236290315;0,00841342222517615;"endoplasmic reticulum lumen, extracellular vesicular exosome, melanosome, macromolecular complex";0,0040082219938335
"290";290;"P23396";"P23396";"P23396";"RS3_HUMAN";"40S ribosomal protein S3";"RPS3";15;40;0,00621289880726421;15;14;20;20;0,00772062432258058;0,00787220792998938;"ruffle membrane, nucleus, extracellular vesicular exosome, cytosolic small ribosomal subunit";0,00411099691675231
"291";291;"P23526";"P23526";"P23526";"SAHH_HUMAN";"Adenosylhomocysteinase";"AHCY";2;2;0,000174737778954306;2;NA;2;NA;0,000434285118145158;NA;"cytosol, melanosome, extracellular vesicular exosome";0,000205549845837616
"292";292;"P23528";"P23528";"P23528";"COF1_HUMAN";"Cofilin-1";"CFL1";5;12;0,00272843568102145;5;5;6;6;0,00339056333202485;0,00345713227768811;"ruffle membrane, extracellular space, cytoplasm, extracellular vesicular exosome, nucleus, cortical actin cytoskeleton, lamellipodium membrane, nuclear matrix";0,00123329907502569
"294";294;"P23634";"P23634-1,P23634-2,P23634-3,P23634-4,P23634-5,P23634-6,P23634-7,P23634-8";"P23634-1,P23634-2,P23634-3,P23634-4,P23634-5,P23634-6,P23634-7,P23634-8";"AT2B4_HUMAN";"Plasma membrane calcium-transporting ATPase 4";"ATP2B4";3;6;3,99179374162335e-05;3;3;3;3;NA;NA;"protein complex, integral component of plasma membrane";0,000616649537512847
"299";299;"P24752";"P24752";"P24752";"THIL_HUMAN";"Acetyl-CoA acetyltransferase, mitochondrial";"ACAT1";9;19;0,00167944694339221;9;9;9;10;0,00197716690790208;0,00223998422363866;"mitochondrial matrix, mitochondrial inner membrane, extracellular vesicular exosome";0,00195272353545735
"300";300;"P25098";"P25098";"P25098";"ARBK1_HUMAN";"Beta-adrenergic receptor kinase 1";"ADRBK1";2;3;0,000164339739858331;1;2;1;2;0,00013614743907018;0,000277641005368276;"plasma membrane, cytosol";0,000308324768756423
