"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5571"	"spectra.count.P5571"	"dNSAF.P5571"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"Q9UJZ1"	"Q9UJZ1"	"STML2_HUMAN"	"Stomatin-like protein 2"	"STOML2"	6	9	0.00417384944314143	6	9	0.00518126162949717	0	"stress-induced mitochondrial fusion;cellular calcium ion homeostasis;mitochondrial protein processing;mitochondrial ATP synthesis coupled proton transport;T cell receptor signaling pathway;protein oligomerization;CD4-positive;mitochondrial calcium ion transport;lipid localization;positive regulation of mitochondrial membrane potential;positive regulation of mitochondrial DNA replication;interleukin-2 production;positive regulation of cardiolipin metabolic process"	"mitochondrial intermembrane space;cytoskeleton;membrane raft;extrinsic to plasma membrane;mitochondrial inner membrane"	"cardiolipin binding;receptor binding"
"Q9Y266"	"Q9Y266"	"NUDC_HUMAN"	"Nuclear migration protein nudC"	"NUDC"	6	9	0.00448909486936057	6	9	0.00557259558942898	0	"multicellular organismal development;cell proliferation;cell division;mitotic cell cycle;mitosis"	"microtubule;nucleoplasm;cytosol"	""
"P04406"	"P04406"	"G3P_HUMAN"	"Glyceraldehyde-3-phosphate dehydrogenase"	"GAPDH"	5	8	0.00394266109919297	5	8	0.00489427300855985	0	"glycolysis;cellular response to interferon-gamma;microtubule cytoskeleton organization;peptidyl-cysteine S-trans-nitrosylation;small molecule metabolic process;neuron apoptotic process;gluconeogenesis;protein stabilization;negative regulation of translation"	"cytosol;extracellular vesicular exosome;ribonucleoprotein complex;perinuclear region of cytoplasm;lipid particle;nucleus;plasma membrane;microtubule cytoskeleton"	"NAD binding;microtubule binding;NADP binding;peptidyl-cysteine S-nitrosylase activity;glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity"
"P06576"	"P06576"	"ATPB_HUMAN"	"ATP synthase subunit beta, mitochondrial"	"ATP5B"	5	8	0.00249677026130368	5	8	0.00309939784095945	0	"mitochondrial ATP synthesis coupled proton transport;regulation of intracellular pH;ATP hydrolysis coupled proton transport;respiratory electron transport chain;angiogenesis;negative regulation of cell adhesion involved in substrate-bound cell migration;lipid metabolic process"	"cell surface;mitochondrial proton-transporting ATP synthase;plasma membrane;mitochondrial nucleoid"	"proton-transporting ATP synthase activity;proton-transporting ATPase activity;ATP binding;MHC class I protein binding"
"P0CG47,P0CG48,P62979,P62987"	"P0CG47, P0CG48, P62979, P62987"	"RL40_HUMAN, RS27A_HUMAN, UBB_HUMAN, UBC_HUMAN"	"Polyubiquitin-B, Polyubiquitin-C, Ubiquitin-40S ribosomal protein S27a, Ubiquitin-60S ribosomal protein L40"	"RPS27A, UBA52, UBB, UBC"	5	20	0.00275624262986153	5	20	0.00342149719922277	0	"mRNA metabolic process;nucleotide-binding oligomerization domain containing signaling pathway;epidermal growth factor receptor signaling pathway;toll-like receptor TLR6:TLR2 signaling pathway;negative regulation of transforming growth factor beta receptor signaling pathway;toll-like receptor 5 signaling pathway;DNA repair;virion assembly;apoptotic signaling pathway;endosomal transport;Notch receptor processing;positive regulation of type I interferon production;TRIF-dependent toll-like receptor signaling pathway;protein polyubiquitination;activation of MAPK activity;negative regulation of type I interferon production;cytokine-mediated signaling pathway;JNK cascade;egress of virus within host cell;innate immune response;negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;neurotrophin TRK receptor signaling pathway;negative regulation of apoptotic process;G1/S transition of mitotic cell cycle;viral protein processing;T cell receptor signaling pathway;toll-like receptor 9 signaling pathway;anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process;MyD88-dependent toll-like receptor signaling pathway;negative regulation of epidermal growth factor receptor signaling pathway;negative regulation of transcription from RNA polymerase II promoter;toll-like receptor 10 signaling pathway;positive regulation of I-kappaB kinase/NF-kappaB cascade;positive regulation of transcription from RNA polymerase II promoter;toll-like receptor TLR1:TLR2 signaling pathway;ion transmembrane transport;toll-like receptor 3 signaling pathway;toll-like receptor 2 signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;positive regulation of NF-kappaB transcription factor activity;positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;Notch signaling pathway;I-kappaB kinase/NF-kappaB cascade;fibroblast growth factor receptor signaling pathway;positive regulation of apoptotic process;regulation of transcription from RNA polymerase II promoter in response to hypoxia;toll-like receptor 4 signaling pathway;transforming growth factor beta receptor signaling pathway;Fc-epsilon receptor signaling pathway;transcription initiation from RNA polymerase II promoter;DNA damage response;energy homeostasis;fat pad development;female gonad development;ubiquitin homeostasis;seminiferous tubule development;hypothalamus gonadotrophin-releasing hormone neuron development;female meiosis I;male meiosis I;SRP-dependent cotranslational protein targeting to membrane;translational initiation;nuclear-transcribed mRNA catabolic process;translational elongation;translational termination;viral transcription;translation"	"endosome membrane;cytosol;endocytic vesicle membrane;nucleoplasm;plasma membrane;cytosolic small ribosomal subunit;cytosolic large ribosomal subunit;ribosome"	"metal ion binding;structural constituent of ribosome"
"P13645"	"P13645"	"K1C10_HUMAN"	"Keratin, type I cytoskeletal 10"	"KRT10"	6	9	0.00346954483598618	6	9	0.00430696405689833	4	"cellular response to calcium ion;keratinocyte differentiation"	"intermediate filament;keratin filament;cytoplasm"	"structural constituent of epidermis"
"P14866-1,P14866-2"	"P14866-[1,2]"	"HNRPL_HUMAN"	"Heterogeneous nuclear ribonucleoprotein L"	"HNRNPL"	5	5	0.000700759480172774	5	5	0	0	"mRNA splicing"	"ribonucleoprotein complex;cytoplasm;nucleoplasm"	"transcription regulatory region DNA binding;nucleotide binding;RNA binding"
"P20674"	"P20674"	"COX5A_HUMAN"	"Cytochrome c oxidase subunit 5A, mitochondrial"	"COX5A"	5	9	0.00990593601172233	5	9	0.0122968609340066	0	"respiratory electron transport chain;small molecule metabolic process"	"mitochondrial inner membrane"	"cytochrome-c oxidase activity;electron carrier activity;metal ion binding"
"P24752"	"P24752"	"THIL_HUMAN"	"Acetyl-CoA acetyltransferase, mitochondrial"	"ACAT1"	5	8	0.00309318845018652	5	8	0.00383976922217225	0	"ketone body catabolic process;liver development;brain development;response to starvation;branched-chain amino acid catabolic process;ketone body biosynthetic process;metanephric proximal convoluted tubule development;protein homooligomerization;response to hormone stimulus;cellular nitrogen compound metabolic process;cellular lipid metabolic process;adipose tissue development;response to organic cyclic compound"	"mitochondrial matrix;mitochondrial inner membrane"	"metal ion binding;coenzyme binding;acetyl-CoA C-acetyltransferase activity"
"P26373"	"P26373"	"RL13_HUMAN"	"60S ribosomal protein L13"	"RPL13"	5	6	0.00469475640365987	5	6	0.00582789617725432	0	"translational termination;translational initiation;translational elongation;nuclear-transcribed mRNA catabolic process;viral transcription;SRP-dependent cotranslational protein targeting to membrane"	"cytosolic large ribosomal subunit"	"RNA binding;structural constituent of ribosome"
"P31146"	"P31146"	"COR1A_HUMAN"	"Coronin-1A"	"CORO1A"	5	9	0.0032231895916667	5	9	0.0040011478093297	0	"positive regulation of T cell proliferation;actin filament organization;innate immune response;actin cytoskeleton organization;positive regulation of cell migration;T cell homeostasis;cellular response to interleukin-4;cell-substrate adhesion;phagolysosome assembly;positive chemotaxis;uropod organization;regulation of cell shape;leukocyte chemotaxis;negative regulation of actin nucleation;calcium ion transport;regulation of actin filament polymerization;homeostasis of number of cells within a tissue"	"phagocytic cup;phagocytic vesicle;immunological synapse;cortical actin cytoskeleton;phagocytic vesicle membrane;actin filament;lamellipodium"	"protein homodimerization activity;phosphatidylinositol 3-kinase binding;actin filament binding"
"P60660-1,P60660-2"	"P60660-[1,2]"	"MYL6_HUMAN"	"Myosin light polypeptide 6"	"MYL6"	5	9	0.00492016689323957	5	9	0	0	"skeletal muscle tissue development;muscle filament sliding;axon guidance"	"unconventional myosin complex;cytosol"	"actin-dependent ATPase activity;calcium ion binding;motor activity;structural constituent of muscle"
"P62937"	"P62937"	"PPIA_HUMAN"	"Peptidyl-prolyl cis-trans isomerase A"	"PPIA"	5	8	0.00800479677714936	5	8	0.00993685732040939	0	"establishment of integrated proviral latency;entry into host cell;protein folding;lipid particle organization;positive regulation of viral genome replication;platelet degranulation;RNA-dependent DNA replication;platelet activation;positive regulation of protein secretion;modulation by virus of host morphology or physiology;virion assembly;uncoating of virus;leukocyte migration;viral release from host cell"	"extracellular region;cytosol;nucleus"	"peptidyl-prolyl cis-trans isomerase activity;virion binding;peptide binding;unfolded protein binding"
"P78371-1,P78371-2"	"P78371-[1,2]"	"TCPB_HUMAN"	"T-complex protein 1 subunit beta"	"CCT2"	5	8	0.00123438454974733	5	8	0	0	"chaperone-mediated protein complex assembly;binding of sperm to zona pellucida;'de novo' posttranslational protein folding"	"nucleus;zona pellucida receptor complex;cytosol;microtubule;chaperonin-containing T-complex"	"unfolded protein binding;ATP binding"
"Q00059"	"Q00059"	"TFAM_HUMAN"	"Transcription factor A, mitochondrial"	"TFAM"	5	7	0.00469793713293065	5	7	0.00583184461639881	0	"regulation of transcription from RNA polymerase I promoter;mitochondrial respiratory chain complex assembly;transcription initiation from mitochondrial promoter;DNA-dependent DNA replication;positive regulation of transcription"	"mitochondrial nucleoid"	"mitochondrial light strand promoter sense binding;chromatin binding;sequence-specific DNA binding transcription factor activity;DNA binding"
"Q00839-1,Q00839-2"	"Q00839-[1,2]"	"HNRPU_HUMAN"	"Heterogeneous nuclear ribonucleoprotein U"	"HNRNPU"	5	5	0.000500299798571835	5	5	0	0	"mRNA splicing;CRD-mediated mRNA stabilization"	"catalytic step 2 spliceosome;nucleoplasm;CRD-mediated mRNA stability complex;cell surface"	"RNA binding;DNA binding;ATP binding"
"Q92598-1,Q92598-2,Q92598-3"	"Q92598-[1-3]"	"HS105_HUMAN"	"Heat shock protein 105 kDa"	"HSPH1"	5	10	0.000641409998169019	5	10	0	0	"response to unfolded protein;positive regulation of NK T cell activation;chaperone mediated protein folding requiring cofactor;positive regulation of MHC class I biosynthetic process"	"microtubule;extracellular region;endocytic vesicle lumen;nucleus"	"ATP binding"
"Q9UKM9-1,Q9UKM9-2"	"Q9UKM9-[1,2]"	"RALY_HUMAN"	"RNA-binding protein Raly"	"RALY"	5	9	0.0024279254930692	5	9	0	0	"mRNA splicing"	"catalytic step 2 spliceosome"	"nucleotide binding;RNA binding"
"Q9Y490"	"Q9Y490"	"TLN1_HUMAN"	"Talin-1"	"TLN1"	5	7	0.000454817998701668	5	7	0.000564594165932352	0	"cortical actin cytoskeleton organization;axon guidance;cellular protein metabolic process;cell-substrate junction assembly;muscle contraction;cell-cell junction assembly;platelet activation;platelet degranulation;cell adhesion;cytoskeletal anchoring at plasma membrane;activation of signaling protein activity involved in unfolded protein response"	"cell surface;cell-cell junction;ruffle membrane;focal adhesion;plasma membrane;actin cytoskeleton;cytosol;ruffle;extracellular vesicular exosome;intracellular membrane-bounded organelle;centrosome"	"structural constituent of cytoskeleton"
"O75534-1,O75534-2"	"O75534-[1,2]"	"CSDE1_HUMAN"	"Cold shock domain-containing protein E1"	"CSDE1"	4	7	0.000724118129511866	4	7	0	0	"regulation of transcription;male gonad development;nuclear-transcribed mRNA catabolic process"	"CRD-mediated mRNA stability complex"	"RNA binding;DNA binding"
"P06733-1"	"P06733-1"	"ENOA_HUMAN"	"Alpha-enolase"	"ENO1"	10	15	0.00570618433854973	10	15	0	0	"transcription;negative regulation of transcription from RNA polymerase II promoter;small molecule metabolic process;negative regulation of cell growth;glycolysis;response to virus;gluconeogenesis"	"nucleus;cytosol;extracellular vesicular exosome;M band;phosphopyruvate hydratase complex;plasma membrane"	"sequence-specific DNA binding transcription factor activity;phosphopyruvate hydratase activity;transcription corepressor activity;magnesium ion binding;DNA binding"
"P08238"	"P08238"	"HS90B_HUMAN"	"Heat shock protein HSP 90-beta"	"HSP90AB1"	9	15	0.00590951372318246	9	15	0.00733585078235769	21	"nucleotide-binding domain;positive regulation of cell size;placenta development;negative regulation of neuron apoptotic process;cellular response to organic cyclic compound;protein folding;innate immune response;regulation of type I interferon-mediated signaling pathway;positive regulation of nitric oxide biosynthetic process;positive regulation of protein serine/threonine kinase activity;negative regulation of proteasomal ubiquitin-dependent protein catabolic process;positive regulation of protein binding;positive regulation of protein import into nucleus;axon guidance;response to salt stress;response to unfolded protein;regulation of interferon-gamma-mediated signaling pathway;Fc-gamma receptor signaling pathway involved in phagocytosis;cellular response to interleukin-4"	"mitochondrion;melanosome;cytosol;apical plasma membrane;brush border membrane;basolateral plasma membrane;cell surface;inclusion body"	"TPR domain binding;ATP binding;dATP binding;GTP binding;CTP binding;nitric-oxide synthase regulator activity;UTP binding"
"P09651-1,P09651-2,P09651-3"	"P09651-[1-3]"	"ROA1_HUMAN"	"Heterogeneous nuclear ribonucleoprotein A1"	"HNRNPA1"	8	15	0.00221907168721378	8	15	0	0	"nuclear import;modulation by virus of host morphology or physiology;mRNA splicing;RNA export from nucleus;alternative mRNA splicing;mRNA transport"	"nucleoplasm;cytoplasm;nucleolus;intermediate filament cytoskeleton;catalytic step 2 spliceosome"	"single-stranded DNA binding;single-stranded RNA binding;nucleotide binding"
"P10606"	"P10606"	"COX5B_HUMAN"	"Cytochrome c oxidase subunit 5B, mitochondrial"	"COX5B"	4	8	0.0102386935521678	4	8	0.012709933781919	0	"small molecule metabolic process;respiratory electron transport chain;respiratory gaseous exchange"	"mitochondrial inner membrane"	"metal ion binding;cytochrome-c oxidase activity"
"P14618-1,P14618-2"	"P14618-[1,2]"	"KPYM_HUMAN"	"Pyruvate kinase isozymes M1/M2"	"PKM"	16	31	0.00481927207098858	16	31	0	0	"small molecule metabolic process;glycolysis;programmed cell death"	"mitochondrion;cilium;plasma membrane;extracellular vesicular exosome;nucleus;cytosol"	"magnesium ion binding;ATP binding;potassium ion binding;pyruvate kinase activity"
"P14927"	"P14927"	"QCR7_HUMAN"	"Cytochrome b-c1 complex subunit 7"	"UQCRB"	4	7	0.0104116444567652	4	7	0.0129246286093163	0	"oxidative phosphorylation;mitochondrial electron transport;respiratory electron transport chain;small molecule metabolic process;aerobic respiration"	"mitochondrial respiratory chain complex III;mitochondrial respiratory chain"	""
"P15311"	"P15311"	"EZRI_HUMAN"	"Ezrin"	"EZR"	4	5	0.0016296655755527	4	5	0.00202300629923261	8	"axon guidance;establishment or maintenance of apical/basal cell polarity;leukocyte cell-cell adhesion;cytoskeletal anchoring at plasma membrane;regulation of cell shape;epithelial cell differentiation;actin filament bundle assembly;membrane to membrane docking"	"extrinsic to membrane;filopodium;microtubule basal body;cortical cytoskeleton;actin filament;ruffle;uropod;basolateral plasma membrane;ruffle membrane;nucleolus;cytosol;microvillus;apical part of cell;apical plasma membrane;microvillus membrane"	"actin filament binding"
"P16949-1,P16949-2"	"P16949-[1,2]"	"STMN1_HUMAN"	"Stathmin"	"STMN1"	8	14	0.00775632573624791	8	14	0	0	"positive regulation of cellular component movement;microtubule depolymerization;response to virus;axonogenesis;brain development;mitotic spindle organization;negative regulation of microtubule polymerization;intracellular signal transduction"	"intracellular;cytosol;membrane;microtubule"	"signal transducer activity;tubulin binding"
"P21333-1,P21333-2"	"P21333-[1,2]"	"FLNA_HUMAN"	"Filamin-A"	"FLNA"	4	5	0.000155930235671237	4	5	0	0	"cell junction assembly;spindle assembly involved in mitosis;actin crosslink formation;negative regulation of protein catabolic process;epithelial to mesenchymal transition;cytoplasmic sequestering of protein;receptor clustering;establishment of protein localization;actin cytoskeleton reorganization;protein stabilization;platelet degranulation;early endosome to late endosome transport;protein localization to cell surface;adenylate cyclase-inhibiting dopamine receptor signaling pathway;cilium assembly;positive regulation of I-kappaB kinase/NF-kappaB cascade;platelet activation;negative regulation of sequence-specific DNA binding transcription factor activity;positive regulation of transcription factor import into nucleus"	"Myb complex;actin cytoskeleton;trans-Golgi network;plasma membrane;cell cortex;nucleus;extracellular vesicular exosome;cytosol"	"actin filament binding;Fc-gamma receptor I complex binding;protein homodimerization activity;glycoprotein binding;Rac GTPase binding;signal transducer activity;Ral GTPase binding"
"P26583"	"P26583"	"HMGB2_HUMAN"	"High mobility group protein B2"	"HMGB2"	4	5	0.00482745419674578	4	5	0.00599262228752759	2	"male gonad development;spermatid nucleus differentiation;nucleosome assembly;positive regulation of transcription from RNA polymerase II promoter;response to steroid hormone stimulus;apoptotic DNA fragmentation;base-excision repair;negative regulation of transcription;cell chemotaxis;positive regulation of DNA binding;cellular response to lipopolysaccharide;positive regulation of endothelial cell proliferation;positive regulation of nuclease activity;V(D)J recombination;positive regulation of megakaryocyte differentiation;negative regulation of apoptotic process;phosphatidylinositol-mediated signaling;positive regulation of erythrocyte differentiation;DNA topological change"	"extracellular space;condensed chromosome;perinuclear region of cytoplasm;nucleoplasm;protein complex"	"transcription regulatory region DNA binding;double-stranded DNA binding;DNA binding;chemoattractant activity;RAGE receptor binding;damaged DNA binding;sequence-specific DNA binding transcription factor activity;single-stranded DNA binding"
"P34897-1,P34897-2,P34897-3"	"P34897-[1-3]"	"GLYM_HUMAN"	"Serine hydroxymethyltransferase, mitochondrial"	"SHMT2"	4	4	0.000436769665419856	4	4	0	0	"L-serine biosynthetic process;tetrahydrofolate interconversion;protein homotetramerization;one-carbon metabolic process;positive regulation of cell proliferation;glycine biosynthetic process from serine"	"mitochondrial nucleoid;mitochondrial inner membrane;microtubule cytoskeleton;mitochondrial intermembrane space"	"chromatin binding;L-allo-threonine aldolase activity;pyridoxal phosphate binding;amino acid binding;glycine hydroxymethyltransferase activity"
"P35527"	"P35527"	"K1C9_HUMAN"	"Keratin, type I cytoskeletal 9"	"KRT9"	4	6	0.0015900378831015	4	6	0.00197381395409416	0	"intermediate filament organization;spermatogenesis;epidermis development"	"intermediate filament"	"structural constituent of cytoskeleton"
"P40926"	"P40926"	"MDHM_HUMAN"	"Malate dehydrogenase, mitochondrial"	"MDH2"	4	10	0.00488458383221022	4	10	0.00606354089448058	0	"gluconeogenesis;malate metabolic process;cellular carbohydrate metabolic process;NADH metabolic process;internal protein amino acid acetylation;oxaloacetate metabolic process;tricarboxylic acid cycle"	"plasma membrane;mitochondrial matrix;mitochondrial inner membrane;nucleus"	"L-malate dehydrogenase activity;malate dehydrogenase (NADP+) activity"
"P49736"	"P49736"	"MCM2_HUMAN"	"DNA replication licensing factor MCM2"	"MCM2"	4	5	0.000913157818189743	4	5	0.00113356018934427	0	"nucleosome assembly;DNA strand elongation involved in DNA replication;cellular response to interleukin-4;G1/S transition of mitotic cell cycle;DNA replication initiation;DNA unwinding involved in DNA replication"	"MCM complex;chromatin;nuclear origin of replication recognition complex;nucleoplasm"	"ATP binding;DNA replication origin binding;metal ion binding;DNA helicase activity;DNA binding"
"P62913-1,P62913-2"	"P62913-[1,2]"	"RL11_HUMAN"	"60S ribosomal protein L11"	"RPL11"	4	8	0.0037100883939035	4	8	0	0	"viral transcription;protein localization to nucleus;SRP-dependent cotranslational protein targeting to membrane;translational elongation;rRNA processing;translational termination;translational initiation;ribosomal large subunit biogenesis;nuclear-transcribed mRNA catabolic process"	"cytosolic large ribosomal subunit;nucleolus"	"RNA binding;rRNA binding;structural constituent of ribosome"
"P63244"	"P63244"	"GBLP_HUMAN"	"Guanine nucleotide-binding protein subunit beta-2-like 1"	"GNB2L1"	4	6	0.00312490095007014	4	6	0.00387913594132701	0	"positive regulation of cAMP catabolic process;positive regulation of protein homooligomerization;regulation of protein localization;gastrulation;cell cycle;negative regulation of protein kinase B signaling cascade;regulation of establishment of protein localization to plasma membrane;regulation of cell division;positive regulation of GTPase activity;positive regulation of gastrulation;positive regulation of cyclic-nucleotide phosphodiesterase activity;negative regulation of cell growth;positive regulation of intrinsic apoptotic signaling pathway;positive regulation of protein phosphorylation;negative regulation of translation;positive regulation of proteasomal ubiquitin-dependent protein catabolic process;positive regulation of cell migration;positive regulation of apoptotic process;regulation of cell cycle;negative regulation of Wnt receptor signaling pathway;regulation of establishment of cell polarity;modulation by virus of host morphology or physiology;negative regulation of phagocytosis;rhythmic process"	"perinuclear region of cytoplasm;perikaryon;dendrite;cytoskeleton;neuronal cell body;nucleus;midbody;phagocytic cup;small ribosomal subunit"	"receptor tyrosine kinase binding;protein tyrosine kinase inhibitor activity;protein complex scaffold;ion channel inhibitor activity;cysteine-type endopeptidase activator activity involved in apoptotic process;SH2 domain binding;protein kinase C binding"
"P68104,Q5VTE0"	"P68104, Q5VTE0"	"EF1A1_HUMAN, EF1A3_HUMAN"	"Elongation factor 1-alpha 1, Putative elongation factor 1-alpha-like 3"	"EEF1A1, EEF1A1P5"	10	22	0.0039309269887787	10	22	0.0048797067198439	0	"GTP catabolic process;transcription;regulation of transcription"	"eukaryotic translation elongation factor 1 complex;plasma membrane;cytosol;nucleus;cytoplasm"	"GTPase activity;translation elongation factor activity;GTP binding"
"Q13185"	"Q13185"	"CBX3_HUMAN"	"Chromobox protein homolog 3"	"CBX3"	4	7	0.00631525975246415	4	7	0.00783952882860167	0	"chromatin remodeling;transcription;negative regulation of transcription"	"condensed chromosome;nuclear centromeric heterochromatin;nuclear inner membrane;spindle;nuclear euchromatin"	""
"Q13263-1,Q13263-2"	"Q13263-[1,2]"	"TIF1B_HUMAN"	"Transcription intermediary factor 1-beta"	"TRIM28"	4	7	0.000692031457904754	4	7	0	0	"negative regulation of transcription;convergent extension involved in axis elongation;positive regulation of DNA repair;transcription initiation from RNA polymerase II promoter;DNA repair;protein sumoylation;epithelial to mesenchymal transition;protein autophosphorylation;negative regulation of transcription from RNA polymerase II promoter;positive regulation of transcription;protein oligomerization;embryonic placenta morphogenesis"	"nucleoplasm;nuclear heterochromatin;nuclear euchromatin"	"sequence-specific DNA binding;ubiquitin-protein ligase activity;protein kinase activity;ubiquitin protein ligase binding;transcription corepressor activity;DNA binding;sequence-specific DNA binding transcription factor activity;zinc ion binding;transcription coactivator activity"
"Q13283"	"Q13283"	"G3BP1_HUMAN"	"Ras GTPase-activating protein-binding protein 1"	"G3BP1"	4	6	0.00212573734157132	4	6	0.00263881135922889	0	"negative regulation of canonical Wnt receptor signaling pathway;Ras protein signal transduction;nucleic acid phosphodiester bond hydrolysis;transport"	"cytosol;nucleus;plasma membrane;cytoplasm;cytoplasmic stress granule"	"ATP-dependent DNA helicase activity;ATP binding;mRNA binding;DNA binding;endonuclease activity;ATP-dependent RNA helicase activity"
"Q13765"	"Q13765"	"NACA_HUMAN"	"Nascent polypeptide-associated complex subunit alpha"	"NACA"	4	7	0.00537531411488809	4	7	0.00667271523550747	0	"regulation of skeletal muscle fiber development;cardiac ventricle development;negative regulation of transcription from RNA polymerase II promoter involved in heart development;protein transport;skeletal muscle tissue regeneration;negative regulation of striated muscle cell apoptotic process;positive regulation of transcription from RNA polymerase II promoter involved in heart development;transcription;translation;positive regulation of skeletal muscle tissue growth;modulation by virus of host morphology or physiology;positive regulation of cell proliferation involved in heart morphogenesis;heart trabecula morphogenesis"	"nascent polypeptide-associated complex;nucleus"	"transcription coactivator activity;TBP-class protein binding;DNA binding"
"Q14141-1,Q14141-2,Q14141-4"	"Q14141-[1,2,4]"	"SEPT6_HUMAN"	"Septin-6"	"SEPT6"	4	4	0.000507216385648865	4	4	0	0	"cytokinesis;modulation by virus of host morphology or physiology"	"spindle;cleavage furrow;condensed chromosome kinetochore;axon terminus;cytoplasm;synaptic vesicle;septin complex;midbody"	"GTP binding"
"Q15004"	"Q15004"	"PAF15_HUMAN"	"PCNA-associated factor"	"KIAA0101"	4	6	0.00892426667722733	4	6	0.0110782530936997	0	"regulation of cell cycle;centrosome organization;DNA replication;translesion synthesis;response to UV"	"perinuclear region of cytoplasm;nucleus"	"chromatin binding"
"Q86YP4-1,Q86YP4-2"	"Q86YP4-[1,2]"	"P66A_HUMAN"	"Transcriptional repressor p66-alpha"	"GATAD2A"	4	8	0.00123296632823391	4	8	0	2	"blood vessel development;in utero embryonic development;programmed cell death;negative regulation of transcription;embryonic body morphogenesis;transcription;anterior neuropore closure;neural fold formation;DNA methylation"	"NuRD complex;nuclear speck"	"protein binding;zinc ion binding;sequence-specific DNA binding;sequence-specific DNA binding transcription factor activity"
"Q8N183"	"Q8N183"	"MIMIT_HUMAN"	"Mimitin, mitochondrial"	"NDUFAF2"	4	7	0.00683841736509431	4	7	0.00848895725227282	0	""	"membrane;mitochondrion"	"electron carrier activity;NADH dehydrogenase (ubiquinone) activity"
"Q9Y230"	"Q9Y230"	"RUVB2_HUMAN"	"RuvB-like 2"	"RUVBL2"	4	5	0.00178292584804218	4	5	0.00221325790748859	0	"histone H4 acetylation;DNA recombination;histone H2A acetylation;protein folding;regulation of transcription;transcription;regulation of growth;cellular response to UV;DNA repair"	"membrane;cytoplasm;ribonucleoprotein complex;Ino80 complex;MLL1 complex;NuA4 histone acetyltransferase complex;nuclear matrix"	"unfolded protein binding;ATP binding;ATP-dependent DNA helicase activity;identical protein binding;ATP-dependent 5'-3' DNA helicase activity;damaged DNA binding"
"Q9Y237-1,Q9Y237-2"	"Q9Y237-[1,2]"	"PIN4_HUMAN"	"Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4"	"PIN4"	4	8	0.00504118881003681	4	8	0	0	"protein folding;rRNA processing;protein peptidyl-prolyl isomerization"	"cytoplasm;nucleolus;spindle;mitochondrial matrix;preribosome"	"DNA binding;bent DNA binding;double-stranded DNA binding;peptidyl-prolyl cis-trans isomerase activity"
"136429"	"136429"	"136429"	"trypsin [Sus scrofa]"	""	3	27	0.0192972779449136	3	27	0.0239549238974155	0	""	""	""
"O14602,P47813"	"O14602, P47813"	"IF1AX_HUMAN, IF1AY_HUMAN"	"Eukaryotic translation initiation factor 1A, X-chromosomal, Eukaryotic translation initiation factor 1A, Y-chromosomal"	"EIF1AX, EIF1AY"	3	3	0.00171978055759068	3	3	0.00213487168993171	0	"translational initiation"	"cytosol"	"translation initiation factor activity;translation factor activity"
"P06753-2,P06753-3"	"P06753-[2,3]"	"TPM3_HUMAN"	"Tropomyosin alpha-3 chain"	"TPM3"	3	5	0.00269905198173186	3	5	0	6	"regulation of muscle contraction;muscle filament sliding"	"cortical cytoskeleton;muscle thin filament tropomyosin;filamentous actin;podosome;cleavage furrow;cytosol;growth cone;stress fiber"	""
"P07195"	"P07195"	"LDHB_HUMAN"	"L-lactate dehydrogenase B chain"	"LDHB"	3	3	0.00148292455265304	3	3	0.00184084744521057	0	"cellular carbohydrate metabolic process;pyruvate metabolic process;lactate metabolic process;glycolysis;NAD metabolic process"	"mitochondrion;cytosol"	"L-lactate dehydrogenase activity;NAD binding"
"P07237"	"P07237"	"PDIA1_HUMAN"	"Protein disulfide-isomerase"	"P4HB"	3	5	0.00162498950323529	3	5	0.00201720159678586	0	"glycerol ether metabolic process;cell redox homeostasis;peptidyl-proline hydroxylation to 4-hydroxy-L-proline;extracellular matrix organization;lipoprotein metabolic process"	"endoplasmic reticulum lumen;plasma membrane;cell surface;extracellular region;melanosome;endoplasmic reticulum-Golgi intermediate compartment"	"procollagen-proline 4-dioxygenase activity;protein disulfide oxidoreductase activity;protein disulfide isomerase activity;electron carrier activity"
"P07954-1,P07954-2"	"P07954-[1,2]"	"FUMH_HUMAN"	"Fumarate hydratase, mitochondrial"	"FH"	3	3	0.00048558509861384	3	3	0	0	"tricarboxylic acid cycle;homeostasis of number of cells within a tissue;fumarate metabolic process"	"tricarboxylic acid cycle enzyme complex;mitochondrial matrix"	"fumarate hydratase activity"
"P09661"	"P09661"	"RU2A_HUMAN"	"U2 small nuclear ribonucleoprotein A'"	"SNRPA1"	3	5	0.00323723399075893	3	5	0.00401858200457733	0	"mRNA splicing"	"catalytic step 2 spliceosome;U2 snRNP;nucleoplasm"	"RNA binding"
