"";"accession";"name";"go_name"
"1592";"P27824";"CALX_HUMAN";"C:dendrite cytoplasm"
"1594";"P27824";"CALX_HUMAN";"C:dendritic spine"
"1596";"P29966";"MARCS_HUMAN";"C:centrosome"
"1601";"P29966";"MARCS_HUMAN";"C:germinal vesicle"
"1602";"P29966";"MARCS_HUMAN";"C:plasma membrane"
"1603";"P29966";"MARCS_HUMAN";"C:actin cytoskeleton"
"1604";"P29966";"MARCS_HUMAN";"C:cell cortex"
"1609";"P30041";"PRDX6_HUMAN";"C:cytoplasmic membrane-bounded vesicle"
"1610";"P30041";"PRDX6_HUMAN";"C:cytosol"
"1614";"P30041";"PRDX6_HUMAN";"C:lysosome"
"1623";"P30050";"RL12_HUMAN";"C:cytosolic large ribosomal subunit"
"1628";"P30086";"PEBP1_HUMAN";"C:cytoplasm"
"1637";"P30101";"PDIA3_HUMAN";"C:melanosome"
"1638";"P30101";"PDIA3_HUMAN";"C:endoplasmic reticulum lumen"
"1644";"P30101";"PDIA3_HUMAN";"C:cell surface"
"1654";"P31146";"COR1A_HUMAN";"C:immunological synapse"
"1656";"P31146";"COR1A_HUMAN";"C:phagocytic cup"
"1663";"P31146";"COR1A_HUMAN";"C:actin filament"
"1667";"P31146";"COR1A_HUMAN";"C:phagocytic vesicle membrane"
"1668";"P31146";"COR1A_HUMAN";"C:lamellipodium"
"1671";"P31146";"COR1A_HUMAN";"C:phagocytic vesicle"
"1672";"P31146";"COR1A_HUMAN";"C:cortical actin cytoskeleton"
"1679";"P31930";"QCR1_HUMAN";"C:mitochondrial respiratory chain"
"1683";"P31930";"QCR1_HUMAN";"C:mitochondrial respiratory chain complex III"
"1684";"P31946";"1433B_HUMAN";"C:melanosome"
"1695";"P31946";"1433B_HUMAN";"C:perinuclear region of cytoplasm"
"1701";"P31946";"1433B_HUMAN";"C:extracellular vesicular exosome"
"1702";"P31946";"1433B_HUMAN";"C:cytosol"
"1705";"P31946";"1433B_HUMAN";"C:cytoplasmic vesicle membrane"
"1709";"P31946";"1433B_HUMAN";"C:transcriptional repressor complex"
"1715";"P32119";"PRDX2_HUMAN";"C:cytoplasm"
"1716";"P32119";"PRDX2_HUMAN";"C:cytosol"
"1724";"P35232";"PHB_HUMAN";"C:nucleoplasm"
"1728";"P35232";"PHB_HUMAN";"C:mitochondrial inner membrane"
"1735";"P35232";"PHB_HUMAN";"C:integral component of plasma membrane"
"1745";"P35268";"RL22_HUMAN";"C:cytosolic large ribosomal subunit"
"1750";"P35527";"K1C9_HUMAN";"C:intermediate filament"
"1751";"P35579";"MYH9_HUMAN";"C:protein complex"
"1755";"P35579";"MYH9_HUMAN";"C:cytosol"
"1756";"P35579";"MYH9_HUMAN";"C:cortical cytoskeleton"
"1757";"P35579";"MYH9_HUMAN";"C:myosin II complex"
"1760";"P35579";"MYH9_HUMAN";"C:ruffle"
"1763";"P35579";"MYH9_HUMAN";"C:immunological synapse"
"1766";"P35579";"MYH9_HUMAN";"C:stress fiber"
"1767";"P35579";"MYH9_HUMAN";"C:uropod"
"1772";"P35579";"MYH9_HUMAN";"C:neuromuscular junction"
"1773";"P35579";"MYH9_HUMAN";"C:cleavage furrow"
"1775";"P35579";"MYH9_HUMAN";"C:actomyosin contractile ring"
"1778";"P35579";"MYH9_HUMAN";"C:extracellular vesicular exosome"
"1781";"P35579";"MYH9_HUMAN";"C:plasma membrane"
"1783";"P35579";"MYH9_HUMAN";"C:spindle"
"1784";"P35579";"MYH9_HUMAN";"C:nucleus"
"1792";"P35579";"MYH9_HUMAN";"C:cell-cell adherens junction"
"1795";"P35908";"K22E_HUMAN";"C:Golgi apparatus"
"1800";"P35908";"K22E_HUMAN";"C:keratin filament"
"1801";"P35908";"K22E_HUMAN";"C:intermediate filament"
"1804";"P36578";"RL4_HUMAN";"C:nucleolus"
"1806";"P36578";"RL4_HUMAN";"C:cytosolic large ribosomal subunit"
"1814";"P38646";"GRP75_HUMAN";"C:nucleolus"
"1816";"P38646";"GRP75_HUMAN";"C:mitochondrial nucleoid"
"1824";"P39023";"RL3_HUMAN";"C:nucleolus"
"1828";"P39023";"RL3_HUMAN";"C:cytosolic large ribosomal subunit"
"1836";"P39656";"OST48_HUMAN";"C:oligosaccharyltransferase complex"
"1839";"P39656";"OST48_HUMAN";"C:integral component of membrane"
"1844";"P40926";"MDHM_HUMAN";"C:mitochondrial inner membrane"
"1847";"P40926";"MDHM_HUMAN";"C:plasma membrane"
"1851";"P40926";"MDHM_HUMAN";"C:nucleus"
"1855";"P40926";"MDHM_HUMAN";"C:mitochondrial matrix"
"1857";"P42166";"LAP2A_HUMAN";"C:chromatin"
"1858";"P42166";"LAP2A_HUMAN";"C:nuclear envelope"
"1862";"P42166";"LAP2A_HUMAN";"C:nuclear inner membrane"
"1873";"P42677";"RS27_HUMAN";"C:cytosolic small ribosomal subunit"
"1875";"P42677";"RS27_HUMAN";"C:nucleus"
"1880";"P45880";"VDAC2_HUMAN";"C:mitochondrial nucleoid"
"1881";"P45880";"VDAC2_HUMAN";"C:mitochondrial outer membrane"
"1882";"P45880";"VDAC2_HUMAN";"C:pore complex"
"1883";"P45880";"VDAC2_HUMAN";"C:mitochondrial inner membrane"
"1890";"P46776";"RL27A_HUMAN";"C:cytosolic large ribosomal subunit"
"1898";"P46777";"RL5_HUMAN";"C:cytosolic large ribosomal subunit"
"1902";"P46777";"RL5_HUMAN";"C:nucleus"
"1903";"P46777";"RL5_HUMAN";"C:nucleolus"
"1913";"P46781";"RS9_HUMAN";"C:cytosolic small ribosomal subunit"
"1916";"P46781";"RS9_HUMAN";"C:nucleolus"
"1923";"P46782";"RS5_HUMAN";"C:cytosolic small ribosomal subunit"
"1933";"P46783";"RS10_HUMAN";"C:cytosolic small ribosomal subunit"
"1934";"P46783";"RS10_HUMAN";"C:nucleolus"
"1938";"P47914";"RL29_HUMAN";"C:cytosolic large ribosomal subunit"
"1949";"P48735";"IDHP_HUMAN";"C:mitochondrial matrix"
"1952";"P48735";"IDHP_HUMAN";"C:mitochondrial inner membrane"
"1961";"P49321";"NASP_HUMAN";"C:cytoplasm"
"1964";"P49321";"NASP_HUMAN";"C:nucleus"
"1970";"P49327";"FAS_HUMAN";"C:melanosome"
"1971";"P49327";"FAS_HUMAN";"C:plasma membrane"
"1975";"P49327";"FAS_HUMAN";"C:glycogen granule"
"1976";"P49327";"FAS_HUMAN";"C:mitochondrion"
"1988";"P49327";"FAS_HUMAN";"C:cytosol"
"1996";"P49327";"FAS_HUMAN";"C:Golgi apparatus"
"1999";"P49411";"EFTU_HUMAN";"C:mitochondrial nucleoid"
"2003";"P50502";"F10A1_HUMAN";"C:cytosol"
"2005";"P50502";"F10A1_HUMAN";"C:cytoplasm"
"2011";"P50502";"F10A1_HUMAN";"C:protein complex"
"2013";"P50914";"RL14_HUMAN";"C:cytosolic large ribosomal subunit"
"2024";"P50990";"TCPQ_HUMAN";"C:aggresome"
"2026";"P50990";"TCPQ_HUMAN";"C:centrosome"
"2028";"P50990";"TCPQ_HUMAN";"C:cell body"
"2029";"P50990";"TCPQ_HUMAN";"C:chaperonin-containing T-complex"
"2030";"P50990";"TCPQ_HUMAN";"C:intermediate filament cytoskeleton"
"2031";"P50990";"TCPQ_HUMAN";"C:cytosol"
"2032";"P50990";"TCPQ_HUMAN";"C:zona pellucida receptor complex"
"2033";"P50990";"TCPQ_HUMAN";"C:microtubule"
"2035";"P50991";"TCPD_HUMAN";"C:nucleus"
"2036";"P50991";"TCPD_HUMAN";"C:chaperonin-containing T-complex"
"2038";"P50991";"TCPD_HUMAN";"C:microtubule"
"2039";"P50991";"TCPD_HUMAN";"C:cytosol"
"2040";"P50991";"TCPD_HUMAN";"C:melanosome"
"2042";"P50991";"TCPD_HUMAN";"C:zona pellucida receptor complex"
"2043";"P50991";"TCPD_HUMAN";"C:cell body"
"2044";"P50991";"TCPD_HUMAN";"C:centrosome"
"2052";"P51572";"BAP31_HUMAN";"C:endoplasmic reticulum-Golgi intermediate compartment membrane"
"2055";"P51572";"BAP31_HUMAN";"C:integral component of plasma membrane"
"2057";"P51572";"BAP31_HUMAN";"C:cytosol"
"2059";"P51572";"BAP31_HUMAN";"C:lipid particle"
"2062";"P51572";"BAP31_HUMAN";"C:integral component of lumenal side of endoplasmic reticulum membrane"
"2064";"P51572";"BAP31_HUMAN";"C:Golgi membrane"
"2066";"P52597";"HNRPF_HUMAN";"C:cytoplasm"
"2067";"P52597";"HNRPF_HUMAN";"C:nucleoplasm"
"2068";"P52597";"HNRPF_HUMAN";"C:catalytic step 2 spliceosome"
"2073";"P53999";"TCP4_HUMAN";"C:transcription factor complex"
"2075";"P53999";"TCP4_HUMAN";"C:nucleolus"
"2079";"P55060";"XPO2_HUMAN";"C:cytoplasm"
"2081";"P55060";"XPO2_HUMAN";"C:nucleus"
"2088";"P60174";"TPIS_HUMAN";"C:cytosol"
"2097";"P60866";"RS20_HUMAN";"C:cytosolic small ribosomal subunit"
"2128";"P60953";"CDC42_HUMAN";"C:spindle midzone"
"2137";"P60953";"CDC42_HUMAN";"C:microtubule organizing center"
"2140";"P60953";"CDC42_HUMAN";"C:secretory granule"
"2142";"P60953";"CDC42_HUMAN";"C:filopodium"
"2145";"P60953";"CDC42_HUMAN";"C:neuronal cell body"
"2146";"P60953";"CDC42_HUMAN";"C:neuron projection"
"2153";"P60953";"CDC42_HUMAN";"C:plasma membrane"
"2154";"P60953";"CDC42_HUMAN";"C:midbody"
"2155";"P60953";"CDC42_HUMAN";"C:Golgi membrane"
"2167";"P60953";"CDC42_HUMAN";"C:mitotic spindle"
"2168";"P60953";"CDC42_HUMAN";"C:apical part of cell"
"2171";"P60953";"CDC42_HUMAN";"C:cytosol"
"2176";"P61026";"RAB10_HUMAN";"C:phagocytic vesicle membrane"
"2177";"P61026";"RAB10_HUMAN";"C:endoplasmic reticulum tubular network"
"2179";"P61026";"RAB10_HUMAN";"C:endoplasmic reticulum membrane"
"2180";"P61026";"RAB10_HUMAN";"C:primary cilium"
"2186";"P61026";"RAB10_HUMAN";"C:trans-Golgi network"
"2188";"P61026";"RAB10_HUMAN";"C:recycling endosome membrane"
"2191";"P61026";"RAB10_HUMAN";"C:Golgi apparatus"
"2194";"P61026";"RAB10_HUMAN";"C:insulin-responsive compartment"
"2195";"P61026";"RAB10_HUMAN";"C:cytoplasmic vesicle membrane"
"2197";"P61026";"RAB10_HUMAN";"C:recycling endosome"
"2201";"P61247";"RS3A_HUMAN";"C:cytosolic small ribosomal subunit"
"2208";"P61247";"RS3A_HUMAN";"C:nucleolus"
"2213";"P61254";"RL26_HUMAN";"C:cytosolic large ribosomal subunit"
"2225";"P61513";"RL37A_HUMAN";"C:cytosolic large ribosomal subunit"
"2233";"P61604";"CH10_HUMAN";"C:mitochondrial matrix"
"2235";"P61604";"CH10_HUMAN";"C:mitochondrion"
"2240";"P61978";"HNRPK_HUMAN";"C:cytoplasm"
"2242";"P61978";"HNRPK_HUMAN";"C:podosome"
"2244";"P61978";"HNRPK_HUMAN";"C:nuclear chromatin"
"2245";"P61978";"HNRPK_HUMAN";"C:nucleoplasm"
"2246";"P61978";"HNRPK_HUMAN";"C:cell junction"
"2249";"P61978";"HNRPK_HUMAN";"C:catalytic step 2 spliceosome"
"2256";"P61978";"HNRPK_HUMAN";"C:cell projection"
"2257";"P61981";"1433G_HUMAN";"C:cytoplasmic vesicle membrane"
"2259";"P61981";"1433G_HUMAN";"C:cytosol"
"2265";"P61981";"1433G_HUMAN";"C:extracellular vesicular exosome"
"2272";"P62241";"RS8_HUMAN";"C:cytosolic small ribosomal subunit"
"2285";"P62249";"RS16_HUMAN";"C:cytosolic small ribosomal subunit"
"2288";"P62258";"1433E_HUMAN";"C:mitochondrion"
"2295";"P62258";"1433E_HUMAN";"C:kinesin complex"
"2297";"P62258";"1433E_HUMAN";"C:cytoplasmic vesicle membrane"
"2304";"P62258";"1433E_HUMAN";"C:extracellular vesicular exosome"
"2307";"P62258";"1433E_HUMAN";"C:melanosome"
"2309";"P62258";"1433E_HUMAN";"C:cytosol"
"2312";"P62263";"RS14_HUMAN";"C:nucleolus"
"2320";"P62263";"RS14_HUMAN";"C:mitochondrion"
"2322";"P62263";"RS14_HUMAN";"C:cytosolic small ribosomal subunit"
"2334";"P62266";"RS23_HUMAN";"C:cytosolic small ribosomal subunit"
"2339";"P62269";"RS18_HUMAN";"C:cytosolic small ribosomal subunit"
"2350";"P62280";"RS11_HUMAN";"C:cytosolic small ribosomal subunit"
"2362";"P62424";"RL7A_HUMAN";"C:polysomal ribosome"
"2363";"P62424";"RL7A_HUMAN";"C:membrane"
"2366";"P62424";"RL7A_HUMAN";"C:cytosolic large ribosomal subunit"
"2370";"P62701";"RS4X_HUMAN";"C:cytosolic small ribosomal subunit"
"2379";"P62701";"RS4X_HUMAN";"C:polysome"
"2385";"P62753";"RS6_HUMAN";"C:nucleolus"
"2386";"P62753";"RS6_HUMAN";"C:cytosolic small ribosomal subunit"
"2396";"P62805";"H4_HUMAN";"C:nucleosome"
"2399";"P62805";"H4_HUMAN";"C:extracellular region"
"2401";"P62805";"H4_HUMAN";"C:actin cytoskeleton"
"2403";"P62805";"H4_HUMAN";"C:nucleolus"
"2404";"P62805";"H4_HUMAN";"C:nucleoplasm"
"2410";"P62820";"RAB1A_HUMAN";"C:endoplasmic reticulum"
"2416";"P62820";"RAB1A_HUMAN";"C:Golgi membrane"
"2420";"P62826";"RAN_HUMAN";"C:cytosol"
"2422";"P62826";"RAN_HUMAN";"C:nucleoplasm"
"2423";"P62826";"RAN_HUMAN";"C:melanosome"
"2438";"P62826";"RAN_HUMAN";"C:nuclear pore"
"2443";"P62829";"RL23_HUMAN";"C:nucleolus"
"2448";"P62829";"RL23_HUMAN";"C:cytosolic large ribosomal subunit"
"2456";"P62847";"RS24_HUMAN";"C:cytosolic small ribosomal subunit"
"2458";"P62847";"RS24_HUMAN";"C:nucleolus"
"2467";"P62857";"RS28_HUMAN";"C:cytosolic small ribosomal subunit"
"2474";"P62888";"RL30_HUMAN";"C:cytosolic large ribosomal subunit"
"2484";"P62910";"RL32_HUMAN";"C:cytosolic large ribosomal subunit"
"2498";"P62913";"RL11_HUMAN";"C:nucleolus"
"2499";"P62913";"RL11_HUMAN";"C:cytosolic large ribosomal subunit"
"2508";"P62917";"RL8_HUMAN";"C:cytosolic large ribosomal subunit"
"2518";"P62937";"PPIA_HUMAN";"C:extracellular region"
"2522";"P62937";"PPIA_HUMAN";"C:cytosol"
"2531";"P62937";"PPIA_HUMAN";"C:nucleus"
"2533";"P63104";"1433Z_HUMAN";"C:protein complex"
"2534";"P63104";"1433Z_HUMAN";"C:mast cell granule"
"2537";"P63104";"1433Z_HUMAN";"C:extracellular vesicular exosome"
"2538";"P63104";"1433Z_HUMAN";"C:perinuclear region of cytoplasm"
"2539";"P63104";"1433Z_HUMAN";"C:melanosome"
"2542";"P63104";"1433Z_HUMAN";"C:cell leading edge"
"2544";"P63104";"1433Z_HUMAN";"C:nucleoplasm"
"2545";"P63104";"1433Z_HUMAN";"C:mitochondrion"
"2547";"P63104";"1433Z_HUMAN";"C:postsynaptic density"
"2548";"P63104";"1433Z_HUMAN";"C:cytosol"
"2549";"P63104";"1433Z_HUMAN";"C:cytoplasmic vesicle membrane"
"2561";"P63173";"RL38_HUMAN";"C:eukaryotic 80S initiation complex"
"2566";"P63173";"RL38_HUMAN";"C:cytosolic large ribosomal subunit"
"2574";"P63241";"IF5A1_HUMAN";"C:nuclear pore"
"2579";"P63241";"IF5A1_HUMAN";"C:cytosol"
"2580";"P63241";"IF5A1_HUMAN";"C:endoplasmic reticulum membrane"
"2583";"P63241";"IF5A1_HUMAN";"C:annulate lamellae"
"2585";"P63261";"ACTG_HUMAN";"C:myofibril"
"2587";"P63261";"ACTG_HUMAN";"C:cytoskeleton"
"2593";"P63261";"ACTG_HUMAN";"C:extracellular vesicular exosome"
"2595";"P63261";"ACTG_HUMAN";"C:cytosol"
"2596";"P63261";"ACTG_HUMAN";"C:filamentous actin"
"2600";"P67809";"YBOX1_HUMAN";"C:nucleoplasm"
"2603";"P67809";"YBOX1_HUMAN";"C:histone pre-mRNA 3'end processing complex"
"2609";"P67809";"YBOX1_HUMAN";"C:CRD-mediated mRNA stability complex"
"2611";"P67809";"YBOX1_HUMAN";"C:extracellular vesicular exosome"
"2612";"P67809";"YBOX1_HUMAN";"C:U12-type spliceosomal complex"
"2615";"P67809";"YBOX1_HUMAN";"C:cytoplasmic stress granule"
"2616";"P67936";"TPM4_HUMAN";"C:cortical cytoskeleton"
"2617";"P67936";"TPM4_HUMAN";"C:stress fiber"
"2618";"P67936";"TPM4_HUMAN";"C:cytosol"
"2621";"P67936";"TPM4_HUMAN";"C:filamentous actin"
"2622";"P67936";"TPM4_HUMAN";"C:muscle thin filament tropomyosin"
"2623";"P67936";"TPM4_HUMAN";"C:podosome"
"2627";"P68104";"EF1A1_HUMAN";"C:eukaryotic translation elongation factor 1 complex"
"2628";"P68104";"EF1A1_HUMAN";"C:plasma membrane"
"2631";"P68104";"EF1A1_HUMAN";"C:nucleus"
"2634";"P68104";"EF1A1_HUMAN";"C:cytosol"
"2636";"P68363";"TBA1B_HUMAN";"C:microtubule"
"2642";"P68363";"TBA1B_HUMAN";"C:cytoplasmic microtubule"
"2651";"P68371";"TBB4B_HUMAN";"C:cytosol"
"2657";"P68371";"TBB4B_HUMAN";"C:nucleus"
"2659";"P68371";"TBB4B_HUMAN";"C:plasma membrane"
"2660";"P68371";"TBB4B_HUMAN";"C:microtubule"
"2666";"P78527";"PRKDC_HUMAN";"C:DNA-dependent protein kinase-DNA ligase 4 complex"
"2667";"P78527";"PRKDC_HUMAN";"C:cytosol"
"2676";"P78527";"PRKDC_HUMAN";"C:nucleoplasm"
"2679";"P78527";"PRKDC_HUMAN";"C:transcription factor complex"
"2680";"P78527";"PRKDC_HUMAN";"C:nucleolus"
"2695";"P81605";"DCD_HUMAN";"C:extracellular region"
"2702";"P83731";"RL24_HUMAN";"C:cytosolic large ribosomal subunit"
"2710";"P84077";"ARF1_HUMAN";"C:postsynaptic density"
"2717";"P84077";"ARF1_HUMAN";"C:sarcomere"
"2720";"P84077";"ARF1_HUMAN";"C:Golgi membrane"
"2721";"P84077";"ARF1_HUMAN";"C:plasma membrane"
"2727";"P84077";"ARF1_HUMAN";"C:cell junction"
"2728";"P84077";"ARF1_HUMAN";"C:neuron projection"
"2732";"P84077";"ARF1_HUMAN";"C:postsynaptic membrane"
"2733";"P84077";"ARF1_HUMAN";"C:perinuclear region of cytoplasm"
"2734";"P84077";"ARF1_HUMAN";"C:cytosol"
"2740";"P84098";"RL19_HUMAN";"C:cytosolic large ribosomal subunit"
"2744";"Q00839";"HNRPU_HUMAN";"C:CRD-mediated mRNA stability complex"
"2746";"Q00839";"HNRPU_HUMAN";"C:cell surface"
"2747";"Q00839";"HNRPU_HUMAN";"C:nucleoplasm"
"2748";"Q00839";"HNRPU_HUMAN";"C:catalytic step 2 spliceosome"
"2755";"Q01629";"IFM2_HUMAN";"C:integral component of membrane"
"2757";"Q01629";"IFM2_HUMAN";"C:plasma membrane"
"2764";"Q01650";"LAT1_HUMAN";"C:integral component of membrane"
"2765";"Q01650";"LAT1_HUMAN";"C:plasma membrane"
"2769";"Q01650";"LAT1_HUMAN";"C:cytosol"
"2770";"Q01650";"LAT1_HUMAN";"C:apical plasma membrane"
"2778";"Q02878";"RL6_HUMAN";"C:cytosolic large ribosomal subunit"
"2786";"Q04837";"SSBP_HUMAN";"C:mitochondrial nucleoid"
"2792";"Q06830";"PRDX1_HUMAN";"C:nucleolus"
"2793";"Q06830";"PRDX1_HUMAN";"C:nuclear euchromatin"
"2794";"Q06830";"PRDX1_HUMAN";"C:peroxisomal matrix"
"2796";"Q06830";"PRDX1_HUMAN";"C:cytosol"
"2798";"Q06830";"PRDX1_HUMAN";"C:nucleus"
"2804";"Q06830";"PRDX1_HUMAN";"C:mitochondrial matrix"
"2805";"Q06830";"PRDX1_HUMAN";"C:melanosome"
"2807";"Q06830";"PRDX1_HUMAN";"C:mitochondrion"
"2811";"Q07020";"RL18_HUMAN";"C:cytosolic large ribosomal subunit"
"2822";"Q08211";"DHX9_HUMAN";"C:nucleoplasm"
"2823";"Q08211";"DHX9_HUMAN";"C:cytosol"
"2826";"Q08211";"DHX9_HUMAN";"C:nucleolus"
"2831";"Q08211";"DHX9_HUMAN";"C:centrosome"
"2833";"Q08211";"DHX9_HUMAN";"C:ribonucleoprotein complex"
"2835";"Q08211";"DHX9_HUMAN";"C:CRD-mediated mRNA stability complex"
"2844";"Q13085";"ACACA_HUMAN";"C:mitochondrion"
"2847";"Q13085";"ACACA_HUMAN";"C:cytosol"
"2860";"Q13509";"TBB3_HUMAN";"C:axon"
"2862";"Q13509";"TBB3_HUMAN";"C:microtubule"
"2863";"Q13509";"TBB3_HUMAN";"C:plasma membrane"
"2866";"Q13509";"TBB3_HUMAN";"C:cytoplasm"
"2880";"Q13765";"NACA_HUMAN";"C:nucleus"
"2882";"Q13765";"NACA_HUMAN";"C:nascent polypeptide-associated complex"
"2888";"Q14103";"HNRPD_HUMAN";"C:ribonucleoprotein complex"
"2890";"Q14103";"HNRPD_HUMAN";"C:cytosol"
"2894";"Q14103";"HNRPD_HUMAN";"C:nucleoplasm"
"2897";"Q14739";"LBR_HUMAN";"C:integral component of nuclear inner membrane"
"2899";"Q14739";"LBR_HUMAN";"C:mitochondrion"
"2903";"Q15084";"PDIA6_HUMAN";"C:endoplasmic reticulum membrane"
"2906";"Q15084";"PDIA6_HUMAN";"C:endoplasmic reticulum-Golgi intermediate compartment"
"2907";"Q15084";"PDIA6_HUMAN";"C:melanosome"
"2910";"Q15084";"PDIA6_HUMAN";"C:endoplasmic reticulum lumen"
"2912";"Q15084";"PDIA6_HUMAN";"C:plasma membrane"
"2915";"Q15365";"PCBP1_HUMAN";"C:ribonucleoprotein complex"
"2917";"Q15365";"PCBP1_HUMAN";"C:cytoplasm"
"2919";"Q15365";"PCBP1_HUMAN";"C:nucleoplasm"
"2920";"Q16555";"DPYL2_HUMAN";"C:dendrite"
"2921";"Q16555";"DPYL2_HUMAN";"C:membrane"
"2924";"Q16555";"DPYL2_HUMAN";"C:cytoskeleton"
"2926";"Q16555";"DPYL2_HUMAN";"C:protein complex"
"2930";"Q16555";"DPYL2_HUMAN";"C:neuronal cell body"
"2932";"Q16555";"DPYL2_HUMAN";"C:cytosol"
"2934";"Q16555";"DPYL2_HUMAN";"C:mitochondrion"
"2937";"Q16555";"DPYL2_HUMAN";"C:axon"
"2943";"Q16555";"DPYL2_HUMAN";"C:growth cone"
"2944";"Q31610";"1B81_HUMAN";"C:phagocytic vesicle membrane"
"2946";"Q31610";"1B81_HUMAN";"C:integral component of lumenal side of endoplasmic reticulum membrane"
"2947";"Q31610";"1B81_HUMAN";"C:ER to Golgi transport vesicle membrane"
"2949";"Q31610";"1B81_HUMAN";"C:plasma membrane"
"2950";"Q31610";"1B81_HUMAN";"C:MHC class I protein complex"
"2952";"Q31610";"1B81_HUMAN";"C:Golgi membrane"
"2953";"Q31610";"1B81_HUMAN";"C:early endosome membrane"
"2962";"Q53QZ3";"RHG15_HUMAN";"C:membrane"
"2963";"Q53QZ3";"RHG15_HUMAN";"C:cytosol"
"2964";"Q562R1";"ACTBL_HUMAN";"C:cytoskeleton"
"2965";"Q562R1";"ACTBL_HUMAN";"C:cytoplasm"
"2967";"Q5XKE5";"K2C79_HUMAN";"C:keratin filament"
"2970";"Q71DI3";"H32_HUMAN";"C:nucleosome"
"2971";"Q71DI3";"H32_HUMAN";"C:nucleoplasm"
"2974";"Q71DI3";"H32_HUMAN";"C:extracellular region"
"2977";"Q7KZF4";"SND1_HUMAN";"C:mitochondrion"
"2983";"Q7KZF4";"SND1_HUMAN";"C:cytoplasm"
"2984";"Q7KZF4";"SND1_HUMAN";"C:melanosome"
"2986";"Q7KZF4";"SND1_HUMAN";"C:nucleus"
"2987";"Q7KZF4";"SND1_HUMAN";"C:RISC complex"
"2988";"Q86UE4";"LYRIC_HUMAN";"C:endoplasmic reticulum membrane"
"2989";"Q86UE4";"LYRIC_HUMAN";"C:intercellular canaliculus"
"2991";"Q86UE4";"LYRIC_HUMAN";"C:perinuclear region of cytoplasm"
"2994";"Q86UE4";"LYRIC_HUMAN";"C:nuclear membrane"
"2999";"Q86UE4";"LYRIC_HUMAN";"C:nuclear body"
"3000";"Q86UE4";"LYRIC_HUMAN";"C:integral component of membrane"
"3001";"Q86UE4";"LYRIC_HUMAN";"C:apical plasma membrane"
"3004";"Q86UE4";"LYRIC_HUMAN";"C:nucleolus"
"3005";"Q86UE4";"LYRIC_HUMAN";"C:tight junction"
"3008";"Q8NC51";"PAIRB_HUMAN";"C:cytoplasm"
"3012";"Q8NC51";"PAIRB_HUMAN";"C:plasma membrane"
"3013";"Q8NC51";"PAIRB_HUMAN";"C:nucleus"
"3014";"Q8NC51";"PAIRB_HUMAN";"C:perinuclear region of cytoplasm"
"3020";"Q92841";"DDX17_HUMAN";"C:nucleus"
"3022";"Q92841";"DDX17_HUMAN";"C:nucleolus"
"3029";"Q92945";"FUBP2_HUMAN";"C:cytosol"
"3034";"Q92945";"FUBP2_HUMAN";"C:cytoplasmic stress granule"
"3038";"Q92945";"FUBP2_HUMAN";"C:nucleoplasm"
"3040";"Q96RQ3";"MCCA_HUMAN";"C:mitochondrial matrix"
"3044";"Q96RQ3";"MCCA_HUMAN";"C:mitochondrial inner membrane"
"3045";"Q96RQ3";"MCCA_HUMAN";"C:cytosol"
"3051";"Q99798";"ACON_HUMAN";"C:mitochondrial matrix"
"3053";"Q99798";"ACON_HUMAN";"C:nucleus"
"3061";"Q9BY77";"PDIP3_HUMAN";"C:nuclear speck"
"3063";"Q9BY77";"PDIP3_HUMAN";"C:cytoplasm"
"3068";"Q9HCC0";"MCCB_HUMAN";"C:cytosol"
"3069";"Q9HCC0";"MCCB_HUMAN";"C:mitochondrial matrix"
"3075";"Q9UQ80";"PA2G4_HUMAN";"C:cytoplasm"
"3076";"Q9UQ80";"PA2G4_HUMAN";"C:nucleolus"
"3080";"Q9UQ80";"PA2G4_HUMAN";"C:ribonucleoprotein complex"
"3084";"Q9Y277";"VDAC3_HUMAN";"C:mitochondrial outer membrane"
"3088";"Q9Y277";"VDAC3_HUMAN";"C:pore complex"
"3090";"Q9Y383";"LC7L2_HUMAN";"C:nuclear speck"
"3091";"Q9Y383";"LC7L2_HUMAN";"C:U1 snRNP"
"3094";"Q9Y3U8";"RL36_HUMAN";"C:nucleolus"
"3101";"Q9Y3U8";"RL36_HUMAN";"C:cytosolic large ribosomal subunit"
"3103";"Q9Y490";"TLN1_HUMAN";"C:cell-cell junction"
"3106";"Q9Y490";"TLN1_HUMAN";"C:cell surface"
"3112";"Q9Y490";"TLN1_HUMAN";"C:extracellular vesicular exosome"
"3113";"Q9Y490";"TLN1_HUMAN";"C:intracellular membrane-bounded organelle"
"3115";"Q9Y490";"TLN1_HUMAN";"C:plasma membrane"
"3117";"Q9Y490";"TLN1_HUMAN";"C:actin cytoskeleton"
"3118";"Q9Y490";"TLN1_HUMAN";"C:ruffle membrane"
"3119";"Q9Y490";"TLN1_HUMAN";"C:cytosol"
"3122";"Q9Y490";"TLN1_HUMAN";"C:focal adhesion"
"3124";"Q9Y490";"TLN1_HUMAN";"C:ruffle"
"3125";"Q9Y490";"TLN1_HUMAN";"C:centrosome"
