"";"accession";"name";"go_name"
"152";"Q92820";"GGH_HUMAN";"P:response to zinc ion, P:response to insulin, P:glutamine metabolic process, C:extracellular vesicular exosome, F:gamma-glutamyl-peptidase activity, C:lysosome, C:extracellular space, C:melanosome, C:cytosol, P:response to ethanol, P:response to drug"
"153";"P34896";"GLYC_HUMAN";"F:amino acid binding, P:glycine biosynthetic process from serine, P:protein homotetramerization, P:protein tetramerization, C:mitochondrion, P:carnitine biosynthetic process, C:extracellular vesicular exosome, F:protein homodimerization activity, F:L-allo-threonine aldolase activity, P:L-serine catabolic process, F:pyridoxal phosphate binding, P:purine nucleobase biosynthetic process, C:cytosol, P:tetrahydrofolate interconversion, C:nucleus, P:folic acid metabolic process, F:glycine hydroxymethyltransferase activity"
"154";"P07203";"GPX1_HUMAN";"P:triglyceride metabolic process, P:skeletal muscle tissue regeneration, P:response to glucose, P:heart contraction, P:interaction with symbiont, P:vasodilation, P:negative regulation of intrinsic apoptotic signaling pathway in response to oxidative stress, P:response to selenium ion, P:negative regulation of apoptotic process, P:purine nucleobase metabolic process, P:myoblast proliferation, P:aging, P:response to gamma radiation, P:response to symbiotic bacterium, P:sensory perception of sound, P:regulation of gene expression, epigenetic, P:regulation of mammary gland epithelial cell proliferation, F:glutathione binding, P:positive regulation of protein kinase B signaling, P:purine nucleotide catabolic process, P:regulation of proteasomal protein catabolic process, P:lipoxygenase pathway, P:fat cell differentiation, P:intrinsic apoptotic signaling pathway in response to oxidative stress, P:UV protection, P:negative regulation of release of cytochrome c from mitochondria, F:glutathione peroxidase activity, P:negative regulation of inflammatory response to antigenic stimulus, P:protein oxidation, P:angiogenesis involved in wound healing, P:blood vessel endothelial cell migration, P:regulation of neuron apoptotic process, P:hydrogen peroxide catabolic process, C:cytosol, C:mitochondrion, P:response to xenobiotic stimulus, P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:endothelial cell development, P:negative regulation of extrinsic apoptotic signaling pathway via death domain receptors, P:skeletal muscle fiber development, C:nucleus, P:temperature homeostasis, P:response to nicotine, P:cell redox homeostasis, P:response to estradiol, P:glutathione metabolic process, P:response to lipid hydroperoxide, F:selenium binding, P:arachidonic acid metabolic process, F:phospholipid-hydroperoxide glutathione peroxidase activity, P:response to toxic substance, P:response to folic acid"
"155";"P38646";"GRP75_HUMAN";"F:unfolded protein binding, P:cellular protein metabolic process, C:nucleolus, P:protein folding, P:protein targeting to mitochondrion, F:ATP binding, P:negative regulation of apoptotic process, C:extracellular vesicular exosome, C:mitochondrial nucleoid, P:protein export from nucleus"
"156";"P11021";"GRP78_HUMAN";"C:extracellular vesicular exosome, C:cell surface, F:unfolded protein binding, C:endoplasmic reticulum lumen, P:platelet activation, P:cerebellar Purkinje cell layer development, P:activation of signaling protein activity involved in unfolded protein response, F:chaperone binding, F:ATP binding, P:positive regulation of protein ubiquitination, C:midbody, F:ATPase activity, P:cellular response to interleukin-4, P:cellular response to antibiotic, F:ribosome binding, P:substantia nigra development, P:ER-associated ubiquitin-dependent protein catabolic process, C:integral component of endoplasmic reticulum membrane, P:regulation of protein folding in endoplasmic reticulum, P:ER overload response, P:cerebellum structural organization, F:calcium ion binding, C:melanosome, P:negative regulation of apoptotic process, F:misfolded protein binding, C:endoplasmic reticulum-Golgi intermediate compartment, C:endoplasmic reticulum chaperone complex, C:nucleus, P:platelet degranulation, P:negative regulation of transforming growth factor beta receptor signaling pathway, P:cellular response to glucose starvation"
"157";"Q9Y2Q3";"GSTK1_HUMAN";"F:glutathione transferase activity, F:protein disulfide oxidoreductase activity, C:mitochondrial matrix, C:peroxisome, C:mitochondrial inner membrane, C:extracellular vesicular exosome, P:epithelial cell differentiation, P:glutathione metabolic process, F:glutathione peroxidase activity"
"158";"P10412";"H14_HUMAN";"C:nucleosome, P:nucleosome positioning, P:nucleosome assembly, C:nucleus, F:DNA binding"
"159";"Q92522";"H1X_HUMAN";"F:DNA binding, P:nucleosome assembly, C:nucleus, C:nucleosome"
"160";"P0C0S8";"H2A1_HUMAN";"C:extracellular vesicular exosome, C:nucleosome, F:DNA binding, C:nucleus, P:nucleosome assembly"
"161";"O75367";"H2AY_HUMAN";"F:chromatin binding, P:chromatin modification, F:DNA binding, C:condensed chromosome, P:nucleosome assembly, C:sex chromatin, C:Barr body, C:nucleosome, P:dosage compensation"
"162";"P06899";"H2B1J_HUMAN";"P:nucleosome assembly, C:nucleus, C:nucleosome, F:DNA binding, P:defense response to bacterium"
"163";"O60814";"H2B1K_HUMAN";"P:nucleosome assembly, C:nucleus, C:nucleosome, F:DNA binding, P:defense response to bacterium"
"164";"Q6DN03";"H2B2C_HUMAN";"C:nucleus, C:nucleosome, P:nucleosome assembly, F:DNA binding"
"165";"P68431";"H31_HUMAN";"F:DNA binding, P:blood coagulation, C:nucleosome, C:nucleoplasm, P:nucleosome assembly, P:regulation of gene silencing, C:extracellular vesicular exosome"
"166";"P62805";"H4_HUMAN";"P:negative regulation of megakaryocyte differentiation, C:nucleosome, P:phosphatidylinositol-mediated signaling, P:CENP-A containing nucleosome assembly at centromere, C:nucleolus, C:extracellular vesicular exosome, P:telomere maintenance, F:DNA binding, C:actin cytoskeleton, C:nucleoplasm"
"167";"Q13442";"HAP28_HUMAN";"P:signal transduction, P:cell proliferation"
"168";"Q99714";"HCD2_HUMAN";"F:3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity, F:3-hydroxyacyl-CoA dehydrogenase activity, F:testosterone dehydrogenase [NAD(P)] activity, C:endoplasmic reticulum, P:cellular nitrogen compound metabolic process, P:branched-chain amino acid catabolic process, C:mitochondrial inner membrane, P:lipid metabolic process, F:cholate 7-alpha-dehydrogenase activity, P:tRNA processing, C:mitochondrial matrix, C:plasma membrane"
"169";"Q16836";"HCDH_HUMAN";"C:nucleus, P:fatty acid beta-oxidation, C:mitochondrial matrix, F:NAD+ binding, F:3-hydroxyacyl-CoA dehydrogenase activity"
"170";"P51610";"HCFC1_HUMAN";"F:sequence-specific DNA binding transcription factor activity, C:histone acetyltransferase complex, P:negative regulation of transcription from RNA polymerase II promoter, C:MLL5-L complex, F:chromatin binding, P:positive regulation of cell cycle, C:Set1C/COMPASS complex, C:neuronal cell body, C:mitochondrion, P:release from viral latency, P:regulation of protein complex assembly, P:transcription from RNA polymerase II promoter, P:histone H4-K8 acetylation, P:protein stabilization, F:transcription coactivator activity, P:histone H4-K16 acetylation, P:cell cycle, P:histone H4-K5 acetylation, P:positive regulation of gene expression, C:MLL1 complex"
"171";"Q13547";"HDAC1_HUMAN";"P:fungiform papilla formation, F:histone deacetylase activity, F:transcription factor binding, F:core promoter binding, P:positive regulation of cell proliferation, P:transforming growth factor beta receptor signaling pathway, P:positive regulation of transcription from RNA polymerase II promoter, P:Notch signaling pathway, P:histone H4 deacetylation, F:RNA polymerase II transcription corepressor activity, P:mitotic cell cycle, P:negative regulation by host of viral transcription, P:epidermal cell differentiation, P:neurotrophin TRK receptor signaling pathway, F:NAD-dependent histone deacetylase activity (H3-K14 specific), P:chromatin remodeling, C:cytosol, P:blood coagulation, F:NAD-dependent histone deacetylase activity (H3-K18 specific), F:NAD-dependent histone deacetylase activity (H3-K9 specific), P:transcription initiation from RNA polymerase II promoter, F:sequence-specific DNA binding transcription factor activity, C:Sin3 complex, P:odontogenesis of dentin-containing tooth, P:hair follicle placode formation, P:negative regulation of androgen receptor signaling pathway, P:viral process, P:positive regulation of receptor biosynthetic process, P:histone H3 deacetylation, C:NuRD complex, P:eyelid development in camera-type eye, P:negative regulation of cell cycle, F:NAD-dependent histone deacetylase activity (H4-K16 specific), P:embryonic digit morphogenesis, P:negative regulation of apoptotic process"
"172";"P04233";"HG2A_HUMAN";"P:cell proliferation, P:T cell selection, P:positive regulation of macrophage cytokine production, P:negative regulation of apoptotic process, C:trans-Golgi network membrane, P:negative thymic T cell selection, P:positive regulation of type 2 immune response, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, F:MHC class II protein binding, P:macrophage migration inhibitory factor signaling pathway, C:lysosomal membrane, P:defense response, P:positive regulation of B cell proliferation, P:positive regulation of dendritic cell antigen processing and presentation, P:positive regulation of cytokine-mediated signaling pathway, P:activation of MAPK activity, F:beta-amyloid binding, P:prostaglandin biosynthetic process, F:identical protein binding, P:negative regulation of T cell differentiation, P:negative regulation of peptide secretion, C:external side of plasma membrane, P:positive regulation of neutrophil chemotaxis, P:immunoglobulin mediated immune response, P:protein complex assembly, P:regulation of macrophage activation, P:positive regulation of T cell differentiation, C:clathrin-coated endocytic vesicle membrane, P:positive thymic T cell selection, P:positive regulation of ERK1 and ERK2 cascade, C:MHC class II protein complex, C:integral component of lumenal side of endoplasmic reticulum membrane, P:chaperone mediated protein folding requiring cofactor, P:negative regulation of DNA damage response, signal transduction by p53 class mediator, C:macrophage migration inhibitory factor receptor complex, C:extracellular vesicular exosome, C:Golgi membrane, C:NOS2-CD74 complex, P:intracellular protein transport, C:plasma membrane, P:positive regulation of peptidyl-tyrosine phosphorylation, F:cytokine receptor activity, P:positive regulation of chemokine (C-X-C motif) ligand 2 production, C:ER to Golgi transport vesicle membrane, P:negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator, C:multivesicular body, P:antigen processing and presentation of endogenous antigen, C:lysosomal lumen, P:positive regulation of fibroblast proliferation, C:cell surface, P:negative regulation of mature B cell apoptotic process"
"173";"B2RPK0";"HGB1A_HUMAN";"C:nucleus, C:chromosome, F:DNA binding"
"174";"P26583";"HMGB2_HUMAN";"F:RAGE receptor binding, P:positive regulation of DNA binding, P:base-excision repair, DNA ligation, P:male gonad development, P:cell chemotaxis, P:positive regulation of nuclease activity, P:positive regulation of megakaryocyte differentiation, F:DNA binding, bending, C:extracellular space, F:damaged DNA binding, P:apoptotic DNA fragmentation, P:cellular response to lipopolysaccharide, C:nucleoplasm, C:condensed chromosome, P:spermatid nucleus differentiation, P:nucleosome assembly, F:double-stranded DNA binding, P:negative regulation of extrinsic apoptotic signaling pathway via death domain receptors, P:response to steroid hormone, F:sequence-specific DNA binding transcription factor activity, P:positive regulation of erythrocyte differentiation, F:transcription regulatory region DNA binding, F:chemoattractant activity, C:perinuclear region of cytoplasm, P:V(D)J recombination, P:positive regulation of endothelial cell proliferation, P:phosphatidylinositol-mediated signaling, F:single-stranded DNA binding, C:protein complex, P:DNA topological change, P:negative regulation of transcription, DNA-templated, P:positive regulation of transcription from RNA polymerase II promoter"
"175";"P05114";"HMGN1_HUMAN";"P:response to UV-B, P:transcription-coupled nucleotide-excision repair, P:chromatin organization, P:response to UV-C, F:DNA binding, P:post-embryonic camera-type eye morphogenesis, P:positive regulation of DNA-templated transcription, elongation, C:chromatin, P:pyrimidine dimer repair by nucleotide-excision repair, P:regulation of epithelial cell proliferation, C:nucleus, P:regulation of transcription from RNA polymerase II promoter, F:chromatin binding, P:regulation of development, heterochronic, C:cytoplasm"
"176";"O14979";"HNRDL_HUMAN";"F:nucleotide binding, F:single-stranded DNA binding, C:cytoplasm, F:RNA binding, C:nucleus, F:DNA binding, P:RNA processing, F:poly(A) RNA binding, C:spliceosomal complex, P:transcription, DNA-templated, F:poly(G) RNA binding, P:regulation of transcription, DNA-templated, F:double-stranded DNA binding, P:regulation of gene expression"
"177";"P31943";"HNRH1_HUMAN";"F:nucleotide binding, C:cytoplasm, P:regulation of RNA splicing, C:catalytic step 2 spliceosome, C:nucleoplasm, F:poly(U) RNA binding, P:mRNA splicing, via spliceosome, C:actin cytoskeleton"
"178";"P31942";"HNRH3_HUMAN";"C:spliceosomal complex, P:mRNA splicing, via spliceosome, P:epithelial cell differentiation, F:RNA binding, F:nucleotide binding"
"179";"Q1KMD3";"HNRL2_HUMAN";"C:nucleus, F:nucleic acid binding"
"180";"P07910";"HNRPC_HUMAN";"F:RNA binding, C:catalytic step 2 spliceosome, C:nucleoplasm, F:nucleotide binding, P:mRNA splicing, via spliceosome, C:extracellular vesicular exosome"
"181";"Q14103";"HNRPD_HUMAN";"P:transcription, DNA-templated, C:nucleoplasm, C:ribonucleoprotein complex, P:regulation of mRNA stability, F:telomeric DNA binding, P:positive regulation of transcription, DNA-templated, F:nucleotide binding, P:RNA catabolic process, C:cytosol, P:mRNA splicing, via spliceosome, F:RNA binding"
"182";"P52597";"HNRPF_HUMAN";"F:single-stranded RNA binding, P:regulation of RNA splicing, F:nucleotide binding, C:catalytic step 2 spliceosome, C:nucleoplasm, C:cytoplasm, P:mRNA splicing, via spliceosome"
"183";"P61978";"HNRPK_HUMAN";"P:regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter, P:regulation of low-density lipoprotein particle clearance, F:RNA binding, C:extracellular vesicular exosome, C:podosome, C:nucleoplasm, C:nuclear chromatin, P:positive regulation of receptor-mediated endocytosis, P:signal transduction, P:mRNA splicing, via spliceosome, C:cytoplasm, P:positive regulation of low-density lipoprotein particle receptor biosynthetic process, C:cell projection, F:single-stranded DNA binding, P:viral process, F:RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription, C:cell junction, F:RNA polymerase II core promoter proximal region sequence-specific DNA binding, C:catalytic step 2 spliceosome"
"184";"P14866";"HNRPL_HUMAN";"C:extracellular vesicular exosome, F:transcription regulatory region DNA binding, C:pronucleus, C:ribonucleoprotein complex, C:cytoplasm, F:nucleotide binding, P:mRNA splicing, via spliceosome, C:nucleoplasm, F:RNA binding"
"185";"P52272";"HNRPM_HUMAN";"F:RNA binding, P:alternative mRNA splicing, via spliceosome, F:nucleotide binding, C:catalytic step 2 spliceosome, C:nuclear matrix, C:integral component of plasma membrane, C:paraspeckles"
"186";"O60506";"HNRPQ_HUMAN";"C:catalytic step 2 spliceosome, C:CRD-mediated mRNA stability complex, P:negative regulation of translation, P:viral process, C:nucleoplasm, F:nucleotide binding, F:RNA binding, C:GAIT complex, P:CRD-mediated mRNA stabilization, C:histone pre-mRNA 3'end processing complex, F:poly(A) RNA binding, P:cellular response to interferon-gamma, P:mRNA splicing, via spliceosome, C:endoplasmic reticulum"
"187";"O43390";"HNRPR_HUMAN";"C:nucleoplasm, F:nucleotide binding, P:mRNA splicing, via spliceosome, C:cytoplasm, C:catalytic step 2 spliceosome, F:RNA binding"
"188";"Q00839";"HNRPU_HUMAN";"F:RNA binding, F:DNA binding, F:ATP binding, P:mRNA splicing, via spliceosome, C:cell surface, C:catalytic step 2 spliceosome, P:CRD-mediated mRNA stabilization, C:CRD-mediated mRNA stability complex, C:nucleoplasm"
"189";"Q86YZ3";"HORN_HUMAN";"C:cornified envelope, F:calcium ion binding, P:keratinization, P:establishment of skin barrier, C:extracellular vesicular exosome"
"190";"P07900";"HS90A_HUMAN";"C:extracellular vesicular exosome, P:protein refolding, P:innate immune response, P:regulation of nitric-oxide synthase activity, P:response to salt stress, P:skeletal muscle contraction, C:mitochondrion, F:TPR domain binding, P:positive regulation of cardiac muscle contraction, P:nitric oxide metabolic process, C:apical plasma membrane, C:basolateral plasma membrane, C:neuron projection, P:positive regulation of nitric oxide biosynthetic process, P:Fc-gamma receptor signaling pathway involved in phagocytosis, C:cell surface, F:GTP binding, F:ATP binding, C:extracellular matrix, P:protein import into mitochondrial outer membrane, P:positive regulation of lamellipodium assembly, F:dATP binding, P:cardiac muscle cell apoptotic process, P:axon guidance, C:perinuclear region of cytoplasm, C:neuronal cell body, P:chaperone-mediated protein complex assembly, P:positive regulation of cell size, F:nitric-oxide synthase regulator activity, P:neuron migration, P:response to heat, F:CTP binding, C:brush border membrane, C:cytosol, C:protein complex, F:MHC class II protein complex binding, F:protein homodimerization activity, C:endocytic vesicle lumen, F:UTP binding, C:melanosome, P:response to unfolded protein, P:positive regulation of protein import into nucleus, translocation, P:response to estrogen, F:ATPase activity, P:G2/M transition of mitotic cell cycle, F:mRNA binding, C:plasma membrane"
"191";"P08238";"HS90B_HUMAN";"C:basolateral plasma membrane, F:UTP binding, F:ATP binding, P:innate immune response, P:regulation of interferon-gamma-mediated signaling pathway, P:positive regulation of protein serine/threonine kinase activity, C:extracellular vesicular exosome, P:positive regulation of protein import into nucleus, translocation, F:nitric-oxide synthase regulator activity, C:brush border membrane, P:negative regulation of proteasomal ubiquitin-dependent protein catabolic process, C:apical plasma membrane, F:dATP binding, F:double-stranded RNA binding, P:cellular response to organic cyclic compound, P:nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway, P:regulation of type I interferon-mediated signaling pathway, P:response to unfolded protein, P:cellular response to interleukin-4, C:mitochondrion, C:melanosome, P:positive regulation of protein binding, P:protein folding, P:Fc-gamma receptor signaling pathway involved in phagocytosis, P:positive regulation of cell size, P:axon guidance, P:placenta development, F:CTP binding, F:GTP binding, C:cell surface, F:TPR domain binding, C:cytosol, F:MHC class II protein complex binding, P:response to salt stress, P:negative regulation of neuron apoptotic process, C:inclusion body, P:positive regulation of nitric oxide biosynthetic process"
"192";"P08107";"HSP71_HUMAN";"F:double-stranded RNA binding, P:protein refolding, P:mRNA catabolic process, F:unfolded protein binding, F:virus receptor activity, C:blood microparticle, C:mitochondrion, C:ribonucleoprotein complex, P:negative regulation of apoptotic process, C:perinuclear region of cytoplasm, P:response to unfolded protein, C:endoplasmic reticulum, P:response to virus, F:ATP binding, F:protein binding involved in protein folding, C:extracellular vesicular exosome, P:positive regulation of erythrocyte differentiation, C:aggresome, P:gene expression, P:negative regulation of cell growth, P:negative regulation of cell proliferation, C:cytosol, P:negative regulation of inclusion body assembly, C:nuclear speck, P:negative regulation of extrinsic apoptotic signaling pathway in absence of ligand"
"193";"P11142";"HSP7C_HUMAN";"C:clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane, C:nucleolus, P:axon guidance, C:ribonucleoprotein complex, C:extracellular vesicular exosome, F:ATP binding, C:Prp19 complex, C:cytosol, P:mRNA processing, P:gene expression, C:melanosome, C:spliceosomal complex, P:mRNA metabolic process, P:viral process, P:RNA splicing, P:negative regulation of transcription, DNA-templated, P:neurotransmitter secretion, C:plasma membrane, P:post-Golgi vesicle-mediated transport, P:regulation of cell cycle, C:blood microparticle, P:protein folding, P:response to unfolded protein, F:MHC class II protein complex binding, P:chaperone mediated protein folding requiring cofactor, F:ATPase activity, coupled, P:transcription, DNA-templated"
"194";"P04792";"HSPB1_HUMAN";"C:spindle, P:regulation of I-kappaB kinase/NF-kappaB signaling, C:Z disc, P:regulation of translational initiation, P:cellular component movement, P:positive regulation of tumor necrosis factor biosynthetic process, P:positive regulation of angiogenesis, P:intracellular signal transduction, P:mRNA metabolic process, P:response to virus, P:positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway, F:protein kinase C inhibitor activity, P:response to unfolded protein, C:extracellular vesicular exosome, P:negative regulation of intrinsic apoptotic signaling pathway in response to oxidative stress, P:positive regulation of blood vessel endothelial cell migration, C:cytoskeleton, C:proteasome complex, C:cytosol, F:ubiquitin binding, P:gene expression, C:nucleus, P:retina homeostasis, F:protein kinase C binding, P:positive regulation of interleukin-1 beta production, C:plasma membrane, C:extracellular space, P:cell death, P:negative regulation of apoptotic process"
"195";"Q7Z5L9";"I2BP2_HUMAN";"P:regulation of transcription, DNA-templated, C:cytoplasm, C:nucleus, P:transcription, DNA-templated, F:metal ion binding"
"196";"P20810";"ICAL_HUMAN";"F:cysteine-type endopeptidase inhibitor activity, P:negative regulation of type B pancreatic cell apoptotic process, F:endopeptidase inhibitor activity, C:membrane"
"197";"P48735";"IDHP_HUMAN";"P:isocitrate metabolic process, P:tricarboxylic acid cycle, C:mitochondrial matrix, F:NAD binding, C:mitochondrial inner membrane, F:magnesium ion binding, P:2-oxoglutarate metabolic process, P:carbohydrate metabolic process, P:glyoxylate cycle, F:isocitrate dehydrogenase (NADP+) activity"
"198";"P05198";"IF2A_HUMAN";"C:polysome, F:ribosome binding, F:translation initiation factor activity, P:regulation of translational initiation in response to stress, P:protein autophosphorylation, C:cytoplasmic stress granule, C:eukaryotic translation initiation factor 2 complex, C:extracellular vesicular exosome, P:activation of signaling protein activity involved in unfolded protein response, C:nucleus, C:cytosol"
"199";"P20042";"IF2B_HUMAN";"P:in utero embryonic development, F:metal ion binding, C:eukaryotic translation initiation factor 2 complex, P:male gonad development, P:male germ cell proliferation, F:translation initiation factor activity, C:cytosol"
"200";"P41091";"IF2G_HUMAN";"F:translation initiation factor activity, F:GTPase activity, C:cytosol, C:extracellular vesicular exosome, F:GTP binding"
"201";"O60841";"IF2P_HUMAN";"F:translation initiation factor activity, F:GTPase activity, P:GTP catabolic process, C:cytosol, P:regulation of translational initiation, F:GTP binding"
"202";"P60842";"IF4A1_HUMAN";"P:organ regeneration, F:ATP-dependent helicase activity, P:nuclear-transcribed mRNA poly(A) tail shortening, F:translation initiation factor activity, F:double-stranded RNA binding, F:ATP binding, F:translation factor activity, nucleic acid binding, F:helicase activity, P:ATP catabolic process, F:RNA cap binding, C:cytosol, C:eukaryotic translation initiation factor 4F complex, P:translational initiation, C:extracellular vesicular exosome, P:cytokine-mediated signaling pathway, P:viral process, F:mRNA binding"
"203";"P38919";"IF4A3_HUMAN";"F:poly(A) RNA binding, P:cytokine-mediated signaling pathway, P:rRNA processing, C:nuclear speck, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:ATP-dependent RNA helicase activity, C:catalytic step 2 spliceosome, C:cytosol, P:positive regulation of translation, P:mRNA transport, P:mRNA splicing, via spliceosome, P:negative regulation of translation, P:nuclear-transcribed mRNA poly(A) tail shortening, C:exon-exon junction complex, F:ATP binding"
"204";"P23588";"IF4B_HUMAN";"P:insulin receptor signaling pathway, P:regulation of translational initiation, C:cytosol, P:nuclear-transcribed mRNA poly(A) tail shortening, C:eukaryotic translation initiation factor 4F complex, F:translation initiation factor activity, F:nucleotide binding"
"205";"Q04637";"IF4G1_HUMAN";"P:cytokine-mediated signaling pathway, P:cell death, F:translation initiation factor activity, P:lung development, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:nuclear-transcribed mRNA poly(A) tail shortening, C:eukaryotic translation initiation factor 4F complex, P:insulin receptor signaling pathway, P:viral process, P:regulation of translational initiation, C:cytosol, P:response to ethanol"
"206";"P78344";"IF4G2_HUMAN";"C:eukaryotic translation initiation factor 4F complex, P:cell cycle arrest, F:translation initiation factor activity, C:cytosol, P:cell death, P:cytokine-mediated signaling pathway, P:regulation of translational initiation"
"207";"Q15056";"IF4H_HUMAN";"P:regulation of translational initiation, C:perinuclear region of cytoplasm, F:nucleotide binding, C:eukaryotic translation initiation factor 4F complex, P:viral process, C:cytosol, P:sexual reproduction, P:developmental growth, F:translation initiation factor activity"
"208";"P13164";"IFM1_HUMAN";"P:response to interferon-alpha, P:response to interferon-beta, P:ossification, P:negative regulation of cell proliferation, P:response to virus, P:defense response to virus, F:receptor signaling protein activity, P:type I interferon signaling pathway, P:response to interferon-gamma, P:regulation of immune response, C:plasma membrane, P:negative regulation of cell migration, C:integral component of membrane, P:negative regulation of viral genome replication, P:negative regulation of viral entry into host cell, P:positive regulation of osteoblast differentiation"
"209";"Q12905";"ILF2_HUMAN";"F:double-stranded RNA binding, P:positive regulation of transcription, DNA-templated, P:transcription, DNA-templated, C:cytoplasm, F:transferase activity, C:nucleolus, F:ATP binding, P:immune response, C:ribonucleoprotein complex, F:DNA binding"
"210";"Q12906";"ILF3_HUMAN";"F:double-stranded RNA binding, P:negative regulation of viral genome replication, P:negative regulation of transcription, DNA-templated, C:ribonucleoprotein complex, P:M phase, C:nucleus, P:positive regulation of transcription, DNA-templated, P:protein phosphorylation, C:mitochondrion, C:nucleolus, P:transcription, DNA-templated, F:DNA binding, P:defense response to virus, P:negative regulation of translation"
"211";"A1L0T0";"ILVBL_HUMAN";"F:transferase activity, F:thiamine pyrophosphate binding, C:integral component of membrane, P:metabolic process, F:magnesium ion binding"
"212";"Q14974";"IMB1_HUMAN";"P:intracellular transport of virus, F:protein transporter activity, P:apoptotic DNA fragmentation, C:nuclear membrane, C:nucleoplasm, F:nuclear localization sequence binding, P:protein import into nucleus, translocation, C:cytosol, P:ribosomal protein import into nucleus, C:extracellular vesicular exosome, P:NLS-bearing protein import into nucleus, F:zinc ion binding, C:nuclear pore, P:small molecule metabolic process, P:cytokine-mediated signaling pathway"
"213";"P12268";"IMDH2_HUMAN";"C:nucleus, P:purine nucleobase metabolic process, F:DNA binding, F:metal ion binding, F:nucleotide binding, C:peroxisomal membrane, C:extracellular vesicular exosome, P:GMP biosynthetic process, F:adenyl nucleotide binding, F:IMP dehydrogenase activity, C:cytosol, F:RNA binding, P:purine ribonucleoside monophosphate biosynthetic process"
"214";"P46940";"IQGA1_HUMAN";"F:phosphatidylinositol-3,4,5-trisphosphate binding, F:Ras GTPase activator activity, C:cell leading edge, F:GTPase activator activity, P:positive regulation of protein kinase activity, P:small GTPase mediated signal transduction, P:signal transduction, C:actin filament, C:neuron projection, P:negative regulation of dephosphorylation, P:positive regulation of Ras GTPase activity, P:glomerular visceral epithelial cell development, C:midbody, C:cytoplasm, C:extrinsic component of cytoplasmic side of plasma membrane, P:energy reserve metabolic process, P:regulation of insulin secretion, F:calcium ion binding, C:nucleus, C:ribonucleoprotein complex, C:microtubule, P:small molecule metabolic process, P:regulation of cytokine production, P:cellular response to calcium ion, C:slit diaphragm, F:GTPase inhibitor activity, F:calmodulin binding, C:lateral plasma membrane, C:extracellular vesicular exosome"
"215";"Q13576";"IQGA2_HUMAN";"F:phosphatidylinositol-3,4,5-trisphosphate binding, C:microtubule, P:signal transduction, C:actin cytoskeleton, C:extracellular vesicular exosome, C:microvillus, P:positive regulation of Ras GTPase activity, F:Ras GTPase activator activity, F:GTPase inhibitor activity, P:small GTPase mediated signal transduction, F:actin binding"
"216";"Q15652";"JHD2C_HUMAN";"P:regulation of transcription, DNA-templated, P:transcription, DNA-templated, P:blood coagulation, F:metal ion binding, F:dioxygenase activity, C:nucleoplasm, F:thyroid hormone receptor binding, P:chromatin modification"
"217";"A6NCN2";"K121P_HUMAN";"F:structural molecule activity, C:extracellular space, C:keratin filament"
"218";"P13645";"K1C10_HUMAN";"P:keratinocyte differentiation, C:cytoplasm, C:extracellular space, F:structural constituent of epidermis, P:cellular response to calcium ion, C:keratin filament, C:intermediate filament, C:extracellular vesicular exosome"
"219";"P13646";"K1C13_HUMAN";"P:cellular response to retinoic acid, F:structural molecule activity, P:response to radiation, C:extracellular vesicular exosome, P:tongue morphogenesis, C:keratin filament"
"220";"P02533";"K1C14_HUMAN";"C:keratin filament, C:cell periphery, C:cytosol, F:structural constituent of cytoskeleton, P:epithelial cell differentiation, P:epidermis development, C:extracellular vesicular exosome, P:response to ionizing radiation, P:hemidesmosome assembly, P:intermediate filament bundle assembly, P:response to zinc ion, C:nucleus"
"221";"P19012";"K1C15_HUMAN";"C:extracellular vesicular exosome, P:epidermis development, F:structural constituent of cytoskeleton, C:intermediate filament"
"222";"P08779";"K1C16_HUMAN";"C:intermediate filament, P:epidermis development, P:cell proliferation, P:intermediate filament cytoskeleton organization, F:structural constituent of cytoskeleton, C:extracellular vesicular exosome, P:cytoskeleton organization"
"223";"Q6A162";"K1C40_HUMAN";"C:intermediate filament, F:structural molecule activity"
"224";"P35527";"K1C9_HUMAN";"F:structural constituent of cytoskeleton, P:epidermis development, C:intermediate filament, C:extracellular vesicular exosome, C:extracellular space, P:intermediate filament organization"
"225";"Q15323";"K1H1_HUMAN";"P:epidermis development, C:extracellular space, F:structural constituent of cytoskeleton, C:intermediate filament"
"226";"Q14532";"K1H2_HUMAN";"F:structural molecule activity, P:epidermis development, C:intermediate filament"
"227";"P35908";"K22E_HUMAN";"C:keratin filament, P:keratinocyte activation, P:keratinocyte proliferation, C:intermediate filament, C:extracellular vesicular exosome, F:structural constituent of cytoskeleton, P:keratinocyte migration, P:keratinization, C:extracellular space, C:Golgi apparatus"
