"";"X";"accession";"name";"go_name"
"86";86;"P17844";"DDX5_HUMAN";"P:regulation of viral genome replication, P:mRNA splicing, via spliceosome, P:positive regulation of transcription from RNA polymerase II promoter, P:regulation of skeletal muscle cell differentiation, F:ATP-dependent RNA helicase activity, P:circadian rhythm, F:RNA helicase activity, P:regulation of androgen receptor signaling pathway, F:androgen receptor binding, F:pre-mRNA binding, P:regulation of osteoblast differentiation, P:regulation of alternative mRNA splicing, via spliceosome, P:intrinsic apoptotic signaling pathway by p53 class mediator, F:estrogen receptor binding, P:in utero embryonic development, C:catalytic step 2 spliceosome, C:extracellular vesicular exosome, P:ATP catabolic process, P:negative regulation of transcription from RNA polymerase II promoter, P:cell growth, C:nucleolus, F:transcription coactivator activity, F:ATP binding, P:positive regulation of DNA damage response, signal transduction by p53 class mediator, P:positive regulation of intracellular estrogen receptor signaling pathway, P:transcription, DNA-templated"
"87";87;"Q9BQ39";"DDX50_HUMAN";"C:nucleolus, F:ATP binding, C:plasma membrane, P:ATP catabolic process, F:RNA binding, F:ATP-dependent helicase activity"
"90";90;"Q8NBQ5";"DHB11_HUMAN";"P:steroid biosynthetic process, C:lipid particle, F:estradiol 17-beta-dehydrogenase activity, C:cytoplasm, F:steroid dehydrogenase activity, P:androgen catabolic process, C:extracellular region"
"96";96;"P31689";"DNJA1_HUMAN";"P:response to heat, F:low-density lipoprotein particle receptor binding, P:sperm motility, P:spermatogenesis, C:extracellular vesicular exosome, F:metal ion binding, P:androgen receptor signaling pathway, C:membrane, P:response to unfolded protein, F:ATP binding, P:protein folding"
"97";97;"P25685";"DNJB1_HUMAN";"C:extracellular vesicular exosome, C:nucleolus, P:response to unfolded protein, P:chaperone cofactor-dependent protein refolding, P:chaperone mediated protein folding requiring cofactor, C:cytoplasm"
"100";100;"Q16555";"DPYL2_HUMAN";"P:response to drug, C:membrane, P:positive regulation of glutamate secretion, P:response to amphetamine, P:response to cocaine, C:cytosol, P:olfactory bulb development, P:regulation of neuron differentiation, C:dendrite, P:spinal cord development, F:dihydropyrimidinase activity, P:endocytosis, C:extracellular vesicular exosome, P:pyrimidine nucleobase catabolic process, C:growth cone, P:axon guidance, C:mitochondrion, P:signal transduction, C:axon, C:protein complex, P:nucleobase-containing compound metabolic process, C:neuronal cell body, P:cytoskeleton organization, C:cytoskeleton, P:synaptic vesicle transport"
"104";104;"Q14204";"DYHC1_HUMAN";"F:ATPase activity, P:microtubule-based movement, P:mitotic spindle organization, P:cell death, C:Golgi apparatus, P:cytoplasmic mRNA processing body assembly, P:transport, C:cytosol, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:centrosome, P:G2/M transition of mitotic cell cycle, C:microtubule, F:microtubule motor activity, C:cytoplasmic dynein complex, F:ATP binding, P:stress granule assembly, C:extracellular vesicular exosome, P:ATP catabolic process"
"105";105;"P63167";"DYL1_HUMAN";"P:regulation of transcription, DNA-templated, C:kinetochore, P:intrinsic apoptotic signaling pathway, C:centrosome, P:transport, P:positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway, P:anatomical structure morphogenesis, P:actin cytoskeleton organization, P:transcription, DNA-templated, P:substantia nigra development, C:mitochondrion, P:negative regulation of phosphorylation, P:female gamete generation, C:cytoplasmic dynein complex, P:microtubule-based process, C:nucleus, C:microtubule, C:cytosol, P:regulation of catalytic activity, F:motor activity, C:mitotic spindle, P:G2/M transition of mitotic cell cycle, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:plasma membrane, P:viral process, F:nitric-oxide synthase regulator activity"
"106";106;"Q15125";"EBP_HUMAN";"F:drug transmembrane transporter activity, F:C-8 sterol isomerase activity, C:integral component of plasma membrane, F:cholestenol delta-isomerase activity, F:transmembrane signaling receptor activity, C:endoplasmic reticulum membrane, P:hemopoiesis, P:skeletal system development, F:steroid delta-isomerase activity, P:cholesterol biosynthetic process"
"107";107;"Q13011";"ECH1_HUMAN";"F:isomerase activity, C:mitochondrion, P:fatty acid beta-oxidation, C:peroxisome, C:extracellular vesicular exosome"
"108";108;"P68104";"EF1A1_HUMAN";"C:extracellular space, P:transcription, DNA-templated, C:eukaryotic translation elongation factor 1 complex, C:nucleus, F:translation elongation factor activity, C:cytosol, F:GTP binding, C:plasma membrane, F:GTPase activity, C:extracellular vesicular exosome, P:GTP catabolic process, P:regulation of transcription, DNA-templated"
"112";112;"P13639";"EF2_HUMAN";"C:polysome, F:GTPase activity, P:positive regulation of gene expression, C:ribonucleoprotein complex, F:GTP binding, F:translation activator activity, P:translational elongation, C:extracellular vesicular exosome, F:translation elongation factor activity, C:cytosol"
"113";113;"P49411";"EFTU_HUMAN";"F:translation elongation factor activity, F:GTPase activity, C:mitochondrial nucleoid, C:extracellular vesicular exosome, P:GTP catabolic process, F:GTP binding"
"115";115;"P55884";"EIF3B_HUMAN";"C:eukaryotic translation initiation factor 3 complex, F:protein complex scaffold, C:extracellular vesicular exosome, P:formation of translation preinitiation complex, F:nucleotide binding, P:regulation of translational initiation, C:eukaryotic 48S preinitiation complex, F:translation initiation factor activity, C:eukaryotic 43S preinitiation complex, C:cytosol"
"118";118;"P60228";"EIF3E_HUMAN";"C:eukaryotic 43S preinitiation complex, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:nucleoplasm, C:eukaryotic 48S preinitiation complex, P:formation of translation preinitiation complex, C:cytosol, C:eukaryotic translation initiation factor 3 complex, C:PML body, F:translation initiation factor activity, C:extracellular vesicular exosome, P:negative regulation of translational initiation"
"121";121;"O15372";"EIF3H_HUMAN";"C:cytosol, C:eukaryotic 48S preinitiation complex, C:eukaryotic 43S preinitiation complex, C:extracellular vesicular exosome, P:translational initiation, C:eukaryotic translation initiation factor 3 complex, P:formation of translation preinitiation complex, P:regulation of translational initiation, F:translation initiation factor activity"
"122";122;"Q13347";"EIF3I_HUMAN";"C:eukaryotic 48S preinitiation complex, C:eukaryotic 43S preinitiation complex, F:translation initiation factor activity, P:regulation of translational initiation, C:extracellular vesicular exosome, C:cytosol, P:formation of translation preinitiation complex, C:eukaryotic translation initiation factor 3 complex"
"128";128;"P06733";"ENOA_HUMAN";"C:M band, F:transcription corepressor activity, C:cytosol, F:magnesium ion binding, P:negative regulation of cell growth, P:small molecule metabolic process, C:phosphopyruvate hydratase complex, P:negative regulation of transcription from RNA polymerase II promoter, P:glycolysis, C:plasma membrane, F:phosphopyruvate hydratase activity, C:nucleus, C:extracellular vesicular exosome, F:DNA binding, F:sequence-specific DNA binding transcription factor activity, P:gluconeogenesis, C:extracellular space, P:transcription, DNA-templated, P:response to virus"
"129";129;"P14625";"ENPL_HUMAN";"F:ATP binding, C:cytosol, F:RNA binding, C:melanosome, P:protein transport, C:midbody, P:ER-associated ubiquitin-dependent protein catabolic process, P:actin rod assembly, C:extracellular vesicular exosome, P:activation of signaling protein activity involved in unfolded protein response, C:perinuclear region of cytoplasm, P:protein folding, F:calcium ion binding, P:toll-like receptor signaling pathway, P:innate immune response, C:endoplasmic reticulum membrane, C:endocytic vesicle lumen, F:low-density lipoprotein particle receptor binding, P:sequestering of calcium ion, P:response to hypoxia, C:endoplasmic reticulum lumen, F:virion binding, P:regulation of phosphoprotein phosphatase activity, P:negative regulation of apoptotic process, C:plasma membrane, F:protein phosphatase binding, P:cellular response to ATP"
"131";131;"O94905";"ERLN2_HUMAN";"C:integral component of membrane, C:plasma membrane, P:cell death, C:endoplasmic reticulum membrane, C:protein complex, P:ER-associated ubiquitin-dependent protein catabolic process"
"132";132;"Q9UI08";"EVL_HUMAN";"P:organ morphogenesis, C:cytosol, C:focal adhesion, P:positive regulation of stress fiber assembly, P:negative regulation of ruffle assembly, P:negative regulation of epithelial cell migration, P:actin polymerization or depolymerization, P:protein homotetramerization, P:axon guidance, C:lamellipodium, F:profilin binding, C:cytoskeleton, P:cell surface receptor signaling pathway, F:SH3 domain binding"
"133";133;"Q01844";"EWS_HUMAN";"F:RNA binding, P:transcription, DNA-templated, P:regulation of transcription, DNA-templated, F:zinc ion binding, C:plasma membrane, C:nucleus, C:cytoplasm, F:nucleotide binding"
"134";134;"P15311";"EZRI_HUMAN";"C:cortical cytoskeleton, C:astrocyte projection, P:actin filament bundle assembly, C:Schwann cell microvillus, C:nucleolus, C:cytosol, C:actin filament, C:uropod, C:microvillus, P:establishment or maintenance of apical/basal cell polarity, C:T-tubule, P:regulation of cell shape, C:cell body, P:epithelial cell differentiation, P:receptor internalization, C:microspike, P:cytoskeletal anchoring at plasma membrane, C:extracellular vesicular exosome, C:extrinsic component of membrane, C:ruffle membrane, P:filopodium assembly, C:ruffle, C:filopodium, C:microvillus membrane, F:actin filament binding, C:apical plasma membrane, P:leukocyte cell-cell adhesion, C:membrane raft, P:membrane to membrane docking, C:basolateral plasma membrane, C:cell tip, C:apical part of cell, P:axon guidance"
"137";137;"P49327";"FAS_HUMAN";"F:3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity, F:zinc ion binding, C:mitochondrion, F:3-oxoacyl-[acyl-carrier-protein] synthase activity, F:3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity, P:triglyceride biosynthetic process, C:plasma membrane, P:positive regulation of cellular metabolic process, F:drug binding, F:[acyl-carrier-protein] S-acetyltransferase activity, C:Golgi apparatus, C:glycogen granule, P:cellular response to interleukin-4, P:long-chain fatty-acyl-CoA biosynthetic process, P:fatty acid metabolic process, F:myristoyl-[acyl-carrier-protein] hydrolase activity, C:cytosol, C:extracellular vesicular exosome, F:fatty acid synthase activity, C:melanosome, F:enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity, P:fatty acid biosynthetic process, P:energy reserve metabolic process, F:enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity, F:3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity, P:pantothenate metabolic process, F:palmitoyl-[acyl-carrier-protein] hydrolase activity, P:acetyl-CoA metabolic process, F:NADPH binding, F:[acyl-carrier-protein] S-malonyltransferase activity, F:oleoyl-[acyl-carrier-protein] hydrolase activity"
"138";138;"P22087";"FBRL_HUMAN";"F:histone-glutamine methyltransferase activity, P:snoRNA metabolic process, F:RNA binding, P:rRNA processing, C:box C/D snoRNP complex, P:tRNA processing, P:histone glutamine methylation, C:extracellular vesicular exosome, C:granular component, C:Cajal body"
"141";141;"P21333";"FLNA_HUMAN";"C:cytosol, C:plasma membrane, C:dendritic shaft, F:signal transducer activity, C:nucleus, C:cortical cytoskeleton, P:establishment of protein localization, P:platelet activation, P:positive regulation of transcription factor import into nucleus, P:negative regulation of sequence-specific DNA binding transcription factor activity, P:adenylate cyclase-inhibiting dopamine receptor signaling pathway, C:actin filament, P:spindle assembly involved in mitosis, P:actin crosslink formation, P:epithelial to mesenchymal transition, P:negative regulation of protein catabolic process, P:early endosome to late endosome transport, P:mRNA transcription from RNA polymerase II promoter, F:Ral GTPase binding, P:actin cytoskeleton reorganization, P:receptor clustering, P:platelet degranulation, F:Rac GTPase binding, F:glycoprotein binding, C:perinuclear region of cytoplasm, P:cytoplasmic sequestering of protein, F:actin filament binding, C:apical dendrite, F:protein homodimerization activity, C:extracellular vesicular exosome, P:cilium assembly, C:trans-Golgi network, C:Myb complex, P:protein localization to cell surface, P:positive regulation of I-kappaB kinase/NF-kappaB signaling, C:actin cytoskeleton, C:neuronal cell body, P:cell junction assembly, P:protein stabilization, F:Fc-gamma receptor I complex binding"
"142";142;"O75369";"FLNB_HUMAN";"C:extracellular vesicular exosome, C:cell cortex, C:cytosol, P:actin cytoskeleton organization, C:plasma membrane, P:cell differentiation, C:focal adhesion, P:skeletal muscle tissue development, P:cytoskeletal anchoring at plasma membrane, C:actin cytoskeleton, P:cytokine-mediated signaling pathway, C:integral component of membrane, C:Z disc, F:actin binding, C:stress fiber"
"146";146;"Q13283";"G3BP1_HUMAN";"C:cytoplasm, F:ATP-dependent DNA helicase activity, P:transport, P:nucleic acid phosphodiester bond hydrolysis, C:plasma membrane, F:mRNA binding, F:ATP-dependent RNA helicase activity, F:ATP binding, C:cytosol, F:endonuclease activity, C:cytoplasmic stress granule, C:nucleus, P:Ras protein signal transduction, P:negative regulation of canonical Wnt signaling pathway, F:DNA binding"
"148";148;"P04406";"G3P_HUMAN";"C:perinuclear region of cytoplasm, P:small molecule metabolic process, P:negative regulation of translation, F:NAD binding, P:microtubule cytoskeleton organization, F:microtubule binding, P:peptidyl-cysteine S-trans-nitrosylation, C:extracellular vesicular exosome, P:protein stabilization, F:glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity, C:lipid particle, C:nucleus, C:GAIT complex, P:neuron apoptotic process, C:cytosol, P:cellular response to interferon-gamma, C:ribonucleoprotein complex, C:microtubule cytoskeleton, P:glycolysis, F:peptidyl-cysteine S-nitrosylase activity, P:gluconeogenesis, F:NADP binding, C:plasma membrane"
"149";149;"P63244";"GBLP_HUMAN";"P:positive regulation of intrinsic apoptotic signaling pathway, P:negative regulation of Wnt signaling pathway, P:negative regulation of cell growth, P:positive regulation of GTPase activity, P:positive regulation of gastrulation, P:viral process, P:positive regulation of protein homooligomerization, C:neuronal cell body, P:positive regulation of protein phosphorylation, C:mitochondrion, P:positive regulation of mitochondrial depolarization, P:positive regulation of cAMP catabolic process, C:cytoskeleton, P:negative regulation of protein kinase B signaling, P:positive regulation of proteasomal ubiquitin-dependent protein catabolic process, F:ion channel inhibitor activity, C:phagocytic cup, P:negative regulation of translation, F:protein tyrosine kinase inhibitor activity, C:cytosol, C:nucleus, C:perinuclear region of cytoplasm, C:dendrite, C:perikaryon, P:regulation of protein localization, P:positive regulation of cell migration, P:negative regulation of phagocytosis, P:gastrulation, P:positive regulation of cyclic-nucleotide phosphodiesterase activity, P:positive regulation of apoptotic process, P:regulation of establishment of protein localization to plasma membrane, P:regulation of establishment of cell polarity, F:cysteine-type endopeptidase activator activity involved in apoptotic process, C:midbody, P:regulation of cell division, F:receptor tyrosine kinase binding, F:SH2 domain binding, F:protein kinase C binding, F:protein complex scaffold, C:small ribosomal subunit, C:extracellular vesicular exosome, P:cell cycle, P:regulation of cell cycle, P:rhythmic process"
"151";151;"P52566";"GDIR2_HUMAN";"P:regulation of small GTPase mediated signal transduction, P:actin cytoskeleton organization, C:cytosol, P:cellular component movement, C:cytoskeleton, P:multicellular organismal development, C:extracellular vesicular exosome, P:positive regulation of GTPase activity, P:Rho protein signal transduction, F:Rho GDP-dissociation inhibitor activity, C:cytoplasmic membrane-bounded vesicle, P:negative regulation of cell adhesion, P:immune response, F:GTPase activator activity"
"152";152;"Q92820";"GGH_HUMAN";"P:response to zinc ion, P:response to insulin, P:glutamine metabolic process, C:extracellular vesicular exosome, F:gamma-glutamyl-peptidase activity, C:lysosome, C:extracellular space, C:melanosome, C:cytosol, P:response to ethanol, P:response to drug"
"153";153;"P34896";"GLYC_HUMAN";"F:amino acid binding, P:glycine biosynthetic process from serine, P:protein homotetramerization, P:protein tetramerization, C:mitochondrion, P:carnitine biosynthetic process, C:extracellular vesicular exosome, F:protein homodimerization activity, F:L-allo-threonine aldolase activity, P:L-serine catabolic process, F:pyridoxal phosphate binding, P:purine nucleobase biosynthetic process, C:cytosol, P:tetrahydrofolate interconversion, C:nucleus, P:folic acid metabolic process, F:glycine hydroxymethyltransferase activity"
"155";155;"P38646";"GRP75_HUMAN";"F:unfolded protein binding, P:cellular protein metabolic process, C:nucleolus, P:protein folding, P:protein targeting to mitochondrion, F:ATP binding, P:negative regulation of apoptotic process, C:extracellular vesicular exosome, C:mitochondrial nucleoid, P:protein export from nucleus"
"156";156;"P11021";"GRP78_HUMAN";"C:extracellular vesicular exosome, C:cell surface, F:unfolded protein binding, C:endoplasmic reticulum lumen, P:platelet activation, P:cerebellar Purkinje cell layer development, P:activation of signaling protein activity involved in unfolded protein response, F:chaperone binding, F:ATP binding, P:positive regulation of protein ubiquitination, C:midbody, F:ATPase activity, P:cellular response to interleukin-4, P:cellular response to antibiotic, F:ribosome binding, P:substantia nigra development, P:ER-associated ubiquitin-dependent protein catabolic process, C:integral component of endoplasmic reticulum membrane, P:regulation of protein folding in endoplasmic reticulum, P:ER overload response, P:cerebellum structural organization, F:calcium ion binding, C:melanosome, P:negative regulation of apoptotic process, F:misfolded protein binding, C:endoplasmic reticulum-Golgi intermediate compartment, C:endoplasmic reticulum chaperone complex, C:nucleus, P:platelet degranulation, P:negative regulation of transforming growth factor beta receptor signaling pathway, P:cellular response to glucose starvation"
"157";157;"Q9Y2Q3";"GSTK1_HUMAN";"F:glutathione transferase activity, F:protein disulfide oxidoreductase activity, C:mitochondrial matrix, C:peroxisome, C:mitochondrial inner membrane, C:extracellular vesicular exosome, P:epithelial cell differentiation, P:glutathione metabolic process, F:glutathione peroxidase activity"
"160";160;"P0C0S8";"H2A1_HUMAN";"C:extracellular vesicular exosome, C:nucleosome, F:DNA binding, C:nucleus, P:nucleosome assembly"
"165";165;"P68431";"H31_HUMAN";"F:DNA binding, P:blood coagulation, C:nucleosome, C:nucleoplasm, P:nucleosome assembly, P:regulation of gene silencing, C:extracellular vesicular exosome"
"166";166;"P62805";"H4_HUMAN";"P:negative regulation of megakaryocyte differentiation, C:nucleosome, P:phosphatidylinositol-mediated signaling, P:CENP-A containing nucleosome assembly at centromere, C:nucleolus, C:extracellular vesicular exosome, P:telomere maintenance, F:DNA binding, C:actin cytoskeleton, C:nucleoplasm"
"168";168;"Q99714";"HCD2_HUMAN";"F:3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity, F:3-hydroxyacyl-CoA dehydrogenase activity, F:testosterone dehydrogenase [NAD(P)] activity, C:endoplasmic reticulum, P:cellular nitrogen compound metabolic process, P:branched-chain amino acid catabolic process, C:mitochondrial inner membrane, P:lipid metabolic process, F:cholate 7-alpha-dehydrogenase activity, P:tRNA processing, C:mitochondrial matrix, C:plasma membrane"
"172";172;"P04233";"HG2A_HUMAN";"P:cell proliferation, P:T cell selection, P:positive regulation of macrophage cytokine production, P:negative regulation of apoptotic process, C:trans-Golgi network membrane, P:negative thymic T cell selection, P:positive regulation of type 2 immune response, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, F:MHC class II protein binding, P:macrophage migration inhibitory factor signaling pathway, C:lysosomal membrane, P:defense response, P:positive regulation of B cell proliferation, P:positive regulation of dendritic cell antigen processing and presentation, P:positive regulation of cytokine-mediated signaling pathway, P:activation of MAPK activity, F:beta-amyloid binding, P:prostaglandin biosynthetic process, F:identical protein binding, P:negative regulation of T cell differentiation, P:negative regulation of peptide secretion, C:external side of plasma membrane, P:positive regulation of neutrophil chemotaxis, P:immunoglobulin mediated immune response, P:protein complex assembly, P:regulation of macrophage activation, P:positive regulation of T cell differentiation, C:clathrin-coated endocytic vesicle membrane, P:positive thymic T cell selection, P:positive regulation of ERK1 and ERK2 cascade, C:MHC class II protein complex, C:integral component of lumenal side of endoplasmic reticulum membrane, P:chaperone mediated protein folding requiring cofactor, P:negative regulation of DNA damage response, signal transduction by p53 class mediator, C:macrophage migration inhibitory factor receptor complex, C:extracellular vesicular exosome, C:Golgi membrane, C:NOS2-CD74 complex, P:intracellular protein transport, C:plasma membrane, P:positive regulation of peptidyl-tyrosine phosphorylation, F:cytokine receptor activity, P:positive regulation of chemokine (C-X-C motif) ligand 2 production, C:ER to Golgi transport vesicle membrane, P:negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator, C:multivesicular body, P:antigen processing and presentation of endogenous antigen, C:lysosomal lumen, P:positive regulation of fibroblast proliferation, C:cell surface, P:negative regulation of mature B cell apoptotic process"
"174";174;"P26583";"HMGB2_HUMAN";"F:RAGE receptor binding, P:positive regulation of DNA binding, P:base-excision repair, DNA ligation, P:male gonad development, P:cell chemotaxis, P:positive regulation of nuclease activity, P:positive regulation of megakaryocyte differentiation, F:DNA binding, bending, C:extracellular space, F:damaged DNA binding, P:apoptotic DNA fragmentation, P:cellular response to lipopolysaccharide, C:nucleoplasm, C:condensed chromosome, P:spermatid nucleus differentiation, P:nucleosome assembly, F:double-stranded DNA binding, P:negative regulation of extrinsic apoptotic signaling pathway via death domain receptors, P:response to steroid hormone, F:sequence-specific DNA binding transcription factor activity, P:positive regulation of erythrocyte differentiation, F:transcription regulatory region DNA binding, F:chemoattractant activity, C:perinuclear region of cytoplasm, P:V(D)J recombination, P:positive regulation of endothelial cell proliferation, P:phosphatidylinositol-mediated signaling, F:single-stranded DNA binding, C:protein complex, P:DNA topological change, P:negative regulation of transcription, DNA-templated, P:positive regulation of transcription from RNA polymerase II promoter"
"180";180;"P07910";"HNRPC_HUMAN";"F:RNA binding, C:catalytic step 2 spliceosome, C:nucleoplasm, F:nucleotide binding, P:mRNA splicing, via spliceosome, C:extracellular vesicular exosome"
"183";183;"P61978";"HNRPK_HUMAN";"P:regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter, P:regulation of low-density lipoprotein particle clearance, F:RNA binding, C:extracellular vesicular exosome, C:podosome, C:nucleoplasm, C:nuclear chromatin, P:positive regulation of receptor-mediated endocytosis, P:signal transduction, P:mRNA splicing, via spliceosome, C:cytoplasm, P:positive regulation of low-density lipoprotein particle receptor biosynthetic process, C:cell projection, F:single-stranded DNA binding, P:viral process, F:RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription, C:cell junction, F:RNA polymerase II core promoter proximal region sequence-specific DNA binding, C:catalytic step 2 spliceosome"
"184";184;"P14866";"HNRPL_HUMAN";"C:extracellular vesicular exosome, F:transcription regulatory region DNA binding, C:pronucleus, C:ribonucleoprotein complex, C:cytoplasm, F:nucleotide binding, P:mRNA splicing, via spliceosome, C:nucleoplasm, F:RNA binding"
"185";185;"P52272";"HNRPM_HUMAN";"F:RNA binding, P:alternative mRNA splicing, via spliceosome, F:nucleotide binding, C:catalytic step 2 spliceosome, C:nuclear matrix, C:integral component of plasma membrane, C:paraspeckles"
"188";188;"Q00839";"HNRPU_HUMAN";"F:RNA binding, F:DNA binding, F:ATP binding, P:mRNA splicing, via spliceosome, C:cell surface, C:catalytic step 2 spliceosome, P:CRD-mediated mRNA stabilization, C:CRD-mediated mRNA stability complex, C:nucleoplasm"
"189";189;"Q86YZ3";"HORN_HUMAN";"C:cornified envelope, F:calcium ion binding, P:keratinization, P:establishment of skin barrier, C:extracellular vesicular exosome"
"190";190;"P07900";"HS90A_HUMAN";"C:extracellular vesicular exosome, P:protein refolding, P:innate immune response, P:regulation of nitric-oxide synthase activity, P:response to salt stress, P:skeletal muscle contraction, C:mitochondrion, F:TPR domain binding, P:positive regulation of cardiac muscle contraction, P:nitric oxide metabolic process, C:apical plasma membrane, C:basolateral plasma membrane, C:neuron projection, P:positive regulation of nitric oxide biosynthetic process, P:Fc-gamma receptor signaling pathway involved in phagocytosis, C:cell surface, F:GTP binding, F:ATP binding, C:extracellular matrix, P:protein import into mitochondrial outer membrane, P:positive regulation of lamellipodium assembly, F:dATP binding, P:cardiac muscle cell apoptotic process, P:axon guidance, C:perinuclear region of cytoplasm, C:neuronal cell body, P:chaperone-mediated protein complex assembly, P:positive regulation of cell size, F:nitric-oxide synthase regulator activity, P:neuron migration, P:response to heat, F:CTP binding, C:brush border membrane, C:cytosol, C:protein complex, F:MHC class II protein complex binding, F:protein homodimerization activity, C:endocytic vesicle lumen, F:UTP binding, C:melanosome, P:response to unfolded protein, P:positive regulation of protein import into nucleus, translocation, P:response to estrogen, F:ATPase activity, P:G2/M transition of mitotic cell cycle, F:mRNA binding, C:plasma membrane"
"191";191;"P08238";"HS90B_HUMAN";"C:basolateral plasma membrane, F:UTP binding, F:ATP binding, P:innate immune response, P:regulation of interferon-gamma-mediated signaling pathway, P:positive regulation of protein serine/threonine kinase activity, C:extracellular vesicular exosome, P:positive regulation of protein import into nucleus, translocation, F:nitric-oxide synthase regulator activity, C:brush border membrane, P:negative regulation of proteasomal ubiquitin-dependent protein catabolic process, C:apical plasma membrane, F:dATP binding, F:double-stranded RNA binding, P:cellular response to organic cyclic compound, P:nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway, P:regulation of type I interferon-mediated signaling pathway, P:response to unfolded protein, P:cellular response to interleukin-4, C:mitochondrion, C:melanosome, P:positive regulation of protein binding, P:protein folding, P:Fc-gamma receptor signaling pathway involved in phagocytosis, P:positive regulation of cell size, P:axon guidance, P:placenta development, F:CTP binding, F:GTP binding, C:cell surface, F:TPR domain binding, C:cytosol, F:MHC class II protein complex binding, P:response to salt stress, P:negative regulation of neuron apoptotic process, C:inclusion body, P:positive regulation of nitric oxide biosynthetic process"
"192";192;"P08107";"HSP71_HUMAN";"F:double-stranded RNA binding, P:protein refolding, P:mRNA catabolic process, F:unfolded protein binding, F:virus receptor activity, C:blood microparticle, C:mitochondrion, C:ribonucleoprotein complex, P:negative regulation of apoptotic process, C:perinuclear region of cytoplasm, P:response to unfolded protein, C:endoplasmic reticulum, P:response to virus, F:ATP binding, F:protein binding involved in protein folding, C:extracellular vesicular exosome, P:positive regulation of erythrocyte differentiation, C:aggresome, P:gene expression, P:negative regulation of cell growth, P:negative regulation of cell proliferation, C:cytosol, P:negative regulation of inclusion body assembly, C:nuclear speck, P:negative regulation of extrinsic apoptotic signaling pathway in absence of ligand"
"193";193;"P11142";"HSP7C_HUMAN";"C:clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane, C:nucleolus, P:axon guidance, C:ribonucleoprotein complex, C:extracellular vesicular exosome, F:ATP binding, C:Prp19 complex, C:cytosol, P:mRNA processing, P:gene expression, C:melanosome, C:spliceosomal complex, P:mRNA metabolic process, P:viral process, P:RNA splicing, P:negative regulation of transcription, DNA-templated, P:neurotransmitter secretion, C:plasma membrane, P:post-Golgi vesicle-mediated transport, P:regulation of cell cycle, C:blood microparticle, P:protein folding, P:response to unfolded protein, F:MHC class II protein complex binding, P:chaperone mediated protein folding requiring cofactor, F:ATPase activity, coupled, P:transcription, DNA-templated"
"194";194;"P04792";"HSPB1_HUMAN";"C:spindle, P:regulation of I-kappaB kinase/NF-kappaB signaling, C:Z disc, P:regulation of translational initiation, P:cellular component movement, P:positive regulation of tumor necrosis factor biosynthetic process, P:positive regulation of angiogenesis, P:intracellular signal transduction, P:mRNA metabolic process, P:response to virus, P:positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway, F:protein kinase C inhibitor activity, P:response to unfolded protein, C:extracellular vesicular exosome, P:negative regulation of intrinsic apoptotic signaling pathway in response to oxidative stress, P:positive regulation of blood vessel endothelial cell migration, C:cytoskeleton, C:proteasome complex, C:cytosol, F:ubiquitin binding, P:gene expression, C:nucleus, P:retina homeostasis, F:protein kinase C binding, P:positive regulation of interleukin-1 beta production, C:plasma membrane, C:extracellular space, P:cell death, P:negative regulation of apoptotic process"
"198";198;"P05198";"IF2A_HUMAN";"C:polysome, F:ribosome binding, F:translation initiation factor activity, P:regulation of translational initiation in response to stress, P:protein autophosphorylation, C:cytoplasmic stress granule, C:eukaryotic translation initiation factor 2 complex, C:extracellular vesicular exosome, P:activation of signaling protein activity involved in unfolded protein response, C:nucleus, C:cytosol"
"200";200;"P41091";"IF2G_HUMAN";"F:translation initiation factor activity, F:GTPase activity, C:cytosol, C:extracellular vesicular exosome, F:GTP binding"
"202";202;"P60842";"IF4A1_HUMAN";"P:organ regeneration, F:ATP-dependent helicase activity, P:nuclear-transcribed mRNA poly(A) tail shortening, F:translation initiation factor activity, F:double-stranded RNA binding, F:ATP binding, F:translation factor activity, nucleic acid binding, F:helicase activity, P:ATP catabolic process, F:RNA cap binding, C:cytosol, C:eukaryotic translation initiation factor 4F complex, P:translational initiation, C:extracellular vesicular exosome, P:cytokine-mediated signaling pathway, P:viral process, F:mRNA binding"
