"";"X";"accession";"name";"go_name"
"99";99;"P62899";"RL31_HUMAN";"C:cytosolic large ribosomal subunit, P:SRP-dependent cotranslational protein targeting to membrane, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:RNA binding, P:translational initiation, C:extracellular vesicular exosome, P:translational elongation, P:translational termination, P:viral transcription, F:structural constituent of ribosome"
"101";101;"P36578";"RL4_HUMAN";"P:SRP-dependent cotranslational protein targeting to membrane, P:translational elongation, P:translational termination, F:structural constituent of ribosome, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription, P:translational initiation, C:cytosolic large ribosomal subunit, C:extracellular vesicular exosome, F:RNA binding, C:nucleolus"
"103";103;"P62263";"RS14_HUMAN";"F:structural constituent of ribosome, C:extracellular vesicular exosome, C:nucleolus, P:SRP-dependent cotranslational protein targeting to membrane, F:translation regulator activity, P:translational elongation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:mitochondrion, P:viral transcription, P:ribosomal small subunit assembly, P:negative regulation of transcription from RNA polymerase II promoter, P:translational initiation, P:maturation of SSU-rRNA, P:translational termination, P:erythrocyte differentiation, F:mRNA 5'-UTR binding, C:cytosolic small ribosomal subunit"
"104";104;"P62241";"RS8_HUMAN";"P:translational elongation, P:maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), P:SRP-dependent cotranslational protein targeting to membrane, F:structural constituent of ribosome, P:viral transcription, P:translational termination, C:extracellular vesicular exosome, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:translational initiation, C:cytosolic small ribosomal subunit"
"105";105;"Q96P63";"SPB12_HUMAN";"C:extracellular space, F:enzyme binding, P:regulation of proteolysis, C:cytoplasm, F:serine-type endopeptidase inhibitor activity, P:negative regulation of protein catabolic process"
"107";107;"P16949";"STMN1_HUMAN";"F:tubulin binding, C:membrane, C:microtubule, C:intracellular, F:signal transducer activity, P:response to virus, P:intracellular signal transduction, C:cytosol, P:axonogenesis, P:microtubule depolymerization, P:positive regulation of cellular component movement, P:mitotic spindle organization, P:negative regulation of microtubule polymerization, C:extracellular vesicular exosome"
"109";109;"P68371";"TBB4B_HUMAN";"P:protein polymerization, P:G2/M transition of mitotic cell cycle, P:cellular component movement, F:unfolded protein binding, F:GTPase activity, P:natural killer cell mediated cytotoxicity, C:cytosol, C:extracellular vesicular exosome, F:structural constituent of cytoskeleton, C:nucleus, P:spindle assembly, P:'de novo' posttranslational protein folding, F:MHC class I protein binding, C:microtubule, F:GTP binding, F:double-stranded RNA binding, C:plasma membrane"
"110";110;"P07437";"TBB5_HUMAN";"P:microtubule-based process, F:structural molecule activity, C:extracellular vesicular exosome, P:cellular component movement, P:protein polymerization, F:MHC class I protein binding, P:cytoskeleton-dependent intracellular transport, P:natural killer cell mediated cytotoxicity, P:spindle assembly, F:GTPase activity, P:cell division, C:cytosol, C:cell body, P:G2/M transition of mitotic cell cycle, F:structural constituent of cytoskeleton, C:plasma membrane, F:GTP binding, C:microtubule, C:nuclear envelope lumen"
"111";111;"P22735";"TGM1_HUMAN";"C:extracellular vesicular exosome, P:peptide cross-linking, F:protein-glutamine gamma-glutamyltransferase activity, C:cornified envelope, P:keratinization, P:cellular protein modification process, P:cell envelope organization, F:metal ion binding, C:intrinsic component of membrane, P:organ morphogenesis, P:keratinocyte differentiation, C:cell-cell adherens junction"
"112";112;"Q08188";"TGM3_HUMAN";"P:keratinization, F:protein-glutamine gamma-glutamyltransferase activity, P:cell envelope organization, C:cytoplasm, C:extracellular vesicular exosome, P:protein tetramerization, P:hair follicle morphogenesis, C:extrinsic component of cytoplasmic side of plasma membrane, P:keratinocyte differentiation, P:peptide cross-linking, F:calcium ion binding"
"113";113;"P0CG47";"UBB_HUMAN";"P:positive regulation of transcription from RNA polymerase II promoter, P:regulation of transcription from RNA polymerase II promoter in response to hypoxia, P:toll-like receptor TLR1:TLR2 signaling pathway, P:toll-like receptor 3 signaling pathway, P:negative regulation of transcription from RNA polymerase II promoter, P:toll-like receptor 2 signaling pathway, P:mRNA metabolic process, P:positive regulation of apoptotic process, P:positive regulation of type I interferon production, P:negative regulation of type I interferon production, P:neurotrophin TRK receptor signaling pathway, P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, C:cytosol, P:I-kappaB kinase/NF-kappaB signaling, P:Fc-epsilon receptor signaling pathway, P:Notch signaling pathway, P:toll-like receptor 4 signaling pathway, P:negative regulation of epidermal growth factor receptor signaling pathway, P:apoptotic signaling pathway, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, P:toll-like receptor 9 signaling pathway, P:cytokine-mediated signaling pathway, P:G1/S transition of mitotic cell cycle, C:nucleoplasm, P:transcription initiation from RNA polymerase II promoter, P:viral protein processing, P:nucleotide-binding oligomerization domain containing signaling pathway, P:transforming growth factor beta receptor signaling pathway, P:protein polyubiquitination, P:toll-like receptor 5 signaling pathway, P:toll-like receptor TLR6:TLR2 signaling pathway, P:fibroblast growth factor receptor signaling pathway, P:epidermal growth factor receptor signaling pathway, P:MyD88-dependent toll-like receptor signaling pathway, P:virion assembly, P:activation of MAPK activity, P:T cell receptor signaling pathway, P:ion transmembrane transport, P:positive regulation of I-kappaB kinase/NF-kappaB signaling, P:DNA repair, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:endosomal transport, C:endocytic vesicle membrane, P:TRIF-dependent toll-like receptor signaling pathway, P:Notch receptor processing, P:JNK cascade, C:endosome membrane, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:positive regulation of NF-kappaB transcription factor activity, P:innate immune response, P:negative regulation of apoptotic process, P:negative regulation of transforming growth factor beta receptor signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:plasma membrane, P:toll-like receptor 10 signaling pathway"
"114";114;"P67809";"YBOX1_HUMAN";"C:CRD-mediated mRNA stability complex, P:in utero embryonic development, C:cytoplasmic stress granule, P:negative regulation of striated muscle cell differentiation, F:RNA binding, F:sequence-specific DNA binding transcription factor activity, P:mRNA splicing, via spliceosome, C:U12-type spliceosomal complex, C:nucleoplasm, F:double-stranded DNA binding, P:negative regulation of transcription from RNA polymerase II promoter, C:histone pre-mRNA 3'end processing complex, P:CRD-mediated mRNA stabilization, P:positive regulation of cell division, F:single-stranded DNA binding, P:transcription from RNA polymerase II promoter, C:extracellular vesicular exosome"
