"";"protein.acs";"X.1";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5455.1.id.csv";"peptide.count.P5455.2.id.csv";"spectra.count.P5455.1.id.csv";"spectra.count.P5455.2.id.csv";"dNSAF.P5455.1.id.csv";"dNSAF.P5455.2.id.csv";"Go.Cc";"norm.sc";"Go.Mf"
"61";"P11586";78;78;"P11586";"C1TC_HUMAN";"C-1-tetrahydrofolate synthase, cytoplasmic";"MTHFD1";2;2;0,000322670250613854;NA;2;NA;2;NA;0,000958263348824645;"cytosol, mitochondrion, extracellular vesicular exosome";0,000489955903968643;"methenyltetrahydrofolate cyclohydrolase activity, formate-tetrahydrofolate ligase activity, methylenetetrahydrofolate dehydrogenase (NADP+) activity, methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity, ATP binding"
"62";"P12821";80;80;"P12821-1,P12821-2";"ACE_HUMAN";"Angiotensin-converting enzyme";"ACE";4;4;0,000231008180952491;4;NA;4;NA;NA;NA;"extracellular vesicular exosome, extracellular region, extracellular space, integral component of membrane, endosome, external side of plasma membrane, plasma membrane";0,000979911807937286;"endopeptidase activity, bradykinin receptor binding, zinc ion binding, carboxypeptidase activity, actin binding, peptidyl-dipeptidase activity, drug binding, chloride ion binding, protein binding, metallopeptidase activity"
"63";"P13598";81;81;"P13598";"ICAM2_HUMAN";"Intercellular adhesion molecule 2";"ICAM2";3;6;0,00329123655626131;3;3;3;3;0,00487251814266885;0,00488714307900569;"integral component of plasma membrane, extracellular vesicular exosome, uropod, plasma membrane";0,00146986771190593;"integrin binding"
"64";"P13612";82;82;"P13612";"ITA4_HUMAN";"Integrin alpha-4";"ITGA4";13;23;0,00336193010632312;10;12;10;13;0,00432797961638868;0,00564326114581568;"integrin complex, cell surface, external side of plasma membrane, plasma membrane, extracellular vesicular exosome";0,00563449289563939;"cell adhesion molecule binding, metal ion binding, protein binding"
"65";"P13639";83;83;"P13639";"EF2_HUMAN";"Elongation factor 2";"EEF2";10;16;0,00281302269765924;8;8;8;8;0,00416454542108449;0,00417704536667153;"ribonucleoprotein complex, extracellular vesicular exosome, polysome, cytosol, nucleus";0,00391964723174914;"GTPase activity, translation activator activity, translation elongation factor activity, GTP binding, poly(A) RNA binding, protein kinase binding"
"66";"P13645";84;84;"P13645";"K1C10_HUMAN";"Keratin, type I cytoskeletal 10";"KRT10";22;52;0,0146325792129603;18;22;25;27;0,0212507187015656;0,0221401778895082;"extracellular vesicular exosome, cytoplasm, keratin filament, nucleus, intermediate filament, extracellular space";0,0127388535031847;"structural constituent of epidermis"
"67";"P13646";85;85;"P13646-1,P13646-3";"K1C13_HUMAN";"Keratin, type I cytoskeletal 13";"KRT13";0;0;0;0;0;0;0;NA;NA;"extracellular vesicular exosome, nucleus, keratin filament, intermediate filament cytoskeleton";0;"structural molecule activity"
"68";"P13647";86;86;"P13647";"K2C5_HUMAN";"Keratin, type II cytoskeletal 5";"KRT5";7;14;0,0046378582395767;6;7;7;7;0,00706561011272131;0,00671769946126722;"nucleus, plasma membrane, intermediate filament, cytoplasm, cytosol, extracellular vesicular exosome, keratin filament, mitochondrion";0,0034296913277805;"structural constituent of cytoskeleton, scaffold protein binding, protein binding"
"69";"P13796";87;87;"P13796";"PLSL_HUMAN";"Plastin-2";"LCP1";6;8;0,00192469974050369;5;3;5;3;0,00356178226803279;0,00214348380658144;"focal adhesion, filopodium, extracellular vesicular exosome, actin filament, plasma membrane, ruffle membrane, cytoplasm, phagocytic cup, cytosol, extracellular space, actin cytoskeleton, ruffle, actin filament bundle";0,00195982361587457;"actin filament binding, calcium ion binding, actin binding"
"70";"P14618";89;89;"P14618-1";"KPYM_HUMAN";"Pyruvate kinase PKM";"PKM";17;26;0,00738617117930582;12;14;12;14;NA;NA;"cytoplasm, extracellular vesicular exosome, nucleus, cytosol, plasma membrane, cilium, mitochondrion";0,00636942675159236;"ATP binding, pyruvate kinase activity, protein binding, MHC class II protein complex binding, magnesium ion binding, poly(A) RNA binding, potassium ion binding"
"71";"P14625";90;90;"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";4;6;0,00123448207426631;3;3;3;3;0,00183553765648484;0,00182583178543176;"cytosol, midbody, nucleus, perinuclear region of cytoplasm, endocytic vesicle lumen, plasma membrane, endoplasmic reticulum lumen, melanosome, endoplasmic reticulum, endoplasmic reticulum membrane, extracellular region, extracellular vesicular exosome";0,00146986771190593;"low-density lipoprotein particle receptor binding, RNA binding, calcium ion binding, ATP binding, protein binding, virion binding, protein phosphatase binding"
"72";"P15144";91;91;"P15144";"AMPN_HUMAN";"Aminopeptidase N";"ANPEP";14;23;0,00358791299868196;10;13;10;13;0,00461889861852442;0,00602259100566885;"endoplasmic reticulum-Golgi intermediate compartment, cytosol, extracellular vesicular exosome, integral component of plasma membrane, extracellular space, external side of plasma membrane, lysosomal membrane";0,00563449289563939;"metallopeptidase activity, aminopeptidase activity, receptor activity, virus receptor activity, zinc ion binding"
"73";"P15151";92;92;"P15151-1,P15151-2,P15151-3";"PVR_HUMAN";"Poliovirus receptor";"PVR";6;10;0,00120582207963211;4;6;4;6;NA;NA;"integral component of membrane, cytoplasm, extracellular space, cell surface, plasma membrane, extracellular vesicular exosome";0,00244977951984321;"protein binding, cell adhesion molecule binding, receptor activity, virus receptor activity"
"74";"P15529";93;93;"P15529-1,P15529-10,P15529-11,P15529-12,P15529-13,P15529-14,P15529-15";"MCP_HUMAN";"Membrane cofactor protein";"CD46";1;2;0,000183246285425142;1;1;1;1;NA;NA;"inner acrosomal membrane, integral component of plasma membrane, cell surface, extracellular vesicular exosome, Golgi apparatus, plasma membrane, basolateral plasma membrane";0,000489955903968643;"receptor activity, cadherin binding, protein binding"
"75";"P15529";94;94;"P15529-16,P15529-2,P15529-3,P15529-4,P15529-5,P15529-6,P15529-7";"MCP_HUMAN";"Membrane cofactor protein";"CD46";1;1;9,16231427125708e-05;0;1;0;1;NA;NA;"inner acrosomal membrane, integral component of plasma membrane, cell surface, extracellular vesicular exosome, Golgi apparatus, plasma membrane, basolateral plasma membrane";0,000244977951984321;"receptor activity, cadherin binding, protein binding"
"76";"P15531";95;95;"P15531-1,P15531-2";"NDKA_HUMAN";"Nucleoside diphosphate kinase A";"NME1";2;3;0,00148863495554582;2;NA;3;NA;NA;NA;"cytoplasm, extracellular vesicular exosome, nucleus, ruffle membrane, cytosol, mitochondrion, perinuclear region of cytoplasm, centrosome";0,000734933855952964;"identical protein binding, single-stranded DNA binding, magnesium ion binding, GTP binding, protein binding, poly(A) RNA binding, RNA polymerase II regulatory region sequence-specific DNA binding, deoxyribonuclease activity, ribosomal small subunit binding, ATP binding, nucleoside diphosphate kinase activity"
"77";"P16070";96;96;"P16070-1,P16070-10,P16070-11,P16070-12,P16070-13,P16070-14,P16070-16,P16070-17,P16070-18,P16070-3,P16070-4,P16070-5,P16070-6,P16070-7,P16070-8";"CD44_HUMAN";"CD44 antigen";"CD44";10;87;0,00117913798455453;9;8;49;38;NA;NA;"external side of plasma membrane, integral component of plasma membrane, cell surface, extracellular vesicular exosome, plasma membrane, cytoplasm, basolateral plasma membrane, Golgi apparatus";0,021313081822636;"protein binding, hyaluronic acid binding, collagen binding, hyalurononglucosaminidase activity"
"78";"P16150";97;97;"P16150";"LEUK_HUMAN";"Leukosialin";"SPN";9;59;0,0222501304688915;9;8;30;29;0,0334985622308483;0,0324791383792253;"extracellular vesicular exosome, plasma membrane, basement membrane, uropod, integral component of plasma membrane, extracellular space, cell surface, external side of plasma membrane";0,014453699167075;"transmembrane signaling receptor activity, protein binding"
"79";"P16284";98;98;"P16284-1,P16284-2,P16284-3,P16284-6";"PECA1_HUMAN";"Platelet endothelial cell adhesion molecule";"PECAM1";11;17;0,000868706577491057;7;10;7;10;NA;NA;"platelet alpha granule membrane, plasma membrane, cell junction, extracellular vesicular exosome, extracellular space, integral component of membrane";0,00416462518373346;"protein binding"
"80";"P16615";100;100;"P16615-1,P16615-2,P16615-3,P16615-5";"AT2A2_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2";"ATP2A2";6;10;0,000361920206722592;5;5;5;5;NA;NA;"endoplasmic reticulum membrane, membrane, platelet dense tubular network membrane, sarcoplasmic reticulum membrane, integral component of plasma membrane, sarcoplasmic reticulum, intracellular membrane-bounded organelle";0,00244977951984321;"S100 protein binding, protein C-terminus binding, calcium-transporting ATPase activity involved in regulation of cardiac muscle cell membrane potential, ATP binding, metal ion binding, enzyme binding, calcium-transporting ATPase activity, protein binding"
"81";"P16949";101;101;"P16949-1";"STMN1_HUMAN";"Stathmin";"STMN1";7;11;0,0111364547904815;6;5;6;5;NA;NA;"intracellular, membrane, extracellular vesicular exosome, cytosol, microtubule";0,00269475747182754;"tubulin binding, signal transducer activity"
"82";"P17066";102;102;"P17066";"HSP76_HUMAN";"Heat shock 70 kDa protein 6";"HSPA6";1;1;0,000745638946307314;1;0;1;0;0,00219846084456861;0;"extracellular vesicular exosome, cytosol, blood microparticle, cytoplasm, centriole";0,000244977951984321;"heat shock protein binding, enzyme binding, ATPase activity, coupled, ATP binding, unfolded protein binding"
"83";"P17301";103;103;"P17301";"ITA2_HUMAN";"Integrin alpha-2";"ITGA2";13;24;0,00306550398974381;9;13;9;15;0,00340374891422676;0,00568994219613279;"cell outer membrane, plasma membrane, focal adhesion, external side of plasma membrane, basal part of cell, integrin complex, nucleus, cell surface, axon terminus, perinuclear region of cytoplasm";0,00587947084762371;"metal ion binding, protein binding, collagen binding, virus receptor activity"
"84";"P17342";104;104;"P17342-1,P17342-2";"ANPRC_HUMAN";"Atrial natriuretic peptide receptor 3";"NPR3";2;2;0,000278832425438034;2;NA;2;NA;NA;NA;"integral component of plasma membrane, extracellular vesicular exosome";0,000489955903968643;"G-protein coupled peptide receptor activity, hormone binding, peptide hormone binding, natriuretic peptide receptor activity"
"85";"P17813";105;105;"P17813-1";"EGLN_HUMAN";"Endoglin";"ENG";9;20;0,00458505599276524;5;9;8;12;NA;NA;"transforming growth factor beta receptor homodimeric complex, cell surface, external side of plasma membrane, cytoplasm, nucleus, extracellular space, endothelial microparticle";0,00489955903968643;"type I transforming growth factor beta receptor binding, transmembrane signaling receptor activity, type II transforming growth factor beta receptor binding, activin binding, glycosaminoglycan binding, transforming growth factor beta binding, transforming growth factor beta receptor, cytoplasmic mediator activity, transforming growth factor beta-activated receptor activity, protein homodimerization activity, galactose binding, protein binding"
"86";"P17987";106;106;"P17987";"TCPA_HUMAN";"T-complex protein 1 subunit alpha";"TCP1";2;2;0,000542619935834448;NA;2;NA;2;NA;0,00161146804163857;"microtubule, zona pellucida receptor complex, cell body, centrosome, extracellular vesicular exosome, acrosomal vesicle, nuclear heterochromatin, pericentriolar material, cytosol, Golgi apparatus, chaperonin-containing T-complex";0,000489955903968643;"ATP binding, poly(A) RNA binding, unfolded protein binding"
"87";"P18433";107;107;"P18433-1,P18433-2,P18433-3,P18433-4";"PTPRA_HUMAN";"Receptor-type tyrosine-protein phosphatase alpha";"PTPRA";26;59;0,00277433048240543;23;23;30;29;NA;NA;"receptor complex, extracellular vesicular exosome, integral component of plasma membrane, plasma membrane";0,014453699167075;"transmembrane receptor protein tyrosine phosphatase activity, protein binding, protein tyrosine phosphatase activity"
"88";"P18464";108;108;"P18464,P30490,P30498";"1B51_HUMAN, 1B52_HUMAN, 1B78_HUMAN";"HLA class I histocompatibility antigen, B-51 alpha chain, HLA class I histocompatibility antigen, B-52 alpha chain, HLA class I histocompatibility antigen, B-78 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"early endosome membrane, MHC class I protein complex, cell surface, ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, Golgi apparatus, plasma membrane, endoplasmic reticulum, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane";0;"peptide antigen binding"
"89";"P18465";109;109;"P18465";"1B57_HUMAN";"HLA class I histocompatibility antigen, B-57 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"early endosome membrane, plasma membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, endoplasmic reticulum, phagocytic vesicle membrane, Golgi apparatus, Golgi membrane, cell surface";0;"peptide antigen binding"
"90";"P19013";111;111;"P19013";"K2C4_HUMAN";"Keratin, type II cytoskeletal 4";"KRT4";0;0;0;0;0;0;0;0;0;"intermediate filament cytoskeleton, keratin filament, intermediate filament, cell surface, nucleus";0;"protein binding, structural molecule activity"
"91";"P19256";112;112;"P19256-1,P19256-2,P19256-3";"LFA3_HUMAN";"Lymphocyte function-associated antigen 3";"CD58";2;4;0,000804524491530541;2;2;2;2;NA;NA;"cell surface, anchored component of membrane, integral component of plasma membrane, plasma membrane, extracellular vesicular exosome";0,000979911807937286;"receptor binding, protein binding"
"92";"P19338";113;113;"P19338";"NUCL_HUMAN";"Nucleolin";"NCL";12;20;0,00424924907498525;11;9;11;9;0,00691989078947102;0,00567872259180239;"ribonucleoprotein complex, cell cortex, nucleus, nucleolus, extracellular vesicular exosome, nucleoplasm";0,00489955903968643;"nucleotide binding, protein C-terminus binding, poly(A) RNA binding, RNA binding, telomeric DNA binding, identical protein binding, protein binding"
"93";"P19440";114;114;"P19440-1";"GGT1_HUMAN";"Gamma-glutamyltranspeptidase 1";"GGT1";3;3;0,000795333965704621;3;NA;3;NA;NA;NA;"extracellular space, extracellular vesicular exosome, integral component of membrane, plasma membrane, anchored component of external side of plasma membrane";0,000734933855952964;"glutathione hydrolase activity, gamma-glutamyltransferase activity, protein binding"
"94";"P20039";115;115;"P20039";"2B1B_HUMAN";"HLA class II histocompatibility antigen, DRB1-11 beta chain";"HLA-DRB1";0;0;NA;0;0;0;0;0;NA;"integral component of lumenal side of endoplasmic reticulum membrane, lysosomal membrane, MHC class II protein complex, late endosome membrane, endocytic vesicle membrane, trans-Golgi network membrane, transport vesicle membrane, ER to Golgi transport vesicle membrane, Golgi membrane, plasma membrane, extracellular vesicular exosome, clathrin-coated endocytic vesicle membrane, integral component of plasma membrane";0;"MHC class II receptor activity"
"95";"P20231";116;116;"P20231,Q15661-1,Q15661-2";"TRYB1_HUMAN, TRYB2_HUMAN";"Tryptase alpha/beta-1, Tryptase beta-2";"TPSAB1, TPSB2";2;4;0,000731385901391401;2;2;2;2;0,0032483454284459;0,00325809538600379;"extracellular region";0,000979911807937286;"serine-type endopeptidase activity, serine-type peptidase activity"
"96";"P20701";117;117;"P20701-1,P20701-2,P20701-3";"ITAL_HUMAN";"Integrin alpha-L";"ITGAL";22;43;0,00184799963332336;19;20;20;23;NA;NA;"immunological synapse, plasma membrane, external side of plasma membrane, integrin complex, extracellular vesicular exosome";0,0105340519353258;"metal ion binding, cell adhesion molecule binding, protein binding"
"97";"P21796";118;118;"P21796";"VDAC1_HUMAN";"Voltage-dependent anion-selective channel protein 1";"VDAC1";1;1;0,00106606602234612;1;0;1;0;0,00473477911390083;0;"mitochondrial nucleoid, mitochondrial outer membrane, membrane, plasma membrane, nucleus, mitochondrial inner membrane, mitochondrion, extracellular vesicular exosome, pore complex";0,000244977951984321;"voltage-gated anion channel activity, protein binding, porin activity"
"98";"P22234";119;119;"P22234-1,P22234-2";"PUR6_HUMAN";"Multifunctional protein ADE2";"PAICS";5;6;0,00106481182702572;3;3;3;3;NA;NA;"cytosol, extracellular vesicular exosome";0,00146986771190593;"ATP binding, protein binding, phosphoribosylaminoimidazolesuccinocarboxamide synthase activity, identical protein binding, phosphoribosylaminoimidazole carboxylase activity"
"99";"P22314";120;120;"P22314";"UBA1_HUMAN";"Ubiquitin-like modifier-activating enzyme 1";"UBA1";3;3;0,00042773631992999;3;NA;3;NA;0,00126648628472016;NA;"mitochondrion, nucleus, cytoplasm, extracellular vesicular exosome, cytosol";0,000734933855952964;"ubiquitin activating enzyme activity, ATP binding, poly(A) RNA binding, protein binding, ubiquitin-protein transferase activity"
"100";"P23229";121;121;"P23229-1,P23229-2,P23229-3,P23229-4,P23229-5,P23229-6,P23229-9";"ITA6_HUMAN";"Integrin alpha-6";"ITGA6";2;2;3,81411737451268e-05;NA;2;NA;2;NA;NA;"external side of plasma membrane, filopodium, cell-cell adherens junction, basement membrane, basal plasma membrane, plasma membrane, hemidesmosome, alpha6-beta4 integrin complex";0,000489955903968643;"protein binding, metal ion binding"
"101";"P23470";122;122;"P23470-1,P23470-2";"PTPRG_HUMAN";"Receptor-type tyrosine-protein phosphatase gamma";"PTPRG";6;9;0,000469769923687816;6;3;6;3;NA;NA;"extracellular space, extracellular vesicular exosome, integral component of plasma membrane";0,00220480156785889;"transmembrane receptor protein tyrosine phosphatase activity, identical protein binding, protein tyrosine phosphatase activity, protein binding"
"102";"P23528";124;124;"P23528";"COF1_HUMAN";"Cofilin-1";"CFL1";3;3;0,00272617485834897;NA;3;NA;3;NA;0,00809617076341304;"lamellipodium membrane, extracellular space, cortical actin cytoskeleton, extracellular vesicular exosome, cytoplasm, ruffle membrane, nucleus, nuclear matrix";0,000734933855952964;"protein binding"
"103";"P24752";126;126;"P24752";"THIL_HUMAN";"Acetyl-CoA acetyltransferase, mitochondrial";"ACAT1";4;6;0,00211964883599967;2;4;2;4;0,00209202574431528;0,0041966099819721;"extracellular vesicular exosome, mitochondrion, mitochondrial matrix, mitochondrial inner membrane";0,00146986771190593;"acetyl-CoA C-acetyltransferase activity, metal ion binding, coenzyme binding"
"104";"P25116";127;127;"P25116";"PAR1_HUMAN";"Proteinase-activated receptor 1";"F2R";2;2;0,000709874551350478;2;NA;2;NA;0,00210187057134735;NA;"caveola, plasma membrane, neuromuscular junction, postsynaptic membrane, Golgi apparatus, integral component of plasma membrane, extracellular region, platelet dense tubular network";0,000489955903968643;"receptor binding, G-protein beta-subunit binding, G-protein alpha-subunit binding, G-protein coupled receptor activity, protein binding, thrombin receptor activity"
"105";"P25445";128;128;"P25445-1,P25445-6";"TNR6_HUMAN";"Tumor necrosis factor receptor superfamily member 6";"FAS";8;14;0,00315205491084727;7;7;7;7;NA;NA;"integral component of membrane, plasma membrane, cytoplasm, cell surface, nucleus, membrane raft, death-inducing signaling complex, extracellular vesicular exosome, external side of plasma membrane, cytosol, CD95 death-inducing signaling complex";0,0034296913277805;"signal transducer activity, protein binding, receptor activity, identical protein binding, kinase binding, transmembrane signaling receptor activity"
"106";"P25705";129;129;"P25705";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";3;5;0,00136390906113903;2;3;2;3;0,00161536165067382;0,00243031527436992;"mitochondrion, mitochondrial inner membrane, mitochondrial proton-transporting ATP synthase complex, mitochondrial matrix, plasma membrane, extracellular vesicular exosome, proton-transporting ATP synthase complex, catalytic core F(1)";0,00122488975992161;"poly(A) RNA binding, protein binding, ATP binding, proton-transporting ATPase activity, rotational mechanism, MHC class I protein binding, transmembrane transporter activity, proton-transporting ATP synthase activity, rotational mechanism"
"107";"P26038";130;130;"P26038";"MOES_HUMAN";"Moesin";"MSN";11;13;0,00339866282167365;5;8;5;8;0,0038704289117098;0,0062112736994873;"extrinsic component of membrane, basolateral plasma membrane, microvillus membrane, cytoplasm, cytoskeleton, apical plasma membrane, filopodium, plasma membrane, extracellular vesicular exosome, extracellular space, microvillus, uropod, apical part of cell, blood microparticle";0,00318471337579618;"protein kinase binding, protein binding, double-stranded RNA binding, structural constituent of cytoskeleton, receptor binding, cell adhesion molecule binding"
"108";"P26583";133;133;"P26583";"HMGB2_HUMAN";"High mobility group protein B2";"HMGB2";4;6;0,00487189621814996;2;4;2;4;0,00534267340204918;0,00857393522632577;"nucleus, nucleoplasm, perinuclear region of cytoplasm, protein complex, extracellular space, condensed chromosome, cytoplasm";0,00146986771190593;"damaged DNA binding, protein binding, DNA binding, bending, single-stranded DNA binding, sequence-specific DNA binding transcription factor activity, RAGE receptor binding, chemoattractant activity, poly(A) RNA binding, transcription regulatory region DNA binding, DNA binding, double-stranded DNA binding"
"109";"P27348";135;135;"P27348";"1433T_HUMAN";"14-3-3 protein theta";"YWHAQ";6;13;0,00928486938694941;6;6;7;6;0,0147246427388344;0,0127996604450149;"cytoplasmic vesicle membrane, protein complex, extracellular vesicular exosome, cytosol, cytoplasm";0,00318471337579618;"protein N-terminus binding, protein binding"
"110";"P27487";136;136;"P27487";"DPP4_HUMAN";"Dipeptidyl peptidase 4";"DPP4";20;40;0,0078771980241241;18;17;20;20;0,0116618145277105;0,0116968176390476;"membrane raft, lysosomal membrane, intercellular canaliculus, endocytic vesicle, plasma membrane, integral component of membrane, apical plasma membrane, lamellipodium membrane, cell surface, invadopodium membrane, lamellipodium, extracellular vesicular exosome";0,00979911807937286;"serine-type peptidase activity, aminopeptidase activity, identical protein binding, protein binding, serine-type endopeptidase activity, dipeptidyl-peptidase activity, receptor binding, protease binding, protein homodimerization activity"
"111";"P27797";138;138;"P27797";"CALR_HUMAN";"Calreticulin";"CALR";1;1;0,000361746623889632;1;NA;1;NA;0,00107109711369619;NA;"integral component of lumenal side of endoplasmic reticulum membrane, endocytic vesicle lumen, perinuclear region of cytoplasm, proteinaceous extracellular matrix, extracellular space, extracellular region, Golgi apparatus, extracellular vesicular exosome, MHC class I peptide loading complex, polysome, acrosomal vesicle, sarcoplasmic reticulum lumen, endoplasmic reticulum lumen, endoplasmic reticulum, cell surface, intracellular, external side of plasma membrane, cytosol, cytoplasm, nucleus";0,000244977951984321;"protein binding involved in protein folding, integrin binding, DNA binding, unfolded protein binding, chaperone binding, calcium ion binding, zinc ion binding, carbohydrate binding, iron ion binding, androgen receptor binding, protein binding, peptide binding, ubiquitin protein ligase binding, mRNA binding, poly(A) RNA binding, glycoprotein binding, hormone binding, complement component C1q binding"
"112";"P28906";139;139;"P28906-1";"CD34_HUMAN";"Hematopoietic progenitor cell antigen CD34";"CD34";6;13;0,00509358038469012;6;6;6;7;NA;NA;"glomerular endothelium fenestra, integral component of plasma membrane, external side of plasma membrane, intercellular bridge, apical plasma membrane, plasma membrane, perinuclear region of cytoplasm, lysosome, basal plasma membrane, cytoplasm";0,00318471337579618;"sulfate binding, transcription factor binding, carbohydrate binding"
"113";"P28908";140;140;"P28908-1";"TNR8_HUMAN";"Tumor necrosis factor receptor superfamily member 8";"TNFRSF8";4;8;0,00202821300385851;4;4;4;4;NA;NA;"plasma membrane, cytoplasm, integral component of membrane, extracellular vesicular exosome";0,00195982361587457;"transmembrane signaling receptor activity"
"114";"P30447";141;141;"P30447";"1A23_HUMAN";"HLA class I histocompatibility antigen, A-23 alpha chain";"HLA-A";0;0;0;0;0;0;0;0;0;"MHC class I protein complex, Golgi membrane, cell surface, endoplasmic reticulum, ER to Golgi transport vesicle membrane, plasma membrane, early endosome membrane, phagocytic vesicle membrane, Golgi apparatus, integral component of lumenal side of endoplasmic reticulum membrane";0;"peptide antigen binding, beta-2-microglobulin binding"
"115";"P30459";142;142;"P16189,P30459";"1A31_HUMAN, 1A74_HUMAN";"HLA class I histocompatibility antigen, A-31 alpha chain, HLA class I histocompatibility antigen, A-74 alpha chain";"HLA-A";0;0;0;0;0;0;0;0;0;"MHC class I protein complex, cell surface, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, Golgi membrane, phagocytic vesicle membrane, early endosome membrane, plasma membrane, endoplasmic reticulum, Golgi apparatus";0;"beta-2-microglobulin binding, peptide antigen binding"
"116";"P30460";143;143;"P30460,P30480";"1B08_HUMAN, 1B42_HUMAN";"HLA class I histocompatibility antigen, B-42 alpha chain, HLA class I histocompatibility antigen, B-8 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, endoplasmic reticulum, Golgi membrane, Golgi apparatus, phagocytic vesicle membrane, MHC class I protein complex, integral component of plasma membrane, early endosome membrane, ER to Golgi transport vesicle membrane, cell surface";0;"chaperone binding, TAP binding, receptor binding, peptide antigen binding"
"117";"P30499";144;144;"P30499";"1C01_HUMAN";"HLA class I histocompatibility antigen, Cw-1 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;NA;"Golgi apparatus, Golgi membrane, cell surface, integral component of plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, endoplasmic reticulum, early endosome membrane, ER to Golgi transport vesicle membrane, plasma membrane, phagocytic vesicle membrane";0;"peptide antigen binding, TAP binding"
"118";"P30508";145;145;"P30508";"1C12_HUMAN";"HLA class I histocompatibility antigen, Cw-12 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;NA;"extracellular vesicular exosome, endoplasmic reticulum, plasma membrane, Golgi membrane, MHC class I protein complex, cell surface, phagocytic vesicle membrane, Golgi apparatus, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, integral component of plasma membrane";0;"peptide antigen binding"
"119";"P30825";146;146;"P30825";"CTR1_HUMAN";"High affinity cationic amino acid transporter 1";"SLC7A1";3;6;0,0014389349013861;3;3;3;3;0,00213027422771691;0,00213666827778468;"integral component of plasma membrane, plasma membrane";0,00146986771190593;"arginine transmembrane transporter activity"
"120";"P31946";147;147;"P31946-1,P31946-2";"1433B_HUMAN";"14-3-3 protein beta/alpha";"YWHAB";1;2;0,000711317385804442;1;1;1;1;NA;NA;"melanosome, cytoplasmic vesicle membrane, cytosol, nucleus, cytoplasm, perinuclear region of cytoplasm, transcriptional repressor complex, extracellular vesicular exosome";0,000489955903968643;"transcription corepressor activity, protein binding, histone deacetylase binding, protein domain specific binding, phosphoprotein binding, enzyme binding, phosphoserine binding"
"121";"P32119";148;148;"P32119-1";"PRDX2_HUMAN";"Peroxiredoxin-2";"PRDX2";4;5;0,00435348750828215;1;4;1;4;NA;NA;"cytosol, cytoplasm, extracellular vesicular exosome";0,00122488975992161;"antioxidant activity, thioredoxin peroxidase activity"
"122";"P32942";149;149;"P32942";"ICAM3_HUMAN";"Intercellular adhesion molecule 3";"ICAM3";10;24;0,00661857442758215;9;6;14;10;0,0114315629794486;0,00818991070521977;"integral component of plasma membrane, extracellular vesicular exosome, plasma membrane";0,00587947084762371;"protein binding, receptor binding, integrin binding"
"123";"P33527";150;150;"P33527-1";"MRP1_HUMAN";"Multidrug resistance-associated protein 1";"ABCC1";35;62;0,00610881594646802;27;27;30;32;NA;NA;"integral component of plasma membrane, membrane, extracellular vesicular exosome, plasma membrane";0,0151886330230279;"transporter activity, ATPase activity, ATP binding, ATPase activity, coupled to transmembrane movement of substances"
"124";"P35527";153;153;"P35527";"K1C9_HUMAN";"Keratin, type I cytoskeletal 9";"KRT9";22;42;0,0101695511569872;19;20;21;21;0,0150555335868981;0,0151007229969277;"extracellular vesicular exosome, nucleus, intermediate filament, extracellular space";0,0102890739833415;"structural constituent of cytoskeleton"
"125";"P35579";154;154;"P35579-1";"MYH9_HUMAN";"Myosin-9";"MYH9";9;10;0,000769634398785594;4;6;4;6;NA;NA;"neuromuscular junction, uropod, cleavage furrow, nucleus, immunological synapse, extracellular vesicular exosome, plasma membrane, actomyosin, stress fiber, actin cytoskeleton, cytoplasm, cell leading edge, myosin II filament, cell-cell adherens junction, myosin II complex, protein complex, spindle, actomyosin contractile ring, cytosol, cortical cytoskeleton, ruffle";0,00244977951984321;"ATP binding, motor activity, ADP binding, protein binding, protein homodimerization activity, microfilament motor activity, actin filament binding, poly(A) RNA binding, actin-dependent ATPase activity, actin binding, ATPase activity, protein anchor"
"126";"P35613";155;155;"P35613-1,P35613-2";"BASI_HUMAN";"Basigin";"BSG";9;55;0,0107748815829983;9;8;30;25;NA;NA;"integral component of plasma membrane, Golgi membrane, acrosomal membrane, extracellular vesicular exosome, sarcolemma, mitochondrion, membrane raft, plasma membrane, melanosome";0,0134737873591377;"protein binding, mannose binding"
