"";"accession";"name";"go_name"
"123";"P68104";"EF1A1_HUMAN";"C:extracellular space, P:transcription, DNA-templated, C:eukaryotic translation elongation factor 1 complex, C:nucleus, F:translation elongation factor activity, C:cytosol, F:GTP binding, C:plasma membrane, F:GTPase activity, C:extracellular vesicular exosome, P:GTP catabolic process, P:regulation of transcription, DNA-templated"
"124";"P13639";"EF2_HUMAN";"C:polysome, F:GTPase activity, P:positive regulation of gene expression, C:ribonucleoprotein complex, F:GTP binding, F:translation activator activity, P:translational elongation, C:extracellular vesicular exosome, F:translation elongation factor activity, C:cytosol"
"125";"P49411";"EFTU_HUMAN";"F:translation elongation factor activity, F:GTPase activity, C:mitochondrial nucleoid, C:extracellular vesicular exosome, P:GTP catabolic process, F:GTP binding"
"126";"Q14152";"EIF3A_HUMAN";"C:eukaryotic 43S preinitiation complex, C:cytosol, F:translation initiation factor activity, C:eukaryotic 48S preinitiation complex, C:eukaryotic translation initiation factor 3 complex, P:formation of translation initiation complex, P:formation of translation preinitiation complex, P:regulation of translational initiation, F:structural molecule activity, C:nucleolus"
"127";"P55884";"EIF3B_HUMAN";"C:eukaryotic translation initiation factor 3 complex, F:protein complex scaffold, C:extracellular vesicular exosome, P:formation of translation preinitiation complex, F:nucleotide binding, P:regulation of translational initiation, C:eukaryotic 48S preinitiation complex, F:translation initiation factor activity, C:eukaryotic 43S preinitiation complex, C:cytosol"
"128";"P60228";"EIF3E_HUMAN";"C:eukaryotic 43S preinitiation complex, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:nucleoplasm, C:eukaryotic 48S preinitiation complex, P:formation of translation preinitiation complex, C:cytosol, C:eukaryotic translation initiation factor 3 complex, C:PML body, F:translation initiation factor activity, C:extracellular vesicular exosome, P:negative regulation of translational initiation"
"129";"Q9Y262";"EIF3L_HUMAN";"F:translation initiation factor activity, P:formation of translation preinitiation complex, C:eukaryotic 43S preinitiation complex, P:translational initiation, C:fibrillar center, C:nucleoplasm, C:eukaryotic 48S preinitiation complex, C:eukaryotic translation initiation factor 3 complex, P:regulation of translational initiation"
"130";"P06733";"ENOA_HUMAN";"C:M band, F:transcription corepressor activity, C:cytosol, F:magnesium ion binding, P:negative regulation of cell growth, P:small molecule metabolic process, C:phosphopyruvate hydratase complex, P:negative regulation of transcription from RNA polymerase II promoter, P:glycolysis, C:plasma membrane, F:phosphopyruvate hydratase activity, C:nucleus, C:extracellular vesicular exosome, F:DNA binding, F:sequence-specific DNA binding transcription factor activity, P:gluconeogenesis, C:extracellular space, P:transcription, DNA-templated, P:response to virus"
"131";"P14625";"ENPL_HUMAN";"F:ATP binding, C:cytosol, F:RNA binding, C:melanosome, P:protein transport, C:midbody, P:ER-associated ubiquitin-dependent protein catabolic process, P:actin rod assembly, C:extracellular vesicular exosome, P:activation of signaling protein activity involved in unfolded protein response, C:perinuclear region of cytoplasm, P:protein folding, F:calcium ion binding, P:toll-like receptor signaling pathway, P:innate immune response, C:endoplasmic reticulum membrane, C:endocytic vesicle lumen, F:low-density lipoprotein particle receptor binding, P:sequestering of calcium ion, P:response to hypoxia, C:endoplasmic reticulum lumen, F:virion binding, P:regulation of phosphoprotein phosphatase activity, P:negative regulation of apoptotic process, C:plasma membrane, F:protein phosphatase binding, P:cellular response to ATP"
"132";"O94905";"ERLN2_HUMAN";"C:integral component of membrane, C:plasma membrane, P:cell death, C:endoplasmic reticulum membrane, C:protein complex, P:ER-associated ubiquitin-dependent protein catabolic process"
"133";"A0FGR8";"ESYT2_HUMAN";"C:integral component of plasma membrane, F:calcium-dependent phospholipid binding"
"134";"Q96A26";"F162A_HUMAN";"P:transformed cell apoptotic process, P:activation of cysteine-type endopeptidase activity involved in apoptotic process, P:positive regulation of apoptotic process, C:integral component of membrane, P:neuron apoptotic process, C:mitochondrion, P:positive regulation of release of cytochrome c from mitochondria, P:cellular response to hypoxia"
"135";"Q52LJ0";"FA98B_HUMAN";"C:tRNA-splicing ligase complex"
"136";"O95864";"FADS2_HUMAN";"P:unsaturated fatty acid biosynthetic process, C:integral component of plasma membrane, F:heme binding, F:stearoyl-CoA 9-desaturase activity, C:endoplasmic reticulum membrane, P:linoleic acid metabolic process, P:alpha-linolenic acid metabolic process, F:iron ion binding"
"137";"P49327";"FAS_HUMAN";"F:3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity, F:zinc ion binding, C:mitochondrion, F:3-oxoacyl-[acyl-carrier-protein] synthase activity, F:3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity, P:triglyceride biosynthetic process, C:plasma membrane, P:positive regulation of cellular metabolic process, F:drug binding, F:[acyl-carrier-protein] S-acetyltransferase activity, C:Golgi apparatus, C:glycogen granule, P:cellular response to interleukin-4, P:long-chain fatty-acyl-CoA biosynthetic process, P:fatty acid metabolic process, F:myristoyl-[acyl-carrier-protein] hydrolase activity, C:cytosol, C:extracellular vesicular exosome, F:fatty acid synthase activity, C:melanosome, F:enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity, P:fatty acid biosynthetic process, P:energy reserve metabolic process, F:enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity, F:3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity, P:pantothenate metabolic process, F:palmitoyl-[acyl-carrier-protein] hydrolase activity, P:acetyl-CoA metabolic process, F:NADPH binding, F:[acyl-carrier-protein] S-malonyltransferase activity, F:oleoyl-[acyl-carrier-protein] hydrolase activity"
"138";"P22087";"FBRL_HUMAN";"F:histone-glutamine methyltransferase activity, P:snoRNA metabolic process, F:RNA binding, P:rRNA processing, C:box C/D snoRNP complex, P:tRNA processing, P:histone glutamine methylation, C:extracellular vesicular exosome, C:granular component, C:Cajal body"
"139";"P37268";"FDFT_HUMAN";"F:farnesyl-diphosphate farnesyltransferase activity, C:endoplasmic reticulum membrane, P:cellular lipid metabolic process, C:integral component of membrane, F:squalene synthase activity, P:farnesyl diphosphate metabolic process, P:isoprenoid biosynthetic process, F:oxidoreductase activity, P:cholesterol biosynthetic process"
"140";"P39748";"FEN1_HUMAN";"F:double-stranded DNA exodeoxyribonuclease activity, F:double-stranded DNA binding, P:mitotic cell cycle, P:memory, C:nucleolus, F:RNA-DNA hybrid ribonuclease activity, P:base-excision repair, F:5'-3' exonuclease activity, P:phosphatidylinositol-mediated signaling, P:double-strand break repair, F:manganese ion binding, C:mitochondrion, P:UV protection, P:telomere maintenance via recombination, C:nucleoplasm, P:telomere maintenance via semi-conservative replication, F:magnesium ion binding, F:5'-flap endonuclease activity, P:DNA replication, removal of RNA primer, F:damaged DNA binding"
"141";"Q96AE4";"FUBP1_HUMAN";"C:nucleus, P:positive regulation of gene expression, F:single-stranded DNA binding, F:RNA binding, P:transcription from RNA polymerase II promoter, F:sequence-specific DNA binding transcription factor activity"
"142";"Q92945";"FUBP2_HUMAN";"C:cytoplasmic stress granule, F:DNA binding, P:mRNA transport, P:transcription, DNA-templated, P:regulation of transcription, DNA-templated, C:cytosol, P:RNA splicing, via transesterification reactions, P:mRNA processing, F:RNA binding, C:nucleoplasm"
"143";"P35637";"FUS_HUMAN";"F:RNA binding, F:nucleotide binding, C:nucleoplasm, P:mRNA splicing, via spliceosome, F:zinc ion binding, C:cytoplasm, P:cell death, F:DNA binding"
"144";"Q13283";"G3BP1_HUMAN";"C:cytoplasm, F:ATP-dependent DNA helicase activity, P:transport, P:nucleic acid phosphodiester bond hydrolysis, C:plasma membrane, F:mRNA binding, F:ATP-dependent RNA helicase activity, F:ATP binding, C:cytosol, F:endonuclease activity, C:cytoplasmic stress granule, C:nucleus, P:Ras protein signal transduction, P:negative regulation of canonical Wnt signaling pathway, F:DNA binding"
"145";"Q9UN86";"G3BP2_HUMAN";"P:mRNA transport, P:cytoplasmic sequestering of NF-kappaB, F:nucleotide binding, C:cytoplasm, P:Ras protein signal transduction, F:receptor signaling complex scaffold activity, F:RNA binding"
"146";"P04406";"G3P_HUMAN";"C:perinuclear region of cytoplasm, P:small molecule metabolic process, P:negative regulation of translation, F:NAD binding, P:microtubule cytoskeleton organization, F:microtubule binding, P:peptidyl-cysteine S-trans-nitrosylation, C:extracellular vesicular exosome, P:protein stabilization, F:glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity, C:lipid particle, C:nucleus, C:GAIT complex, P:neuron apoptotic process, C:cytosol, P:cellular response to interferon-gamma, C:ribonucleoprotein complex, C:microtubule cytoskeleton, P:glycolysis, F:peptidyl-cysteine S-nitrosylase activity, P:gluconeogenesis, F:NADP binding, C:plasma membrane"
"147";"Q8TAE8";"G45IP_HUMAN";"P:cell cycle, P:viral process, C:mitochondrion, C:nucleus"
"148";"Q14697";"GANAB_HUMAN";"P:protein N-linked glycosylation via asparagine, P:protein folding, C:glucosidase II complex, P:post-translational protein modification, C:melanosome, C:extracellular vesicular exosome, C:endoplasmic reticulum lumen, F:carbohydrate binding, C:Golgi apparatus, F:glucan 1,3-alpha-glucosidase activity"
"149";"P62873";"GBB1_HUMAN";"P:cellular response to hypoxia, C:heterotrimeric G-protein complex, P:sensory perception of taste, C:photoreceptor inner segment, P:adenylate cyclase-activating dopamine receptor signaling pathway, P:Ras protein signal transduction, P:phospholipase C-activating G-protein coupled receptor signaling pathway, P:platelet activation, F:GTPase activity, C:lysosomal membrane, P:cellular response to catecholamine stimulus, P:synaptic transmission, P:energy reserve metabolic process, P:regulation of rhodopsin mediated signaling pathway, P:cellular response to prostaglandin E stimulus, C:extracellular vesicular exosome, C:dendrite, P:cardiac muscle cell apoptotic process, P:cell proliferation, P:positive regulation of cytosolic calcium ion concentration, P:cellular response to glucagon stimulus, C:cell body, C:photoreceptor outer segment membrane, C:photoreceptor disc membrane, P:retina development in camera-type eye, P:G-protein coupled acetylcholine receptor signaling pathway, F:protein complex binding, P:rhodopsin mediated signaling pathway, F:signal transducer activity"
"150";"P62879";"GBB2_HUMAN";"F:calcium channel regulator activity, C:lysosomal membrane, P:cellular response to glucagon stimulus, C:protein complex, C:plasma membrane, C:extracellular vesicular exosome, C:cell body, P:synaptic transmission, P:G-protein coupled receptor signaling pathway, C:perinuclear region of cytoplasm, F:protein complex binding, F:signal transducer activity, P:energy reserve metabolic process, F:GTPase activity"
"151";"P63218";"GBG5_HUMAN";"P:cellular response to glucagon stimulus, C:heterotrimeric G-protein complex, F:PDZ domain binding, F:GTPase activity, F:signal transducer activity, C:extracellular vesicular exosome, P:energy reserve metabolic process, P:synaptic transmission, P:G-protein coupled receptor signaling pathway"
"152";"P63244";"GBLP_HUMAN";"P:positive regulation of intrinsic apoptotic signaling pathway, P:negative regulation of Wnt signaling pathway, P:negative regulation of cell growth, P:positive regulation of GTPase activity, P:positive regulation of gastrulation, P:viral process, P:positive regulation of protein homooligomerization, C:neuronal cell body, P:positive regulation of protein phosphorylation, C:mitochondrion, P:positive regulation of mitochondrial depolarization, P:positive regulation of cAMP catabolic process, C:cytoskeleton, P:negative regulation of protein kinase B signaling, P:positive regulation of proteasomal ubiquitin-dependent protein catabolic process, F:ion channel inhibitor activity, C:phagocytic cup, P:negative regulation of translation, F:protein tyrosine kinase inhibitor activity, C:cytosol, C:nucleus, C:perinuclear region of cytoplasm, C:dendrite, C:perikaryon, P:regulation of protein localization, P:positive regulation of cell migration, P:negative regulation of phagocytosis, P:gastrulation, P:positive regulation of cyclic-nucleotide phosphodiesterase activity, P:positive regulation of apoptotic process, P:regulation of establishment of protein localization to plasma membrane, P:regulation of establishment of cell polarity, F:cysteine-type endopeptidase activator activity involved in apoptotic process, C:midbody, P:regulation of cell division, F:receptor tyrosine kinase binding, F:SH2 domain binding, F:protein kinase C binding, F:protein complex scaffold, C:small ribosomal subunit, C:extracellular vesicular exosome, P:cell cycle, P:regulation of cell cycle, P:rhythmic process"
"153";"Q92616";"GCN1L_HUMAN";"P:regulation of translation, F:translation factor activity, nucleic acid binding, C:ribosome"
"154";"P14314";"GLU2B_HUMAN";"F:calcium ion binding, P:N-glycan processing, P:renal system development, P:protein folding, P:liver development, P:negative regulation of neuron projection development, F:RNA binding, P:intracellular signal transduction, P:protein heterooligomerization, P:protein N-linked glycosylation via asparagine, P:innate immune response, C:endoplasmic reticulum lumen, P:in utero embryonic development, P:nitrogen compound metabolic process, P:post-translational protein modification"
"155";"Q03113";"GNA12_HUMAN";"F:metal ion binding, F:G-protein beta/gamma-subunit complex binding, P:Rho protein signal transduction, C:heterotrimeric G-protein complex, P:in utero embryonic development, P:adenylate cyclase-modulating G-protein coupled receptor signaling pathway, F:GTP binding, C:brush border membrane, P:cell differentiation, P:regulation of TOR signaling, F:GTPase activity, P:embryonic digit morphogenesis, F:D5 dopamine receptor binding, P:response to drug, P:regulation of fibroblast migration, P:regulation of cell shape, P:regulation of proteasomal ubiquitin-dependent protein catabolic process, P:platelet activation, F:signal transducer activity"
"156";"Q9BVP2";"GNL3_HUMAN";"C:nucleolus, P:regulation of cell proliferation, P:ribosome biogenesis, F:GTPase activity, F:GTP binding, C:extracellular space, C:nucleoplasm, P:cell proliferation"
"157";"P38646";"GRP75_HUMAN";"F:unfolded protein binding, P:cellular protein metabolic process, C:nucleolus, P:protein folding, P:protein targeting to mitochondrion, F:ATP binding, P:negative regulation of apoptotic process, C:extracellular vesicular exosome, C:mitochondrial nucleoid, P:protein export from nucleus"
"158";"P11021";"GRP78_HUMAN";"C:extracellular vesicular exosome, C:cell surface, F:unfolded protein binding, C:endoplasmic reticulum lumen, P:platelet activation, P:cerebellar Purkinje cell layer development, P:activation of signaling protein activity involved in unfolded protein response, F:chaperone binding, F:ATP binding, P:positive regulation of protein ubiquitination, C:midbody, F:ATPase activity, P:cellular response to interleukin-4, P:cellular response to antibiotic, F:ribosome binding, P:substantia nigra development, P:ER-associated ubiquitin-dependent protein catabolic process, C:integral component of endoplasmic reticulum membrane, P:regulation of protein folding in endoplasmic reticulum, P:ER overload response, P:cerebellum structural organization, F:calcium ion binding, C:melanosome, P:negative regulation of apoptotic process, F:misfolded protein binding, C:endoplasmic reticulum-Golgi intermediate compartment, C:endoplasmic reticulum chaperone complex, C:nucleus, P:platelet degranulation, P:negative regulation of transforming growth factor beta receptor signaling pathway, P:cellular response to glucose starvation"
"159";"Q9Y2Q3";"GSTK1_HUMAN";"F:glutathione transferase activity, F:protein disulfide oxidoreductase activity, C:mitochondrial matrix, C:peroxisome, C:mitochondrial inner membrane, C:extracellular vesicular exosome, P:epithelial cell differentiation, P:glutathione metabolic process, F:glutathione peroxidase activity"
"160";"P78347";"GTF2I_HUMAN";"P:negative regulation of angiogenesis, C:nucleus, P:negative regulation of cytosolic calcium ion concentration, F:sequence-specific DNA binding transcription factor activity, P:transcription initiation from RNA polymerase II promoter, C:cytoplasm, C:neuronal cell body, C:cell projection, P:signal transduction, F:DNA binding, P:embryo development"
"161";"P16403";"H12_HUMAN";"C:nucleus, P:nucleosome positioning, P:nucleosome assembly, C:nucleosome, F:DNA binding"
"162";"P16402";"H13_HUMAN";"F:DNA binding, P:nucleosome positioning, C:nucleosome, C:nuclear chromatin, P:nucleosome assembly"
"163";"P10412";"H14_HUMAN";"C:nucleosome, P:nucleosome positioning, P:nucleosome assembly, C:nucleus, F:DNA binding"
"164";"Q92522";"H1X_HUMAN";"F:DNA binding, P:nucleosome assembly, C:nucleus, C:nucleosome"
"165";"P0C0S8";"H2A1_HUMAN";"C:extracellular vesicular exosome, C:nucleosome, F:DNA binding, C:nucleus, P:nucleosome assembly"
"166";"Q93077";"H2A1C_HUMAN";"C:nucleosome, F:DNA binding, P:nucleosome assembly, C:nucleus"
"167";"O75367";"H2AY_HUMAN";"F:chromatin binding, P:chromatin modification, F:DNA binding, C:condensed chromosome, P:nucleosome assembly, C:sex chromatin, C:Barr body, C:nucleosome, P:dosage compensation"
"168";"P0C0S5";"H2AZ_HUMAN";"C:nucleosome, F:DNA binding, P:nucleosome assembly, C:nucleus"
"169";"P58876";"H2B1D_HUMAN";"F:DNA binding, C:nucleus, P:nucleosome assembly, C:extracellular vesicular exosome, C:nucleosome"
"170";"Q93079";"H2B1H_HUMAN";"C:nucleosome, F:DNA binding, C:nucleus, P:nucleosome assembly, C:extracellular vesicular exosome"
"171";"P06899";"H2B1J_HUMAN";"P:nucleosome assembly, C:nucleus, C:nucleosome, F:DNA binding, P:defense response to bacterium"
"172";"O60814";"H2B1K_HUMAN";"P:nucleosome assembly, C:nucleus, C:nucleosome, F:DNA binding, P:defense response to bacterium"
"173";"P23527";"H2B1O_HUMAN";"F:DNA binding, C:nucleosome, C:nucleus, P:nucleosome assembly"
"174";"Q8N257";"H2B3B_HUMAN";"P:nucleosome assembly, F:DNA binding, C:nucleosome, C:nucleus"
"175";"P68431";"H31_HUMAN";"F:DNA binding, P:blood coagulation, C:nucleosome, C:nucleoplasm, P:nucleosome assembly, P:regulation of gene silencing, C:extracellular vesicular exosome"
"176";"P62805";"H4_HUMAN";"P:negative regulation of megakaryocyte differentiation, C:nucleosome, P:phosphatidylinositol-mediated signaling, P:CENP-A containing nucleosome assembly at centromere, C:nucleolus, C:extracellular vesicular exosome, P:telomere maintenance, F:DNA binding, C:actin cytoskeleton, C:nucleoplasm"
"177";"Q9P035";"HACD3_HUMAN";"C:integral component of membrane, P:fatty acid biosynthetic process, P:I-kappaB kinase/NF-kappaB signaling, F:lyase activity, P:Rac protein signal transduction, F:GTPase activator activity, P:Rho protein signal transduction, P:activation of JUN kinase activity, C:endoplasmic reticulum membrane"
"178";"P69905";"HBA_HUMAN";"F:heme binding, C:cytosolic small ribosomal subunit, F:iron ion binding, P:positive regulation of cell death, P:hydrogen peroxide catabolic process, C:hemoglobin complex, C:haptoglobin-hemoglobin complex, P:protein heterooligomerization, F:oxygen transporter activity, P:oxygen transport, C:endocytic vesicle lumen, P:bicarbonate transport, C:blood microparticle, C:extracellular vesicular exosome, P:small molecule metabolic process, F:oxygen binding, P:oxidation-reduction process"
"179";"P02042";"HBD_HUMAN";"C:hemoglobin complex, P:blood coagulation, F:heme binding, F:oxygen transporter activity, F:iron ion binding, F:oxygen binding, C:blood microparticle"
"180";"Q99714";"HCD2_HUMAN";"F:3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity, F:3-hydroxyacyl-CoA dehydrogenase activity, F:testosterone dehydrogenase [NAD(P)] activity, C:endoplasmic reticulum, P:cellular nitrogen compound metabolic process, P:branched-chain amino acid catabolic process, C:mitochondrial inner membrane, P:lipid metabolic process, F:cholate 7-alpha-dehydrogenase activity, P:tRNA processing, C:mitochondrial matrix, C:plasma membrane"
"181";"Q13547";"HDAC1_HUMAN";"P:fungiform papilla formation, F:histone deacetylase activity, F:transcription factor binding, F:core promoter binding, P:positive regulation of cell proliferation, P:transforming growth factor beta receptor signaling pathway, P:positive regulation of transcription from RNA polymerase II promoter, P:Notch signaling pathway, P:histone H4 deacetylation, F:RNA polymerase II transcription corepressor activity, P:mitotic cell cycle, P:negative regulation by host of viral transcription, P:epidermal cell differentiation, P:neurotrophin TRK receptor signaling pathway, F:NAD-dependent histone deacetylase activity (H3-K14 specific), P:chromatin remodeling, C:cytosol, P:blood coagulation, F:NAD-dependent histone deacetylase activity (H3-K18 specific), F:NAD-dependent histone deacetylase activity (H3-K9 specific), P:transcription initiation from RNA polymerase II promoter, F:sequence-specific DNA binding transcription factor activity, C:Sin3 complex, P:odontogenesis of dentin-containing tooth, P:hair follicle placode formation, P:negative regulation of androgen receptor signaling pathway, P:viral process, P:positive regulation of receptor biosynthetic process, P:histone H3 deacetylation, C:NuRD complex, P:eyelid development in camera-type eye, P:negative regulation of cell cycle, F:NAD-dependent histone deacetylase activity (H4-K16 specific), P:embryonic digit morphogenesis, P:negative regulation of apoptotic process"
"182";"P04233";"HG2A_HUMAN";"P:cell proliferation, P:T cell selection, P:positive regulation of macrophage cytokine production, P:negative regulation of apoptotic process, C:trans-Golgi network membrane, P:negative thymic T cell selection, P:positive regulation of type 2 immune response, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, F:MHC class II protein binding, P:macrophage migration inhibitory factor signaling pathway, C:lysosomal membrane, P:defense response, P:positive regulation of B cell proliferation, P:positive regulation of dendritic cell antigen processing and presentation, P:positive regulation of cytokine-mediated signaling pathway, P:activation of MAPK activity, F:beta-amyloid binding, P:prostaglandin biosynthetic process, F:identical protein binding, P:negative regulation of T cell differentiation, P:negative regulation of peptide secretion, C:external side of plasma membrane, P:positive regulation of neutrophil chemotaxis, P:immunoglobulin mediated immune response, P:protein complex assembly, P:regulation of macrophage activation, P:positive regulation of T cell differentiation, C:clathrin-coated endocytic vesicle membrane, P:positive thymic T cell selection, P:positive regulation of ERK1 and ERK2 cascade, C:MHC class II protein complex, C:integral component of lumenal side of endoplasmic reticulum membrane, P:chaperone mediated protein folding requiring cofactor, P:negative regulation of DNA damage response, signal transduction by p53 class mediator, C:macrophage migration inhibitory factor receptor complex, C:extracellular vesicular exosome, C:Golgi membrane, C:NOS2-CD74 complex, P:intracellular protein transport, C:plasma membrane, P:positive regulation of peptidyl-tyrosine phosphorylation, F:cytokine receptor activity, P:positive regulation of chemokine (C-X-C motif) ligand 2 production, C:ER to Golgi transport vesicle membrane, P:negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator, C:multivesicular body, P:antigen processing and presentation of endogenous antigen, C:lysosomal lumen, P:positive regulation of fibroblast proliferation, C:cell surface, P:negative regulation of mature B cell apoptotic process"
"183";"O14979";"HNRDL_HUMAN";"F:nucleotide binding, F:single-stranded DNA binding, C:cytoplasm, F:RNA binding, C:nucleus, F:DNA binding, P:RNA processing, F:poly(A) RNA binding, C:spliceosomal complex, P:transcription, DNA-templated, F:poly(G) RNA binding, P:regulation of transcription, DNA-templated, F:double-stranded DNA binding, P:regulation of gene expression"
"184";"P31943";"HNRH1_HUMAN";"F:nucleotide binding, C:cytoplasm, P:regulation of RNA splicing, C:catalytic step 2 spliceosome, C:nucleoplasm, F:poly(U) RNA binding, P:mRNA splicing, via spliceosome, C:actin cytoskeleton"
"185";"P55795";"HNRH2_HUMAN";"C:nucleoplasm, F:RNA binding, P:mRNA splicing, via spliceosome, F:nucleotide binding, C:actin cytoskeleton, C:cytoplasm, C:ribonucleoprotein complex"
"186";"P31942";"HNRH3_HUMAN";"C:spliceosomal complex, P:mRNA splicing, via spliceosome, P:epithelial cell differentiation, F:RNA binding, F:nucleotide binding"
"187";"Q9BUJ2";"HNRL1_HUMAN";"P:response to virus, P:mRNA splicing, via spliceosome, C:ribonucleoprotein complex, P:regulation of transcription, DNA-templated, P:transcription, DNA-templated, C:nucleoplasm, F:RNA binding"
"188";"Q1KMD3";"HNRL2_HUMAN";"C:nucleus, F:nucleic acid binding"
"189";"P07910";"HNRPC_HUMAN";"F:RNA binding, C:catalytic step 2 spliceosome, C:nucleoplasm, F:nucleotide binding, P:mRNA splicing, via spliceosome, C:extracellular vesicular exosome"
"190";"Q14103";"HNRPD_HUMAN";"P:transcription, DNA-templated, C:nucleoplasm, C:ribonucleoprotein complex, P:regulation of mRNA stability, F:telomeric DNA binding, P:positive regulation of transcription, DNA-templated, F:nucleotide binding, P:RNA catabolic process, C:cytosol, P:mRNA splicing, via spliceosome, F:RNA binding"
"191";"P52597";"HNRPF_HUMAN";"F:single-stranded RNA binding, P:regulation of RNA splicing, F:nucleotide binding, C:catalytic step 2 spliceosome, C:nucleoplasm, C:cytoplasm, P:mRNA splicing, via spliceosome"
"192";"P61978";"HNRPK_HUMAN";"P:regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter, P:regulation of low-density lipoprotein particle clearance, F:RNA binding, C:extracellular vesicular exosome, C:podosome, C:nucleoplasm, C:nuclear chromatin, P:positive regulation of receptor-mediated endocytosis, P:signal transduction, P:mRNA splicing, via spliceosome, C:cytoplasm, P:positive regulation of low-density lipoprotein particle receptor biosynthetic process, C:cell projection, F:single-stranded DNA binding, P:viral process, F:RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription, C:cell junction, F:RNA polymerase II core promoter proximal region sequence-specific DNA binding, C:catalytic step 2 spliceosome"
"193";"P14866";"HNRPL_HUMAN";"C:extracellular vesicular exosome, F:transcription regulatory region DNA binding, C:pronucleus, C:ribonucleoprotein complex, C:cytoplasm, F:nucleotide binding, P:mRNA splicing, via spliceosome, C:nucleoplasm, F:RNA binding"
"194";"P52272";"HNRPM_HUMAN";"F:RNA binding, P:alternative mRNA splicing, via spliceosome, F:nucleotide binding, C:catalytic step 2 spliceosome, C:nuclear matrix, C:integral component of plasma membrane, C:paraspeckles"
"195";"O60506";"HNRPQ_HUMAN";"C:catalytic step 2 spliceosome, C:CRD-mediated mRNA stability complex, P:negative regulation of translation, P:viral process, C:nucleoplasm, F:nucleotide binding, F:RNA binding, C:GAIT complex, P:CRD-mediated mRNA stabilization, C:histone pre-mRNA 3'end processing complex, F:poly(A) RNA binding, P:cellular response to interferon-gamma, P:mRNA splicing, via spliceosome, C:endoplasmic reticulum"
"196";"O43390";"HNRPR_HUMAN";"C:nucleoplasm, F:nucleotide binding, P:mRNA splicing, via spliceosome, C:cytoplasm, C:catalytic step 2 spliceosome, F:RNA binding"
"197";"Q00839";"HNRPU_HUMAN";"F:RNA binding, F:DNA binding, F:ATP binding, P:mRNA splicing, via spliceosome, C:cell surface, C:catalytic step 2 spliceosome, P:CRD-mediated mRNA stabilization, C:CRD-mediated mRNA stability complex, C:nucleoplasm"
"198";"Q86YZ3";"HORN_HUMAN";"C:cornified envelope, F:calcium ion binding, P:keratinization, P:establishment of skin barrier, C:extracellular vesicular exosome"
"199";"Q5SSJ5";"HP1B3_HUMAN";"P:nucleosome assembly, C:nucleosome, F:DNA binding, C:nucleus"
"200";"P34931";"HS71L_HUMAN";"F:ATP binding, P:response to unfolded protein, P:binding of sperm to zona pellucida, C:mitochondrial matrix, C:zona pellucida receptor complex, C:blood microparticle, C:cell body"
"201";"P07900";"HS90A_HUMAN";"C:extracellular vesicular exosome, P:protein refolding, P:innate immune response, P:regulation of nitric-oxide synthase activity, P:response to salt stress, P:skeletal muscle contraction, C:mitochondrion, F:TPR domain binding, P:positive regulation of cardiac muscle contraction, P:nitric oxide metabolic process, C:apical plasma membrane, C:basolateral plasma membrane, C:neuron projection, P:positive regulation of nitric oxide biosynthetic process, P:Fc-gamma receptor signaling pathway involved in phagocytosis, C:cell surface, F:GTP binding, F:ATP binding, C:extracellular matrix, P:protein import into mitochondrial outer membrane, P:positive regulation of lamellipodium assembly, F:dATP binding, P:cardiac muscle cell apoptotic process, P:axon guidance, C:perinuclear region of cytoplasm, C:neuronal cell body, P:chaperone-mediated protein complex assembly, P:positive regulation of cell size, F:nitric-oxide synthase regulator activity, P:neuron migration, P:response to heat, F:CTP binding, C:brush border membrane, C:cytosol, C:protein complex, F:MHC class II protein complex binding, F:protein homodimerization activity, C:endocytic vesicle lumen, F:UTP binding, C:melanosome, P:response to unfolded protein, P:positive regulation of protein import into nucleus, translocation, P:response to estrogen, F:ATPase activity, P:G2/M transition of mitotic cell cycle, F:mRNA binding, C:plasma membrane"
