"";"X";"accession";"name";"go_name"
"67";67;"Q06187";"BTK_HUMAN";"P:toll-like receptor TLR6:TLR2 signaling pathway, P:adaptive immune response, P:B cell activation, C:nucleus, P:toll-like receptor 2 signaling pathway, P:regulation of B cell cytokine production, P:innate immune response, C:membrane raft, F:metal ion binding, P:regulation of B cell apoptotic process, P:mesoderm development, F:ATP binding, P:positive regulation of NF-kappaB transcription factor activity, P:apoptotic signaling pathway, P:histamine secretion by mast cell, C:plasma membrane, P:positive regulation of B cell differentiation, P:toll-like receptor 4 signaling pathway, P:MyD88-dependent toll-like receptor signaling pathway, P:B cell receptor signaling pathway, P:I-kappaB kinase/NF-kappaB signaling, P:calcium-mediated signaling, P:transcription, DNA-templated, P:protein autophosphorylation, P:Fc-epsilon receptor signaling pathway, C:perinuclear region of cytoplasm, F:phosphatidylinositol-3,4,5-trisphosphate binding, F:non-membrane spanning protein tyrosine kinase activity, C:mast cell granule, C:cytosol, P:cell maturation, C:cytoplasmic vesicle, P:toll-like receptor TLR1:TLR2 signaling pathway, P:response to organic substance, P:response to reactive oxygen species"
"70";70;"P11586";"C1TC_HUMAN";"F:formate-tetrahydrofolate ligase activity, P:one-carbon metabolic process, P:purine nucleotide biosynthetic process, P:methionine biosynthetic process, F:methylenetetrahydrofolate dehydrogenase (NADP+) activity, P:folic acid-containing compound biosynthetic process, C:extracellular vesicular exosome, P:histidine biosynthetic process, F:methenyltetrahydrofolate cyclohydrolase activity, P:folic acid metabolic process, F:ATP binding, P:tetrahydrofolate interconversion, F:methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity, C:mitochondrion, C:cytosol"
"74";74;"Q13740";"CD166_HUMAN";"C:extracellular vesicular exosome, P:axon guidance, P:motor neuron axon guidance, P:signal transduction, C:axon, C:neuronal cell body, C:integral component of membrane, C:external side of plasma membrane, P:cell adhesion, F:receptor binding"
"75";75;"P16070";"CD44_HUMAN";"C:extracellular vesicular exosome, P:positive regulation of heterotypic cell-cell adhesion, P:hyaluronan catabolic process, P:interferon-gamma-mediated signaling pathway, P:cellular response to fibroblast growth factor stimulus, P:branching involved in ureteric bud morphogenesis, F:hyalurononglucosaminidase activity, P:cartilage development, P:branching involved in prostate gland morphogenesis, P:Wnt signaling pathway, P:positive regulation of peptidyl-serine phosphorylation, P:positive regulation of monocyte aggregation, P:positive regulation of peptidyl-tyrosine phosphorylation, F:collagen binding, P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:carbohydrate metabolic process, F:hyaluronic acid binding, C:integral component of plasma membrane, P:cell-matrix adhesion, C:basolateral plasma membrane, P:positive regulation of ERK1 and ERK2 cascade, P:monocyte aggregation, P:wound healing involved in inflammatory response, P:negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator, P:negative regulation of DNA damage response, signal transduction by p53 class mediator, C:external side of plasma membrane, C:cell surface, P:extracellular matrix organization, P:positive regulation of gene expression, P:negative regulation of apoptotic process, P:small molecule metabolic process"
"76";76;"P13987";"CD59_HUMAN";"P:negative regulation of activation of membrane attack complex, P:blood coagulation, C:anchored component of external side of plasma membrane, C:sarcolemma, C:extracellular vesicular exosome, P:positive regulation of T cell proliferation, P:cell activation, P:regulation of complement activation, C:compact myelin, P:negative regulation of apoptotic process, P:cell surface receptor signaling pathway, F:complement binding, P:innate immune response, C:extracellular space"
"77";77;"Q07108";"CD69_HUMAN";"F:transmembrane signaling receptor activity, F:carbohydrate binding, C:integral component of plasma membrane, P:cellular response to drug, C:external side of plasma membrane, F:calcium ion binding"
"78";78;"P14209";"CD99_HUMAN";"P:cell adhesion, C:integral component of plasma membrane, C:cytoplasm"
"79";79;"P60953";"CDC42_HUMAN";"P:positive regulation of intracellular protein transport, F:protein kinase binding, P:positive regulation of phosphatidylinositol 3-kinase activity, P:cellular protein localization, P:submandibular salivary gland formation, P:T cell costimulation, P:negative regulation of gene expression, P:positive regulation of hair follicle cell proliferation, P:positive regulation of gene expression, C:extracellular vesicular exosome, P:positive regulation of synapse structural plasticity, P:positive regulation of substrate adhesion-dependent cell spreading, P:positive regulation of neuron apoptotic process, P:muscle cell differentiation, C:spindle midzone, P:regulation of protein kinase activity, P:regulation of filopodium assembly, C:secretory granule, C:filopodium, P:macrophage differentiation, C:midbody, P:keratinization, P:positive regulation of pseudopodium assembly, C:mitotic spindle, P:blood coagulation, P:Golgi organization, P:actin filament bundle assembly, P:regulation of small GTPase mediated signal transduction, F:GTP binding, C:plasma membrane, P:innate immune response, P:heart contraction, P:axon guidance, P:positive regulation of cytokinesis, P:regulation of protein stability, P:regulation of protein heterodimerization activity, P:positive regulation of DNA replication, P:positive regulation of peptidyl-serine phosphorylation, P:hair follicle placode formation, P:sprouting angiogenesis, C:microtubule organizing center, P:small GTPase mediated signal transduction, P:epithelial-mesenchymal cell signaling, P:keratinocyte development, P:adherens junction organization, P:multicellular organism growth, C:cytosol, P:hair follicle morphogenesis, P:neuron fate determination, P:negative regulation of epidermal growth factor receptor signaling pathway, P:regulation of attachment of spindle microtubules to kinetochore, P:establishment or maintenance of apical/basal cell polarity, P:organelle transport along microtubule, P:Fc-gamma receptor signaling pathway involved in phagocytosis, C:neuron projection, P:positive regulation of JNK cascade, C:Golgi membrane, F:GTPase activity, P:epidermal growth factor receptor signaling pathway, P:filopodium assembly, P:positive regulation of muscle cell differentiation, C:neuronal cell body, P:establishment or maintenance of cell polarity, P:actin cytoskeleton organization, P:negative regulation of protein complex assembly, P:nuclear migration, P:regulation of protein catabolic process, P:canonical Wnt signaling pathway, P:epithelial cell-cell adhesion, P:actin filament branching, P:cardiac conduction system development, C:apical part of cell, P:positive regulation of metalloenzyme activity, P:regulation of mitosis, P:substantia nigra development, P:establishment of Golgi localization"
"81";81;"P61604";"CH10_HUMAN";"C:extracellular vesicular exosome, F:ATP binding, C:mitochondrion, F:chaperone binding, C:mitochondrial matrix, P:activation of cysteine-type endopeptidase activity involved in apoptotic process, F:unfolded protein binding, P:protein folding, P:response to unfolded protein"
"82";82;"P10809";"CH60_HUMAN";"P:B cell proliferation, P:positive regulation of T cell activation, C:coated vesicle, P:MyD88-dependent toll-like receptor signaling pathway, C:mitochondrial matrix, P:positive regulation of interleukin-10 production, F:single-stranded DNA binding, P:positive regulation of macrophage activation, F:DNA replication origin binding, C:extracellular vesicular exosome, P:positive regulation of interleukin-6 production, C:mitochondrial inner membrane, C:cell surface, C:early endosome, C:plasma membrane, P:protein maturation, P:'de novo' protein folding, P:positive regulation of interferon-gamma production, C:secretory granule, F:ATPase activity, P:positive regulation of interleukin-12 production, P:T cell activation, P:response to unfolded protein, P:protein stabilization, C:lipopolysaccharide receptor complex, F:lipopolysaccharide binding, F:unfolded protein binding, P:positive regulation of apoptotic process, C:coated pit, F:double-stranded RNA binding, C:extracellular space, P:viral process, P:chaperone-mediated protein complex assembly, P:activation of cysteine-type endopeptidase activity involved in apoptotic process, P:isotype switching to IgG isotypes, F:ATP binding, P:positive regulation of interferon-alpha production, P:B cell cytokine production, P:negative regulation of apoptotic process, C:cytosol, P:positive regulation of T cell mediated immune response to tumor cell, P:protein refolding"
"85";85;"Q00610";"CLH1_HUMAN";"C:cytosol, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:clathrin complex, C:spindle, C:mitochondrion, C:melanosome, F:double-stranded RNA binding, P:post-Golgi vesicle-mediated transport, P:mitosis, C:trans-Golgi network membrane, C:extracellular vesicular exosome, P:receptor internalization, C:clathrin coat of coated pit, F:structural molecule activity, P:transferrin transport, C:clathrin coat of trans-Golgi network vesicle, C:clathrin-coated endocytic vesicle membrane, P:intracellular protein transport"
"86";86;"Q9UGN4";"CLM8_HUMAN";"P:negative regulation of fibroblast proliferation, P:negative regulation of phagocytosis, engulfment, C:plasma membrane, P:negative regulation of NK T cell activation, P:negative regulation of activation of JAK2 kinase activity, P:negative regulation of eosinophil activation, P:negative regulation of B cell proliferation, P:positive regulation of phosphoprotein phosphatase activity, P:negative regulation of eosinophil migration, P:regulation of T cell receptor signaling pathway, P:negative regulation of MAP kinase activity, F:signaling receptor activity, P:negative regulation of mast cell degranulation, F:phosphatidylserine binding, P:negative regulation of B cell receptor signaling pathway, C:membrane, F:phosphatidylethanolamine binding, P:immune system process, P:negative regulation of neutrophil activation, P:cell adhesion, C:extracellular vesicular exosome, C:integral component of membrane"
"88";88;"P21964";"COMT_HUMAN";"P:estrogen metabolic process, C:extracellular vesicular exosome, P:neurotransmitter catabolic process, F:magnesium ion binding, P:dopamine catabolic process, P:female pregnancy, P:negative regulation of dopamine metabolic process, P:response to pain, C:plasma membrane, P:negative regulation of smooth muscle cell proliferation, P:response to drug, C:integral component of membrane, C:cytosol, F:catechol O-methyltransferase activity, F:O-methyltransferase activity, P:positive regulation of homocysteine metabolic process, P:learning, P:xenobiotic metabolic process, P:neurotransmitter biosynthetic process, P:small molecule metabolic process, C:mitochondrion, P:response to organic cyclic compound, C:intracellular membrane-bounded organelle, P:multicellular organismal reproductive process, P:response to lipopolysaccharide"
"89";89;"Q9ULV4";"COR1C_HUMAN";"C:lamellipodium, P:actin cytoskeleton organization, P:signal transduction, C:plasma membrane, F:actin filament binding, C:cytoplasm, C:actin cytoskeleton, P:phagocytosis"
"98";98;"Q9BUQ8";"DDX23_HUMAN";"F:nucleic acid binding, F:ATP-dependent RNA helicase activity, C:nucleoplasm, C:plasma membrane, C:mitochondrion, F:ATP binding, C:catalytic step 2 spliceosome, C:U5 snRNP, P:cis assembly of pre-catalytic spliceosome, C:extracellular vesicular exosome"
"101";101;"O00571";"DDX3X_HUMAN";"P:chromosome segregation, P:positive regulation of translational initiation, F:ATP binding, P:negative regulation of protein complex assembly, P:cellular response to arsenic-containing substance, P:positive regulation of transcription from RNA polymerase II promoter, P:positive regulation of interferon-beta production, F:eukaryotic initiation factor 4E binding, P:negative regulation of cell growth, F:poly(A) RNA binding, P:positive regulation of apoptotic process, F:transcription factor binding, P:positive regulation of cell growth, C:mitochondrial outer membrane, P:negative regulation of translation, F:ATP-dependent DNA helicase activity, P:positive regulation of chemokine (C-C motif) ligand 5 production, C:cytoplasmic stress granule, F:mRNA 5'-UTR binding, P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:RNA secondary structure unwinding, F:RNA stem-loop binding, F:ATP-dependent RNA helicase activity, P:viral process, P:positive regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:transcription, DNA-templated, P:extrinsic apoptotic signaling pathway via death domain receptors, P:response to virus, P:negative regulation of apoptotic process, C:extracellular vesicular exosome, P:innate immune response, F:ribosomal small subunit binding, P:cellular response to osmotic stress, P:negative regulation of intrinsic apoptotic signaling pathway, C:nucleus, P:stress granule assembly, P:positive regulation of G1/S transition of mitotic cell cycle, P:intrinsic apoptotic signaling pathway, P:mature ribosome assembly, F:DNA binding, C:nuclear speck"
"102";102;"P17844";"DDX5_HUMAN";"P:regulation of viral genome replication, P:mRNA splicing, via spliceosome, P:positive regulation of transcription from RNA polymerase II promoter, P:regulation of skeletal muscle cell differentiation, F:ATP-dependent RNA helicase activity, P:circadian rhythm, F:RNA helicase activity, P:regulation of androgen receptor signaling pathway, F:androgen receptor binding, F:pre-mRNA binding, P:regulation of osteoblast differentiation, P:regulation of alternative mRNA splicing, via spliceosome, P:intrinsic apoptotic signaling pathway by p53 class mediator, F:estrogen receptor binding, P:in utero embryonic development, C:catalytic step 2 spliceosome, C:extracellular vesicular exosome, P:ATP catabolic process, P:negative regulation of transcription from RNA polymerase II promoter, P:cell growth, C:nucleolus, F:transcription coactivator activity, F:ATP binding, P:positive regulation of DNA damage response, signal transduction by p53 class mediator, P:positive regulation of intracellular estrogen receptor signaling pathway, P:transcription, DNA-templated"
"103";103;"Q8NBQ5";"DHB11_HUMAN";"P:steroid biosynthetic process, C:lipid particle, F:estradiol 17-beta-dehydrogenase activity, C:cytoplasm, F:steroid dehydrogenase activity, P:androgen catabolic process, C:extracellular region"
"109";109;"O60884";"DNJA2_HUMAN";"C:membrane, P:response to heat, P:positive regulation of cell proliferation, P:protein folding, F:metal ion binding, C:extracellular vesicular exosome, F:ATP binding"
"111";111;"Q92608";"DOCK2_HUMAN";"P:membrane raft polarization, P:myeloid dendritic cell activation involved in immune response, C:endomembrane system, F:T cell receptor binding, C:extracellular vesicular exosome, F:Rac GTPase activator activity, C:cytoskeleton, P:negative thymic T cell selection, P:actin cytoskeleton organization, P:viral process, C:membrane, P:establishment of T cell polarity, P:small GTPase mediated signal transduction, P:macropinocytosis, P:regulation of defense response to virus by virus, F:Rac guanyl-nucleotide exchange factor activity, P:chemotaxis, C:cytosol, P:positive thymic T cell selection, P:alpha-beta T cell proliferation, P:positive regulation of phagocytosis, P:immunological synapse formation"
"113";113;"P27487";"DPP4_HUMAN";"C:integral component of membrane, P:positive regulation of cell proliferation, C:intercellular canaliculus, P:regulation of cell-cell adhesion mediated by integrin, F:serine-type endopeptidase activity, P:negative regulation of extracellular matrix disassembly, P:endothelial cell migration, C:membrane raft, C:lamellipodium, C:endocytic vesicle, F:aminopeptidase activity, P:proteolysis, C:lysosomal membrane, C:lamellipodium membrane, C:apical plasma membrane, C:invadopodium membrane, P:cell adhesion, P:response to hypoxia, C:cell surface, F:serine-type peptidase activity, F:dipeptidyl-peptidase activity, P:T cell activation, C:extracellular vesicular exosome, P:T cell costimulation"
"114";114;"P01903";"DRA_HUMAN";"C:extracellular vesicular exosome, C:integral component of lumenal side of endoplasmic reticulum membrane, C:ER to Golgi transport vesicle membrane, P:T cell costimulation, P:T cell receptor signaling pathway, C:integral component of plasma membrane, C:trans-Golgi network membrane, F:MHC class II receptor activity, P:interferon-gamma-mediated signaling pathway, F:MHC class II protein complex binding, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:late endosome membrane, C:MHC class II protein complex, C:lysosomal membrane, C:Golgi membrane, C:clathrin-coated endocytic vesicle membrane"
"119";119;"Q15125";"EBP_HUMAN";"F:drug transmembrane transporter activity, F:C-8 sterol isomerase activity, C:integral component of plasma membrane, F:cholestenol delta-isomerase activity, F:transmembrane signaling receptor activity, C:endoplasmic reticulum membrane, P:hemopoiesis, P:skeletal system development, F:steroid delta-isomerase activity, P:cholesterol biosynthetic process"
"123";123;"P68104";"EF1A1_HUMAN";"C:extracellular space, P:transcription, DNA-templated, C:eukaryotic translation elongation factor 1 complex, C:nucleus, F:translation elongation factor activity, C:cytosol, F:GTP binding, C:plasma membrane, F:GTPase activity, C:extracellular vesicular exosome, P:GTP catabolic process, P:regulation of transcription, DNA-templated"
"124";124;"P13639";"EF2_HUMAN";"C:polysome, F:GTPase activity, P:positive regulation of gene expression, C:ribonucleoprotein complex, F:GTP binding, F:translation activator activity, P:translational elongation, C:extracellular vesicular exosome, F:translation elongation factor activity, C:cytosol"
"125";125;"P49411";"EFTU_HUMAN";"F:translation elongation factor activity, F:GTPase activity, C:mitochondrial nucleoid, C:extracellular vesicular exosome, P:GTP catabolic process, F:GTP binding"
"127";127;"P55884";"EIF3B_HUMAN";"C:eukaryotic translation initiation factor 3 complex, F:protein complex scaffold, C:extracellular vesicular exosome, P:formation of translation preinitiation complex, F:nucleotide binding, P:regulation of translational initiation, C:eukaryotic 48S preinitiation complex, F:translation initiation factor activity, C:eukaryotic 43S preinitiation complex, C:cytosol"
"128";128;"P60228";"EIF3E_HUMAN";"C:eukaryotic 43S preinitiation complex, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:nucleoplasm, C:eukaryotic 48S preinitiation complex, P:formation of translation preinitiation complex, C:cytosol, C:eukaryotic translation initiation factor 3 complex, C:PML body, F:translation initiation factor activity, C:extracellular vesicular exosome, P:negative regulation of translational initiation"
"130";130;"P06733";"ENOA_HUMAN";"C:M band, F:transcription corepressor activity, C:cytosol, F:magnesium ion binding, P:negative regulation of cell growth, P:small molecule metabolic process, C:phosphopyruvate hydratase complex, P:negative regulation of transcription from RNA polymerase II promoter, P:glycolysis, C:plasma membrane, F:phosphopyruvate hydratase activity, C:nucleus, C:extracellular vesicular exosome, F:DNA binding, F:sequence-specific DNA binding transcription factor activity, P:gluconeogenesis, C:extracellular space, P:transcription, DNA-templated, P:response to virus"
"131";131;"P14625";"ENPL_HUMAN";"F:ATP binding, C:cytosol, F:RNA binding, C:melanosome, P:protein transport, C:midbody, P:ER-associated ubiquitin-dependent protein catabolic process, P:actin rod assembly, C:extracellular vesicular exosome, P:activation of signaling protein activity involved in unfolded protein response, C:perinuclear region of cytoplasm, P:protein folding, F:calcium ion binding, P:toll-like receptor signaling pathway, P:innate immune response, C:endoplasmic reticulum membrane, C:endocytic vesicle lumen, F:low-density lipoprotein particle receptor binding, P:sequestering of calcium ion, P:response to hypoxia, C:endoplasmic reticulum lumen, F:virion binding, P:regulation of phosphoprotein phosphatase activity, P:negative regulation of apoptotic process, C:plasma membrane, F:protein phosphatase binding, P:cellular response to ATP"
"132";132;"O94905";"ERLN2_HUMAN";"C:integral component of membrane, C:plasma membrane, P:cell death, C:endoplasmic reticulum membrane, C:protein complex, P:ER-associated ubiquitin-dependent protein catabolic process"
"133";133;"A0FGR8";"ESYT2_HUMAN";"C:integral component of plasma membrane, F:calcium-dependent phospholipid binding"
"136";136;"O95864";"FADS2_HUMAN";"P:unsaturated fatty acid biosynthetic process, C:integral component of plasma membrane, F:heme binding, F:stearoyl-CoA 9-desaturase activity, C:endoplasmic reticulum membrane, P:linoleic acid metabolic process, P:alpha-linolenic acid metabolic process, F:iron ion binding"
"137";137;"P49327";"FAS_HUMAN";"F:3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity, F:zinc ion binding, C:mitochondrion, F:3-oxoacyl-[acyl-carrier-protein] synthase activity, F:3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity, P:triglyceride biosynthetic process, C:plasma membrane, P:positive regulation of cellular metabolic process, F:drug binding, F:[acyl-carrier-protein] S-acetyltransferase activity, C:Golgi apparatus, C:glycogen granule, P:cellular response to interleukin-4, P:long-chain fatty-acyl-CoA biosynthetic process, P:fatty acid metabolic process, F:myristoyl-[acyl-carrier-protein] hydrolase activity, C:cytosol, C:extracellular vesicular exosome, F:fatty acid synthase activity, C:melanosome, F:enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity, P:fatty acid biosynthetic process, P:energy reserve metabolic process, F:enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity, F:3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity, P:pantothenate metabolic process, F:palmitoyl-[acyl-carrier-protein] hydrolase activity, P:acetyl-CoA metabolic process, F:NADPH binding, F:[acyl-carrier-protein] S-malonyltransferase activity, F:oleoyl-[acyl-carrier-protein] hydrolase activity"
"138";138;"P22087";"FBRL_HUMAN";"F:histone-glutamine methyltransferase activity, P:snoRNA metabolic process, F:RNA binding, P:rRNA processing, C:box C/D snoRNP complex, P:tRNA processing, P:histone glutamine methylation, C:extracellular vesicular exosome, C:granular component, C:Cajal body"
"144";144;"Q13283";"G3BP1_HUMAN";"C:cytoplasm, F:ATP-dependent DNA helicase activity, P:transport, P:nucleic acid phosphodiester bond hydrolysis, C:plasma membrane, F:mRNA binding, F:ATP-dependent RNA helicase activity, F:ATP binding, C:cytosol, F:endonuclease activity, C:cytoplasmic stress granule, C:nucleus, P:Ras protein signal transduction, P:negative regulation of canonical Wnt signaling pathway, F:DNA binding"
"146";146;"P04406";"G3P_HUMAN";"C:perinuclear region of cytoplasm, P:small molecule metabolic process, P:negative regulation of translation, F:NAD binding, P:microtubule cytoskeleton organization, F:microtubule binding, P:peptidyl-cysteine S-trans-nitrosylation, C:extracellular vesicular exosome, P:protein stabilization, F:glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity, C:lipid particle, C:nucleus, C:GAIT complex, P:neuron apoptotic process, C:cytosol, P:cellular response to interferon-gamma, C:ribonucleoprotein complex, C:microtubule cytoskeleton, P:glycolysis, F:peptidyl-cysteine S-nitrosylase activity, P:gluconeogenesis, F:NADP binding, C:plasma membrane"
"148";148;"Q14697";"GANAB_HUMAN";"P:protein N-linked glycosylation via asparagine, P:protein folding, C:glucosidase II complex, P:post-translational protein modification, C:melanosome, C:extracellular vesicular exosome, C:endoplasmic reticulum lumen, F:carbohydrate binding, C:Golgi apparatus, F:glucan 1,3-alpha-glucosidase activity"
"149";149;"P62873";"GBB1_HUMAN";"P:cellular response to hypoxia, C:heterotrimeric G-protein complex, P:sensory perception of taste, C:photoreceptor inner segment, P:adenylate cyclase-activating dopamine receptor signaling pathway, P:Ras protein signal transduction, P:phospholipase C-activating G-protein coupled receptor signaling pathway, P:platelet activation, F:GTPase activity, C:lysosomal membrane, P:cellular response to catecholamine stimulus, P:synaptic transmission, P:energy reserve metabolic process, P:regulation of rhodopsin mediated signaling pathway, P:cellular response to prostaglandin E stimulus, C:extracellular vesicular exosome, C:dendrite, P:cardiac muscle cell apoptotic process, P:cell proliferation, P:positive regulation of cytosolic calcium ion concentration, P:cellular response to glucagon stimulus, C:cell body, C:photoreceptor outer segment membrane, C:photoreceptor disc membrane, P:retina development in camera-type eye, P:G-protein coupled acetylcholine receptor signaling pathway, F:protein complex binding, P:rhodopsin mediated signaling pathway, F:signal transducer activity"
"150";150;"P62879";"GBB2_HUMAN";"F:calcium channel regulator activity, C:lysosomal membrane, P:cellular response to glucagon stimulus, C:protein complex, C:plasma membrane, C:extracellular vesicular exosome, C:cell body, P:synaptic transmission, P:G-protein coupled receptor signaling pathway, C:perinuclear region of cytoplasm, F:protein complex binding, F:signal transducer activity, P:energy reserve metabolic process, F:GTPase activity"
"151";151;"P63218";"GBG5_HUMAN";"P:cellular response to glucagon stimulus, C:heterotrimeric G-protein complex, F:PDZ domain binding, F:GTPase activity, F:signal transducer activity, C:extracellular vesicular exosome, P:energy reserve metabolic process, P:synaptic transmission, P:G-protein coupled receptor signaling pathway"
"152";152;"P63244";"GBLP_HUMAN";"P:positive regulation of intrinsic apoptotic signaling pathway, P:negative regulation of Wnt signaling pathway, P:negative regulation of cell growth, P:positive regulation of GTPase activity, P:positive regulation of gastrulation, P:viral process, P:positive regulation of protein homooligomerization, C:neuronal cell body, P:positive regulation of protein phosphorylation, C:mitochondrion, P:positive regulation of mitochondrial depolarization, P:positive regulation of cAMP catabolic process, C:cytoskeleton, P:negative regulation of protein kinase B signaling, P:positive regulation of proteasomal ubiquitin-dependent protein catabolic process, F:ion channel inhibitor activity, C:phagocytic cup, P:negative regulation of translation, F:protein tyrosine kinase inhibitor activity, C:cytosol, C:nucleus, C:perinuclear region of cytoplasm, C:dendrite, C:perikaryon, P:regulation of protein localization, P:positive regulation of cell migration, P:negative regulation of phagocytosis, P:gastrulation, P:positive regulation of cyclic-nucleotide phosphodiesterase activity, P:positive regulation of apoptotic process, P:regulation of establishment of protein localization to plasma membrane, P:regulation of establishment of cell polarity, F:cysteine-type endopeptidase activator activity involved in apoptotic process, C:midbody, P:regulation of cell division, F:receptor tyrosine kinase binding, F:SH2 domain binding, F:protein kinase C binding, F:protein complex scaffold, C:small ribosomal subunit, C:extracellular vesicular exosome, P:cell cycle, P:regulation of cell cycle, P:rhythmic process"
"156";156;"Q9BVP2";"GNL3_HUMAN";"C:nucleolus, P:regulation of cell proliferation, P:ribosome biogenesis, F:GTPase activity, F:GTP binding, C:extracellular space, C:nucleoplasm, P:cell proliferation"
"157";157;"P38646";"GRP75_HUMAN";"F:unfolded protein binding, P:cellular protein metabolic process, C:nucleolus, P:protein folding, P:protein targeting to mitochondrion, F:ATP binding, P:negative regulation of apoptotic process, C:extracellular vesicular exosome, C:mitochondrial nucleoid, P:protein export from nucleus"
"158";158;"P11021";"GRP78_HUMAN";"C:extracellular vesicular exosome, C:cell surface, F:unfolded protein binding, C:endoplasmic reticulum lumen, P:platelet activation, P:cerebellar Purkinje cell layer development, P:activation of signaling protein activity involved in unfolded protein response, F:chaperone binding, F:ATP binding, P:positive regulation of protein ubiquitination, C:midbody, F:ATPase activity, P:cellular response to interleukin-4, P:cellular response to antibiotic, F:ribosome binding, P:substantia nigra development, P:ER-associated ubiquitin-dependent protein catabolic process, C:integral component of endoplasmic reticulum membrane, P:regulation of protein folding in endoplasmic reticulum, P:ER overload response, P:cerebellum structural organization, F:calcium ion binding, C:melanosome, P:negative regulation of apoptotic process, F:misfolded protein binding, C:endoplasmic reticulum-Golgi intermediate compartment, C:endoplasmic reticulum chaperone complex, C:nucleus, P:platelet degranulation, P:negative regulation of transforming growth factor beta receptor signaling pathway, P:cellular response to glucose starvation"
"159";159;"Q9Y2Q3";"GSTK1_HUMAN";"F:glutathione transferase activity, F:protein disulfide oxidoreductase activity, C:mitochondrial matrix, C:peroxisome, C:mitochondrial inner membrane, C:extracellular vesicular exosome, P:epithelial cell differentiation, P:glutathione metabolic process, F:glutathione peroxidase activity"
"165";165;"P0C0S8";"H2A1_HUMAN";"C:extracellular vesicular exosome, C:nucleosome, F:DNA binding, C:nucleus, P:nucleosome assembly"
"169";169;"P58876";"H2B1D_HUMAN";"F:DNA binding, C:nucleus, P:nucleosome assembly, C:extracellular vesicular exosome, C:nucleosome"
"170";170;"Q93079";"H2B1H_HUMAN";"C:nucleosome, F:DNA binding, C:nucleus, P:nucleosome assembly, C:extracellular vesicular exosome"
"175";175;"P68431";"H31_HUMAN";"F:DNA binding, P:blood coagulation, C:nucleosome, C:nucleoplasm, P:nucleosome assembly, P:regulation of gene silencing, C:extracellular vesicular exosome"
"176";176;"P62805";"H4_HUMAN";"P:negative regulation of megakaryocyte differentiation, C:nucleosome, P:phosphatidylinositol-mediated signaling, P:CENP-A containing nucleosome assembly at centromere, C:nucleolus, C:extracellular vesicular exosome, P:telomere maintenance, F:DNA binding, C:actin cytoskeleton, C:nucleoplasm"
"178";178;"P69905";"HBA_HUMAN";"F:heme binding, C:cytosolic small ribosomal subunit, F:iron ion binding, P:positive regulation of cell death, P:hydrogen peroxide catabolic process, C:hemoglobin complex, C:haptoglobin-hemoglobin complex, P:protein heterooligomerization, F:oxygen transporter activity, P:oxygen transport, C:endocytic vesicle lumen, P:bicarbonate transport, C:blood microparticle, C:extracellular vesicular exosome, P:small molecule metabolic process, F:oxygen binding, P:oxidation-reduction process"
"180";180;"Q99714";"HCD2_HUMAN";"F:3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity, F:3-hydroxyacyl-CoA dehydrogenase activity, F:testosterone dehydrogenase [NAD(P)] activity, C:endoplasmic reticulum, P:cellular nitrogen compound metabolic process, P:branched-chain amino acid catabolic process, C:mitochondrial inner membrane, P:lipid metabolic process, F:cholate 7-alpha-dehydrogenase activity, P:tRNA processing, C:mitochondrial matrix, C:plasma membrane"
