"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P4569"	"spectra.count.P4569"	"dNSAF.P4569"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"P55072"	"P55072"	"TERA_HUMAN"	"Transitional endoplasmic reticulum ATPase"	"VCP"	3	6	0.000572671922980573	3	6	0.000852242895190144	0	"protein ubiquitination;activation of cysteine-type endopeptidase activity involved in apoptotic process;protein N-linked glycosylation via asparagine;endoplasmic reticulum unfolded protein response;ER to Golgi vesicle-mediated transport;ER-associated protein catabolic process;double-strand break repair;aggresome assembly;protein homooligomerization;translesion synthesis;positive regulation of protein complex assembly;positive regulation of proteasomal ubiquitin-dependent protein catabolic process;retrograde protein transport"	"nucleus;endoplasmic reticulum;proteasome complex;site of double-strand break;cytosol"	"ATPase activity;lipid binding;ATP binding;polyubiquitin binding"
"P55160"	"P55160"	"NCKPL_HUMAN"	"Nck-associated protein 1-like"	"NCKAP1L"	3	3	0.000204779755954899	3	3	0.000304750565005881	0	"actin polymerization-dependent cell motility;erythrocyte development;positive regulation of B cell differentiation;positive regulation of T cell proliferation;neutrophil chemotaxis;positive regulation of erythrocyte differentiation;B cell receptor signaling pathway;cortical actin cytoskeleton organization;positive regulation of gamma-delta T cell differentiation;negative regulation of myosin-light-chain-phosphatase activity;B cell homeostasis;positive regulation of phagocytosis;protein complex assembly;positive regulation of CD4-positive;positive regulation of CD8-positive;maintenance of cell polarity;negative regulation of apoptotic process;negative regulation of interleukin-17 production;positive regulation of neutrophil chemotaxis;positive regulation of B cell proliferation;positive regulation of cell adhesion mediated by integrin;negative regulation of interleukin-6 production;response to drug;positive regulation of actin filament polymerization;T cell homeostasis"	"cytosol;SCAR complex;integral to plasma membrane"	"protein complex binding;Rac GTPase activator activity;protein kinase activator activity"
"P55795"	"P55795"	"HNRH2_HUMAN"	"Heterogeneous nuclear ribonucleoprotein H2"	"HNRNPH2"	3	15	0.00270629708355291	3	15	0.00402747606295693	2	"mRNA splicing"	"cytoplasm;actin cytoskeleton;nucleoplasm;ribonucleoprotein complex"	"RNA binding;nucleotide binding"
"P56537"	"P56537"	"IF6_HUMAN"	"Eukaryotic translation initiation factor 6"	"EIF6"	3	5	0.00156997812898756	3	5	0.00233642099837842	0	"ribosomal large subunit biogenesis;mature ribosome assembly;ribosomal subunit export from nucleus"	"nucleus;cytoplasm;lamin filament"	"ribosomal large subunit binding;translation initiation factor activity;ribosome binding"
"P60174-1,P60174-3"	"P60174-[1,3]"	"TPIS_HUMAN"	"Triosephosphate isomerase"	"TPI1"	3	14	0.00188287586798158	3	14	0	0	"glyceraldehyde-3-phosphate metabolic process;gluconeogenesis;glycolysis;small molecule metabolic process;pentose-phosphate shunt;embryo development"	"cytosol"	"triose-phosphate isomerase activity"
"P60842"	"P60842"	"IF4A1_HUMAN"	"Eukaryotic initiation factor 4A-I"	"EIF4A1"	5	14	0.00265272166622035	5	14	0.0039477458248463	0	"nuclear-transcribed mRNA poly(A) tail shortening;cytokine-mediated signaling pathway;translational initiation;virus-host interaction"	"cytosol;eukaryotic translation initiation factor 4F complex"	"translation factor activity;translation initiation factor activity;RNA cap binding;ATP binding;mRNA binding;ATP-dependent helicase activity;helicase activity"
"P61981"	"P61981"	"1433G_HUMAN"	"14-3-3 protein gamma"	"YWHAG"	3	21	0.00654051617298865	3	21	0.00973351096085586	0	"cellular membrane organization;regulation of neuron differentiation;regulation of synaptic plasticity;positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway;intrinsic apoptotic signaling pathway;protein targeting;G2/M transition of mitotic cell cycle"	"cytosol;cytoplasmic vesicle membrane"	"protein kinase C inhibitor activity"
"P62258-1,P62258-2"	"P62258-[1,2]"	"1433E_HUMAN"	"14-3-3 protein epsilon"	"YWHAE"	3	20	0.00301682071844668	3	20	0	0	"positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway;neurotrophin TRK receptor signaling pathway;negative regulation of protein dephosphorylation;neuron migration;cerebral cortex development;intrinsic apoptotic signaling pathway;virus-host interaction;cellular membrane organization;protein targeting;hippo signaling cascade;G2/M transition of mitotic cell cycle;hippocampus development"	"kinesin complex;cytoplasmic vesicle membrane;melanosome;cytosol;mitochondrion"	""
"P78371-1,P78371-2"	"P78371-[1,2]"	"TCPB_HUMAN"	"T-complex protein 1 subunit beta"	"CCT2"	3	4	0.000287584778767814	3	4	0	0	"chaperone-mediated protein complex assembly;'de novo' posttranslational protein folding"	"cytosol;nucleus;chaperonin-containing T-complex;microtubule"	"unfolded protein binding;ATP binding"
"P78559-1"	"P78559-1"	"MAP1A_HUMAN"	"Microtubule-associated protein 1A"	"MAP1A"	3	3	8.23356350200396e-05	3	3	0	0	"sensory perception of sound;microtubule cytoskeleton organization"	"microtubule associated complex;cytosol;microtubule"	"structural molecule activity;hydrolase activity"
"P82650"	"P82650"	"RT22_HUMAN"	"28S ribosomal protein S22, mitochondrial"	"MRPS22"	3	5	0.0010684573377832	3	5	0.00159006429056309	0	""	"mitochondrial small ribosomal subunit"	"structural constituent of ribosome"
"Q02252"	"Q02252"	"MMSA_HUMAN"	"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial"	"ALDH6A1"	3	3	0.000431377168151721	3	3	0.000641969881797436	0	"thymine metabolic process;branched-chain amino acid catabolic process;brown fat cell differentiation;valine metabolic process"	"mitochondrial matrix;nucleus"	"malonate-semialdehyde dehydrogenase (acetylating) activity;methylmalonate-semialdehyde dehydrogenase (acylating) activity;fatty-acyl-CoA binding"
"Q04760-1"	"Q04760-1"	"LGUL_HUMAN"	"Lactoylglutathione lyase"	"GLO1"	3	4	0.00167236800696501	3	4	0	0	"glutathione metabolic process;methylglyoxal metabolic process;carbohydrate metabolic process;regulation of transcription from RNA polymerase II promoter;negative regulation of apoptotic process"	"cytoplasm"	"metal ion binding;lactoylglutathione lyase activity"
"Q06187"	"Q06187"	"BTK_HUMAN"	"Tyrosine-protein kinase BTK"	"BTK"	3	8	0.000933886838487287	3	8	0.00138979822665302	0	"toll-like receptor TLR1:TLR2 signaling pathway;toll-like receptor TLR6:TLR2 signaling pathway;calcium-mediated signaling;regulation of B cell apoptotic process;B cell activation;B cell receptor signaling pathway;peptidyl-tyrosine phosphorylation;MyD88-dependent toll-like receptor signaling pathway;I-kappaB kinase/NF-kappaB cascade;toll-like receptor 4 signaling pathway;regulation of B cell cytokine production;positive regulation of B cell differentiation;innate immune response;mesoderm development;toll-like receptor 2 signaling pathway;cell maturation;transcription;positive regulation of NF-kappaB transcription factor activity;apoptotic signaling pathway;adaptive immune response"	"nucleus;plasma membrane;cytoplasmic vesicle;membrane raft;cytosol"	"ATP binding;non-membrane spanning protein tyrosine kinase activity;metal ion binding;phosphatidylinositol-3"
"Q07666-1,Q07666-2,Q07666-3"	"Q07666-[1-3]"	"KHDR1_HUMAN"	"KH domain-containing, RNA-binding, signal transduction-associated protein 1"	"KHDRBS1"	3	3	0.000173654465734515	3	3	0	0	"positive regulation of RNA export from nucleus;negative regulation of transcription;transcription;cell proliferation;G2/M transition of mitotic cell cycle;cell cycle arrest;mRNA processing;positive regulation of translational initiation;cell surface receptor signaling pathway"	"Grb2-Sos complex;membrane;cytoplasm;nucleus"	"RNA binding;DNA binding"
"Q12789-2,Q12789-3"	"Q12789-[2,3]"	"TF3C1_HUMAN"	"General transcription factor 3C polypeptide 1"	"GTF3C1"	3	4	7.29529903465057e-05	3	4	0	0	"5S class rRNA transcription from RNA polymerase III type 1 promoter;tRNA transcription from RNA polymerase III promoter"	"ribonucleoprotein complex;transcription factor TFIIIC complex;nucleolus"	"DNA binding"
"Q13153-1,Q13153-2"	"Q13153-[1,2]"	"PAK1_HUMAN"	"Serine/threonine-protein kinase PAK 1"	"PAK1"	3	5	0.000352884992295368	3	5	0	0	"negative regulation of cell proliferation involved in contact inhibition;receptor clustering;T cell receptor signaling pathway;axon guidance;cellular response to insulin stimulus;positive regulation of peptidyl-serine phosphorylation;apoptotic process;innate immune response;positive regulation of stress fiber assembly;dendrite development;response to hypoxia;actin cytoskeleton reorganization;positive regulation of JUN kinase activity;exocytosis;cellular response to stress;branching morphogenesis of an epithelial tube;protein autophosphorylation;neuromuscular junction development;Fc-gamma receptor signaling pathway involved in phagocytosis;positive regulation of intracellular estrogen receptor signaling pathway;wound healing;T cell costimulation"	"protein complex;plasma membrane;axon;focal adhesion;Golgi apparatus;Z disc;growth cone;cytosol;intercalated disc;nuclear membrane;ruffle;dendrite"	"protein serine/threonine kinase activity;ATP binding"
"Q13263-1,Q13263-2"	"Q13263-[1,2]"	"TIF1B_HUMAN"	"Transcription intermediary factor 1-beta"	"TRIM28"	3	9	0.000414587038852403	3	9	0	0	"protein autophosphorylation;convergent extension involved in axis elongation;transcription initiation from RNA polymerase II promoter;positive regulation of transcription;negative regulation of transcription from RNA polymerase II promoter;protein sumoylation;embryonic placenta morphogenesis;negative regulation of transcription;protein oligomerization;epithelial to mesenchymal transition;DNA repair;positive regulation of DNA repair"	"nucleoplasm;nuclear heterochromatin;nuclear euchromatin"	"sequence-specific DNA binding transcription factor activity;DNA binding;transcription coactivator activity;ubiquitin protein ligase binding;zinc ion binding;ubiquitin-protein ligase activity;transcription corepressor activity;sequence-specific DNA binding;protein kinase activity"
"Q13315"	"Q13315"	"ATM_HUMAN"	"Serine-protein kinase ATM"	"ATM"	3	3	7.55192359166135e-05	3	3	0.000112386743050271	0	"G2 DNA damage checkpoint;telomere maintenance;DNA damage response;response to hypoxia;somitogenesis;negative regulation of B cell proliferation;mitotic spindle assembly checkpoint;reciprocal meiotic recombination;histone mRNA catabolic process;brain development;female gamete generation;positive regulation of DNA damage response;DNA damage induced protein phosphorylation;protein autophosphorylation;heart development;neuron apoptotic process;pre-B cell allelic exclusion;intrinsic apoptotic signaling pathway in response to DNA damage;cellular response to gamma radiation;negative regulation of apoptotic process;peptidyl-serine phosphorylation;lipoprotein catabolic process;positive regulation of apoptotic process;positive regulation of neuron apoptotic process;double-strand break repair via homologous recombination;cell cycle arrest;replicative senescence"	"nucleoplasm;spindle;cytoplasmic membrane-bounded vesicle"	"1-phosphatidylinositol-3-kinase activity;protein N-terminus binding;protein complex binding;DNA-dependent protein kinase activity;DNA binding;ATP binding;histone serine kinase activity;protein dimerization activity"
"Q13439-1,Q13439-3,Q13439-4"	"Q13439-[1,3,4]"	"GOGA4_HUMAN"	"Golgin subfamily A member 4"	"GOLGA4"	3	3	3.44972772737176e-05	3	3	0	0	"Golgi to plasma membrane protein transport;protein targeting to Golgi"	"trans-Golgi network;Golgi apparatus;Golgi membrane"	""
"Q13459-1,Q13459-2"	"Q13459-[1,2]"	"MYO9B_HUMAN"	"Unconventional myosin-IXb"	"MYO9B"	3	4	7.13295580161245e-05	3	4	0	0	"actin filament-based movement;Rho protein signal transduction"	"perinuclear region of cytoplasm;filamentous actin;cell cortex;myosin complex;cytosol"	"metal ion binding;ADP binding;ATPase activity;Rho GTPase activator activity;calmodulin binding;actin binding;ATP binding;microfilament motor activity"
"Q13472-1"	"Q13472-1"	"TOP3A_HUMAN"	"DNA topoisomerase 3-alpha"	"TOP3A"	3	3	0.000230556228732438	3	3	0	0	"meiosis;DNA topological change"	"PML body;chromosome"	"zinc ion binding;DNA topoisomerase type I activity;ATP binding"
"Q14166"	"Q14166"	"TTL12_HUMAN"	"Tubulin--tyrosine ligase-like protein 12"	"TTLL12"	3	3	0.000358364572921073	3	3	0.000533313488760292	0	"cellular protein modification process"	""	"tubulin-tyrosine ligase activity"
"Q14203-1,Q14203-2"	"Q14203-[1,2]"	"DCTN1_HUMAN"	"Dynactin subunit 1"	"DCTN1"	3	5	0.000150486948983549	3	5	0	0	"nervous system development;mitosis;cell death;activation of signaling protein activity involved in unfolded protein response;transport;G2/M transition of mitotic cell cycle;cellular protein metabolic process;antigen processing and presentation of exogenous peptide antigen via MHC class II"	"centrosome;microtubule;dynein complex;cell leading edge;cytosol;kinetochore;spindle pole"	"motor activity"
"Q14690"	"Q14690"	"RRP5_HUMAN"	"Protein RRP5 homolog"	"PDCD11"	3	3	0.000123349430764923	3	3	0.000183567015906803	0	"mRNA processing;rRNA processing"	"cytosol;nucleus;nucleolus"	"RNA binding"
"Q15019-1,Q15019-2"	"Q15019-[1,2]"	"SEPT2_HUMAN"	"Septin-2"	"SEPT2"	3	3	0.000319649286649821	3	3	0	0	"regulation of protein localization;smoothened signaling pathway;mitosis;cilium assembly;cell division;regulation of L-glutamate transport;neuron projection development"	"cleavage furrow;condensed chromosome kinetochore;cytoplasm;synapse;exocyst;nucleolus;actin cytoskeleton;cell surface;perinuclear region of cytoplasm;midbody;spindle;cilium membrane;septin complex"	"GTP binding;enzyme regulator activity"
"Q15021"	"Q15021"	"CND1_HUMAN"	"Condensin complex subunit 1"	"NCAPD2"	3	5	0.000274550065383263	3	5	0.000408581830551544	0	"mitotic chromosome condensation;cell division;mitotic cell cycle"	"nucleus;cytosol;pronucleus;condensin core heterodimer"	"histone binding"
"Q15027"	"Q15027"	"ACAP1_HUMAN"	"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1"	"ACAP1"	3	3	0.000311874033731312	3	3	0.0004641268740022	0	"protein transport;regulation of ARF GTPase activity;positive regulation of GTPase activity"	""	"zinc ion binding;ARF GTPase activator activity;phospholipid binding"
"Q15046-1,Q15046-2"	"Q15046-[1,2]"	"SYK_HUMAN"	"Lysine--tRNA ligase"	"KARS"	3	7	0.000451007117456224	3	7	0	0	"diadenosine tetraphosphate biosynthetic process;lysyl-tRNA aminoacylation;tRNA processing;virus-host interaction"	"microtubule cytoskeleton;extracellular region;mitochondrial matrix;plasma membrane;cytosol;nucleus;aminoacyl-tRNA synthetase multienzyme complex"	"lysine-tRNA ligase activity;amino acid binding;tRNA binding;ATP binding;metal ion binding"
"Q15413-1"	"Q15413-1"	"RYR3_HUMAN"	"Ryanodine receptor 3"	"RYR3"	3	3	4.73894835649222e-05	3	3	0	0	"striated muscle contraction;cellular calcium ion homeostasis;cellular response to ATP;cellular response to magnesium ion;cellular response to calcium ion;protein homotetramerization;cellular response to caffeine"	"integral to membrane;sarcoplasmic reticulum membrane;junctional membrane complex"	"ryanodine-sensitive calcium-release channel activity;calcium ion binding"
"Q15424"	"Q15424"	"SAFB1_HUMAN"	"Scaffold attachment factor B1"	"SAFB"	3	3	0.000315282493116354	3	3	0.000469199298854683	2	"positive regulation of transcription from RNA polymerase II promoter;transcription;chromatin organization;hormone metabolic process;growth;intracellular estrogen receptor signaling pathway"	"nucleus"	"chromatin binding;nucleotide binding;double-stranded DNA binding;core promoter binding;RNA binding"
"Q15652-1,Q15652-3"	"Q15652-[1,3]"	"JHD2C_HUMAN"	"Probable JmjC domain-containing histone demethylation protein 2C"	"JMJD1C"	3	3	4.54304694805454e-05	3	3	0	0	"regulation of transcription;chromatin modification;blood coagulation;transcription"	"nucleoplasm"	"thyroid hormone receptor binding;metal ion binding;oxidoreductase activity"
"Q16875-1,Q16875-2"	"Q16875-[1,2]"	"F263_HUMAN"	"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3"	"PFKFB3"	3	4	0.000295880493539963	3	4	0	0	"fructose metabolic process;glycolysis;small molecule metabolic process;fructose 2"	"cytosol"	"fructose-2;6-phosphofructo-2-kinase activity;ATP binding"
"Q1KMD3"	"Q1KMD3"	"HNRL2_HUMAN"	"Heterogeneous nuclear ribonucleoprotein U-like protein 2"	"HNRNPUL2"	3	3	0.000308951519358997	3	3	0.000459777626186919	0	""	"nucleus"	"nucleic acid binding"
"Q2LD37-7"	"Q2LD37-7"	"K1109_HUMAN"	"Uncharacterized protein KIAA1109"	"KIAA1109"	3	3	6.14816609953169e-05	3	3	0	2	"regulation of cell growth;regulation of epithelial cell differentiation"	"integral to membrane;nucleus;membrane"	""
"Q53GS7-1"	"Q53GS7-1"	"GLE1_HUMAN"	"Nucleoporin GLE1"	"GLE1"	3	3	0.00033064009306758	3	3	0	0	"poly(A)+ mRNA export from nucleus;protein transport;mRNA export from nucleus"	"cytoplasm;nuclear pore"	""
"Q5BJF6-7"	"Q5BJF6-7"	"ODFP2_HUMAN"	"Outer dense fiber protein 2"	"ODF2"	3	4	0.000371189038940363	3	4	0	0	"G2/M transition of mitotic cell cycle;spermatid development;multicellular organismal development"	"centrosome;outer dense fiber;spindle pole;cilium;centriole;cytosol;microtubule"	"structural molecule activity"
"Q5JSZ5-1"	"Q5JSZ5-1"	"PRC2B_HUMAN"	"Protein PRRC2B"	"PRRC2B"	3	4	0.000138051015379794	3	4	0	0	""	""	""
"Q5SW79-1"	"Q5SW79-1"	"CE170_HUMAN"	"Centrosomal protein of 170 kDa"	"CEP170"	3	3	0.000233117964607243	3	3	0	3	""	"microtubule;centriole;spindle;centrosome"	""
"Q5TAX3-1"	"Q5TAX3-1"	"TUT4_HUMAN"	"Terminal uridylyltransferase 4"	"ZCCHC11"	3	3	0.000140381256059106	3	3	0	0	"stem cell maintenance;positive regulation of interleukin-6 production;pre-miRNA processing;miRNA catabolic process;interleukin-6-mediated signaling pathway;cytokine production;negative regulation of NF-kappaB transcription factor activity;RNA 3'-end processing;regulation of lipopolysaccharide-mediated signaling pathway"	"cytoplasm;nucleolus"	"RNA uridylyltransferase activity;nucleic acid binding;zinc ion binding"
"Q5VZL5-1,Q5VZL5-2,Q5VZL5-3,Q5VZL5-4"	"Q5VZL5-[1-4]"	"ZMYM4_HUMAN"	"Zinc finger MYM-type protein 4"	"ZMYM4"	3	4	4.96956901294511e-05	3	4	0	0	"multicellular organismal development;cytoskeleton organization;regulation of cell morphogenesis"	""	"zinc ion binding;DNA binding"
"Q63HN8-3"	"Q63HN8-3"	"RN213_HUMAN"	"E3 ubiquitin-protein ligase RNF213"	"RNF213"	3	3	0.000110806023123282	3	3	0	6	"protein autoubiquitination"	"cytoplasm"	"ubiquitin-protein ligase activity;nucleotide binding;ATPase activity;zinc ion binding"
"Q66K74"	"Q66K74"	"MAP1S_HUMAN"	"Microtubule-associated protein 1S"	"MAP1S"	3	4	0.000290571967215827	3	4	0.000432425416130473	0	"mitochondrion transport along microtubule;brain development;apoptotic DNA fragmentation;microtubule bundle formation;neuron projection morphogenesis"	"dendrite;microtubule;neuronal cell body;perinuclear region of cytoplasm;spindle;synapse;cytosol;nucleus"	"hydrolase activity;microtubule binding;beta-tubulin binding;DNA binding;actin filament binding"
"Q68E01-1,Q68E01-2"	"Q68E01-[1,2]"	"INT3_HUMAN"	"Integrator complex subunit 3"	"INTS3"	3	3	0.000110636042646774	3	3	0	0	"cell cycle checkpoint;snRNA processing;DNA repair;response to ionizing radiation"	"SOSS complex;integrator complex"	""
"Q6F5E8-1"	"Q6F5E8-1"	"LR16C_HUMAN"	"Leucine-rich repeat-containing protein 16C"	"RLTPR"	3	4	0.000214436037130008	3	4	0	0	""	""	""
"Q6PD62"	"Q6PD62"	"CTR9_HUMAN"	"RNA polymerase-associated protein CTR9 homolog"	"CTR9"	3	4	0.000262332236386668	3	4	0.000390399416608841	0	"positive regulation of histone H3-K4 methylation;histone H3-K4 trimethylation;histone monoubiquitination;transcription;positive regulation of transcription from RNA polymerase II promoter;Wnt receptor signaling pathway;endodermal cell fate commitment;stem cell maintenance;JAK-STAT cascade;histone H2B ubiquitination;cellular response to lipopolysaccharide;interleukin-6-mediated signaling pathway;negative regulation of transcription from RNA polymerase II promoter;positive regulation of histone H3-K79 methylation;positive regulation of transcription elongation from RNA polymerase II promoter;negative regulation of myeloid cell differentiation"	"Cdc73/Paf1 complex;transcriptionally active chromatin;nuclear speck"	""
"Q6ZMV5-1"	"Q6ZMV5-1"	"SMEK3_HUMAN"	"Putative SMEK homolog 3"	"SMEK3P"	3	3	0.000277387962693715	3	3	0	0	""	""	""
"Q6ZSZ5-1,Q6ZSZ5-2"	"Q6ZSZ5-[1,2]"	"ARHGI_HUMAN"	"Rho guanine nucleotide exchange factor 18"	"ARHGEF18"	3	3	9.83745886450004e-05	3	3	0	0	"neurotrophin TRK receptor signaling pathway;regulation of small GTPase mediated signal transduction;actin cytoskeleton organization;apoptotic signaling pathway;regulation of cell shape;transforming growth factor beta receptor signaling pathway;small GTPase mediated signal transduction;regulation of Rho protein signal transduction"	"apical part of cell;plasma membrane;cytosol;cell junction"	"phospholipid binding;Rho guanyl-nucleotide exchange factor activity;guanyl-nucleotide exchange factor activity"
"Q71F56"	"Q71F56"	"MD13L_HUMAN"	"Mediator of RNA polymerase II transcription subunit 13-like"	"MED13L"	3	3	0.000104428409484693	3	3	0.000155408998534673	0	""	"mediator complex"	"RNA polymerase II transcription cofactor activity"
"Q76FK4-1,Q76FK4-2,Q76FK4-3,Q76FK4-4"	"Q76FK4-[1-4]"	"NOL8_HUMAN"	"Nucleolar protein 8"	"NOL8"	3	3	4.94401852958806e-05	3	3	0	0	"rRNA processing;positive regulation of cell growth;DNA replication"	"nucleolus;cytoplasm"	"nucleotide binding;RNA binding"
"Q7LBC6-1,Q7LBC6-2"	"Q7LBC6-[1,2]"	"KDM3B_HUMAN"	"Lysine-specific demethylase 3B"	"KDM3B"	6	12	0.000262108784737275	6	12	0	0	"chromatin modification;transcription;regulation of transcription"	"nucleus"	"oxidoreductase activity;metal ion binding"
"Q7Z442-2"	"Q7Z442-2"	"PK1L2_HUMAN"	"Polycystic kidney disease protein 1-like 2"	"PKD1L2"	3	3	9.38539182436644e-05	3	3	0	0	"neuropeptide signaling pathway;ion transport"	"integral to membrane"	"calcium ion binding;carbohydrate binding"
"Q7Z7A1-1,Q7Z7A1-2,Q7Z7A1-3,Q7Z7A1-5"	"Q7Z7A1-[1-3,5]"	"CNTRL_HUMAN"	"Centriolin"	"CNTRL"	3	3	2.48157833291582e-05	3	3	0	0	"G2/M transition of mitotic cell cycle;cell division"	"centrosome;cytosol"	""
"Q7Z7K0"	"Q7Z7K0"	"COXM1_HUMAN"	"COX assembly mitochondrial protein homolog"	"CMC1"	3	3	0.0021772338203884	3	3	0.00324013100718517	0	""	"mitochondrion"	"metal ion binding"
"Q86VF7-2"	"Q86VF7-2"	"NRAP_HUMAN"	"Nebulin-related-anchoring protein"	"NRAP"	3	3	0.000133402765873509	3	3	0	0	""	"muscle tendon junction;myofibril;fascia adherens"	"zinc ion binding;actin binding;muscle alpha-actinin binding"
"Q86XP3-1,Q86XP3-2"	"Q86XP3-[1,2]"	"DDX42_HUMAN"	"ATP-dependent RNA helicase DDX42"	"DDX42"	3	3	0.000123020674286338	3	3	0	0	"protein localization"	"nucleus;nuclear speck;Cajal body;cytoplasm"	"RNA binding;ATP binding;ATP-dependent helicase activity"
"Q8IVF2-1"	"Q8IVF2-1"	"AHNK2_HUMAN"	"Protein AHNAK2"	"AHNAK2"	3	3	3.98251570252236e-05	3	3	0	0	""	"nucleus"	""
"Q8IVL1-10"	"Q8IVL1-10"	"NAV2_HUMAN"	"Neuron navigator 2"	"NAV2"	3	3	0.000106011384915558	3	3	0	1	"sensory perception of sound;locomotory behavior;glossopharyngeal nerve development;regulation of systemic arterial blood pressure by baroreceptor feedback;optic nerve development;vagus nerve development;sensory perception of smell"	"nucleus;interstitial matrix"	"helicase activity;heparin binding;ATP binding"
"Q8IWT3-1"	"Q8IWT3-1"	"CUL9_HUMAN"	"Cullin-9"	"CUL9"	3	3	0.000114614017163871	3	3	0	1	"ubiquitin-dependent protein catabolic process"	"cullin-RING ubiquitin ligase complex;cytoplasm"	"ATP binding;zinc ion binding"
"Q8IXT5"	"Q8IXT5"	"RB12B_HUMAN"	"RNA-binding protein 12B"	"RBM12B"	3	4	0.000307408304976585	3	4	0.000457481034647523	0	""	""	"nucleotide binding;RNA binding"
"Q8N2S1-2"	"Q8N2S1-2"	"LTBP4_HUMAN"	"Latent-transforming growth factor beta-binding protein 4"	"LTBP4"	3	3	0.000142110089261805	3	3	0	0	"extracellular matrix organization;protein folding;multicellular organismal development;transforming growth factor beta receptor signaling pathway;regulation of proteolysis;regulation of cell differentiation;regulation of transforming growth factor beta receptor signaling pathway;growth hormone secretion;regulation of cell growth"	"proteinaceous extracellular matrix;extracellular space"	"integrin binding;transforming growth factor beta binding;transforming growth factor beta-activated receptor activity;calcium ion binding;glycosaminoglycan binding"
"Q8N4P6-1"	"Q8N4P6-1"	"LRC71_HUMAN"	"Leucine-rich repeat-containing protein 71"	"LRRC71"	3	3	0.000412856502613901	3	3	0	0	""	""	""
"Q8N884-1"	"Q8N884-1"	"M21D1_HUMAN"	"Protein MB21D1"	"MB21D1"	3	4	0.000589493703604523	3	4	0	0	"defense response to virus;activation of innate immune response;positive regulation of defense response to virus by host;cellular response to exogenous dsRNA;innate immune response;cyclic nucleotide biosynthetic process"	"cytosol"	"metal ion binding;DNA binding;cyclic-GMP-AMP synthase activity"
"Q8NDH2"	"Q8NDH2"	"CC168_HUMAN"	"Coiled-coil domain-containing protein 168"	"CCDC168"	3	3	9.41218535730713e-05	3	3	0.000140070916297564	0	""	""	""
"Q8NEZ4-2"	"Q8NEZ4-2"	"MLL3_HUMAN"	"Histone-lysine N-methyltransferase MLL3"	"MLL3"	3	3	5.48261553902191e-05	3	3	0	1	"regulation of transcription;intracellular signal transduction;transcription"	"histone methyltransferase complex"	"zinc ion binding;histone methyltransferase activity (H3-K4 specific);DNA binding"
"Q8NFA0"	"Q8NFA0"	"UBP32_HUMAN"	"Ubiquitin carboxyl-terminal hydrolase 32"	"USP32"	3	3	0.000143882035511952	3	3	0.00021412337079902	0	"ubiquitin-dependent protein catabolic process;protein deubiquitination"	"Golgi apparatus;membrane"	"ubiquitin thiolesterase activity;calcium ion binding;cysteine-type peptidase activity"
"Q8TDY2-1,Q8TDY2-2"	"Q8TDY2-[1,2]"	"RBCC1_HUMAN"	"RB1-inducible coiled-coil protein 1"	"RB1CC1"	3	3	7.23923415812958e-05	3	3	0	0	"regulation of autophagy;positive regulation of cell size;heart development;negative regulation of apoptotic process;transcription;liver development;positive regulation of protein phosphorylation;autophagic vacuole assembly;regulation of transcription;JNK cascade;cell cycle"	"nucleus;cytosol;pre-autophagosomal structure membrane;ULK1-ATG13-FIP200 complex"	""
"Q8TED0"	"Q8TED0"	"UTP15_HUMAN"	"U3 small nucleolar RNA-associated protein 15 homolog"	"UTP15"	3	4	0.000594045778535832	3	4	0.000884051188575619	0	"rRNA processing"	"nucleolus;cytoplasm"	""
"Q8TEP8-1"	"Q8TEP8-1"	"CE192_HUMAN"	"Centrosomal protein of 192 kDa"	"CEP192"	3	3	0.000118900971128888	3	3	0	0	"negative regulation of phosphatase activity;spindle assembly;G2/M transition of mitotic cell cycle;centrosome duplication"	"cytosol;centrosome;centriole"	"phosphatase binding"
"Q8WWM7-1"	"Q8WWM7-1"	"ATX2L_HUMAN"	"Ataxin-2-like protein"	"ATXN2L"	3	4	0.000286247175145638	3	4	0	0	"stress granule assembly;regulation of cytoplasmic mRNA processing body assembly"	"membrane;nuclear speck;cytoplasmic stress granule"	""
"Q8WWQ0"	"Q8WWQ0"	"PHIP_HUMAN"	"PH-interacting protein"	"PHIP"	3	3	0.000126736290478402	3	3	0.000188607296409461	0	"regulation of protein phosphorylation;negative regulation of apoptotic process;positive regulation of mitosis;positive regulation of transcription from RNA polymerase II promoter;insulin receptor signaling pathway;positive regulation of peptidyl-threonine phosphorylation;positive regulation of insulin-like growth factor receptor signaling pathway;protein import into nucleus;regulation of cell morphogenesis;regulation of growth;cytoskeleton organization;positive regulation of cell proliferation;positive regulation of transcription;positive regulation of peptidyl-serine phosphorylation"	"nucleus"	"insulin receptor binding;histone acetyl-lysine binding"
