"";"X";"Protein.Acs";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5396";"Peptide.Count.P5455";"Spectra.Count.P5396";"Spectra.Count.P5455";"DNSAF.P5396";"DNSAF.P5455";"Unspecific.Spectra.Count";"Go.Cc";"norm.sc"
"105";105;"P16615";"P16615-1,P16615-2,P16615-3,P16615-5";"AT2A2_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2";"ATP2A2";6;10;"2.98622747970802E-4";0;6;0;10;"0";"0";0;"platelet dense tubular network membrane, integral component of plasma membrane, sarcoplasmic reticulum membrane";0,00219587176108915
"106";106;"P16949";"P16949-1";"STMN1_HUMAN";"Stathmin";"STMN1";7;11;"0.00918876224762775";0;7;0;11;"0";"0";0;"membrane, microtubule, intracellular, cytosol, extracellular vesicular exosome";0,00241545893719807
"107";107;"P17066";"P17066";"HSP76_HUMAN";"Heat shock 70 kDa protein 6";"HSPA6";1;1;"6.2207981286315E-4";0;1;0;1;"0";"0.0010984724069256";15;"blood microparticle, extracellular vesicular exosome";0,000219587176108915
"108";108;"P17301";"P17301";"ITA2_HUMAN";"Integrin alpha-2";"ITGA2";13;24;"0.002529367546572";0;13;0;24;"0";"0.00451608860123309";0;"integrin complex, external side of plasma membrane, perinuclear region of cytoplasm, basal part of cell, axon terminus, cell surface, cell outer membrane, focal adhesion, nucleus";0,00527009222661397
"109";109;"P17342";"P17342-1,P17342-2";"ANPRC_HUMAN";"Atrial natriuretic peptide receptor 3";"NPR3";2;2;"2.30066472004123E-4";0;2;0;2;"0";"0";0;"integral component of plasma membrane";0,00043917435221783
"110";110;"P17813";"P17813-1";"EGLN_HUMAN";"Endoglin";"ENG";9;20;"0.00378315991958147";0;9;0;20;"0";"0";0;"endothelial microparticle, extracellular space, external side of plasma membrane, transforming growth factor beta receptor homodimeric complex, cytoplasm, nucleus, cell surface";0,0043917435221783
"111";111;"P17987";"P17987";"TCPA_HUMAN";"T-complex protein 1 subunit alpha";"TCP1";2;2;"4.47719285446872E-4";0;2;0;2;"0";"7.9938558723865E-4";0;"cell body, plasma membrane, Golgi apparatus, chaperonin-containing T-complex, extracellular vesicular exosome, nuclear heterochromatin, nucleus, microtubule, zona pellucida receptor complex, cytosol, cell junction, centrosome, acrosomal vesicle, pericentriolar material";0,00043917435221783
"112";112;"P18433";"P18433-1,P18433-2,P18433-3,P18433-4";"PTPRA_HUMAN";"Receptor-type tyrosine-protein phosphatase alpha";"PTPRA";26;59;"0.00228911836655224";0;26;0;59;"0";"0";0;"integral component of plasma membrane, receptor complex, extracellular vesicular exosome";0,012955643390426
"113";113;"P18464";"P18464,P30490,P30498";"1B51_HUMAN, 1B52_HUMAN, 1B78_HUMAN";"HLA class I histocompatibility antigen, B-51 alpha chain, HLA class I histocompatibility antigen, B-52 alpha chain, HLA class I histocompatibility antigen, B-78 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";10;"cell surface, Golgi membrane, ER to Golgi transport vesicle membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, phagocytic vesicle membrane";0
"114";114;"P18465";"P18465";"1B57_HUMAN";"HLA class I histocompatibility antigen, B-57 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";17;"ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane, cell surface, MHC class I protein complex";0
"117";117;"P19256";"P19256-1,P19256-2,P19256-3";"LFA3_HUMAN";"Lymphocyte function-associated antigen 3";"CD58";2;4;"6.63818460555896E-4";0;2;0;4;"0";"0";0;"extracellular vesicular exosome, anchored component of membrane, integral component of plasma membrane";0,000878348704435661
"118";118;"P19338";"P19338";"NUCL_HUMAN";"Nucleolin";"NCL";12;20;"0.00350608341842903";0;12;0;20;"0";"0.00625997727471394";0;"ribonucleoprotein complex, nucleoplasm, extracellular vesicular exosome, nucleolus, cell cortex";0,0043917435221783
"119";119;"P19440";"P19440-1";"GGT1_HUMAN";"Gamma-glutamyltranspeptidase 1";"GGT1";3;3;"6.5623529712248E-4";0;3;0;3;"0";"0";0;"integral component of membrane, anchored component of external side of plasma membrane, extracellular vesicular exosome";0,000658761528326746
"120";120;"P20039";"P20039";"2B1B_HUMAN";"HLA class II histocompatibility antigen, DRB1-11 beta chain";"HLA-DRB1";0;0;"0";0;0;0;0;"0";"0";6;"integral component of plasma membrane, lysosomal membrane, MHC class II protein complex, trans-Golgi network membrane, clathrin-coated endocytic vesicle membrane, Golgi membrane, late endosome membrane, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane";0
"121";121;"P20231";"P20231,Q15661-1,Q15661-2";"TRYB1_HUMAN, TRYB2_HUMAN";"Tryptase alpha/beta-1, Tryptase beta-2";"TPSAB1, TPSB2";2;4;"6.03471327778087E-4";0;2;0;4;"0";"0.00323242462912501";0;"extracellular region";0,000878348704435661
"122";122;"P20701";"P20701-1,P20701-2,P20701-3";"ITAL_HUMAN";"Integrin alpha-L";"ITGAL";22;43;"0.00152479667755895";0;22;0;43;"0";"0";0;"integrin complex, immunological synapse, extracellular vesicular exosome, external side of plasma membrane";0,00944224857268336
"123";123;"P21796";"P21796";"VDAC1_HUMAN";"Voltage-dependent anion-selective channel protein 1";"VDAC1";1;1;"8.79618101443325E-4";0;1;0;1;"0";"0.00157052433393883";3;"mitochondrial outer membrane, mitochondrial inner membrane, pore complex, extracellular vesicular exosome, mitochondrial nucleoid, plasma membrane";0,000219587176108915
"124";124;"P22234";"P22234-1,P22234-2";"PUR6_HUMAN";"Multifunctional protein ADE2";"PAICS";5;6;"8.78583256618097E-4";0;5;0;6;"0";"0";0;"extracellular vesicular exosome, cytosol";0,00131752305665349
"125";125;"P22314";"P22314";"UBA1_HUMAN";"Ubiquitin-like modifier-activating enzyme 1";"UBA1";3;3;"3.5292805677003E-4";0;3;0;3;"0";"6.30139489373378E-4";0;"extracellular vesicular exosome";0,000658761528326746
"126";126;"P23229";"P23229-1,P23229-2,P23229-3,P23229-4,P23229-5,P23229-6,P23229-9";"ITA6_HUMAN";"Integrin alpha-6";"ITGA6";2;2;"3.1470533844306E-5";0;2;0;2;"0";"0";0;"external side of plasma membrane, basal plasma membrane, filopodium, plasma membrane, hemidesmosome, basement membrane, alpha6-beta4 integrin complex, cell-cell adherens junction";0,00043917435221783
"127";127;"P23470";"P23470-1,P23470-2";"PTPRG_HUMAN";"Receptor-type tyrosine-protein phosphatase gamma";"PTPRG";6;9;"3.8761026027269E-4";0;6;0;9;"0";"0";0;"extracellular space, integral component of plasma membrane";0,00197628458498024
"129";129;"P23528";"P23528";"COF1_HUMAN";"Cofilin-1";"CFL1";5;5;"0.00374897473958525";2;3;2;3;"0.00959285678695097";"0.00401619023950021";0;"ruffle membrane, extracellular space, cytoplasm, extracellular vesicular exosome, nucleus, cortical actin cytoskeleton, lamellipodium membrane, nuclear matrix";0,00109793588054458
"131";131;"P24752";"P24752";"THIL_HUMAN";"Acetyl-CoA acetyltransferase, mitochondrial";"ACAT1";4;6;"0.00174893622511799";0;4;0;6;"0";"0.00312265845319454";0;"mitochondrial matrix, mitochondrial inner membrane, extracellular vesicular exosome";0,00131752305665349
"132";132;"P25116";"P25116";"PAR1_HUMAN";"Proteinase-activated receptor 1";"F2R";2;2;"5.85722171078731E-4";0;2;0;2;"0";"0.00104578443883456";0;"caveola, platelet dense tubular network, Golgi apparatus, postsynaptic membrane, integral component of plasma membrane, neuromuscular junction, extracellular region";0,00043917435221783
"133";133;"P25445";"P25445-1,P25445-6";"TNR6_HUMAN";"Tumor necrosis factor receptor superfamily member 6";"FAS";8;14;"0.0026007812820287";0;8;0;14;"0";"0";0;"integral component of membrane, CD95 death-inducing signaling complex, extracellular vesicular exosome, membrane raft, cytosol, nucleus, cell surface, external side of plasma membrane";0,00307422046552481
"134";134;"P25705";"P25705";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";3;5;"0.00112537035582487";0;3;0;5;"0";"0.00200930554477708";0;"mitochondrial matrix, plasma membrane, mitochondrial proton-transporting ATP synthase complex, proton-transporting ATP synthase complex, catalytic core F(1), extracellular vesicular exosome";0,00109793588054458
"135";135;"P26038";"P26038";"MOES_HUMAN";"Moesin";"MSN";16;23;"0.0049613814751253";7;11;10;13;"0.0137990834197042";"0.00500689690169928";0;"apical plasma membrane, apical part of cell, basolateral plasma membrane, filopodium, microvillus membrane, extracellular vesicular exosome, cytoskeleton, cytoplasm, nucleolus, uropod, extrinsic component of membrane, plasma membrane, microvillus, blood microparticle";0,00505050505050505
"138";138;"P26583";"P26583";"HMGB2_HUMAN";"High mobility group protein B2";"HMGB2";4;6;"0.00401983368010074";0;4;0;6;"0";"0.00717725863374798";1;"extracellular space, nucleoplasm, condensed chromosome, perinuclear region of cytoplasm, protein complex";0,00131752305665349
"139";139;"P27105";"P27105-1";"STOM_HUMAN";"Erythrocyte band 7 integral membrane protein";"STOM";2;4;"0.00172869390769764";0;2;0;4;"0";"0";0;"extracellular vesicular exosome, blood microparticle, melanosome, integral component of plasma membrane, cytoskeleton, cytoplasm, membrane raft";0,000878348704435661
"140";140;"P27348";"P27348";"1433T_HUMAN";"14-3-3 protein theta";"YWHAQ";6;14;"0.00869286079299387";1;6;1;13;"0.00649964990462801";"0.0136784336091647";6;"cytosol, protein complex, extracellular vesicular exosome, cytoplasmic vesicle membrane";0,00307422046552481
"141";141;"P27487";"P27487";"DPP4_HUMAN";"Dipeptidyl peptidase 4";"DPP4";20;40;"0.00649952800805381";0;20;0;40;"0";"0.0116046576110885";0;"integral component of membrane, intercellular canaliculus, membrane raft, lamellipodium, endocytic vesicle, lysosomal membrane, lamellipodium membrane, apical plasma membrane, invadopodium membrane, cell surface, extracellular vesicular exosome";0,00878348704435661
"143";143;"P27797";"P27797";"CALR_HUMAN";"Calreticulin";"CALR";1;1;"2.98479523631248E-4";0;1;0;1;"0";"5.32923724825767E-4";0;"endocytic vesicle lumen, acrosomal vesicle, nucleus, cytosol, extracellular space, endoplasmic reticulum lumen, perinuclear region of cytoplasm, Golgi apparatus, external side of plasma membrane, sarcoplasmic reticulum lumen, proteinaceous extracellular matrix, polysome, MHC class I peptide loading complex, extracellular vesicular exosome, cell surface, integral component of lumenal side of endoplasmic reticulum membrane";0,000219587176108915
"144";144;"P28906";"P28906-1";"CD34_HUMAN";"Hematopoietic progenitor cell antigen CD34";"CD34";7;15;"0.00484932316964534";2;6;2;13;"0";"0";0;"integral component of plasma membrane, perinuclear region of cytoplasm, apical plasma membrane, glomerular endothelium fenestra, lysosome, intercellular bridge, external side of plasma membrane, basal plasma membrane";0,00329380764163373
"145";145;"P28908";"P28908-1";"TNR8_HUMAN";"Tumor necrosis factor receptor superfamily member 8";"TNFRSF8";4;8;"0.0016734919173678";0;4;0;8;"0";"0";0;"extracellular vesicular exosome, integral component of membrane, cytoplasm, plasma membrane";0,00175669740887132
"146";146;"P30447";"P30447";"1A23_HUMAN";"HLA class I histocompatibility antigen, A-23 alpha chain";"HLA-A";0;0;"0";0;0;0;0;"0";"0";19;"early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, MHC class I protein complex, plasma membrane, Golgi membrane, phagocytic vesicle membrane";0
"147";147;"P30460";"P30460,P30480";"1B08_HUMAN, 1B42_HUMAN";"HLA class I histocompatibility antigen, B-42 alpha chain, HLA class I histocompatibility antigen, B-8 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";18;"phagocytic vesicle membrane, cell surface, integral component of plasma membrane, Golgi membrane, MHC class I protein complex, ER to Golgi transport vesicle membrane, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane";0
"148";148;"P30486";"P30486,Q31610";"1B48_HUMAN, 1B81_HUMAN";"HLA class I histocompatibility antigen, B-48 alpha chain, HLA class I histocompatibility antigen, B-81 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";21;"integral component of membrane, cell surface, MHC class I protein complex";0
"149";149;"P30499";"P30499";"1C01_HUMAN";"HLA class I histocompatibility antigen, Cw-1 alpha chain";"HLA-C";0;0;"0";0;0;0;0;"0";"0";11;"integral component of lumenal side of endoplasmic reticulum membrane, integral component of plasma membrane, cell surface, MHC class I protein complex, Golgi membrane, early endosome membrane, ER to Golgi transport vesicle membrane, phagocytic vesicle membrane";0
"150";150;"P30508";"P30508";"1C12_HUMAN";"HLA class I histocompatibility antigen, Cw-12 alpha chain";"HLA-C";0;0;"0";0;0;0;0;"0";"0";15;"Golgi membrane, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, cell surface, early endosome membrane, integral component of plasma membrane";0
"151";151;"P30825";"P30825";"CTR1_HUMAN";"High affinity cationic amino acid transporter 1";"SLC7A1";3;6;"0.00118727467110554";0;3;0;6;"0";"0.00211983332196195";0;"integral component of plasma membrane";0,00131752305665349
"152";152;"P31946";"P31946-1,P31946-2";"1433B_HUMAN";"14-3-3 protein beta/alpha";"YWHAB";1;2;"6.18394568607288E-4";0;1;0;2;"0";"0";6;"melanosome, perinuclear region of cytoplasm, extracellular vesicular exosome, cytosol, cytoplasmic vesicle membrane, transcriptional repressor complex";0,00043917435221783
"153";153;"P32119";"P32119-1";"PRDX2_HUMAN";"Peroxiredoxin-2";"PRDX2";4;5;"0.00359209123677433";0;4;0;5;"0";"0";2;"cytosol, cytoplasm, extracellular vesicular exosome";0,00109793588054458
"154";154;"P32942";"P32942";"ICAM3_HUMAN";"Intercellular adhesion molecule 3";"ICAM3";10;24;"0.00546102938300097";0;10;0;24;"0";"0.00975045820485608";0;"extracellular vesicular exosome, integral component of plasma membrane";0,00527009222661397
"155";155;"P33527";"P33527-1";"MRP1_HUMAN";"Multidrug resistance-associated protein 1";"ABCC1";35;62;"0.00504042430043258";0;35;0;62;"0";"0";0;"extracellular vesicular exosome, nucleus, integral component of plasma membrane, Golgi apparatus";0,0136144049187527
"158";158;"P35527";"P35527";"K1C9_HUMAN";"Keratin, type I cytoskeletal 9";"KRT9";23;100;"0.0204452720005524";15;22;58;42;"0.0773480565103753";"0.0149817433653266";5;"intermediate filament, extracellular vesicular exosome, extracellular space";0,0219587176108915
"159";159;"P35579";"P35579-1";"MYH9_HUMAN";"Myosin-9";"MYH9";9;10;"6.35030415072604E-4";0;9;0;10;"0";"0";0;"uropod, nucleus, ruffle, plasma membrane, cleavage furrow, protein complex, actomyosin contractile ring, myosin II complex, spindle, stress fiber, cortical cytoskeleton, cytosol, cell-cell adherens junction, immunological synapse, extracellular vesicular exosome, neuromuscular junction";0,00219587176108915
"160";160;"P35613";"P35613-1,P35613-2";"BASI_HUMAN";"Basigin";"BSG";9;55;"0.00889042581101646";0;9;0;55;"0";"0";0;"sarcolemma, mitochondrion, membrane raft, integral component of plasma membrane, extracellular vesicular exosome, melanosome, acrosomal membrane, Golgi membrane";0,0120772946859903
"161";161;"P35908";"P35908";"K22E_HUMAN";"Keratin, type II cytoskeletal 2 epidermal";"KRT2";17;43;"0.0120946768596866";9;14;17;26;"0.0367948389081308";"0.0114208563128043";42;"keratin filament, intermediate filament, extracellular vesicular exosome, extracellular space, Golgi apparatus";0,00944224857268336
"162";162;"P37802";"P37802";"TAGL2_HUMAN";"Transgelin-2";"TAGLN2";5;9;"0.00562911383009082";0;5;0;9;"0";"0.0100505665290005";0;"extracellular vesicular exosome";0,00197628458498024
"163";163;"P38646";"P38646";"GRP75_HUMAN";"Stress-70 protein, mitochondrial";"HSPA9";3;4;"7.6443231364739E-4";0;3;0;4;"0";"0.00137004674402925";2;"nucleolus, extracellular vesicular exosome, mitochondrial nucleoid";0,000878348704435661
"164";164;"P39019";"P39019";"RS19_HUMAN";"40S ribosomal protein S19";"RPS19";3;5;"0.00429192970187001";0;3;0;5;"0";"0.0076630756293912";0;"nucleolus, extracellular vesicular exosome, cytosolic small ribosomal subunit";0,00109793588054458
"165";165;"P42081";"P42081-1,P42081-3,P42081-4";"CD86_HUMAN";"T-lymphocyte activation antigen CD86";"CD86";6;10;"0.00126105330652716";0;6;0;10;"0";"0";0;"plasma membrane, integral component of membrane, intracellular membrane-bounded organelle, external side of plasma membrane, extracellular vesicular exosome";0,00219587176108915
"167";167;"P43007";"P43007-1";"SATT_HUMAN";"Neutral amino acid transporter A";"SLC1A4";7;11;"0.00257354431371529";0;7;0;11;"0";"0";0;"melanosome, neuronal cell body, intermediate filament, dendrite, integral component of plasma membrane, extracellular vesicular exosome";0,00241545893719807
"168";168;"P43121";"P43121-1";"MUC18_HUMAN";"Cell surface glycoprotein MUC18";"MCAM";17;32;"0.00616549653767086";0;17;0;32;"0";"0";0;"integral component of membrane, external side of plasma membrane";0,00702678963548529
"171";171;"P46779";"P46779-1";"RL28_HUMAN";"60S ribosomal protein L28";"RPL28";6;9;"0.0081765960013728";0;6;0;9;"0";"0";0;"cytosolic large ribosomal subunit, extracellular vesicular exosome";0,00197628458498024
"172";172;"P48960";"P48960-1,P48960-2,P48960-3";"CD97_HUMAN";"CD97 antigen";"CD97";3;5;"2.48435052603254E-4";0;3;0;5;"0";"0";0;"extracellular space, extracellular vesicular exosome, integral component of plasma membrane";0,00109793588054458
"173";173;"P49327";"P49327";"FAS_HUMAN";"Fatty acid synthase";"FASN";6;7;"3.46977988641821E-4";0;6;0;7;"0";"6.19515871272964E-4";0;"mitochondrion, plasma membrane, Golgi apparatus, glycogen granule, cytosol, extracellular vesicular exosome, melanosome";0,00153711023276241
"174";174;"P49368";"P49368-1";"TCPG_HUMAN";"T-complex protein 1 subunit gamma";"CCT3";3;3;"6.85133732225122E-4";0;3;0;3;"0";"0";0;"cytosol, chaperonin-containing T-complex, cell body, microtubule, plasma membrane, extracellular vesicular exosome, zona pellucida receptor complex";0,000658761528326746
"175";175;"P49411";"P49411";"EFTU_HUMAN";"Elongation factor Tu, mitochondrial";"TUFM";6;6;"0.00165220302682607";0;6;0;6;"0";"0.00294994504317272";0;"mitochondrial nucleoid, extracellular vesicular exosome";0,00131752305665349
"176";176;"P50895";"P50895";"BCAM_HUMAN";"Basal cell adhesion molecule";"BCAM";7;11;"0.00218013626575881";0;7;0;11;"0";"0.00389254956333725";0;"integral component of plasma membrane, extracellular vesicular exosome, external side of plasma membrane";0,00241545893719807
"177";177;"P50990";"P50990";"TCPQ_HUMAN";"T-complex protein 1 subunit theta";"CCT8";5;5;"0.001135638333524";0;5;0;5;"0";"0.00202763862456519";0;"microtubule, intermediate filament cytoskeleton, extracellular vesicular exosome, zona pellucida receptor complex, aggresome, cell body, chaperonin-containing T-complex, cytosol, centrosome";0,00109793588054458
"178";178;"P51828";"P51828";"ADCY7_HUMAN";"Adenylate cyclase type 7";"ADCY7";2;2;"2.30492521026353E-4";0;2;0;2;"0";"4.11535543059898E-4";0;"integral component of membrane, plasma membrane";0,00043917435221783
"180";180;"P53007";"P53007";"TXTP_HUMAN";"Tricarboxylate transport protein, mitochondrial";"SLC25A1";2;2;"8.00424188773186E-4";0;2;0;2;"0";"0.00142912664470961";0;"mitochondrial inner membrane, integral component of membrane, extracellular vesicular exosome";0,00043917435221783
"181";181;"P53794";"P53794";"SC5A3_HUMAN";"Sodium/myo-inositol cotransporter";"SLC5A3";3;6;"0.00104010552663702";0;3;0;6;"0";"0.00185706846728979";0;"integral component of plasma membrane";0,00131752305665349
"182";182;"P53985";"P53985";"MOT1_HUMAN";"Monocarboxylate transporter 1";"SLC16A1";2;2;"4.97863845416922E-4";0;2;0;2;"0";"8.88916773009379E-4";0;"integral component of plasma membrane, centrosome, mitochondrion, extracellular vesicular exosome";0,00043917435221783
"183";183;"P53999";"P53999";"TCP4_HUMAN";"Activated RNA polymerase II transcriptional coactivator p15";"SUB1";2;2;"0.00196009387959418";0;2;0;2;"0";"0.0034996723346826";0;"nucleolus, extracellular vesicular exosome, transcription factor complex";0,00043917435221783
"184";184;"P54709";"P54709";"AT1B3_HUMAN";"Sodium/potassium-transporting ATPase subunit beta-3";"ATP1B3";7;15;"0.00669171835237798";0;7;0;15;"0";"0.0119478060888357";0;"sodium:potassium-exchanging ATPase complex, extracellular vesicular exosome, caveola, melanosome";0,00329380764163373
"185";185;"P54760";"P54760";"EPHB4_HUMAN";"Ephrin type-B receptor 4";"EPHB4";3;3;"3.78315991958147E-4";0;3;0;3;"0";"6.75468672499528E-4";0;"integral component of plasma membrane";0,000658761528326746
"186";186;"P55011";"P55011-1";"S12A2_HUMAN";"Solute carrier family 12 member 2";"SLC12A2";12;21;"0.00215658843930597";0;12;0;21;"0";"0";0;"integral component of plasma membrane, basolateral plasma membrane, extracellular vesicular exosome, apical plasma membrane";0,00461133069828722
"187";187;"P55060";"P55060-1,P55060-3";"XPO2_HUMAN";"Exportin-2";"CSE1L";10;14;"8.97282934582506E-4";0;10;0;14;"0";"0";0;"extracellular vesicular exosome, nucleus, cytoplasm";0,00307422046552481
"189";189;"P60174";"P60174-1,P60174-3";"TPIS_HUMAN";"Triosephosphate isomerase";"TPI1";2;3;"6.52793503606104E-4";0;2;0;3;"0";"0";0;"cytosol, extracellular space, extracellular vesicular exosome";0,000658761528326746
"190";190;"P60709";"P60709,P63261";"ACTB_HUMAN, ACTG_HUMAN";"Actin, cytoplasmic 1, Actin, cytoplasmic 2";"ACTB, ACTG1";12;42;"0.0112471968714641";8;9;19;23;"0.0360947224703675";"0.0100862423177464";27;"ribonucleoprotein complex, MLL5-L complex, cortical cytoskeleton, cytosol, blood microparticle, NuA4 histone acetyltransferase complex, cytoskeleton, extracellular vesicular exosome, postsynaptic density, axon";0,00922266139657444
"191";191;"P61254";"P61254";"RL26_HUMAN";"60S ribosomal protein L26";"RPL26";1;1;"8.58385940374003E-4";0;1;0;1;"0";"0.00153261512587824";0;"cytosolic large ribosomal subunit, extracellular vesicular exosome";0,000219587176108915
"192";192;"P61513";"P61513";"RL37A_HUMAN";"60S ribosomal protein L37a";"RPL37A";2;2;"0.00270578176857023";0;2;0;2;"0";"0.00483106941852923";0;"extracellular vesicular exosome, cytosolic large ribosomal subunit";0,00043917435221783
"193";193;"P61604";"P61604";"CH10_HUMAN";"10 kDa heat shock protein, mitochondrial";"HSPE1";5;8;"0.00976203618464552";0;5;0;8;"0";"0.0174297406472427";0;"extracellular vesicular exosome, mitochondrion, mitochondrial matrix";0,00175669740887132
"194";194;"P61978";"P61978-1,P61978-2,P61978-3";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";7;9;"8.06474911582487E-4";0;7;0;9;"0";"0";0;"extracellular vesicular exosome, podosome, nucleoplasm, nuclear chromatin, cytoplasm, cell projection, cell junction, catalytic step 2 spliceosome";0,00197628458498024
"195";195;"P62158";"P62158";"CALM_HUMAN";"Calmodulin";"CALM2,CALM1,CALM3";2;6;"0.00501205213506968";0;2;0;6;"0";"0.00894882657391992";0;"spindle microtubule, cytosol, extracellular vesicular exosome, spindle pole, centrosome, nucleoplasm, plasma membrane, growth cone, sarcomere";0,00131752305665349
"196";196;"P62249";"P62249";"RS16_HUMAN";"40S ribosomal protein S16";"RPS16";3;3;"0.00255751975385405";0;3;0;3;"0";"0.00456635328600708";0;"extracellular vesicular exosome, cytosolic small ribosomal subunit";0,000658761528326746
"197";197;"P62258";"P62258-1";"1433E_HUMAN";"14-3-3 protein epsilon";"YWHAE";3;5;"0.0029828443897528";0;3;0;5;"0";"0";6;"mitochondrion, cytosol, extracellular vesicular exosome, kinesin complex, cytoplasmic vesicle membrane, melanosome";0,00109793588054458
"198";198;"P62269";"P62269";"RS18_HUMAN";"40S ribosomal protein S18";"RPS18";3;5;"0.00409427504454705";0;3;0;5;"0";"0.00731017083066924";0;"cytosolic small ribosomal subunit, extracellular vesicular exosome";0,00109793588054458
"199";199;"P62277";"P62277";"RS13_HUMAN";"40S ribosomal protein S13";"RPS13";2;4;"0.00329711155905246";0;2;0;4;"0";"0.00588686604641973";0;"cytosolic small ribosomal subunit, nucleolus, extracellular vesicular exosome";0,000878348704435661
"200";200;"P62328";"P62328";"TYB4_HUMAN";"Thymosin beta-4";"TMSB4X";2;2;"0.00565754369791957";0;2;0;2;"0";"0.0101013269660157";0;"cytoskeleton, platelet alpha granule lumen, extracellular region";0,00043917435221783
"201";201;"P62829";"P62829";"RL23_HUMAN";"60S ribosomal protein L23";"RPL23";5;15;"0.0133356387165247";3;5;8;7;"0.045497549332396";"0.0111114596626172";0;"nucleolus, extracellular vesicular exosome, cytosolic large ribosomal subunit";0,00329380764163373
"202";202;"P62854";"P62854";"RS26_HUMAN";"40S ribosomal protein S26";"RPS26";2;2;"0.00216462541485618";0;2;0;2;"0";"0.00386485553482339";0;"extracellular vesicular exosome, cytosolic small ribosomal subunit";0,00043917435221783
"203";203;"P62873";"P62873,P62879,Q9HAV0";"GBB1_HUMAN, GBB2_HUMAN, GBB4_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1, Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2, Guanine nucleotide-binding protein subunit beta-4";"GNB1, GNB2, GNB4";3;5;"6.10127261540345E-4";0;3;0;5;"0";"0.00108935879045267";0;"heterotrimeric G-protein complex, photoreceptor inner segment, lysosomal membrane, extracellular vesicular exosome, dendrite, cell body, photoreceptor outer segment membrane, photoreceptor disc membrane";0,00109793588054458
"204";204;"P62899";"P62899-1";"RL31_HUMAN";"60S ribosomal protein L31";"RPL31";3;3;"0.00298718307250153";0;3;0;3;"0";"0";0;"cytosolic large ribosomal subunit, extracellular vesicular exosome";0,000658761528326746
"205";205;"P62913";"P62913-1,P62913-2";"RL11_HUMAN";"60S ribosomal protein L11";"RPL11";1;1;"3.49623486950085E-4";0;1;0;1;"0";"0";0;"extracellular vesicular exosome, cytosolic large ribosomal subunit, nucleolus";0,000219587176108915
"207";207;"P62937";"P62937";"PPIA_HUMAN";"Peptidyl-prolyl cis-trans isomerase A";"PPIA";4;8;"0.00603471327778087";0;4;0;8;"0";"0.01077474876375";0;"cytosol, nucleus, extracellular vesicular exosome";0,00175669740887132
"208";208;"P62987";"P62987";"RL40_HUMAN";"Ubiquitin-60S ribosomal protein L40";"UBA52";7;13;"0.012641074200039";0;7;0;13;"0";"0.0225701524396913";0;"ribosome, plasma membrane, lysosomal membrane, cytosol, nucleoplasm, endocytic vesicle membrane, endosome membrane, cytosolic large ribosomal subunit";0,0028546332894159
"209";209;"P63096";"P63096";"GNAI1_HUMAN";"Guanine nucleotide-binding protein G(i) subunit alpha-1";"GNAI1";1;1;"6.68037645686547E-4";0;1;0;1;"0";"0.00119275555700411";4;"heterotrimeric G-protein complex, extracellular vesicular exosome, midbody, lysosomal membrane, nucleus, centrosome";0,000219587176108915
"210";210;"P63104";"P63104";"1433Z_HUMAN";"14-3-3 protein zeta/delta";"YWHAZ";4;6;"0.00372551176842594";1;4;1;5;"0.00649964990462801";"0.0052609360035249";6;"cytosol, blood microparticle, protein complex, mast cell granule, perinuclear region of cytoplasm, postsynaptic density, melanosome, nucleoplasm, mitochondrion, cell leading edge, extracellular vesicular exosome, cytoplasmic vesicle membrane";0,00131752305665349
"212";212;"P67809";"P67809";"YBOX1_HUMAN";"Nuclease-sensitive element-binding protein 1";"YBX1";3;4;"0.00153661680684235";0;3;0;4;"0";"0.00274357028706598";0;"CRD-mediated mRNA stability complex, cytoplasmic stress granule, U12-type spliceosomal complex, nucleoplasm, histone pre-mRNA 3'end processing complex, extracellular vesicular exosome";0,000878348704435661
