"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5396"	"peptide.count.P5455"	"spectra.count.P5396"	"spectra.count.P5455"	"dNSAF.P5396"	"dNSAF.P5455"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"Q9Y624"	"Q9Y624"	"JAM1_HUMAN"	"Junctional adhesion molecule A"	"F11R"	7	11	0.00457901530065731	0	7	0	11	0	0.00817565593904947	0	"modulation by virus of host morphology or physiology;epithelial cell differentiation;tight junction assembly;blood coagulation;leukocyte migration;inflammatory response;transforming growth factor beta receptor signaling pathway;cell adhesion"	"tight junction;cell-cell junction;plasma membrane;integral to membrane"	""
"O14672"	"O14672"	"ADA10_HUMAN"	"Disintegrin and metalloproteinase domain-containing protein 10"	"ADAM10"	6	9	0.00149758509650812	0	6	0	9	0	0.00267388066747474	0	"epidermal growth factor receptor signaling pathway;Notch receptor processing;PMA-inducible membrane protein ectodomain proteolysis;negative regulation of cell adhesion;positive regulation of cell proliferation;in utero embryonic development;Notch signaling pathway;integrin-mediated signaling pathway;response to tumor necrosis factor;collagen catabolic process;extracellular matrix disassembly;positive regulation of cell growth;constitutive protein ectodomain proteolysis;positive regulation of T cell chemotaxis;protein phosphorylation;monocyte activation;cell-cell signaling"	"plasma membrane;integral to membrane;Golgi-associated vesicle;postsynaptic density;nucleus;endomembrane system;cell surface"	"protein homodimerization activity;protein kinase binding;zinc ion binding;integrin binding;metalloendopeptidase activity"
"P13796"	"P13796"	"PLSL_HUMAN"	"Plastin-2"	"LCP1"	6	8	0.00158808244152128	0	6	0	8	0	0.00283546020098686	0	"T cell activation involved in immune response;actin filament bundle assembly;regulation of intracellular protein transport;organ regeneration"	"cytosol;ruffle membrane;phagocytic cup;plasma membrane;cell junction;actin cytoskeleton;actin filament"	"actin binding;calcium ion binding"
"P16070-1,P16070-10,P16070-11,P16070-12,P16070-13,P16070-14,P16070-16,P16070-17,P16070-18,P16070-3,P16070-4,P16070-5,P16070-6,P16070-7,P16070-8"	"P16070-[1,3-8,10-14,16-18]"	"CD44_HUMAN"	"CD44 antigen"	"CD44"	10	87	0.000972914522715009	0	10	0	87	0	0	0	"extracellular matrix organization;interferon-gamma-mediated signaling pathway;branching involved in ureteric bud morphogenesis;small molecule metabolic process;cartilage development;positive regulation of ERK1 and ERK2 cascade;cellular response to fibroblast growth factor stimulus;positive regulation of monocyte aggregation;negative regulation of cysteine-type endopeptidase activity involved in apoptotic process;wound healing involved in inflammatory response;negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;negative regulation of apoptotic process;negative regulation of DNA damage response;positive regulation of peptidyl-serine phosphorylation;positive regulation of gene expression;cell-matrix adhesion;positive regulation of heterotypic cell-cell adhesion;monocyte aggregation;branching involved in prostate gland morphogenesis;carbohydrate metabolic process;positive regulation of peptidyl-tyrosine phosphorylation;hyaluronan catabolic process;Wnt receptor signaling pathway"	"cell surface;integral to plasma membrane;external side of plasma membrane;basolateral plasma membrane"	"hyalurononglucosaminidase activity;hyaluronic acid binding;collagen binding"
"P23470-1,P23470-2"	"P23470-[1,2]"	"PTPRG_HUMAN"	"Receptor-type tyrosine-protein phosphatase gamma"	"PTPRG"	6	9	0.00038761026027269	0	6	0	9	0	0	0	"transmembrane receptor protein tyrosine kinase signaling pathway"	"integral to plasma membrane"	"transmembrane receptor protein tyrosine phosphatase activity"
"P27348"	"P27348"	"1433T_HUMAN"	"14-3-3 protein theta"	"YWHAQ"	6	14	0.00869286079299387	1	6	1	13	0.00649964990462801	0.0136784336091647	6	"intrinsic apoptotic signaling pathway;negative regulation of transcription;protein targeting;positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway;small GTPase mediated signal transduction"	"extracellular vesicular exosome;cytoplasmic vesicle membrane;cytosol"	""
"P42081-1,P42081-3,P42081-4"	"P42081-[1,3,4]"	"CD86_HUMAN"	"T-lymphocyte activation antigen CD86"	"CD86"	6	10	0.00126105330652716	0	6	0	10	0	0	0	"phosphatidylinositol-mediated signaling;fibroblast growth factor receptor signaling pathway;positive regulation of cell proliferation;positive regulation of transcription;neurotrophin TRK receptor signaling pathway;defense response to virus;positive regulation of interleukin-4 biosynthetic process;toll-like receptor signaling pathway;positive regulation of T-helper 2 cell differentiation;B cell activation;Fc-epsilon receptor signaling pathway;cell-cell signaling;positive regulation of lymphotoxin A biosynthetic process;T cell activation;positive regulation of interleukin-2 biosynthetic process;epidermal growth factor receptor signaling pathway;T cell costimulation;modulation by virus of host morphology or physiology;innate immune response"	"external side of plasma membrane;plasma membrane;integral to membrane;intracellular membrane-bounded organelle"	"coreceptor activity"
"P49327"	"P49327"	"FAS_HUMAN"	"Fatty acid synthase"	"FASN"	6	7	0.000346977988641821	0	6	0	7	0	0.000619515871272964	0	"long-chain fatty-acyl-CoA biosynthetic process;fatty acid biosynthetic process;triglyceride biosynthetic process;energy reserve metabolic process;positive regulation of cellular metabolic process;pantothenate metabolic process;acetyl-CoA metabolic process;cellular response to interleukin-4;fatty acid metabolic process"	"melanosome;plasma membrane;mitochondrion;Golgi apparatus;glycogen granule;cytosol"	"enoyl-[acyl-carrier-protein] reductase (NADPH;enoyl-[acyl-carrier-protein] reductase (NADPH;drug binding;NADPH binding;oleoyl-[acyl-carrier-protein] hydrolase activity;3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity;[acyl-carrier-protein] S-malonyltransferase activity;palmitoyl-[acyl-carrier-protein] hydrolase activity;[acyl-carrier-protein] S-acetyltransferase activity;3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity;myristoyl-[acyl-carrier-protein] hydrolase activity;3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity;zinc ion binding;fatty acid synthase activity;3-oxoacyl-[acyl-carrier-protein] synthase activity"
"P49411"	"P49411"	"EFTU_HUMAN"	"Elongation factor Tu, mitochondrial"	"TUFM"	6	6	0.00165220302682607	0	6	0	6	0	0.00294994504317272	0	"GTP catabolic process"	"mitochondrial nucleoid"	"GTPase activity;translation elongation factor activity;GTP binding"
"Q06830"	"Q06830"	"PRDX1_HUMAN"	"Peroxiredoxin-1"	"PRDX1"	6	9	0.00643327294867523	0	6	0	9	0	0.0114863617474292	2	"hydrogen peroxide catabolic process;regulation of NF-kappaB import into nucleus;cell proliferation;removal of superoxide radicals;natural killer cell mediated cytotoxicity;skeletal system development;regulation of stress-activated MAPK cascade;erythrocyte homeostasis"	"cytosol;peroxisomal matrix;mitochondrial matrix;mitochondrion;nuclear euchromatin;melanosome;nucleolus;nucleus"	"thioredoxin peroxidase activity;heme binding"
"Q15262-1,Q15262-2,Q15262-3"	"Q15262-[1-3]"	"PTPRK_HUMAN"	"Receptor-type tyrosine-protein phosphatase kappa"	"PTPRK"	6	9	0.000259484283573795	0	6	0	9	0	0	0	"focal adhesion assembly;negative regulation of transcription;negative regulation of keratinocyte proliferation;cellular response to UV;protein localization to cell surface;cellular response to reactive oxygen species;negative regulation of cell cycle;negative regulation of cell migration;transforming growth factor beta receptor signaling pathway;cell migration"	"adherens junction;axon;leading edge membrane;cell-cell junction;integral to plasma membrane;neuronal cell body;photoreceptor outer segment;cell surface;dendrite"	"transmembrane receptor protein tyrosine phosphatase activity"
"Q92854-1"	"Q92854-1"	"SEM4D_HUMAN"	"Semaphorin-4D"	"SEMA4D"	11	18	0.00259905719765214	0	11	0	18	0	0	0	"ossification involved in bone maturation;semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis;positive regulation of phosphatidylinositol 3-kinase cascade;regulation of dendrite morphogenesis;axon guidance;positive regulation of cell migration;negative regulation of peptidyl-tyrosine phosphorylation;immune response;regulation of cell shape;negative regulation of apoptotic process;positive regulation of peptidyl-tyrosine phosphorylation;negative regulation of transcription from RNA polymerase II promoter;negative regulation of alkaline phosphatase activity;leukocyte aggregation;positive regulation of collateral sprouting;negative regulation of osteoblast differentiation;positive regulation of Rho GTPase activity"	"integral to plasma membrane;extracellular space"	"transmembrane signaling receptor activity;semaphorin receptor binding"
"Q9UIA9"	"Q9UIA9"	"XPO7_HUMAN"	"Exportin-7"	"XPO7"	6	11	0.00125954514709893	0	6	0	11	0	0.00224886948093449	0	"mRNA transport"	"cytoplasm;nuclear pore"	"nuclear export signal receptor activity"
"Q9UIQ6-1,Q9UIQ6-2,Q9UIQ6-3"	"Q9UIQ6-[1-3]"	"LCAP_HUMAN"	"Leucyl-cystinyl aminopeptidase"	"LNPEP"	6	8	0.000323813883197998	0	6	0	8	0	0	0	"antigen processing and presentation of exogenous peptide antigen via MHC class I;cell-cell signaling;protein catabolic process;female pregnancy;protein polyubiquitination;proteolysis"	"integral to plasma membrane;extracellular region;cytoplasmic vesicle membrane;perinuclear region of cytoplasm;early endosome lumen;cytosol"	"metallopeptidase activity;zinc ion binding;aminopeptidase activity"
"Q9Y289"	"Q9Y289"	"SC5A6_HUMAN"	"Sodium-dependent multivitamin transporter"	"SLC5A6"	6	12	0.00235211265551302	0	6	0	12	0	0.00419960680161911	0	"pantothenate metabolic process;biotin metabolic process;pantothenate transmembrane transport;biotin transport"	"brush border membrane;vesicle membrane;integral to plasma membrane"	"sodium-dependent multivitamin transmembrane transporter activity"
"O15394"	"O15394"	"NCAM2_HUMAN"	"Neural cell adhesion molecule 2"	"NCAM2"	5	7	0.00104093396592546	0	5	0	7	0	0.00185854761381889	0	"neuron cell-cell adhesion"	"plasma membrane;axon;integral to membrane"	""
"O43592"	"O43592"	"XPOT_HUMAN"	"Exportin-T"	"XPOT"	5	6	0.000776294977261312	0	5	0	6	0	0.00138604486435974	0	"tRNA export from nucleus;intracellular protein transport"	"cytoplasm;nucleoplasm"	"tRNA binding"
"P06454-1,P06454-2"	"P06454-[1,2]"	"PTMA_HUMAN"	"Prothymosin alpha"	"PTMA"	5	15	0.00840986225366422	3	5	5	10	0	0	0	"transcription"	"cytoplasm;nucleus"	""
"P07900-1,P07900-2"	"P07900-[1,2]"	"HS90A_HUMAN"	"Heat shock protein HSP 90-alpha"	"HSP90AA1"	5	7	0.00109106090895671	3	3	4	3	0	0	20	"positive regulation of cardiac muscle contraction;response to unfolded protein;G2/M transition of mitotic cell cycle;chaperone-mediated protein complex assembly;neuron migration;positive regulation of lamellipodium assembly;skeletal muscle contraction;response to salt stress;positive regulation of protein import into nucleus;protein refolding;axon guidance;innate immune response;regulation of nitric-oxide synthase activity;Fc-gamma receptor signaling pathway involved in phagocytosis;protein import into mitochondrial outer membrane;cardiac muscle cell apoptotic process;response to heat;positive regulation of nitric oxide biosynthetic process;response to estrogen stimulus;positive regulation of cell size;nitric oxide metabolic process"	"apical plasma membrane;melanosome;extracellular region;brush border membrane;endocytic vesicle lumen;plasma membrane;basolateral plasma membrane;cell surface;neuron projection;protein complex;neuronal cell body;perinuclear region of cytoplasm;extracellular matrix;cytosol"	"TPR domain binding;GTP binding;ATPase activity;CTP binding;ATP binding;dATP binding;UTP binding;nitric-oxide synthase regulator activity;protein homodimerization activity;mRNA binding"
"P11166"	"P11166"	"GTR1_HUMAN"	"Solute carrier family 2, facilitated glucose transporter member 1"	"SLC2A1"	5	10	0.00252979596248436	0	5	0	10	0	0.00451685352138912	0	"protein complex assembly;regulation of insulin secretion;L-ascorbic acid metabolic process;response to osmotic stress;cellular response to glucose starvation;energy reserve metabolic process"	"cell-cell junction;plasma membrane;midbody;female pronucleus;cortical actin cytoskeleton;basolateral plasma membrane;integral to membrane;caveola;melanosome"	"xenobiotic transporter activity;glucose transmembrane transporter activity;dehydroascorbic acid transporter activity;protein self-association;D-glucose transmembrane transporter activity"
"P22234-1,P22234-2"	"P22234-[1,2]"	"PUR6_HUMAN"	"Multifunctional protein ADE2"	"PAICS"	5	6	0.000878583256618097	0	5	0	6	0	0	0	"purine ribonucleoside monophosphate biosynthetic process;purine nucleobase biosynthetic process;'de novo' IMP biosynthetic process"	"cytosol"	"5-(carboxyamino)imidazole ribonucleotide mutase activity;phosphoribosylaminoimidazole carboxylase activity;ATP binding;phosphoribosylaminoimidazolesuccinocarboxamide synthase activity"
"P26196"	"P26196"	"DDX6_HUMAN"	"Probable ATP-dependent RNA helicase DDX6"	"DDX6"	5	6	0.00154616101061156	0	5	0	6	0	0.00276061109630242	0	"cytoplasmic mRNA processing body assembly;gene expression;exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay"	"RISC complex;cytosol;cytoplasmic mRNA processing body;cytoplasmic stress granule"	"ATP-dependent helicase activity;ATP binding;RNA helicase activity;RNA binding"
"P37802"	"P37802"	"TAGL2_HUMAN"	"Transgelin-2"	"TAGLN2"	5	9	0.00562911383009082	0	5	0	9	0	0.0100505665290005	0	"muscle organ development"	""	""
"P50990"	"P50990"	"TCPQ_HUMAN"	"T-complex protein 1 subunit theta"	"CCT8"	5	5	0.001135638333524	0	5	0	5	0	0.00202763862456519	0	"'de novo' posttranslational protein folding;binding of sperm to zona pellucida"	"centrosome;cytosol;microtubule;chaperonin-containing T-complex;intermediate filament cytoskeleton;zona pellucida receptor complex;aggresome"	"ATPase activity;ATP binding"
"P60709,P63261"	"P60709, P63261"	"ACTB_HUMAN, ACTG_HUMAN"	"Actin, cytoplasmic 1, Actin, cytoplasmic 2"	"ACTB, ACTG1"	12	42	0.0112471968714641	8	9	19	23	0.0360947224703675	0.0100862423177464	27	"axon guidance;adherens junction organization;blood coagulation;Fc-gamma receptor signaling pathway involved in phagocytosis;innate immune response;'de novo' posttranslational protein folding;cell junction assembly;sarcomere organization"	"MLL5-L complex;extracellular vesicular exosome;ribonucleoprotein complex;cytosol;NuA4 histone acetyltransferase complex;postsynaptic density;cytoskeleton;axon;cortical cytoskeleton;filamentous actin;myofibril"	"structural constituent of cytoskeleton;ATP binding"
"P61604"	"P61604"	"CH10_HUMAN"	"10 kDa heat shock protein, mitochondrial"	"HSPE1"	5	8	0.00976203618464552	0	5	0	8	0	0.0174297406472427	0	"response to unfolded protein;activation of cysteine-type endopeptidase activity involved in apoptotic process;protein folding"	"mitochondrial matrix;mitochondrion"	"ATP binding;unfolded protein binding;chaperone binding"
"P62829"	"P62829"	"RL23_HUMAN"	"60S ribosomal protein L23"	"RPL23"	5	15	0.0133356387165247	3	5	8	7	0.045497549332396	0.0111114596626172	0	"translational initiation;translational termination;SRP-dependent cotranslational protein targeting to membrane;viral transcription;nuclear-transcribed mRNA catabolic process;ribosomal protein import into nucleus;translational elongation"	"nucleolus;cytosolic large ribosomal subunit"	"structural constituent of ribosome"
"Q01650"	"Q01650"	"LAT1_HUMAN"	"Large neutral amino acids transporter small subunit 1"	"SLC7A5"	5	20	0.00524851363936767	0	5	0	20	0	0.00937101950734229	2	"blood coagulation;cellular amino acid metabolic process;nervous system development;cell differentiation;leukocyte migration"	"apical plasma membrane;plasma membrane;cytosol;integral to membrane"	"peptide antigen binding;L-amino acid transmembrane transporter activity;neutral amino acid transmembrane transporter activity"
"Q13449"	"Q13449"	"LSAMP_HUMAN"	"Limbic system-associated membrane protein"	"LSAMP"	5	9	0.0033141824029233	0	5	0	9	0	0.00591734538245888	0	"cell adhesion;nervous system development"	"plasma membrane;anchored to membrane"	""
"Q8NBI5"	"Q8NBI5"	"S43A3_HUMAN"	"Solute carrier family 43 member 3"	"SLC43A3"	5	7	0.00177446380749412	0	5	0	7	0	0.00316823697101103	0	"transmembrane transport"	"integral to membrane"	""
"Q8NC51-1,Q8NC51-2,Q8NC51-3,Q8NC51-4"	"Q8NC51-[1-4]"	"PAIRB_HUMAN"	"Plasminogen activator inhibitor 1 RNA-binding protein"	"SERBP1"	5	8	0.000610127261540345	0	5	0	8	0	0	0	"regulation of mRNA stability"	"cytoplasm;perinuclear region of cytoplasm;nucleus;plasma membrane"	"mRNA 3'-UTR binding"
"Q92536"	"Q92536"	"YLAT2_HUMAN"	"Y+L amino acid transporter 2"	"SLC7A6"	5	9	0.00232514249868298	0	5	0	9	0	0.00415145262252455	2	"leukocyte migration;blood coagulation;protein complex assembly;cellular amino acid metabolic process"	"basolateral plasma membrane;integral to plasma membrane"	"antiporter activity;amino acid transmembrane transporter activity"
"Q92692-1,Q92692-2"	"Q92692-[1,2]"	"PVRL2_HUMAN"	"Poliovirus receptor-related protein 2"	"PVRL2"	5	5	0.000578373426367242	0	5	0	5	0	0	0	"cell part morphogenesis;sperm mitochondrion organization;fertilization;susceptibility to T cell mediated cytotoxicity;modulation by virus of host morphology or physiology;adhesion to symbiont;positive regulation of immunoglobulin mediated immune response;response to virus;viral entry into host cell via membrane fusion with the plasma membrane;spermatid nucleus differentiation;homophilic cell adhesion;positive regulation of mast cell activation;adherens junction organization;virion attachment;spermatid development;susceptibility to natural killer cell mediated cytotoxicity;cytoskeleton organization;positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target;establishment of mitochondrion localization;cell junction assembly;acrosome assembly"	"zonula adherens;integral to membrane;plasma membrane;cell surface"	"virus receptor activity;coreceptor activity"
"136429"	"136429"	"136429"	"trypsin [Sus scrofa]"	""	4	63	0.0339452621875174	4	4	35	28	0.120637441411656	0.0269368719093751	0	""	""	""
"O43175"	"O43175"	"SERA_HUMAN"	"D-3-phosphoglycerate dehydrogenase"	"PHGDH"	4	5	0.00116759813653124	0	4	0	5	0	0.00208470162525652	0	"neuron projection development;L-serine biosynthetic process;neural tube development;glycine metabolic process;gamma-aminobutyric acid metabolic process;spinal cord development;brain development;cell cycle process;glial cell development;threonine metabolic process;regulation of gene expression;glutamine metabolic process;cellular nitrogen compound metabolic process;taurine metabolic process"	"cytosol"	"NAD binding;phosphoglycerate dehydrogenase activity;electron carrier activity"
"P05165-1,P05165-2"	"P05165-[1,2]"	"PCCA_HUMAN"	"Propionyl-CoA carboxylase alpha chain, mitochondrial"	"PCCA"	39	124	0.0106001230823658	18	37	41	83	0	0	0	"short-chain fatty acid catabolic process;fatty acid beta-oxidation;biotin metabolic process"	"cytosol;mitochondrial matrix"	"ATP binding;metal ion binding;biotin binding;biotin carboxylase activity;propionyl-CoA carboxylase activity"
"P07195"	"P07195"	"LDHB_HUMAN"	"L-lactate dehydrogenase B chain"	"LDHB"	4	7	0.00313028166280101	2	4	2	5	0.00667479017151918	0.00377035557414158	4	"cellular carbohydrate metabolic process;pyruvate metabolic process;lactate metabolic process;glycolysis;NAD metabolic process"	"mitochondrion;cytosol"	"L-lactate dehydrogenase activity;NAD binding"
"P08069"	"P08069"	"IGF1R_HUMAN"	"Insulin-like growth factor 1 receptor"	"IGF1R"	4	5	0.000528092593895052	0	4	0	5	0	0.000942889042328895	4	"prostate gland epithelium morphogenesis;axonogenesis;response to vitamin E;positive regulation of steroid hormone biosynthetic process;brain development;inactivation of MAPKK activity;positive regulation of DNA replication;protein autophosphorylation;negative regulation of protein kinase B signaling cascade;regulation of JNK cascade;insulin receptor signaling pathway;positive regulation of cell proliferation;positive regulation of MAPK cascade;phosphatidylinositol 3-kinase cascade;positive regulation of cytokinesis;positive regulation of protein kinase B signaling cascade;immune response;mammary gland development;protein tetramerization;exocrine pancreas development;protein heterooligomerization;establishment of cell polarity;male sex determination;positive regulation of cell migration;negative regulation of apoptotic process"	"integral to plasma membrane;caveola;intracellular membrane-bounded organelle;neuron projection"	"insulin binding;insulin receptor binding;insulin-like growth factor binding;ATP binding;insulin-like growth factor-activated receptor activity"
"P08238"	"P08238"	"HS90B_HUMAN"	"Heat shock protein HSP 90-beta"	"HSP90AB1"	8	17	0.00561213023361366	2	8	2	15	0.00366577860643154	0.00913530950951825	22	"nucleotide-binding domain;positive regulation of cell size;placenta development;negative regulation of neuron apoptotic process;cellular response to organic cyclic compound;protein folding;innate immune response;regulation of type I interferon-mediated signaling pathway;positive regulation of nitric oxide biosynthetic process;positive regulation of protein serine/threonine kinase activity;negative regulation of proteasomal ubiquitin-dependent protein catabolic process;positive regulation of protein binding;positive regulation of protein import into nucleus;axon guidance;response to salt stress;response to unfolded protein;regulation of interferon-gamma-mediated signaling pathway;Fc-gamma receptor signaling pathway involved in phagocytosis;cellular response to interleukin-4"	"mitochondrion;melanosome;cytosol;apical plasma membrane;brush border membrane;basolateral plasma membrane;cell surface;inclusion body"	"TPR domain binding;ATP binding;dATP binding;GTP binding;CTP binding;nitric-oxide synthase regulator activity;UTP binding"
"P08779"	"P08779"	"K1C16_HUMAN"	"Keratin, type I cytoskeletal 16"	"KRT16"	4	5	0.00304071104623654	3	1	3	2	0.0108510139680688	0.00232112090871482	27	"cell proliferation;intermediate filament cytoskeleton organization;cytoskeleton organization;epidermis development"	"intermediate filament"	"structural constituent of cytoskeleton"
"P11142-1"	"P11142-1"	"HSP7C_HUMAN"	"Heat shock cognate 71 kDa protein"	"HSPA8"	22	43	0.0117038829187248	2	22	4	39	0	0	22	"regulation of cell cycle;transcription;RNA splicing;post-Golgi vesicle-mediated transport;negative regulation of transcription;mRNA processing;gene expression;axon guidance;modulation by virus of host morphology or physiology;mRNA metabolic process;response to unfolded protein;neurotransmitter secretion;protein folding;chaperone mediated protein folding requiring cofactor"	"Prp19 complex;spliceosomal complex;extracellular vesicular exosome;nucleolus;ribonucleoprotein complex;plasma membrane;clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane;cytosol;cell surface;melanosome"	"ATP binding;ATPase activity"
"P14625"	"P14625"	"ENPL_HUMAN"	"Endoplasmin"	"HSP90B1"	4	6	0.00101087737306484	0	4	0	6	0	0.00181863420914568	2	"negative regulation of apoptotic process;innate immune response;regulation of phosphoprotein phosphatase activity;toll-like receptor signaling pathway;actin rod assembly;protein folding;cellular response to ATP;response to hypoxia;ER-associated protein catabolic process;activation of signaling protein activity involved in unfolded protein response;sequestering of calcium ion;protein transport"	"cytosol;perinuclear region of cytoplasm;plasma membrane;extracellular region;endocytic vesicle lumen;endoplasmic reticulum lumen;endoplasmic reticulum membrane;melanosome;midbody"	"protein phosphatase binding;calcium ion binding;virion binding;low-density lipoprotein particle receptor binding;RNA binding;ATP binding"
"P23588"	"P23588"	"IF4B_HUMAN"	"Eukaryotic translation initiation factor 4B"	"EIF4B"	4	4	0.000814834444217548	0	4	0	4	0	0.00145485560230668	0	"nuclear-transcribed mRNA poly(A) tail shortening;insulin receptor signaling pathway;regulation of translational initiation"	"cytosol;eukaryotic translation initiation factor 4F complex"	"translation initiation factor activity;nucleotide binding"
"P24752"	"P24752"	"THIL_HUMAN"	"Acetyl-CoA acetyltransferase, mitochondrial"	"ACAT1"	4	6	0.00174893622511799	0	4	0	6	0	0.00312265845319454	0	"ketone body catabolic process;liver development;brain development;response to starvation;branched-chain amino acid catabolic process;ketone body biosynthetic process;metanephric proximal convoluted tubule development;protein homooligomerization;response to hormone stimulus;cellular nitrogen compound metabolic process;cellular lipid metabolic process;adipose tissue development;response to organic cyclic compound"	"mitochondrial matrix;mitochondrial inner membrane"	"metal ion binding;coenzyme binding;acetyl-CoA C-acetyltransferase activity"
"P26583"	"P26583"	"HMGB2_HUMAN"	"High mobility group protein B2"	"HMGB2"	4	6	0.00401983368010074	0	4	0	6	0	0.00717725863374798	1	"male gonad development;spermatid nucleus differentiation;nucleosome assembly;positive regulation of transcription from RNA polymerase II promoter;response to steroid hormone stimulus;apoptotic DNA fragmentation;base-excision repair;negative regulation of transcription;cell chemotaxis;positive regulation of DNA binding;cellular response to lipopolysaccharide;positive regulation of endothelial cell proliferation;positive regulation of nuclease activity;V(D)J recombination;positive regulation of megakaryocyte differentiation;negative regulation of apoptotic process;phosphatidylinositol-mediated signaling;positive regulation of erythrocyte differentiation;DNA topological change"	"extracellular space;condensed chromosome;perinuclear region of cytoplasm;nucleoplasm;protein complex"	"transcription regulatory region DNA binding;double-stranded DNA binding;DNA binding;chemoattractant activity;RAGE receptor binding;damaged DNA binding;sequence-specific DNA binding transcription factor activity;single-stranded DNA binding"
"P32119-1"	"P32119-1"	"PRDX2_HUMAN"	"Peroxiredoxin-2"	"PRDX2"	4	5	0.00359209123677433	0	4	0	5	0	0	2	"removal of superoxide radicals;negative regulation of neuron apoptotic process;negative regulation of apoptotic process;hydrogen peroxide catabolic process"	"cytosol;cytoplasm"	"thioredoxin peroxidase activity"
"P42766"	"P42766"	"RL35_HUMAN"	"60S ribosomal protein L35"	"RPL35"	4	18	0.0182145309298874	2	4	9	9	0.0582590570719705	0.0162606726770008	0	"translational termination;SRP-dependent cotranslational protein targeting to membrane;nuclear-transcribed mRNA catabolic process;translational elongation;viral transcription;translational initiation"	"nucleolus;cytosolic large ribosomal subunit"	"mRNA binding;structural constituent of ribosome"
"P43007-1"	"P43007-1"	"SATT_HUMAN"	"Neutral amino acid transporter A"	"SLC1A4"	7	11	0.00257354431371529	0	7	0	11	0	0	0	"cognition;synaptic transmission"	"integral to plasma membrane;intermediate filament;melanosome;dendrite;neuronal cell body"	"L-threonine transmembrane transporter activity;L-hydroxyproline transmembrane transporter activity;chloride channel activity;L-glutamine transmembrane transporter activity;L-serine transmembrane transporter activity;sodium:dicarboxylate symporter activity;L-cystine transmembrane transporter activity;L-alanine transmembrane transporter activity;L-proline transmembrane transporter activity"
"P62937"	"P62937"	"PPIA_HUMAN"	"Peptidyl-prolyl cis-trans isomerase A"	"PPIA"	4	8	0.00603471327778087	0	4	0	8	0	0.01077474876375	0	"establishment of integrated proviral latency;entry into host cell;protein folding;lipid particle organization;positive regulation of viral genome replication;platelet degranulation;RNA-dependent DNA replication;platelet activation;positive regulation of protein secretion;modulation by virus of host morphology or physiology;virion assembly;uncoating of virus;leukocyte migration;viral release from host cell"	"extracellular region;cytosol;nucleus"	"peptidyl-prolyl cis-trans isomerase activity;virion binding;peptide binding;unfolded protein binding"
"P63104"	"P63104"	"1433Z_HUMAN"	"14-3-3 protein zeta/delta"	"YWHAZ"	4	6	0.00372551176842594	1	4	1	5	0.00649964990462801	0.0052609360035249	6	"gene expression;positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway;mRNA metabolic process;negative regulation of apoptotic process;histamine secretion by mast cell;platelet activation;protein targeting to mitochondrion;intrinsic apoptotic signaling pathway"	"mitochondrion;cell leading edge;nucleoplasm;melanosome;perinuclear region of cytoplasm;protein complex;cytosol;extracellular vesicular exosome;cytoplasmic vesicle membrane;postsynaptic density"	""
"P68104,Q5VTE0"	"P68104, Q5VTE0"	"EF1A1_HUMAN, EF1A3_HUMAN"	"Elongation factor 1-alpha 1, Putative elongation factor 1-alpha-like 3"	"EEF1A1, EEF1A1P5"	10	45	0.00606165396205668	7	9	19	26	0.0163722241915819	0.00625320240753351	0	"GTP catabolic process;transcription;regulation of transcription"	"eukaryotic translation elongation factor 1 complex;plasma membrane;cytosol;nucleus;cytoplasm"	"GTPase activity;translation elongation factor activity;GTP binding"
"Q00325-1,Q00325-2"	"Q00325-[1,2]"	"MPCP_HUMAN"	"Phosphate carrier protein, mitochondrial"	"SLC25A3"	4	6	0.0010314858675765	0	4	0	6	0	0	0	"generation of precursor metabolites and energy"	"integral to plasma membrane;mitochondrial inner membrane"	"phosphate ion carrier activity;symporter activity"
"Q12866"	"Q12866"	"MERTK_HUMAN"	"Tyrosine-protein kinase Mer"	"MERTK"	4	5	0.000622952759530683	0	4	0	5	0	0.00111225822448621	0	"phagocytosis;spermatogenesis;platelet activation;positive regulation of phagocytosis;natural killer cell differentiation;leukocyte migration;negative regulation of lymphocyte activation;cell-cell signaling;retina development in camera-type eye;secretion by cell;apoptotic cell clearance;vagina development;cell surface receptor signaling pathway;blood coagulation;protein kinase B signaling cascade;substrate adhesion-dependent cell spreading"	"cytoplasm;extracellular space;photoreceptor outer segment;rhabdomere;integral to plasma membrane"	"transmembrane receptor protein tyrosine kinase activity;ATP binding"
