"";"Protein.Acs";"X.1";"X";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5396";"Peptide.Count.P5455";"Spectra.Count.P5396";"Spectra.Count.P5455";"DNSAF.P5396";"DNSAF.P5455";"Unspecific.Spectra.Count";"Go.Cc";"norm.sc";"Go.Mf"
"65";"P12821";84;84;"P12821-1,P12821-2";"ACE_HUMAN";"Angiotensin-converting enzyme";"ACE";4;4;"1.90606372671103E-4";0;4;0;4;"0";"0";0;"external side of plasma membrane, endosome, extracellular space, extracellular vesicular exosome, plasma membrane, integral component of membrane";0,000878348704435661;"endopeptidase activity, bradykinin receptor binding, zinc ion binding, carboxypeptidase activity, actin binding, peptidyl-dipeptidase activity, drug binding, chloride ion binding, protein binding, metallopeptidase activity"
"66";"P13598";85;85;"P13598";"ICAM2_HUMAN";"Intercellular adhesion molecule 2";"ICAM2";3;6;"0.00271562097500139";0;3;0;6;"0";"0.00484863694368752";0;"uropod, integral component of plasma membrane";0,00131752305665349;"integrin binding"
"67";"P13612";86;86;"P13612";"ITA4_HUMAN";"Integrin alpha-4";"ITGA4";13;23;"0.00277395068909622";0;13;0;23;"0";"0.00495278240775575";0;"extracellular vesicular exosome, integrin complex, plasma membrane, external side of plasma membrane, cell surface";0,00505050505050505;"cell adhesion molecule binding, metal ion binding, protein binding"
"68";"P13639";87;87;"P13639";"EF2_HUMAN";"Elongation factor 2";"EEF2";10;16;"0.00232104356837726";0;10;0;16;"0";"0.00414413413990387";0;"polysome, ribonucleoprotein complex, extracellular vesicular exosome, cytosol";0,00351339481774264;"GTPase activity, translation activator activity, translation elongation factor activity, GTP binding, poly(A) RNA binding, protein kinase binding"
"69";"P13645";88;88;"P13645";"K1C10_HUMAN";"Keratin, type I cytoskeletal 10";"KRT10";23;104;"0.0248404889411641";15;22;52;52;"0.0814401997038696";"0.0215566590066036";16;"cytoplasm, extracellular space, keratin filament, intermediate filament, extracellular vesicular exosome";0,0228370663153272;"structural constituent of epidermis"
"70";"P13646";89;89;"P13646-1,P13646-3";"K1C13_HUMAN";"Keratin, type I cytoskeletal 13";"KRT13";0;0;"0";0;0;0;0;"0";"0";8;"extracellular vesicular exosome, keratin filament";0;"structural molecule activity"
"71";"P13647";90;90;"P13647";"K2C5_HUMAN";"Keratin, type II cytoskeletal 5";"KRT5";8;15;"0.00507342275648452";1;7;1;14;"0.00348621758655718";"0.00721629706822347";16;"keratin filament, cytosol, plasma membrane, extracellular vesicular exosome, mitochondrion";0,00329380764163373;"structural constituent of cytoskeleton, scaffold protein binding, protein binding"
"72";"P13796";91;91;"P13796";"PLSL_HUMAN";"Plastin-2";"LCP1";6;8;"0.00158808244152128";0;6;0;8;"0";"0.00283546020098686";0;"extracellular vesicular exosome, actin filament, actin filament bundle, ruffle membrane, phagocytic cup, plasma membrane, filopodium, focal adhesion, cytosol, ruffle, extracellular space";0,00175669740887132;"actin filament binding, calcium ion binding, actin binding"
"73";"P14618";93;93;"P14618-1";"KPYM_HUMAN";"Pyruvate kinase isozymes M1/M2";"PKM";19;37;"0.00867276943522886";8;17;11;26;"0";"0";0;"cytosol, mitochondrion, plasma membrane, nucleus, extracellular vesicular exosome, cilium";0,00812472551602986;"ATP binding, pyruvate kinase activity, protein binding, MHC class II protein complex binding, magnesium ion binding, poly(A) RNA binding, potassium ion binding"
"74";"P14625";94;94;"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";4;6;"0.00101087737306484";0;4;0;6;"0";"0.00181863420914568";2;"cytosol, melanosome, midbody, extracellular vesicular exosome, perinuclear region of cytoplasm, endoplasmic reticulum membrane, endocytic vesicle lumen, endoplasmic reticulum lumen, plasma membrane";0,00131752305665349;"low-density lipoprotein particle receptor binding, RNA binding, calcium ion binding, ATP binding, protein binding, virion binding, protein phosphatase binding"
"75";"P15144";95;95;"P15144";"AMPN_HUMAN";"Aminopeptidase N";"ANPEP";14;23;"0.0029604106630272";0;14;0;23;"0";"0.00528569952926984";0;"external side of plasma membrane, cytosol, endoplasmic reticulum-Golgi intermediate compartment, extracellular vesicular exosome, integral component of plasma membrane, lysosomal membrane";0,00505050505050505;"metallopeptidase activity, aminopeptidase activity, receptor activity, virus receptor activity, zinc ion binding"
"76";"P15151";96;96;"P15151-1,P15151-2,P15151-3";"PVR_HUMAN";"Poliovirus receptor";"PVR";6;10;"9.94931745437493E-4";0;6;0;10;"0";"0";0;"plasma membrane, extracellular space, cell surface, cytoplasm, nucleus, integral component of membrane, cell junction";0,00219587176108915;"protein binding, cell adhesion molecule binding, receptor activity, virus receptor activity"
"77";"P15529";98;98;"P15529-16,P15529-2,P15529-3,P15529-4,P15529-5,P15529-6,P15529-7";"MCP_HUMAN";"Membrane cofactor protein";"CD46";1;1;"7.55988589372148E-5";0;1;0;1;"0";"0";2;"extracellular vesicular exosome, integral component of plasma membrane, inner acrosomal membrane, cell surface, Golgi apparatus, basolateral plasma membrane";0,000219587176108915;"receptor activity, cadherin binding, protein binding"
"78";"P15529";97;97;"P15529-1,P15529-10,P15529-11,P15529-12,P15529-13,P15529-14,P15529-15";"MCP_HUMAN";"Membrane cofactor protein";"CD46";1;2;"1.5119771787443E-4";0;1;0;2;"0";"0";2;"extracellular vesicular exosome, integral component of plasma membrane, inner acrosomal membrane, cell surface, Golgi apparatus, basolateral plasma membrane";0,00043917435221783;"receptor activity, cadherin binding, protein binding"
"79";"P16070";100;100;"P16070-1,P16070-10,P16070-11,P16070-12,P16070-13,P16070-14,P16070-16,P16070-17,P16070-18,P16070-3,P16070-4,P16070-5,P16070-6,P16070-7,P16070-8";"CD44_HUMAN";"CD44 antigen";"CD44";10;87;"9.72914522715009E-4";0;10;0;87;"0";"0";0;"extracellular vesicular exosome, integral component of plasma membrane, basolateral plasma membrane, external side of plasma membrane, cell surface";0,0191040843214756;"protein binding, hyaluronic acid binding, collagen binding, hyalurononglucosaminidase activity"
"80";"P16150";101;101;"P16150";"LEUK_HUMAN";"Leukosialin";"SPN";9;63;"0.0196033889132913";2;9;4;59;"0.00796207113316931";"0.0327788060047209";0;"integral component of plasma membrane, uropod, cell surface, basement membrane, extracellular space, external side of plasma membrane, extracellular vesicular exosome";0,0138339920948617;"transmembrane signaling receptor activity, protein binding"
"81";"P16189";102;102;"P16189,P30459";"1A31_HUMAN, 1A74_HUMAN";"HLA class I histocompatibility antigen, A-31 alpha chain, HLA class I histocompatibility antigen, A-74 alpha chain";"HLA-A";0;0;"0";0;0;0;0;"0";"0";25;"MHC class I protein complex, ER to Golgi transport vesicle membrane, plasma membrane, early endosome membrane, Golgi membrane, phagocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane";0;"TAP binding, beta-2-microglobulin binding, peptide antigen binding"
"82";"P16284";103;103;"P16284-1,P16284-2,P16284-3,P16284-6";"PECA1_HUMAN";"Platelet endothelial cell adhesion molecule";"PECAM1";11;17;"7.16775522703902E-4";0;11;0;17;"0";"0";0;"cell junction, extracellular space, extracellular vesicular exosome, integral component of membrane, plasma membrane, platelet alpha granule membrane";0,00373298199385156;"protein binding"
"83";"P16615";105;105;"P16615-1,P16615-2,P16615-3,P16615-5";"AT2A2_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2";"ATP2A2";6;10;"2.98622747970802E-4";0;6;0;10;"0";"0";0;"platelet dense tubular network membrane, integral component of plasma membrane, sarcoplasmic reticulum membrane";0,00219587176108915;"S100 protein binding, protein C-terminus binding, calcium-transporting ATPase activity involved in regulation of cardiac muscle cell membrane potential, ATP binding, metal ion binding, enzyme binding, calcium-transporting ATPase activity, protein binding"
"84";"P16949";106;106;"P16949-1";"STMN1_HUMAN";"Stathmin";"STMN1";7;11;"0.00918876224762775";0;7;0;11;"0";"0";0;"membrane, microtubule, intracellular, cytosol, extracellular vesicular exosome";0,00241545893719807;"tubulin binding, signal transducer activity"
"85";"P17066";107;107;"P17066";"HSP76_HUMAN";"Heat shock 70 kDa protein 6";"HSPA6";1;1;"6.2207981286315E-4";0;1;0;1;"0";"0.0010984724069256";15;"blood microparticle, extracellular vesicular exosome";0,000219587176108915;"heat shock protein binding, enzyme binding, ATPase activity, coupled, ATP binding, unfolded protein binding"
"86";"P17301";108;108;"P17301";"ITA2_HUMAN";"Integrin alpha-2";"ITGA2";13;24;"0.002529367546572";0;13;0;24;"0";"0.00451608860123309";0;"integrin complex, external side of plasma membrane, perinuclear region of cytoplasm, basal part of cell, axon terminus, cell surface, cell outer membrane, focal adhesion, nucleus";0,00527009222661397;"metal ion binding, protein binding, collagen binding, virus receptor activity"
"87";"P17342";109;109;"P17342-1,P17342-2";"ANPRC_HUMAN";"Atrial natriuretic peptide receptor 3";"NPR3";2;2;"2.30066472004123E-4";0;2;0;2;"0";"0";0;"integral component of plasma membrane";0,00043917435221783;"G-protein coupled peptide receptor activity, hormone binding, peptide hormone binding, natriuretic peptide receptor activity"
"88";"P17813";110;110;"P17813-1";"EGLN_HUMAN";"Endoglin";"ENG";9;20;"0.00378315991958147";0;9;0;20;"0";"0";0;"endothelial microparticle, extracellular space, external side of plasma membrane, transforming growth factor beta receptor homodimeric complex, cytoplasm, nucleus, cell surface";0,0043917435221783;"type I transforming growth factor beta receptor binding, transmembrane signaling receptor activity, type II transforming growth factor beta receptor binding, activin binding, glycosaminoglycan binding, transforming growth factor beta binding, transforming growth factor beta receptor, cytoplasmic mediator activity, transforming growth factor beta-activated receptor activity, protein homodimerization activity, galactose binding, protein binding"
"89";"P17987";111;111;"P17987";"TCPA_HUMAN";"T-complex protein 1 subunit alpha";"TCP1";2;2;"4.47719285446872E-4";0;2;0;2;"0";"7.9938558723865E-4";0;"cell body, plasma membrane, Golgi apparatus, chaperonin-containing T-complex, extracellular vesicular exosome, nuclear heterochromatin, nucleus, microtubule, zona pellucida receptor complex, cytosol, cell junction, centrosome, acrosomal vesicle, pericentriolar material";0,00043917435221783;"ATP binding, poly(A) RNA binding, unfolded protein binding"
"90";"P18433";112;112;"P18433-1,P18433-2,P18433-3,P18433-4";"PTPRA_HUMAN";"Receptor-type tyrosine-protein phosphatase alpha";"PTPRA";26;59;"0.00228911836655224";0;26;0;59;"0";"0";0;"integral component of plasma membrane, receptor complex, extracellular vesicular exosome";0,012955643390426;"transmembrane receptor protein tyrosine phosphatase activity, protein binding, protein tyrosine phosphatase activity"
"91";"P18464";113;113;"P18464,P30490,P30498";"1B51_HUMAN, 1B52_HUMAN, 1B78_HUMAN";"HLA class I histocompatibility antigen, B-51 alpha chain, HLA class I histocompatibility antigen, B-52 alpha chain, HLA class I histocompatibility antigen, B-78 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";10;"cell surface, Golgi membrane, ER to Golgi transport vesicle membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, phagocytic vesicle membrane";0;"peptide antigen binding"
"92";"P18465";114;114;"P18465";"1B57_HUMAN";"HLA class I histocompatibility antigen, B-57 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";17;"ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane, cell surface, MHC class I protein complex";0;"peptide antigen binding"
"93";"P19256";117;117;"P19256-1,P19256-2,P19256-3";"LFA3_HUMAN";"Lymphocyte function-associated antigen 3";"CD58";2;4;"6.63818460555896E-4";0;2;0;4;"0";"0";0;"extracellular vesicular exosome, anchored component of membrane, integral component of plasma membrane";0,000878348704435661;"receptor binding, protein binding"
"94";"P19338";118;118;"P19338";"NUCL_HUMAN";"Nucleolin";"NCL";12;20;"0.00350608341842903";0;12;0;20;"0";"0.00625997727471394";0;"ribonucleoprotein complex, nucleoplasm, extracellular vesicular exosome, nucleolus, cell cortex";0,0043917435221783;"nucleotide binding, protein C-terminus binding, poly(A) RNA binding, RNA binding, telomeric DNA binding, identical protein binding, protein binding"
"95";"P19440";119;119;"P19440-1";"GGT1_HUMAN";"Gamma-glutamyltranspeptidase 1";"GGT1";3;3;"6.5623529712248E-4";0;3;0;3;"0";"0";0;"integral component of membrane, anchored component of external side of plasma membrane, extracellular vesicular exosome";0,000658761528326746;"glutathione hydrolase activity, gamma-glutamyltransferase activity, protein binding"
"96";"P20039";120;120;"P20039";"2B1B_HUMAN";"HLA class II histocompatibility antigen, DRB1-11 beta chain";"HLA-DRB1";0;0;"0";0;0;0;0;"0";"0";6;"integral component of plasma membrane, lysosomal membrane, MHC class II protein complex, trans-Golgi network membrane, clathrin-coated endocytic vesicle membrane, Golgi membrane, late endosome membrane, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane";0;"MHC class II receptor activity"
"97";"P20231";121;121;"P20231,Q15661-1,Q15661-2";"TRYB1_HUMAN, TRYB2_HUMAN";"Tryptase alpha/beta-1, Tryptase beta-2";"TPSAB1, TPSB2";2;4;"6.03471327778087E-4";0;2;0;4;"0";"0.00323242462912501";0;"extracellular region";0,000878348704435661;"serine-type endopeptidase activity, serine-type peptidase activity"
"98";"P20701";122;122;"P20701-1,P20701-2,P20701-3";"ITAL_HUMAN";"Integrin alpha-L";"ITGAL";22;43;"0.00152479667755895";0;22;0;43;"0";"0";0;"integrin complex, immunological synapse, extracellular vesicular exosome, external side of plasma membrane";0,00944224857268336;"metal ion binding, cell adhesion molecule binding, protein binding"
"99";"P21796";123;123;"P21796";"VDAC1_HUMAN";"Voltage-dependent anion-selective channel protein 1";"VDAC1";1;1;"8.79618101443325E-4";0;1;0;1;"0";"0.00157052433393883";3;"mitochondrial outer membrane, mitochondrial inner membrane, pore complex, extracellular vesicular exosome, mitochondrial nucleoid, plasma membrane";0,000219587176108915;"voltage-gated anion channel activity, protein binding, porin activity"
"100";"P22234";124;124;"P22234-1,P22234-2";"PUR6_HUMAN";"Multifunctional protein ADE2";"PAICS";5;6;"8.78583256618097E-4";0;5;0;6;"0";"0";0;"extracellular vesicular exosome, cytosol";0,00131752305665349;"ATP binding, protein binding, phosphoribosylaminoimidazolesuccinocarboxamide synthase activity, identical protein binding, phosphoribosylaminoimidazole carboxylase activity"
"101";"P22314";125;125;"P22314";"UBA1_HUMAN";"Ubiquitin-like modifier-activating enzyme 1";"UBA1";3;3;"3.5292805677003E-4";0;3;0;3;"0";"6.30139489373378E-4";0;"extracellular vesicular exosome";0,000658761528326746;"ubiquitin activating enzyme activity, ATP binding, poly(A) RNA binding, protein binding, ubiquitin-protein transferase activity"
"102";"P23229";126;126;"P23229-1,P23229-2,P23229-3,P23229-4,P23229-5,P23229-6,P23229-9";"ITA6_HUMAN";"Integrin alpha-6";"ITGA6";2;2;"3.1470533844306E-5";0;2;0;2;"0";"0";0;"external side of plasma membrane, basal plasma membrane, filopodium, plasma membrane, hemidesmosome, basement membrane, alpha6-beta4 integrin complex, cell-cell adherens junction";0,00043917435221783;"protein binding, metal ion binding"
"103";"P23470";127;127;"P23470-1,P23470-2";"PTPRG_HUMAN";"Receptor-type tyrosine-protein phosphatase gamma";"PTPRG";6;9;"3.8761026027269E-4";0;6;0;9;"0";"0";0;"extracellular space, integral component of plasma membrane";0,00197628458498024;"transmembrane receptor protein tyrosine phosphatase activity, identical protein binding, protein tyrosine phosphatase activity, protein binding"
"104";"P23528";129;129;"P23528";"COF1_HUMAN";"Cofilin-1";"CFL1";5;5;"0.00374897473958525";2;3;2;3;"0.00959285678695097";"0.00401619023950021";0;"ruffle membrane, extracellular space, cytoplasm, extracellular vesicular exosome, nucleus, cortical actin cytoskeleton, lamellipodium membrane, nuclear matrix";0,00109793588054458;"protein binding"
"105";"P24752";131;131;"P24752";"THIL_HUMAN";"Acetyl-CoA acetyltransferase, mitochondrial";"ACAT1";4;6;"0.00174893622511799";0;4;0;6;"0";"0.00312265845319454";0;"mitochondrial matrix, mitochondrial inner membrane, extracellular vesicular exosome";0,00131752305665349;"acetyl-CoA C-acetyltransferase activity, metal ion binding, coenzyme binding"
"106";"P25116";132;132;"P25116";"PAR1_HUMAN";"Proteinase-activated receptor 1";"F2R";2;2;"5.85722171078731E-4";0;2;0;2;"0";"0.00104578443883456";0;"caveola, platelet dense tubular network, Golgi apparatus, postsynaptic membrane, integral component of plasma membrane, neuromuscular junction, extracellular region";0,00043917435221783;"receptor binding, G-protein beta-subunit binding, G-protein alpha-subunit binding, G-protein coupled receptor activity, protein binding, thrombin receptor activity"
"107";"P25445";133;133;"P25445-1,P25445-6";"TNR6_HUMAN";"Tumor necrosis factor receptor superfamily member 6";"FAS";8;14;"0.0026007812820287";0;8;0;14;"0";"0";0;"integral component of membrane, CD95 death-inducing signaling complex, extracellular vesicular exosome, membrane raft, cytosol, nucleus, cell surface, external side of plasma membrane";0,00307422046552481;"signal transducer activity, protein binding, receptor activity, identical protein binding, kinase binding, transmembrane signaling receptor activity"
"108";"P25705";134;134;"P25705";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";3;5;"0.00112537035582487";0;3;0;5;"0";"0.00200930554477708";0;"mitochondrial matrix, plasma membrane, mitochondrial proton-transporting ATP synthase complex, proton-transporting ATP synthase complex, catalytic core F(1), extracellular vesicular exosome";0,00109793588054458;"poly(A) RNA binding, protein binding, ATP binding, proton-transporting ATPase activity, rotational mechanism, MHC class I protein binding, transmembrane transporter activity, proton-transporting ATP synthase activity, rotational mechanism"
"109";"P26038";135;135;"P26038";"MOES_HUMAN";"Moesin";"MSN";16;23;"0.0049613814751253";7;11;10;13;"0.0137990834197042";"0.00500689690169928";0;"apical plasma membrane, apical part of cell, basolateral plasma membrane, filopodium, microvillus membrane, extracellular vesicular exosome, cytoskeleton, cytoplasm, nucleolus, uropod, extrinsic component of membrane, plasma membrane, microvillus, blood microparticle";0,00505050505050505;"protein kinase binding, protein binding, double-stranded RNA binding, structural constituent of cytoskeleton, receptor binding, cell adhesion molecule binding"
"110";"P26583";138;138;"P26583";"HMGB2_HUMAN";"High mobility group protein B2";"HMGB2";4;6;"0.00401983368010074";0;4;0;6;"0";"0.00717725863374798";1;"extracellular space, nucleoplasm, condensed chromosome, perinuclear region of cytoplasm, protein complex";0,00131752305665349;"damaged DNA binding, protein binding, DNA binding, bending, single-stranded DNA binding, sequence-specific DNA binding transcription factor activity, RAGE receptor binding, chemoattractant activity, poly(A) RNA binding, transcription regulatory region DNA binding, DNA binding, double-stranded DNA binding"
"111";"P27348";140;140;"P27348";"1433T_HUMAN";"14-3-3 protein theta";"YWHAQ";6;14;"0.00869286079299387";1;6;1;13;"0.00649964990462801";"0.0136784336091647";6;"cytosol, protein complex, extracellular vesicular exosome, cytoplasmic vesicle membrane";0,00307422046552481;"protein N-terminus binding, protein binding"
"112";"P27487";141;141;"P27487";"DPP4_HUMAN";"Dipeptidyl peptidase 4";"DPP4";20;40;"0.00649952800805381";0;20;0;40;"0";"0.0116046576110885";0;"integral component of membrane, intercellular canaliculus, membrane raft, lamellipodium, endocytic vesicle, lysosomal membrane, lamellipodium membrane, apical plasma membrane, invadopodium membrane, cell surface, extracellular vesicular exosome";0,00878348704435661;"serine-type peptidase activity, aminopeptidase activity, identical protein binding, protein binding, serine-type endopeptidase activity, dipeptidyl-peptidase activity, receptor binding, protease binding, protein homodimerization activity"
"113";"P27797";143;143;"P27797";"CALR_HUMAN";"Calreticulin";"CALR";1;1;"2.98479523631248E-4";0;1;0;1;"0";"5.32923724825767E-4";0;"endocytic vesicle lumen, acrosomal vesicle, nucleus, cytosol, extracellular space, endoplasmic reticulum lumen, perinuclear region of cytoplasm, Golgi apparatus, external side of plasma membrane, sarcoplasmic reticulum lumen, proteinaceous extracellular matrix, polysome, MHC class I peptide loading complex, extracellular vesicular exosome, cell surface, integral component of lumenal side of endoplasmic reticulum membrane";0,000219587176108915;"protein binding involved in protein folding, integrin binding, DNA binding, unfolded protein binding, chaperone binding, calcium ion binding, zinc ion binding, carbohydrate binding, iron ion binding, androgen receptor binding, protein binding, peptide binding, ubiquitin protein ligase binding, mRNA binding, poly(A) RNA binding, glycoprotein binding, hormone binding, complement component C1q binding"
"114";"P28906";144;144;"P28906-1";"CD34_HUMAN";"Hematopoietic progenitor cell antigen CD34";"CD34";7;15;"0.00484932316964534";2;6;2;13;"0";"0";0;"integral component of plasma membrane, perinuclear region of cytoplasm, apical plasma membrane, glomerular endothelium fenestra, lysosome, intercellular bridge, external side of plasma membrane, basal plasma membrane";0,00329380764163373;"sulfate binding, transcription factor binding, carbohydrate binding"
"115";"P28908";145;145;"P28908-1";"TNR8_HUMAN";"Tumor necrosis factor receptor superfamily member 8";"TNFRSF8";4;8;"0.0016734919173678";0;4;0;8;"0";"0";0;"extracellular vesicular exosome, integral component of membrane, cytoplasm, plasma membrane";0,00175669740887132;"transmembrane signaling receptor activity"
"116";"P30447";146;146;"P30447";"1A23_HUMAN";"HLA class I histocompatibility antigen, A-23 alpha chain";"HLA-A";0;0;"0";0;0;0;0;"0";"0";19;"early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, MHC class I protein complex, plasma membrane, Golgi membrane, phagocytic vesicle membrane";0;"peptide antigen binding, beta-2-microglobulin binding"
"117";"P30460";147;147;"P30460,P30480";"1B08_HUMAN, 1B42_HUMAN";"HLA class I histocompatibility antigen, B-42 alpha chain, HLA class I histocompatibility antigen, B-8 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";18;"phagocytic vesicle membrane, cell surface, integral component of plasma membrane, Golgi membrane, MHC class I protein complex, ER to Golgi transport vesicle membrane, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane";0;"chaperone binding, TAP binding, receptor binding, peptide antigen binding"
"118";"P30486";148;148;"P30486,Q31610";"1B48_HUMAN, 1B81_HUMAN";"HLA class I histocompatibility antigen, B-48 alpha chain, HLA class I histocompatibility antigen, B-81 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";21;"integral component of membrane, cell surface, MHC class I protein complex";0;"peptide antigen binding"
"119";"P30499";149;149;"P30499";"1C01_HUMAN";"HLA class I histocompatibility antigen, Cw-1 alpha chain";"HLA-C";0;0;"0";0;0;0;0;"0";"0";11;"integral component of lumenal side of endoplasmic reticulum membrane, integral component of plasma membrane, cell surface, MHC class I protein complex, Golgi membrane, early endosome membrane, ER to Golgi transport vesicle membrane, phagocytic vesicle membrane";0;"peptide antigen binding, TAP binding"
"120";"P30508";150;150;"P30508";"1C12_HUMAN";"HLA class I histocompatibility antigen, Cw-12 alpha chain";"HLA-C";0;0;"0";0;0;0;0;"0";"0";15;"Golgi membrane, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, cell surface, early endosome membrane, integral component of plasma membrane";0;"peptide antigen binding"
"121";"P30825";151;151;"P30825";"CTR1_HUMAN";"High affinity cationic amino acid transporter 1";"SLC7A1";3;6;"0.00118727467110554";0;3;0;6;"0";"0.00211983332196195";0;"integral component of plasma membrane";0,00131752305665349;"arginine transmembrane transporter activity"
"122";"P31946";152;152;"P31946-1,P31946-2";"1433B_HUMAN";"14-3-3 protein beta/alpha";"YWHAB";1;2;"6.18394568607288E-4";0;1;0;2;"0";"0";6;"melanosome, perinuclear region of cytoplasm, extracellular vesicular exosome, cytosol, cytoplasmic vesicle membrane, transcriptional repressor complex";0,00043917435221783;"transcription corepressor activity, protein binding, histone deacetylase binding, protein domain specific binding, phosphoprotein binding, enzyme binding, phosphoserine binding"
"123";"P32119";153;153;"P32119-1";"PRDX2_HUMAN";"Peroxiredoxin-2";"PRDX2";4;5;"0.00359209123677433";0;4;0;5;"0";"0";2;"cytosol, cytoplasm, extracellular vesicular exosome";0,00109793588054458;"antioxidant activity, thioredoxin peroxidase activity"
"124";"P32942";154;154;"P32942";"ICAM3_HUMAN";"Intercellular adhesion molecule 3";"ICAM3";10;24;"0.00546102938300097";0;10;0;24;"0";"0.00975045820485608";0;"extracellular vesicular exosome, integral component of plasma membrane";0,00527009222661397;"protein binding, receptor binding, integrin binding"
"125";"P33527";155;155;"P33527-1";"MRP1_HUMAN";"Multidrug resistance-associated protein 1";"ABCC1";35;62;"0.00504042430043258";0;35;0;62;"0";"0";0;"extracellular vesicular exosome, nucleus, integral component of plasma membrane, Golgi apparatus";0,0136144049187527;"transporter activity, ATPase activity, ATP binding, ATPase activity, coupled to transmembrane movement of substances"
"126";"P35527";158;158;"P35527";"K1C9_HUMAN";"Keratin, type I cytoskeletal 9";"KRT9";23;100;"0.0204452720005524";15;22;58;42;"0.0773480565103753";"0.0149817433653266";5;"intermediate filament, extracellular vesicular exosome, extracellular space";0,0219587176108915;"structural constituent of cytoskeleton"
"127";"P35579";159;159;"P35579-1";"MYH9_HUMAN";"Myosin-9";"MYH9";9;10;"6.35030415072604E-4";0;9;0;10;"0";"0";0;"uropod, nucleus, ruffle, plasma membrane, cleavage furrow, protein complex, actomyosin contractile ring, myosin II complex, spindle, stress fiber, cortical cytoskeleton, cytosol, cell-cell adherens junction, immunological synapse, extracellular vesicular exosome, neuromuscular junction";0,00219587176108915;"ATP binding, motor activity, ADP binding, protein binding, protein homodimerization activity, microfilament motor activity, actin filament binding, poly(A) RNA binding, actin-dependent ATPase activity, actin binding, ATPase activity, protein anchor"
"128";"P35613";160;160;"P35613-1,P35613-2";"BASI_HUMAN";"Basigin";"BSG";9;55;"0.00889042581101646";0;9;0;55;"0";"0";0;"sarcolemma, mitochondrion, membrane raft, integral component of plasma membrane, extracellular vesicular exosome, melanosome, acrosomal membrane, Golgi membrane";0,0120772946859903;"protein binding, mannose binding"
"129";"P35908";161;161;"P35908";"K22E_HUMAN";"Keratin, type II cytoskeletal 2 epidermal";"KRT2";17;43;"0.0120946768596866";9;14;17;26;"0.0367948389081308";"0.0114208563128043";42;"keratin filament, intermediate filament, extracellular vesicular exosome, extracellular space, Golgi apparatus";0,00944224857268336;"structural constituent of cytoskeleton"
"130";"P37802";162;162;"P37802";"TAGL2_HUMAN";"Transgelin-2";"TAGLN2";5;9;"0.00562911383009082";0;5;0;9;"0";"0.0100505665290005";0;"extracellular vesicular exosome";0,00197628458498024;"protein binding"
"131";"P38646";163;163;"P38646";"GRP75_HUMAN";"Stress-70 protein, mitochondrial";"HSPA9";3;4;"7.6443231364739E-4";0;3;0;4;"0";"0.00137004674402925";2;"nucleolus, extracellular vesicular exosome, mitochondrial nucleoid";0,000878348704435661;"ATP binding, poly(A) RNA binding, protein binding, unfolded protein binding"
"132";"P39019";164;164;"P39019";"RS19_HUMAN";"40S ribosomal protein S19";"RPS19";3;5;"0.00429192970187001";0;3;0;5;"0";"0.0076630756293912";0;"nucleolus, extracellular vesicular exosome, cytosolic small ribosomal subunit";0,00109793588054458;"structural constituent of ribosome, fibroblast growth factor binding, protein homodimerization activity, protein binding, protein kinase binding, poly(A) RNA binding"
"133";"P42081";165;165;"P42081-1,P42081-3,P42081-4";"CD86_HUMAN";"T-lymphocyte activation antigen CD86";"CD86";6;10;"0.00126105330652716";0;6;0;10;"0";"0";0;"plasma membrane, integral component of membrane, intracellular membrane-bounded organelle, external side of plasma membrane, extracellular vesicular exosome";0,00219587176108915;"protein binding, coreceptor activity, receptor activity"
"134";"P43007";167;167;"P43007-1";"SATT_HUMAN";"Neutral amino acid transporter A";"SLC1A4";7;11;"0.00257354431371529";0;7;0;11;"0";"0";0;"melanosome, neuronal cell body, intermediate filament, dendrite, integral component of plasma membrane, extracellular vesicular exosome";0,00241545893719807;"L-proline transmembrane transporter activity, sodium:dicarboxylate symporter activity, L-hydroxyproline transmembrane transporter activity, L-serine transmembrane transporter activity, L-cystine transmembrane transporter activity, L-threonine transmembrane transporter activity, chloride channel activity, L-alanine transmembrane transporter activity, L-glutamine transmembrane transporter activity"
